cfg,mean_rll,mean_auc,mean_iter,max_depth,min_child_weight,subsample,colsample_bytree,colsample_bylevel,reg_lambda,reg_alpha,gamma
1,1.9060160204365983,0.7168489846204843,223.33333333333334,5,20.0,0.8681442336409935,0.7074293880898963,1.0,4.438393533091865,8.387925359045115,0.08670742122760307
0,1.9080421538646968,0.7150427390166364,354.3333333333333,3,20.0,0.8487534371185531,0.6213958742378746,1.0,3.4211338449353943,0.44809676654593683,0.003040102699640505
