model,auc,ap,top1,top3,mrr,ndcg3,race_logloss,brier_norm,ece
binary,0.7399964507327685,0.265015173998575,0.26817787687352906,0.5986622073578596,0.48074963525486314,0.4581204031573554,1.9698814409603307,0.08423442534601659,0.0027243554462291317
softmax,0.7428452591733518,0.2695232402208145,0.2728849250588381,0.6036169949213428,0.4848632504888796,0.46329190381696156,1.9627454194061287,0.08401273557561403,0.003848558088146997
pl_top3,0.7445885825248636,0.27397219692169,0.2766010157314505,0.6053511705685619,0.4869899538679612,0.46556292659659726,1.957194297700076,0.0837989996286352,0.0048565965063351365
blend_bin_sm,0.7422887764560195,0.268648571042861,0.2686733556298774,0.6013873405177753,0.4822405772999619,0.4602821288629704,1.9637276368533827,0.08403645776582006,0.0026658260091267125
blend_all,0.7444678356304834,0.27246728895577693,0.2726371856806639,0.6027499070977332,0.4852364487090625,0.46304263654554545,1.9574795685925368,0.08383246935663219,0.0029777424017731918
blend_bin_sm+isotonic,0.7415857553272833,0.26844126979080735,0.27177009785705436,0.599405425492382,0.48322894704817365,0.4602881227163793,1.9684685722537816,0.08409529797651348,0.00451260917358069
