model,auc,ap,top1,top3,mrr,ndcg3,race_logloss,brier_norm,ece
rank:ndcg (retry),0.7114666289409248,0.2322061955162902,0.2658243527808745,0.594698377307073,0.47834294352564743,0.454750889123362,1.9854297213897074,0.08466752392573956,0.007657295318414742
rank:pairwise (retry),0.6861113591569891,0.21586686750018605,0.2431561996779388,0.5534497708410752,0.45320774499443683,0.42076523085550216,2.048500837331546,0.08636965650980033,0.011448339483558135
