cfg,mean_rll,mean_auc,mean_iter,max_depth,min_child_weight,subsample,colsample_bytree,colsample_bylevel,reg_lambda,reg_alpha,gamma
0,2.0561922063388676,0.7582296192253567,143.0,5,50.0,0.8789444354945191,0.6035923964454671,1.0,0.30162760264377236,9.6770615235377,0.2622042381297515
1,2.0621616788278376,0.7567178973928014,168.33333333333334,3,50.0,0.613620111578815,0.9075340638670345,0.6,5.802909827055242,0.01717271541239216,0.0020527231985684284
