auc,ap,brier_raw,brier_norm,race_logloss,top1,top3,mrr,ndcg3,model
0.7367010660105471,0.2634421064340931,0.08439576318977915,0.08425731479993989,1.9714644464318205,0.2701597918989223,0.600891861761427,0.4820890677457199,0.4604856795177101,"binary median/NaN, NO warm-up history"
