============================================================
INFERENCE LOG FOR EVENT DATE: 2026-01-29
Execution Time: 2026-01-28 22:48:32
Input File: Inference_Inputs\Input_2026-01-29.csv
============================================================

### DATA QUALITY SUMMARY
Total Entries Processed: 401
Missing Values (NaNs) found in key features (before zero-fill):
 - No missing values found. Data is clean.

### HORSE PREDICTION SUMMARY
Horse Name                | Runs Found | Win Prob   | Source    
-----------------------------------------------------------------
Bajan Excell              | 0          | 0.0125     | Fallback  
Cowper Hall               | 0          | 0.0176     | Fallback  
Figurehead                | 0          | 0.0080     | Fallback  
Goody Four Shoes          | 0          | 0.0163     | Fallback  
Hello Jack                | 0          | 0.0231     | Fallback  
Insouciant Dallier        | 0          | 0.0187     | Fallback  
John The Diva             | 0          | 0.0076     | Fallback  
Live To Laugh             | 0          | 0.0092     | Fallback  
Toor Khov                 | 0          | 0.0182     | Fallback  
Roxhill Roise             | 0          | 0.0087     | Fallback  
Benwisken                 | 0          | 0.0176     | Fallback  
Bloomhill                 | 0          | 0.0154     | Fallback  
Cold Old Fire             | 0          | 0.0078     | Fallback  
Gale Force Jet            | 0          | 0.0306     | Lookup    
Keep On Dreaming          | 0          | 0.0171     | Fallback  
Made U Look               | 0          | 0.0105     | Fallback  
Magic Sadler              | 2          | 0.0974     | Lookup    
Mister Loolah             | 0          | 0.0086     | Fallback  
Nibbles                   | 0          | 0.0077     | Fallback  
Our Story                 | 0          | 0.0162     | Fallback  
Blue Train                | 0          | 0.0078     | Fallback  
Crest Of Light            | 0          | 0.0403     | Fallback  
Mode Avion                | 0          | 0.0232     | Fallback  
Annie's Angel             | 0          | 0.0121     | Fallback  
Concert Party             | 0          | 0.0075     | Fallback  
Dream Angel               | 0          | 0.0074     | Fallback  
Ismahane                  | 0          | 0.0139     | Fallback  
Michonne                  | 1          | 0.1282     | Lookup    
Beauvallon                | 0          | 0.0301     | Fallback  
Dawn Coming               | 0          | 0.0068     | Fallback  
John Dixen                | 0          | 0.0773     | Fallback  
O'Grady Cracker           | 0          | 0.0194     | Fallback  
Padre Bay                 | 0          | 0.0171     | Fallback  
Charme De Faust           | 0          | 0.0914     | Fallback  
Thelittlevillager         | 0          | 0.0175     | Fallback  
Ehteyat                   | 0          | 0.0182     | Fallback  
El Cairos                 | 0          | 0.0185     | Fallback  
Ballindenisk              | 0          | 0.0156     | Fallback  
Ballyhasty                | 0          | 0.0117     | Fallback  
Deise Crystal             | 0          | 0.0075     | Fallback  
How's The Head            | 0          | 0.0123     | Fallback  
Lord Of The Locke         | 0          | 0.0064     | Fallback  
Masons Apron              | 0          | 0.0219     | Fallback  
Max Meridius              | 0          | 0.0127     | Fallback  
One Of Mine               | 0          | 0.0075     | Fallback  
Poppycon                  | 0          | 0.0092     | Fallback  
Quietrunsthedon           | 0          | 0.0089     | Fallback  
Roc Dino                  | 0          | 0.0711     | Fallback  
Thetwocharlies            | 0          | 0.0165     | Fallback  
Two Can Plan              | 0          | 0.0215     | Fallback  
Ode To Joy                | 0          | 0.0297     | Fallback  
Shallow Bowles            | 0          | 0.0071     | Fallback  
Tangara Bay               | 0          | 0.0234     | Fallback  
Ballinaboola Gold         | 0          | 0.0066     | Fallback  
Thisain'tthat             | 0          | 0.0177     | Fallback  
Smooth Talker             | 0          | 0.0134     | Fallback  
Mi Lucky Cailin           | 0          | 0.0083     | Fallback  
Where Are You Now         | 0          | 0.0068     | Fallback  
Jay Pee M                 | 0          | 0.0074     | Fallback  
Teagarden Jazz            | 14         | 0.0272     | Lookup    
Gaelic Des Chastys        | 0          | 0.0182     | Fallback  
Loughrask Jet             | 0          | 0.0073     | Fallback  
Real Empire               | 8          | 0.0490     | Lookup    
Love Like This            | 0          | 0.0177     | Fallback  
Little Boy Sivola         | 0          | 0.0185     | Fallback  
Hakensack                 | 0          | 0.0091     | Fallback  
Siul Molly Siul           | 0          | 0.0078     | Fallback  
Toor Moon                 | 0          | 0.0098     | Fallback  
Bee Bright                | 0          | 0.0222     | Fallback  
Venturi Effect            | 0          | 0.0222     | Fallback  
Glory Sky                 | 0          | 0.0150     | Fallback  
Zolpharine                | 0          | 0.0166     | Fallback  
Added Bonus               | 0          | 0.0125     | Fallback  
Max Time                  | 0          | 0.0106     | Fallback  
Jaynemax                  | 0          | 0.0072     | Fallback  
Marlpark                  | 0          | 0.0086     | Fallback  
Mister Rockefeller        | 0          | 0.0079     | Fallback  
Albus                     | 0          | 0.0182     | Fallback  
Blow Wind Blow            | 0          | 0.0191     | Fallback  
Danalii                   | 0          | 0.0341     | Fallback  
Eliodam                   | 0          | 0.1009     | Fallback  
Private Policy            | 0          | 0.0297     | Fallback  
Sacramental               | 0          | 0.0281     | Fallback  
Ballingurteen             | 0          | 0.0383     | Fallback  
Matilauna                 | 0          | 0.0234     | Fallback  
Not Leaving Yet           | 0          | 0.0251     | Fallback  
Shuil Swift               | 0          | 0.0278     | Fallback  
Supreme Axel              | 0          | 0.0335     | Fallback  
King In Love              | 0          | 0.0158     | Fallback  
Sarah Beara               | 0          | 0.0424     | Fallback  
Fighting Fit              | 6          | 0.1258     | Lookup    
Ira Hayes                 | 0          | 0.0409     | Fallback  
Pookie Holler             | 0          | 0.2201     | Lookup    
A Nod To Getaway          | 0          | 0.0133     | Fallback  
Ferdia                    | 0          | 0.0263     | Fallback  
Juke Hill                 | 0          | 0.0382     | Fallback  
Union Park                | 0          | 0.0354     | Fallback  
Pebble Bleu               | 0          | 0.0141     | Fallback  
Coolanna                  | 0          | 0.0142     | Fallback  
Strong Run                | 0          | 0.0243     | Fallback  
Ballynorth                | 0          | 0.0454     | Fallback  
Bunny Bee                 | 0          | 0.0244     | Fallback  
Dalcassian Girl           | 0          | 0.0458     | Fallback  
Katie's Melody            | 0          | 0.0264     | Fallback  
Miss Jaffa Cake           | 0          | 0.0458     | Fallback  
Moonlight Stride          | 0          | 0.0458     | Fallback  
