============================================================
INFERENCE LOG FOR EVENT DATE: 2026-01-21
Execution Time: 2026-01-20 11:55:26
Input File: Inference_Inputs\Input_2026-01-21.csv
============================================================

### DATA QUALITY SUMMARY
Total Entries Processed: 312
Missing Values (NaNs) found in key features (before zero-fill):
 - No missing values found. Data is clean.

### HORSE PREDICTION SUMMARY
Horse Name                | Runs Found | Win Prob   | Source    
-----------------------------------------------------------------
Bud Fox                   | 0          | 0.0116     | Fallback  
Cock And Bull             | 0          | 0.0211     | Fallback  
Coco Masterpiece          | 0          | 0.0208     | Fallback  
Famous Figure             | 0          | 0.0188     | Fallback  
Goin'                     | 6          | 0.0241     | Lookup    
Whinney Hill              | 2          | 0.0814     | Lookup    
Boedic                    | 0          | 0.0701     | Fallback  
Crowe Street              | 0          | 0.0084     | Fallback  
Green Hope                | 0          | 0.0129     | Fallback  
Jodoro                    | 0          | 0.0164     | Fallback  
Largy Spirit              | 0          | 0.0068     | Fallback  
Microscope                | 1          | 0.1169     | Lookup    
Only For Our Man          | 0          | 0.0145     | Fallback  
Parkland                  | 0          | 0.0167     | Fallback  
Sense Of Occasion         | 0          | 0.0147     | Fallback  
Star Of The Week          | 0          | 0.0066     | Fallback  
Whatafoolbelieves         | 0          | 0.0081     | Fallback  
Lady Victrix              | 0          | 0.0087     | Fallback  
Six Mile Suzy             | 0          | 0.0139     | Fallback  
Whispering Hopes          | 0          | 0.0062     | Fallback  
Home By The Sea           | 0          | 0.0144     | Fallback  
Walkingmayotomilan        | 0          | 0.0127     | Fallback  
Dubhain                   | 0          | 0.0171     | Fallback  
Jony R                    | 0          | 0.0106     | Fallback  
Spinola Bay               | 3          | 0.0764     | Lookup    
Jazz Forever              | 0          | 0.0076     | Fallback  
Night Moon                | 0          | 0.0766     | Fallback  
Beckistine                | 0          | 0.0074     | Fallback  
Mavetherave               | 0          | 0.0076     | Fallback  
Youlita                   | 0          | 0.0222     | Fallback  
Zuzukel                   | 0          | 0.0079     | Fallback  
Aruntothequeen            | 0          | 0.0077     | Fallback  
Clody Diamond             | 0          | 0.0064     | Fallback  
Stiltellinemnuttin        | 0          | 0.0069     | Fallback  
Rockstown Girl            | 0          | 0.0126     | Fallback  
Missus Beeton             | 0          | 0.0130     | Fallback  
Beautiful Chaos           | 0          | 0.0061     | Fallback  
Mi Lucky Cailin           | 0          | 0.0060     | Fallback  
Catchabird                | 0          | 0.0066     | Fallback  
Gangster Granny           | 0          | 0.0071     | Fallback  
Patty O'Farrell           | 0          | 0.0073     | Fallback  
Walk In The Sea           | 0          | 0.0103     | Fallback  
Ringcreevy Diamond        | 0          | 0.0104     | Fallback  
Tsavo Park                | 0          | 0.0083     | Fallback  
Gamigin                   | 0          | 0.0151     | Fallback  
Verbal Sparring           | 0          | 0.0064     | Fallback  
Surrey Force              | 0          | 0.0042     | Fallback  
Aswellasabentley          | 0          | 0.0063     | Fallback  
Lips Freedom              | 0          | 0.0080     | Fallback  
I Feel Fine               | 3          | 0.0376     | Lookup    
Kingdom Calling           | 0          | 0.0075     | Fallback  
Opposite Ends             | 0          | 0.0221     | Fallback  
Promo Queen               | 0          | 0.0067     | Fallback  
Lejolicoeur Du Mou        | 0          | 0.0137     | Fallback  
Might Be The One          | 0          | 0.0154     | Fallback  
Euro Maker                | 0          | 0.0054     | Fallback  
Boston Bobby              | 0          | 0.0220     | Fallback  
Centaq                    | 0          | 0.0130     | Fallback  
Copper Rocker             | 0          | 0.0066     | Fallback  
Creative Dancer           | 0          | 0.0102     | Fallback  
Go Gill Go                | 0          | 0.0093     | Fallback  
Sekifi                    | 0          | 0.0321     | Fallback  
Avandra                   | 0          | 0.0120     | Fallback  
Jaynemax                  | 0          | 0.0063     | Fallback  
Ballyedward               | 0          | 0.0101     | Fallback  
He's Gorgeous             | 0          | 0.0173     | Fallback  
McLaurey                  | 0          | 0.0151     | Fallback  
Sky Lord                  | 0          | 0.1903     | Lookup    
Karafon                   | 0          | 0.0146     | Fallback  
Anotherway                | 0          | 0.0334     | Fallback  
Koori Star                | 0          | 0.0142     | Fallback  
Splashing Out             | 0          | 0.0163     | Fallback  
Bocelli's Voice           | 0          | 0.0273     | Fallback  
Elusive Guy               | 0          | 0.0115     | Fallback  
Person Of Interest        | 0          | 0.0117     | Fallback  
Tell Nobody Nothin        | 0          | 0.0323     | Fallback  
Luimneach                 | 0          | 0.0116     | Fallback  
Oneforgonzo               | 0          | 0.0170     | Fallback  
Kazbek                    | 0          | 0.0261     | Fallback  
Warm In Gorey             | 0          | 0.0387     | Fallback  
Toon Town                 | 0          | 0.0167     | Fallback  
Harley Street             | 0          | 0.0563     | Fallback  
Royal Time                | 0          | 0.0147     | Fallback  
Shanroe Nancy             | 0          | 0.0329     | Fallback  
Shanroe Act               | 0          | 0.0437     | Fallback  
Baltinglass Hill          | 0          | 0.0267     | Fallback  
Born Braver               | 0          | 0.0094     | Fallback  
Al Kalila                 | 0          | 0.0144     | Fallback  
Whatcouldhavebeen         | 0          | 0.0074     | Fallback  
Lucky Lyreen              | 0          | 0.0229     | Fallback  
Where's Frankie           | 0          | 0.0079     | Fallback  
Stormy Judge              | 0          | 0.0089     | Fallback  
Diamond Dollar            | 0          | 0.0254     | Fallback  
Shantou Show              | 0          | 0.0138     | Fallback  
Duffys Hodey              | 0          | 0.0128     | Fallback  
Sword Of Wessex           | 0          | 0.0130     | Fallback  
Haveyoumissedme           | 0          | 0.0223     | Fallback  
Lightening Company        | 0          | 0.0212     | Fallback  
Selenic                   | 0          | 0.0154     | Fallback  
Imperial Trooper          | 0          | 0.0187     | Fallback  
Golspie                   | 0          | 0.0195     | Fallback  
Cavalry Call              | 0          | 0.0171     | Fallback  
Prince Achille            | 0          | 0.0205     | Fallback  
Jack Sparowe              | 0          | 0.0192     | Fallback  
Maui Breeze               | 0          | 0.0199     | Fallback  
King Chaos                | 0          | 0.0192     | Fallback  
Catherine Chroi           | 0          | 0.0480     | Fallback  
Chris's Mate              | 0          | 0.0376     | Fallback  
Dash Power                | 0          | 0.0405     | Fallback  
Green Valentine           | 0          | 0.0329     | Fallback  
Ring Of Gold              | 0          | 0.0703     | Fallback  
Rock Master               | 0          | 0.0360     | Fallback  
Rory                      | 0          | 0.0426     | Fallback  
She'sashambles            | 0          | 0.0435     | Fallback  
Sir Maxi                  | 0          | 0.0342     | Fallback  
Superior Council          | 0          | 0.0322     | Fallback  
The Gay Blade             | 0          | 0.0367     | Fallback  
Wee Nan                   | 0          | 0.0279     | Fallback  
Mr Dreamseller            | 0          | 0.0416     | Fallback  
Dandy Breeze              | 0          | 0.0258     | Fallback  
Starryfield               | 0          | 0.0173     | Fallback  
Battenburg Belle          | 0          | 0.0238     | Fallback  
Caileag Aisling           | 0          | 0.0237     | Fallback  
Country Artiste           | 0          | 0.0209     | Fallback  
Egotistical               | 0          | 0.0258     | Fallback  
Harmonised                | 0          | 0.0344     | Fallback  
Havin A Flyer             | 0          | 0.0254     | Fallback  
Mad Dash                  | 0          | 0.0248     | Fallback  
Joseph                    | 0          | 0.0303     | Fallback  
Tasever                   | 0          | 0.0513     | Fallback  
Sea Legend                | 0          | 0.0513     | Fallback  
Samra Star                | 0          | 0.0331     | Fallback  
Rogue Officer             | 0          | 0.0371     | Fallback  
Falcon Nine               | 0          | 0.0545     | Fallback  
Mali And Me               | 0          | 0.0359     | Fallback  
Aisling Oscar             | 0          | 0.0259     | Fallback  
Little Ted                | 0          | 0.0397     | Fallback  
Chiefman                  | 0          | 0.0391     | Fallback  
Badri                     | 0          | 0.0232     | Fallback  
Coachello                 | 0          | 0.0273     | Fallback  
Betsen                    | 14         | 0.0931     | Lookup    
Aberama Gold              | 0          | 0.0247     | Fallback  
The Bell Conductor        | 0          | 0.0253     | Fallback  
Northern Spirit           | 0          | 0.0442     | Fallback  
Silky Wilkie              | 0          | 0.0250     | Fallback  
Teardrops                 | 0          | 0.0418     | Fallback  
Ana Emaraaty              | 0          | 0.0650     | Fallback  
Spartan Fighter           | 0          | 0.0600     | Fallback  
Cordelin                  | 0          | 0.0434     | Fallback  
Tickets                   | 0          | 0.0456     | Fallback  
Auntie Jo                 | 0          | 0.0385     | Fallback  
Fircombe Hall             | 0          | 0.0374     | Fallback  
Yaahobby                  | 0          | 0.0409     | Fallback  
Wee Nan                   | 0          | 0.0323     | Fallback  
Instant Bond              | 0          | 0.0350     | Fallback  
Asadjumeirah              | 0          | 0.0600     | Fallback  
Eco Power Boy             | 0          | 0.0345     | Fallback  
Ramon Di Loria            | 0          | 0.0404     | Fallback  
Yorkshire Glory           | 0          | 0.0503     | Fallback  
The Gay Blade             | 0          | 0.0552     | Fallback  
Bernie The Bear           | 0          | 0.0529     | Fallback  
Badosa                    | 0          | 0.0310     | Fallback  
Dark Kestrel              | 0          | 0.0574     | Fallback  
Ganesha                   | 0          | 0.0417     | Fallback  
Darlo Pride               | 0          | 0.0362     | Fallback  
Our Absent Friends        | 0          | 0.0395     | Fallback  
Dandy Dinmont             | 0          | 0.0549     | Fallback  
Harb                      | 0          | 0.0389     | Fallback  
Bibendum                  | 0          | 0.0272     | Fallback  
Mersea                    | 0          | 0.0355     | Fallback  
Thunderstorm Katie        | 0          | 0.0257     | Fallback  
Digital                   | 0          | 0.0325     | Fallback  
Doon The Glen             | 0          | 0.0345     | Fallback  
