============================================================
INFERENCE LOG FOR EVENT DATE: 2026-01-09
Execution Time: 2026-01-09 22:42:49
Input File: Inference_Inputs\Input_2026-01-09.csv
============================================================

### DATA QUALITY SUMMARY
Total Entries Processed: 568
Missing Values (NaNs) found in key features (before zero-fill):
 - wilson_score: 237
 - jt_wins: 568

### HORSE PREDICTION SUMMARY
Horse Name                | Runs Found | Win Prob   | Source    
Harbour Vision            | 0          | 0.0324     | Fallback  
Abduction                 | 0          | 0.0328     | Fallback  
He's A Gentleman          | 0          | 0.0461     | Fallback  
Ash Wednesday             | 0          | 0.0352     | Fallback  
This Farh                 | 0          | 0.1387     | Lookup    
Monsieur Kodi             | 0          | 0.0429     | Fallback  
Bajan Bandit              | 0          | 0.0418     | Fallback  
Arantes Nascimento        | 0          | 0.0250     | Fallback  
Monotone                  | 0          | 0.0347     | Fallback  
Bella Bisbee              | 0          | 0.0348     | Fallback  
Simply Blue               | 0          | 0.0236     | Fallback  
Borgi                     | 0          | 0.0306     | Fallback  
Commander Of Life         | 0          | 0.0267     | Fallback  
Stellenbosch              | 0          | 0.0354     | Fallback  
Benacre                   | 0          | 0.0304     | Fallback  
Mollie Foster             | 0          | 0.0258     | Fallback  
San Juanito               | 0          | 0.0247     | Fallback  
Towerlands                | 0          | 0.0334     | Fallback  
Gaiety Musical            | 0          | 0.0251     | Fallback  
Rajapour                  | 0          | 0.0276     | Fallback  
North View                | 0          | 0.0338     | Fallback  
Paladin                   | 0          | 0.0312     | Fallback  
Sea Founder               | 0          | 0.0219     | Fallback  
Arcadian Nights           | 0          | 0.0334     | Fallback  
Mr Baloo                  | 0          | 0.0346     | Fallback  
Advancing                 | 0          | 0.0293     | Fallback  
Intinso                   | 0          | 0.0255     | Fallback  
Bubbles Wonky             | 0          | 0.0222     | Fallback  
My Fermoy                 | 0          | 0.0215     | Fallback  
Robbo                     | 0          | 0.0222     | Fallback  
Hitched                   | 0          | 0.0253     | Fallback  
Urban Road                | 0          | 0.0244     | Fallback  
Phone Tag                 | 0          | 0.0354     | Fallback  
Tonal                     | 0          | 0.0310     | Fallback  
Annexation                | 0          | 0.0414     | Fallback  
Akako                     | 0          | 0.0210     | Fallback  
Anodandawink              | 0          | 0.0127     | Fallback  
Barley Lane               | 0          | 0.0100     | Fallback  
Blow Wind Blow            | 0          | 0.0108     | Fallback  
Daws Cross                | 0          | 0.0209     | Fallback  
Eye On The Ball           | 0          | 0.0304     | Fallback  
Good Option               | 0          | 0.0108     | Fallback  
Healys Pub                | 0          | 0.0652     | Lookup    
Jetstream Jeff            | 0          | 0.0138     | Fallback  
Max Meridius              | 0          | 0.0193     | Fallback  
Mr Devlin                 | 0          | 0.0201     | Fallback  
Newbrook Diamond          | 0          | 0.0144     | Fallback  
Orlando Spirit            | 0          | 0.0204     | Fallback  
Takenasred                | 0          | 0.0143     | Fallback  
Thankyouforthedays        | 0          | 0.0135     | Fallback  
The Dancen Kid            | 0          | 0.0155     | Fallback  
Thiscouldbetheone         | 0          | 0.0209     | Fallback  
Time Is A Thief           | 0          | 0.0208     | Fallback  
Can't Catch Molly         | 0          | 0.0148     | Fallback  
Future Prospect           | 0          | 0.0248     | Fallback  
Leonards Choice           | 0          | 0.0181     | Fallback  
Rathbawn Soldier          | 0          | 0.0239     | Fallback  
Shadys Lady               | 0          | 0.0220     | Fallback  
Takemebacktodakota        | 0          | 0.0340     | Fallback  
The Besty Woman           | 0          | 0.0102     | Fallback  
Major Wells               | 0          | 0.0217     | Fallback  
Lyreen Og                 | 0          | 0.0115     | Fallback  
Ballyedward               | 0          | 0.0122     | Fallback  
Take Stock                | 0          | 0.0098     | Fallback  
Party President           | 0          | 0.0112     | Fallback  
Harpy Eagle               | 0          | 0.0097     | Fallback  
Saunton Surf              | 0          | 0.0120     | Fallback  
Cumberland River          | 0          | 0.0101     | Fallback  
Couldntmakeitup           | 0          | 0.0111     | Fallback  
Gangster Granny           | 0          | 0.0117     | Fallback  
Keiths Boy                | 0          | 0.0108     | Fallback  
Teenage Kiss              | 0          | 0.0110     | Fallback  
Survivors Sister          | 0          | 0.0131     | Fallback  
Run For Cover             | 0          | 0.0144     | Fallback  
Boston Bobby              | 0          | 0.0143     | Fallback  
Artic Chief               | 0          | 0.0110     | Fallback  
Coppola                   | 0          | 0.0146     | Fallback  
Creative Dancer           | 0          | 0.0128     | Fallback  
Classical Creek           | 0          | 0.0435     | Lookup    
Frankie John              | 0          | 0.0121     | Fallback  
Fruit De Mer              | 0          | 0.0144     | Fallback  
I'll Sort That            | 0          | 0.0145     | Fallback  
Kovanis                   | 0          | 0.0135     | Fallback  
Letos                     | 0          | 0.0116     | Fallback  
Lord Rouge                | 0          | 0.0130     | Fallback  
Saint Baco                | 0          | 0.0130     | Fallback  
Sortudo                   | 0          | 0.0144     | Fallback  
Switch From Diesel        | 0          | 0.0116     | Fallback  
Apache Peak               | 0          | 0.0177     | Fallback  
Felix Unger               | 0          | 0.0171     | Fallback  
Hartford                  | 0          | 0.0189     | Fallback  
Mister Killeens           | 0          | 0.0169     | Fallback  
Quiryn                    | 0          | 0.0195     | Fallback  
The Rock Factor           | 0          | 0.0202     | Fallback  
Ballygorey Ruby           | 0          | 0.0156     | Fallback  
Coole Cafe                | 0          | 0.0178     | Fallback  
Jerpoint Abbey            | 0          | 0.0156     | Fallback  
Bossofthebrownies         | 0          | 0.0115     | Fallback  
Flicker Of Hope           | 0          | 0.0112     | Fallback  
Prends Garde A Toi        | 0          | 0.0130     | Fallback  
Hesasmoothoperator        | 0          | 0.0110     | Fallback  
Zefiro Dodville           | 0          | 0.0108     | Fallback  
Kurasso Blue              | 0          | 0.0123     | Fallback  
Gaoth Chuil               | 0          | 0.0133     | Fallback  
Honey Come Quick          | 0          | 0.0148     | Fallback  
Karamoja                  | 0          | 0.0155     | Fallback  
Magic McColgan            | 0          | 0.0131     | Fallback  
Neon Diamond              | 0          | 0.0288     | Fallback  
Sainte Tartare            | 0          | 0.0146     | Fallback  
The Great Nudie           | 0          | 0.0126     | Fallback  
Win Some Lose Some        | 0          | 0.0124     | Fallback  
Golden Joy                | 0          | 0.0144     | Fallback  
McLaurey                  | 0          | 0.0118     | Fallback  
Battle Of Ridgeway        | 0          | 0.0101     | Fallback  
Je T'Ai Porte             | 0          | 0.0116     | Fallback  
Champagne Mahler          | 0          | 0.0144     | Fallback  
Moudan                    | 0          | 0.0144     | Fallback  
Park That                 | 0          | 0.0115     | Fallback  
Rockbrook                 | 0          | 0.0131     | Fallback  
Ferdia                    | 0          | 0.0109     | Fallback  
Mount Frisco              | 0          | 0.0130     | Fallback  
Diamatiste                | 0          | 0.0111     | Fallback  
Crossgales King           | 0          | 0.0151     | Fallback  
Call Me Legend            | 0          | 0.0152     | Fallback  
Gillespie                 | 0          | 0.0150     | Fallback  
Tzarmix                   | 0          | 0.0135     | Fallback  
Looking For Larry         | 0          | 0.0132     | Fallback  
Pipers Cross              | 0          | 0.0114     | Fallback  
Bampton Star              | 0          | 0.0127     | Fallback  
Braganza Bay              | 0          | 0.0128     | Fallback  
A King Of Magic           | 0          | 0.0356     | Fallback  
Alidam                    | 0          | 0.0247     | Fallback  
Best Trump                | 0          | 0.0362     | Fallback  
Devilsrollthedice         | 0          | 0.0288     | Fallback  
Devon Paige               | 0          | 0.0317     | Fallback  
Eton Mes                  | 0          | 0.0156     | Fallback  
Johnny's Jury             | 0          | 0.0172     | Fallback  
Like A Dancer             | 0          | 0.0264     | Fallback  
Limerick Star             | 0          | 0.0341     | Fallback  
Lirone Du Seuil           | 0          | 0.0190     | Fallback  
Lord Virginia             | 0          | 0.0237     | Fallback  
Sailing By                | 0          | 0.0276     | Fallback  
Lady Dapple Rose          | 0          | 0.0179     | Fallback  
Miss Tiara                | 0          | 0.0249     | Fallback  
Moonlight Stride          | 0          | 0.0333     | Fallback  
Pourquoi Pas Papa         | 0          | 0.0241     | Fallback  
Toss Of A Coin            | 0          | 0.0126     | Fallback  
First Confession          | 0          | 0.0147     | Fallback  
Laganhill                 | 0          | 0.0119     | Fallback  
El Granjero               | 0          | 0.0115     | Fallback  
Saint Anapolino           | 0          | 0.0136     | Fallback  
Silver Thorn              | 0          | 0.0115     | Fallback  
Wicked Thoughts           | 0          | 0.0144     | Fallback  
Tommy The Tank            | 0          | 0.0219     | Fallback  
Mount Tempest             | 0          | 0.0121     | Fallback  
Spirits Bay               | 0          | 0.0103     | Fallback  
Into The Park             | 0          | 0.0230     | Fallback  
Big City Roller           | 0          | 0.0106     | Fallback  
Good Friday Fairy         | 0          | 0.0109     | Fallback  
Denemethy                 | 0          | 0.0107     | Fallback  
Followcato                | 0          | 0.0111     | Fallback  
Pilsdon Pen               | 0          | 0.0119     | Fallback  
Boyles Hill               | 0          | 0.0129     | Fallback  
Flash Gorcombe            | 0          | 0.0104     | Fallback  
Iris Des Issards          | 0          | 0.0173     | Fallback  
Moorland Rambler          | 0          | 0.0173     | Fallback  
Robber's Bridge           | 0          | 0.0171     | Fallback  
It's A Breeze             | 0          | 0.0165     | Fallback  
Shuil Ceoil               | 0          | 0.0170     | Fallback  
Iamcelestialgift          | 0          | 0.0181     | Fallback  
Benignitas                | 0          | 0.0199     | Fallback  
Getaway With You          | 0          | 0.0171     | Fallback  
Directly                  | 0          | 0.0188     | Fallback  
Largy Panic               | 0          | 0.0169     | Fallback  
Olivia Kate               | 0          | 0.0190     | Fallback  
Victory Shout             | 0          | 0.0198     | Fallback  
Prairie Diamond           | 0          | 0.0177     | Fallback  
Storming Nelson           | 0          | 0.0183     | Fallback  
Whatmakes Honey B         | 0          | 0.0177     | Fallback  
Weseekherthere            | 0          | 0.0265     | Fallback  
Locked Down Lad           | 0          | 0.0192     | Fallback  
Tom Taggle                | 0          | 0.0243     | Fallback  
Risk De Pluie             | 0          | 0.0212     | Fallback  
Wewillgowithplanb         | 0          | 0.0241     | Fallback  
Royal Mer                 | 0          | 0.0236     | Fallback  
Alto Alto                 | 0          | 0.0185     | Fallback  
Haas Boy                  | 0          | 0.0182     | Fallback  
Passing Kate              | 0          | 0.0231     | Fallback  
Love Me                   | 0          | 0.0334     | Fallback  
Bonza Boy                 | 0          | 0.0284     | Fallback  
Paddy In The Caddy        | 0          | 0.0310     | Fallback  
W B Easy                  | 0          | 0.0326     | Fallback  
Kingcormac                | 0          | 0.0255     | Fallback  
Blackswan d'Oroux         | 0          | 0.0426     | Fallback  
Bold Step                 | 0          | 0.0301     | Fallback  
Crystal Orchard           | 0          | 0.0320     | Fallback  
Eastern Fire              | 0          | 0.0338     | Fallback  
Final Surprise            | 0          | 0.0232     | Fallback  
Gospel Moon               | 0          | 0.0319     | Fallback  
Governors Island          | 0          | 0.0417     | Fallback  
I'm Wide Awake            | 0          | 0.0395     | Fallback  
Keepsoldieringon          | 0          | 0.0403     | Fallback  
Le Cold Grey              | 0          | 0.0623     | Fallback  
Malinaero                 | 0          | 0.0564     | Fallback  
Quickkick                 | 0          | 0.0627     | Fallback  
Valiant Soldier           | 0          | 0.0354     | Fallback  
Fountains Gala            | 0          | 0.0426     | Fallback  
Mortal Coil               | 0          | 0.0330     | Fallback  
Mehman                    | 27         | 0.1049     | Lookup    
Buddy Batt                | 0          | 0.0232     | Fallback  
Dontspoilasale            | 0          | 0.0273     | Fallback  
Jered Maddox              | 39         | 0.0772     | Lookup    
Sporting Hero             | 23         | 0.0606     | Lookup    
Billboa                   | 8          | 0.2986     | Lookup    
Lunigiana                 | 0          | 0.0213     | Fallback  
Prairie Girl              | 0          | 0.0219     | Fallback  
Woolridge                 | 3          | 0.1174     | Lookup    
Inishmot Prince           | 0          | 0.0421     | Fallback  
Old Peculier              | 11         | 0.2286     | Lookup    
Nakasero                  | 0          | 0.0214     | Fallback  
Pavilion End              | 9          | 0.0888     | Lookup    
Voice Of Reason           | 0          | 0.0299     | Fallback  
Wandering Rocks           | 6          | 0.1322     | Lookup    
Cinammon Coco             | 0          | 0.0374     | Fallback  
Trishuli River            | 0          | 0.0309     | Fallback  
Benavente                 | 28         | 0.1105     | Lookup    
Riyami                    | 0          | 0.0238     | Fallback  
Sinbad My Dad             | 0          | 0.0188     | Fallback  
Edge Of Darkness          | 0          | 0.0238     | Fallback  
Porsche Lad               | 0          | 0.0187     | Fallback  
Caoilte                   | 0          | 0.0364     | Fallback  
Clonbun                   | 0          | 0.0333     | Fallback  
Equilux                   | 0          | 0.0275     | Fallback  
Flanker Jet               | 2          | 0.1599     | Lookup    
Goldinthesea              | 0          | 0.0269     | Fallback  
Incredible Army           | 0          | 0.0306     | Fallback  
Lovewhatyoudo             | 0          | 0.0242     | Fallback  
Mount Eden                | 0          | 0.0231     | Fallback  
Nermal                    | 0          | 0.0379     | Fallback  
Outlaw Man                | 0          | 0.0247     | Fallback  
Picadilly Reserve         | 0          | 0.0242     | Fallback  
Royal Sapphire            | 0          | 0.0386     | Fallback  
Thirsty Owl               | 0          | 0.0175     | Fallback  
Satisfy My Soul           | 0          | 0.0204     | Fallback  
Sand Art                  | 0          | 0.0266     | Fallback  
Zezuru                    | 0          | 0.0264     | Fallback  
Queen Earthlight          | 0          | 0.0253     | Fallback  
Arrietty                  | 0          | 0.0288     | Fallback  
Astronomically            | 0          | 0.0179     | Fallback  
Blanc De Blanc            | 0          | 0.0300     | Fallback  
Charm Of Venice           | 0          | 0.0888     | Lookup    
Cleopatra Dream           | 0          | 0.0315     | Fallback  
Coilins Girl              | 0          | 0.0362     | Fallback  
Eclat                     | 0          | 0.0315     | Fallback  
Glitter And Glory         | 0          | 0.0334     | Fallback  
He's Holding Court        | 0          | 0.0365     | Fallback  
Lady In Gold              | 0          | 0.0285     | Fallback  
Merciless                 | 0          | 0.0234     | Fallback  
Personified               | 0          | 0.0368     | Fallback  
Pollenca                  | 0          | 0.0342     | Fallback  
So Must I                 | 0          | 0.0333     | Fallback  
Curious Jane              | 0          | 0.0392     | Fallback  
No Bother Aoife           | 0          | 0.0261     | Fallback  
Sarfarcat                 | 0          | 0.0310     | Fallback  
Boyne Valley              | 0          | 0.0439     | Fallback  
Imperial Fighter          | 0          | 0.0490     | Fallback  
Brains                    | 0          | 0.0479     | Fallback  
Morning Approach          | 0          | 0.0619     | Fallback  
Battle Borne              | 0          | 0.0297     | Fallback  
Marbush                   | 3          | 0.0602     | Lookup    
Heart Of Darkness         | 11         | 0.0567     | Lookup    
La Campanella             | 0          | 0.0417     | Fallback  
Beat The Devil            | 0          | 0.0280     | Fallback  
Alto Sax                  | 0          | 0.0358     | Fallback  
Gold Dublooms             | 0          | 0.0287     | Fallback  
Carrickfinn               | 12         | 0.0560     | Lookup    
Kitty Bear                | 0          | 0.0371     | Fallback  
Man Is King               | 0          | 0.0309     | Fallback  
Surf On Jamie             | 0          | 0.0278     | Fallback  
Bella Colombia            | 0          | 0.0287     | Fallback  
Si Senior                 | 0          | 0.0360     | Fallback  
Rock Etoile               | 0          | 0.0319     | Fallback  
Methgal                   | 0          | 0.0287     | Fallback  
Smaoineamh Sile           | 13         | 0.0481     | Lookup    
Storm Eric                | 0          | 0.0338     | Fallback  
Brosna Green              | 0          | 0.0279     | Fallback  
Georg Zhukov              | 0          | 0.0371     | Fallback  
My Vonnie                 | 0          | 0.0253     | Fallback  
Hell Left Loose           | 22         | 0.1496     | Lookup    
Hale Bopp                 | 1          | 0.0721     | Lookup    
Endless Dawn              | 13         | 0.0809     | Lookup    
Lady Luck                 | 0          | 0.0331     | Fallback  
Jazz Dreamers             | 0          | 0.0305     | Fallback  
Haeret In Pectore         | 0          | 0.0444     | Fallback  
Alfred Tennyson           | 0          | 0.0167     | Fallback  
Musical Act               | 0          | 0.0294     | Fallback  
Heart Of Eternity         | 0          | 0.0214     | Fallback  
Venetian                  | 0          | 0.0270     | Fallback  
Neo Smart                 | 0          | 0.0172     | Fallback  
Oiche Rua                 | 0          | 0.0259     | Fallback  
Giselles Defence          | 0          | 0.0307     | Fallback  
Clonmacash                | 34         | 0.2304     | Lookup    
Vibrato                   | 0          | 0.0174     | Fallback  
Amemri                    | 32         | 0.0576     | Lookup    
Never Shout Never         | 0          | 0.0210     | Fallback  
Salah Belle               | 0          | 0.0181     | Fallback  
Gobi Star                 | 0          | 0.0221     | Fallback  
Rough Diamond             | 0          | 0.0223     | Fallback  
Stay In The Game          | 0          | 0.0203     | Fallback  
Anchors Away              | 0          | 0.0577     | Fallback  
Palmezzano                | 0          | 0.0349     | Fallback  
Nelliestar                | 0          | 0.0505     | Fallback  
One For Teigan            | 0          | 0.0465     | Fallback  
Qamari                    | 0          | 0.0261     | Fallback  
Diamond Exchange          | 0          | 0.0436     | Fallback  
Killyclogher Rose         | 0          | 0.0273     | Fallback  
Lady Crossing             | 0          | 0.0481     | Fallback  
Picture This              | 0          | 0.0335     | Fallback  
Powerful Rosie            | 0          | 0.0376     | Fallback  
Yutori                    | 1          | 0.1202     | Lookup    
Natzor                    | 0          | 0.0326     | Fallback  
Clansman                  | 1          | 0.1261     | Fallback  
Bunker Bay                | 0          | 0.0353     | Fallback  
Cardinal Point            | 0          | 0.0233     | Fallback  
King Chaos                | 0          | 0.0337     | Fallback  
Brunello Breeze           | 0          | 0.0361     | Fallback  
Royal Blaze               | 0          | 0.0279     | Fallback  
Annandale                 | 0          | 0.0345     | Fallback  
Shifter                   | 0          | 0.0520     | Fallback  
Asia Force                | 0          | 0.0229     | Fallback  
Choir Boy                 | 0          | 0.0236     | Fallback  
Level Look                | 0          | 0.0236     | Fallback  
New Bay Star              | 0          | 0.0182     | Fallback  
Onyeisi                   | 0          | 0.0249     | Fallback  
Petes Diamond             | 0          | 0.0253     | Fallback  
Riddikulus                | 0          | 0.0326     | Fallback  
Trust No One              | 0          | 0.0245     | Fallback  
Sunday Sinatra            | 0          | 0.0320     | Fallback  
Family Values             | 0          | 0.0258     | Fallback  
Alba Gu Brath             | 0          | 0.0167     | Fallback  
Five Cay                  | 0          | 0.0236     | Fallback  
Viking Glory              | 0          | 0.0205     | Fallback  
Red House                 | 0          | 0.0306     | Fallback  
Freezing Havana           | 0          | 0.0306     | Fallback  
Mostar Dreams             | 0          | 0.0260     | Fallback  
Enola Grey                | 0          | 0.0217     | Fallback  
Great Mates               | 0          | 0.0192     | Fallback  
Donna Nook                | 3          | 0.2311     | Lookup    
Soho Square               | 0          | 0.0195     | Fallback  
Electric Avenue           | 0          | 0.0256     | Fallback  
Bossy Parker              | 0          | 0.0494     | Fallback  
Eagles Whistle            | 0          | 0.0478     | Fallback  
Elettaria                 | 0          | 0.0380     | Fallback  
Esque Elegance            | 0          | 0.0386     | Fallback  
Evoluir                   | 0          | 0.0541     | Fallback  
Laurens Dream             | 0          | 0.0451     | Fallback  
Marcello Si               | 0          | 0.0396     | Fallback  
Our Nicola                | 0          | 0.0411     | Fallback  
Rory                      | 0          | 0.0591     | Fallback  
Sogannie                  | 0          | 0.0426     | Fallback  
The Gay Blade             | 0          | 0.0446     | Fallback  
Wee Nan                   | 0          | 0.0373     | Fallback  
Arlington                 | 0          | 0.0348     | Fallback  
What What What            | 0          | 0.0510     | Fallback  
Little Mi Mi              | 0          | 0.0417     | Fallback  
Auntie Jo                 | 0          | 0.0445     | Fallback  
Invincible Annice         | 0          | 0.0327     | Fallback  
Henery Hawk               | 0          | 0.0415     | Fallback  
Okami                     | 0          | 0.0440     | Fallback  
Bishop's Glory            | 0          | 0.0435     | Fallback  
Desert Master             | 0          | 0.0501     | Fallback  
Tommytwohoots             | 0          | 0.0395     | Fallback  
Kalidasa                  | 0          | 0.0188     | Fallback  
Motadarrek                | 0          | 0.0222     | Fallback  
Sean                      | 0          | 0.0236     | Fallback  
Eljenob                   | 0          | 0.0244     | Fallback  
Jenilat Bright            | 0          | 0.0214     | Fallback  
Delorean                  | 0          | 0.0256     | Fallback  
Inspired Idea             | 0          | 0.0216     | Fallback  
Eye On The Prize          | 0          | 0.0261     | Fallback  
Big Meeting               | 0          | 0.0381     | Fallback  
Cosmic Desert             | 0          | 0.0256     | Fallback  
Kathab                    | 0          | 0.0255     | Fallback  
Wesam                     | 0          | 0.0222     | Fallback  
Rebaatt                   | 0          | 0.0233     | Fallback  
Pantani                   | 0          | 0.0215     | Fallback  
Dark Stream               | 0          | 0.0381     | Fallback  
Sudden Ambush             | 0          | 0.0261     | Fallback  
Fiction Maker             | 0          | 0.0291     | Fallback  
Awesome Fleet             | 0          | 0.0197     | Fallback  
Brnytshe                  | 0          | 0.0192     | Fallback  
Brotherly Love            | 0          | 0.0204     | Fallback  
Doc Holliday              | 0          | 0.0227     | Fallback  
Fire D'Oro                | 0          | 0.0292     | Fallback  
Heart Of Libya            | 0          | 0.0306     | Fallback  
Honest Desert             | 0          | 0.0227     | Fallback  
Kahrman                   | 0          | 0.0169     | Fallback  
Klinja                    | 0          | 0.0227     | Fallback  
Na Eem                    | 0          | 0.0160     | Fallback  
Petit                     | 0          | 0.0306     | Fallback  
Rashwan                   | 0          | 0.0217     | Fallback  
Tai Hang Pegasus          | 0          | 0.0192     | Fallback  
Yamdeek                   | 0          | 0.0292     | Fallback  
Al Salt                   | 0          | 0.0269     | Fallback  
Giustino                  | 0          | 0.0250     | Fallback  
Dubai Beach               | 0          | 0.0277     | Fallback  
Gold Index                | 0          | 0.0197     | Fallback  
Hallasan                  | 0          | 0.0251     | Fallback  
Made In Dubai             | 0          | 0.0303     | Fallback  
Straight And Level        | 0          | 0.0289     | Fallback  
Chaldero                  | 0          | 0.0206     | Fallback  
Changing Colours          | 0          | 0.0218     | Fallback  
Silent Defense            | 0          | 0.0207     | Fallback  
Molaqab                   | 0          | 0.0283     | Fallback  
The Fingal Raven          | 0          | 0.0250     | Fallback  
Transcending Glory        | 0          | 0.0188     | Fallback  
Awab                      | 0          | 0.0187     | Fallback  
Gorak                     | 0          | 0.0280     | Fallback  
Itsatenfromlen            | 1          | 0.0779     | Fallback  
Impressive Act            | 0          | 0.0198     | Fallback  
Beccali                   | 0          | 0.0181     | Fallback  
Manshod                   | 0          | 0.0213     | Fallback  
Expert Choice             | 0          | 0.0198     | Fallback  
Crown Estate              | 0          | 0.0195     | Fallback  
Destructive               | 0          | 0.0248     | Fallback  
Laman Edelveys            | 0          | 0.0357     | Fallback  
Zandvoort                 | 0          | 0.0256     | Fallback  
Gun Carriage              | 0          | 0.0198     | Fallback  
Street Mood               | 0          | 0.0219     | Fallback  
Gray Boss                 | 0          | 0.0277     | Fallback  
Apotheosis                | 0          | 0.0248     | Fallback  
Laasudood                 | 0          | 0.0273     | Fallback  
Moon Blade                | 0          | 0.0195     | Fallback  
Acacus                    | 0          | 0.0202     | Fallback  
Force And Valour          | 0          | 0.0195     | Fallback  
Furioso                   | 0          | 0.0249     | Fallback  
Spy Kingdom               | 0          | 0.0242     | Fallback  
Arigatou Gozaimasu        | 0          | 0.0284     | Fallback  
Nyaar                     | 0          | 0.0227     | Fallback  
Million Doro              | 0          | 0.0195     | Fallback  
Military Artist           | 0          | 0.0205     | Fallback  
Flying Comet              | 0          | 0.0161     | Fallback  
Hilitany                  | 0          | 0.0242     | Fallback  
Maximized                 | 0          | 0.0153     | Fallback  
Nocutsnobuts              | 0          | 0.0205     | Fallback  
Sword Maker               | 0          | 0.0218     | Fallback  
Words Of Truth            | 0          | 0.0244     | Fallback  
Postmodern                | 0          | 0.0153     | Fallback  
Do Or Do Not              | 0          | 0.0255     | Fallback  
Ghisa                     | 0          | 0.0228     | Fallback  
Spacetown                 | 0          | 0.0302     | Fallback  
Surpreme Shine            | 0          | 0.0205     | Fallback  
Monumental                | 0          | 0.0382     | Fallback  
Arabian Story             | 0          | 0.0256     | Fallback  
Blue Trail                | 0          | 0.0385     | Fallback  
Caramelito                | 0          | 0.0213     | Fallback  
Flight Plan               | 2          | 0.0582     | Fallback  
Fort George               | 0          | 0.0228     | Fallback  
Remaadd                   | 0          | 0.0374     | Fallback  
Jeff Koons                | 0          | 0.0255     | Fallback  
Dioptase                  | 0          | 0.0184     | Fallback  
Native American           | 0          | 0.0193     | Fallback  
See Hector                | 0          | 0.0266     | Fallback  
Mothecombe                | 0          | 0.0230     | Fallback  
Sound Money               | 0          | 0.0434     | Fallback  
Echo Point                | 0          | 0.0214     | Fallback  
