strategy,init_bankroll,final_bankroll,total_profit,total_staked,roi,bets_placed,wins,win_rate_on_bets,max_drawdown,seed
kelly_fractional,1000.0,2829156.5302626775,2828156.5302626835,7760222.594694968,0.3644427071197756,6281,779,0.12402483680942525,389792.3374623079,2141
kelly_fractional,1000.0,2399181.143132108,2398181.1431321106,7563298.334109618,0.3170813892553445,6268,785,0.12523931078493938,422746.1974265799,2142
kelly_fractional,1000.0,3001379.710984188,3000379.710984193,7624803.007500615,0.3935025872842461,6379,839,0.13152531744787585,466621.7562814227,2143
kelly_fractional,1000.0,2887512.1161543895,2886512.1161543746,7605679.9608189,0.37952058606520506,6287,789,0.12549705742007317,184031.7296050191,2144
kelly_fractional,1000.0,3142577.6697476185,3141577.6697476264,7531796.982041137,0.4171086498000973,6312,829,0.13133713561470214,248941.45998997102,2145
kelly_fractional,1000.0,2644027.304945028,2643027.3049450223,7527331.154014442,0.3511240904467787,6271,806,0.12852814543135066,325589.7860531481,2146
kelly_fractional,1000.0,3036094.554111896,3035094.554111893,7675243.509923844,0.3954395127903907,6255,795,0.12709832134292565,311218.91381146526,2147
kelly_fractional,1000.0,3338586.3077700143,3337586.307770027,7627391.954770643,0.43757896900558435,6197,811,0.13086977569791836,159646.15571192186,2148
kelly_fractional,1000.0,3531619.5447099325,3530619.544709943,7690060.911731919,0.4591146396933797,6253,805,0.12873820566128258,389946.525813648,2149
kelly_fractional,1000.0,3051868.3099825997,3050868.309982593,7406242.116511551,0.4119320246337824,6225,777,0.12481927710843374,185508.04420368606,2150
kelly_fractional,1000.0,2946906.1496161832,2945906.1496161856,7427403.202622055,0.3966266633506861,6394,799,0.12496090084454176,414251.21949349786,2151
kelly_fractional,1000.0,2796576.03297109,2795576.032971088,7475595.108515331,0.37396033257428457,6304,776,0.12309644670050761,155075.7888670063,2152
kelly_fractional,1000.0,3108598.8104916643,3107598.8104916606,7819298.869404076,0.3974267849834082,6235,785,0.12590216519647154,439940.5059150439,2153
kelly_fractional,1000.0,3016161.536121657,3015161.5361216543,7431693.799971568,0.40571659937512355,6239,770,0.12341721429716301,235154.82864435017,2154
kelly_fractional,1000.0,3160284.416951961,3159284.416951961,7424082.186985092,0.42554545294371815,6280,788,0.12547770700636943,274538.0254487777,2155
kelly_fractional,1000.0,3305075.54045648,3304075.540456485,7647787.011225057,0.43203027694245677,6282,815,0.129735752944922,152000.9964464102,2156
kelly_fractional,1000.0,2705530.2445417186,2704530.244541724,7443469.090661028,0.36334271179213623,6235,780,0.12510024057738572,278136.107524344,2157
kelly_fractional,1000.0,2922728.2252141284,2921728.2252141275,7482934.06076232,0.39045222121287515,6230,775,0.12439807383627609,227477.75943766814,2158
kelly_fractional,1000.0,3144439.841548765,3143439.841548771,7543213.414022357,0.4167242352848343,6216,767,0.12339124839124839,144740.73558182968,2159
kelly_fractional,1000.0,3161274.89151142,3160274.89151142,7826610.60390189,0.4037858852893348,6326,811,0.128201074928865,364610.14832118526,2160
kelly_fractional,1000.0,2742372.542009161,2741372.5420091576,7314020.106760291,0.37481063792473424,6234,805,0.12913057427013153,140756.67750979774,2161
kelly_fractional,1000.0,3218143.7390626315,3217143.7390626227,7472762.152209004,0.43051600914550864,6265,789,0.12593774940143654,304113.1345381299,2162
kelly_fractional,1000.0,3347549.638995745,3346549.6389957527,7455843.534505833,0.44884923127850473,6253,770,0.1231408923716616,214679.1591188279,2163
kelly_fractional,1000.0,3608714.9891695473,3607714.9891695515,7552246.280976613,0.47770091903081086,6125,806,0.13159183673469388,156104.2793938103,2164
kelly_fractional,1000.0,3543720.268271315,3542720.2682713093,7420208.528646043,0.47744214392284007,6214,796,0.12809784357901513,213636.66603359906,2165
kelly_fractional,1000.0,2657261.6445844625,2656261.6445844667,7471451.499155283,0.35552150005722205,6238,782,0.12536069252965695,488119.7748411102,2166
kelly_fractional,1000.0,3450602.6369129308,3449602.636912927,7601531.755738356,0.4538036211331802,6243,789,0.12638154733301296,341758.88565745484,2167
kelly_fractional,1000.0,2548618.532825854,2547618.532825852,7755719.193542549,0.3284825648338341,6295,788,0.12517871326449564,170609.39604852395,2168
kelly_fractional,1000.0,3072028.349702294,3071028.349702288,7431330.596761713,0.4132541689156614,6315,820,0.12984956452889945,296775.0070077786,2169
kelly_fractional,1000.0,3705434.9232794708,3704434.9232794796,7544495.795180814,0.49101159624818874,6289,841,0.13372555255207505,265234.1664337171,2170
kelly_fractional,1000.0,3509471.1698069815,3508471.169806977,7686857.882523593,0.4564246176299993,6300,813,0.12904761904761905,245665.60733468877,2171
kelly_fractional,1000.0,2847038.5392763587,2846038.539276365,7558406.842790363,0.3765394743193902,6171,772,0.12510128018149408,193682.78958103992,2172
kelly_fractional,1000.0,2780842.0626000366,2779842.062600031,7715346.591078363,0.3603003481158578,6232,792,0.12708600770218229,440714.85614115954,2173
kelly_fractional,1000.0,3299429.8595914906,3298429.859591486,7582839.518413919,0.4349861093039998,6211,787,0.12671067460956367,146530.38104789797,2174
kelly_fractional,1000.0,3278517.2359042955,3277517.235904302,7239421.144456315,0.45273194783178283,6171,781,0.1265597147950089,232805.4547473695,2175
kelly_fractional,1000.0,2822068.1525948215,2821068.152594828,7156477.959781772,0.39419783983808326,6275,787,0.12541832669322708,260472.6587284247,2176
kelly_fractional,1000.0,2232268.861844742,2231268.8618447427,7424905.926037258,0.30051139826839424,6290,786,0.12496025437201908,392446.9342206486,2177
kelly_fractional,1000.0,2487576.7686216435,2486576.7686216445,7593886.01181866,0.3274445737994603,6278,783,0.12472124880535203,148761.67183080455,2178
kelly_fractional,1000.0,2429392.7408908643,2428392.740890865,7446026.345980365,0.3261327086496007,6266,748,0.11937440153207789,324122.35307818674,2179
kelly_fractional,1000.0,3772691.171223464,3771691.1712234654,7487753.064605752,0.5037146843225998,6152,831,0.1350780234070221,190798.60199802043,2180
kelly_fractional,1000.0,2983096.8903311626,2982096.8903311724,7703064.557787468,0.3871312343236693,6195,778,0.12558514931396286,209952.45402708976,2181
kelly_fractional,1000.0,3048747.106062495,3047747.1060624924,7651767.3671366675,0.39830629445847565,6472,815,0.12592707045735477,342260.80121756904,2182
kelly_fractional,1000.0,2996605.962145435,2995605.9621454403,7450368.032575263,0.4020748973806052,6159,763,0.12388374736158467,207007.42318981793,2183
kelly_fractional,1000.0,3037245.460058118,3036245.460058123,7497608.679926569,0.4049618471269508,6264,804,0.12835249042145594,174669.3147566202,2184
kelly_fractional,1000.0,3455449.101188653,3454449.101188656,7728750.502254512,0.4469608768171488,6288,783,0.12452290076335878,212730.3862239318,2185
kelly_fractional,1000.0,2967529.6935541234,2966529.693554133,7550180.713900917,0.3929084357003993,6277,796,0.1268121714194679,130960.89075694745,2186
kelly_fractional,1000.0,2957574.4937960305,2956574.493796031,7355466.564859409,0.4019560782073302,6182,768,0.12423164024587512,222147.38047660957,2187
kelly_fractional,1000.0,2803788.349339691,2802788.349339692,7399456.929923893,0.3787829804110394,6318,791,0.12519784742006965,236090.4275074231,2188
kelly_fractional,1000.0,2824103.7550596367,2823103.75505964,7502051.457687662,0.3763109025554189,6314,812,0.1286031042128603,393839.1120252642,2189
kelly_fractional,1000.0,2270369.250286443,2269369.250286448,7315365.070648073,0.3102195486308659,6401,805,0.12576159975003906,355044.61011705175,2190
kelly_fractional,1000.0,2444813.8136896696,2443813.8136896733,7589517.877151706,0.32199855817545286,6213,767,0.12345082890713022,333680.52682583267,2191
kelly_fractional,1000.0,2690963.1901533487,2689963.1901533413,7458370.336474875,0.3606636662969361,6258,780,0.12464046021093,222331.08713229024,2192
kelly_fractional,1000.0,2478956.666005408,2477956.666005409,7667914.1145361075,0.32315915762644404,6354,787,0.12385898646521876,509684.624027041,2193
kelly_fractional,1000.0,3730130.016359167,3729130.0163591593,7671857.472986058,0.4860791574257047,6265,812,0.12960893854748604,210661.98996373918,2194
kelly_fractional,1000.0,2773879.7753854585,2772879.7753854627,7539157.531174663,0.367797033543803,6301,789,0.12521821933026503,419082.479308245,2195
kelly_fractional,1000.0,3405280.3775521014,3404280.3775521033,7624259.879687218,0.44650634045435533,6253,803,0.12841835918758995,174006.93149485765,2196
kelly_fractional,1000.0,2621821.1197033487,2620821.119703345,7464182.675571492,0.35111963809255015,6272,785,0.1251594387755102,370378.7652695975,2197
kelly_fractional,1000.0,2771935.7198441173,2770935.7198441112,7424428.324500828,0.3732187312927439,6211,786,0.12654966994042827,305795.94116448704,2198
kelly_fractional,1000.0,3717353.766226057,3716353.766226058,7666752.816468809,0.48473634864593884,6250,822,0.13152,233700.80900280736,2199
kelly_fractional,1000.0,2743139.7986671655,2742139.7986671627,7392857.450961297,0.37091744523095066,6318,771,0.12203228869895537,247010.5258539829,2200
kelly_fractional,1000.0,3280849.7314862213,3279849.7314862283,7594332.692536728,0.4318812283150928,6301,798,0.12664656403745436,291807.4651697059,2201
kelly_fractional,1000.0,3008667.7099732584,3007667.7099732393,7397701.700977937,0.4065678546589195,6177,774,0.1253035454103934,166472.95139118563,2202
kelly_fractional,1000.0,3116578.7298289305,3115578.729828937,7610770.626603829,0.4093644234840393,6310,789,0.12503961965134708,300977.04906664486,2203
kelly_fractional,1000.0,2511344.830937861,2510344.8309378605,7635569.645388059,0.3287698164673447,6317,795,0.12585087858160518,225207.32470083772,2204
kelly_fractional,1000.0,3172696.555379192,3171696.5553792007,7138707.81541582,0.44429561166938636,6176,781,0.12645725388601037,178809.31125605386,2205
kelly_fractional,1000.0,2622398.8897275296,2621398.889727534,7204917.329090806,0.36383469372275645,6275,770,0.12270916334661354,278417.00420881016,2206
kelly_fractional,1000.0,2300124.8692577602,2299124.869257763,6898296.796992472,0.3332887721299754,6186,770,0.12447462010992563,350177.6156597226,2207
kelly_fractional,1000.0,3916522.7831638544,3915522.783163852,7844102.504222127,0.4991677226370133,6263,789,0.12597796583107138,221499.79987490037,2208
kelly_fractional,1000.0,2893056.9449399034,2892056.9449399053,7316092.77306562,0.39530074790564246,6266,777,0.12400255346313438,301861.6766879,2209
kelly_fractional,1000.0,2876536.3132238453,2875536.313223851,6920167.322132439,0.4155298823522895,6107,760,0.12444735549369576,519848.7000656575,2210
kelly_fractional,1000.0,2223134.1381056076,2222134.1381056067,7218164.8255917635,0.30785306124170286,6224,764,0.12275064267352186,235326.69894572138,2211
kelly_fractional,1000.0,3454629.628940973,3453629.628940975,7456688.954687944,0.4631586016162996,6193,796,0.12853221378976262,201701.3230844289,2212
kelly_fractional,1000.0,2814418.311914967,2813418.3119149683,7419200.7787391525,0.37920773353071213,6205,794,0.12796132151490733,137049.48831083323,2213
kelly_fractional,1000.0,4320624.392578082,4319624.39257808,7806747.040271116,0.5533193749323875,6257,800,0.1278568003835704,154956.20099708065,2214
kelly_fractional,1000.0,3778899.0690811104,3777899.069081116,7248385.0444540065,0.5212056266204731,6322,817,0.1292312559316672,350807.6030728221,2215
kelly_fractional,1000.0,2381107.1022881516,2380107.1022881526,7458728.730946097,0.3191035883116572,6200,773,0.12467741935483871,209654.82405040786,2216
