track_name,race_date,distance,going,time,horse_name,rating,jockey,trainer,weight,age,claims,is_new,label,win_probability,history_count,is_found_in_history,odds_live,odds_1,odds_2,odds_3,odds_4,trend,decimal_odds_1,decimal_odds_2,decimal_odds_3,decimal_odds_4,decimal_odds_live,threshold,precision,recall,f1,pred_plus,p_est,d,ev_per_unit,var_per_unit,sharpe_unit,kelly_full,kelly_clamped,suggested_stake_units,classification
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Harley's Pride,83,Brian Hayes,Liam P Cusack,11- 3,8,0,True,0,0.024993302,0,False,100/1,125/1,350/1,125/1,150/1,drifting,126.0,351.0,126.0,151.0,101.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,101.0,14.78731582319026,1345.2795572410625,0.4031652362680037,0.1478731582319026,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Yeld To Call,60,Darragh O'Keeffe,Peter Buchanan,11- 7,7,0,True,0,0.024991663,0,False,18/1,100/1,20/1,66/1,28/1,drifting,101.0,21.0,67.0,29.0,19.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,19.0,1.9698910954516329,47.60767769473813,0.28549842616903126,0.10943839419175738,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,North Of Richmond,-,Patrick M O'Brien,Dermot A McLoughlin,11- 4,6,5,True,0,0.02496129,0,False,100/1,8/1,7/1,11/2,5/1,shortening,9.0,8.0,6.5,6.0,101.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,101.0,14.78731582319026,1345.2795572410625,0.4031652362680037,0.1478731582319026,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Bamber,112,Darragh O'Keeffe,J P Flavin,10 -13,7,0,True,0,0.02432611,0,False,66/1,80/1,66/1,80/1,66/1,stable,81.0,67.0,81.0,67.0,67.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,67.0,9.47277386290839,591.9968564312451,0.38932964119630065,0.1435268767107332,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Bespoke Tailor,-,Jack Kennedy,Gordon Elliott,11- 7,6,0,True,0,0.024316022,0,False,66/1,80/1,66/1,80/1,66/1,stable,81.0,67.0,81.0,67.0,67.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,67.0,9.47277386290839,591.9968564312451,0.38932964119630065,0.1435268767107332,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Bushstreet Bowman,61,Danny Mullins,W J Lanigan,10 -12,9,0,True,0,0.023484726,0,False,150/1,450/1,300/1,150/1,200/1,drifting,451.0,301.0,151.0,201.0,151.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,151.0,22.602818705957716,3006.9325737333074,0.41219313722051737,0.1506854580397181,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Gulf Coast Highway,51,Thomas O'Connor,J R Finn,11 -12,8,7,True,0,0.023114085,0,False,150/1,450/1,300/1,450/1,300/1,drifting,451.0,301.0,451.0,301.0,151.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,151.0,22.602818705957716,3006.9325737333074,0.41219313722051737,0.1506854580397181,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Jacquetta,-,Jack G Gilligan,Paul John Gilligan,11- 4,5,5,True,0,0.022606494,0,False,200/1,150/1,125/1,150/1,125/1,shortening,151.0,126.0,151.0,126.0,201.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,201.0,30.41832158872517,5327.971707881205,0.41672954516183014,0.15209160794362586,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Lejo Du Seuil,107,Jack Kennedy,Gordon Elliott,11- 4,5,0,True,0,0.022242807,0,False,100/1,50/1,66/1,70/1,66/1,shortening,51.0,67.0,71.0,67.0,101.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,101.0,14.78731582319026,1345.2795572410625,0.4031652362680037,0.1478731582319026,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Painted Wolf,-,Benjamin P Kennedy,Francis J Flood,11- 4,6,7,True,0,0.021891633,0,False,300/1,350/1,300/1,400/1,300/1,stable,351.0,301.0,401.0,301.0,301.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,301.0,46.04932735426008,11948.20832914396,0.42128102422587155,0.15349775784753358,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Mc'flo,99,Sean O'Keeffe,Denis Hickey,11 -12,9,0,True,0,0.02178304,0,False,300/1,400/1,250/1,400/1,300/1,stable,401.0,251.0,401.0,301.0,301.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,301.0,46.04932735426008,11948.20832914396,0.42128102422587155,0.15349775784753358,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Square d'Alboni,115,Keith Donoghue,Gavin Cromwell,11 -10,7,0,True,0,0.021388846,0,False,100/1,125/1,100/1,125/1,100/1,stable,126.0,101.0,126.0,101.0,101.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,101.0,14.78731582319026,1345.2795572410625,0.4031652362680037,0.1478731582319026,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Apollon Forlonge,131,Donagh Meyler,Ross O'Sullivan,11 -12,7,0,True,0,0.020925798,0,False,450/1,5/6,Evs,5/6,100/1,shortening,1.8333333333333335,,1.8333333333333335,101.0,451.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,451.0,69.49583600256246,26823.959143455482,0.4243237535779969,0.15443519111680545,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Callero,102,Mr O McGill,Noel C Kelly,11 -12,6,5,True,0,0.020911437,0,False,100/1,125/1,150/1,125/1,150/1,drifting,126.0,151.0,126.0,151.0,101.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,101.0,14.78731582319026,1345.2795572410625,0.4031652362680037,0.1478731582319026,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m½f,Soft,11:53,Da Little Lion Man,104,Aidan Kelly,Sarah Joanna Connell,11 -12,9,3,True,0,0.020772925,0,False,33/1,40/1,66/1,40/1,33/1,stable,41.0,67.0,41.0,34.0,34.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,34.0,4.31454196028187,152.4500704019869,0.3494386045406035,0.13074369576611727,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,12:58,Pink 'n Purple,119,Daniel King,M A Molloy,11- 6,7,0,True,0,0.019938882,0,False,33/1,50/1,33/1,66/1,33/1,stable,51.0,34.0,67.0,34.0,34.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,34.0,4.31454196028187,152.4500704019869,0.3494386045406035,0.13074369576611727,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Clear Sky,119,Danny Gilligan,Gordon Elliott,11- 4,5,0,True,0,0.019205783,0,False,28/1,33/1,66/1,33/1,28/1,stable,34.0,67.0,34.0,29.0,29.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,29.0,3.5329916720051244,110.9087449896808,0.3354746575399153,0.12617827400018303,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Lets Go Mo,83,Simon Torrens,P J Rothwell,10- 7,9,0,True,0,0.019069988,0,False,-,12/1,14/1,16/1,14/1,drifting,13.0,15.0,17.0,15.0,13.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,13.0,1.0320307495195387,22.287250776761063,0.21860716264184818,0.08600256245996156,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Mya Du Clos,-,Jordan Gainford,Cian Collins,11- 7,7,0,True,0,0.018830787,0,False,80/1,100/1,200/1,100/1,200/1,drifting,101.0,201.0,101.0,201.0,81.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,81.0,11.661114670083277,865.2464635877476,0.3964333200021787,0.14576393337604096,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:52,Muskoka,97,Tiernan Power Roche,P J Rothwell,11- 3,5,3,True,0,0.018682841,0,False,7/1,13/2,7/1,15/2,17/2,drifting,7.5,8.0,8.5,9.5,8.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,8.0,0.2504804612427929,8.440142305992355,0.0862182035776314,0.0357829230346847,0.0357829230346847,3.57829230346847,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Aviation,98,Jack Kennedy,Gordon Elliott,11 -12,5,0,True,0,0.01747441,0,False,-,7/1,15/2,7/1,13/2,shortening,8.0,8.5,8.0,7.5,8.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,8.0,0.2504804612427929,8.440142305992355,0.0862182035776314,0.0357829230346847,0.0357829230346847,3.57829230346847,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Awaythelad,124,Dylan Robinson,P J Rothwell,10- 4,7,0,True,0,0.017413016,0,False,18/1,16/1,14/1,16/1,18/1,stable,17.0,15.0,17.0,19.0,19.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,19.0,1.9698910954516329,47.60767769473813,0.28549842616903126,0.10943839419175738,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Gold In The Rivers,62,Brian Hayes,Gerard Keane,11- 5,5,0,True,0,0.017204478,0,False,10/1,9/1,10/1,9/1,10/1,stable,10.0,11.0,10.0,11.0,11.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,11.0,0.7194106342088402,15.957144047266796,0.18009401091407598,0.07194106342088402,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Sheldon,66,Ross Berry,J A Berry,11- 5,6,7,True,0,0.017059432,0,False,28/1,25/1,28/1,33/1,28/1,stable,26.0,29.0,34.0,29.0,29.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,29.0,3.5329916720051244,110.9087449896808,0.3354746575399153,0.12617827400018303,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,12:58,Taita Hills,128,Liam McKenna,Dermot A McLoughlin,11- 9,6,5,True,0,0.01696016,0,False,16/1,14/1,16/1,14/1,12/1,shortening,15.0,17.0,15.0,13.0,17.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,17.0,1.657270980140935,38.11251760049673,0.26844771193661204,0.10357943625880844,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Captain Boudet,-,Carl Millar,W J Austin,11- 4,6,5,True,0,0.016328398,0,False,17/2,8/1,9/1,17/2,9/1,drifting,9.0,10.0,9.5,10.0,9.5,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,9.5,0.48494554772581644,11.901919423684532,0.1405673551934677,0.057052417379507815,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Always Busy,106,Jordan Gainford,Gordon Elliott,11 -12,6,0,True,0,0.016326124,0,False,66/1,50/1,66/1,50/1,66/1,stable,51.0,67.0,51.0,67.0,67.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,67.0,9.47277386290839,591.9968564312451,0.38932964119630065,0.1435268767107332,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Mahler Moon,97,Phillip Enright,Oliver McKiernan,11- 5,6,0,True,0,0.016086783,0,False,10/1,11/1,12/1,14/1,12/1,drifting,12.0,13.0,15.0,13.0,11.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,11.0,0.7194106342088402,15.957144047266796,0.18009401091407598,0.07194106342088402,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Rule Me In,102,Phillip Enright,Oliver McKiernan,10- 7,7,0,True,0,0.015927633,0,False,8/1,17/2,9/1,17/2,9/1,drifting,9.5,10.0,9.5,10.0,9.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,9.0,0.406790518898142,10.682055106021576,0.12446390286284956,0.05084881486226775,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m5f,Soft,12:23,Kayf Dancer,124,Mr P W Gleeson,Patrick J F Hassett,11 -10,11,7,True,0,0.01586475,0,False,25/1,22/1,25/1,22/1,25/1,stable,23.0,26.0,23.0,26.0,26.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,26.0,3.0640614990390773,89.14900310704425,0.32451832989322155,0.12256245996156309,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,High Treason,-,Conor Stone-Walsh,Gavin Cromwell,10 -11,5,0,True,0,0.015845101,0,False,50/1,40/1,33/1,25/1,22/1,shortening,41.0,34.0,26.0,23.0,51.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,51.0,6.971812940422804,343.0126584044705,0.3764355687419339,0.1394362588084561,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Knockanore,74,Phillip Enright,Robert Murphy,11- 7,6,0,True,0,0.015564472,0,False,80/1,66/1,80/1,66/1,80/1,stable,67.0,81.0,67.0,81.0,81.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,81.0,11.661114670083277,865.2464635877476,0.3964333200021787,0.14576393337604096,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Kiss My Face,-,,W P Mullins,11- 4,5,0,True,0,0.015306585,0,False,25/1,22/1,20/1,22/1,25/1,stable,23.0,21.0,23.0,26.0,26.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,26.0,3.0640614990390773,89.14900310704425,0.32451832989322155,0.12256245996156309,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Ocean Conquest,-,John Shinnick,Robert Murphy,11- 7,6,3,True,0,0.01528107,0,False,22/1,20/1,22/1,20/1,22/1,stable,21.0,23.0,21.0,23.0,23.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,23.0,2.5951313260730293,69.76305124796806,0.3107038298169554,0.11796051482150133,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:52,Crazierthandaisy,103,Miss E Cody,Eoin Doyle,11- 4,7,7,True,0,0.013996057,0,False,7/1,15/2,8/1,17/2,9/1,drifting,8.5,9.0,9.5,10.0,8.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,8.0,0.2504804612427929,8.440142305992355,0.0862182035776314,0.0357829230346847,0.0357829230346847,3.57829230346847,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Block Rockin Beats,-,Eoin Staples,W J Austin,11- 4,5,5,True,0,0.013305777,0,False,8/1,9/1,8/1,9/1,8/1,stable,10.0,9.0,10.0,9.0,9.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,9.0,0.406790518898142,10.682055106021576,0.12446390286284956,0.05084881486226775,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Twist Of Fatecatch,-,Richard Condon,Michael Butler,11- 7,6,5,True,0,0.012648747,0,False,14/1,12/1,14/1,12/1,11/1,shortening,13.0,15.0,13.0,12.0,15.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,15.0,1.3446508648302364,29.672375294504373,0.24685014057554763,0.09604649034501689,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:52,Kintail,108,Jack G Gilligan,Paul John Gilligan,11- 3,8,5,True,0,0.01254973,0,False,25/1,28/1,25/1,22/1,25/1,stable,29.0,26.0,23.0,26.0,26.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,26.0,3.0640614990390773,89.14900310704425,0.32451832989322155,0.12256245996156309,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Spitalfield,96,Eoghan Finegan,Anthony McCann,11 -12,7,7,True,0,0.01250745,0,False,11/1,12/1,14/1,16/1,14/1,drifting,13.0,15.0,17.0,15.0,12.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,12.0,0.8757206918641893,18.990320188482798,0.20095530143328588,0.07961097198765357,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,De Kingpin,77,,Gavin Cromwell,11- 4,5,0,True,0,0.012391789,0,False,22/1,20/1,22/1,20/1,22/1,stable,21.0,23.0,21.0,23.0,23.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,23.0,2.5951313260730293,69.76305124796806,0.3107038298169554,0.11796051482150133,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,12:58,Faded Fantasy,121,Cian Quirke,David Harry Kelly,11 -11,7,0,True,0,0.012255461,0,False,80/1,66/1,50/1,40/1,33/1,shortening,67.0,51.0,41.0,34.0,81.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,81.0,11.661114670083277,865.2464635877476,0.3964333200021787,0.14576393337604096,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:52,Island Run,79,Dylan Robinson,P J Rothwell,10- 8,7,0,True,0,0.012047183,0,False,33/1,40/1,33/1,28/1,25/1,shortening,41.0,34.0,29.0,26.0,34.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,34.0,4.31454196028187,152.4500704019869,0.3494386045406035,0.13074369576611727,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,On The Go,101,Dylan Robinson,P J Rothwell,11- 4,5,0,True,0,0.011032368,0,False,9/1,10/1,9/1,17/2,8/1,shortening,11.0,10.0,9.5,9.0,10.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,10.0,0.5631005765534911,13.187722353113054,0.1550604622910241,0.06256673072816568,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Jolie Baie,102,Donagh Meyler,Ross O'Sullivan,11- 5,6,0,True,0,0.01083011,0,False,33/1,40/1,33/1,40/1,33/1,stable,41.0,34.0,41.0,34.0,34.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,34.0,4.31454196028187,152.4500704019869,0.3494386045406035,0.13074369576611727,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Ilovethenightlife,85,Simon Torrens,Patrick T Foley,11- 5,6,0,True,0,0.009646763,0,False,14/1,16/1,18/1,20/1,22/1,drifting,17.0,19.0,21.0,23.0,15.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,15.0,1.3446508648302364,29.672375294504373,0.24685014057554763,0.09604649034501689,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m,Soft,1:33,Mini Mildred,107,Jordan Gainford,Gordon Elliott,11- 4,6,0,True,0,0.009544363,0,False,100/1,125/1,,,,drifting,126.0,,,,101.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,101.0,14.78731582319026,1345.2795572410625,0.4031652362680037,0.1478731582319026,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Molto Bene,98,Paddy Cleary,Mrs Denise Foster,10- 0,11,7,True,0,0.009444119,0,False,6/1,11/2,6/1,11/2,6/1,stable,6.5,7.0,6.5,7.0,7.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,7.0,0.09417040358744377,6.461983953025396,0.037045161639493764,0.015695067264573963,0.015695067264573963,1.5695067264573963,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Presenting A Queen,90,Jordan Gainford,J P Dempsey,11 -12,7,0,True,0,0.008968702,0,False,50/1,66/1,50/1,66/1,50/1,stable,67.0,51.0,67.0,51.0,51.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,51.0,6.971812940422804,343.0126584044705,0.3764355687419339,0.1394362588084561,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Parramount,109,Danny Gilligan,D Broad,11- 7,7,0,True,0,0.008681167,0,False,-,40/1,50/1,66/1,50/1,drifting,41.0,51.0,67.0,51.0,41.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,41.0,5.408712363869314,221.68561275583045,0.36326631791201663,0.13521780909673284,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Tintintin,101,Jordan Gainford,Gerard Keane,10- 5,6,0,True,0,0.008668775,0,False,12/1,11/1,12/1,11/1,12/1,stable,12.0,13.0,12.0,13.0,13.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,13.0,1.0320307495195387,22.287250776761063,0.21860716264184818,0.08600256245996156,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:52,General Briar,90,,J Motherway,11- 6,6,0,True,0,0.008504457,0,False,9/1,10/1,11/1,12/1,11/1,drifting,11.0,12.0,13.0,12.0,10.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,10.0,0.5631005765534911,13.187722353113054,0.1550604622910241,0.06256673072816568,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Sir Hobnob,88,Ben Harvey,Karl Thornton,10 -10,7,0,True,0,0.008500409,0,False,14/1,12/1,14/1,16/1,14/1,stable,13.0,15.0,17.0,15.0,15.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,15.0,1.3446508648302364,29.672375294504373,0.24685014057554763,0.09604649034501689,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:08,Gifted Angel,90,Conor Stone-Walsh,Ian Patrick Donoghue,11- 7,6,0,True,0,0.008453697,0,False,50/1,66/1,50/1,40/1,50/1,stable,67.0,51.0,41.0,51.0,51.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,51.0,6.971812940422804,343.0126584044705,0.3764355687419339,0.1394362588084561,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Almuhit,100,Mr J C Canavan,J P Flavin,10- 1,8,7,True,0,0.008400091,0,False,13/2,7/1,13/2,7/1,13/2,stable,8.0,7.5,8.0,7.5,7.5,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,7.5,0.17232543241511822,7.4180938236260925,0.06327078400650045,0.026511604986941266,0.026511604986941266,2.6511604986941264,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Soldier's Leap,104,,P J Rothwell,10- 8,7,0,True,0,0.008243654,0,False,13/2,7/1,13/2,7/1,13/2,stable,8.0,7.5,8.0,7.5,7.5,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,7.5,0.17232543241511822,7.4180938236260925,0.06327078400650045,0.026511604986941266,0.026511604986941266,2.6511604986941264,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Uhtred Ragnarson,97,Conor Stone-Walsh,Ian Patrick Donoghue,10- 8,5,0,True,0,0.008129456,0,False,18/1,16/1,18/1,20/1,22/1,drifting,17.0,19.0,21.0,23.0,19.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,19.0,1.9698910954516329,47.60767769473813,0.28549842616903126,0.10943839419175738,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Lions Peak,102,Daniel King,Cian Hughes,10 -13,7,0,True,0,0.007969991,0,False,33/1,28/1,33/1,28/1,33/1,stable,29.0,34.0,29.0,34.0,34.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,34.0,4.31454196028187,152.4500704019869,0.3494386045406035,0.13074369576611727,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Premier,109,Keith Donoghue,Ian Patrick Donoghue,11 -12,6,0,True,0,0.007954752,0,False,13/2,7/1,13/2,7/1,13/2,stable,8.0,7.5,8.0,7.5,7.5,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,7.5,0.17232543241511822,7.4180938236260925,0.06327078400650045,0.026511604986941266,0.026511604986941266,2.6511604986941264,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:18,Grand Echo,106,,Karl Thornton,10 -11,7,0,True,0,0.007792967,0,False,100/1,66/1,33/1,40/1,33/1,shortening,67.0,34.0,41.0,34.0,101.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,101.0,14.78731582319026,1345.2795572410625,0.4031652362680037,0.1478731582319026,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:52,Havin A Flyer,99,Darragh O'Keeffe,J R Finn,10 -13,10,0,True,0,0.0076424736,0,False,-,13/2,7/1,15/2,7/1,drifting,7.5,8.0,8.5,8.0,7.5,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,7.5,0.17232543241511822,7.4180938236260925,0.06327078400650045,0.026511604986941266,0.026511604986941266,2.6511604986941264,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:52,He Bangs The Drums,108,Jordan Gainford,Cian Collins,11- 2,6,0,True,0,0.0075421003,0,False,18/1,16/1,7/1,13/2,7/1,shortening,17.0,8.0,7.5,8.0,19.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,19.0,1.9698910954516329,47.60767769473813,0.28549842616903126,0.10943839419175738,0.05,5.0,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,3:52,Rogue Rebellion,99,James Duggan,Oliver McKiernan,12- 0,7,7,True,0,0.0068783686,0,False,6/1,13/2,6/1,11/2,6/1,stable,7.5,7.0,6.5,7.0,7.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,7.0,0.09417040358744377,6.461983953025396,0.037045161639493764,0.015695067264573963,0.015695067264573963,1.5695067264573963,STRONG_BET_SINGLE
Fairyhouse,15 Jan 2026,2m4f,Soft,2:43,Dawn Melody,81,Richard Condon,P A Fahy,11 -12,6,5,True,0,0.006707837,0,False,450/1,150/1,125/1,100/1,125/1,shortening,151.0,126.0,101.0,126.0,451.0,0.1,0.1563100576553491,0.7270560190703218,,,0.1563100576553491,451.0,69.49583600256246,26823.959143455482,0.4243237535779969,0.15443519111680545,0.05,5.0,STRONG_BET_SINGLE
