horse_name_odds,track_name,time,win_probability,odds_live,decimal_odds,implied_prob,raw_edge,edge,ev,roi_pct,kelly_stake,trend,action
Ck O'Mara,Ayr,12:48,0.027933555,200/1,201.0,0.004975124378109453,0.022958430621890548,0.022958430621890548,4.614644555,461.4644555,0.5768305693749999,no_data,BET
Avalon Mill Mehmas,Southwell (AW),7:00,0.0566467,66/1,67.0,0.014925373134328358,0.04172132686567164,0.04172132686567164,2.7953289,279.53289,1.0588367045454543,no_data,BET
Thependleburyfox,Newcastle (AW),2:38,0.026642278,125/1,126.0,0.007936507936507936,0.018705770063492062,0.03870577006349206,2.356927028,235.69270279999998,0.47138540559999986,shortening,BET
Nae Bother At A',Ayr,1:48,0.043664142,66/1,67.0,0.014925373134328358,0.028738768865671643,0.028738768865671643,1.9254975140000004,192.54975140000005,0.729355118939394,no_data,BET
Lilac Wood,Southwell (AW),5:00,0.04241632,66/1,67.0,0.014925373134328358,0.02749094686567164,0.02749094686567164,1.8418934400000002,184.18934400000003,0.6976869090909092,no_data,BET
Maid Of Houxty,Ayr,2:48,0.0451946,50/1,51.0,0.0196078431372549,0.0255867568627451,0.0255867568627451,1.3049246,130.49246000000002,0.6524623,no_data,BET
Maura Jeanne,Ayr,1:48,0.083203055,20/1,21.0,0.047619047619047616,0.03558400738095238,0.03558400738095238,0.7472641549999999,74.72641549999999,0.9340801937500001,no_data,BET
Our Nicola,Southwell (AW),5:00,0.04680233,33/1,34.0,0.029411764705882353,0.01739056529411765,0.01739056529411765,0.5912792200000001,59.12792200000001,0.4479388030303031,no_data,BET
Sharp Call,Southwell (AW),5:30,0.045379125,33/1,34.0,0.029411764705882353,0.015967360294117647,0.015967360294117647,0.5428902499999999,54.28902499999999,0.41128049242424236,no_data,BET
Spirit Of Tokyo,Newcastle (AW),2:38,0.029616455,50/1,51.0,0.0196078431372549,0.010008611862745098,0.010008611862745098,0.510439205,51.0439205,0.2552196025,no_data,BET
Purpendicular,Southwell (AW),5:00,0.040633608,33/1,34.0,0.029411764705882353,0.011221843294117649,0.011221843294117649,0.38154267200000014,38.154267200000014,0.2890474787878789,no_data,BET
For What Its Worth,Southwell (AW),5:00,0.040633608,33/1,34.0,0.029411764705882353,0.011221843294117649,0.011221843294117649,0.38154267200000014,38.154267200000014,0.2890474787878789,no_data,BET
Khangai,Newcastle (AW),1:38,0.051427234,25/1,26.0,0.038461538461538464,0.012965695538461539,0.012965695538461539,0.33710808400000003,33.710808400000005,0.33710808400000014,no_data,BET
Embarked,Southwell (AW),5:30,0.04928294,25/1,26.0,0.038461538461538464,0.010821401538461534,0.010821401538461534,0.28135643999999993,28.135643999999992,0.2813564399999998,no_data,BET
