track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:25,Good,7f,Grazi Mille (IRE),D McMonagle,0,Cian Hughes,16th,6 l,2,9-12,-,True,141,1
N/A,N/A,15:25,Good,7f,Udacha (IRE),D W O'Connor,0,T Gibney,15th,7 1/2 l,2,9-2p1,-,True,141,1
N/A,N/A,15:25,Good,7f,Diddly's Dancer (IRE),S P Davis,0,W P Browne,14th,2 l,2,8-10,-,True,141,1
N/A,N/A,15:25,Good,7f,Altoir Na Greine (IRE),D E Sheehy,0,N Meade,13th,4 3/4 l,2,8-10tp1,-,True,141,1
N/A,N/A,15:25,Good,7f,Admiral Halsey (IRE),M P Sheehy,0,N Meade,12th,Neck,2,8-10,-,True,141,1
N/A,N/A,15:25,Good,7f,Kitty Bear (IRE),C Horgan,7,A Slattery,11th,Head,2,9-2,-,True,141,1
N/A,N/A,15:25,Good,7f,James The Second (IRE),W Joyce,5,M Mulvany,10th,1/2 l,2,9-2,-,True,141,1
N/A,N/A,15:25,Good,7f,Legendsoftheland (IRE),R M Mulligan,7,J A Kinsella,9th,Neck,2,8-10p,-,True,141,1
N/A,N/A,15:25,Good,7f,Sassy Sox (IRE),R Whearty,3,G P Cromwell,8th,Head,2,9-0,-,True,141,1
N/A,N/A,15:25,Good,7f,Maarisha,C Geerdharry,7,W P Browne,7th,3/4 l,2,9-12,-,True,141,1
N/A,N/A,15:25,Good,7f,Due Respect (IRE),H J Horgan,5,M Butler,6th,1 1/4 l,2,9-4,-,True,141,1
N/A,N/A,15:25,Good,7f,Kurrawa (IRE),S Foley,0,Mrs J Harrington,5th,Head,2,9-12,-,True,141,1
N/A,N/A,15:25,Good,7f,Watching (IRE),J J G Ryan,3,J Davison,4th,1 1/2 l,2,9-8,-,True,141,1
N/A,N/A,15:25,Good,7f,Muine Mor (IRE),W J Lee,0,G P Cromwell,3rd,1/2 l,2,9-0,-,True,141,1
N/A,N/A,15:25,Good,7f,Allenwood (IRE),L F Roche,0,J Davison,2nd,2 1/4 l,2,8-12,-,True,141,1
N/A,N/A,15:25,Good,7f,Moonhall Church (IRE),C T Keane,0,Alan McIntyre,1st,N/A,2,9-10,-,True,141,1
N/A,N/A,15:25,Good,7f,Grazi Mille (IRE),D McMonagle,0,Cian Hughes,16th,6 l,2,9-12,-,True,141,1
