track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Stellarock (IRE),Shane Foley,0,Mrs J. Harrington,16th,8 1/2 l,3,9-3p1,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Blue Peak (IRE),G. M. Ryan,0,M. C. Grassick,15th,7 1/2 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Daylight Dancer (IRE),S. B. Kelly,0,John Patrick Murtagh,14th,22 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Hotter Than Hades (IRE),R. P. Whelan,0,Jack W. Davison,13th,2 3/4 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Sani Pass (IRE),R. P. Cleary,0,Ray Hackett,12th,Neck,8,9-11t,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Lissadell (IRE),G. F. Carroll,0,Mark McNiff,11th,11 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Raving Royal (IRE),C. T. Keane,0,W. P. Mullins,10th,1 1/2 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Icykel (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1/2 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Rockabill Angel,D. B. McMonagle,0,Joseph Patrick O'Brien,8th,6 l,3,9-3t1,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Dollys Destination (IRE),Sam Ewing,3,Gary McGill,7th,3/4 l,9,9-11,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Beautiful Chaos (IRE),S. P. Bird,10,Ross O'Sullivan,6th,Short Head,4,9-11,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Chemdawg (IRE),William James Lee,0,W. McCreery,5th,Neck,3,9-3v1,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Forever and Always (IRE),W. M. Lordan,0,Aidan O'Brien,4th,2 3/4 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Champagne (IRE),Seamie Heffernan,0,Aidan O'Brien,3rd,1/2 l,3,9-3t,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,River Rain (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,2nd,1 1/2 l,3,9-3t1,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Sidiriya (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Stellarock (IRE),Shane Foley,0,Mrs J. Harrington,16th,8 1/2 l,3,9-3p1,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Blue Peak (IRE),G. M. Ryan,0,M. C. Grassick,15th,7 1/2 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Daylight Dancer (IRE),S. B. Kelly,0,John Patrick Murtagh,14th,22 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Hotter Than Hades (IRE),R. P. Whelan,0,Jack W. Davison,13th,2 3/4 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Sani Pass (IRE),R. P. Cleary,0,Ray Hackett,12th,Neck,8,9-11t,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Lissadell (IRE),G. F. Carroll,0,Mark McNiff,11th,11 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Raving Royal (IRE),C. T. Keane,0,W. P. Mullins,10th,1 1/2 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Icykel (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1/2 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Rockabill Angel,D. B. McMonagle,0,Joseph Patrick O'Brien,8th,6 l,3,9-3t1,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Dollys Destination (IRE),Sam Ewing,3,Gary McGill,7th,3/4 l,9,9-11,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Beautiful Chaos (IRE),S. P. Bird,10,Ross O'Sullivan,6th,Short Head,4,9-11,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Chemdawg (IRE),William James Lee,0,W. McCreery,5th,Neck,3,9-3v1,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Forever and Always (IRE),W. M. Lordan,0,Aidan O'Brien,4th,2 3/4 l,3,9-3,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Champagne (IRE),Seamie Heffernan,0,Aidan O'Brien,3rd,1/2 l,3,9-3t,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,River Rain (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,2nd,1 1/2 l,3,9-3t1,-,True,19,1
Galway Racing Results | 6th September 2022 19:40,N/A,19:40,Soft,1m 4f 42y,Sidiriya (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-3,-,True,19,1
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Okyle Lass (IRE),L. F. Roche,0,Rodger Sweeney,7th,7 1/2 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Snowy (IRE),Seamie Heffernan,0,Aidan O'Brien,6th,1 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Tarawa (IRE),C. D. Hayes,0,D. K. Weld,5th,1/2 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Amusement (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,4th,2 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Speirling Beag (IRE),K. J. Manning,0,J. S. Bolger,3rd,1/2 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Foniska (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 1/4 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Be Happy (IRE),W. M. Lordan,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Okyle Lass (IRE),L. F. Roche,0,Rodger Sweeney,7th,7 1/2 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Snowy (IRE),Seamie Heffernan,0,Aidan O'Brien,6th,1 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Tarawa (IRE),C. D. Hayes,0,D. K. Weld,5th,1/2 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Amusement (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,4th,2 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Speirling Beag (IRE),K. J. Manning,0,J. S. Bolger,3rd,1/2 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Foniska (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 1/4 l,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:05,N/A,16:05,Soft To Heavy  (Turf),1m,Be Happy (IRE),W. M. Lordan,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,19,2
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Carrickfinn,James J. Doyle,0,P. J. Rothwell,16th,2 1/2 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Obama Alexander (IRE),William James Lee,0,W. McCreery,15th,1/2 l,3,9-3,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Fastnet Breeze (IRE),Amy Jo Hayes,7,A. Slattery,14th,3 3/4 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Bright Moment (IRE),R. P. Cleary,0,J. J. Feane,13th,1 l,4,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Atbay (IRE),C. T. Keane,0,Gerard Keane,12th,1 3/4 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Steel Queen (IRE),D. B. McMonagle,0,Michael J. Browne,11th,1 1/4 l,5,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Vintage Fame (IRE),Shane Foley,0,Mrs J. Harrington,10th,1 1/4 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Theodulus (IRE),L. T. McAteer,3,J. S. Bolger,9th,2 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Pollanassa (IRE),Emmet McNamara,0,Kevin Thomas Coleman,8th,Neck,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,The Lute Player (IRE),Seamie Heffernan,0,Aidan O'Brien,7th,3 1/2 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Greek Flower (IRE),K. J. Manning,0,J. J. Feane,6th,3/4 l,3,9-3,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Bobby Dassler (IRE),Declan McDonogh,0,Eddie & Patrick Harty,5th,5 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Painters Palette (IRE),C. D. Hayes,0,D. K. Weld,4th,1 1/4 l,3,9-8t1,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Blues Emperor (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,Neck,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Gambe Veloci (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,2nd,1/2 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Redstone Well (IRE),M. A. Enright,0,Daniel William O'Sullivan,1st,N/A,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Carrickfinn,James J. Doyle,0,P. J. Rothwell,16th,2 1/2 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Obama Alexander (IRE),William James Lee,0,W. McCreery,15th,1/2 l,3,9-3,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Fastnet Breeze (IRE),Amy Jo Hayes,7,A. Slattery,14th,3 3/4 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Bright Moment (IRE),R. P. Cleary,0,J. J. Feane,13th,1 l,4,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Atbay (IRE),C. T. Keane,0,Gerard Keane,12th,1 3/4 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Steel Queen (IRE),D. B. McMonagle,0,Michael J. Browne,11th,1 1/4 l,5,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Vintage Fame (IRE),Shane Foley,0,Mrs J. Harrington,10th,1 1/4 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Theodulus (IRE),L. T. McAteer,3,J. S. Bolger,9th,2 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Pollanassa (IRE),Emmet McNamara,0,Kevin Thomas Coleman,8th,Neck,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,The Lute Player (IRE),Seamie Heffernan,0,Aidan O'Brien,7th,3 1/2 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Greek Flower (IRE),K. J. Manning,0,J. J. Feane,6th,3/4 l,3,9-3,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Bobby Dassler (IRE),Declan McDonogh,0,Eddie & Patrick Harty,5th,5 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Painters Palette (IRE),C. D. Hayes,0,D. K. Weld,4th,1 1/4 l,3,9-8t1,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Blues Emperor (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,Neck,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Gambe Veloci (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,2nd,1/2 l,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 16:40,N/A,16:40,Soft To Heavy,1m,Redstone Well (IRE),M. A. Enright,0,Daniel William O'Sullivan,1st,N/A,3,9-8,-,True,19,3
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Trinity Road (IRE),J. M. Sheridan,3,Jack W. Davison,7th,5 l,2,9-7t1,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Orchis (IRE),G. F. Carroll,0,Joseph G. Murphy,6th,Nose,2,9-2,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Sugar Beauty (IRE),William James Lee,0,K. J. Condon,5th,3 1/4 l,2,9-2,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Gustav Ucicky (IRE),L. T. McAteer,3,Andrew Kinirons,4th,3/4 l,2,9-7,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Jer Batt (IRE),G. M. Ryan,0,David Harry Kelly,3rd,3 l,2,9-7,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Heartrate (IRE),Declan McDonogh,0,Kieran Patrick Cotter,2nd,1 3/4 l,2,9-7,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Clever and Cool (IRE),K. J. Manning,0,J. S. Bolger,1st,N/A,2,9-2,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Trinity Road (IRE),J. M. Sheridan,3,Jack W. Davison,7th,5 l,2,9-7t1,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Orchis (IRE),G. F. Carroll,0,Joseph G. Murphy,6th,Nose,2,9-2,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Sugar Beauty (IRE),William James Lee,0,K. J. Condon,5th,3 1/4 l,2,9-2,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Gustav Ucicky (IRE),L. T. McAteer,3,Andrew Kinirons,4th,3/4 l,2,9-7,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Jer Batt (IRE),G. M. Ryan,0,David Harry Kelly,3rd,3 l,2,9-7,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Heartrate (IRE),Declan McDonogh,0,Kieran Patrick Cotter,2nd,1 3/4 l,2,9-7,-,True,19,4
Cork Racing Results | 7th September 2022 17:10,N/A,17:10,Soft To Heavy,5f,Clever and Cool (IRE),K. J. Manning,0,J. S. Bolger,1st,N/A,2,9-2,-,True,19,4
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Najat,R. P. Cleary,0,Donal Kinsella,16th,7 l,3,9-5t,78,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Whatharm (IRE),C. P. Hoban,0,Patrick J. Flynn,15th,4 1/2 l,7,10-1,86,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Fastar (IRE),Shane Foley,0,G. O'Leary,14th,2 l,8,9-10,81,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Chesterton (IRE),D. B. McMonagle,0,G. O'Leary,13th,13 l,3,9-9p,82,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Midnight Fire (IRE),C. D. Hayes,0,Eddie & Patrick Harty,12th,3 l,5,9-4tp,75,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,One Sweet Day (IRE),W. M. Lordan,0,W. P. Browne,11th,1 3/4 l,4,9-4,75,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Carlton Banks (IRE),D. W. O'Connor,0,J. F. Levins,10th,2 l,4,9-5,76,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Chrismoltisanti (IRE),William James Lee,0,Ross O'Sullivan,9th,1/2 l,3,9-6,79,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Improving (IRE),O. Enright,10,Augustine Leahy,8th,1 3/4 l,6,8-12,69,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Shawaamekh,C. T. Keane,0,J. F. Levins,7th,1 l,8,9-13p,84,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Jazzy Dancer (IRE),N. G. McCullagh,0,W. J. Martin,6th,Head,4,8-13p,70,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Iva Batt (IRE),G. F. Carroll,0,Joseph G. Murphy,5th,1/2 l,4,9-9p,80,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Sounds Of Spring (IRE),J. M. Sheridan,3,K. J. Condon,4th,3 1/2 l,5,9-0t,71,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Bells on Her Toes (IRE),A. J. Slattery,0,A. Slattery,3rd,Short Head,3,9-5v,78,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Is That Love (IRE),C. J. MacRedmond,5,Adrian McGuinness,2nd,1 3/4 l,5,9-7,78,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Pretty Rebel (IRE),D. King,7,G. O'Leary,1st,N/A,5,10-7p,92,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Najat,R. P. Cleary,0,Donal Kinsella,16th,7 l,3,9-5t,78,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Whatharm (IRE),C. P. Hoban,0,Patrick J. Flynn,15th,4 1/2 l,7,10-1,86,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Fastar (IRE),Shane Foley,0,G. O'Leary,14th,2 l,8,9-10,81,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Chesterton (IRE),D. B. McMonagle,0,G. O'Leary,13th,13 l,3,9-9p,82,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Midnight Fire (IRE),C. D. Hayes,0,Eddie & Patrick Harty,12th,3 l,5,9-4tp,75,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,One Sweet Day (IRE),W. M. Lordan,0,W. P. Browne,11th,1 3/4 l,4,9-4,75,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Carlton Banks (IRE),D. W. O'Connor,0,J. F. Levins,10th,2 l,4,9-5,76,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Chrismoltisanti (IRE),William James Lee,0,Ross O'Sullivan,9th,1/2 l,3,9-6,79,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Improving (IRE),O. Enright,10,Augustine Leahy,8th,1 3/4 l,6,8-12,69,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Shawaamekh,C. T. Keane,0,J. F. Levins,7th,1 l,8,9-13p,84,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Jazzy Dancer (IRE),N. G. McCullagh,0,W. J. Martin,6th,Head,4,8-13p,70,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Iva Batt (IRE),G. F. Carroll,0,Joseph G. Murphy,5th,1/2 l,4,9-9p,80,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Sounds Of Spring (IRE),J. M. Sheridan,3,K. J. Condon,4th,3 1/2 l,5,9-0t,71,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Bells on Her Toes (IRE),A. J. Slattery,0,A. Slattery,3rd,Short Head,3,9-5v,78,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Is That Love (IRE),C. J. MacRedmond,5,Adrian McGuinness,2nd,1 3/4 l,5,9-7,78,True,19,5
Cork Racing Results | 7th September 2022 17:45,N/A,17:45,Heavy,6f,Pretty Rebel (IRE),D. King,7,G. O'Leary,1st,N/A,5,10-7p,92,True,19,5
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Makeeverydaycount (IRE),D. B. McMonagle,0,Noel Meade,11th,19 l,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Mr Lincoln,G. F. Carroll,0,Joseph G. Murphy,10th,3/4 l,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Skip James (IRE),C. T. Keane,0,G. M. Lyons,9th,Neck,2,9-5t,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Charles Bianconi (IRE),W. M. Lordan,0,Aidan O'Brien,8th,3 3/4 l,2,9-5b1,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Belissimo,C. Horgan,7,A. Slattery,7th,2 l,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Autocrat (IRE),Seamie Heffernan,0,Aidan O'Brien,6th,1 1/2 l,2,9-5b1,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Desert Haven,C. D. Hayes,0,Noel Meade,5th,Head,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Pigeon House (IRE),Shane Foley,0,Mrs J. Harrington,4th,Short Head,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Long Count (IRE),K. J. Manning,0,J. S. Bolger,3rd,Short Head,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Dark Side (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,2nd,1 3/4 l,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Imadpour (IRE),R. P. Whelan,0,M. Halford,1st,N/A,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Makeeverydaycount (IRE),D. B. McMonagle,0,Noel Meade,11th,19 l,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Mr Lincoln,G. F. Carroll,0,Joseph G. Murphy,10th,3/4 l,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Skip James (IRE),C. T. Keane,0,G. M. Lyons,9th,Neck,2,9-5t,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Charles Bianconi (IRE),W. M. Lordan,0,Aidan O'Brien,8th,3 3/4 l,2,9-5b1,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Belissimo,C. Horgan,7,A. Slattery,7th,2 l,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Autocrat (IRE),Seamie Heffernan,0,Aidan O'Brien,6th,1 1/2 l,2,9-5b1,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Desert Haven,C. D. Hayes,0,Noel Meade,5th,Head,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Pigeon House (IRE),Shane Foley,0,Mrs J. Harrington,4th,Short Head,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Long Count (IRE),K. J. Manning,0,J. S. Bolger,3rd,Short Head,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Dark Side (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,2nd,1 3/4 l,2,9-5,-,True,19,6
Cork Racing Results | 7th September 2022 18:15,N/A,18:15,Heavy  (Turf),7f,Imadpour (IRE),R. P. Whelan,0,M. Halford,1st,N/A,2,9-5,-,True,19,6
