track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,16:20,Good To Yielding,1m 1f,Ms Eagleton (IRE),William James Lee,0,Miss Hilary McLoughlin,10th,1/2 l,4,9-3,74,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,New Hill (IRE),R. P. Cleary,0,Ms Sheila Lavery,9th,2 1/4 l,4,9-1,72,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Red Heel (IRE),J. A. Powell,7,Michael Mulvany,8th,2 1/4 l,5,9-13,84,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Alma Libre (ARG),W. M. Lordan,0,Miss Natalia Lupini,7th,Short Head,4,9-4p1,75,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Pachmena (IRE),R. Whearty,7,Gavin Patrick Cromwell,6th,3/4 l,5,9-4p,75,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Giselles Ausie (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,5th,1/2 l,3,9-4,81,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Georgeta,C. T. Keane,0,G. M. Lyons,4th,Neck,3,9-0,77,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Hymn Book Too (IRE),K. J. Manning,0,J. S. Bolger,3rd,1/2 l,3,9-2t,79,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Dark Vega (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 1/2 l,3,9-6p1,83,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Miramis (IRE),R. C. Colgan,0,Ms Sheila Lavery,1st,N/A,4,9-4,75,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Sally Golightly (IRE),L. T. McAteer,3,Jack W. Davison,13th,14 l,3,9-2,79,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Corky (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,12th,24 l,3,9-4,81,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Plume Noire (IRE),Seamie Heffernan,0,B. Duffy,11th,1 l,4,10-0,85,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Ms Eagleton (IRE),William James Lee,0,Miss Hilary McLoughlin,10th,1/2 l,4,9-3,74,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,New Hill (IRE),R. P. Cleary,0,Ms Sheila Lavery,9th,2 1/4 l,4,9-1,72,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Red Heel (IRE),J. A. Powell,7,Michael Mulvany,8th,2 1/4 l,5,9-13,84,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Alma Libre (ARG),W. M. Lordan,0,Miss Natalia Lupini,7th,Short Head,4,9-4p1,75,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Pachmena (IRE),R. Whearty,7,Gavin Patrick Cromwell,6th,3/4 l,5,9-4p,75,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Giselles Ausie (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,5th,1/2 l,3,9-4,81,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Georgeta,C. T. Keane,0,G. M. Lyons,4th,Neck,3,9-0,77,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Hymn Book Too (IRE),K. J. Manning,0,J. S. Bolger,3rd,1/2 l,3,9-2t,79,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Dark Vega (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 1/2 l,3,9-6p1,83,True,19,44
N/A,N/A,16:20,Good To Yielding,1m 1f,Miramis (IRE),R. C. Colgan,0,Ms Sheila Lavery,1st,N/A,4,9-4,75,True,19,44
N/A,N/A,16:55,Good To Yielding,1m 1f,French Rescue (IRE),G. P. Halpin,0,John Geoghegan,14th,2 1/4 l,3,9-5t,59,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Treble Cone,James J. Doyle,0,Gerard Keane,13th,3/4 l,7,8-13b,47,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Kudbegood (IRE),Emmet McNamara,0,P. J. F. Murphy,12th,1/2 l,7,9-8tp,56,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Chutzpal (IRE),M. A. Enright,0,Miss Jennifer Anne Lynch,11th,3/4 l,3,9-7,61,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Atlas (IRE),J. J. G. Ryan,7,T. G. McCourt,10th,Neck,9,9-8v,56,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Star Official (IRE),Jack Cleary,7,R. Donohoe,9th,Short Head,4,9-12,60,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Non Mollare (IRE),Julie Burke,0,John Michael Burke,8th,1 l,5,8-13,47,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Insulate (IRE),R. P. Cleary,0,J. S. Bolger,7th,Short Head,3,9-5,59,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Dagoda (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,Head,4,10-1,63,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Miss Cunning (IRE),Jessica O'Gorman,10,Aengus King,5th,Neck,5,9-8v,56,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Kartayaz (IRE),Kyanna Van Buuren,10,John McConnell,4th,1 1/4 l,5,8-13,47,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Salt Whistle Bay (IRE),C. J. MacRedmond,5,J. F. Levins,3rd,1/2 l,8,9-5p,53,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Everylittlestep (IRE),N. G. McCullagh,0,Yvonne Latta,2nd,1 1/2 l,4,9-1ht,49,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Our Dickie (IRE),L. F. Roche,0,Ms Claire O'Connell,1st,N/A,3,8-7tp1,47,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,French Rescue (IRE),G. P. Halpin,0,John Geoghegan,14th,2 1/4 l,3,9-5t,59,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Treble Cone,James J. Doyle,0,Gerard Keane,13th,3/4 l,7,8-13b,47,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Kudbegood (IRE),Emmet McNamara,0,P. J. F. Murphy,12th,1/2 l,7,9-8tp,56,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Chutzpal (IRE),M. A. Enright,0,Miss Jennifer Anne Lynch,11th,3/4 l,3,9-7,61,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Atlas (IRE),J. J. G. Ryan,7,T. G. McCourt,10th,Neck,9,9-8v,56,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Star Official (IRE),Jack Cleary,7,R. Donohoe,9th,Short Head,4,9-12,60,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Non Mollare (IRE),Julie Burke,0,John Michael Burke,8th,1 l,5,8-13,47,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Insulate (IRE),R. P. Cleary,0,J. S. Bolger,7th,Short Head,3,9-5,59,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Dagoda (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,Head,4,10-1,63,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Miss Cunning (IRE),Jessica O'Gorman,10,Aengus King,5th,Neck,5,9-8v,56,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Kartayaz (IRE),Kyanna Van Buuren,10,John McConnell,4th,1 1/4 l,5,8-13,47,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Salt Whistle Bay (IRE),C. J. MacRedmond,5,J. F. Levins,3rd,1/2 l,8,9-5p,53,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Everylittlestep (IRE),N. G. McCullagh,0,Yvonne Latta,2nd,1 1/2 l,4,9-1ht,49,True,19,45
N/A,N/A,16:55,Good To Yielding,1m 1f,Our Dickie (IRE),L. F. Roche,0,Ms Claire O'Connell,1st,N/A,3,8-7tp1,47,True,19,45
N/A,N/A,17:30,Good To Yielding,1m 1f,Benkogambit (IRE),L. F. Roche,0,Martin Brassil,14th,Neck,4,8-12t,47,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Wayne R Walker,S. D. Bowen,7,Donal Kinsella,13th,1 l,3,8-11t1,52,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Men Of Dreams (IRE),C. J. MacRedmond,5,J. F. Levins,12th,Short Head,4,9-12v,61,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Rock Dandy (IRE),C. Horgan,7,A. Slattery,11th,1 1/4 l,4,9-5,54,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Breezy Zoff (IRE),R. Whearty,7,Gavin Patrick Cromwell,10th,Neck,3,9-4,59,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Mads Black Eights (IRE),R. C. Colgan,0,Matthew J. Smith,9th,2 l,6,10-1,64,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Leabaland (IRE),Emmet McNamara,0,M. M. Lynch,8th,Short Head,5,9-12b,61,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Maura's Gift (IRE),Siobhan Rutledge,5,Paul W. Flynn,7th,3/4 l,3,8-7,48,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Tara Power (IRE),T. P. Madden,0,Keith Henry Clarke,6th,1 1/4 l,4,9-9,58,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,The Lion Strikes (IRE),M. A. Enright,0,Miss Jennifer Anne Lynch,5th,1/2 l,3,8-10,51,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Lucky Queen (IRE),D. A. Kidd,10,P. J. F. Murphy,4th,Neck,3,8-12tp,53,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Soilse (IRE),R. P. Cleary,0,J. S. Bolger,3rd,Neck,4,9-13t1,62,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Hello Power (IRE),N. G. McCullagh,0,G. O'Leary,2nd,Neck,3,9-5,60,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,St Cianans Fire (IRE),C. P. Hoban,0,John McConnell,1st,N/A,4,9-3t,52,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Benkogambit (IRE),L. F. Roche,0,Martin Brassil,14th,Neck,4,8-12t,47,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Wayne R Walker,S. D. Bowen,7,Donal Kinsella,13th,1 l,3,8-11t1,52,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Men Of Dreams (IRE),C. J. MacRedmond,5,J. F. Levins,12th,Short Head,4,9-12v,61,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Rock Dandy (IRE),C. Horgan,7,A. Slattery,11th,1 1/4 l,4,9-5,54,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Breezy Zoff (IRE),R. Whearty,7,Gavin Patrick Cromwell,10th,Neck,3,9-4,59,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Mads Black Eights (IRE),R. C. Colgan,0,Matthew J. Smith,9th,2 l,6,10-1,64,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Leabaland (IRE),Emmet McNamara,0,M. M. Lynch,8th,Short Head,5,9-12b,61,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Maura's Gift (IRE),Siobhan Rutledge,5,Paul W. Flynn,7th,3/4 l,3,8-7,48,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Tara Power (IRE),T. P. Madden,0,Keith Henry Clarke,6th,1 1/4 l,4,9-9,58,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,The Lion Strikes (IRE),M. A. Enright,0,Miss Jennifer Anne Lynch,5th,1/2 l,3,8-10,51,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Lucky Queen (IRE),D. A. Kidd,10,P. J. F. Murphy,4th,Neck,3,8-12tp,53,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Soilse (IRE),R. P. Cleary,0,J. S. Bolger,3rd,Neck,4,9-13t1,62,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,Hello Power (IRE),N. G. McCullagh,0,G. O'Leary,2nd,Neck,3,9-5,60,True,19,46
N/A,N/A,17:30,Good To Yielding,1m 1f,St Cianans Fire (IRE),C. P. Hoban,0,John McConnell,1st,N/A,4,9-3t,52,True,19,46
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Athagabhain (IRE),Gearoid Patrick Brouder,5,Adrian Sexton,PU,N/A,5,11-7b1,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Raven Rule (IRE),D. J. O'Keeffe,0,W. J. Burke,PU,N/A,7,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Elite Des Mottes (FR),Richard Deegan,0,Eoin Christopher McCarthy,F,N/A,8,11-7t1,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Hidden Land (USA),Mr J. C. Barry,3,Andrew Kinirons,F,N/A,5,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Miss Polly Shelby (IRE),K. C. Sexton,0,Ronan M. P. McNally,6th,4 1/2 l,5,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Pepperocco (IRE),Sean Flanagan,0,David Harry Kelly,5th,2 1/2 l,5,11-7t1,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,North Of Nashville (IRE),S. F. O'Keeffe,0,Colin Bowe,4th,13 l,5,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Hope Des Blins (FR),B. J. Cooper,0,John Patrick Ryan,3rd,1/2 l,5,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Mighty Meggsie (IRE),Mr C. Smithers,7,Mrs J. Harrington,2nd,15 l,6,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Faith Du Val (FR),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,7,11-7t,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Athagabhain (IRE),Gearoid Patrick Brouder,5,Adrian Sexton,PU,N/A,5,11-7b1,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Raven Rule (IRE),D. J. O'Keeffe,0,W. J. Burke,PU,N/A,7,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Elite Des Mottes (FR),Richard Deegan,0,Eoin Christopher McCarthy,F,N/A,8,11-7t1,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Hidden Land (USA),Mr J. C. Barry,3,Andrew Kinirons,F,N/A,5,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Miss Polly Shelby (IRE),K. C. Sexton,0,Ronan M. P. McNally,6th,4 1/2 l,5,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Pepperocco (IRE),Sean Flanagan,0,David Harry Kelly,5th,2 1/2 l,5,11-7t1,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,North Of Nashville (IRE),S. F. O'Keeffe,0,Colin Bowe,4th,13 l,5,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Hope Des Blins (FR),B. J. Cooper,0,John Patrick Ryan,3rd,1/2 l,5,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Mighty Meggsie (IRE),Mr C. Smithers,7,Mrs J. Harrington,2nd,15 l,6,11-7,-,True,19,47
Sligo Racing Results | 14th September 2022 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f 55y,Faith Du Val (FR),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,7,11-7t,-,True,19,47
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Kilashee (IRE),J. P. Kirwan,7,John Patrick Ryan,UR,N/A,7,10-9,97,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Elegant Lass (IRE),D. J. O'Keeffe,0,T. Gibney,F,N/A,7,12-0t,116,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Custers Mistake (IRE),K. J. Brouder,0,Mark McNiff,6th,38 l,5,11-3t,105,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Trees Valley (IRE),Donagh Meyler,0,W. J. Burke,5th,21 l,9,10-6t,94,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Happy Dreams (FR),C. A. Landers,0,Michael J. McDonagh,4th,7 1/2 l,5,10-0,88,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Alexharwill (IRE),S. F. O'Keeffe,0,L. Young,3rd,4 l,7,10-3,91,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Name Me Famous (IRE),Richard Deegan,0,Eoin Christopher McCarthy,2nd,4 l,6,10-2tp,90,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Golden Sandbanks,Sean Flanagan,0,Paul W. Flynn,1st,N/A,5,10-11tp,99,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Kilashee (IRE),J. P. Kirwan,7,John Patrick Ryan,UR,N/A,7,10-9,97,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Elegant Lass (IRE),D. J. O'Keeffe,0,T. Gibney,F,N/A,7,12-0t,116,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Custers Mistake (IRE),K. J. Brouder,0,Mark McNiff,6th,38 l,5,11-3t,105,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Trees Valley (IRE),Donagh Meyler,0,W. J. Burke,5th,21 l,9,10-6t,94,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Happy Dreams (FR),C. A. Landers,0,Michael J. McDonagh,4th,7 1/2 l,5,10-0,88,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Alexharwill (IRE),S. F. O'Keeffe,0,L. Young,3rd,4 l,7,10-3,91,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Name Me Famous (IRE),Richard Deegan,0,Eoin Christopher McCarthy,2nd,4 l,6,10-2tp,90,True,19,48
Sligo Racing Results | 14th September 2022 14:35,N/A,14:35,Good To Yielding (Good In Places),2m 1f 55y,Golden Sandbanks,Sean Flanagan,0,Paul W. Flynn,1st,N/A,5,10-11tp,99,True,19,48
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Dontdooddson (FR),G. B. Noonan,7,Eoin Christopher McCarthy,UR,N/A,9,10-3,107,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,The Dara Man (IRE),B. J. Cooper,0,John Patrick Ryan,PU,N/A,7,11-11,129,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Benefit Run (IRE),L. P. Dempsey,0,Ross O'Sullivan,PU,N/A,10,11-0p,118,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Downthecellar (IRE),J. J. Slevin,0,E. J. O'Grady,4th,7 l,8,11-5t,123,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Ingleby Mackenzie,Rachael Blackmore,0,Henry de Bromhead,3rd,14 l,8,10-12tp,116,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Bold Emperor (IRE),D. J. O'Keeffe,0,T. Gibney,2nd,10 l,9,11-7,125,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Dollar Value (USA),Keith Donoghue,0,T. G. McCourt,1st,N/A,7,12-0,132,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Dontdooddson (FR),G. B. Noonan,7,Eoin Christopher McCarthy,UR,N/A,9,10-3,107,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,The Dara Man (IRE),B. J. Cooper,0,John Patrick Ryan,PU,N/A,7,11-11,129,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Benefit Run (IRE),L. P. Dempsey,0,Ross O'Sullivan,PU,N/A,10,11-0p,118,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Downthecellar (IRE),J. J. Slevin,0,E. J. O'Grady,4th,7 l,8,11-5t,123,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Ingleby Mackenzie,Rachael Blackmore,0,Henry de Bromhead,3rd,14 l,8,10-12tp,116,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Bold Emperor (IRE),D. J. O'Keeffe,0,T. Gibney,2nd,10 l,9,11-7,125,True,19,49
Sligo Racing Results | 14th September 2022 15:10,N/A,15:10,Good To Yielding (Good In Places),2m 1f 55y,Dollar Value (USA),Keith Donoghue,0,T. G. McCourt,1st,N/A,7,12-0,132,True,19,49
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Quaker Island (IRE),K. C. Sexton,0,Peter Fahey,PU,N/A,7,11-12b,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Doyen's Diva (IRE),N. T. Prendergast,7,John Patrick Ryan,PU,N/A,8,11-5,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Kaytana (IRE),C. A. Landers,0,Michael J. McDonagh,F,N/A,5,11-12,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Iluvyounow (IRE),S. O'Callaghan,0,Ross O'Sullivan,F,N/A,7,11-5p,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Trendy Lady (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,7 l,6,11-5t,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Eagle Terrace,J. S. McGarvey,0,John Joseph Hanlon,4th,11 l,4,11-1,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,The Great White (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,3rd,2 3/4 l,8,11-12t,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Clonbury Bridge (IRE),L. P. Dempsey,0,J. P. Dempsey,2nd,3/4 l,6,11-12t,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Broken Ice (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-12p,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Quaker Island (IRE),K. C. Sexton,0,Peter Fahey,PU,N/A,7,11-12b,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Doyen's Diva (IRE),N. T. Prendergast,7,John Patrick Ryan,PU,N/A,8,11-5,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Kaytana (IRE),C. A. Landers,0,Michael J. McDonagh,F,N/A,5,11-12,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Iluvyounow (IRE),S. O'Callaghan,0,Ross O'Sullivan,F,N/A,7,11-5p,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Trendy Lady (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,7 l,6,11-5t,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Eagle Terrace,J. S. McGarvey,0,John Joseph Hanlon,4th,11 l,4,11-1,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,The Great White (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,3rd,2 3/4 l,8,11-12t,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Clonbury Bridge (IRE),L. P. Dempsey,0,J. P. Dempsey,2nd,3/4 l,6,11-12t,-,True,19,50
Sligo Racing Results | 14th September 2022 15:45,N/A,15:45,Good To Yielding (Good In Places),2m 5f 47y,Broken Ice (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-12p,-,True,19,50
