track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:25,Heavy,7f 162y,Red Heel (IRE),Wesley Joyce,7,W. McCreery,8th,Short Head,6,9-10,73,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Speckled Meadow (IRE),Adam Caffrey,5,Don Browne,7th,1 l,6,9-1,64,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Eastern Wind,J. J. G. Ryan,5,T. G. McCourt,6th,1/2 l,4,9-13p,76,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Tea Olive (FR),G. F. Carroll,0,Noel Meade,5th,2 1/4 l,3,9-6,72,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Lady Arwen,C. Horgan,7,Conor O'Dwyer,4th,3 l,4,10-2,79,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Little Keilee (IRE),C. D. Hayes,0,Ciaran Murphy,3rd,Short Head,3,8-13,65,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Perfect Poise (IRE),C. T. Keane,0,G. M. Lyons,2nd,Neck,3,9-11,77,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Drop The Dip (IRE),G. M. Ryan,0,T. Gibney,1st,N/A,3,9-0,66,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Red Heel (IRE),Wesley Joyce,7,W. McCreery,8th,Short Head,6,9-10,73,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Speckled Meadow (IRE),Adam Caffrey,5,Don Browne,7th,1 l,6,9-1,64,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Eastern Wind,J. J. G. Ryan,5,T. G. McCourt,6th,1/2 l,4,9-13p,76,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Tea Olive (FR),G. F. Carroll,0,Noel Meade,5th,2 1/4 l,3,9-6,72,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Lady Arwen,C. Horgan,7,Conor O'Dwyer,4th,3 l,4,10-2,79,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Little Keilee (IRE),C. D. Hayes,0,Ciaran Murphy,3rd,Short Head,3,8-13,65,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Perfect Poise (IRE),C. T. Keane,0,G. M. Lyons,2nd,Neck,3,9-11,77,True,83,1
N/A,N/A,15:25,Heavy,7f 162y,Drop The Dip (IRE),G. M. Ryan,0,T. Gibney,1st,N/A,3,9-0,66,True,83,1
N/A,N/A,16:00,Heavy,5f,Kimbah (IRE),R. C. Colgan,0,Nigel Slevin,10th,5 l,4,8-13,47,True,83,2
N/A,N/A,16:00,Heavy,5f,Ever Rock (IRE),C. T. Keane,0,J. J. Lambe,9th,Head,7,9-3,51,True,83,2
N/A,N/A,16:00,Heavy,5f,Zig Zag Zyggy (IRE),C. J. MacRedmond,5,Adrian McGuinness,8th,1 1/2 l,8,9-1,49,True,83,2
N/A,N/A,16:00,Heavy,5f,Catherine Chroi (IRE),Siobhan Rutledge,3,Ms Claire O'Connell,7th,3/4 l,5,8-13b,47,True,83,2
N/A,N/A,16:00,Heavy,5f,Realtin Fantasy (IRE),C. Stone-Walsh,7,W. P. Browne,6th,Neck,7,9-4,52,True,83,2
N/A,N/A,16:00,Heavy,5f,Darcy's Rock,G. M. Ryan,0,J. J. Lambe,5th,1 1/2 l,4,8-13,47,True,83,2
N/A,N/A,16:00,Heavy,5f,Takana (IRE),D. M. Simmonson,7,James Andrew Fahey,4th,3 3/4 l,4,9-7,55,True,83,2
N/A,N/A,16:00,Heavy,5f,Step Back In Time (IRE),R. P. Cleary,0,Christopher David Timmons,3rd,1/2 l,5,9-7p,55,True,83,2
N/A,N/A,16:00,Heavy,5f,Art of Unity,R. M. Mulligan,10,Muredach Kelly,2nd,3 l,8,9-2v,50,True,83,2
N/A,N/A,16:00,Heavy,5f,Distillate,Adam Caffrey,5,Adrian McGuinness,1st,N/A,3,10-1t,64,True,83,2
N/A,N/A,16:00,Heavy,5f,Kimbah (IRE),R. C. Colgan,0,Nigel Slevin,10th,5 l,4,8-13,47,True,83,2
N/A,N/A,16:00,Heavy,5f,Ever Rock (IRE),C. T. Keane,0,J. J. Lambe,9th,Head,7,9-3,51,True,83,2
N/A,N/A,16:00,Heavy,5f,Zig Zag Zyggy (IRE),C. J. MacRedmond,5,Adrian McGuinness,8th,1 1/2 l,8,9-1,49,True,83,2
N/A,N/A,16:00,Heavy,5f,Catherine Chroi (IRE),Siobhan Rutledge,3,Ms Claire O'Connell,7th,3/4 l,5,8-13b,47,True,83,2
N/A,N/A,16:00,Heavy,5f,Realtin Fantasy (IRE),C. Stone-Walsh,7,W. P. Browne,6th,Neck,7,9-4,52,True,83,2
N/A,N/A,16:00,Heavy,5f,Darcy's Rock,G. M. Ryan,0,J. J. Lambe,5th,1 1/2 l,4,8-13,47,True,83,2
N/A,N/A,16:00,Heavy,5f,Takana (IRE),D. M. Simmonson,7,James Andrew Fahey,4th,3 3/4 l,4,9-7,55,True,83,2
N/A,N/A,16:00,Heavy,5f,Step Back In Time (IRE),R. P. Cleary,0,Christopher David Timmons,3rd,1/2 l,5,9-7p,55,True,83,2
N/A,N/A,16:00,Heavy,5f,Art of Unity,R. M. Mulligan,10,Muredach Kelly,2nd,3 l,8,9-2v,50,True,83,2
N/A,N/A,16:00,Heavy,5f,Distillate,Adam Caffrey,5,Adrian McGuinness,1st,N/A,3,10-1t,64,True,83,2
N/A,N/A,16:35,Heavy,1m 4f 15y,Zenon (IRE),Ben Martin Coen,0,W. P. Mullins,5th,6 l,9,9-11,-,True,83,3
N/A,N/A,16:35,Heavy,1m 4f 15y,Mr King (IRE),C. T. Keane,0,G. M. Lyons,4th,2 l,3,9-10,-,True,83,3
N/A,N/A,16:35,Heavy,1m 4f 15y,Charming Star (IRE),J. J. G. Ryan,5,T. G. McCourt,3rd,4 l,3,9-10p,-,True,83,3
N/A,N/A,16:35,Heavy,1m 4f 15y,Roaring Gallagher (FR),C. Stone-Walsh,7,Joseph Patrick O'Brien,2nd,Neck,3,9-5t,-,True,83,3
N/A,N/A,16:35,Heavy,1m 4f 15y,Star Harbour (IRE),C. J. MacRedmond,5,Adrian McGuinness,1st,N/A,5,10-2v,-,True,83,3
N/A,N/A,16:35,Heavy,1m 4f 15y,Zenon (IRE),Ben Martin Coen,0,W. P. Mullins,5th,6 l,9,9-11,-,True,83,3
N/A,N/A,16:35,Heavy,1m 4f 15y,Mr King (IRE),C. T. Keane,0,G. M. Lyons,4th,2 l,3,9-10,-,True,83,3
N/A,N/A,16:35,Heavy,1m 4f 15y,Charming Star (IRE),J. J. G. Ryan,5,T. G. McCourt,3rd,4 l,3,9-10p,-,True,83,3
N/A,N/A,16:35,Heavy,1m 4f 15y,Roaring Gallagher (FR),C. Stone-Walsh,7,Joseph Patrick O'Brien,2nd,Neck,3,9-5t,-,True,83,3
N/A,N/A,16:35,Heavy,1m 4f 15y,Star Harbour (IRE),C. J. MacRedmond,5,Adrian McGuinness,1st,N/A,5,10-2v,-,True,83,3
N/A,N/A,17:10,Heavy,1m 4f 15y,Baron Wild (IRE),L. F. Roche,0,Denis W. Cullen,12th,Nose,5,9-4t,53,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Snowhaven (IRE),S. McCullagh,3,Mrs J. Harrington,11th,4 3/4 l,3,9-6b1,62,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Boston Bongo (IRE),J. M. Sheridan,0,Barry Fitzgerald,10th,Short Head,4,9-8,57,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Bolero (FR),G. M. Ryan,0,Harry Rogers,9th,2 l,8,9-0tb1,49,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Glyde Ranger (IRE),J. J. G. Ryan,5,T. G. McCourt,8th,6 l,3,9-4,60,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Charlie Darling (FR),R. Whearty,5,Gavin Patrick Cromwell,7th,3 1/2 l,3,8-13,55,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,All Ways And Ever (IRE),L. T. McAteer,0,T. G. McCourt,6th,1/2 l,4,8-12t,47,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Katonah (IRE),C. T. Keane,0,Noel Meade,5th,Neck,3,9-6,62,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Chilean,R. C. Colgan,0,Luke Comer,4th,1 1/4 l,8,9-1tp,50,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Contrapposto (JPN),M. P. Sheehy,0,R. Donohoe,3rd,3 l,9,8-12p,47,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Enquire Within (IRE),Wesley Joyce,7,F. G. Hand,2nd,1 1/4 l,7,9-3tp,52,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Narlita (GER),R. P. Whelan,0,Harry Rogers,1st,N/A,4,10-2h,65,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Baron Wild (IRE),L. F. Roche,0,Denis W. Cullen,12th,Nose,5,9-4t,53,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Snowhaven (IRE),S. McCullagh,3,Mrs J. Harrington,11th,4 3/4 l,3,9-6b1,62,True,83,4
N/A,N/A,17:10,Heavy,1m 4f 15y,Boston Bongo (IRE),J. M. Sheridan,0,Barry Fitzgerald,10th,Short Head,4,9-8,57,True,83,4
