track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,20:30,Standard,1m 4f,What About This (IRE),M. A. Enright,0,Miss Jennifer Anne Lynch,14th,1/2 l,3,9-3h,58,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Wrapitup (IRE),Seamie Heffernan,0,Denis W. Cullen,13th,2 l,4,8-13,47,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Katzoff (IRE),Amy Jo Hayes,7,J. Morrison,12th,3/4 l,5,8-13,47,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Dodie Baby (IRE),James J. Doyle,0,Donal Commins,11th,Head,3,8-7h1,48,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Spiritual Grey (IRE),Siobhan Rutledge,5,Harry Rogers,10th,2 1/2 l,4,9-0,48,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Pak Army (IRE),R. P. Cleary,0,Eoin Doyle,9th,1 1/2 l,7,9-10tb,58,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Lamprog (IRE),D. B. McMonagle,0,R. P. Cody,8th,Neck,3,9-10b,65,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Boing,C. J. MacRedmond,5,Paul Traynor,7th,3/4 l,7,8-13t,47,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Power Drive,L. T. McAteer,3,Paul W. Flynn,6th,1 l,7,10-2p,64,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Aleksey Tolstoy (IRE),Shane Foley,0,James McAuley,5th,1 3/4 l,4,9-4p,52,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Lily of the Glen (IRE),K. J. Leonard,0,L. Smyth,4th,2 3/4 l,4,9-5,53,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Cursory Exam,C. T. Keane,0,G. O'Leary,3rd,1/2 l,4,10-2,64,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Guild,C. D. Hayes,0,Luke Comer,2nd,2 l,7,10-2t,64,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Draco Pulchrac (IRE),Ben Martin Coen,0,A. J. Martin,1st,N/A,4,9-10t,58,True,22,1
N/A,N/A,20:30,Standard,1m 4f,What About This (IRE),M. A. Enright,0,Miss Jennifer Anne Lynch,14th,1/2 l,3,9-3h,58,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Wrapitup (IRE),Seamie Heffernan,0,Denis W. Cullen,13th,2 l,4,8-13,47,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Katzoff (IRE),Amy Jo Hayes,7,J. Morrison,12th,3/4 l,5,8-13,47,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Dodie Baby (IRE),James J. Doyle,0,Donal Commins,11th,Head,3,8-7h1,48,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Spiritual Grey (IRE),Siobhan Rutledge,5,Harry Rogers,10th,2 1/2 l,4,9-0,48,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Pak Army (IRE),R. P. Cleary,0,Eoin Doyle,9th,1 1/2 l,7,9-10tb,58,True,22,1
N/A,N/A,20:30,Standard,1m 4f,Lamprog (IRE),D. B. McMonagle,0,R. P. Cody,8th,Neck,3,9-10b,65,True,22,1
