track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:20,Yielding To Soft,2m 4f,Smallcraftwarning (IRE),D. E. Mullins,0,Miss Evanna McCutcheon,PU,N/A,6,11-9t,97,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Gekkota (FR),Phillip Enright,0,T. J. O'Mara,PU,N/A,7,12-0,102,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Miss Arccol (IRE),Sean Flanagan,0,Peter Fahey,12th,8 l,8,11-5,93,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Navy Waves (IRE),E. Dwan,7,Mrs Julie Cashin,11th,11 l,5,11-5p1,93,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Humanitarian (USA),Shane Fenelon,7,John Joseph Hanlon,10th,Head,7,12-0,102,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Nazine (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,9th,1 3/4 l,6,11-12b,100,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Indie Belle (IRE),J. J. Slevin,0,Robert Widger,8th,6 l,6,11-6t,94,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Kitsilano (IRE),R. A. Doyle,0,John Joseph Murphy,7th,2 l,6,11-9,97,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Kalanisi Dubh (IRE),K. C. Sexton,0,Seamus Fahey,6th,1/2 l,7,11-6,94,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Kellie's Dream (IRE),C. M. Quirke,5,A. Slattery,5th,Head,6,11-8,96,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Light Parade (IRE),D. J. O'Keeffe,0,W. J. Burke,4th,1 1/2 l,6,11-6,94,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Run Like Fada (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,3rd,3 l,6,11-7,95,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Rockbrook (IRE),S. D. Torrens,0,P. J. Rothwell,2nd,7 1/2 l,6,11-4,92,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Millstream Lady (IRE),C. P. McNamara,0,Eric McNamara,1st,N/A,5,11-4,92,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Smallcraftwarning (IRE),D. E. Mullins,0,Miss Evanna McCutcheon,PU,N/A,6,11-9t,97,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Gekkota (FR),Phillip Enright,0,T. J. O'Mara,PU,N/A,7,12-0,102,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Miss Arccol (IRE),Sean Flanagan,0,Peter Fahey,12th,8 l,8,11-5,93,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Navy Waves (IRE),E. Dwan,7,Mrs Julie Cashin,11th,11 l,5,11-5p1,93,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Humanitarian (USA),Shane Fenelon,7,John Joseph Hanlon,10th,Head,7,12-0,102,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Nazine (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,9th,1 3/4 l,6,11-12b,100,True,82,1
N/A,N/A,15:20,Yielding To Soft,2m 4f,Indie Belle (IRE),J. J. Slevin,0,Robert Widger,8th,6 l,6,11-6t,94,True,82,1
