track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,She's A Nation (IRE),L T McAteer,0,Rory Devine,1st,N/A,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Boomtown Lad (IRE),M P Sheehy,0,M G Quinn,14th,7 l,3,9-8,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Who's Listening (IRE),Neve Bennett,7,John O'Donoghue,13th,25 l,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Royal Belief (IRE),N M Crosse,0,John O'Donoghue,12th,8 l,3,9-8,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Fixation (IRE),R P Whelan,0,N Stokes,11th,1 3/4 l,3,9-8,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Tickling (IRE),J J G Ryan,3,M A Molloy,10th,1 3/4 l,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Ithacan Queen (IRE),W M Lordan,0,H De Bromhead,9th,1/2 l,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Among The Pines (IRE),J Cleary,5,M C Grassick,8th,1 3/4 l,4,10-4t1,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Boogie Inthejungle,G F Carroll,0,G P Cromwell,7th,2 l,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Plaza Athenee,C T Keane,0,J J Murphy,6th,1 1/2 l,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Barbizon (IRE),S Foley,0,J J Murphy,5th,2 1/2 l,3,9-8,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Pretty Omagh Girl (IRE),B M Coen,0,A Oliver,4th,Neck,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Dawn Coming (IRE),D P McDonogh,0,J S Bolger,3rd,1 1/4 l,3,9-8,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Made U Blush,W J Lee,0,W McCreery,2nd,5 l,3,9-3v1,77,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,She's A Nation (IRE),L T McAteer,0,Rory Devine,1st,N/A,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Plastic Paddy,J Cleary,5,Tom McGuinness,20th,16 l,7,9-9h,75,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Mr Rango (IRE),G P Halpin,0,John M Harney,19th,1 l,7,10-1,81,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Sylkie,R P Cleary,0,D Howard,18th,4 1/4 l,4,9-4p,70,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Moondharrig (IRE),R Coakley,0,E Doyle,17th,1 3/4 l,5,9-2t,68,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Lucky Out (IRE),J A Heffernan,0,Miss T L Cogan,16th,4 1/2 l,4,9-0,66,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Genuine Jim (IRE),Nicola Burns,7,R P Burns,15th,1 l,5,9-3,69,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Eighty Eight (IRE),B M Coen,0,J Feane,14th,1 l,6,9-5,71,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Catena Zapata (IRE),C Cusack,10,H De Bromhead,13th,Short Head,7,9-8t,74,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Quatrain (IRE),W J Lee,0,K J Condon,12th,1 l,4,9-0t1,66,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Verhoyen,D McMonagle,0,M C Grassick,11th,1 1/4 l,10,9-5b,71,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Refreshment (IRE),G M Ryan,0,M Fahey,10th,3/4 l,3,9-3b,79,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Truth Be Told (IRE),C D Hayes,0,D K Weld,9th,Nose,3,8-13,75,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Ransom,L T McAteer,0,P Sweeney,8th,1 l,8,9-6t,72,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Neo Smart (IRE),D P McDonogh,0,J S Bolger,7th,Short Head,4,9-4t,70,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Quar Shamar (GER),D W O'Connor,0,R O'Sullivan,6th,Neck,5,10-1,81,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Port Louis (IRE),M W Hassett,3,N Meade,5th,3/4 l,4,9-6p1,72,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Instant Appeal,S Foley,0,Mrs J Harrington,4th,1 1/2 l,4,9-12,78,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Pallatine Hills (IRE),J A Powell,3,E & P Harty,3rd,Head,3,8-8b,70,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Empress Artemis (IRE),C T Keane,0,G M Lyons,2nd,3/4 l,3,8-13,75,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Moonhall Church (IRE),L F Roche,0,Alan McIntyre,1st,N/A,3,8-8,70,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Plastic Paddy,J Cleary,5,Tom McGuinness,20th,16 l,7,9-9h,75,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Mr Rango (IRE),G P Halpin,0,John M Harney,19th,1 l,7,10-1,81,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Sylkie,R P Cleary,0,D Howard,18th,4 1/4 l,4,9-4p,70,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Moondharrig (IRE),R Coakley,0,E Doyle,17th,1 3/4 l,5,9-2t,68,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Lucky Out (IRE),J A Heffernan,0,Miss T L Cogan,16th,4 1/2 l,4,9-0,66,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Genuine Jim (IRE),Nicola Burns,7,R P Burns,15th,1 l,5,9-3,69,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Eighty Eight (IRE),B M Coen,0,J Feane,14th,1 l,6,9-5,71,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Catena Zapata (IRE),C Cusack,10,H De Bromhead,13th,Short Head,7,9-8t,74,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Quatrain (IRE),W J Lee,0,K J Condon,12th,1 l,4,9-0t1,66,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Verhoyen,D McMonagle,0,M C Grassick,11th,1 1/4 l,10,9-5b,71,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Refreshment (IRE),G M Ryan,0,M Fahey,10th,3/4 l,3,9-3b,79,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Truth Be Told (IRE),C D Hayes,0,D K Weld,9th,Nose,3,8-13,75,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Ransom,L T McAteer,0,P Sweeney,8th,1 l,8,9-6t,72,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Neo Smart (IRE),D P McDonogh,0,J S Bolger,7th,Short Head,4,9-4t,70,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Quar Shamar (GER),D W O'Connor,0,R O'Sullivan,6th,Neck,5,10-1,81,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Port Louis (IRE),M W Hassett,3,N Meade,5th,3/4 l,4,9-6p1,72,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Instant Appeal,S Foley,0,Mrs J Harrington,4th,1 1/2 l,4,9-12,78,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Pallatine Hills (IRE),J A Powell,3,E & P Harty,3rd,Head,3,8-8b,70,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Empress Artemis (IRE),C T Keane,0,G M Lyons,2nd,3/4 l,3,8-13,75,True,2,35
Curragh Racing Results | 27th June 2025 18:50,2025-06-27,18:50,Good (Good To Yielding In Places),1m,Moonhall Church (IRE),L F Roche,0,Alan McIntyre,1st,N/A,3,8-8,70,True,2,35
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Elman (IRE),B M Coen,0,J P Murtagh,NR,N/A,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Triumphant Knight (IRE),D W O'Connor,0,W J Fitzpatrick,19th,12 l,5,10-6,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,The Angelic Doctor,L T McAteer,0,Miss K Brown,18th,10 l,3,9-8h1,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Albert Hirsch (IRE),G M Ryan,0,M C Grassick,17th,13 l,5,10-6p1,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Luminous Approach (IRE),R Coakley,0,J S Bolger,16th,1/2 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Word For Word (IRE),Adam Caffrey,0,J J Murphy,15th,Neck,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Copper Craft (IRE),R Whearty,3,A Oliver,14th,Neck,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Oranzona (IRE),J J G Ryan,3,S Lavery,13th,Neck,3,9-3,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Railgun (IRE),J M Sheridan,0,J A Stack,12th,3 1/2 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Dreamed To Dream (FR),W M Lordan,0,N Lupini,11th,1/2 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Cezarro (IRE),R P Whelan,0,John O'Donoghue,10th,1/2 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Drivers Seat,S T McCullagh,0,J P O'Brien,9th,3 l,3,9-8p,72,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Dun An Oir (IRE),J A Heffernan,0,Mrs J Harrington,8th,1 1/4 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Queen Of The Bogs (IRE),N M Crosse,0,J J Murphy,7th,1/2 l,3,9-3,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Falls Of Acharn,S Foley,0,Mrs J Harrington,6th,2 3/4 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Frank Pickle (IRE),D P McDonogh,0,Mrs D Foster,5th,4 1/2 l,4,10-6,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Nepal (IRE),G F Carroll,0,J J Murphy,4th,Head,3,9-8,75,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Tswalu (IRE),D McMonagle,0,J P O'Brien,3rd,2 l,3,9-3,84,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Game Point (IRE),C T Keane,0,G M Lyons,2nd,Neck,3,9-8,88,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Our Friend Mouse (IRE),W J Lee,0,A Oliver,1st,N/A,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Elman (IRE),B M Coen,0,J P Murtagh,NR,N/A,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Triumphant Knight (IRE),D W O'Connor,0,W J Fitzpatrick,19th,12 l,5,10-6,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,The Angelic Doctor,L T McAteer,0,Miss K Brown,18th,10 l,3,9-8h1,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Albert Hirsch (IRE),G M Ryan,0,M C Grassick,17th,13 l,5,10-6p1,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Luminous Approach (IRE),R Coakley,0,J S Bolger,16th,1/2 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Word For Word (IRE),Adam Caffrey,0,J J Murphy,15th,Neck,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Copper Craft (IRE),R Whearty,3,A Oliver,14th,Neck,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Oranzona (IRE),J J G Ryan,3,S Lavery,13th,Neck,3,9-3,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Railgun (IRE),J M Sheridan,0,J A Stack,12th,3 1/2 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Dreamed To Dream (FR),W M Lordan,0,N Lupini,11th,1/2 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Cezarro (IRE),R P Whelan,0,John O'Donoghue,10th,1/2 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Drivers Seat,S T McCullagh,0,J P O'Brien,9th,3 l,3,9-8p,72,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Dun An Oir (IRE),J A Heffernan,0,Mrs J Harrington,8th,1 1/4 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Queen Of The Bogs (IRE),N M Crosse,0,J J Murphy,7th,1/2 l,3,9-3,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Falls Of Acharn,S Foley,0,Mrs J Harrington,6th,2 3/4 l,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Frank Pickle (IRE),D P McDonogh,0,Mrs D Foster,5th,4 1/2 l,4,10-6,-,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Nepal (IRE),G F Carroll,0,J J Murphy,4th,Head,3,9-8,75,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Tswalu (IRE),D McMonagle,0,J P O'Brien,3rd,2 l,3,9-3,84,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Game Point (IRE),C T Keane,0,G M Lyons,2nd,Neck,3,9-8,88,True,2,36
Curragh Racing Results | 27th June 2025 19:25,2025-06-27,19:25,Good,1m 2f,Our Friend Mouse (IRE),W J Lee,0,A Oliver,1st,N/A,3,9-8,-,True,2,36
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Matt Connor (IRE),J Cleary,2,M Brassil,16th,14 l,5,9-2tp,68,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Bruant,D King,0,A J Martin,15th,1/2 l,4,10-1,81,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Surrey Force (FR),Nicola Burns,4,T Gibney,14th,3 3/4 l,4,8-8,60,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Jr Mahon (IRE),K G Kennedy,2,Mrs J Harrington,13th,3/4 l,3,8-7p,70,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Sunny Dude (IRE),J A Powell,0,D Buckley,12th,2 1/4 l,5,8-7,40,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Pachmena (IRE),R Whearty,0,G P Cromwell,11th,3/4 l,8,9-10t,76,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Cinammon Coco (IRE),M W Hassett,0,J P O'Brien,10th,1/2 l,3,8-7p1,72,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Daboya (IRE),D J O'Connor,7,R Donohoe,9th,2 l,4,9-6,72,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Party Dress (IRE),Megan Telford-Kelly,7,W McCreery,8th,2 1/2 l,5,9-8tv1,74,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Not Just Any Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,7th,3/4 l,6,10-2,82,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Barrogstown Girl (IRE),Neve Bennett,7,J P Fahey,6th,1/2 l,5,9-4,70,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Crassus (IRE),J J G Ryan,0,N Meade,5th,1 3/4 l,8,9-13,79,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Folly Beach,W Joyce,0,M A Molloy,4th,Neck,7,8-7,58,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Chutzpal (IRE),A S Grant,7,H De Bromhead,3rd,1/2 l,6,9-4b,70,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Fortuna Vera (IRE),J Pietropaolo,7,J P O'Brien,2nd,1 1/2 l,3,8-13,79,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Pillar Of Hope,P McGettigan,7,P Sweeney,1st,N/A,7,8-13,65,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Matt Connor (IRE),J Cleary,2,M Brassil,16th,14 l,5,9-2tp,68,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Bruant,D King,0,A J Martin,15th,1/2 l,4,10-1,81,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Surrey Force (FR),Nicola Burns,4,T Gibney,14th,3 3/4 l,4,8-8,60,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Jr Mahon (IRE),K G Kennedy,2,Mrs J Harrington,13th,3/4 l,3,8-7p,70,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Sunny Dude (IRE),J A Powell,0,D Buckley,12th,2 1/4 l,5,8-7,40,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Pachmena (IRE),R Whearty,0,G P Cromwell,11th,3/4 l,8,9-10t,76,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Cinammon Coco (IRE),M W Hassett,0,J P O'Brien,10th,1/2 l,3,8-7p1,72,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Daboya (IRE),D J O'Connor,7,R Donohoe,9th,2 l,4,9-6,72,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Party Dress (IRE),Megan Telford-Kelly,7,W McCreery,8th,2 1/2 l,5,9-8tv1,74,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Not Just Any Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,7th,3/4 l,6,10-2,82,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Barrogstown Girl (IRE),Neve Bennett,7,J P Fahey,6th,1/2 l,5,9-4,70,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Crassus (IRE),J J G Ryan,0,N Meade,5th,1 3/4 l,8,9-13,79,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Folly Beach,W Joyce,0,M A Molloy,4th,Neck,7,8-7,58,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Chutzpal (IRE),A S Grant,7,H De Bromhead,3rd,1/2 l,6,9-4b,70,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Fortuna Vera (IRE),J Pietropaolo,7,J P O'Brien,2nd,1 1/2 l,3,8-13,79,True,2,37
Curragh Racing Results | 27th June 2025 20:00,2025-06-27,20:00,Good,1m 4f,Pillar Of Hope,P McGettigan,7,P Sweeney,1st,N/A,7,8-13,65,True,2,37
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Bright Start (USA),Megan Sheedy,0,S M Duffy,13th,11 l,8,12-0,49,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Uncle Albert (IRE),Grainne Cotter,0,K P Cotter,12th,1 1/4 l,4,12-3,62,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Red Hugh O'Donnell (IRE),Julia Crowe,0,G Scott,11th,3 1/4 l,4,12-0t,63,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Jungle Cove (IRE),Susan Salter,0,Mrs J Harrington,10th,2 1/4 l,8,12-6,79,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Jazzy Rock (IRE),Nicole Groyer,0,Francis Casey,9th,3 3/4 l,6,11-9,48,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Fascinating Shadow (IRE),Lydia Dodd,0,J J Hanlon,8th,1 3/4 l,7,12-0t,57,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Red Ball Of Fire (IRE),Lydia Rogers,0,M M McNiff,7th,1/2 l,8,11-9,54,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,San Andreas (IRE),Robin De Pelsmaeker,0,J P O'Brien,6th,2 3/4 l,9,12-9,83,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Duke Of Leggagh (IRE),Madison Clancy,0,M Mulvany,5th,4 1/4 l,5,12-9t,71,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Chortal,Chloe Kirwan,0,G Elliott,4th,Neck,4,12-3t,74,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Relevant Range (IRE),Clive Ryan,0,G Scott,3rd,5 1/2 l,6,12-3,56,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Solar Breeze (IRE),Alisha Mccormack,0,Daniel McLoughlin,2nd,1 1/2 l,6,11-9,74,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Prairie Dancer (IRE),Mohammed Al Attiyah,0,J P O'Brien,1st,N/A,7,12-6,86,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Bright Start (USA),Megan Sheedy,0,S M Duffy,13th,11 l,8,12-0,49,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Uncle Albert (IRE),Grainne Cotter,0,K P Cotter,12th,1 1/4 l,4,12-3,62,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Red Hugh O'Donnell (IRE),Julia Crowe,0,G Scott,11th,3 1/4 l,4,12-0t,63,True,2,38
