track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 23rd June 2025 19:15,2025-06-23,19:15,Good To Yielding,1m 1f 163y,Glenroyal (IRE),D McMonagle,0,J P O'Brien,2nd,1/2 l,3,10-0,60,True,2,21
Ballinrobe Racing Results | 23rd June 2025 19:15,2025-06-23,19:15,Good To Yielding,1m 1f 163y,Curroy Lady,C T Keane,0,M M McNiff,1st,N/A,3,9-3,49,True,2,21
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Evening's Empire (IRE),J J G Ryan,3,J Barcoe,14th,5 1/2 l,5,9-8,64,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Allo Al Khawaneej,S P Davis,0,C Byrnes,13th,5 l,5,9-6p,62,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Powerful Hook Head (GER),D McMonagle,0,J P O'Brien,12th,4 1/4 l,4,10-0t,70,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Dontgowithjoe (IRE),S Foley,0,P J Rothwell,11th,1 3/4 l,4,9-8,64,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Khormor Syd (IRE),D S O'Sullivan,7,G Scott,10th,Head,4,9-7,63,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,The Mediator (IRE),C D Hayes,0,G Elliott,9th,1 l,8,9-13b,69,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Out On Friday (IRE),W Joyce,3,P Byrne,8th,4 1/4 l,9,9-8,64,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Ms Messi (IRE),G F Carroll,0,P W Flynn,7th,Nose,4,9-6,62,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Fianna (IRE),W J Lee,0,W McCreery,6th,3 1/2 l,4,9-9,65,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Spanish John (IRE),K G Kennedy,5,P A Fahy,5th,1/2 l,7,9-5,61,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Desert Friend (IRE),B M Coen,0,Mrs D Foster,4th,Neck,9,9-11,67,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Preparations (IRE),J M Sheridan,0,A Slattery,3rd,4 3/4 l,4,9-12,68,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Positive Energy (IRE),C T Keane,0,M O'Callaghan,2nd,3 3/4 l,4,9-13,69,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Magnetic North (IRE),Nicola Burns,7,Peter Fahey,1st,N/A,10,9-7v,63,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Evening's Empire (IRE),J J G Ryan,3,J Barcoe,14th,5 1/2 l,5,9-8,64,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Allo Al Khawaneej,S P Davis,0,C Byrnes,13th,5 l,5,9-6p,62,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Powerful Hook Head (GER),D McMonagle,0,J P O'Brien,12th,4 1/4 l,4,10-0t,70,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Dontgowithjoe (IRE),S Foley,0,P J Rothwell,11th,1 3/4 l,4,9-8,64,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Khormor Syd (IRE),D S O'Sullivan,7,G Scott,10th,Head,4,9-7,63,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,The Mediator (IRE),C D Hayes,0,G Elliott,9th,1 l,8,9-13b,69,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Out On Friday (IRE),W Joyce,3,P Byrne,8th,4 1/4 l,9,9-8,64,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Ms Messi (IRE),G F Carroll,0,P W Flynn,7th,Nose,4,9-6,62,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Fianna (IRE),W J Lee,0,W McCreery,6th,3 1/2 l,4,9-9,65,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Spanish John (IRE),K G Kennedy,5,P A Fahy,5th,1/2 l,7,9-5,61,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Desert Friend (IRE),B M Coen,0,Mrs D Foster,4th,Neck,9,9-11,67,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Preparations (IRE),J M Sheridan,0,A Slattery,3rd,4 3/4 l,4,9-12,68,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Positive Energy (IRE),C T Keane,0,M O'Callaghan,2nd,3 3/4 l,4,9-13,69,True,2,22
Ballinrobe Racing Results | 23rd June 2025 19:50,2025-06-23,19:50,Yielding,1m 5f 9y,Magnetic North (IRE),Nicola Burns,7,Peter Fahey,1st,N/A,10,9-7v,63,True,2,22
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Dame Rapide (IRE),L T McAteer,0,Cian Hughes,12th,3 1/4 l,8,10-0,86,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Gangster Granny (IRE),S Foley,0,Mrs J Harrington,11th,1/2 l,4,9-2p,74,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Arch Enemy (IRE),S Coen,7,P Magee,10th,Neck,6,9-7,79,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Sissi (IRE),D McMonagle,0,J P O'Brien,9th,3 3/4 l,4,9-5t,77,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Royal Eagle (IRE),K G Kennedy,5,G Elliott,8th,4 1/2 l,7,9-11,83,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Beauparc (IRE),C T Keane,0,G Keane,7th,3/4 l,5,9-10,82,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Empress Alma (IRE),G F Carroll,0,G P Cromwell,6th,3/4 l,4,8-13,71,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Shoda (IRE),D P McDonogh,0,J P O'Brien,5th,Head,4,9-7,79,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Fratas (IRE),W Joyce,3,M Mulvany,4th,1/2 l,5,9-9,81,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,No Niki No (IRE),C D Hayes,0,Eoghan O'Neill,3rd,4 1/2 l,9,9-12b,84,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Elana Osario,W J Lee,0,P Twomey,2nd,Head,4,9-11,83,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Heather (IRE),Nicola Burns,7,G M Lyons,1st,N/A,3,8-10,83,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Dame Rapide (IRE),L T McAteer,0,Cian Hughes,12th,3 1/4 l,8,10-0,86,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Gangster Granny (IRE),S Foley,0,Mrs J Harrington,11th,1/2 l,4,9-2p,74,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Arch Enemy (IRE),S Coen,7,P Magee,10th,Neck,6,9-7,79,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Sissi (IRE),D McMonagle,0,J P O'Brien,9th,3 3/4 l,4,9-5t,77,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Royal Eagle (IRE),K G Kennedy,5,G Elliott,8th,4 1/2 l,7,9-11,83,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Beauparc (IRE),C T Keane,0,G Keane,7th,3/4 l,5,9-10,82,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Empress Alma (IRE),G F Carroll,0,G P Cromwell,6th,3/4 l,4,8-13,71,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Shoda (IRE),D P McDonogh,0,J P O'Brien,5th,Head,4,9-7,79,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Fratas (IRE),W Joyce,3,M Mulvany,4th,1/2 l,5,9-9,81,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,No Niki No (IRE),C D Hayes,0,Eoghan O'Neill,3rd,4 1/2 l,9,9-12b,84,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Elana Osario,W J Lee,0,P Twomey,2nd,Head,4,9-11,83,True,2,23
Ballinrobe Racing Results | 23rd June 2025 20:20,2025-06-23,20:20,Yielding,1m 5f 9y,Heather (IRE),Nicola Burns,7,G M Lyons,1st,N/A,3,8-10,83,True,2,23
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Mini Cotai (IRE),W Joyce,3,M Mulvany,7th,1 1/2 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Darwin's Angel (IRE),J Kearney,3,Stephen Thorne,6th,3/4 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Lady Landhort (IRE),B M Coen,0,M Fahey,5th,3 1/2 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Final Melody (IRE),L F Roche,0,N Lupini,4th,1/2 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Practical Move (IRE),L T McAteer,0,M Butler,3rd,6 1/2 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Dawn Romance (IRE),C T Keane,0,M O'Callaghan,2nd,6 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Havana Anna,G M Ryan,0,Donnacha O'Brien,1st,N/A,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Mini Cotai (IRE),W Joyce,3,M Mulvany,7th,1 1/2 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Darwin's Angel (IRE),J Kearney,3,Stephen Thorne,6th,3/4 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Lady Landhort (IRE),B M Coen,0,M Fahey,5th,3 1/2 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Final Melody (IRE),L F Roche,0,N Lupini,4th,1/2 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Practical Move (IRE),L T McAteer,0,M Butler,3rd,6 1/2 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Dawn Romance (IRE),C T Keane,0,M O'Callaghan,2nd,6 l,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:10,2025-06-25,17:10,Good,5f,Havana Anna,G M Ryan,0,Donnacha O'Brien,1st,N/A,2,9-2,-,True,2,24
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Dabirsim Flyer (FR),J J G Ryan,3,F Birrane,12th,1 1/4 l,4,9-13,57,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Lismacbryan (IRE),D P McDonogh,0,P Cluskey,11th,2 l,4,9-9,53,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Ballysax Lil' Mick (IRE),R P Whelan,0,Miss K Brown,10th,2 3/4 l,7,9-5b1,49,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Gimmieminnie (IRE),W Joyce,3,M Rice,9th,3/4 l,4,8-10t,40,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Lismacbryan Hill (IRE),C T Keane,0,P Magee,8th,Neck,4,9-5,49,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Pinmoney,K J Leonard,0,Daniel Murphy,7th,3/4 l,3,9-4t1,54,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Zaragoza (IRE),C D Hayes,0,D K Weld,6th,1 1/4 l,5,10-2v1,60,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Whatswrongnow (IRE),R M Mulligan,7,Batt Burke,5th,1/2 l,4,9-5p1,49,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,My Girl Sioux (IRE),S Foley,0,A Slattery,4th,Nose,5,10-0,58,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Beano Power (IRE),W J Lee,0,E Lynam,3rd,1 3/4 l,4,10-0t,58,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,American In Paris (IRE),R Whearty,3,P W Flynn,2nd,Head,5,8-10tb,40,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Carrigans Grove (IRE),G F Carroll,0,P J Flynn,1st,N/A,4,9-9,53,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Dabirsim Flyer (FR),J J G Ryan,3,F Birrane,12th,1 1/4 l,4,9-13,57,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Lismacbryan (IRE),D P McDonogh,0,P Cluskey,11th,2 l,4,9-9,53,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Ballysax Lil' Mick (IRE),R P Whelan,0,Miss K Brown,10th,2 3/4 l,7,9-5b1,49,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Gimmieminnie (IRE),W Joyce,3,M Rice,9th,3/4 l,4,8-10t,40,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Lismacbryan Hill (IRE),C T Keane,0,P Magee,8th,Neck,4,9-5,49,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Pinmoney,K J Leonard,0,Daniel Murphy,7th,3/4 l,3,9-4t1,54,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Zaragoza (IRE),C D Hayes,0,D K Weld,6th,1 1/4 l,5,10-2v1,60,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Whatswrongnow (IRE),R M Mulligan,7,Batt Burke,5th,1/2 l,4,9-5p1,49,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,My Girl Sioux (IRE),S Foley,0,A Slattery,4th,Nose,5,10-0,58,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Beano Power (IRE),W J Lee,0,E Lynam,3rd,1 3/4 l,4,10-0t,58,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,American In Paris (IRE),R Whearty,3,P W Flynn,2nd,Head,5,8-10tb,40,True,2,25
Naas Racing Results | 25th June 2025 17:40,2025-06-25,17:40,Good,5f,Carrigans Grove (IRE),G F Carroll,0,P J Flynn,1st,N/A,4,9-9,53,True,2,25
Naas Racing Results | 25th June 2025 18:10,2025-06-25,18:10,Good,5f 205y,Temperance (IRE),C D Hayes,0,Miss K McGivern,5th,1/2 l,3,8-13p,84,True,2,26
Naas Racing Results | 25th June 2025 18:10,2025-06-25,18:10,Good,5f 205y,Sounds Like A Plan,W J Lee,0,A Oliver,4th,Head,3,9-3,89,True,2,26
Naas Racing Results | 25th June 2025 18:10,2025-06-25,18:10,Good,5f 205y,Revoke,C T Keane,0,G M Lyons,3rd,2 3/4 l,3,9-9,95,True,2,26
Naas Racing Results | 25th June 2025 18:10,2025-06-25,18:10,Good,5f 205y,Fregada (IRE),N M Crosse,0,J Feane,2nd,1/2 l,3,9-9,-,True,2,26
Naas Racing Results | 25th June 2025 18:10,2025-06-25,18:10,Good,5f 205y,Ms Willpower (IRE),D McMonagle,0,P W Flynn,1st,N/A,3,9-4,-,True,2,26
Naas Racing Results | 25th June 2025 18:10,2025-06-25,18:10,Good,5f 205y,Temperance (IRE),C D Hayes,0,Miss K McGivern,5th,1/2 l,3,8-13p,84,True,2,26
Naas Racing Results | 25th June 2025 18:10,2025-06-25,18:10,Good,5f 205y,Sounds Like A Plan,W J Lee,0,A Oliver,4th,Head,3,9-3,89,True,2,26
Naas Racing Results | 25th June 2025 18:10,2025-06-25,18:10,Good,5f 205y,Revoke,C T Keane,0,G M Lyons,3rd,2 3/4 l,3,9-9,95,True,2,26
Naas Racing Results | 25th June 2025 18:10,2025-06-25,18:10,Good,5f 205y,Fregada (IRE),N M Crosse,0,J Feane,2nd,1/2 l,3,9-9,-,True,2,26
Naas Racing Results | 25th June 2025 18:10,2025-06-25,18:10,Good,5f 205y,Ms Willpower (IRE),D McMonagle,0,P W Flynn,1st,N/A,3,9-4,-,True,2,26
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Medici Venus (USA),R P Whelan,0,A P O'Brien,9th,6 l,3,9-2v1,90,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Bellacanta (IRE),W J Lee,0,W McCreery,8th,6 l,3,9-2,80,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Butterfly Wings (USA),W M Lordan,0,A P O'Brien,7th,1 1/4 l,3,9-2t,86,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Dawn Spirit (IRE),D P McDonogh,0,J P O'Brien,6th,Head,3,9-2,92,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Bonnie Moon (FR),J A Heffernan,0,Mrs J Harrington,5th,3/4 l,3,9-2,84,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Calrissiana,R P Cleary,0,N Meade,4th,1 1/2 l,3,9-2b,78,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,And So To Bed (IRE),D McMonagle,0,J P O'Brien,3rd,5 1/2 l,3,9-2t,94,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Faiyum,C T Keane,0,G M Lyons,2nd,1 1/4 l,3,9-2,-,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Barnavara (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-2,102,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Medici Venus (USA),R P Whelan,0,A P O'Brien,9th,6 l,3,9-2v1,90,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Bellacanta (IRE),W J Lee,0,W McCreery,8th,6 l,3,9-2,80,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Butterfly Wings (USA),W M Lordan,0,A P O'Brien,7th,1 1/4 l,3,9-2t,86,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Dawn Spirit (IRE),D P McDonogh,0,J P O'Brien,6th,Head,3,9-2,92,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Bonnie Moon (FR),J A Heffernan,0,Mrs J Harrington,5th,3/4 l,3,9-2,84,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Calrissiana,R P Cleary,0,N Meade,4th,1 1/2 l,3,9-2b,78,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,And So To Bed (IRE),D McMonagle,0,J P O'Brien,3rd,5 1/2 l,3,9-2t,94,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Faiyum,C T Keane,0,G M Lyons,2nd,1 1/4 l,3,9-2,-,True,2,27
Naas Racing Results | 25th June 2025 18:40,2025-06-25,18:40,Good (Good To Firm In Places),1m 2f 84y,Barnavara (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-2,102,True,2,27
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Shining Aitch,J A Powell,0,T G McCourt,13th,3 1/2 l,8,8-7tp,47,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Lady Christa (IRE),W Joyce,0,Ciaran Murphy,12th,1 1/4 l,5,10-0,69,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Alto Sax (IRE),J Kearney,0,Peter Fahey,11th,1 l,4,9-7b,62,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Pandion Power (IRE),R M Mulligan,4,J P Murtagh,10th,4 1/2 l,4,9-11h1,66,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Brandon Creek,J Cleary,2,Gerard O'Leary,9th,1/2 l,3,9-5,72,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Paddydaddy (IRE),R Whearty,0,A Oliver,8th,2 l,3,8-9t,62,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,La Tulipe Noire (IRE),Jessica O'Gorman,7,Aengus King,7th,1 1/2 l,5,8-8,49,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,6th,4 3/4 l,5,9-2,57,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Magnetic North (IRE),Nicola Burns,4,Peter Fahey,5th,1/2 l,10,10-1v,63,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Unterberg (IRE),M W Hassett,0,Laura Hourigan,4th,1 1/2 l,6,9-7,62,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Cuckaloo Hill (IRE),K G Kennedy,2,P Nolan,3rd,1 3/4 l,3,8-9,62,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Theophilos (IRE),J J G Ryan,0,G Keane,2nd,4 l,6,10-0t,69,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Miss Nifty (IRE),C Geerdharry,7,S Lavery,1st,N/A,3,8-7,60,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Shining Aitch,J A Powell,0,T G McCourt,13th,3 1/2 l,8,8-7tp,47,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Lady Christa (IRE),W Joyce,0,Ciaran Murphy,12th,1 1/4 l,5,10-0,69,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Alto Sax (IRE),J Kearney,0,Peter Fahey,11th,1 l,4,9-7b,62,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Pandion Power (IRE),R M Mulligan,4,J P Murtagh,10th,4 1/2 l,4,9-11h1,66,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Brandon Creek,J Cleary,2,Gerard O'Leary,9th,1/2 l,3,9-5,72,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Paddydaddy (IRE),R Whearty,0,A Oliver,8th,2 l,3,8-9t,62,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,La Tulipe Noire (IRE),Jessica O'Gorman,7,Aengus King,7th,1 1/2 l,5,8-8,49,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,6th,4 3/4 l,5,9-2,57,True,2,28
