track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,17:30,Yielding (Yielding To Soft In Places),3m 100y,Smitty Bacall (IRE),D J O'Keeffe,0,J P Flavin,NR,N/A,13,10-7tp,92,True,138,1
N/A,N/A,17:30,Yielding (Yielding To Soft In Places),3m 100y,Ginnets Girl (IRE),J W Kennedy,0,G Elliott,NR,N/A,6,11-10,109,True,138,1
N/A,N/A,17:30,Yielding (Yielding To Soft In Places),3m 100y,Ragin Cajun (IRE),J Smith,7,M J Smith,7th,4 1/2 l,11,11-9tb,108,True,138,1
N/A,N/A,17:30,Yielding (Yielding To Soft In Places),3m 100y,Cruisin Susan (IRE),Mr J P Berry,7,J A Berry,6th,1 1/4 l,7,10-10,95,True,138,1
N/A,N/A,17:30,Yielding (Yielding To Soft In Places),3m 100y,Donacheady Gale (IRE),C Stone-Walsh,5,J P Ryan,5th,1/2 l,10,11-12,111,True,138,1
N/A,N/A,17:30,Yielding (Yielding To Soft In Places),3m 100y,Game And Glory (IRE),T Power Roche,7,P J Rothwell,4th,7 l,8,11-3b,102,True,138,1
N/A,N/A,17:30,Yielding (Yielding To Soft In Places),3m 100y,Early Arrival (IRE),K Callaghan,5,J Barcoe,3rd,3 1/4 l,9,11-8,107,True,138,1
N/A,N/A,17:30,Yielding (Yielding To Soft In Places),3m 100y,Royal Cave (IRE),J C Gainford,0,C Timmons,2nd,2 1/4 l,5,10-5,90,True,138,1
N/A,N/A,17:30,Yielding (Yielding To Soft In Places),3m 100y,Camino Rock,G Brouder,5,M F Morris,1st,N/A,7,11-7tp1,106,True,138,1
N/A,N/A,17:30,Yielding (Yielding To Soft In Places),3m 100y,Smitty Bacall (IRE),D J O'Keeffe,0,J P Flavin,NR,N/A,13,10-7tp,92,True,138,1
