track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Nibras Rainbow (IRE),G F Carroll,0,G P Cromwell,10th,8 l,5,10-4,48,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Rock Etoile (IRE),J Coen,5,A Slattery,9th,1 l,7,11-0,58,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Roman Harry (IRE),C T Keane,0,C O'Connell,8th,6 1/2 l,5,10-13,57,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Cherry Pink (IRE),J J Slevin,0,W Durkan,7th,1 l,5,10-13,57,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Jazz Dreamers (IRE),R P Whelan,0,S Fahey,6th,Nose,7,10-1,45,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Shining Aitch,J J G Ryan,0,T G McCourt,5th,Short Head,8,9-13,43,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Saxon Kingdom (IRE),G M Ryan,0,Thomas Dowling,4th,2 3/4 l,4,10-3t,47,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Mullacash Buzz (IRE),J Cleary,5,Thomas Dowling,3rd,2 l,7,10-2t,46,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Punk Poet (IRE),B M Coen,0,E Lynam,2nd,1 1/2 l,8,10-12,56,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Distillate,Adam Caffrey,0,A McGuinness,1st,N/A,5,10-9t,53,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Nibras Rainbow (IRE),G F Carroll,0,G P Cromwell,10th,8 l,5,10-4,48,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Rock Etoile (IRE),J Coen,5,A Slattery,9th,1 l,7,11-0,58,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Roman Harry (IRE),C T Keane,0,C O'Connell,8th,6 1/2 l,5,10-13,57,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Cherry Pink (IRE),J J Slevin,0,W Durkan,7th,1 l,5,10-13,57,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Jazz Dreamers (IRE),R P Whelan,0,S Fahey,6th,Nose,7,10-1,45,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Shining Aitch,J J G Ryan,0,T G McCourt,5th,Short Head,8,9-13,43,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Saxon Kingdom (IRE),G M Ryan,0,Thomas Dowling,4th,2 3/4 l,4,10-3t,47,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Mullacash Buzz (IRE),J Cleary,5,Thomas Dowling,3rd,2 l,7,10-2t,46,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Punk Poet (IRE),B M Coen,0,E Lynam,2nd,1 1/2 l,8,10-12,56,True,16,1
Laytown Racing Results | 4th September 2025 18:40,2025-09-04,18:40,Standard,7f,Distillate,Adam Caffrey,0,A McGuinness,1st,N/A,5,10-9t,53,True,16,1
Laytown Racing Results | 4th September 2025 19:10,2025-09-04,19:10,Standard ap (Sand),7f,Catch The Paddy (IRE),Mr J L Gleeson,0,P J McKenna,PU,N/A,5,11-12t1,78,True,16,2
