track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Esculenta (IRE),J. M. Sheridan,0,R. P. Cody,11th,13 l,4,9-9p,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Any Dream Will Do (IRE),N. M. Crosse,0,W. McCreery,10th,1 3/4 l,4,9-9p,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Mea Domina (FR),William James Lee,0,P. Twomey,9th,3 l,4,9-12t1,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Zoinnocent (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,8th,2 3/4 l,3,9-1t1,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Getawiggleon (FR),C. T. Keane,0,David J. Geary,7th,1 1/2 l,6,9-9,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Fast Tara (IRE),S. B. Kelly,0,John Patrick Murtagh,6th,1 1/4 l,3,9-1,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Clever and Cool (IRE),R. P. Cleary,0,J. S. Bolger,5th,Short Head,3,9-1p,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Eternal Silence (USA),Shane Foley,0,Mrs J. Harrington,4th,1 1/4 l,3,9-1,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Giladah (IRE),C. D. Hayes,0,D. K. Weld,3rd,1/2 l,4,9-9,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Unless (USA),Seamie Heffernan,0,Aidan O'Brien,2nd,1 3/4 l,3,9-1b,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Indian Wish (FR),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,4,9-12p1,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Esculenta (IRE),J. M. Sheridan,0,R. P. Cody,11th,13 l,4,9-9p,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Any Dream Will Do (IRE),N. M. Crosse,0,W. McCreery,10th,1 3/4 l,4,9-9p,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Mea Domina (FR),William James Lee,0,P. Twomey,9th,3 l,4,9-12t1,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Zoinnocent (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,8th,2 3/4 l,3,9-1t1,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Getawiggleon (FR),C. T. Keane,0,David J. Geary,7th,1 1/2 l,6,9-9,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Fast Tara (IRE),S. B. Kelly,0,John Patrick Murtagh,6th,1 1/4 l,3,9-1,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Clever and Cool (IRE),R. P. Cleary,0,J. S. Bolger,5th,Short Head,3,9-1p,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Eternal Silence (USA),Shane Foley,0,Mrs J. Harrington,4th,1 1/4 l,3,9-1,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Giladah (IRE),C. D. Hayes,0,D. K. Weld,3rd,1/2 l,4,9-9,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Unless (USA),Seamie Heffernan,0,Aidan O'Brien,2nd,1 3/4 l,3,9-1b,-,True,69,1
Killarney Racing Results | 19th July 2023 18:20,N/A,18:20,Yielding,1m 40y,Indian Wish (FR),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,4,9-12p1,-,True,69,1
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Trueba (IRE),J. A. Powell,5,E. D. Linehan,PU,N/A,7,9-7,56,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,General Idea,J. M. Sheridan,0,Denis Hogan,13th,1 3/4 l,4,9-6tp,55,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Pimstrel (IRE),R. C. Colgan,0,Laura Hourigan,12th,4 3/4 l,7,9-8p,57,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Linger For Longer (IRE),J. J. G. Ryan,7,Augustine Leahy,11th,1/2 l,4,10-1,64,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Pink Socks (IRE),C. D. Hayes,0,Timothy Doyle,10th,1 1/4 l,4,8-13,48,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Well Suited (IRE),S. D. Bowen,7,T. J. O'Mara,9th,1 1/4 l,8,8-12p,47,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Geological (IRE),R. P. Cleary,0,Damian Joseph English,8th,4 1/4 l,11,9-7,56,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Swiss Army Officer (IRE),C. Ngcobo,3,Kevin Thomas Coleman,7th,Neck,8,9-5,54,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Von Krolock (IRE),R. P. Whelan,0,Timothy Doyle,6th,2 1/4 l,4,8-12b,47,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Soi Dao (IRE),S. B. Kelly,0,Michael Fenton,5th,Neck,4,9-9b,58,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Jazz Dreamers (IRE),Oisin McSweeney,5,Seamus Fahey,4th,Head,5,9-6,55,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Tynamite (IRE),L. T. McAteer,0,David Marnane,3rd,Nose,9,8-12,47,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Lucky Queen (IRE),I. Khan,7,P. J. F. Murphy,2nd,1 1/4 l,4,9-13tp,62,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Everylittlestep (IRE),C. T. Keane,0,Yvonne Latta,1st,N/A,5,9-8t,57,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Trueba (IRE),J. A. Powell,5,E. D. Linehan,PU,N/A,7,9-7,56,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,General Idea,J. M. Sheridan,0,Denis Hogan,13th,1 3/4 l,4,9-6tp,55,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Pimstrel (IRE),R. C. Colgan,0,Laura Hourigan,12th,4 3/4 l,7,9-8p,57,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Linger For Longer (IRE),J. J. G. Ryan,7,Augustine Leahy,11th,1/2 l,4,10-1,64,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Pink Socks (IRE),C. D. Hayes,0,Timothy Doyle,10th,1 1/4 l,4,8-13,48,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Well Suited (IRE),S. D. Bowen,7,T. J. O'Mara,9th,1 1/4 l,8,8-12p,47,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Geological (IRE),R. P. Cleary,0,Damian Joseph English,8th,4 1/4 l,11,9-7,56,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Swiss Army Officer (IRE),C. Ngcobo,3,Kevin Thomas Coleman,7th,Neck,8,9-5,54,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Von Krolock (IRE),R. P. Whelan,0,Timothy Doyle,6th,2 1/4 l,4,8-12b,47,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Soi Dao (IRE),S. B. Kelly,0,Michael Fenton,5th,Neck,4,9-9b,58,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Jazz Dreamers (IRE),Oisin McSweeney,5,Seamus Fahey,4th,Head,5,9-6,55,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Tynamite (IRE),L. T. McAteer,0,David Marnane,3rd,Nose,9,8-12,47,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Lucky Queen (IRE),I. Khan,7,P. J. F. Murphy,2nd,1 1/4 l,4,9-13tp,62,True,69,2
Killarney Racing Results | 19th July 2023 18:50,N/A,18:50,Yielding,1m 40y,Everylittlestep (IRE),C. T. Keane,0,Yvonne Latta,1st,N/A,5,9-8t,57,True,69,2
Killarney Racing Results | 19th July 2023 19:20,N/A,19:20,Yielding,1m 40y,Tashim (IRE),Andrew Joseph Slattery,0,Eoin Doyle,15th,Neck,6,8-12p1,47,True,69,3
