track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,In The Blood (IRE),Patrick O'Hanlon,3,Conor David Maxwell,10th,62 l,4,10-12,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Angelofthemorning (IRE),N. T. Prendergast,7,D. Deacon,9th,20 l,6,10-13,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Pebble Bleu (IRE),Phillip Enright,0,Colin Motherway,8th,17 l,4,10-12h1,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Whiskey Lady (IRE),E. Walsh,3,Gillian Scott,7th,20 l,6,10-13b,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Majestic Design (IRE),R. A. Doyle,0,Declan Queally,6th,9 l,6,10-13t,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Not Before Time (IRE),S. D. Torrens,0,Aidan Anthony Howard,5th,1 1/2 l,5,10-13,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Half Off Six Pence (IRE),Sean Flanagan,0,David Harry Kelly,4th,8 l,5,10-13,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Thegingrin (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,3 3/4 l,6,10-13,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Rachel's Secret (IRE),J. P. O'Sullivan,3,Declan Queally,2nd,2 l,4,10-12h,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Banprionsa (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,5,10-13,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,In The Blood (IRE),Patrick O'Hanlon,3,Conor David Maxwell,10th,62 l,4,10-12,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Angelofthemorning (IRE),N. T. Prendergast,7,D. Deacon,9th,20 l,6,10-13,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Pebble Bleu (IRE),Phillip Enright,0,Colin Motherway,8th,17 l,4,10-12h1,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Whiskey Lady (IRE),E. Walsh,3,Gillian Scott,7th,20 l,6,10-13b,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Majestic Design (IRE),R. A. Doyle,0,Declan Queally,6th,9 l,6,10-13t,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Not Before Time (IRE),S. D. Torrens,0,Aidan Anthony Howard,5th,1 1/2 l,5,10-13,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Half Off Six Pence (IRE),Sean Flanagan,0,David Harry Kelly,4th,8 l,5,10-13,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Thegingrin (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,3 3/4 l,6,10-13,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Rachel's Secret (IRE),J. P. O'Sullivan,3,Declan Queally,2nd,2 l,4,10-12h,-,True,93,1
Tramore Racing Results | 28th November 2023 13:00,N/A,13:00,Soft To Heavy,2m 5f,Banprionsa (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,5,10-13,-,True,93,1
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Good As Hell (IRE),Niall Moore,7,Philip Fenton,9th,4 1/2 l,8,11-11b,106,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Robyndeglory (IRE),Mr J. W. Hendrick,7,Declan Queally,8th,5 1/2 l,8,12-0t,109,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Lucky Viv (IRE),A. M. McCurtin,0,Michael Barry,7th,Short Head,5,11-12,107,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Lissen To The Lady (IRE),Miss J. Walton,5,Miss M. Harding,6th,Short Head,9,10-12p,93,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Glorious Singer (IRE),E. M. O'Sullivan,7,Ms M. Flynn,5th,3 l,8,10-0p,81,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,C'est Rien (IRE),M. J. M. O'Sullivan,0,Thomas Mullins,4th,Head,6,10-11t,92,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Mitiva (FR),M. P. Walsh,0,Miss Elizabeth Doyle,3rd,1 3/4 l,5,11-7,102,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Magic Conqueror (IRE),J. W. Kennedy,0,Michael G. Kennedy,2nd,2 1/4 l,6,11-0,95,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Blossom De Mai (FR),C. Owens,7,P. J. Rothwell,1st,N/A,6,10-0p,81,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Good As Hell (IRE),Niall Moore,7,Philip Fenton,9th,4 1/2 l,8,11-11b,106,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Robyndeglory (IRE),Mr J. W. Hendrick,7,Declan Queally,8th,5 1/2 l,8,12-0t,109,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Lucky Viv (IRE),A. M. McCurtin,0,Michael Barry,7th,Short Head,5,11-12,107,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Lissen To The Lady (IRE),Miss J. Walton,5,Miss M. Harding,6th,Short Head,9,10-12p,93,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Glorious Singer (IRE),E. M. O'Sullivan,7,Ms M. Flynn,5th,3 l,8,10-0p,81,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,C'est Rien (IRE),M. J. M. O'Sullivan,0,Thomas Mullins,4th,Head,6,10-11t,92,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Mitiva (FR),M. P. Walsh,0,Miss Elizabeth Doyle,3rd,1 3/4 l,5,11-7,102,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Magic Conqueror (IRE),J. W. Kennedy,0,Michael G. Kennedy,2nd,2 1/4 l,6,11-0,95,True,93,2
Tramore Racing Results | 28th November 2023 13:30,N/A,13:30,Soft To Heavy,2m 5f,Blossom De Mai (FR),C. Owens,7,P. J. Rothwell,1st,N/A,6,10-0p,81,True,93,2
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Sean Says (IRE),J. J. Slevin,0,Rodger Sweeney,PU,N/A,7,12-0p,95,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Will It Be You (IRE),Richard Deegan,0,Liam P. Cusack,PU,N/A,6,11-1p,82,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Golden Symphony (IRE),B. W. Harvey,3,Martin Paul Fitzgerald,PU,N/A,10,10-13,80,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Lightontheriver (IRE),M. J. M. O'Sullivan,0,Miss J. M. Lee,F,N/A,7,10-13p,80,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Added Bonus (IRE),D. J. O'Keeffe,0,Brendan Maurice Walsh,12th,21 l,9,11-0tp,81,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Wild Caprice (IRE),D. E. Mullins,0,John Patrick Ryan,11th,19 l,9,11-1p1,82,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Early Arrival (IRE),Donagh Meyler,0,James M. Barcoe,10th,Neck,8,11-11t,92,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Robindevidastar (IRE),Patrick O'Hanlon,3,P. J. Rothwell,9th,5 1/2 l,8,11-3b,84,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Man Oh Man (IRE),Sean Flanagan,0,W. J. Burke,8th,3 1/2 l,4,11-8,90,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Trim To Milan (IRE),R. A. Doyle,0,Gerard Keane,7th,8 1/2 l,8,10-13t,80,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Ivane (FR),E. Walsh,3,Ciaran Murphy,6th,Neck,5,11-7p,88,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Onefortheditch (IRE),S. D. Torrens,0,Eamonn Francis Gallagher,5th,Short Head,5,11-6,87,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,The Flying Donkey (IRE),Phillip Enright,0,James Daniel Dullea,4th,2 3/4 l,5,11-6,87,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Cruisin Susan (IRE),Mr J. P. Berry,7,J. A. Berry,3rd,3 1/2 l,6,11-9,90,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Kiln Time (IRE),B. Hayes,0,Michael J. Bowe,2nd,3/4 l,7,11-11,92,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Buachaillbocht,M. P. Walsh,0,T. M. Walsh,1st,N/A,5,11-6,87,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Sean Says (IRE),J. J. Slevin,0,Rodger Sweeney,PU,N/A,7,12-0p,95,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Will It Be You (IRE),Richard Deegan,0,Liam P. Cusack,PU,N/A,6,11-1p,82,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Golden Symphony (IRE),B. W. Harvey,3,Martin Paul Fitzgerald,PU,N/A,10,10-13,80,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Lightontheriver (IRE),M. J. M. O'Sullivan,0,Miss J. M. Lee,F,N/A,7,10-13p,80,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Added Bonus (IRE),D. J. O'Keeffe,0,Brendan Maurice Walsh,12th,21 l,9,11-0tp,81,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Wild Caprice (IRE),D. E. Mullins,0,John Patrick Ryan,11th,19 l,9,11-1p1,82,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Early Arrival (IRE),Donagh Meyler,0,James M. Barcoe,10th,Neck,8,11-11t,92,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Robindevidastar (IRE),Patrick O'Hanlon,3,P. J. Rothwell,9th,5 1/2 l,8,11-3b,84,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Man Oh Man (IRE),Sean Flanagan,0,W. J. Burke,8th,3 1/2 l,4,11-8,90,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Trim To Milan (IRE),R. A. Doyle,0,Gerard Keane,7th,8 1/2 l,8,10-13t,80,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Ivane (FR),E. Walsh,3,Ciaran Murphy,6th,Neck,5,11-7p,88,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Onefortheditch (IRE),S. D. Torrens,0,Eamonn Francis Gallagher,5th,Short Head,5,11-6,87,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,The Flying Donkey (IRE),Phillip Enright,0,James Daniel Dullea,4th,2 3/4 l,5,11-6,87,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Cruisin Susan (IRE),Mr J. P. Berry,7,J. A. Berry,3rd,3 1/2 l,6,11-9,90,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Kiln Time (IRE),B. Hayes,0,Michael J. Bowe,2nd,3/4 l,7,11-11,92,True,93,3
Tramore Racing Results | 28th November 2023 14:00,N/A,14:00,Soft To Heavy,2m 5f,Buachaillbocht,M. P. Walsh,0,T. M. Walsh,1st,N/A,5,11-6,87,True,93,3
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Caracci Queen (IRE),Miss J. Walton,5,Sean O'Donoghue,8th,14 l,4,11-7,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Gabbys Doll House (IRE),Miss H. Heffernan,7,James Andrew Fahey,7th,23 l,4,11-7,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Lispopple (IRE),Ms S. Verling,7,Philip Fenton,6th,1 1/2 l,5,12-0,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Shades Of Tara,Ms C. A. Walsh,7,P. A. Fahy,5th,13 l,6,12-0,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Battle Roar (IRE),Ms C. Skerry,7,Ciaran Murphy,4th,1 1/4 l,4,12-0,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Noriska De La Mare (FR),Ms H. Phillips,7,Philip Fenton,3rd,11 l,5,11-7,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,The Last Drop (IRE),Miss S. M. Doyle,7,P. M. J. Doyle,2nd,3 3/4 l,4,11-7t1,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Where's My Jet (IRE),Miss J. Townend,0,W. P. Mullins,1st,N/A,4,12-0,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Caracci Queen (IRE),Miss J. Walton,5,Sean O'Donoghue,8th,14 l,4,11-7,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Gabbys Doll House (IRE),Miss H. Heffernan,7,James Andrew Fahey,7th,23 l,4,11-7,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Lispopple (IRE),Ms S. Verling,7,Philip Fenton,6th,1 1/2 l,5,12-0,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Shades Of Tara,Ms C. A. Walsh,7,P. A. Fahy,5th,13 l,6,12-0,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Battle Roar (IRE),Ms C. Skerry,7,Ciaran Murphy,4th,1 1/4 l,4,12-0,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Noriska De La Mare (FR),Ms H. Phillips,7,Philip Fenton,3rd,11 l,5,11-7,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,The Last Drop (IRE),Miss S. M. Doyle,7,P. M. J. Doyle,2nd,3 3/4 l,4,11-7t1,-,True,93,6
Tramore Racing Results | 28th November 2023 15:30,N/A,15:30,Soft To Heavy  Flat (Turf),2m 50y,Where's My Jet (IRE),Miss J. Townend,0,W. P. Mullins,1st,N/A,4,12-0,-,True,93,6
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Dabirsim Flyer (FR),Adam Caffrey,5,F. Birrane,7th,2 1/4 l,2,9-6,70,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Charles Atlas (IRE),N. M. Crosse,0,W. McCreery,6th,3/4 l,2,8-7v,57,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Signor Ferrari (IRE),William James Lee,0,J. J. Feane,5th,3 1/4 l,2,9-8p1,72,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Milliethemollie (IRE),Oisin McSweeney,5,Miss Jennifer Anne Lynch,4th,1 3/4 l,2,8-13ht,63,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Stopitnowjulia (IRE),J. A. Powell,3,Aidan Anthony Howard,3rd,3 1/4 l,2,8-7t1,57,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Mary Shoelaces (IRE),C. D. Hayes,0,Eddie & Patrick Harty,2nd,1/2 l,2,9-2b1,66,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Scorchio (IRE),Wesley Joyce,5,Jack W. Davison,1st,N/A,2,9-12p,76,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Dabirsim Flyer (FR),Adam Caffrey,5,F. Birrane,7th,2 1/4 l,2,9-6,70,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Charles Atlas (IRE),N. M. Crosse,0,W. McCreery,6th,3/4 l,2,8-7v,57,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Signor Ferrari (IRE),William James Lee,0,J. J. Feane,5th,3 1/4 l,2,9-8p1,72,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Milliethemollie (IRE),Oisin McSweeney,5,Miss Jennifer Anne Lynch,4th,1 3/4 l,2,8-13ht,63,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Stopitnowjulia (IRE),J. A. Powell,3,Aidan Anthony Howard,3rd,3 1/4 l,2,8-7t1,57,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Mary Shoelaces (IRE),C. D. Hayes,0,Eddie & Patrick Harty,2nd,1/2 l,2,9-2b1,66,True,93,7
Dundalk Racing Results | 29th November 2023 15:25,N/A,15:25,Standard,5f,Scorchio (IRE),Wesley Joyce,5,Jack W. Davison,1st,N/A,2,9-12p,76,True,93,7
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Indian Alliance (FR),Declan McDonogh,0,Joseph Patrick O'Brien,12th,3 l,2,9-7t1,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Solar Falcon (IRE),William James Lee,0,Conor O'Dwyer,11th,1 l,2,9-5v1,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Twotwo and Two (FR),Seamie Heffernan,0,James Leavy,10th,1 l,2,8-13,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Cuban Confusion,L. T. McAteer,0,David Marnane,9th,1/2 l,2,9-7,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Ciao For Now,Siobhan Rutledge,3,Mrs J. Harrington,8th,3/4 l,2,8-10,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Miss Alaska (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,7th,1 1/2 l,2,9-0t,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Alex Belardo (IRE),D. W. O'Connor,0,John McConnell,6th,Neck,2,9-1,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Rebelsontherun (IRE),C. T. Keane,0,M. D. O'Callaghan,5th,1 1/4 l,2,9-9,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Exceeding (IRE),C. Horgan,7,A. Slattery,4th,Nose,2,9-5,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Gesture (IRE),L. F. Roche,0,E. J. O'Neill,3rd,1 3/4 l,2,9-1,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Bruce Lightning (IRE),J. Kearney,5,Patrick Martin,2nd,1/2 l,2,8-13h1,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Seti (IRE),R. Whearty,5,Noel Meade,1st,N/A,2,8-13,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Indian Alliance (FR),Declan McDonogh,0,Joseph Patrick O'Brien,12th,3 l,2,9-7t1,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Solar Falcon (IRE),William James Lee,0,Conor O'Dwyer,11th,1 l,2,9-5v1,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Twotwo and Two (FR),Seamie Heffernan,0,James Leavy,10th,1 l,2,8-13,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Cuban Confusion,L. T. McAteer,0,David Marnane,9th,1/2 l,2,9-7,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Ciao For Now,Siobhan Rutledge,3,Mrs J. Harrington,8th,3/4 l,2,8-10,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Miss Alaska (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,7th,1 1/2 l,2,9-0t,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Alex Belardo (IRE),D. W. O'Connor,0,John McConnell,6th,Neck,2,9-1,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Rebelsontherun (IRE),C. T. Keane,0,M. D. O'Callaghan,5th,1 1/4 l,2,9-9,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Exceeding (IRE),C. Horgan,7,A. Slattery,4th,Nose,2,9-5,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Gesture (IRE),L. F. Roche,0,E. J. O'Neill,3rd,1 3/4 l,2,9-1,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Bruce Lightning (IRE),J. Kearney,5,Patrick Martin,2nd,1/2 l,2,8-13h1,-,True,93,8
Dundalk Racing Results | 29th November 2023 15:55,N/A,15:55,Standard,7f,Seti (IRE),R. Whearty,5,Noel Meade,1st,N/A,2,8-13,-,True,93,8
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Tawaazon (IRE),J. A. Powell,3,James McAuley,7th,4 3/4 l,5,9-2tb,90,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Big Gossey (IRE),R. Whearty,5,Charles O'Brien,6th,2 3/4 l,6,10-0,102,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Mickey The Steel,L. F. Roche,0,Joseph Anthony Murray,5th,3 3/4 l,5,9-3tp,91,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Hodd's Girl (IRE),Adam Caffrey,5,Adrian McGuinness,4th,1 l,6,9-6,94,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Apache Outlaw (IRE),C. D. Hayes,0,Adrian McGuinness,3rd,Neck,3,8-12,86,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Dandyville (IRE),William James Lee,0,Miss Natalia Lupini,2nd,Neck,5,9-8,96,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Dream Today (IRE),R. P. Cleary,0,Adrian McGuinness,1st,N/A,8,8-7tp,81,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Tawaazon (IRE),J. A. Powell,3,James McAuley,7th,4 3/4 l,5,9-2tb,90,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Big Gossey (IRE),R. Whearty,5,Charles O'Brien,6th,2 3/4 l,6,10-0,102,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Mickey The Steel,L. F. Roche,0,Joseph Anthony Murray,5th,3 3/4 l,5,9-3tp,91,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Hodd's Girl (IRE),Adam Caffrey,5,Adrian McGuinness,4th,1 l,6,9-6,94,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Apache Outlaw (IRE),C. D. Hayes,0,Adrian McGuinness,3rd,Neck,3,8-12,86,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Dandyville (IRE),William James Lee,0,Miss Natalia Lupini,2nd,Neck,5,9-8,96,True,93,10
Dundalk Racing Results | 29th November 2023 17:00,N/A,17:00,Standard,6f,Dream Today (IRE),R. P. Cleary,0,Adrian McGuinness,1st,N/A,8,8-7tp,81,True,93,10
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Cant Catch Camacho (IRE),Siobhan Rutledge,3,Mary E Doyle,13th,1 1/4 l,3,8-8,50,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Swelltime (IRE),Jack Cleary,7,William O'Doherty,12th,4 1/2 l,7,8-12h,47,True,93,12
