track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Father Ailbe (IRE),S. M. Crosse,0,Miss Hilary McLoughlin,14th,25 l,7,9-12p1,71,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Guild,C. D. Hayes,0,Luke Comer,13th,1/2 l,7,9-8t,67,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Buttons and Bows (IRE),Declan McDonogh,0,Patrick J. Flynn,12th,2 3/4 l,8,9-10,69,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Boom Boom Boom,S. P. Davis,0,Charles Byrnes,11th,1 1/4 l,5,10-2,75,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Jake Peter (IRE),A. C. Persse,7,Mark Cahill,10th,5 1/2 l,8,9-13,72,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Annecherie (IRE),William James Lee,0,Ms Sheila Lavery,9th,1/2 l,4,9-10,69,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Intend (IRE),J. Coen,5,Patrick Martin,8th,Head,4,9-7h,66,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Zileo,R. P. Whelan,0,M. Halford,7th,3/4 l,4,9-8,67,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Sky Legend,S. D. Bowen,7,Denis Hogan,6th,1 1/4 l,3,9-1t,66,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Turf Range (IRE),W. M. Lordan,0,D. Broad,5th,Neck,6,9-11b,70,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Engagement Ring (IRE),Seamie Heffernan,0,Aidan O'Brien,4th,Short Head,3,9-7b,72,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Construct,D. W. O'Connor,0,John McConnell,3rd,2 1/2 l,7,9-11t,70,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Tronador (IRE),J. Kearney,7,Gordon Elliott,2nd,3 1/2 l,6,9-8,67,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Dreal Deal (IRE),D. B. McMonagle,0,Ronan M. P. McNally,1st,N/A,7,9-11t,70,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Father Ailbe (IRE),S. M. Crosse,0,Miss Hilary McLoughlin,14th,25 l,7,9-12p1,71,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Guild,C. D. Hayes,0,Luke Comer,13th,1/2 l,7,9-8t,67,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Buttons and Bows (IRE),Declan McDonogh,0,Patrick J. Flynn,12th,2 3/4 l,8,9-10,69,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Boom Boom Boom,S. P. Davis,0,Charles Byrnes,11th,1 1/4 l,5,10-2,75,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Jake Peter (IRE),A. C. Persse,7,Mark Cahill,10th,5 1/2 l,8,9-13,72,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Annecherie (IRE),William James Lee,0,Ms Sheila Lavery,9th,1/2 l,4,9-10,69,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Intend (IRE),J. Coen,5,Patrick Martin,8th,Head,4,9-7h,66,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Zileo,R. P. Whelan,0,M. Halford,7th,3/4 l,4,9-8,67,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Sky Legend,S. D. Bowen,7,Denis Hogan,6th,1 1/4 l,3,9-1t,66,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Turf Range (IRE),W. M. Lordan,0,D. Broad,5th,Neck,6,9-11b,70,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Engagement Ring (IRE),Seamie Heffernan,0,Aidan O'Brien,4th,Short Head,3,9-7b,72,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Construct,D. W. O'Connor,0,John McConnell,3rd,2 1/2 l,7,9-11t,70,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Tronador (IRE),J. Kearney,7,Gordon Elliott,2nd,3 1/2 l,6,9-8,67,True,35,1
Dundalk Racing Results | 16th December 2022 17:00,N/A,17:00,Standard,2m,Dreal Deal (IRE),D. B. McMonagle,0,Ronan M. P. McNally,1st,N/A,7,9-11t,70,True,35,1
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Pulse Of Shanghai (IRE),G. F. Carroll,0,James McAuley,14th,1/2 l,6,9-13,70,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,The Mpex Kid (IRE),G. M. Ryan,0,Ciaran Murphy,13th,Nose,6,9-13,70,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Linus Larrabee (IRE),Sorcha Woods,7,Edward Lynam,12th,Nose,5,9-10,67,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Form of Praise (IRE),C. T. Keane,0,Adrian McGuinness,11th,1 l,3,9-9,66,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Bears Hug (IRE),Seamie Heffernan,0,Adrian Sexton,10th,Neck,4,10-1,72,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Pretty Smart (IRE),J. Kearney,7,Patrick Martin,9th,Neck,6,10-0,71,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Mullacash Buzz (IRE),Jack Cleary,7,Thomas Dowling,8th,1 3/4 l,4,9-10t,67,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Chavajod,C. Geerdharry,10,John Patrick Murtagh,7th,Neck,4,10-2v,73,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Scarlet Dancer (IRE),W. M. Lordan,0,James McAuley,6th,1 1/4 l,3,9-10p1,67,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Arcanears (IRE),P. A. Harnett,7,M. Halford,5th,1/2 l,7,9-10t,67,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Tai Sing Yeh (IRE),William James Lee,0,James McAuley,4th,3/4 l,8,10-1tb,72,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Hightimeyouwon,R. P. Whelan,0,Adrian McGuinness,3rd,1/2 l,6,10-1,72,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Inflection Point (IRE),Siobhan Rutledge,5,John McConnell,2nd,Neck,6,10-0,71,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Is That Love (IRE),Adam Caffrey,7,Adrian McGuinness,1st,N/A,5,9-13,70,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Pulse Of Shanghai (IRE),G. F. Carroll,0,James McAuley,14th,1/2 l,6,9-13,70,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,The Mpex Kid (IRE),G. M. Ryan,0,Ciaran Murphy,13th,Nose,6,9-13,70,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Linus Larrabee (IRE),Sorcha Woods,7,Edward Lynam,12th,Nose,5,9-10,67,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Form of Praise (IRE),C. T. Keane,0,Adrian McGuinness,11th,1 l,3,9-9,66,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Bears Hug (IRE),Seamie Heffernan,0,Adrian Sexton,10th,Neck,4,10-1,72,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Pretty Smart (IRE),J. Kearney,7,Patrick Martin,9th,Neck,6,10-0,71,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Mullacash Buzz (IRE),Jack Cleary,7,Thomas Dowling,8th,1 3/4 l,4,9-10t,67,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Chavajod,C. Geerdharry,10,John Patrick Murtagh,7th,Neck,4,10-2v,73,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Scarlet Dancer (IRE),W. M. Lordan,0,James McAuley,6th,1 1/4 l,3,9-10p1,67,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Arcanears (IRE),P. A. Harnett,7,M. Halford,5th,1/2 l,7,9-10t,67,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Tai Sing Yeh (IRE),William James Lee,0,James McAuley,4th,3/4 l,8,10-1tb,72,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Hightimeyouwon,R. P. Whelan,0,Adrian McGuinness,3rd,1/2 l,6,10-1,72,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Inflection Point (IRE),Siobhan Rutledge,5,John McConnell,2nd,Neck,6,10-0,71,True,35,2
Dundalk Racing Results | 16th December 2022 17:30,N/A,17:30,Standard,7f,Is That Love (IRE),Adam Caffrey,7,Adrian McGuinness,1st,N/A,5,9-13,70,True,35,2
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Hello Possible (IRE),C. T. Keane,0,Andrew Oliver,8th,6 1/2 l,3,9-3,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Emperor Of Silk (IRE),G. M. Ryan,0,Anthony Mullins,7th,1 l,5,9-9,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Tack (FR),William James Lee,0,James McAuley,6th,3 1/4 l,3,9-8t,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Eyela (IRE),L. F. Roche,0,Eddie & Patrick Harty,5th,4 1/2 l,3,9-3,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Zawahir,C. D. Hayes,0,D. K. Weld,4th,3 1/2 l,3,9-3,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Bold Ribb,D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,3/4 l,3,9-8b1,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Cyclamen (IRE),W. M. Lordan,0,Aidan O'Brien,2nd,Neck,3,9-3b,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Cristal Clere (IRE),S. D. Bowen,7,John J. Nallen,1st,N/A,4,9-9,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Hello Possible (IRE),C. T. Keane,0,Andrew Oliver,8th,6 1/2 l,3,9-3,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Emperor Of Silk (IRE),G. M. Ryan,0,Anthony Mullins,7th,1 l,5,9-9,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Tack (FR),William James Lee,0,James McAuley,6th,3 1/4 l,3,9-8t,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Eyela (IRE),L. F. Roche,0,Eddie & Patrick Harty,5th,4 1/2 l,3,9-3,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Zawahir,C. D. Hayes,0,D. K. Weld,4th,3 1/2 l,3,9-3,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Bold Ribb,D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,3/4 l,3,9-8b1,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Cyclamen (IRE),W. M. Lordan,0,Aidan O'Brien,2nd,Neck,3,9-3b,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:00,N/A,18:00,Standard,1m,Cristal Clere (IRE),S. D. Bowen,7,John J. Nallen,1st,N/A,4,9-9,-,True,35,3
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Admiral Nelson,K. Bailey,7,J. F. Levins,10th,10 l,4,9-12p1,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Insomnia,J. J. G. Ryan,4,James McAuley,9th,3/4 l,4,9-9,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Alpha Cru (IRE),Siobhan Rutledge,0,Ciaran Murphy,8th,4 3/4 l,4,9-10b1,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Akmaam (FR),E. A. Murphy,7,J. F. Levins,7th,1 1/4 l,4,9-7,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Bucky Larson (IRE),Jack Cleary,4,R. Donohoe,6th,1 1/4 l,7,9-11,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Annexation (FR),S. D. Bowen,4,Henry de Bromhead,5th,1 3/4 l,6,9-10t,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Rocky Dreams,R. Whearty,4,James McAuley,4th,1 3/4 l,5,9-9,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Skontonovski,Adam Caffrey,4,Adrian McGuinness,3rd,1 l,5,9-1v,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Final Voyage (IRE),C. Geerdharry,7,John Patrick Murtagh,2nd,1 l,4,10-1,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Super Over (IRE),Sam Ewing,0,D. P. Coakley,1st,N/A,4,9-7p,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Admiral Nelson,K. Bailey,7,J. F. Levins,10th,10 l,4,9-12p1,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Insomnia,J. J. G. Ryan,4,James McAuley,9th,3/4 l,4,9-9,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Alpha Cru (IRE),Siobhan Rutledge,0,Ciaran Murphy,8th,4 3/4 l,4,9-10b1,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Akmaam (FR),E. A. Murphy,7,J. F. Levins,7th,1 1/4 l,4,9-7,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Bucky Larson (IRE),Jack Cleary,4,R. Donohoe,6th,1 1/4 l,7,9-11,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Annexation (FR),S. D. Bowen,4,Henry de Bromhead,5th,1 3/4 l,6,9-10t,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Rocky Dreams,R. Whearty,4,James McAuley,4th,1 3/4 l,5,9-9,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Skontonovski,Adam Caffrey,4,Adrian McGuinness,3rd,1 l,5,9-1v,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Final Voyage (IRE),C. Geerdharry,7,John Patrick Murtagh,2nd,1 l,4,10-1,-,True,35,4
Dundalk Racing Results | 16th December 2022 18:30,N/A,18:30,Standard,1m,Super Over (IRE),Sam Ewing,0,D. P. Coakley,1st,N/A,4,9-7p,-,True,35,4
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Vibrance,Siobhan Rutledge,5,John McConnell,8th,5 l,6,8-12,84,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Hale Bopp (IRE),M. P. Sheehy,0,R. Donohoe,7th,3/4 l,4,8-12,84,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Fascinating Shadow (IRE),C. D. Hayes,0,John Joseph Hanlon,6th,3 1/4 l,4,8-8,80,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Bowerman,R. P. Cleary,0,Adrian McGuinness,5th,Neck,8,8-7p1,79,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Dalvey,D. B. McMonagle,0,James McAuley,4th,1/2 l,5,8-12tp,84,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Elzaam Blue (IRE),L. F. Roche,0,Darren Bunyan,3rd,3/4 l,4,8-7,79,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Vina Sena (IRE),W. M. Lordan,0,Henry de Bromhead,2nd,3 3/4 l,3,8-10ht1,84,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Freescape,William James Lee,0,David Marnane,1st,N/A,7,10-4,104,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Vibrance,Siobhan Rutledge,5,John McConnell,8th,5 l,6,8-12,84,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Hale Bopp (IRE),M. P. Sheehy,0,R. Donohoe,7th,3/4 l,4,8-12,84,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Fascinating Shadow (IRE),C. D. Hayes,0,John Joseph Hanlon,6th,3 1/4 l,4,8-8,80,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Bowerman,R. P. Cleary,0,Adrian McGuinness,5th,Neck,8,8-7p1,79,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Dalvey,D. B. McMonagle,0,James McAuley,4th,1/2 l,5,8-12tp,84,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Elzaam Blue (IRE),L. F. Roche,0,Darren Bunyan,3rd,3/4 l,4,8-7,79,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Vina Sena (IRE),W. M. Lordan,0,Henry de Bromhead,2nd,3 3/4 l,3,8-10ht1,84,True,35,5
Dundalk Racing Results | 16th December 2022 19:00,N/A,19:00,Standard,1m 2f 150y,Freescape,William James Lee,0,David Marnane,1st,N/A,7,10-4,104,True,35,5
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Female Approach (IRE),K. S. McHugh,10,Denis Hogan,14th,1/2 l,4,10-0,61,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Final Fantasy,J. J. G. Ryan,7,T. G. McCourt,13th,1 l,4,9-0p,47,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Lex Maxima (IRE),Siobhan Rutledge,5,John McConnell,12th,1/2 l,3,9-0,49,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Peppermint Bay (IRE),Seamie Heffernan,0,J. J. Feane,11th,2 l,4,9-0p1,47,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Romann (IRE),D. W. O'Connor,0,J. F. Levins,10th,Neck,5,9-2,49,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Contrapposto (JPN),C. T. Keane,0,R. Donohoe,9th,4 1/2 l,8,9-10,57,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Evening Verse (IRE),William James Lee,0,Miss Hilary McLoughlin,8th,1/2 l,5,10-0p,61,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Mephisto (IRE),M. A. Enright,0,Gerard Keane,7th,Short Head,5,9-0v,47,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Well Suited (IRE),R. C. Colgan,0,T. J. O'Mara,6th,3 3/4 l,7,9-6p,53,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Pro Bono (IRE),C. D. Hayes,0,C. W. J. Farrell,5th,3/4 l,7,9-1p,48,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Slamadoor (IRE),L. F. Roche,0,Jarlath P. Fahey,4th,Short Head,3,9-11b,60,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Kampala Beach (IRE),R. P. Whelan,0,M. Halford,3rd,Head,3,9-5,54,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Dark Street (IRE),N. M. Crosse,0,Luke Comer,2nd,Nose,4,9-6,53,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Blackstone Cliff (IRE),D. B. McMonagle,0,T. Gibney,1st,N/A,6,9-1ht,48,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Female Approach (IRE),K. S. McHugh,10,Denis Hogan,14th,1/2 l,4,10-0,61,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Final Fantasy,J. J. G. Ryan,7,T. G. McCourt,13th,1 l,4,9-0p,47,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Lex Maxima (IRE),Siobhan Rutledge,5,John McConnell,12th,1/2 l,3,9-0,49,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Peppermint Bay (IRE),Seamie Heffernan,0,J. J. Feane,11th,2 l,4,9-0p1,47,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Romann (IRE),D. W. O'Connor,0,J. F. Levins,10th,Neck,5,9-2,49,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Contrapposto (JPN),C. T. Keane,0,R. Donohoe,9th,4 1/2 l,8,9-10,57,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Evening Verse (IRE),William James Lee,0,Miss Hilary McLoughlin,8th,1/2 l,5,10-0p,61,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Mephisto (IRE),M. A. Enright,0,Gerard Keane,7th,Short Head,5,9-0v,47,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Well Suited (IRE),R. C. Colgan,0,T. J. O'Mara,6th,3 3/4 l,7,9-6p,53,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Pro Bono (IRE),C. D. Hayes,0,C. W. J. Farrell,5th,3/4 l,7,9-1p,48,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Slamadoor (IRE),L. F. Roche,0,Jarlath P. Fahey,4th,Short Head,3,9-11b,60,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Kampala Beach (IRE),R. P. Whelan,0,M. Halford,3rd,Head,3,9-5,54,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Dark Street (IRE),N. M. Crosse,0,Luke Comer,2nd,Nose,4,9-6,53,True,35,6
Dundalk Racing Results | 16th December 2022 19:30,N/A,19:30,Standard,1m 2f 150y,Blackstone Cliff (IRE),D. B. McMonagle,0,T. Gibney,1st,N/A,6,9-1ht,48,True,35,6
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Be Adored (IRE),C. Horgan,7,Dermot Murphy,NR,N/A,3,8-11p1,47,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Sod's Law,L. F. Roche,0,Luke Comer,12th,30 l,7,8-13b,47,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Tara Power (IRE),G. M. Ryan,0,Keith Henry Clarke,11th,1 1/4 l,4,9-3,51,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Together Aclaim,D. W. O'Connor,0,John McConnell,10th,1 1/4 l,3,9-12,62,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Great to Get Out (IRE),Kyanna Van Buuren,10,Liam Lennon,9th,Neck,4,9-5,53,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Kartayaz (IRE),Siobhan Rutledge,5,John McConnell,8th,2 3/4 l,5,9-11,59,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Anjah (IRE),D. B. McMonagle,0,C. Moore,7th,1 l,5,9-1tp,49,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Early Strike (FR),R. P. Cleary,0,D. Buckley,6th,1/2 l,6,9-10t,58,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Nevada Brave (IRE),N. M. Crosse,0,Luke Comer,5th,2 1/2 l,4,9-0,48,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Princess Wannabe (IRE),W. M. Lordan,0,J. A. Stack,4th,1/2 l,3,9-4p,54,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Never Mistabeat (IRE),R. P. Whelan,0,Jarlath P. Fahey,3rd,2 1/2 l,5,10-0b,62,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Emeric (IRE),C. T. Keane,0,Paul W. Flynn,2nd,1/2 l,5,9-6b1,54,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Mr Mills (IRE),R. C. Colgan,0,Christopher David Timmons,1st,N/A,4,9-1,49,True,35,7
