track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 2nd October 2022 16:45,N/A,16:45,Good,2m 3f 150y,Rambranlt'jac (FR),B. Hayes,0,W. P. Mullins,5th,3 l,6,11-2,-,True,24,16
Tipperary Racing Results | 2nd October 2022 16:45,N/A,16:45,Good,2m 3f 150y,Il Courra (IRE),Rachael Blackmore,0,C. W. J. Farrell,4th,5 l,7,11-2t,-,True,24,16
Tipperary Racing Results | 2nd October 2022 16:45,N/A,16:45,Good,2m 3f 150y,Max Flamingo (IRE),Patrick O'Hanlon,0,Francis Casey,3rd,5 l,7,11-5,-,True,24,16
Tipperary Racing Results | 2nd October 2022 16:45,N/A,16:45,Good,2m 3f 150y,Ash Tree Meadow (FR),Davy Russell,0,Gordon Elliott,2nd,9 l,6,11-5t,-,True,24,16
Tipperary Racing Results | 2nd October 2022 16:45,N/A,16:45,Good,2m 3f 150y,Authorized Art (FR),D. E. Mullins,0,W. P. Mullins,1st,N/A,7,11-5,-,True,24,16
Tipperary Racing Results | 2nd October 2022 16:45,N/A,16:45,Good,2m 3f 150y,Rambranlt'jac (FR),B. Hayes,0,W. P. Mullins,5th,3 l,6,11-2,-,True,24,16
Tipperary Racing Results | 2nd October 2022 16:45,N/A,16:45,Good,2m 3f 150y,Il Courra (IRE),Rachael Blackmore,0,C. W. J. Farrell,4th,5 l,7,11-2t,-,True,24,16
Tipperary Racing Results | 2nd October 2022 16:45,N/A,16:45,Good,2m 3f 150y,Max Flamingo (IRE),Patrick O'Hanlon,0,Francis Casey,3rd,5 l,7,11-5,-,True,24,16
Tipperary Racing Results | 2nd October 2022 16:45,N/A,16:45,Good,2m 3f 150y,Ash Tree Meadow (FR),Davy Russell,0,Gordon Elliott,2nd,9 l,6,11-5t,-,True,24,16
Tipperary Racing Results | 2nd October 2022 16:45,N/A,16:45,Good,2m 3f 150y,Authorized Art (FR),D. E. Mullins,0,W. P. Mullins,1st,N/A,7,11-5,-,True,24,16
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,First Dare (IRE),Mr J. L. Gleeson,7,Miss Elizabeth Doyle,UR,N/A,4,11-5h1,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Celina John (IRE),Mr S. Cavanagh,7,P. A. Fahy,16th,73 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Black Buttons (IRE),Mr Pat Taaffe,7,P. A. Fahy,15th,3 1/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,In the Balance (IRE),Mr W. T. Cronin,7,W. M. Roper,14th,31 l,4,11-5t,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Ladybela,Mr R. J. Kiely,5,P. Kiely,13th,2 l,4,11-5h1,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Catchabird (IRE),Mr Finian Maguire,0,W. J. Burke,12th,1 1/2 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Bellachamps (IRE),Mr J. J. Codd,0,Gordon Elliott,11th,1 1/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Rockonjade (IRE),Mr T. Power Roche,7,Richard Morrissey,10th,1/2 l,4,11-5t1,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Grace Faraday (IRE),Miss A. B. O'Connor,5,Anthony McCann,9th,1 l,4,11-5h,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Kalahari Diamond (IRE),Mr R. W. Barron,7,Charles Byrnes,8th,1 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Starry Heights (IRE),Mr T. Hamilton,0,N. Dooly,7th,3 1/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Fortunate Lighting (IRE),Mr A. P. Ryan,7,Charles Byrnes,6th,2 1/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Fox In the Park (IRE),Mr P. A. King,5,P. M. J. Doyle,5th,2 3/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Della Casa Lunga (IRE),Mr D. O'Connor,0,S. Curling,4th,2 1/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,I Am Shadow (IRE),Mr H. C. Swan,7,Ciaran Murphy,3rd,Neck,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Coole Cherry (IRE),Miss J. Townend,3,W. P. Mullins,2nd,1/2 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Jessqueen (IRE),Mr B. W. Harvey,7,Barry Fitzgerald,1st,N/A,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,First Dare (IRE),Mr J. L. Gleeson,7,Miss Elizabeth Doyle,UR,N/A,4,11-5h1,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Celina John (IRE),Mr S. Cavanagh,7,P. A. Fahy,16th,73 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Black Buttons (IRE),Mr Pat Taaffe,7,P. A. Fahy,15th,3 1/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,In the Balance (IRE),Mr W. T. Cronin,7,W. M. Roper,14th,31 l,4,11-5t,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Ladybela,Mr R. J. Kiely,5,P. Kiely,13th,2 l,4,11-5h1,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Catchabird (IRE),Mr Finian Maguire,0,W. J. Burke,12th,1 1/2 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Bellachamps (IRE),Mr J. J. Codd,0,Gordon Elliott,11th,1 1/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Rockonjade (IRE),Mr T. Power Roche,7,Richard Morrissey,10th,1/2 l,4,11-5t1,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Grace Faraday (IRE),Miss A. B. O'Connor,5,Anthony McCann,9th,1 l,4,11-5h,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Kalahari Diamond (IRE),Mr R. W. Barron,7,Charles Byrnes,8th,1 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Starry Heights (IRE),Mr T. Hamilton,0,N. Dooly,7th,3 1/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Fortunate Lighting (IRE),Mr A. P. Ryan,7,Charles Byrnes,6th,2 1/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Fox In the Park (IRE),Mr P. A. King,5,P. M. J. Doyle,5th,2 3/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Della Casa Lunga (IRE),Mr D. O'Connor,0,S. Curling,4th,2 1/4 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,I Am Shadow (IRE),Mr H. C. Swan,7,Ciaran Murphy,3rd,Neck,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Coole Cherry (IRE),Miss J. Townend,3,W. P. Mullins,2nd,1/2 l,4,11-5,-,True,24,17
Tipperary Racing Results | 2nd October 2022 17:20,N/A,17:20,Good,2m,Jessqueen (IRE),Mr B. W. Harvey,7,Barry Fitzgerald,1st,N/A,4,11-5,-,True,24,17
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Fidanka (IRE),Trevor Ryan,5,W. J. Austin,13th,1/2 l,4,10-12,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Cristiano Marealdo (IRE),J. P. O'Sullivan,5,P. J. Rothwell,12th,94 l,4,10-12,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Dragon Glass (IRE),Phillip Enright,0,S. Curling,11th,3 l,5,10-13,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Whose a Diva (IRE),C. M. Quirke,7,A. Slattery,10th,2 l,4,10-12,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Henry's Girlie (IRE),G. Bourke,7,Fintan Feeney,9th,Nose,7,10-13,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Stradbally Village (IRE),Derek Thomas McGrath,7,Ms M. Flynn,8th,8 1/2 l,5,10-13,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Janverlil (IRE),C. P. McNamara,0,Eric McNamara,7th,17 l,4,10-12,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Galactica (FR),L. P. Dempsey,0,Gavin Patrick Cromwell,6th,8 1/2 l,4,11-6t1,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Shes My Getaway (IRE),Donagh Meyler,0,Kevin Thomas Coleman,5th,3 1/4 l,4,10-12,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Caremuchmore (IRE),A. M. McCurtin,3,Daniel G. Murphy,4th,20 l,5,10-13,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,C'est Rien (IRE),M. J. M. O'Sullivan,7,Thomas Mullins,3rd,Neck,5,10-13,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Ginnets Girl (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,3 1/2 l,4,11-6,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,The Model Kingdom (IRE),B. J. Cooper,0,Noel Meade,1st,N/A,5,11-7,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Fidanka (IRE),Trevor Ryan,5,W. J. Austin,13th,1/2 l,4,10-12,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Cristiano Marealdo (IRE),J. P. O'Sullivan,5,P. J. Rothwell,12th,94 l,4,10-12,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Dragon Glass (IRE),Phillip Enright,0,S. Curling,11th,3 l,5,10-13,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Whose a Diva (IRE),C. M. Quirke,7,A. Slattery,10th,2 l,4,10-12,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Henry's Girlie (IRE),G. Bourke,7,Fintan Feeney,9th,Nose,7,10-13,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Stradbally Village (IRE),Derek Thomas McGrath,7,Ms M. Flynn,8th,8 1/2 l,5,10-13,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Janverlil (IRE),C. P. McNamara,0,Eric McNamara,7th,17 l,4,10-12,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Galactica (FR),L. P. Dempsey,0,Gavin Patrick Cromwell,6th,8 1/2 l,4,11-6t1,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Shes My Getaway (IRE),Donagh Meyler,0,Kevin Thomas Coleman,5th,3 1/4 l,4,10-12,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Caremuchmore (IRE),A. M. McCurtin,3,Daniel G. Murphy,4th,20 l,5,10-13,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,C'est Rien (IRE),M. J. M. O'Sullivan,7,Thomas Mullins,3rd,Neck,5,10-13,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,Ginnets Girl (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,3 1/2 l,4,11-6,-,True,24,18
Tipperary Racing Results | 3rd October 2022 13:45,N/A,13:45,Good,2m,The Model Kingdom (IRE),B. J. Cooper,0,Noel Meade,1st,N/A,5,11-7,-,True,24,18
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Ormond Poet (IRE),D. G. Hogan,0,Denis Hogan,19th,1 3/4 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Smig Suas (IRE),J. J. Slevin,0,V. T. O'Brien,18th,54 l,9,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Soldat Flamboyant (IRE),A. M. McCurtin,3,Daniel G. Murphy,17th,9 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Suture Self,Donagh Meyler,0,Kieran Purcell,16th,1 1/2 l,4,11-3,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Butlers Farm (IRE),Phillip Enright,0,N. Stokes,15th,4 3/4 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Hit the Button (IRE),R. J. Condon,5,Michael Butler,14th,10 l,4,11-3,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Thelonglad (IRE),C. A. Landers,0,Michael J. McDonagh,13th,8 1/2 l,4,11-3,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Enchanted One (IRE),J. P. Kirwan,7,John Patrick Ryan,12th,5 1/2 l,5,11-12,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Silent Flight (IRE),B. Hayes,0,Philip Michael Byrne,11th,4 1/4 l,6,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Glanaree (FR),Jamie Hayes,7,Aengus King,10th,6 1/2 l,5,11-4t1,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Indulging,S. O'Callaghan,7,T. M. Walsh,9th,3/4 l,4,11-3,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Lough Nigara (IRE),Patrick O'Hanlon,5,Matthew A. Daly,8th,1/2 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Warm In Gorey (IRE),J. P. O'Sullivan,5,P. J. Rothwell,7th,7 1/2 l,4,11-3,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,We Had It All Said (IRE),C. P. McNamara,0,Eric McNamara,6th,1 1/2 l,5,11-4t,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Nibbles (IRE),Mr Turlough O'Connor,7,Turlough O'Connor,5th,13 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Alpesh Amin (IRE),D. J. O'Keeffe,0,Eric McNamara,4th,3 3/4 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,From The Ashes (IRE),P. Byrnes,7,Charles Byrnes,3rd,1/2 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Ferdinand Star,E. Walsh,5,Patrick Magee,2nd,16 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Hercule Du Seuil (FR),M. P. Walsh,0,W. P. Mullins,1st,N/A,5,11-4ht1,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Ormond Poet (IRE),D. G. Hogan,0,Denis Hogan,19th,1 3/4 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Smig Suas (IRE),J. J. Slevin,0,V. T. O'Brien,18th,54 l,9,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Soldat Flamboyant (IRE),A. M. McCurtin,3,Daniel G. Murphy,17th,9 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Suture Self,Donagh Meyler,0,Kieran Purcell,16th,1 1/2 l,4,11-3,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Butlers Farm (IRE),Phillip Enright,0,N. Stokes,15th,4 3/4 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Hit the Button (IRE),R. J. Condon,5,Michael Butler,14th,10 l,4,11-3,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Thelonglad (IRE),C. A. Landers,0,Michael J. McDonagh,13th,8 1/2 l,4,11-3,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Enchanted One (IRE),J. P. Kirwan,7,John Patrick Ryan,12th,5 1/2 l,5,11-12,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Silent Flight (IRE),B. Hayes,0,Philip Michael Byrne,11th,4 1/4 l,6,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Glanaree (FR),Jamie Hayes,7,Aengus King,10th,6 1/2 l,5,11-4t1,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Indulging,S. O'Callaghan,7,T. M. Walsh,9th,3/4 l,4,11-3,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Lough Nigara (IRE),Patrick O'Hanlon,5,Matthew A. Daly,8th,1/2 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Warm In Gorey (IRE),J. P. O'Sullivan,5,P. J. Rothwell,7th,7 1/2 l,4,11-3,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,We Had It All Said (IRE),C. P. McNamara,0,Eric McNamara,6th,1 1/2 l,5,11-4t,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Nibbles (IRE),Mr Turlough O'Connor,7,Turlough O'Connor,5th,13 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Alpesh Amin (IRE),D. J. O'Keeffe,0,Eric McNamara,4th,3 3/4 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,From The Ashes (IRE),P. Byrnes,7,Charles Byrnes,3rd,1/2 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Ferdinand Star,E. Walsh,5,Patrick Magee,2nd,16 l,5,11-4,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:20,N/A,14:20,Good  Hurdle (Turf),2m,Hercule Du Seuil (FR),M. P. Walsh,0,W. P. Mullins,1st,N/A,5,11-4ht1,-,True,24,19
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Ard Monarch (IRE),Sam Ewing,0,V. T. O'Brien,PU,N/A,7,10-2,83,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Simply Shabra (IRE),J. J. Slevin,0,Anthony McCann,PU,N/A,7,11-13,108,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Robindale (IRE),Jack Foley,3,Ciaran Murphy,5th,31 l,6,10-9p1,90,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Coole Og (IRE),D. E. Mullins,0,W. P. Mullins,4th,1/2 l,6,11-9,104,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Saint Bernadette (IRE),N. T. Prendergast,7,John Patrick Ryan,3rd,11 l,5,11-0,95,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Mont Saint Vincent (FR),C. P. McNamara,0,Eric McNamara,2nd,10 l,6,11-10,105,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Good World (IRE),K. E. Buckley,5,Eoin Griffin,1st,N/A,7,11-3p1,98,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Ard Monarch (IRE),Sam Ewing,0,V. T. O'Brien,PU,N/A,7,10-2,83,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Simply Shabra (IRE),J. J. Slevin,0,Anthony McCann,PU,N/A,7,11-13,108,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Robindale (IRE),Jack Foley,3,Ciaran Murphy,5th,31 l,6,10-9p1,90,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Coole Og (IRE),D. E. Mullins,0,W. P. Mullins,4th,1/2 l,6,11-9,104,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Saint Bernadette (IRE),N. T. Prendergast,7,John Patrick Ryan,3rd,11 l,5,11-0,95,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Mont Saint Vincent (FR),C. P. McNamara,0,Eric McNamara,2nd,10 l,6,11-10,105,True,24,20
Tipperary Racing Results | 3rd October 2022 14:55,N/A,14:55,Good,3m,Good World (IRE),K. E. Buckley,5,Eoin Griffin,1st,N/A,7,11-3p1,98,True,24,20
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Citizen's Army (IRE),Mr Alan O'Sullivan,7,Eugene M. O'Sullivan,S,N/A,7,11-7p1,87,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Ned the Smith (IRE),S. F. O'Keeffe,0,Eugene M. O'Sullivan,PU,N/A,6,11-4t,84,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,First Earl (IRE),S. D. Torrens,0,Michael Winters,PU,N/A,8,11-4tb1,84,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Secret Cargo (IRE),Niall Moore,7,Philip Fenton,PU,N/A,8,11-13b,93,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,One More Lass (IRE),C. Brassil,5,Ms M. Flynn,PU,N/A,8,11-2h,82,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Knockraha Boss (IRE),M. P. O'Connor,5,Richard Anthony Foley,PU,N/A,13,11-0,80,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Chief Seattle (IRE),M. J. M. O'Sullivan,7,John Patrick Ryan,F,N/A,7,11-8,88,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Fainche (IRE),K. C. Sexton,0,E. Sheehy,BD,N/A,5,11-0tb,80,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Oh'herewego (IRE),Donagh Meyler,0,V. T. O'Brien,11th,20 l,13,11-0p,80,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Trip to Milan (IRE),Gearoid Patrick Brouder,5,Seamus Braddish,10th,28 l,7,11-5,85,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Avec Espoir,Sam Ewing,0,V. T. O'Brien,9th,15 l,9,11-0,80,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Cher Why Not (IRE),C. M. Quirke,7,Timothy Doyle,8th,1 1/2 l,10,11-12,92,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Stellar Symphony (IRE),D. J. O'Keeffe,0,Edmond Kent,7th,6 l,7,11-12t,92,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Silver Planeur (FR),G. B. Noonan,7,Eric McNamara,6th,5 l,10,11-11t,91,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Blossom De Mai (FR),J. P. O'Sullivan,5,P. J. Rothwell,5th,11 l,5,11-6,86,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Tullyhogue Fort (IRE),Mr P. J. O'Neill,7,John F. O'Neill,4th,3 1/4 l,6,11-12t,92,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Killinure Lass (IRE),Mr E. Mahon,7,Brian M. McMahon,3rd,9 l,5,11-11,91,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,A Dublin Job (IRE),E. Walsh,5,Ciaran Murphy,2nd,3/4 l,5,11-2p1,82,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Problem Solver (IRE),S. O'Callaghan,7,Augustine Leahy,1st,N/A,6,11-8,88,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Citizen's Army (IRE),Mr Alan O'Sullivan,7,Eugene M. O'Sullivan,S,N/A,7,11-7p1,87,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,Ned the Smith (IRE),S. F. O'Keeffe,0,Eugene M. O'Sullivan,PU,N/A,6,11-4t,84,True,24,21
Tipperary Racing Results | 3rd October 2022 15:30,N/A,15:30,Good,3m,First Earl (IRE),S. D. Torrens,0,Michael Winters,PU,N/A,8,11-4tb1,84,True,24,21
