track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Tiffany Mae (IRE),S Foley,0,Mrs J Harrington,14th,14 l,3,9-8,57,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Boskill Carmel (IRE),L F Roche,0,J P Fahey,13th,3 l,3,9-0,49,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Coruscate (IRE),J A Heffernan,0,T Cooper,12th,2 1/2 l,3,8-12h,45,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Ballinahulla (IRE),Adam Caffrey,3,Conor Maxwell,11th,Nose,3,8-13p1,48,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Fine Print (IRE),C T Keane,0,J C McConnell,10th,1 1/2 l,3,9-0tb1,49,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Highland Bells (IRE),W Joyce,5,M Mulvany,9th,2 3/4 l,3,8-13,48,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Our Lil,B M Coen,0,J P Murtagh,8th,3 l,3,9-10p,59,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Guest Star,K G Kennedy,7,M Fahey,7th,3 l,3,9-11,60,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Maxwell Smart (IRE),R Whearty,3,T G McCourt,6th,1 1/2 l,3,8-12,44,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Imperial Miss (IRE),R P Whelan,0,M Halford & T Collins,5th,1/2 l,3,9-5,54,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Bhean Saibhre (IRE),J Cleary,7,A A Howard,4th,3 3/4 l,3,8-12,44,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Prairie Angel (IRE),D P McDonogh,0,J P O'Brien,3rd,1/2 l,3,9-13p1,62,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Kool One (SPA),J J G Ryan,3,Conor Maxwell,2nd,3 1/4 l,3,9-7,56,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Moutarde (IRE),G F Carroll,0,G P Cromwell,1st,N/A,3,9-11h,60,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Latin (IRE),D King,3,D Hogan,NR,N/A,3,10-2tp,65,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Saxon Land (IRE),W J Lee,0,Ciaran Murphy,15th,1 l,3,9-12,61,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Tiffany Mae (IRE),S Foley,0,Mrs J Harrington,14th,14 l,3,9-8,57,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Boskill Carmel (IRE),L F Roche,0,J P Fahey,13th,3 l,3,9-0,49,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Coruscate (IRE),J A Heffernan,0,T Cooper,12th,2 1/2 l,3,8-12h,45,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Ballinahulla (IRE),Adam Caffrey,3,Conor Maxwell,11th,Nose,3,8-13p1,48,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Fine Print (IRE),C T Keane,0,J C McConnell,10th,1 1/2 l,3,9-0tb1,49,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Highland Bells (IRE),W Joyce,5,M Mulvany,9th,2 3/4 l,3,8-13,48,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Our Lil,B M Coen,0,J P Murtagh,8th,3 l,3,9-10p,59,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Guest Star,K G Kennedy,7,M Fahey,7th,3 l,3,9-11,60,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Maxwell Smart (IRE),R Whearty,3,T G McCourt,6th,1 1/2 l,3,8-12,44,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Imperial Miss (IRE),R P Whelan,0,M Halford & T Collins,5th,1/2 l,3,9-5,54,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Bhean Saibhre (IRE),J Cleary,7,A A Howard,4th,3 3/4 l,3,8-12,44,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Prairie Angel (IRE),D P McDonogh,0,J P O'Brien,3rd,1/2 l,3,9-13p1,62,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Kool One (SPA),J J G Ryan,3,Conor Maxwell,2nd,3 1/4 l,3,9-7,56,True,137,36
N/A,N/A,19:15,Soft To Heavy,1m 4f 17y,Moutarde (IRE),G F Carroll,0,G P Cromwell,1st,N/A,3,9-11h,60,True,137,36
N/A,N/A,13:35,Good,7f,Tamam Desert (IRE),W J Lee,0,Eoghan O'Neill,NR,N/A,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Cercene (IRE),G F Carroll,0,J G Murphy,NR,N/A,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Annie M (IRE),Adam Caffrey,3,A McGuinness,14th,4 1/2 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Princess Peggy (IRE),L F Roche,0,G Elliott,13th,3/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Alaskan Red (IRE),J A Heffernan,0,R Sweeney,12th,2 1/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,One Of A Kind (IRE),S B Kelly,0,J P Murtagh,11th,2 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Sweet Zaroline (IRE),D P McDonogh,0,J P O'Brien,10th,2 3/4 l,2,9-2t1,-,True,137,37
N/A,N/A,13:35,Good,7f,Escorpio (IRE),R P Whelan,0,A McGuinness,9th,2 1/2 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Clarabell,S Foley,0,A Sexton,8th,Head,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,A Call Too Soon (IRE),A J Slattery,0,J A Stack,7th,2 3/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Ventress (IRE),D E Sheehy,0,J P Murtagh,6th,1 3/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Blondina (IRE),R P Cleary,0,J S Bolger,5th,2 1/2 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Chocalho,C D Hayes,0,D K Weld,4th,3 1/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Amangani (IRE),D McMonagle,0,J P O'Brien,3rd,1 3/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Mint Candy (IRE),W M Lordan,0,A P O'Brien,2nd,Nose,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Greatest Drama (IRE),B M Coen,0,J P Murtagh,1st,N/A,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Tamam Desert (IRE),W J Lee,0,Eoghan O'Neill,NR,N/A,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Cercene (IRE),G F Carroll,0,J G Murphy,NR,N/A,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Annie M (IRE),Adam Caffrey,3,A McGuinness,14th,4 1/2 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Princess Peggy (IRE),L F Roche,0,G Elliott,13th,3/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Alaskan Red (IRE),J A Heffernan,0,R Sweeney,12th,2 1/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,One Of A Kind (IRE),S B Kelly,0,J P Murtagh,11th,2 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Sweet Zaroline (IRE),D P McDonogh,0,J P O'Brien,10th,2 3/4 l,2,9-2t1,-,True,137,37
N/A,N/A,13:35,Good,7f,Escorpio (IRE),R P Whelan,0,A McGuinness,9th,2 1/2 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Clarabell,S Foley,0,A Sexton,8th,Head,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,A Call Too Soon (IRE),A J Slattery,0,J A Stack,7th,2 3/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Ventress (IRE),D E Sheehy,0,J P Murtagh,6th,1 3/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Blondina (IRE),R P Cleary,0,J S Bolger,5th,2 1/2 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Chocalho,C D Hayes,0,D K Weld,4th,3 1/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Amangani (IRE),D McMonagle,0,J P O'Brien,3rd,1 3/4 l,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Mint Candy (IRE),W M Lordan,0,A P O'Brien,2nd,Nose,2,9-2,-,True,137,37
N/A,N/A,13:35,Good,7f,Greatest Drama (IRE),B M Coen,0,J P Murtagh,1st,N/A,2,9-2,-,True,137,37
N/A,N/A,14:10,Good  (Turf),7f,Desmond Castle (IRE),D P McDonogh,0,J P O'Brien,UR,N/A,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Tiger Kitten (USA),J A Heffernan,0,S M Duffy,9th,Head,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Ryback (IRE),N M Crosse,0,Liam G O'brien,8th,11 l,2,9-5p1,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Green Asset (IRE),R P Cleary,0,J S Bolger,7th,2 1/2 l,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Manhattan Chute (IRE),L F Roche,0,M O'Callaghan,6th,1/2 l,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Zambales,C T Keane,0,G M Lyons,5th,2 l,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Forza Toro,S Foley,0,J Feane,4th,Head,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Dante's Lad (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,2,9-5t,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Tashir (IRE),B M Coen,0,J P Murtagh,2nd,2 1/2 l,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Monumental (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5b,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Desmond Castle (IRE),D P McDonogh,0,J P O'Brien,UR,N/A,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Tiger Kitten (USA),J A Heffernan,0,S M Duffy,9th,Head,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Ryback (IRE),N M Crosse,0,Liam G O'brien,8th,11 l,2,9-5p1,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Green Asset (IRE),R P Cleary,0,J S Bolger,7th,2 1/2 l,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Manhattan Chute (IRE),L F Roche,0,M O'Callaghan,6th,1/2 l,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Zambales,C T Keane,0,G M Lyons,5th,2 l,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Forza Toro,S Foley,0,J Feane,4th,Head,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Dante's Lad (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,2,9-5t,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Tashir (IRE),B M Coen,0,J P Murtagh,2nd,2 1/2 l,2,9-5,-,True,137,38
N/A,N/A,14:10,Good  (Turf),7f,Monumental (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5b,-,True,137,38
N/A,N/A,14:45,Good,7f,Wanda The Fish (IRE),C D Maxwell,0,P J Rothwell,NR,N/A,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Clever And Cute (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Court Parade (IRE),S B Kelly,0,P F McEnery,15th,4 1/2 l,3,9-8,-,True,137,39
N/A,N/A,14:45,Good,7f,Gift Of Life (IRE),R Whearty,3,C Moore,14th,3 1/4 l,4,9-12,-,True,137,39
N/A,N/A,14:45,Good,7f,Al Bahar (QAT),J M Sheridan,0,D Hogan,13th,1 1/4 l,3,9-8t,-,True,137,39
N/A,N/A,14:45,Good,7f,Danzy Boy (IRE),K W De Oliveira,10,W M Roper,12th,2 l,3,9-8,-,True,137,39
N/A,N/A,14:45,Good,7f,Carrigans Grove (IRE),R Donaghue-Leahy,7,P J Flynn,11th,2 l,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Altimara (IRE),L F Roche,0,R O'Sullivan,10th,1 l,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Firesky (IRE),B M Coen,0,Ciaran Murphy,9th,Neck,3,9-8,-,True,137,39
N/A,N/A,14:45,Good,7f,Celtic Druid (IRE),Alyse Jane Clarke,10,T G McCourt,8th,4 1/2 l,3,9-8,-,True,137,39
N/A,N/A,14:45,Good,7f,Yaxchilan (IRE),C D Hayes,0,D K Weld,7th,1 1/4 l,3,9-8tb1,-,True,137,39
N/A,N/A,14:45,Good,7f,Profit Surge (IRE),N M Crosse,0,J Geoghegan,6th,Neck,3,9-3h1,-,True,137,39
N/A,N/A,14:45,Good,7f,Rodeeve,W Joyce,5,M J Browne,5th,1/2 l,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Princess Aurea (IRE),A J Slattery,0,A Slattery,4th,Short Head,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Castanets (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-3t,-,True,137,39
N/A,N/A,14:45,Good,7f,Supreme Success (IRE),D P McDonogh,0,J P O'Brien,2nd,2 1/2 l,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Marakesh,W J Lee,0,H De Bromhead,1st,N/A,4,9-7,-,True,137,39
N/A,N/A,14:45,Good,7f,Wanda The Fish (IRE),C D Maxwell,0,P J Rothwell,NR,N/A,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Clever And Cute (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Court Parade (IRE),S B Kelly,0,P F McEnery,15th,4 1/2 l,3,9-8,-,True,137,39
N/A,N/A,14:45,Good,7f,Gift Of Life (IRE),R Whearty,3,C Moore,14th,3 1/4 l,4,9-12,-,True,137,39
N/A,N/A,14:45,Good,7f,Al Bahar (QAT),J M Sheridan,0,D Hogan,13th,1 1/4 l,3,9-8t,-,True,137,39
N/A,N/A,14:45,Good,7f,Danzy Boy (IRE),K W De Oliveira,10,W M Roper,12th,2 l,3,9-8,-,True,137,39
N/A,N/A,14:45,Good,7f,Carrigans Grove (IRE),R Donaghue-Leahy,7,P J Flynn,11th,2 l,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Altimara (IRE),L F Roche,0,R O'Sullivan,10th,1 l,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Firesky (IRE),B M Coen,0,Ciaran Murphy,9th,Neck,3,9-8,-,True,137,39
N/A,N/A,14:45,Good,7f,Celtic Druid (IRE),Alyse Jane Clarke,10,T G McCourt,8th,4 1/2 l,3,9-8,-,True,137,39
N/A,N/A,14:45,Good,7f,Yaxchilan (IRE),C D Hayes,0,D K Weld,7th,1 1/4 l,3,9-8tb1,-,True,137,39
N/A,N/A,14:45,Good,7f,Profit Surge (IRE),N M Crosse,0,J Geoghegan,6th,Neck,3,9-3h1,-,True,137,39
N/A,N/A,14:45,Good,7f,Rodeeve,W Joyce,5,M J Browne,5th,1/2 l,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Princess Aurea (IRE),A J Slattery,0,A Slattery,4th,Short Head,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Castanets (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-3t,-,True,137,39
N/A,N/A,14:45,Good,7f,Supreme Success (IRE),D P McDonogh,0,J P O'Brien,2nd,2 1/2 l,3,9-3,-,True,137,39
N/A,N/A,14:45,Good,7f,Marakesh,W J Lee,0,H De Bromhead,1st,N/A,4,9-7,-,True,137,39
N/A,N/A,15:20,Good,7f,Elinor Dashwood (IRE),R P Whelan,0,A McGuinness,NR,N/A,3,9-11h,82,True,137,40
N/A,N/A,15:20,Good,7f,Her Ladyship (IRE),C D Hayes,0,A McNamara,8th,7 1/2 l,3,9-6,77,True,137,40
N/A,N/A,15:20,Good,7f,Bella Colombia (IRE),W J Lee,0,W McCreery,7th,2 l,3,9-0v,71,True,137,40
N/A,N/A,15:20,Good,7f,Anvika (IRE),R C Colgan,0,S Lavery,6th,Neck,3,9-11,82,True,137,40
N/A,N/A,15:20,Good,7f,Lucky Out (IRE),J A Heffernan,0,T Mullins,5th,1/2 l,3,9-5,76,True,137,40
N/A,N/A,15:20,Good,7f,Glamorously (IRE),S Foley,0,Mrs J Harrington,4th,1 1/2 l,3,8-10p,67,True,137,40
N/A,N/A,15:20,Good,7f,Kailasa (IRE),B M Coen,0,J P Murtagh,3rd,Neck,3,9-10h1,81,True,137,40
N/A,N/A,15:20,Good,7f,Four Blondes (IRE),G F Carroll,0,R O'Sullivan,2nd,Neck,3,10-0,85,True,137,40
N/A,N/A,15:20,Good,7f,Vivienda,C T Keane,0,G M Lyons,1st,N/A,3,9-11,82,True,137,40
N/A,N/A,15:20,Good,7f,Elinor Dashwood (IRE),R P Whelan,0,A McGuinness,NR,N/A,3,9-11h,82,True,137,40
N/A,N/A,15:20,Good,7f,Her Ladyship (IRE),C D Hayes,0,A McNamara,8th,7 1/2 l,3,9-6,77,True,137,40
N/A,N/A,15:20,Good,7f,Bella Colombia (IRE),W J Lee,0,W McCreery,7th,2 l,3,9-0v,71,True,137,40
N/A,N/A,15:20,Good,7f,Anvika (IRE),R C Colgan,0,S Lavery,6th,Neck,3,9-11,82,True,137,40
N/A,N/A,15:20,Good,7f,Lucky Out (IRE),J A Heffernan,0,T Mullins,5th,1/2 l,3,9-5,76,True,137,40
N/A,N/A,15:20,Good,7f,Glamorously (IRE),S Foley,0,Mrs J Harrington,4th,1 1/2 l,3,8-10p,67,True,137,40
N/A,N/A,15:20,Good,7f,Kailasa (IRE),B M Coen,0,J P Murtagh,3rd,Neck,3,9-10h1,81,True,137,40
N/A,N/A,15:20,Good,7f,Four Blondes (IRE),G F Carroll,0,R O'Sullivan,2nd,Neck,3,10-0,85,True,137,40
N/A,N/A,15:20,Good,7f,Vivienda,C T Keane,0,G M Lyons,1st,N/A,3,9-11,82,True,137,40
N/A,N/A,15:55,Good,1m,Dar Og (IRE),J A Heffernan,0,M Kelly,10th,19 l,4,9-3,-,True,137,41
N/A,N/A,15:55,Good,1m,Eurielle (IRE),W J Lee,0,W McCreery,9th,2 1/2 l,4,9-1,-,True,137,41
N/A,N/A,15:55,Good,1m,Smaoineamh Sile,J A Powell,3,J C McConnell,8th,3 1/2 l,6,9-6,-,True,137,41
N/A,N/A,15:55,Good,1m,Rhasidat (IRE),J M Sheridan,0,P J McKenna,7th,1 l,3,8-10p,-,True,137,41
N/A,N/A,15:55,Good,1m,Beauty Bella (IRE),G M Ryan,0,A Murray,6th,1/2 l,4,9-6p,-,True,137,41
N/A,N/A,15:55,Good,1m,Amanirenas (IRE),D E Sheehy,0,M C Grassick,5th,3 1/2 l,5,9-6p,-,True,137,41
N/A,N/A,15:55,Good,1m,You Owe Me Money (IRE),J Cleary,7,Gerard O'Leary,4th,1 1/4 l,6,9-9,-,True,137,41
N/A,N/A,15:55,Good,1m,Kiki Roberts (IRE),R Whearty,3,N Meade,3rd,Neck,3,8-10b,-,True,137,41
N/A,N/A,15:55,Good,1m,Makaiah (IRE),J J G Ryan,3,G M Lyons,2nd,5 1/2 l,3,8-10b1,-,True,137,41
N/A,N/A,15:55,Good,1m,Glen Princess (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-6tb1,-,True,137,41
N/A,N/A,15:55,Good,1m,Dar Og (IRE),J A Heffernan,0,M Kelly,10th,19 l,4,9-3,-,True,137,41
N/A,N/A,15:55,Good,1m,Eurielle (IRE),W J Lee,0,W McCreery,9th,2 1/2 l,4,9-1,-,True,137,41
N/A,N/A,15:55,Good,1m,Smaoineamh Sile,J A Powell,3,J C McConnell,8th,3 1/2 l,6,9-6,-,True,137,41
N/A,N/A,15:55,Good,1m,Rhasidat (IRE),J M Sheridan,0,P J McKenna,7th,1 l,3,8-10p,-,True,137,41
N/A,N/A,15:55,Good,1m,Beauty Bella (IRE),G M Ryan,0,A Murray,6th,1/2 l,4,9-6p,-,True,137,41
N/A,N/A,15:55,Good,1m,Amanirenas (IRE),D E Sheehy,0,M C Grassick,5th,3 1/2 l,5,9-6p,-,True,137,41
N/A,N/A,15:55,Good,1m,You Owe Me Money (IRE),J Cleary,7,Gerard O'Leary,4th,1 1/4 l,6,9-9,-,True,137,41
N/A,N/A,15:55,Good,1m,Kiki Roberts (IRE),R Whearty,3,N Meade,3rd,Neck,3,8-10b,-,True,137,41
N/A,N/A,15:55,Good,1m,Makaiah (IRE),J J G Ryan,3,G M Lyons,2nd,5 1/2 l,3,8-10b1,-,True,137,41
N/A,N/A,15:55,Good,1m,Glen Princess (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-6tb1,-,True,137,41
N/A,N/A,16:30,Good,1m,St Laurence's Gate (IRE),D S O'Sullivan,7,J M Barrett,PU,N/A,3,9-0,54,True,137,42
N/A,N/A,16:30,Good,1m,Zero Fighter (IRE),Kyle Faulkner,7,E D Delany,15th,4 3/4 l,4,8-12tp,47,True,137,42
N/A,N/A,16:30,Good,1m,Pegula (IRE),W Joyce,0,T Doyle,14th,1 l,4,8-12h1,47,True,137,42
N/A,N/A,16:30,Good,1m,Run The Jewels (IRE),K G Kennedy,4,Daniel McLoughlin,13th,1 l,7,10-0,63,True,137,42
N/A,N/A,16:30,Good,1m,Campari Soda (IRE),J J G Ryan,0,D K Weld,12th,Short Head,3,9-11b,65,True,137,42
N/A,N/A,16:30,Good,1m,Quick Blessing (IRE),R Whearty,0,C Moore,11th,3/4 l,4,9-8t,57,True,137,42
N/A,N/A,16:30,Good,1m,Pascalia (IRE),R M Mulligan,7,J P Murtagh,10th,2 l,4,9-5tb,54,True,137,42
N/A,N/A,16:30,Good,1m,I Bid You Ajou (FR),S T McCullagh,0,M Fahey,9th,1/2 l,3,9-11,65,True,137,42
N/A,N/A,16:30,Good,1m,Church Mountain (IRE),D King,0,D Hogan,8th,1/2 l,6,10-0tp,63,True,137,42
N/A,N/A,16:30,Good,1m,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,7th,3/4 l,4,9-0,49,True,137,42
N/A,N/A,16:30,Good,1m,Pink Socks (IRE),Amy Jo Hayes,4,T Doyle,6th,Nose,5,10-1,64,True,137,42
N/A,N/A,16:30,Good,1m,Jalo (IRE),Alyse Jane Clarke,7,T G McCourt,5th,Short Head,4,9-2tp,51,True,137,42
N/A,N/A,16:30,Good,1m,Lorr's Girl (IRE),J A Powell,0,R Sweeney,4th,3 l,3,8-10,50,True,137,42
N/A,N/A,16:30,Good,1m,Monzoon,P McGettigan,7,R Donohoe,3rd,1/2 l,7,9-8,57,True,137,42
N/A,N/A,16:30,Good,1m,Cherry Pink (IRE),Adam Caffrey,0,A McGuinness,2nd,3 l,4,9-5v,54,True,137,42
N/A,N/A,16:30,Good,1m,Kinda Tiny (IRE),M W Hassett,2,T Doyle,1st,N/A,4,9-3,52,True,137,42
N/A,N/A,16:30,Good,1m,St Laurence's Gate (IRE),D S O'Sullivan,7,J M Barrett,PU,N/A,3,9-0,54,True,137,42
N/A,N/A,16:30,Good,1m,Zero Fighter (IRE),Kyle Faulkner,7,E D Delany,15th,4 3/4 l,4,8-12tp,47,True,137,42
N/A,N/A,16:30,Good,1m,Pegula (IRE),W Joyce,0,T Doyle,14th,1 l,4,8-12h1,47,True,137,42
N/A,N/A,16:30,Good,1m,Run The Jewels (IRE),K G Kennedy,4,Daniel McLoughlin,13th,1 l,7,10-0,63,True,137,42
N/A,N/A,16:30,Good,1m,Campari Soda (IRE),J J G Ryan,0,D K Weld,12th,Short Head,3,9-11b,65,True,137,42
N/A,N/A,16:30,Good,1m,Quick Blessing (IRE),R Whearty,0,C Moore,11th,3/4 l,4,9-8t,57,True,137,42
N/A,N/A,16:30,Good,1m,Pascalia (IRE),R M Mulligan,7,J P Murtagh,10th,2 l,4,9-5tb,54,True,137,42
N/A,N/A,16:30,Good,1m,I Bid You Ajou (FR),S T McCullagh,0,M Fahey,9th,1/2 l,3,9-11,65,True,137,42
N/A,N/A,16:30,Good,1m,Church Mountain (IRE),D King,0,D Hogan,8th,1/2 l,6,10-0tp,63,True,137,42
N/A,N/A,16:30,Good,1m,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,7th,3/4 l,4,9-0,49,True,137,42
N/A,N/A,16:30,Good,1m,Pink Socks (IRE),Amy Jo Hayes,4,T Doyle,6th,Nose,5,10-1,64,True,137,42
N/A,N/A,16:30,Good,1m,Jalo (IRE),Alyse Jane Clarke,7,T G McCourt,5th,Short Head,4,9-2tp,51,True,137,42
N/A,N/A,16:30,Good,1m,Lorr's Girl (IRE),J A Powell,0,R Sweeney,4th,3 l,3,8-10,50,True,137,42
N/A,N/A,16:30,Good,1m,Monzoon,P McGettigan,7,R Donohoe,3rd,1/2 l,7,9-8,57,True,137,42
N/A,N/A,16:30,Good,1m,Cherry Pink (IRE),Adam Caffrey,0,A McGuinness,2nd,3 l,4,9-5v,54,True,137,42
N/A,N/A,16:30,Good,1m,Kinda Tiny (IRE),M W Hassett,2,T Doyle,1st,N/A,4,9-3,52,True,137,42
N/A,N/A,17:05,Good,1m,Alto Sax (IRE),B M Coen,0,Peter Fahey,NR,N/A,3,9-0b,65,True,137,43
N/A,N/A,17:05,Good,1m,Takeachancejimmy (IRE),R C Colgan,0,N Slevin,15th,2 3/4 l,10,9-6,66,True,137,43
N/A,N/A,17:05,Good,1m,Cordouan (FR),C J MacRedmond,5,R Donohoe,14th,3 l,6,9-8v,68,True,137,43
N/A,N/A,17:05,Good,1m,Ice Cold In Alex (IRE),J A Powell,3,K J Condon,13th,1 3/4 l,10,9-6t,66,True,137,43
N/A,N/A,17:05,Good,1m,Moyassr (IRE),W J Lee,0,John E & Kiely,12th,3 1/2 l,3,9-2,67,True,137,43
N/A,N/A,17:05,Good,1m,Brewel Hill (IRE),G Brouder,5,P McCreery,11th,1/2 l,8,9-12,72,True,137,43
N/A,N/A,17:05,Good,1m,Not Forgotten (IRE),K G Kennedy,7,M Halford & T Collins,10th,1 3/4 l,4,10-0,74,True,137,43
N/A,N/A,17:05,Good,1m,Gotta Catch'em All (IRE),Siobhan Rutledge,0,H Rogers,9th,Head,4,9-8,68,True,137,43
N/A,N/A,17:05,Good,1m,Blackcastle Storm,D P McDonogh,0,M J Smith,8th,1 l,7,9-7t,67,True,137,43
N/A,N/A,17:05,Good,1m,Redemptive Power (IRE),G F Carroll,0,G P Cromwell,7th,Nose,3,9-1,66,True,137,43
