track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Me Wee Bonnie Lass (IRE),K M Donoghue,0,G P Cromwell,4th,4 1/4 l,5,11-4,125,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Redwood Queen (IRE),P Byrnes,3,C Byrnes,3rd,4 l,7,11-6,127,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Aeros Luck (IRE),J Kearney,5,G P Cromwell,2nd,1 1/4 l,5,11-2ht,123,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Petrol Head (IRE),D J Gilligan,3,Miss K Brown,1st,N/A,8,10-10,117,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Palace Rock (IRE),B W Harvey,0,Francis Casey,NR,N/A,7,11-11p,132,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Alvaniy (IRE),P Townend,0,W P Mullins,NR,N/A,6,10-12,119,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Dads Lad (IRE),B Hayes,0,W P Mullins,14th,4 3/4 l,9,10-10t,117,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Watch The Weather,Rachael Blackmore,0,R P Cody,13th,18 l,8,11-5p1,126,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Global Export (IRE),P M O'Brien,7,G P Cromwell,12th,2 1/4 l,6,10-11,118,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Grey Diamond (FR),Sam Ewing,0,G Elliott,11th,1 3/4 l,10,11-3t,124,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Man O Work (IRE),Cian Cullinan,7,P G Fahey,10th,2 1/4 l,6,11-12,133,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Hidden Land (USA),K C Sexton,0,A Kinirons,9th,6 l,7,10-11,118,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Cougar (JPN),A P Kelly,5,P Roche,8th,1 1/2 l,5,10-13,120,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Napper Tandy,D J O'Keeffe,0,M J Smith,7th,3 1/2 l,6,10-12,119,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Comfort Zone (IRE),S D Torrens,0,J P O'Brien,6th,4 1/2 l,5,11-9,130,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,So Scottish (FR),M P Walsh,0,E Mullins,5th,3 1/4 l,7,11-9tp,130,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Me Wee Bonnie Lass (IRE),K M Donoghue,0,G P Cromwell,4th,4 1/4 l,5,11-4,125,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Redwood Queen (IRE),P Byrnes,3,C Byrnes,3rd,4 l,7,11-6,127,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Aeros Luck (IRE),J Kearney,5,G P Cromwell,2nd,1 1/4 l,5,11-2ht,123,True,126,23
Bellewstown Racing Results | 6th July 2024 17:58,N/A,17:58,Good,2m 1f 40y,Petrol Head (IRE),D J Gilligan,3,Miss K Brown,1st,N/A,8,10-10,117,True,126,23
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Stumblin In (IRE),J J Doyle,0,P M J Doyle,NR,N/A,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Fair Damsel (IRE),D J O'Keeffe,0,R Brabazon,NR,N/A,6,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Aultown Keppols (IRE),D J O'Keeffe,0,Peter Fahey,NR,N/A,6,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Zela Bella (IRE),J P Shinnick,7,A Ott,NR,N/A,7,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Mill House Creek,A P Kelly,5,Stephen Gerard Carey,PU,N/A,6,11-7,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Menhir (IRE),P J O'Hanlon,0,M Rice,PU,N/A,6,10-13p1,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Deise Bella (IRE),P K Donovan,5,David J Phelan,PU,N/A,6,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Little Green Lady (IRE),M J M O'Sullivan,0,P A Fahy,11th,14 l,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Ballinearla Girl (IRE),Niall Moore,7,E Doyle,10th,2 1/4 l,5,10-13h,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Nells Choice (IRE),D J Gilligan,3,C Collins,9th,3 1/2 l,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Cottesloe Sunshine (IRE),J J Slevin,0,J P O'Brien,8th,5 1/2 l,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Ashlia Dancer (IRE),Cian Cullinan,7,P G Fahey,7th,3 3/4 l,8,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Slim Marvel (FR),T Ryan,5,A Slattery,6th,1 1/4 l,6,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Wudya (IRE),Sam Ewing,0,G Elliott,5th,1/2 l,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Godblessyourosie (IRE),Rachael Blackmore,0,H De Bromhead,4th,3/4 l,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Confidential Gosip (IRE),C D Smithers,7,Mrs J Harrington,3rd,Short Head,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Birmingham Alabama (IRE),E Walsh,0,E D Delany,2nd,8 1/2 l,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Ta Na La (USA),S O'Callaghan,5,T M Walsh,1st,N/A,5,10-13t,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Stumblin In (IRE),J J Doyle,0,P M J Doyle,NR,N/A,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Fair Damsel (IRE),D J O'Keeffe,0,R Brabazon,NR,N/A,6,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Aultown Keppols (IRE),D J O'Keeffe,0,Peter Fahey,NR,N/A,6,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Zela Bella (IRE),J P Shinnick,7,A Ott,NR,N/A,7,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Mill House Creek,A P Kelly,5,Stephen Gerard Carey,PU,N/A,6,11-7,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Menhir (IRE),P J O'Hanlon,0,M Rice,PU,N/A,6,10-13p1,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Deise Bella (IRE),P K Donovan,5,David J Phelan,PU,N/A,6,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Little Green Lady (IRE),M J M O'Sullivan,0,P A Fahy,11th,14 l,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Ballinearla Girl (IRE),Niall Moore,7,E Doyle,10th,2 1/4 l,5,10-13h,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Nells Choice (IRE),D J Gilligan,3,C Collins,9th,3 1/2 l,5,10-13,-,True,126,24
