track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,On Lovers Walk (IRE),S O'Callaghan,0,G Kelleher,2nd,1 3/4 l,7,11-8t,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Natural Look (IRE),S Fitzgerald,0,D Queally,1st,N/A,8,11-6,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Zoffanien (IRE),J P Shinnick,7,D Hogan,NR,N/A,7,12-0p,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Westmount (IRE),J Coen,5,James Jenkins,PU,N/A,6,10-6t1,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Longagoanfarbehind (FR),B P Kennedy,7,S Fahey,11th,15 l,7,10-10,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Robinstown (IRE),A Harvey,7,C Collins,10th,13 l,9,12-0tb,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Duncarrig (IRE),D E Mullins,0,A Mullins,9th,8 1/2 l,7,11-0,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,It Could Be You (IRE),S W Flanagan,0,T Mullins,8th,8 l,10,11-4b,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Aill Dubh (IRE),A McCurtin,0,M Flannery,7th,6 1/2 l,7,11-4,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Gino Drummer Boy (IRE),Sam Ewing,0,G Elliott,6th,3 1/2 l,8,10-6p,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Kendancer (FR),P Byrnes,3,C Byrnes,5th,3 1/2 l,8,11-4,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Bigz Belief (IRE),J Smith,7,M J Smith,4th,10 l,7,11-4tb,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Routine Excellence (IRE),K M Donoghue,0,G P Cromwell,3rd,3/4 l,8,11-8p,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,On Lovers Walk (IRE),S O'Callaghan,0,G Kelleher,2nd,1 3/4 l,7,11-8t,-,True,114,29
Clonmel Racing Results | 16th May 2024 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 3f,Natural Look (IRE),S Fitzgerald,0,D Queally,1st,N/A,8,11-6,-,True,114,29
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Ayiko,J J Slevin,0,S R B Crawford,NR,N/A,5,11-12t,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Edge Of Darkness (IRE),P K Donovan,5,D Hogan,NR,N/A,4,11-6,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Podcast,K E Buckley,0,T Gibney,UR,N/A,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Ally Kazoo (IRE),P T Enright,0,S Curling,PU,N/A,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Stateofenlightment (IRE),D Meyler,0,R P Cody,15th,88 l,4,10-12,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Rock Of Baile Ur (IRE),R A Doyle,0,E Griffin,14th,39 l,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Mister Vic (IRE),S D Torrens,0,N C Kelly,13th,3 l,6,11-4t,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,County Champs (IRE),R Deegan,0,B McMahon,12th,16 l,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Southern Point (IRE),M J M O'Sullivan,0,A O'Grady,11th,4 1/2 l,6,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Rodney (IRE),Shane Fenelon,7,J J Hanlon,10th,4 l,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Muhtaluza (FR),D J Gilligan,3,G Elliott,9th,12 l,5,11-4t1,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Cape Bridgewater (IRE),J S McGarvey,0,Gerard O'Leary,8th,6 l,4,11-6,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Ballyeden Close (IRE),T P Harney,7,Liz Doyle,7th,7 1/2 l,6,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Storms End (IRE),C Stone-Walsh,5,Colm Murphy,6th,1 3/4 l,5,11-4t1,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,High City Roller (IRE),S W Flanagan,0,Liz Doyle,5th,9 l,7,11-12,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Mount Anglesby (IRE),D J O'Keeffe,0,A McNamara,4th,3 1/4 l,5,11-4t,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Lieber Nicc (IRE),Rachael Blackmore,0,H De Bromhead,3rd,1 l,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Secrecies Of Stone (IRE),S F O'Keeffe,0,P Nolan,2nd,11 l,6,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Clodders Dream,Sam Ewing,0,G Elliott,1st,N/A,6,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Ayiko,J J Slevin,0,S R B Crawford,NR,N/A,5,11-12t,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Edge Of Darkness (IRE),P K Donovan,5,D Hogan,NR,N/A,4,11-6,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Podcast,K E Buckley,0,T Gibney,UR,N/A,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Ally Kazoo (IRE),P T Enright,0,S Curling,PU,N/A,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Stateofenlightment (IRE),D Meyler,0,R P Cody,15th,88 l,4,10-12,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Rock Of Baile Ur (IRE),R A Doyle,0,E Griffin,14th,39 l,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Mister Vic (IRE),S D Torrens,0,N C Kelly,13th,3 l,6,11-4t,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,County Champs (IRE),R Deegan,0,B McMahon,12th,16 l,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Southern Point (IRE),M J M O'Sullivan,0,A O'Grady,11th,4 1/2 l,6,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Rodney (IRE),Shane Fenelon,7,J J Hanlon,10th,4 l,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Muhtaluza (FR),D J Gilligan,3,G Elliott,9th,12 l,5,11-4t1,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Cape Bridgewater (IRE),J S McGarvey,0,Gerard O'Leary,8th,6 l,4,11-6,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Ballyeden Close (IRE),T P Harney,7,Liz Doyle,7th,7 1/2 l,6,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Storms End (IRE),C Stone-Walsh,5,Colm Murphy,6th,1 3/4 l,5,11-4t1,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,High City Roller (IRE),S W Flanagan,0,Liz Doyle,5th,9 l,7,11-12,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Mount Anglesby (IRE),D J O'Keeffe,0,A McNamara,4th,3 1/4 l,5,11-4t,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Lieber Nicc (IRE),Rachael Blackmore,0,H De Bromhead,3rd,1 l,5,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Secrecies Of Stone (IRE),S F O'Keeffe,0,P Nolan,2nd,11 l,6,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places)  Hurdle (Turf),2m 3f,Clodders Dream,Sam Ewing,0,G Elliott,1st,N/A,6,11-4,-,True,114,30
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Jewelinthesky (IRE),G B Noonan,5,E McCarthy,NR,N/A,8,11-9,90,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Robin Elite (IRE),M J M O'Sullivan,0,E M O'Sullivan,12th,17 l,6,11-5t,86,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Bite That (IRE),A P Kelly,5,P J Flynn,11th,15 l,8,11-11,92,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Angelofthemorning (IRE),P Byrnes,3,D Deacon,10th,2 l,7,10-13t,80,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,That's Me Finished (IRE),S D Torrens,0,N C Kelly,9th,12 l,7,10-13,80,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Princess Sophia (IRE),J P Shinnick,7,T O'Brien,8th,5 l,7,11-8h,89,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Eire Comes Tribsy (IRE),R J Condon,5,P A Fahy,7th,2 1/4 l,6,11-2,83,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,C'est Rien (IRE),D E Mullins,0,T Mullins,6th,1/2 l,7,11-3t,84,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Whatyouwant (IRE),K Callaghan,5,Michael C Griffin,5th,3 1/2 l,6,12-0,95,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Across The Ocean (IRE),K M Donoghue,0,G P Cromwell,4th,1/2 l,5,11-9,90,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Toucan Do (IRE),Niall Moore,7,J M Burke,3rd,6 1/2 l,6,11-5,86,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Inforapenny (IRE),R A Doyle,0,M Fahey,2nd,3 1/4 l,8,12-0,95,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Tideways Hero (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,6,11-13h,94,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Jewelinthesky (IRE),G B Noonan,5,E McCarthy,NR,N/A,8,11-9,90,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Robin Elite (IRE),M J M O'Sullivan,0,E M O'Sullivan,12th,17 l,6,11-5t,86,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Bite That (IRE),A P Kelly,5,P J Flynn,11th,15 l,8,11-11,92,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Angelofthemorning (IRE),P Byrnes,3,D Deacon,10th,2 l,7,10-13t,80,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,That's Me Finished (IRE),S D Torrens,0,N C Kelly,9th,12 l,7,10-13,80,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Princess Sophia (IRE),J P Shinnick,7,T O'Brien,8th,5 l,7,11-8h,89,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Eire Comes Tribsy (IRE),R J Condon,5,P A Fahy,7th,2 1/4 l,6,11-2,83,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,C'est Rien (IRE),D E Mullins,0,T Mullins,6th,1/2 l,7,11-3t,84,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Whatyouwant (IRE),K Callaghan,5,Michael C Griffin,5th,3 1/2 l,6,12-0,95,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Across The Ocean (IRE),K M Donoghue,0,G P Cromwell,4th,1/2 l,5,11-9,90,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Toucan Do (IRE),Niall Moore,7,J M Burke,3rd,6 1/2 l,6,11-5,86,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Inforapenny (IRE),R A Doyle,0,M Fahey,2nd,3 1/4 l,8,12-0,95,True,114,31
Clonmel Racing Results | 16th May 2024 18:00,N/A,18:00,Yielding,2m 3f,Tideways Hero (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,6,11-13h,94,True,114,31
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Realtin Lonrach (IRE),J J Slevin,0,M O'Dowd,13th,7 l,8,11-4,85,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Doonbeg Don (IRE),Rachael Blackmore,0,H De Bromhead,12th,3 1/2 l,6,11-13,94,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Turkey And Ham (IRE),J S McGarvey,0,N C Kelly,11th,3 3/4 l,6,11-3,84,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Temptation Time (IRE),P T Enright,0,M M McNiff,10th,2 3/4 l,6,11-6t,87,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Glas Acres (IRE),Niall Moore,7,Frank Hayes,9th,Short Head,6,11-12,93,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Moyvilla Lass (IRE),G B Noonan,5,E McCarthy,8th,3 l,6,11-5t,86,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Castlehill Boy (IRE),D J O'Keeffe,0,Brendan Walsh,7th,Short Head,9,11-8t,89,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Victory Star,P Byrnes,3,C Byrnes,6th,3/4 l,7,11-3,84,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,5th,2 3/4 l,6,11-3p,84,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Navy Waves (IRE),D E Mullins,0,Mrs J Cashin,4th,1/2 l,6,11-1p,82,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Shesabreeze (IRE),C P McNamara,0,E McNamara,3rd,12 l,5,11-4t,85,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Tingarran Express (IRE),B Hayes,0,Miss D O'Shea,2nd,1 1/4 l,7,11-9,90,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Flicker Of Hope (FR),A P Kelly,5,M Fahey,1st,N/A,5,11-9,90,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Realtin Lonrach (IRE),J J Slevin,0,M O'Dowd,13th,7 l,8,11-4,85,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Doonbeg Don (IRE),Rachael Blackmore,0,H De Bromhead,12th,3 1/2 l,6,11-13,94,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Turkey And Ham (IRE),J S McGarvey,0,N C Kelly,11th,3 3/4 l,6,11-3,84,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Temptation Time (IRE),P T Enright,0,M M McNiff,10th,2 3/4 l,6,11-6t,87,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Glas Acres (IRE),Niall Moore,7,Frank Hayes,9th,Short Head,6,11-12,93,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Moyvilla Lass (IRE),G B Noonan,5,E McCarthy,8th,3 l,6,11-5t,86,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Castlehill Boy (IRE),D J O'Keeffe,0,Brendan Walsh,7th,Short Head,9,11-8t,89,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Victory Star,P Byrnes,3,C Byrnes,6th,3/4 l,7,11-3,84,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,5th,2 3/4 l,6,11-3p,84,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Navy Waves (IRE),D E Mullins,0,Mrs J Cashin,4th,1/2 l,6,11-1p,82,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Shesabreeze (IRE),C P McNamara,0,E McNamara,3rd,12 l,5,11-4t,85,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Tingarran Express (IRE),B Hayes,0,Miss D O'Shea,2nd,1 1/4 l,7,11-9,90,True,114,32
Clonmel Racing Results | 16th May 2024 18:30,N/A,18:30,Yielding,2m 3f,Flicker Of Hope (FR),A P Kelly,5,M Fahey,1st,N/A,5,11-9,90,True,114,32
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Rushford,J J Slevin,0,T R Hughes,PU,N/A,5,11-5,100,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Teagarden Jazz,Sam Ewing,0,G Elliott,15th,Head,5,12-0t,109,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Dalvey,J S McGarvey,0,N C Kelly,14th,12 l,7,11-9t,104,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Reversal (IRE),R J Condon,5,Colm Murphy,13th,2 3/4 l,6,11-7,102,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Charlies Pride (IRE),S F O'Keeffe,0,Paul Power,12th,23 l,5,11-3,98,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Ballybrack Wood (IRE),Rachael Blackmore,0,H De Bromhead,11th,8 1/2 l,6,11-3,98,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Housemartin (IRE),M M McDonagh,0,E J O'Grady,10th,1 l,7,11-10t,105,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Boskill Borden (IRE),Cian Cullinan,7,P G Fahey,9th,4 l,5,11-5,100,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Aboy Joey (IRE),G B Noonan,5,E McCarthy,8th,Head,5,11-5,100,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,The Mass Path (IRE),P Byrnes,3,C Byrnes,7th,2 l,7,11-3,98,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Our Bobby (IRE),C M Quirke,5,J M Burke,6th,6 1/2 l,7,11-7h,102,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Malinas Glory (IRE),D J O'Keeffe,0,A O'Grady,5th,Short Head,7,11-2,97,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,All Walks Of Life (IRE),S D Torrens,0,M Hourigan,4th,2 1/4 l,6,11-0,95,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Jake Peter (IRE),P T Enright,0,M A Cahill,3rd,1/2 l,10,11-3,98,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Early Arrival (IRE),K Callaghan,5,J Barcoe,2nd,6 l,9,10-9,90,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Ballycashin (IRE),D E Mullins,0,A Mullins,1st,N/A,7,11-7,102,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Rushford,J J Slevin,0,T R Hughes,PU,N/A,5,11-5,100,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Teagarden Jazz,Sam Ewing,0,G Elliott,15th,Head,5,12-0t,109,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Dalvey,J S McGarvey,0,N C Kelly,14th,12 l,7,11-9t,104,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Reversal (IRE),R J Condon,5,Colm Murphy,13th,2 3/4 l,6,11-7,102,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Charlies Pride (IRE),S F O'Keeffe,0,Paul Power,12th,23 l,5,11-3,98,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Ballybrack Wood (IRE),Rachael Blackmore,0,H De Bromhead,11th,8 1/2 l,6,11-3,98,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Housemartin (IRE),M M McDonagh,0,E J O'Grady,10th,1 l,7,11-10t,105,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Boskill Borden (IRE),Cian Cullinan,7,P G Fahey,9th,4 l,5,11-5,100,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Aboy Joey (IRE),G B Noonan,5,E McCarthy,8th,Head,5,11-5,100,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,The Mass Path (IRE),P Byrnes,3,C Byrnes,7th,2 l,7,11-3,98,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Our Bobby (IRE),C M Quirke,5,J M Burke,6th,6 1/2 l,7,11-7h,102,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Malinas Glory (IRE),D J O'Keeffe,0,A O'Grady,5th,Short Head,7,11-2,97,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,All Walks Of Life (IRE),S D Torrens,0,M Hourigan,4th,2 1/4 l,6,11-0,95,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Jake Peter (IRE),P T Enright,0,M A Cahill,3rd,1/2 l,10,11-3,98,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Early Arrival (IRE),K Callaghan,5,J Barcoe,2nd,6 l,9,10-9,90,True,114,33
Clonmel Racing Results | 16th May 2024 19:00,N/A,19:00,Yielding,2m 3f,Ballycashin (IRE),D E Mullins,0,A Mullins,1st,N/A,7,11-7,102,True,114,33
Clonmel Racing Results | 16th May 2024 19:30,N/A,19:30,Yielding,2m 49y,Dolores Umbridge (IRE),M J M O'Sullivan,0,E M O'Sullivan,NR,N/A,5,10-13,-,True,114,34
Clonmel Racing Results | 16th May 2024 19:30,N/A,19:30,Yielding,2m 49y,I Dont Lie (IRE),S W Flanagan,0,Mrs D Foster,NR,N/A,4,10-7,-,True,114,34
Clonmel Racing Results | 16th May 2024 19:30,N/A,19:30,Yielding,2m 49y,Theoneiwant (IRE),J S McGarvey,0,Peter Maher,PU,N/A,5,10-13,-,True,114,34
