track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Lady Rose Hackett,Rachael Blackmore,0,H De Bromhead,3rd,1 1/4 l,5,10-13,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Mi Lucky Cailin (IRE),J S McGarvey,0,W J McLernon,2nd,3 l,6,11-7,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Rockstown Girl (IRE),J P O'Sullivan,0,A McCann,1st,N/A,6,11-7,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Fortunate Outcome (IRE),R Deegan,0,B McMahon,NR,N/A,4,10-7,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Lucy Rocco (IRE),E Walsh,0,T O'Connor,PU,N/A,5,10-13h1,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Pampar Lady (IRE),S W Flanagan,0,G P Cromwell,F,N/A,5,10-13,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Sefarina (IRE),R Deegan,0,P J Duffy,14th,6 l,5,10-13,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Sandy Roe (IRE),M P O'Connor,3,P D Fitzgerald,13th,6 1/2 l,5,10-13,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Mirado (IRE),S Fitzgerald,0,P Byrne,12th,1 1/2 l,5,10-13,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Crimlin Rose (IRE),P Byrnes,3,M M McNiff,11th,1 l,6,10-13,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Princess Felicia (IRE),C M Quirke,5,M J Tynan,10th,1 1/2 l,5,10-13,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Seren Ni (IRE),M M McDonagh,0,E J O'Grady,9th,15 l,5,10-13t,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Miss Dishy (IRE),J J Slevin,0,L Fowler,8th,7 1/2 l,5,10-13,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Down The Park (IRE),S F O'Keeffe,0,D A McLoughlin,7th,Neck,6,10-13h1,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Chatterbox (IRE),R A Doyle,0,J J Murphy,6th,23 l,5,10-13,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Lucy Wang (IRE),P T Enright,0,J Halley,5th,12 l,4,10-7,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Ma Belle Etoile (IRE),B Hayes,0,John E & Kiely,4th,1/2 l,5,11-7,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Lady Rose Hackett,Rachael Blackmore,0,H De Bromhead,3rd,1 1/4 l,5,10-13,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Mi Lucky Cailin (IRE),J S McGarvey,0,W J McLernon,2nd,3 l,6,11-7,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:00,N/A,18:00,Good To Yielding,2m,Rockstown Girl (IRE),J P O'Sullivan,0,A McCann,1st,N/A,6,11-7,-,True,114,16
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Let's Avit (IRE),E Walsh,0,Ciaran Murphy,15th,15 l,4,11-7t,101,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Beggars Rock (IRE),K C Sexton,0,D Queally,14th,1/2 l,5,11-5ht1,93,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Kalaroun (IRE),C G O'Dwyer,5,C O'Dwyer,13th,3 1/4 l,6,11-6t,94,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Wee Charlie (IRE),O R Brown,5,T Gibney,12th,1 1/4 l,7,11-13,101,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Someone's Wish (IRE),Sam Ewing,0,G Elliott,11th,Neck,4,11-1,95,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Donnrua Dream (IRE),B W Harvey,0,J C McConnell,10th,1 1/2 l,7,12-0,102,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Aussie Warrior (IRE),C M Quirke,5,T R Hughes,9th,2 1/4 l,5,12-0h1,102,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Deep Pockets (IRE),S D Torrens,0,P J Rothwell,8th,1 1/2 l,6,11-5,93,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Sovereign Duke (GER),Shane Fenelon,7,J J Hanlon,7th,2 l,9,11-5b1,93,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Tomas O Maille (IRE),Mr J C Barry,3,M Flannery,6th,1 1/4 l,7,11-13,101,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Champagne Saloon (IRE),P T Enright,0,S Aherne,5th,2 1/4 l,8,11-5,93,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Must Be Dreaming (IRE),M J M O'Sullivan,0,G Ahern,4th,3 l,7,11-5p,93,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Morepowertoya (FR),D J O'Keeffe,0,Paul Power,3rd,5 1/2 l,6,11-11p,99,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Red Glory (IRE),Rachael Blackmore,0,H De Bromhead,2nd,Neck,6,12-0,102,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,The Niffler (IRE),K M Donoghue,0,E O'Connell,1st,N/A,7,12-0ht,102,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Let's Avit (IRE),E Walsh,0,Ciaran Murphy,15th,15 l,4,11-7t,101,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Beggars Rock (IRE),K C Sexton,0,D Queally,14th,1/2 l,5,11-5ht1,93,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Kalaroun (IRE),C G O'Dwyer,5,C O'Dwyer,13th,3 1/4 l,6,11-6t,94,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Wee Charlie (IRE),O R Brown,5,T Gibney,12th,1 1/4 l,7,11-13,101,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Someone's Wish (IRE),Sam Ewing,0,G Elliott,11th,Neck,4,11-1,95,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Donnrua Dream (IRE),B W Harvey,0,J C McConnell,10th,1 1/2 l,7,12-0,102,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Aussie Warrior (IRE),C M Quirke,5,T R Hughes,9th,2 1/4 l,5,12-0h1,102,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Deep Pockets (IRE),S D Torrens,0,P J Rothwell,8th,1 1/2 l,6,11-5,93,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Sovereign Duke (GER),Shane Fenelon,7,J J Hanlon,7th,2 l,9,11-5b1,93,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Tomas O Maille (IRE),Mr J C Barry,3,M Flannery,6th,1 1/4 l,7,11-13,101,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Champagne Saloon (IRE),P T Enright,0,S Aherne,5th,2 1/4 l,8,11-5,93,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Must Be Dreaming (IRE),M J M O'Sullivan,0,G Ahern,4th,3 l,7,11-5p,93,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Morepowertoya (FR),D J O'Keeffe,0,Paul Power,3rd,5 1/2 l,6,11-11p,99,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,Red Glory (IRE),Rachael Blackmore,0,H De Bromhead,2nd,Neck,6,12-0,102,True,114,17
Tipperary Racing Results | 15th May 2024 18:30,N/A,18:30,Good To Yielding,2m,The Niffler (IRE),K M Donoghue,0,E O'Connell,1st,N/A,7,12-0ht,102,True,114,17
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Agent Tequila (IRE),B W Harvey,0,J C McConnell,NR,N/A,6,11-7t1,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Fox Leicester (IRE),C Stone-Walsh,5,J M Burke,14th,16 l,8,11-12,100,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Vintage Gold (IRE),R A Doyle,0,J J Murphy,13th,2 1/2 l,5,11-8,96,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Shopping Around (IRE),K M Donoghue,0,Tom Dreaper,12th,1/2 l,10,12-0,102,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Coolnacritta (IRE),Mr F Maguire,0,G Ahern,11th,3 1/2 l,9,11-7,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Fairytale New York (IRE),D Meyler,0,A J Martin,10th,2 l,5,11-7,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Garcon Doux (IRE),Niall Moore,7,P Fenton,9th,7 l,8,11-10,98,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Helicon (IRE),S F O'Keeffe,0,D A McLoughlin,8th,3/4 l,6,11-9t,97,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Hill Rocket (IRE),D J Gilligan,3,C Collins,7th,4 3/4 l,6,11-8,96,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Dark Image,G B Noonan,5,E McCarthy,6th,2 l,6,11-7t,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Oakley (GER),D E Mullins,0,A Mullins,5th,4 1/2 l,6,11-7,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Say It So (IRE),C P McNamara,0,E McNamara,4th,3/4 l,5,11-5,93,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Contrapposto (IRE),R Deegan,0,R Donohoe,3rd,3 3/4 l,10,11-7,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Smallcraftwarning (IRE),Miss T Quail,7,Miss E McCutcheon,2nd,Short Head,7,11-7t,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Farrokh (FR),M J M O'Sullivan,0,B Connell,1st,N/A,5,11-5p1,93,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Agent Tequila (IRE),B W Harvey,0,J C McConnell,NR,N/A,6,11-7t1,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Fox Leicester (IRE),C Stone-Walsh,5,J M Burke,14th,16 l,8,11-12,100,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Vintage Gold (IRE),R A Doyle,0,J J Murphy,13th,2 1/2 l,5,11-8,96,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Shopping Around (IRE),K M Donoghue,0,Tom Dreaper,12th,1/2 l,10,12-0,102,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Coolnacritta (IRE),Mr F Maguire,0,G Ahern,11th,3 1/2 l,9,11-7,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Fairytale New York (IRE),D Meyler,0,A J Martin,10th,2 l,5,11-7,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Garcon Doux (IRE),Niall Moore,7,P Fenton,9th,7 l,8,11-10,98,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Helicon (IRE),S F O'Keeffe,0,D A McLoughlin,8th,3/4 l,6,11-9t,97,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Hill Rocket (IRE),D J Gilligan,3,C Collins,7th,4 3/4 l,6,11-8,96,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Dark Image,G B Noonan,5,E McCarthy,6th,2 l,6,11-7t,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Oakley (GER),D E Mullins,0,A Mullins,5th,4 1/2 l,6,11-7,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Say It So (IRE),C P McNamara,0,E McNamara,4th,3/4 l,5,11-5,93,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Contrapposto (IRE),R Deegan,0,R Donohoe,3rd,3 3/4 l,10,11-7,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Smallcraftwarning (IRE),Miss T Quail,7,Miss E McCutcheon,2nd,Short Head,7,11-7t,95,True,114,18
Tipperary Racing Results | 15th May 2024 19:00,N/A,19:00,Good To Yielding,2m,Farrokh (FR),M J M O'Sullivan,0,B Connell,1st,N/A,5,11-5p1,93,True,114,18
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Snugsborough Chime (IRE),D P Maxwell,7,J P Broderick,PU,N/A,7,11-4p,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Inforapound (IRE),B W Harvey,0,J C McConnell,PU,N/A,5,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Leinster King (IRE),E M O'Sullivan,7,Ms M Flynn,PU,N/A,9,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Rokathir (FR),Rachael Blackmore,0,H De Bromhead,12th,Head,5,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Loughrask Rainbow (IRE),P T Enright,0,B McMahon,11th,4 3/4 l,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Duty Bound,C Stone-Walsh,5,J P Flavin,10th,5 1/2 l,5,11-12,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Driscolls Hill (IRE),O R Brown,5,T Gibney,9th,4 3/4 l,5,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Mickie Angel (IRE),S W Flanagan,0,D Hogan,8th,10 l,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Lough Owel (IRE),Sam Ewing,0,G Elliott,7th,15 l,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Backmersackme (IRE),D Meyler,0,E Mullins,6th,Short Head,5,11-12,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Racing Daisy (IRE),A Harvey,7,D McNamara,5th,14 l,7,10-11t,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Cadoudal Saint (FR),P Townend,0,W P Mullins,4th,7 1/2 l,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Churchstone Rover (IRE),M J M O'Sullivan,0,Jonathan Sweeney,3rd,6 l,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Pray Tell (IRE),J P Shinnick,7,D Kenneally,2nd,1 1/4 l,8,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Toor Khov (IRE),L Quinlan,5,Ms M Flynn,1st,N/A,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Snugsborough Chime (IRE),D P Maxwell,7,J P Broderick,PU,N/A,7,11-4p,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Inforapound (IRE),B W Harvey,0,J C McConnell,PU,N/A,5,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Leinster King (IRE),E M O'Sullivan,7,Ms M Flynn,PU,N/A,9,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Rokathir (FR),Rachael Blackmore,0,H De Bromhead,12th,Head,5,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Loughrask Rainbow (IRE),P T Enright,0,B McMahon,11th,4 3/4 l,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Duty Bound,C Stone-Walsh,5,J P Flavin,10th,5 1/2 l,5,11-12,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Driscolls Hill (IRE),O R Brown,5,T Gibney,9th,4 3/4 l,5,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Mickie Angel (IRE),S W Flanagan,0,D Hogan,8th,10 l,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Lough Owel (IRE),Sam Ewing,0,G Elliott,7th,15 l,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Backmersackme (IRE),D Meyler,0,E Mullins,6th,Short Head,5,11-12,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Racing Daisy (IRE),A Harvey,7,D McNamara,5th,14 l,7,10-11t,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Cadoudal Saint (FR),P Townend,0,W P Mullins,4th,7 1/2 l,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Churchstone Rover (IRE),M J M O'Sullivan,0,Jonathan Sweeney,3rd,6 l,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Pray Tell (IRE),J P Shinnick,7,D Kenneally,2nd,1 1/4 l,8,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 19:30,N/A,19:30,Good To Yielding,3m,Toor Khov (IRE),L Quinlan,5,Ms M Flynn,1st,N/A,6,11-4,-,True,114,19
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Tilloughna (IRE),C Stone-Walsh,5,D Budds,NR,N/A,6,11-7,95,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Kartel And Co (FR),S D Torrens,0,P J Rothwell,PU,N/A,4,10-8,93,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,One For Daisy (IRE),P T Enright,0,S Curling,PU,N/A,6,11-6,94,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Cher Why Not (IRE),Mr D Doyle,7,T Doyle,PU,N/A,12,12-0,102,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Miss Vivacious (IRE),K E Buckley,0,T Gibney,PU,N/A,6,11-7,95,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Johnny Cigar (IRE),K M Donoghue,0,P F O'Donnell,PU,N/A,8,11-9t,97,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,King Kali (IRE),D E Mullins,0,S Byrne,11th,27 l,8,11-10t1,98,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Magic Conqueror (IRE),Mr Alan O'Sullivan,7,M Kennedy,10th,1/2 l,7,11-5p1,93,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Snow Punt (IRE),D J O'Keeffe,0,Brendan Walsh,9th,11 l,7,11-5,93,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Second Subaltern (USA),R A Doyle,0,M Brassil,8th,1 1/4 l,8,11-6tp1,94,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Mac's Xpress (IRE),J G Gilligan,7,P J Gilligan,7th,4 3/4 l,6,11-7,95,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Jay Pee M (IRE),Sam Ewing,0,D W O'Sullivan,6th,3/4 l,5,11-10p1,98,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Squire Ohara (IRE),M J M O'Sullivan,0,A J Martin,5th,3 3/4 l,6,11-5t,93,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Wild Hunt,D Meyler,0,D Hogan,4th,2 1/4 l,7,11-9,97,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Spatman De Cerisy (FR),S F O'Keeffe,0,P Nolan,3rd,5 l,5,11-5,93,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,My Friend The Wind (IRE),C P McNamara,0,E McNamara,2nd,2 1/4 l,9,11-11,99,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Solly Attwell (IRE),D J Gilligan,3,C Collins,1st,N/A,6,11-10,98,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Tilloughna (IRE),C Stone-Walsh,5,D Budds,NR,N/A,6,11-7,95,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Kartel And Co (FR),S D Torrens,0,P J Rothwell,PU,N/A,4,10-8,93,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,One For Daisy (IRE),P T Enright,0,S Curling,PU,N/A,6,11-6,94,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Cher Why Not (IRE),Mr D Doyle,7,T Doyle,PU,N/A,12,12-0,102,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Miss Vivacious (IRE),K E Buckley,0,T Gibney,PU,N/A,6,11-7,95,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Johnny Cigar (IRE),K M Donoghue,0,P F O'Donnell,PU,N/A,8,11-9t,97,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,King Kali (IRE),D E Mullins,0,S Byrne,11th,27 l,8,11-10t1,98,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Magic Conqueror (IRE),Mr Alan O'Sullivan,7,M Kennedy,10th,1/2 l,7,11-5p1,93,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Snow Punt (IRE),D J O'Keeffe,0,Brendan Walsh,9th,11 l,7,11-5,93,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Second Subaltern (USA),R A Doyle,0,M Brassil,8th,1 1/4 l,8,11-6tp1,94,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Mac's Xpress (IRE),J G Gilligan,7,P J Gilligan,7th,4 3/4 l,6,11-7,95,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Jay Pee M (IRE),Sam Ewing,0,D W O'Sullivan,6th,3/4 l,5,11-10p1,98,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Squire Ohara (IRE),M J M O'Sullivan,0,A J Martin,5th,3 3/4 l,6,11-5t,93,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Wild Hunt,D Meyler,0,D Hogan,4th,2 1/4 l,7,11-9,97,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Spatman De Cerisy (FR),S F O'Keeffe,0,P Nolan,3rd,5 l,5,11-5,93,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,My Friend The Wind (IRE),C P McNamara,0,E McNamara,2nd,2 1/4 l,9,11-11,99,True,114,20
Tipperary Racing Results | 15th May 2024 20:00,N/A,20:00,Good To Yielding,3m,Solly Attwell (IRE),D J Gilligan,3,C Collins,1st,N/A,6,11-10,98,True,114,20
Tipperary Racing Results | 15th May 2024 20:30,N/A,20:30,Good To Yielding  Flat (Turf),2m,Private Policy (IRE),Mr J P O'Rourke,7,P O'Rourke,NR,N/A,6,11-7,-,True,114,21
Tipperary Racing Results | 15th May 2024 20:30,N/A,20:30,Good To Yielding  Flat (Turf),2m,Scarlet Purse (IRE),Mr D Doyle,7,S Curling,NR,N/A,5,11-0,-,True,114,21
Tipperary Racing Results | 15th May 2024 20:30,N/A,20:30,Good To Yielding  Flat (Turf),2m,Rumour Mill (IRE),Miss F Leaney,7,L Fowler,12th,35 l,5,11-0,-,True,114,21
Tipperary Racing Results | 15th May 2024 20:30,N/A,20:30,Good To Yielding  Flat (Turf),2m,Leamydee (IRE),J P Shinnick,7,M Brassil,11th,53 l,4,10-8t1,-,True,114,21
