track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Something Abouther (IRE),A P Kelly,5,P Roche,1st,N/A,8,11-7,-,True,104,44
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Irish Blaze (IRE),J C Gainford,0,C Collins,NR,N/A,8,11-1h,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Senecia (IRE),P T Enright,0,V Halley,NR,N/A,7,11-1,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Mount Frisco (IRE),S F O'Keeffe,0,J P Ryan,4th,4 l,5,11-1,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Lucid Dreams (IRE),D E Mullins,0,J P Ryan,3rd,10 l,9,11-5,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Thecompanysergeant,D Meyler,0,D Hogan,2nd,1 1/2 l,7,11-1,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Mister Policeman (FR),P Townend,0,W P Mullins,1st,N/A,6,11-5,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Irish Blaze (IRE),J C Gainford,0,C Collins,NR,N/A,8,11-1h,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Senecia (IRE),P T Enright,0,V Halley,NR,N/A,7,11-1,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Mount Frisco (IRE),S F O'Keeffe,0,J P Ryan,4th,4 l,5,11-1,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Lucid Dreams (IRE),D E Mullins,0,J P Ryan,3rd,10 l,9,11-5,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Thecompanysergeant,D Meyler,0,D Hogan,2nd,1 1/2 l,7,11-1,-,True,104,45
Thurles Racing Results | 16th March 2024 14:30,N/A,14:30,Heavy,2m 1f 192y,Mister Policeman (FR),P Townend,0,W P Mullins,1st,N/A,6,11-5,-,True,104,45
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Mighty Oak Lad (IRE),D Meyler,0,K Thornton,NR,N/A,6,11-6,101,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Amaulino (FR),D J Gilligan,5,R K Watson,NR,N/A,11,11-7tp,102,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Paddys Planet (IRE),T P Harney,7,R O'Sullivan,NR,N/A,8,12-0,109,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Out The Gap,C G O'Dwyer,5,P G Kelly,NR,N/A,8,11-4t,99,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Thegoaheadman (IRE),J J Slevin,0,J Barcoe,PU,N/A,10,10-7t1,88,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Made In Muckross (IRE),P J O'Hanlon,3,Eamon Courtney,PU,N/A,9,10-11t1,92,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Western Comandor (IRE),J C Gainford,0,A McNamara,PU,N/A,6,11-8t,103,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Added Bonus (IRE),D J O'Keeffe,0,Brendan Walsh,12th,4 3/4 l,10,10-6tp,87,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Cosmic Rock (IRE),G B Noonan,5,E McCarthy,11th,3 3/4 l,10,11-4tp1,99,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Centurion Steel (IRE),S Fitzgerald,0,D Queally,10th,8 l,9,11-11t,106,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Chainofconsequence (IRE),C M Quirke,5,M J McDonagh,9th,2 1/4 l,7,11-0b,95,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Mick Charlie (IRE),K C Sexton,0,D Queally,8th,Neck,12,11-4t,99,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Lake Chad (IRE),Rachael Blackmore,0,P Fenton,7th,4 3/4 l,9,11-12,107,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Pana To Milan (IRE),L A McKenna,5,M Winters,6th,10 l,6,11-0t,95,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Ella Rose (IRE),N T Prendergast,7,D E Prendergast,5th,13 l,7,10-6,87,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Mahlers Cove (IRE),M P O'Connor,3,J J Mangan,4th,10 l,7,10-10,91,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Ernie From Nurney (IRE),P T Smithers,7,P Roche,3rd,1 1/2 l,7,10-12t,93,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Friends N Commerce (IRE),P K Donovan,5,P G Kelly,2nd,7 l,8,11-12p1,107,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Lilian Bland (IRE),R Deegan,0,N P Hennessy,1st,N/A,8,10-9h,90,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Mighty Oak Lad (IRE),D Meyler,0,K Thornton,NR,N/A,6,11-6,101,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Amaulino (FR),D J Gilligan,5,R K Watson,NR,N/A,11,11-7tp,102,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Paddys Planet (IRE),T P Harney,7,R O'Sullivan,NR,N/A,8,12-0,109,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Out The Gap,C G O'Dwyer,5,P G Kelly,NR,N/A,8,11-4t,99,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Thegoaheadman (IRE),J J Slevin,0,J Barcoe,PU,N/A,10,10-7t1,88,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Made In Muckross (IRE),P J O'Hanlon,3,Eamon Courtney,PU,N/A,9,10-11t1,92,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Western Comandor (IRE),J C Gainford,0,A McNamara,PU,N/A,6,11-8t,103,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Added Bonus (IRE),D J O'Keeffe,0,Brendan Walsh,12th,4 3/4 l,10,10-6tp,87,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Cosmic Rock (IRE),G B Noonan,5,E McCarthy,11th,3 3/4 l,10,11-4tp1,99,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Centurion Steel (IRE),S Fitzgerald,0,D Queally,10th,8 l,9,11-11t,106,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Chainofconsequence (IRE),C M Quirke,5,M J McDonagh,9th,2 1/4 l,7,11-0b,95,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Mick Charlie (IRE),K C Sexton,0,D Queally,8th,Neck,12,11-4t,99,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Lake Chad (IRE),Rachael Blackmore,0,P Fenton,7th,4 3/4 l,9,11-12,107,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Pana To Milan (IRE),L A McKenna,5,M Winters,6th,10 l,6,11-0t,95,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Ella Rose (IRE),N T Prendergast,7,D E Prendergast,5th,13 l,7,10-6,87,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Mahlers Cove (IRE),M P O'Connor,3,J J Mangan,4th,10 l,7,10-10,91,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Ernie From Nurney (IRE),P T Smithers,7,P Roche,3rd,1 1/2 l,7,10-12t,93,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Friends N Commerce (IRE),P K Donovan,5,P G Kelly,2nd,7 l,8,11-12p1,107,True,104,46
Thurles Racing Results | 16th March 2024 15:05,N/A,15:05,Heavy,2m 4f 74y,Lilian Bland (IRE),R Deegan,0,N P Hennessy,1st,N/A,8,10-9h,90,True,104,46
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Ballycallan King (IRE),S Cleary-Farrell,4,Barry J Fitzgerald,NR,N/A,7,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,On The Steel (IRE),C G O'Dwyer,2,C O'Dwyer,NR,N/A,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Deise Bhoy (IRE),C G O'Dwyer,2,K Purcell,UR,N/A,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Stumblin In (IRE),S Cleary-Farrell,4,J M Burke,PU,N/A,5,11-5,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Gemini Man (IRE),P T Smithers,4,C P Donoghue,PU,N/A,6,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Zulu Mike (IRE),C Stone-Walsh,2,P J Rothwell,F,N/A,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Snugsborough Chime (IRE),D P Maxwell,4,J P Broderick,14th,46 l,7,11-12p1,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Ixigreczed (FR),P K Donovan,2,E Seymour,13th,13 l,6,11-5,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Wardens Whisper (IRE),D J Gilligan,0,P J Rothwell,12th,Neck,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Targa Flavio (IRE),T P Harney,4,R O'Sullivan,11th,1/2 l,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Minella Buddy (IRE),N T Prendergast,4,J Nallen,10th,4 1/2 l,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Gustavo Goodway (IRE),M M McDonagh,0,P J Rothwell,9th,2 1/2 l,6,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Mywayorthehighway (IRE),C Owens,4,P J Rothwell,8th,4 l,5,11-12t,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Whatyouwant (IRE),K Callaghan,2,Michael C Griffin,7th,20 l,6,11-5,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Dreamz (IRE),J P Shinnick,4,T O'Brien,6th,5 1/2 l,7,11-5,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,An Peann Dearg (IRE),J P O'Sullivan,0,P Nolan,5th,2 1/2 l,7,11-12t,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Gabriel Ranger (IRE),M P O'Connor,0,J G Murphy,4th,Short Head,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Arion Soldier (IRE),P J O'Hanlon,0,Eamon Courtney,3rd,10 l,6,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Toor Khov (IRE),L Quinlan,0,Ms M Flynn,2nd,4 l,6,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Answering (IRE),C M Quirke,2,T Doyle,1st,N/A,9,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Ballycallan King (IRE),S Cleary-Farrell,4,Barry J Fitzgerald,NR,N/A,7,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,On The Steel (IRE),C G O'Dwyer,2,C O'Dwyer,NR,N/A,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Deise Bhoy (IRE),C G O'Dwyer,2,K Purcell,UR,N/A,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Stumblin In (IRE),S Cleary-Farrell,4,J M Burke,PU,N/A,5,11-5,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Gemini Man (IRE),P T Smithers,4,C P Donoghue,PU,N/A,6,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Zulu Mike (IRE),C Stone-Walsh,2,P J Rothwell,F,N/A,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Snugsborough Chime (IRE),D P Maxwell,4,J P Broderick,14th,46 l,7,11-12p1,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Ixigreczed (FR),P K Donovan,2,E Seymour,13th,13 l,6,11-5,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Wardens Whisper (IRE),D J Gilligan,0,P J Rothwell,12th,Neck,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Targa Flavio (IRE),T P Harney,4,R O'Sullivan,11th,1/2 l,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Minella Buddy (IRE),N T Prendergast,4,J Nallen,10th,4 1/2 l,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Gustavo Goodway (IRE),M M McDonagh,0,P J Rothwell,9th,2 1/2 l,6,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Mywayorthehighway (IRE),C Owens,4,P J Rothwell,8th,4 l,5,11-12t,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Whatyouwant (IRE),K Callaghan,2,Michael C Griffin,7th,20 l,6,11-5,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Dreamz (IRE),J P Shinnick,4,T O'Brien,6th,5 1/2 l,7,11-5,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,An Peann Dearg (IRE),J P O'Sullivan,0,P Nolan,5th,2 1/2 l,7,11-12t,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Gabriel Ranger (IRE),M P O'Connor,0,J G Murphy,4th,Short Head,5,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Arion Soldier (IRE),P J O'Hanlon,0,Eamon Courtney,3rd,10 l,6,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Toor Khov (IRE),L Quinlan,0,Ms M Flynn,2nd,4 l,6,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 15:40,N/A,15:40,Heavy,1m 7f 202y,Answering (IRE),C M Quirke,2,T Doyle,1st,N/A,9,11-12,-,True,104,47
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Practice Run (IRE),R A Doyle,0,M F Morris,NR,N/A,5,11-0t,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Longhouse Poet (IRE),J J Slevin,0,M Brassil,NR,N/A,10,11-5tp1,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Ballybawn Belter (IRE),S D Torrens,0,Liz Doyle,NR,N/A,6,10-7,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Western Walk (IRE),M J M O'Sullivan,0,Jonathan Sweeney,NR,N/A,7,11-5,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,The Very Man (IRE),C D Smithers,7,Mrs J Harrington,NR,N/A,10,11-0,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Junior Rattler (IRE),P T Enright,0,O McKiernan,PU,N/A,9,11-0t,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Andy Dufresne (IRE),D J Gilligan,5,G Elliott,4th,4 1/2 l,10,11-0p,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,West Cork Wildway (IRE),D J O'Keeffe,0,P O'Flynn,3rd,67 l,10,11-0,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Summerville Boy (IRE),Rachael Blackmore,0,H De Bromhead,2nd,Neck,12,11-5,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Shannon Royale (IRE),J W Kennedy,0,G Elliott,1st,N/A,6,11-5b,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Practice Run (IRE),R A Doyle,0,M F Morris,NR,N/A,5,11-0t,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Longhouse Poet (IRE),J J Slevin,0,M Brassil,NR,N/A,10,11-5tp1,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Ballybawn Belter (IRE),S D Torrens,0,Liz Doyle,NR,N/A,6,10-7,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Western Walk (IRE),M J M O'Sullivan,0,Jonathan Sweeney,NR,N/A,7,11-5,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,The Very Man (IRE),C D Smithers,7,Mrs J Harrington,NR,N/A,10,11-0,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Junior Rattler (IRE),P T Enright,0,O McKiernan,PU,N/A,9,11-0t,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Andy Dufresne (IRE),D J Gilligan,5,G Elliott,4th,4 1/2 l,10,11-0p,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,West Cork Wildway (IRE),D J O'Keeffe,0,P O'Flynn,3rd,67 l,10,11-0,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Summerville Boy (IRE),Rachael Blackmore,0,H De Bromhead,2nd,Neck,12,11-5,-,True,104,48
Thurles Racing Results | 16th March 2024 16:15,N/A,16:15,Heavy,2m 6f 193y,Shannon Royale (IRE),J W Kennedy,0,G Elliott,1st,N/A,6,11-5b,-,True,104,48
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Solly Attwell (IRE),E Walsh,0,C Collins,NR,N/A,6,11-2,97,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Lucy Prunella (IRE),G Brouder,5,M F Morris,NR,N/A,9,10-5,86,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Winding River (IRE),P T Enright,0,O McKiernan,PU,N/A,7,11-13t,108,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Makaela's Choice (IRE),J B Foley,0,T Mullins,PU,N/A,8,11-0h,95,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Temptationinmilan (IRE),P Byrnes,5,C Byrnes,9th,6 1/2 l,8,11-5v,100,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Givehimthehonour (IRE),C Stone-Walsh,5,P Nolan,8th,2 l,6,11-10p1,105,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,No Fussing (IRE),Mr D Doyle,7,T Doyle,7th,5 1/2 l,8,11-10,105,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Smackwater Jack (IRE),Eoin G Kelly,7,Mrs D Foster,6th,1 1/4 l,10,11-7p,102,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Well Polly (IRE),Rachael Blackmore,0,Miss J M Lee,5th,2 3/4 l,10,10-2p,83,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Cregane Ned (IRE),D J O'Keeffe,0,P O'Flynn,4th,5 l,10,11-6t,101,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Lough Nigara (IRE),R A Doyle,0,M A Daly,3rd,3 1/2 l,7,10-12,93,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Chance The Robin (IRE),S D Torrens,0,J C McConnell,2nd,2 3/4 l,7,11-12,107,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Cloudy Fountain (IRE),Mr Alan O'Sullivan,7,W J Burke,1st,N/A,6,10-1,82,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Solly Attwell (IRE),E Walsh,0,C Collins,NR,N/A,6,11-2,97,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Lucy Prunella (IRE),G Brouder,5,M F Morris,NR,N/A,9,10-5,86,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Winding River (IRE),P T Enright,0,O McKiernan,PU,N/A,7,11-13t,108,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Makaela's Choice (IRE),J B Foley,0,T Mullins,PU,N/A,8,11-0h,95,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Temptationinmilan (IRE),P Byrnes,5,C Byrnes,9th,6 1/2 l,8,11-5v,100,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Givehimthehonour (IRE),C Stone-Walsh,5,P Nolan,8th,2 l,6,11-10p1,105,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,No Fussing (IRE),Mr D Doyle,7,T Doyle,7th,5 1/2 l,8,11-10,105,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Smackwater Jack (IRE),Eoin G Kelly,7,Mrs D Foster,6th,1 1/4 l,10,11-7p,102,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Well Polly (IRE),Rachael Blackmore,0,Miss J M Lee,5th,2 3/4 l,10,10-2p,83,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Cregane Ned (IRE),D J O'Keeffe,0,P O'Flynn,4th,5 l,10,11-6t,101,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Lough Nigara (IRE),R A Doyle,0,M A Daly,3rd,3 1/2 l,7,10-12,93,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Chance The Robin (IRE),S D Torrens,0,J C McConnell,2nd,2 3/4 l,7,11-12,107,True,104,49
Thurles Racing Results | 16th March 2024 16:50,N/A,16:50,Heavy,2m 6f 193y,Cloudy Fountain (IRE),Mr Alan O'Sullivan,7,W J Burke,1st,N/A,6,10-1,82,True,104,49
Thurles Racing Results | 16th March 2024 17:25,N/A,17:25,Heavy  Flat (Turf),1m 7f 202y,Mr Macallum (IRE),Mr B M Coonan,7,A J Martin,6th,12 l,4,11-10,-,True,104,50
Thurles Racing Results | 16th March 2024 17:25,N/A,17:25,Heavy  Flat (Turf),1m 7f 202y,Harry's Dream (IRE),Miss P Elvin,7,P J Rothwell,5th,3 l,4,11-10,-,True,104,50
Thurles Racing Results | 16th March 2024 17:25,N/A,17:25,Heavy  Flat (Turf),1m 7f 202y,Leloopa (IRE),Mr S E Cahill,7,J Barcoe,4th,6 1/2 l,4,11-3,-,True,104,50
Thurles Racing Results | 16th March 2024 17:25,N/A,17:25,Heavy  Flat (Turf),1m 7f 202y,Colcannon (IRE),Mr Finn Tegetmeier,7,N Meade,3rd,2 1/2 l,4,11-10,-,True,104,50
Thurles Racing Results | 16th March 2024 17:25,N/A,17:25,Heavy  Flat (Turf),1m 7f 202y,The Lookout Man (IRE),Mr J L Gleeson,5,M A Gunn,2nd,4 l,4,11-10,-,True,104,50
Thurles Racing Results | 16th March 2024 17:25,N/A,17:25,Heavy  Flat (Turf),1m 7f 202y,Lady Of The Locke (IRE),Mr R W Barron,5,C Byrnes,1st,N/A,4,11-3,-,True,104,50
Thurles Racing Results | 16th March 2024 17:25,N/A,17:25,Heavy  Flat (Turf),1m 7f 202y,Mr Macallum (IRE),Mr B M Coonan,7,A J Martin,6th,12 l,4,11-10,-,True,104,50
