track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Sorrentino (IRE),Miss J. Townend,0,W. P. Mullins,UR,N/A,5,12-0,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Berlin Tegal (IRE),Mr J. W. Reilly,7,Kieran P. Egan,15th,99 l,5,12-0p1,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Fromquintotulla (IRE),Mr P. J. O'Neill,7,P. J. F. Hassett,14th,1 1/4 l,7,12-0,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Boston Dancer,Mr B. Barry,7,D. J. Barry,13th,27 l,6,12-0t1,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Robin Des Boston (IRE),Mr A. O. Harrington,7,Sabrina J. Harty,12th,2 1/2 l,5,11-7,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Mr Fandango (IRE),Mr E. Mahon,7,Miss Hilary McLoughlin,11th,14 l,5,12-0t1,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Perfect Pupil (IRE),Daire McConville,7,S. McConville,10th,3 3/4 l,5,12-0,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Walk The Warrior (IRE),Mr T. Hamilton,0,Ms Margaret Mullins,9th,1 l,4,11-6,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Barons Revenge,Mr Elliot Ohgren,5,W. P. Mullins,8th,8 l,5,12-0t1,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Grasshopper Time (IRE),Mr M. J. McGrath,7,Roger McGrath,7th,2 3/4 l,5,12-0,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Ah Remy Martin (IRE),Mr J. L. Gleeson,7,T. Gibney,6th,2 1/2 l,5,12-0,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Solo Flight (IRE),Mr A. Harvey,7,John McConnell,5th,9 l,5,12-0t1,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Goldinthemountains (FR),Mr P. A. King,5,P. M. J. Doyle,4th,Short Head,4,11-6,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Full Metal Jacket,Mr D. O'Connor,0,Emmet Mullins,3rd,2 l,5,12-0h1,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Intent Approach (IRE),Mr R. W. Barron,7,Charles Byrnes,2nd,1 3/4 l,4,11-6,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Chasing Unicorn (IRE),Mr S. Crawford,0,Stuart Crawford,1st,N/A,5,12-0,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Sorrentino (IRE),Miss J. Townend,0,W. P. Mullins,UR,N/A,5,12-0,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Berlin Tegal (IRE),Mr J. W. Reilly,7,Kieran P. Egan,15th,99 l,5,12-0p1,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Fromquintotulla (IRE),Mr P. J. O'Neill,7,P. J. F. Hassett,14th,1 1/4 l,7,12-0,-,True,52,1
N/A,N/A,18:05,Good To Yielding (Yielding In Places)  Flat (Turf),2m,Boston Dancer,Mr B. Barry,7,D. J. Barry,13th,27 l,6,12-0t1,-,True,52,1
