track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Cruisin Susan (IRE),Mr J P Berry,7,J A Berry,PU,N/A,8,11-3,86,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Churchill Rose (IRE),D J O'Keeffe,0,Arthur Goulding,PU,N/A,5,10-9p,78,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Oscar Tonic (IRE),S F O'Keeffe,0,S Aherne,PU,N/A,10,10-5,74,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Dont Tell Shirley (IRE),P T Enright,0,S Curling,PU,N/A,6,11-4,87,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Poetic Focus (IRE),E Staples,7,P Nolan,PU,N/A,5,11-11h,94,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Tuff Days (IRE),M P O'Connor,0,Michael Barry,F,N/A,8,10-5p,74,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Southgate Avenue (IRE),Niall Moore,5,P Fenton,8th,2 1/4 l,5,11-1,84,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Doyen Lady (IRE),R P Treacy,0,M Butler,7th,21 l,7,10-5tp1,74,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Lily's Choice (IRE),S W Flanagan,0,D H Kelly,6th,20 l,7,10-12,81,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Kalnoo (IRE),C M Quirke,0,P Kiely,5th,5 l,8,10-9b,78,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Blossom De Mai (FR),S D Torrens,0,P J Rothwell,4th,2 1/2 l,8,10-13,82,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Bayou Belle (IRE),P T Smithers,7,J P Fahey,3rd,3 1/2 l,6,11-12,95,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Technology (IRE),A Harvey,5,J C McConnell,2nd,2 1/2 l,8,11-5ht1,88,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Corbally Cross (IRE),R J Condon,5,Con McSweeney,1st,N/A,6,11-1,84,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Cruisin Susan (IRE),Mr J P Berry,7,J A Berry,PU,N/A,8,11-3,86,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Churchill Rose (IRE),D J O'Keeffe,0,Arthur Goulding,PU,N/A,5,10-9p,78,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Oscar Tonic (IRE),S F O'Keeffe,0,S Aherne,PU,N/A,10,10-5,74,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Dont Tell Shirley (IRE),P T Enright,0,S Curling,PU,N/A,6,11-4,87,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Poetic Focus (IRE),E Staples,7,P Nolan,PU,N/A,5,11-11h,94,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Tuff Days (IRE),M P O'Connor,0,Michael Barry,F,N/A,8,10-5p,74,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Southgate Avenue (IRE),Niall Moore,5,P Fenton,8th,2 1/4 l,5,11-1,84,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Doyen Lady (IRE),R P Treacy,0,M Butler,7th,21 l,7,10-5tp1,74,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Lily's Choice (IRE),S W Flanagan,0,D H Kelly,6th,20 l,7,10-12,81,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Kalnoo (IRE),C M Quirke,0,P Kiely,5th,5 l,8,10-9b,78,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Blossom De Mai (FR),S D Torrens,0,P J Rothwell,4th,2 1/2 l,8,10-13,82,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Bayou Belle (IRE),P T Smithers,7,J P Fahey,3rd,3 1/2 l,6,11-12,95,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Technology (IRE),A Harvey,5,J C McConnell,2nd,2 1/2 l,8,11-5ht1,88,True,11,1
Wexford Racing Results | 8th August 2025 18:03,2025-08-08,18:03,Good To Yielding,3m,Corbally Cross (IRE),R J Condon,5,Con McSweeney,1st,N/A,6,11-1,84,True,11,1
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Stretchemout (IRE),J W Kennedy,0,G Elliott,PU,N/A,5,12-0tp,98,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Dorans Mill (IRE),S D Torrens,0,P J Rothwell,PU,N/A,6,10-5,75,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Close Enough (IRE),S F O'Keeffe,0,B J Hallahan,12th,2 1/2 l,9,10-11,81,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Stumblin In (IRE),Mr D Doyle,7,P M J Doyle,11th,1/2 l,6,11-11,95,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Eagle Terrace,A Harvey,5,N C Kelly,10th,1 1/4 l,7,11-13tp,97,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Cafe Del Mar (IRE),E M O'Sullivan,7,David J Phelan,9th,4 3/4 l,9,11-2,86,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Ballinearla Girl (IRE),C M Quirke,0,E Doyle,8th,6 1/2 l,6,11-8,92,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Comeonarchie (IRE),Mr J R Martin,7,F G Hand,7th,2 l,8,11-8t,92,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Bubba Yeats (IRE),J J Slevin,0,S Curling,6th,9 l,8,11-1t1,85,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Glaoinn An Airgead (IRE),P T Smithers,7,J Barcoe,5th,1/2 l,7,10-2,72,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Fill The Tank (IRE),P T Enright,0,Aengus King,4th,3 l,11,10-13p,83,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Corkbeg (IRE),Mr Alan O'Sullivan,7,D H Kelly,3rd,1/2 l,8,11-1t,85,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,No Fussing (IRE),L Quinlan,0,T Doyle,2nd,9 l,9,11-1p,85,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Small Town Hero (IRE),C Stone-Walsh,0,Ian Donoghue,1st,N/A,5,11-4tp,88,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Stretchemout (IRE),J W Kennedy,0,G Elliott,PU,N/A,5,12-0tp,98,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Dorans Mill (IRE),S D Torrens,0,P J Rothwell,PU,N/A,6,10-5,75,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Close Enough (IRE),S F O'Keeffe,0,B J Hallahan,12th,2 1/2 l,9,10-11,81,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Stumblin In (IRE),Mr D Doyle,7,P M J Doyle,11th,1/2 l,6,11-11,95,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Eagle Terrace,A Harvey,5,N C Kelly,10th,1 1/4 l,7,11-13tp,97,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Cafe Del Mar (IRE),E M O'Sullivan,7,David J Phelan,9th,4 3/4 l,9,11-2,86,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Ballinearla Girl (IRE),C M Quirke,0,E Doyle,8th,6 1/2 l,6,11-8,92,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Comeonarchie (IRE),Mr J R Martin,7,F G Hand,7th,2 l,8,11-8t,92,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Bubba Yeats (IRE),J J Slevin,0,S Curling,6th,9 l,8,11-1t1,85,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Glaoinn An Airgead (IRE),P T Smithers,7,J Barcoe,5th,1/2 l,7,10-2,72,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Fill The Tank (IRE),P T Enright,0,Aengus King,4th,3 l,11,10-13p,83,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Corkbeg (IRE),Mr Alan O'Sullivan,7,D H Kelly,3rd,1/2 l,8,11-1t,85,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,No Fussing (IRE),L Quinlan,0,T Doyle,2nd,9 l,9,11-1p,85,True,11,2
Wexford Racing Results | 8th August 2025 18:38,2025-08-08,18:38,Good To Yielding,3m,Small Town Hero (IRE),C Stone-Walsh,0,Ian Donoghue,1st,N/A,5,11-4tp,88,True,11,2
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Never Present (IRE),D A Kidd,7,J C McConnell,13th,35 l,7,11-12,98,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Kir Royal Blou (FR),G B Noonan,5,W J Burke,12th,23 l,5,10-1,73,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Cullagh Pride (IRE),A Harvey,5,S Fahey,11th,3/4 l,7,11-5,91,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,We'llgowats (IRE),D J O'Keeffe,0,Liam G O'brien,10th,3 3/4 l,10,11-4t,90,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Castlehill Boy (IRE),S W Flanagan,0,Brendan Walsh,9th,5 l,10,11-0t,86,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Charlie's Gift (IRE),E Walsh,0,J M Burke,8th,Nose,5,11-12p,98,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Barrow Ranger (IRE),D E Mullins,0,J J Hanlon,7th,3 3/4 l,4,11-6,96,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Huscari (IRE),J C Gainford,0,E McNamara,6th,1 1/2 l,6,10-13,85,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Bob The Builder (IRE),Mr H D Dunne,5,R P Rath,5th,5 1/2 l,8,11-7,93,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Ladies Well (IRE),C M Quirke,0,A Slattery,4th,1 3/4 l,5,10-6,78,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Teenage Kiss (IRE),C G O'Dwyer,5,C O'Dwyer,3rd,1/2 l,4,11-8,98,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Knockraha Eagle (IRE),J Smith,5,Ian Donoghue,2nd,2 1/2 l,5,10-13tp,85,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Mephisto (IRE),S Fitzgerald,0,G Keane,1st,N/A,8,11-5v,91,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Never Present (IRE),D A Kidd,7,J C McConnell,13th,35 l,7,11-12,98,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Kir Royal Blou (FR),G B Noonan,5,W J Burke,12th,23 l,5,10-1,73,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Cullagh Pride (IRE),A Harvey,5,S Fahey,11th,3/4 l,7,11-5,91,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,We'llgowats (IRE),D J O'Keeffe,0,Liam G O'brien,10th,3 3/4 l,10,11-4t,90,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Castlehill Boy (IRE),S W Flanagan,0,Brendan Walsh,9th,5 l,10,11-0t,86,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Charlie's Gift (IRE),E Walsh,0,J M Burke,8th,Nose,5,11-12p,98,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Barrow Ranger (IRE),D E Mullins,0,J J Hanlon,7th,3 3/4 l,4,11-6,96,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Huscari (IRE),J C Gainford,0,E McNamara,6th,1 1/2 l,6,10-13,85,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Bob The Builder (IRE),Mr H D Dunne,5,R P Rath,5th,5 1/2 l,8,11-7,93,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Ladies Well (IRE),C M Quirke,0,A Slattery,4th,1 3/4 l,5,10-6,78,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Teenage Kiss (IRE),C G O'Dwyer,5,C O'Dwyer,3rd,1/2 l,4,11-8,98,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Knockraha Eagle (IRE),J Smith,5,Ian Donoghue,2nd,2 1/2 l,5,10-13tp,85,True,11,3
Wexford Racing Results | 8th August 2025 19:13,2025-08-08,19:13,Good To Yielding,2m 4f 100y,Mephisto (IRE),S Fitzgerald,0,G Keane,1st,N/A,8,11-5v,91,True,11,3
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Fireworks (FR),G Brouder,3,J J Hanlon,PU,N/A,7,10-3p,75,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Fear The Deere (IRE),L Quinlan,0,T Doyle,PU,N/A,7,10-9p,81,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Hard Target (IRE),C M Quirke,0,D H Kelly,PU,N/A,8,11-1,87,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Kalaroun (IRE),C G O'Dwyer,5,C O'Dwyer,PU,N/A,7,10-12tp,84,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Duncarrig (IRE),S D Greene,7,J M Barrett,PU,N/A,8,11-5tv1,91,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Boston Bongo (IRE),H E Sexton,7,E Sheehy,9th,4 1/4 l,6,10-7p,79,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Kilkee Bay (IRE),C M Hogan,7,E McNamara,8th,9 l,6,11-13,99,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Bella Union (IRE),A Harvey,5,J C McConnell,7th,8 l,9,10-11,83,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Dunany Point (IRE),K E Buckley,0,Conor Maxwell,6th,7 l,6,11-3,89,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Younowhatimean (IRE),G B Noonan,5,E McCarthy,5th,6 1/2 l,8,10-8t,80,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Sea The Sunset,S Fitzgerald,0,J Morrison,4th,1 1/4 l,6,10-11,83,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Stone Forest (IRE),J P Shinnick,3,E Doyle,3rd,2 1/4 l,4,11-1b,91,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Miss Lia (IRE),S D Torrens,0,P J Rothwell,2nd,2 l,5,11-1,87,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,My Good Pal (IRE),Mr B M Coonan,7,G P Cromwell,1st,N/A,6,10-10t,82,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Fireworks (FR),G Brouder,3,J J Hanlon,PU,N/A,7,10-3p,75,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Fear The Deere (IRE),L Quinlan,0,T Doyle,PU,N/A,7,10-9p,81,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Hard Target (IRE),C M Quirke,0,D H Kelly,PU,N/A,8,11-1,87,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Kalaroun (IRE),C G O'Dwyer,5,C O'Dwyer,PU,N/A,7,10-12tp,84,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Duncarrig (IRE),S D Greene,7,J M Barrett,PU,N/A,8,11-5tv1,91,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Boston Bongo (IRE),H E Sexton,7,E Sheehy,9th,4 1/4 l,6,10-7p,79,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Kilkee Bay (IRE),C M Hogan,7,E McNamara,8th,9 l,6,11-13,99,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Bella Union (IRE),A Harvey,5,J C McConnell,7th,8 l,9,10-11,83,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Dunany Point (IRE),K E Buckley,0,Conor Maxwell,6th,7 l,6,11-3,89,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Younowhatimean (IRE),G B Noonan,5,E McCarthy,5th,6 1/2 l,8,10-8t,80,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Sea The Sunset,S Fitzgerald,0,J Morrison,4th,1 1/4 l,6,10-11,83,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Stone Forest (IRE),J P Shinnick,3,E Doyle,3rd,2 1/4 l,4,11-1b,91,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,Miss Lia (IRE),S D Torrens,0,P J Rothwell,2nd,2 l,5,11-1,87,True,11,4
Wexford Racing Results | 8th August 2025 19:48,2025-08-08,19:48,Good To Yielding,2m 4f 100y,My Good Pal (IRE),Mr B M Coonan,7,G P Cromwell,1st,N/A,6,10-10t,82,True,11,4
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Living My Life (IRE),Mr L A Gleeson,7,J F Gleeson,10th,46 l,6,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Don't Want To Know (IRE),Mr L Cullen,7,D Deacon,9th,58 l,5,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,White Meadow (IRE),Mr S Cleary,7,E Sheehy,8th,31 l,5,11-11t1,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Inver Bay (IRE),Mr F Maguire,0,G Keane,7th,Short Head,6,11-11h,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Keep The Head (IRE),Mr Alan O'Sullivan,7,P T Foley,6th,5 1/2 l,7,11-11ht,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Nugentstown Sue (IRE),Mr Finn Tegetmeier,7,H P Finegan,5th,12 l,6,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Clarnagh Maid (IRE),Mr J H Williamson,7,G Elliott,4th,1 l,5,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Are You Around (IRE),Mr P W Mullins,0,W P Mullins,3rd,4 l,4,11-8,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Sellerna Bay (IRE),Mr A P Ryan,5,M Fahey,2nd,1/2 l,5,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Fraher Field (IRE),Mr J L Gleeson,0,John E & Kiely,1st,N/A,5,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Living My Life (IRE),Mr L A Gleeson,7,J F Gleeson,10th,46 l,6,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Don't Want To Know (IRE),Mr L Cullen,7,D Deacon,9th,58 l,5,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,White Meadow (IRE),Mr S Cleary,7,E Sheehy,8th,31 l,5,11-11t1,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Inver Bay (IRE),Mr F Maguire,0,G Keane,7th,Short Head,6,11-11h,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Keep The Head (IRE),Mr Alan O'Sullivan,7,P T Foley,6th,5 1/2 l,7,11-11ht,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Nugentstown Sue (IRE),Mr Finn Tegetmeier,7,H P Finegan,5th,12 l,6,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Clarnagh Maid (IRE),Mr J H Williamson,7,G Elliott,4th,1 l,5,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Are You Around (IRE),Mr P W Mullins,0,W P Mullins,3rd,4 l,4,11-8,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Sellerna Bay (IRE),Mr A P Ryan,5,M Fahey,2nd,1/2 l,5,11-11,-,True,11,5
Wexford Racing Results | 8th August 2025 20:22,2025-08-08,20:22,Good To Yielding,2m 160y,Fraher Field (IRE),Mr J L Gleeson,0,John E & Kiely,1st,N/A,5,11-11,-,True,11,5
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Heir Island (IRE),K J Leonard,0,T J O'Mara,8th,1/2 l,4,9-11h1,-,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Quatrain (IRE),R P Whelan,0,K J Condon,7th,Neck,4,9-6tb1,66,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Harry's Magic (IRE),S Coen,7,J A Kinsella,6th,1/2 l,3,9-8tb1,-,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Three Sixteen (IRE),L F Roche,0,M G Quinn,5th,3/4 l,3,9-8,-,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Skippinandajumpin (IRE),M P Sheehy,0,J P O'Brien,4th,5 l,3,9-3,-,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Viamonte (IRE),A Browne-Souza,7,W P Browne,3rd,5 1/2 l,4,9-11t,69,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Shadow Of The Moon (IRE),J A Heffernan,0,J Feane,2nd,1 1/4 l,3,9-3,-,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Stella Alpina (IRE),D McMonagle,0,W McCreery,1st,N/A,3,9-3,74,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Heir Island (IRE),K J Leonard,0,T J O'Mara,8th,1/2 l,4,9-11h1,-,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Quatrain (IRE),R P Whelan,0,K J Condon,7th,Neck,4,9-6tb1,66,True,11,6
