track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Cave Court (IRE),Mr O McGill,7,N C Kelly,10th,1 1/2 l,7,12-4,109,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Sea Road Fill (IRE),Mr E P O'Brien,5,D Collins,9th,4 1/4 l,7,11-7,98,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Shotgun Jack (IRE),Ms E C Costello,7,P G Kelly,8th,1/2 l,6,12-4t1,109,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Trackman Tommy (IRE),Miss L Costello,7,P G Kelly,7th,6 l,6,11-5,96,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,The Lucky Lobster,Mr T Walsh,7,D Queally,6th,1 1/2 l,5,10-13ht1,90,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Noble Talent (IRE),Mr J C Barry,3,T J Nagle-Jr,5th,3 3/4 l,7,12-4,109,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Nephin Beg (IRE),Mr J L Scallan,7,S Doyle,4th,1 l,6,11-7p1,98,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,My Friend The Wind (IRE),Mr D Doyle,7,E McNamara,3rd,Head,9,11-6,97,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Onlyamatteroftime (IRE),Mr P W Mullins,0,W P Mullins,2nd,1 1/4 l,8,12-4,109,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Oneforgonzo (IRE),Mr D O'Connor,0,S Aherne,1st,N/A,6,11-8,99,True,108,45
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,El Cairos (FR),Mr J W Hendrick,7,S Doyle,NR,N/A,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Chuck Bass (IRE),Ms C A Walsh,7,P A Fahy,NR,N/A,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Move It (IRE),Mr M J Kenneally,7,J Halley,10th,2 3/4 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Elusive Ruby (IRE),Mr D Doyle,7,P A Fahy,9th,7 l,4,11-3,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Deerpark Hill (IRE),Mr S Tobin,7,S Aherne,8th,5 1/2 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Kingdom Calling (FR),Mr J C Barry,3,E McCarthy,7th,13 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Real Empire,Mr F Maguire,0,J J Hanlon,6th,5 l,4,11-10h,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Mack The Chemist (IRE),Mr J L Gleeson,5,H De Bromhead,5th,2 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Pondicherry (IRE),Mr Alan O'Sullivan,7,P McCreery,4th,3 1/4 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Gino Bella (IRE),Mr L T Turner,7,Barry J Fitzgerald,3rd,6 l,4,11-3,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Swingin Safari (IRE),Mr H C Swan,5,S Curling,2nd,1/2 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Butch Cassidy (IRE),Mr E P O'Brien,5,P Fenton,1st,N/A,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,El Cairos (FR),Mr J W Hendrick,7,S Doyle,NR,N/A,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Chuck Bass (IRE),Ms C A Walsh,7,P A Fahy,NR,N/A,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Move It (IRE),Mr M J Kenneally,7,J Halley,10th,2 3/4 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Elusive Ruby (IRE),Mr D Doyle,7,P A Fahy,9th,7 l,4,11-3,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Deerpark Hill (IRE),Mr S Tobin,7,S Aherne,8th,5 1/2 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Kingdom Calling (FR),Mr J C Barry,3,E McCarthy,7th,13 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Real Empire,Mr F Maguire,0,J J Hanlon,6th,5 l,4,11-10h,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Mack The Chemist (IRE),Mr J L Gleeson,5,H De Bromhead,5th,2 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Pondicherry (IRE),Mr Alan O'Sullivan,7,P McCreery,4th,3 1/4 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Gino Bella (IRE),Mr L T Turner,7,Barry J Fitzgerald,3rd,6 l,4,11-3,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Swingin Safari (IRE),Mr H C Swan,5,S Curling,2nd,1/2 l,4,11-10,-,True,108,46
Ballinrobe Racing Results | 19th April 2024 20:07,N/A,20:07,Soft (Soft To Heavy In Places),1m 7f 164y,Butch Cassidy (IRE),Mr E P O'Brien,5,P Fenton,1st,N/A,4,11-10,-,True,108,46
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Empress Alma (IRE),R Whearty,5,G P Cromwell,NR,N/A,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Auburn Avenue (IRE),R C Colgan,0,Chris Timmons,NR,N/A,3,9-3t1,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Clouds Collide (IRE),A J Slattery,0,A Oliver,18th,1 3/4 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Rappell (IRE),W J Lee,0,P W Flynn,17th,3 1/4 l,3,9-8,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Bless Me (IRE),C D Maxwell,0,J A Kinsella,16th,8 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Solar Saving (IRE),N G McCullagh,0,J S Bolger,15th,1/2 l,3,9-8,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Kentucky Gal (IRE),J A Heffernan,0,A Mullins,14th,1/2 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Bleak Midwinter (IRE),W M Lordan,0,N Lupini,13th,1 1/4 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Your Out Of Line (IRE),S P Bird,7,M Mulvany,12th,Neck,3,9-8,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Positive Energy (IRE),N M Crosse,0,W McCreery,11th,1/2 l,3,9-8,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Mark's One (IRE),C D Hayes,0,G P Cromwell,10th,1 l,3,9-8t1,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,No Knee Never (IRE),D McMonagle,0,J P O'Brien,9th,Short Head,3,9-8,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Wing Glider (IRE),L F Roche,0,R Brabazon,8th,Neck,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Nans View (IRE),Neve Bennett,7,J P Fahey,7th,Head,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,White Clover (IRE),G F Carroll,0,J G Murphy,6th,1/2 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Abbey Actress (IRE),R P Whelan,0,John O'Donoghue,5th,3/4 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Kailasa (IRE),B M Coen,0,J P Murtagh,4th,1/2 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Monasterboice (IRE),C T Keane,0,N Meade,3rd,1/2 l,3,9-8b1,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Igor Stravinsky (IRE),R L Moore,0,A P O'Brien,2nd,Short Head,3,9-8b1,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Zaynab (IRE),D P McDonogh,0,G Elliott,1st,N/A,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Empress Alma (IRE),R Whearty,5,G P Cromwell,NR,N/A,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Auburn Avenue (IRE),R C Colgan,0,Chris Timmons,NR,N/A,3,9-3t1,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Clouds Collide (IRE),A J Slattery,0,A Oliver,18th,1 3/4 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Rappell (IRE),W J Lee,0,P W Flynn,17th,3 1/4 l,3,9-8,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Bless Me (IRE),C D Maxwell,0,J A Kinsella,16th,8 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Solar Saving (IRE),N G McCullagh,0,J S Bolger,15th,1/2 l,3,9-8,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Kentucky Gal (IRE),J A Heffernan,0,A Mullins,14th,1/2 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Bleak Midwinter (IRE),W M Lordan,0,N Lupini,13th,1 1/4 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Your Out Of Line (IRE),S P Bird,7,M Mulvany,12th,Neck,3,9-8,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Positive Energy (IRE),N M Crosse,0,W McCreery,11th,1/2 l,3,9-8,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Mark's One (IRE),C D Hayes,0,G P Cromwell,10th,1 l,3,9-8t1,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,No Knee Never (IRE),D McMonagle,0,J P O'Brien,9th,Short Head,3,9-8,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Wing Glider (IRE),L F Roche,0,R Brabazon,8th,Neck,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Nans View (IRE),Neve Bennett,7,J P Fahey,7th,Head,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,White Clover (IRE),G F Carroll,0,J G Murphy,6th,1/2 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Abbey Actress (IRE),R P Whelan,0,John O'Donoghue,5th,3/4 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Kailasa (IRE),B M Coen,0,J P Murtagh,4th,1/2 l,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Monasterboice (IRE),C T Keane,0,N Meade,3rd,1/2 l,3,9-8b1,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Igor Stravinsky (IRE),R L Moore,0,A P O'Brien,2nd,Short Head,3,9-8b1,-,True,108,47
Curragh Racing Results | 20th April 2024 13:35,N/A,13:35,Heavy,7f,Zaynab (IRE),D P McDonogh,0,G Elliott,1st,N/A,3,9-3,-,True,108,47
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Jalaybee,C D Hayes,0,D K Weld,9th,1 l,3,8-11p,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Verified (IRE),N G McCullagh,0,Charles Weld,8th,Head,3,9-1,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Lia Fail (IRE),T Casey,10,M Mulvany,7th,2 3/4 l,3,9-10t1,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Bonbon (IRE),M W Hassett,7,J P O'Brien,6th,3/4 l,3,9-11t,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Sweetest (IRE),R L Moore,0,A P O'Brien,5th,Neck,3,9-3,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Perfect Judgement (IRE),C J MacRedmond,5,A McGuinness,4th,1 1/2 l,3,9-4p1,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Heavenly Being (IRE),S Foley,0,Mrs J Harrington,3rd,Nose,3,9-1,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Pansy Poe (IRE),J M Sheridan,0,J A Stack,2nd,3/4 l,3,9-2,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Bid For Chester (IRE),W Joyce,5,M Mulvany,1st,N/A,3,9-10t,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Jalaybee,C D Hayes,0,D K Weld,9th,1 l,3,8-11p,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Verified (IRE),N G McCullagh,0,Charles Weld,8th,Head,3,9-1,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Lia Fail (IRE),T Casey,10,M Mulvany,7th,2 3/4 l,3,9-10t1,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Bonbon (IRE),M W Hassett,7,J P O'Brien,6th,3/4 l,3,9-11t,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Sweetest (IRE),R L Moore,0,A P O'Brien,5th,Neck,3,9-3,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Perfect Judgement (IRE),C J MacRedmond,5,A McGuinness,4th,1 1/2 l,3,9-4p1,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Heavenly Being (IRE),S Foley,0,Mrs J Harrington,3rd,Nose,3,9-1,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Pansy Poe (IRE),J M Sheridan,0,J A Stack,2nd,3/4 l,3,9-2,-,True,108,48
Curragh Racing Results | 20th April 2024 14:10,N/A,14:10,Heavy,5f,Bid For Chester (IRE),W Joyce,5,M Mulvany,1st,N/A,3,9-10t,-,True,108,48
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Current Option (IRE),C J MacRedmond,5,A McGuinness,16th,2 l,8,9-7h,87,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Spirit Genie (IRE),J A Heffernan,0,J Candlish,15th,3/4 l,4,9-5tp,85,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Lady Lunette (IRE),B M Coen,0,R P Cody,14th,1/2 l,4,9-7,87,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Grey Leader (IRE),L T McAteer,0,J G Murphy,13th,1/2 l,4,9-10,90,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Pralognan (FR),W M Lordan,0,A J Martin,12th,1 1/4 l,5,8-13t,79,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Sirjack Thomas (IRE),J A Powell,3,A McGuinness,11th,1 l,9,8-7,73,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Fiscal Rules (IRE),N G McCullagh,0,J S Bolger,10th,1/2 l,7,9-12,92,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Scholarship (IRE),S T McCullagh,3,Gerard O'Leary,9th,Neck,4,9-6,86,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Independent Expert (IRE),A J Slattery,0,A Slattery,8th,Neck,5,9-1,81,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Mexicali Rose,D P McDonogh,0,J P O'Brien,7th,Short Head,4,9-2,82,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Simply Sideways (IRE),M W Hassett,7,T Doyle,6th,1/2 l,7,9-6,86,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Fast Tara (IRE),D McMonagle,0,J P O'Brien,5th,Neck,4,9-9,89,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Mr Rango (IRE),S Foley,0,John M Harney,4th,3/4 l,6,9-8p1,88,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Casanova,Adam Caffrey,5,A McGuinness,3rd,Short Head,8,9-5,85,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Earls (IRE),G F Carroll,0,G P Cromwell,2nd,Nose,7,9-5t,85,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Crystal Black (IRE),C T Keane,0,G Keane,1st,N/A,6,10-0,94,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Current Option (IRE),C J MacRedmond,5,A McGuinness,16th,2 l,8,9-7h,87,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Spirit Genie (IRE),J A Heffernan,0,J Candlish,15th,3/4 l,4,9-5tp,85,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Lady Lunette (IRE),B M Coen,0,R P Cody,14th,1/2 l,4,9-7,87,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Grey Leader (IRE),L T McAteer,0,J G Murphy,13th,1/2 l,4,9-10,90,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Pralognan (FR),W M Lordan,0,A J Martin,12th,1 1/4 l,5,8-13t,79,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Sirjack Thomas (IRE),J A Powell,3,A McGuinness,11th,1 l,9,8-7,73,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Fiscal Rules (IRE),N G McCullagh,0,J S Bolger,10th,1/2 l,7,9-12,92,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Scholarship (IRE),S T McCullagh,3,Gerard O'Leary,9th,Neck,4,9-6,86,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Independent Expert (IRE),A J Slattery,0,A Slattery,8th,Neck,5,9-1,81,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Mexicali Rose,D P McDonogh,0,J P O'Brien,7th,Short Head,4,9-2,82,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Simply Sideways (IRE),M W Hassett,7,T Doyle,6th,1/2 l,7,9-6,86,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Fast Tara (IRE),D McMonagle,0,J P O'Brien,5th,Neck,4,9-9,89,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Mr Rango (IRE),S Foley,0,John M Harney,4th,3/4 l,6,9-8p1,88,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Casanova,Adam Caffrey,5,A McGuinness,3rd,Short Head,8,9-5,85,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Earls (IRE),G F Carroll,0,G P Cromwell,2nd,Nose,7,9-5t,85,True,108,49
Curragh Racing Results | 20th April 2024 14:45,N/A,14:45,Heavy,1m,Crystal Black (IRE),C T Keane,0,G Keane,1st,N/A,6,10-0,94,True,108,49
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Cyprus Springs (IRE),O McSweeney,3,L Comer,NR,N/A,4,9-9,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Silky Suilleabhain (IRE),R Whearty,5,P W Flynn,23rd,28 l,4,9-9,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Unassuming (FR),D McMonagle,0,J P O'Brien,22nd,2 1/4 l,4,9-4,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Harseva (IRE),J J G Ryan,5,G Keane,21st,5 1/2 l,4,9-4t1,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Beaumadier (IRE),C Geerdharry,7,M C Grassick,20th,1 1/2 l,4,9-9h,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Crystal's Heir (IRE),P A Harnett,5,P W Flynn,19th,Head,6,9-4,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Eight By Ten (IRE),S T McCullagh,3,L Comer,18th,1 l,4,9-9t,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Winning Smut (IRE),J A Heffernan,0,M Hourigan,17th,1 l,5,9-9,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Lord Of Excess,G P Halpin,0,C Byrnes,16th,Head,4,9-9,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Reckless Quality (IRE),R C Colgan,0,P Martin,15th,1 l,4,9-4t,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Jack McNamara (IRE),L T McAteer,0,A Kinirons,14th,Head,4,9-9,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Calzaghi (IRE),C M Hogan,7,Kevin Coleman,13th,1 l,4,9-9,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Sevensees,B M Coen,0,J P Murtagh,12th,1 3/4 l,4,9-9,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Gunsight (IRE),Adam Caffrey,5,Michael W O'Meara,11th,4 1/4 l,4,9-9,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Spitfire Fighter (IRE),C T Keane,0,N Meade,10th,Short Head,4,9-9t1,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Johanna Whitty (IRE),N G McCullagh,0,J S Bolger,9th,Head,4,9-4p1,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Expound,J M Sheridan,0,D Hogan,8th,1 l,5,9-9t,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Passionate (IRE),A J Slattery,0,A Slattery,7th,2 3/4 l,4,9-4,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Nelda (IRE),S Foley,0,Mrs J Harrington,6th,1 1/4 l,4,9-4,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Come On The Lads (IRE),R P Whelan,0,J Davison,5th,Short Head,4,9-9,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Concluding Call (IRE),W J Lee,0,W McCreery,4th,Neck,4,9-4,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Wisdomofhindsight,G F Carroll,0,A Oliver,3rd,2 1/4 l,4,9-9,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,Uncanny (IRE),R L Moore,0,Donnacha O'Brien,2nd,2 l,4,9-4,-,True,108,50
Curragh Racing Results | 20th April 2024 15:20,N/A,15:20,Heavy,1m,State Actor (IRE),C D Hayes,0,W T Farrell,1st,N/A,4,9-9,-,True,108,50
