track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,The Mpex Kid (IRE),Shane Foley,0,Ciaran Murphy,2nd,6 l,6,10-2,64,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Facethepuckout (IRE),C. T. Keane,0,M. D. O'Callaghan,1st,N/A,6,9-6,54,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Salt Whistle Bay (IRE),E. A. Murphy,10,J. F. Levins,20th,15 l,8,9-5v,53,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Inveterate (IRE),T. P. Madden,0,Miss Tara Lee Cogan,19th,3 l,4,9-13b1,61,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Lucky Number,C. D. Hayes,0,Oliver McKiernan,18th,1 3/4 l,6,9-2tp,50,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Pimstrel (IRE),M. A. Enright,0,Laura Hourigan,17th,Neck,6,10-0p,62,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Miracles In May (IRE),Ben Martin Coen,0,Mark Cahill,16th,1 1/4 l,7,9-8,56,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Lisabetta (IRE),William James Lee,0,Timothy Doyle,15th,3 3/4 l,4,9-0b,48,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Run Silver Run (IRE),R. Whearty,7,Denis W. Cullen,14th,1/2 l,3,8-12tp1,48,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Nyla Rua (IRE),Declan McDonogh,0,T. G. McCourt,13th,Neck,3,9-3v,53,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Celtic Revival (IRE),D. B. McMonagle,0,Edward Lynam,12th,1/2 l,3,9-5p,55,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Golden Days (IRE),R. P. Whelan,0,Tracey Collins,11th,Neck,5,9-2,50,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Shamrock Sprig (IRE),P. A. Harnett,7,Eoin Joseph McDonagh,10th,Neck,4,10-0p,62,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Reverberation,Seamie Heffernan,0,J. J. Lambe,9th,1/2 l,7,9-7,55,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Swiss Army Officer (IRE),Julie Burke,0,Kevin Thomas Coleman,8th,1 1/4 l,7,9-6,54,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Leclerc,C. J. MacRedmond,5,Adrian McGuinness,7th,1/2 l,4,9-1p1,49,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Cactus Tree (IRE),J. M. Sheridan,3,Denis Hogan,6th,1/2 l,6,8-13t1,47,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Susies Sapphire (IRE),J. A. Powell,7,J. J. Feane,5th,1 l,3,9-8,58,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Flier,R. C. Colgan,0,Mrs Denise Foster,4th,1/2 l,3,9-4,54,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Bellick,J. J. G. Ryan,7,John McConnell,3rd,1 3/4 l,7,8-13,47,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,The Mpex Kid (IRE),Shane Foley,0,Ciaran Murphy,2nd,6 l,6,10-2,64,True,26,5
Curragh Racing Results | 13th October 2022 16:55,N/A,16:55,Yielding To Soft,7f,Facethepuckout (IRE),C. T. Keane,0,M. D. O'Callaghan,1st,N/A,6,9-6,54,True,26,5
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Mas Poder (IRE),R. P. Whelan,0,Peter Croke,18th,1/2 l,3,9-13,72,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Poppy Petal (IRE),D. A. Kidd,10,Mrs J. Harrington,17th,1/2 l,3,9-12b1,71,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Aurora Nova (IRE),R. C. Colgan,0,Ms Sheila Lavery,16th,1 1/2 l,3,9-8,67,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Tiny Bit (IRE),Declan McDonogh,0,Kieran Patrick Cotter,15th,1 l,3,9-3b,62,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Takana (IRE),C. T. Keane,0,Ciaran Murphy,14th,1 1/4 l,3,9-2,61,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Valhalla's Dream (IRE),L. T. McAteer,3,Barry Fitzgerald,13th,Nose,4,9-1,60,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Elanora (IRE),Annalise Cullen,7,M. C. Grassick,12th,Short Head,4,9-9p,68,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Florence Thompson (IRE),James J. Doyle,0,Denis Hogan,11th,Neck,5,8-7p,52,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Sosallycanwait (IRE),D. B. McMonagle,0,Leanne Breen,10th,Head,3,9-2p,61,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Realtin Fantasy (IRE),S. D. Bowen,7,W. P. Browne,9th,1/2 l,6,9-0,59,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Livingston Range (IRE),K. J. Manning,0,Leanne Breen,8th,Head,4,9-10tp,69,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Inventor,William James Lee,0,Gillian Scott,7th,1 3/4 l,5,9-7p,66,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Stanhope (USA),C. D. Hayes,0,John McConnell,6th,Neck,8,8-7,52,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Shoebox King (IRE),J. Coen,5,Kevin Thomas Coleman,5th,Short Head,3,10-2,75,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Jazzy Dancer (IRE),C. Stone-Walsh,10,W. J. Martin,4th,Nose,4,9-6tb,65,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Ever Rock (IRE),Seamie Heffernan,0,J. J. Lambe,3rd,3 3/4 l,6,9-11,70,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Swift Flight (FR),J. M. Sheridan,3,K. J. Condon,2nd,3 1/4 l,4,10-1ht1,74,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Mymomentintime (USA),L. F. Roche,0,Susan A. Finn,1st,N/A,3,8-12t,57,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Mas Poder (IRE),R. P. Whelan,0,Peter Croke,18th,1/2 l,3,9-13,72,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Poppy Petal (IRE),D. A. Kidd,10,Mrs J. Harrington,17th,1/2 l,3,9-12b1,71,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Aurora Nova (IRE),R. C. Colgan,0,Ms Sheila Lavery,16th,1 1/2 l,3,9-8,67,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Tiny Bit (IRE),Declan McDonogh,0,Kieran Patrick Cotter,15th,1 l,3,9-3b,62,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Takana (IRE),C. T. Keane,0,Ciaran Murphy,14th,1 1/4 l,3,9-2,61,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Valhalla's Dream (IRE),L. T. McAteer,3,Barry Fitzgerald,13th,Nose,4,9-1,60,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Elanora (IRE),Annalise Cullen,7,M. C. Grassick,12th,Short Head,4,9-9p,68,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Florence Thompson (IRE),James J. Doyle,0,Denis Hogan,11th,Neck,5,8-7p,52,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Sosallycanwait (IRE),D. B. McMonagle,0,Leanne Breen,10th,Head,3,9-2p,61,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Realtin Fantasy (IRE),S. D. Bowen,7,W. P. Browne,9th,1/2 l,6,9-0,59,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Livingston Range (IRE),K. J. Manning,0,Leanne Breen,8th,Head,4,9-10tp,69,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Inventor,William James Lee,0,Gillian Scott,7th,1 3/4 l,5,9-7p,66,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Stanhope (USA),C. D. Hayes,0,John McConnell,6th,Neck,8,8-7,52,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Shoebox King (IRE),J. Coen,5,Kevin Thomas Coleman,5th,Short Head,3,10-2,75,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Jazzy Dancer (IRE),C. Stone-Walsh,10,W. J. Martin,4th,Nose,4,9-6tb,65,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Ever Rock (IRE),Seamie Heffernan,0,J. J. Lambe,3rd,3 3/4 l,6,9-11,70,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Swift Flight (FR),J. M. Sheridan,3,K. J. Condon,2nd,3 1/4 l,4,10-1ht1,74,True,26,6
Curragh Racing Results | 13th October 2022 17:30,N/A,17:30,Yielding To Soft,5f,Mymomentintime (USA),L. F. Roche,0,Susan A. Finn,1st,N/A,3,8-12t,57,True,26,6
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Cherisheverymoment (IRE),Richard Deegan,0,Miss Elizabeth Doyle,14th,8 1/2 l,5,11-5,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,I Am Bella (IRE),Niall Moore,0,Mark Cahill,13th,5 l,5,11-5,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Saved By The River (IRE),C. G. O'Dwyer,7,James A. Nash,12th,2 l,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Duhallow Rainbow (IRE),Phillip Enright,0,Eoghan O'Grady,11th,1 3/4 l,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Johnny Clarke (IRE),M. P. O'Connor,5,W. J. Burke,10th,1 3/4 l,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Nights of Doyen (IRE),B. Hayes,0,Denis Hogan,9th,3/4 l,4,11-11t,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Hollys Honour (IRE),Gearoid Patrick Brouder,5,J. G. Murray,8th,4 1/4 l,6,11-5,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Cheerful Chap (IRE),J. P. O'Sullivan,5,N. Dooly,7th,Head,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Flyaway Maggie (IRE),A. M. McCurtin,3,Michael Flannery,6th,7 l,4,11-4t,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Happy Victory (FR),J. W. Kennedy,0,Gordon Elliott,5th,3 1/2 l,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Drumderry Harlem (IRE),S. F. O'Keeffe,0,Mark John Scallan,4th,1 1/2 l,6,11-5ht1,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Silver Gazette (IRE),M. J. M. O'Sullivan,5,John Patrick Ryan,3rd,3 1/2 l,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Laser Focus (IRE),D. J. O'Keeffe,0,Henry de Bromhead,2nd,Neck,4,11-11t,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,First Dare (IRE),Sean Flanagan,0,Miss Elizabeth Doyle,1st,N/A,4,11-4h,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Cherisheverymoment (IRE),Richard Deegan,0,Miss Elizabeth Doyle,14th,8 1/2 l,5,11-5,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,I Am Bella (IRE),Niall Moore,0,Mark Cahill,13th,5 l,5,11-5,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Saved By The River (IRE),C. G. O'Dwyer,7,James A. Nash,12th,2 l,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Duhallow Rainbow (IRE),Phillip Enright,0,Eoghan O'Grady,11th,1 3/4 l,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Johnny Clarke (IRE),M. P. O'Connor,5,W. J. Burke,10th,1 3/4 l,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Nights of Doyen (IRE),B. Hayes,0,Denis Hogan,9th,3/4 l,4,11-11t,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Hollys Honour (IRE),Gearoid Patrick Brouder,5,J. G. Murray,8th,4 1/4 l,6,11-5,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Cheerful Chap (IRE),J. P. O'Sullivan,5,N. Dooly,7th,Head,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Flyaway Maggie (IRE),A. M. McCurtin,3,Michael Flannery,6th,7 l,4,11-4t,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Happy Victory (FR),J. W. Kennedy,0,Gordon Elliott,5th,3 1/2 l,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Drumderry Harlem (IRE),S. F. O'Keeffe,0,Mark John Scallan,4th,1 1/2 l,6,11-5ht1,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Silver Gazette (IRE),M. J. M. O'Sullivan,5,John Patrick Ryan,3rd,3 1/2 l,5,11-12,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,Laser Focus (IRE),D. J. O'Keeffe,0,Henry de Bromhead,2nd,Neck,4,11-11t,-,True,26,7
Tramore Racing Results | 13th October 2022 13:50,N/A,13:50,Yielding,2m,First Dare (IRE),Sean Flanagan,0,Miss Elizabeth Doyle,1st,N/A,4,11-4h,-,True,26,7
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Kilashee (IRE),M. M. McDonagh,5,John Patrick Ryan,UR,N/A,7,11-7,88,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Doyen Rose (IRE),K. E. Buckley,5,David Christie,PU,N/A,6,12-0,95,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Ballard Prince (IRE),Mr J. Aherne,7,Eoghan O'Grady,12th,3 3/4 l,5,11-4p,85,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Danegeld,B. Hayes,0,J. Morrison,11th,34 l,10,12-0,95,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Brooklyn Balance (IRE),M. J. M. O'Sullivan,5,J. P. Flavin,10th,Neck,8,11-13,94,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Jazz Ranger (IRE),S. D. Torrens,0,James Andrew Fahey,9th,1 3/4 l,10,11-6,87,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Kings Halo (IRE),Phillip Enright,0,James Daniel Dullea,8th,11 l,7,11-13,94,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Kayla's Delight (IRE),J. P. Kirwan,7,David Kenneth Budds,7th,4 l,8,10-13t,80,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Jack Holiday (IRE),P. Byrnes,7,John F. Gleeson,6th,6 l,8,11-9p,90,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Clear The Clouds (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,5th,9 l,4,11-11,93,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Fair Minded (IRE),A. P. Kelly,7,Desmond McDonogh,4th,13 l,8,10-13,80,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Gaelic Des Chastys (FR),M. P. O'Connor,5,Alan Donoghue,3rd,1/2 l,6,11-6,87,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Mater Matuta (IRE),Jordan Colin Gainford,0,E. D. Delany,2nd,3 1/2 l,6,11-9tp,90,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Doyouthinkso,D. J. O'Keeffe,0,J. P. Flavin,1st,N/A,6,11-13t,94,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Kilashee (IRE),M. M. McDonagh,5,John Patrick Ryan,UR,N/A,7,11-7,88,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Doyen Rose (IRE),K. E. Buckley,5,David Christie,PU,N/A,6,12-0,95,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Ballard Prince (IRE),Mr J. Aherne,7,Eoghan O'Grady,12th,3 3/4 l,5,11-4p,85,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Danegeld,B. Hayes,0,J. Morrison,11th,34 l,10,12-0,95,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Brooklyn Balance (IRE),M. J. M. O'Sullivan,5,J. P. Flavin,10th,Neck,8,11-13,94,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Jazz Ranger (IRE),S. D. Torrens,0,James Andrew Fahey,9th,1 3/4 l,10,11-6,87,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Kings Halo (IRE),Phillip Enright,0,James Daniel Dullea,8th,11 l,7,11-13,94,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Kayla's Delight (IRE),J. P. Kirwan,7,David Kenneth Budds,7th,4 l,8,10-13t,80,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Jack Holiday (IRE),P. Byrnes,7,John F. Gleeson,6th,6 l,8,11-9p,90,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Clear The Clouds (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,5th,9 l,4,11-11,93,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Fair Minded (IRE),A. P. Kelly,7,Desmond McDonogh,4th,13 l,8,10-13,80,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Gaelic Des Chastys (FR),M. P. O'Connor,5,Alan Donoghue,3rd,1/2 l,6,11-6,87,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Mater Matuta (IRE),Jordan Colin Gainford,0,E. D. Delany,2nd,3 1/2 l,6,11-9tp,90,True,26,8
Tramore Racing Results | 13th October 2022 14:25,N/A,14:25,Yielding,2m,Doyouthinkso,D. J. O'Keeffe,0,J. P. Flavin,1st,N/A,6,11-13t,94,True,26,8
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Which Robin (IRE),B. Hayes,0,Daniel G. Murphy,F,N/A,5,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Lovango (IRE),S. D. Torrens,0,Miss D. M. O'Shea,12th,27 l,4,10-11,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,The Mighty Doyen (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,11th,15 l,4,10-11,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Ladys Spirit (IRE),Phillip Enright,0,Terence O'Brien,10th,3/4 l,5,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Kelly's Birr (IRE),B. J. Cooper,0,John Patrick Ryan,9th,7 1/2 l,5,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Stradbally Village (IRE),C. Brassil,5,Ms M. Flynn,8th,1 3/4 l,5,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,State Of Honor (IRE),Jack Foley,0,Ross O'Sullivan,7th,4 1/2 l,5,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Gigantamax Eevee (IRE),Peter Carberry,0,Matthew J. Smith,6th,2 1/2 l,4,10-11,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Bellatior (IRE),J. W. Kennedy,0,Gordon Elliott,5th,1/2 l,5,11-7h,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,The Forge Hill (IRE),Jordan Colin Gainford,0,Sean Thomas Doyle,4th,5 l,8,10-13tp,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Mangan Sue (IRE),C. M. Quirke,7,Anthony John Black,3rd,24 l,6,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Champagnesocialist (IRE),Mr B. W. Harvey,7,John McConnell,2nd,2 1/4 l,6,11-7,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Kilbunny Pontic (IRE),Sean Flanagan,0,David M. O'Brien,1st,N/A,5,11-7,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Which Robin (IRE),B. Hayes,0,Daniel G. Murphy,F,N/A,5,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Lovango (IRE),S. D. Torrens,0,Miss D. M. O'Shea,12th,27 l,4,10-11,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,The Mighty Doyen (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,11th,15 l,4,10-11,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Ladys Spirit (IRE),Phillip Enright,0,Terence O'Brien,10th,3/4 l,5,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Kelly's Birr (IRE),B. J. Cooper,0,John Patrick Ryan,9th,7 1/2 l,5,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Stradbally Village (IRE),C. Brassil,5,Ms M. Flynn,8th,1 3/4 l,5,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,State Of Honor (IRE),Jack Foley,0,Ross O'Sullivan,7th,4 1/2 l,5,10-13,-,True,26,9
Tramore Racing Results | 13th October 2022 15:00,N/A,15:00,Yielding,2m 4f 73y,Gigantamax Eevee (IRE),Peter Carberry,0,Matthew J. Smith,6th,2 1/2 l,4,10-11,-,True,26,9
