track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 20th January 2023 17:30,N/A,17:30,Standard,7f,Real Appeal (GER),Adam Caffrey,7,Adrian McGuinness,1st,N/A,6,9-5p,-,True,39,8
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Kaidah (IRE),J. M. Sheridan,3,Adrian Murray,11th,23 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Rosie Booshay (IRE),R. C. Colgan,0,Thomas Coyle,10th,3 3/4 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Nation Of Stars,M. A. Enright,0,Kieran Patrick Cotter,9th,3 1/4 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Ocean Symphony (IRE),S. B. Kelly,0,John Patrick Murtagh,8th,1 1/4 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Lisgin (IRE),C. Horgan,7,A. Slattery,7th,1 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Wayside Lady (IRE),G. M. Ryan,0,John Stephen O'Donoghue,6th,Nose,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Vittoria Colanna (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,5th,1 1/4 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Miss Caruso (IRE),C. J. MacRedmond,5,Adrian McGuinness,4th,1/2 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Parana Delta,A. C. Persse,7,Joseph Patrick O'Brien,3rd,1 1/4 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Lily Maguire (IRE),William James Lee,0,W. McCreery,2nd,Neck,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Angel Above (IRE),N. M. Crosse,0,Luke Comer,1st,N/A,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Kaidah (IRE),J. M. Sheridan,3,Adrian Murray,11th,23 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Rosie Booshay (IRE),R. C. Colgan,0,Thomas Coyle,10th,3 3/4 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Nation Of Stars,M. A. Enright,0,Kieran Patrick Cotter,9th,3 1/4 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Ocean Symphony (IRE),S. B. Kelly,0,John Patrick Murtagh,8th,1 1/4 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Lisgin (IRE),C. Horgan,7,A. Slattery,7th,1 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Wayside Lady (IRE),G. M. Ryan,0,John Stephen O'Donoghue,6th,Nose,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Vittoria Colanna (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,5th,1 1/4 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Miss Caruso (IRE),C. J. MacRedmond,5,Adrian McGuinness,4th,1/2 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Parana Delta,A. C. Persse,7,Joseph Patrick O'Brien,3rd,1 1/4 l,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Lily Maguire (IRE),William James Lee,0,W. McCreery,2nd,Neck,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:00,N/A,18:00,Standard,7f,Angel Above (IRE),N. M. Crosse,0,Luke Comer,1st,N/A,3,9-3,-,True,39,9
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Transcendental (FR),G. F. Carroll,0,Gavin Patrick Cromwell,11th,4 1/4 l,5,9-6,77,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Hernes Hill,D. W. O'Connor,0,John McConnell,10th,3/4 l,4,9-0t,71,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Dun Na Sead (IRE),Oisin McSweeney,5,Kieran Patrick Cotter,9th,Head,4,9-3,74,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Inflection Point (IRE),Siobhan Rutledge,5,John McConnell,8th,1 l,7,9-3,74,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Collective Power (IRE),M. P. Sheehy,0,Edward Lynam,7th,1 1/4 l,5,8-11,68,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Dream Today (IRE),C. J. MacRedmond,5,Adrian McGuinness,6th,Neck,8,10-3tp,88,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Ampeson,J. Kearney,7,P. J. McKenna,5th,1/2 l,6,10-3p,88,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Tawaazon (IRE),S. D. Bowen,7,Denis Hogan,4th,Head,5,8-9tp,66,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Steel Bull (IRE),L. F. Roche,0,M. D. O'Callaghan,3rd,1/2 l,5,9-12p,83,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Gobi Star (IRE),J. Coen,5,Patrick Martin,2nd,2 1/2 l,5,9-2t,73,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Hodd's Girl (IRE),Adam Caffrey,7,Adrian McGuinness,1st,N/A,6,10-2,87,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Transcendental (FR),G. F. Carroll,0,Gavin Patrick Cromwell,11th,4 1/4 l,5,9-6,77,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Hernes Hill,D. W. O'Connor,0,John McConnell,10th,3/4 l,4,9-0t,71,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Dun Na Sead (IRE),Oisin McSweeney,5,Kieran Patrick Cotter,9th,Head,4,9-3,74,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Inflection Point (IRE),Siobhan Rutledge,5,John McConnell,8th,1 l,7,9-3,74,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Collective Power (IRE),M. P. Sheehy,0,Edward Lynam,7th,1 1/4 l,5,8-11,68,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Dream Today (IRE),C. J. MacRedmond,5,Adrian McGuinness,6th,Neck,8,10-3tp,88,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Ampeson,J. Kearney,7,P. J. McKenna,5th,1/2 l,6,10-3p,88,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Tawaazon (IRE),S. D. Bowen,7,Denis Hogan,4th,Head,5,8-9tp,66,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Steel Bull (IRE),L. F. Roche,0,M. D. O'Callaghan,3rd,1/2 l,5,9-12p,83,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Gobi Star (IRE),J. Coen,5,Patrick Martin,2nd,2 1/2 l,5,9-2t,73,True,39,10
Dundalk Racing Results | 20th January 2023 18:30,N/A,18:30,Standard,6f,Hodd's Girl (IRE),Adam Caffrey,7,Adrian McGuinness,1st,N/A,6,10-2,87,True,39,10
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Rock Ya Boy Ya (IRE),R. P. Cleary,0,Francis Casey,12th,3/4 l,5,8-12,47,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Winterscape,L. F. Roche,0,Paul Nolan,11th,9 l,4,9-3t,55,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Holding Aces (IRE),N. M. Crosse,0,Anthony McCann,10th,12 l,5,8-12p1,47,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Double Kodiac (IRE),S. D. Bowen,0,Noel C. Kelly,9th,1 3/4 l,7,8-12,47,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Maura's Gift (IRE),R. Whearty,7,Paul W. Flynn,8th,Neck,4,9-7,59,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Vlad the Impaler (IRE),K. J. Leonard,0,J. J. Lambe,7th,2 3/4 l,4,8-9t,47,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Nevada Brave (IRE),Jack Cleary,7,Luke Comer,6th,1/2 l,5,9-4,53,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Carslake,Jessica O'Gorman,7,Aengus King,5th,Neck,4,8-9p1,47,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Chateau Musar (IRE),Tom Kiely Marshall,7,John Geoghegan,4th,2 3/4 l,6,9-8,57,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Sky Legend,J. M. Sheridan,3,Denis Hogan,3rd,1/2 l,4,9-13t,65,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Gracesolution (IRE),Siobhan Rutledge,5,Ross O'Sullivan,2nd,Head,6,10-1,64,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Arch Enemy (IRE),C. Stone-Walsh,7,Patrick Magee,1st,N/A,4,9-8,60,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Rock Ya Boy Ya (IRE),R. P. Cleary,0,Francis Casey,12th,3/4 l,5,8-12,47,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Winterscape,L. F. Roche,0,Paul Nolan,11th,9 l,4,9-3t,55,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Holding Aces (IRE),N. M. Crosse,0,Anthony McCann,10th,12 l,5,8-12p1,47,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Double Kodiac (IRE),S. D. Bowen,0,Noel C. Kelly,9th,1 3/4 l,7,8-12,47,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Maura's Gift (IRE),R. Whearty,7,Paul W. Flynn,8th,Neck,4,9-7,59,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Vlad the Impaler (IRE),K. J. Leonard,0,J. J. Lambe,7th,2 3/4 l,4,8-9t,47,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Nevada Brave (IRE),Jack Cleary,7,Luke Comer,6th,1/2 l,5,9-4,53,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Carslake,Jessica O'Gorman,7,Aengus King,5th,Neck,4,8-9p1,47,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Chateau Musar (IRE),Tom Kiely Marshall,7,John Geoghegan,4th,2 3/4 l,6,9-8,57,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Sky Legend,J. M. Sheridan,3,Denis Hogan,3rd,1/2 l,4,9-13t,65,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Gracesolution (IRE),Siobhan Rutledge,5,Ross O'Sullivan,2nd,Head,6,10-1,64,True,39,11
Dundalk Racing Results | 20th January 2023 19:00,N/A,19:00,Standard,1m 4f,Arch Enemy (IRE),C. Stone-Walsh,7,Patrick Magee,1st,N/A,4,9-8,60,True,39,11
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Laurens Company (IRE),Jack Cleary,7,Muredach Kelly,13th,3 1/2 l,5,8-12tv1,47,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Golden Forest (IRE),N. M. Crosse,0,Luke Comer,12th,4 1/2 l,4,8-10,48,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Power to Love (IRE),M. A. Enright,0,E. D. Delany,11th,5 1/2 l,4,9-0ht,52,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Starlight Rose (IRE),C. Horgan,7,Thomas Dowling,10th,2 l,4,8-10t,48,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Great to Get Out (IRE),S. P. Bird,10,Liam Lennon,9th,1 l,5,9-2,51,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Two Two Time,C. J. MacRedmond,5,Adrian McGuinness,8th,3/4 l,5,9-1,50,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Lex Maxima (IRE),Siobhan Rutledge,5,John McConnell,7th,2 l,4,8-9,47,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Too Bright (IRE),L. F. Roche,0,Noel Meade,6th,2 l,5,10-0b,63,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Eastern Tornado (IRE),Jack Enright,10,Michael P. Hourigan,5th,3/4 l,6,9-1,50,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Mr Mills (IRE),R. C. Colgan,0,Christopher David Timmons,4th,5 l,5,9-6,55,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Sand Castle (IRE),J. M. Sheridan,3,Adrian Murray,3rd,Neck,7,9-6t,55,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Oranmore (IRE),C. Geerdharry,10,Luke Comer,2nd,Head,7,9-5,54,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Celtic Revival (IRE),J. J. G. Ryan,7,Edward Lynam,1st,N/A,4,8-11h,49,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Laurens Company (IRE),Jack Cleary,7,Muredach Kelly,13th,3 1/2 l,5,8-12tv1,47,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Golden Forest (IRE),N. M. Crosse,0,Luke Comer,12th,4 1/2 l,4,8-10,48,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Power to Love (IRE),M. A. Enright,0,E. D. Delany,11th,5 1/2 l,4,9-0ht,52,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Starlight Rose (IRE),C. Horgan,7,Thomas Dowling,10th,2 l,4,8-10t,48,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Great to Get Out (IRE),S. P. Bird,10,Liam Lennon,9th,1 l,5,9-2,51,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Two Two Time,C. J. MacRedmond,5,Adrian McGuinness,8th,3/4 l,5,9-1,50,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Lex Maxima (IRE),Siobhan Rutledge,5,John McConnell,7th,2 l,4,8-9,47,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Too Bright (IRE),L. F. Roche,0,Noel Meade,6th,2 l,5,10-0b,63,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Eastern Tornado (IRE),Jack Enright,10,Michael P. Hourigan,5th,3/4 l,6,9-1,50,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Mr Mills (IRE),R. C. Colgan,0,Christopher David Timmons,4th,5 l,5,9-6,55,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Sand Castle (IRE),J. M. Sheridan,3,Adrian Murray,3rd,Neck,7,9-6t,55,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Oranmore (IRE),C. Geerdharry,10,Luke Comer,2nd,Head,7,9-5,54,True,39,12
Dundalk Racing Results | 20th January 2023 19:30,N/A,19:30,Standard,1m 4f,Celtic Revival (IRE),J. J. G. Ryan,7,Edward Lynam,1st,N/A,4,8-11h,49,True,39,12
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Intranet (FR),P. Townend,0,W. P. Mullins,PU,N/A,5,11-9,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Landrake,Davy Russell,0,Gordon Elliott,F,N/A,6,12-0,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Spirit Of Legend (FR),Rachael Blackmore,0,Henry de Bromhead,BD,N/A,6,11-8,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Glamorgan Duke (IRE),Jack G. Gilligan,7,Paul John Gilligan,3rd,34 l,10,11-2,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Ifiwerearichman (IRE),J. P. O'Sullivan,5,Paul Nolan,2nd,4 3/4 l,5,11-4h,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Path D'oroux (FR),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-11,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Intranet (FR),P. Townend,0,W. P. Mullins,PU,N/A,5,11-9,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Landrake,Davy Russell,0,Gordon Elliott,F,N/A,6,12-0,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Spirit Of Legend (FR),Rachael Blackmore,0,Henry de Bromhead,BD,N/A,6,11-8,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Glamorgan Duke (IRE),Jack G. Gilligan,7,Paul John Gilligan,3rd,34 l,10,11-2,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Ifiwerearichman (IRE),J. P. O'Sullivan,5,Paul Nolan,2nd,4 3/4 l,5,11-4h,-,True,39,13
Navan Racing Results | 21st January 2023 12:00,N/A,12:00,Soft,1m 7f 170y,Path D'oroux (FR),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-11,-,True,39,13
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Glen Ali (IRE),B. W. Harvey,5,Ms Claire O'Connell,PU,N/A,8,11-5,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Mustmeetthefarrier (IRE),Sam Ewing,0,Cian Michael Collins,13th,22 l,5,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Carrig Hill (IRE),C. M. Quirke,7,E. Seymour,12th,53 l,10,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Midnight Our Fred (IRE),A. M. McCurtin,3,J. P. Flavin,11th,18 l,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Slate Lane (IRE),N. T. Prendergast,7,Paul Hennessy,10th,2 1/2 l,5,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Striking (FR),S. F. O'Keeffe,0,Mrs J. Harrington,9th,Head,5,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Twoconduit (IRE),C. A. Landers,0,John Patrick Ryan,8th,2 1/4 l,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Langdale Lane (IRE),J. J. Slevin,0,Stuart Crawford,7th,3/4 l,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Junior Alliance (IRE),E. Walsh,5,T. Gibney,6th,3 3/4 l,7,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Walter Grey (IRE),K. E. Buckley,5,F. G. Hand,5th,23 l,7,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Aime Desjy (FR),D. E. Mullins,0,W. P. Mullins,4th,3/4 l,8,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Hemlock,D. J. O'Keeffe,0,T. Gibney,3rd,1 l,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Monty's Star (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,1 3/4 l,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Shanbally Kid (IRE),P. Townend,0,W. P. Mullins,1st,N/A,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Glen Ali (IRE),B. W. Harvey,5,Ms Claire O'Connell,PU,N/A,8,11-5,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Mustmeetthefarrier (IRE),Sam Ewing,0,Cian Michael Collins,13th,22 l,5,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Carrig Hill (IRE),C. M. Quirke,7,E. Seymour,12th,53 l,10,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Midnight Our Fred (IRE),A. M. McCurtin,3,J. P. Flavin,11th,18 l,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Slate Lane (IRE),N. T. Prendergast,7,Paul Hennessy,10th,2 1/2 l,5,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Striking (FR),S. F. O'Keeffe,0,Mrs J. Harrington,9th,Head,5,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Twoconduit (IRE),C. A. Landers,0,John Patrick Ryan,8th,2 1/4 l,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Langdale Lane (IRE),J. J. Slevin,0,Stuart Crawford,7th,3/4 l,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Junior Alliance (IRE),E. Walsh,5,T. Gibney,6th,3 3/4 l,7,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Walter Grey (IRE),K. E. Buckley,5,F. G. Hand,5th,23 l,7,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Aime Desjy (FR),D. E. Mullins,0,W. P. Mullins,4th,3/4 l,8,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Hemlock,D. J. O'Keeffe,0,T. Gibney,3rd,1 l,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Monty's Star (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,1 3/4 l,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 12:32,N/A,12:32,Soft,2m 4f,Shanbally Kid (IRE),P. Townend,0,W. P. Mullins,1st,N/A,6,11-12,-,True,39,14
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,The Little Yank (IRE),Liam Quinlan,5,John Patrick Ryan,13th,3/4 l,8,10-10,128,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Carrigeen Lotus (IRE),C. M. Quirke,7,Miss Elizabeth Anne Lalor,12th,1 l,8,10-0,118,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Belle Metal (IRE),Jack Foley,0,W. P. Mullins,11th,2 3/4 l,6,10-0p1,118,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Spyglass Hill (IRE),Rachael Blackmore,0,Henry de Bromhead,10th,10 l,10,10-10p1,128,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Barnacullia (IRE),Jordan Colin Gainford,0,Michael Mulvany,9th,1 3/4 l,6,10-2,120,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Bois De Clamart (FR),Richard Deegan,0,Miss Elizabeth Doyle,8th,6 1/2 l,9,11-2tb,134,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Drop The Anchor (IRE),A. P. Kelly,7,P. A. Fahy,7th,1 1/4 l,9,11-3,135,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Legacy Thor (IRE),J. J. Slevin,0,Stuart Crawford,6th,1 1/4 l,9,10-0t,118,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Jiving Jerry (IRE),C. A. Landers,0,James M. Barcoe,5th,2 3/4 l,8,10-0,118,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Lucky Max (GER),Mr R. James,7,Sean Thomas Doyle,4th,1 l,7,11-5,137,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Rebel Ivy (IRE),Denis O'Regan,0,J. D. Motherway,3rd,Neck,8,10-11,129,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Felix Desjy (FR),Corey McGivern,7,Gordon Elliott,2nd,2 1/4 l,10,11-8p,140,True,39,15
Navan Racing Results | 21st January 2023 13:07,N/A,13:07,Soft,2m 4f,Hms Seahorse (IRE),S. F. O'Keeffe,0,Paul Nolan,1st,N/A,5,11-0,132,True,39,15
