track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Bounce Of The Ball (IRE),A P Kelly,5,P Roche,PU,N/A,6,11-12t1,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Romantic Getaway (IRE),C D Smithers,7,Ms H P Markham,PU,N/A,8,11-5,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Fortunate Outcome (IRE),P T Enright,0,B McMahon,12th,99 l,5,11-5,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Run For Cover (IRE),R A Doyle,0,M Brassil,11th,6 1/2 l,6,11-5t,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,High Court Cave (IRE),J S McGarvey,0,N C Kelly,10th,12 l,5,11-12,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Welcome Aboard (IRE),S D Torrens,0,A A Howard,9th,Neck,5,11-12t1,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Comanche Magic (IRE),M J M O'Sullivan,0,P A Fahy,8th,3 1/4 l,5,11-12,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Ivybrook (FR),P M O'Brien,7,D A McLoughlin,7th,Neck,7,11-12,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Gino Bella (IRE),B Hayes,0,Barry J Fitzgerald,6th,5 l,5,11-5,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,He's Gorgeous (IRE),H E Sexton,7,P A Fahy,5th,6 1/2 l,6,11-12,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,A Dream To Share (IRE),M P Walsh,0,John E & Kiely,4th,11 l,7,11-12,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Krak (FR),J J Slevin,0,S R B Crawford,3rd,2 1/2 l,5,11-12,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Kalix Delabarriere (FR),P Townend,0,W P Mullins,2nd,9 l,5,11-12,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Ballybow (IRE),Sam Ewing,0,G Elliott,1st,N/A,6,11-12,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Bounce Of The Ball (IRE),A P Kelly,5,P Roche,PU,N/A,6,11-12t1,-,True,160,1
Naas Racing Results | 26th January 2025 15:00,N/A,15:00,Soft To Heavy,2m 2f 150y,Romantic Getaway (IRE),C D Smithers,7,Ms H P Markham,PU,N/A,8,11-5,-,True,160,1
