track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Never Do Nothing (IRE),R. C. Colgan,0,T. Gibney,14th,37 l,7,9-12,76,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Mr Escobar (IRE),C. D. Hayes,0,W. P. Mullins,13th,5 l,5,10-2t1,80,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,The Jam Man (IRE),R. P. Cleary,0,P. J. Rothwell,12th,16 l,10,9-11b,75,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Seattle Sound (IRE),Declan McDonogh,0,Luke Comer,11th,2 1/2 l,5,9-12,76,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Three Comets (GER),N. M. Crosse,0,Luke Comer,10th,4 1/4 l,7,9-9,73,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,En Or (FR),Ben Martin Coen,0,A. J. Martin,9th,2 l,5,10-2t,80,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Bal De Rio (FR),S. D. Bowen,7,Denis Hogan,8th,2 1/2 l,10,9-7,71,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Crassus (IRE),D. B. McMonagle,0,Noel Meade,7th,2 1/4 l,6,9-9,73,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Hallowed Star (IRE),G. M. Ryan,0,John Joseph Hanlon,6th,3/4 l,8,9-13p1,77,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Barnacullia (IRE),S. P. Bird,7,Michael Mulvany,5th,1 1/4 l,6,9-11,75,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Takarengo (IRE),C. Stone-Walsh,7,Thomas Mullins,4th,Head,7,9-9,73,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Walking On Glass (IRE),J. A. Powell,5,Padraig Roche,3rd,13 l,8,9-7p,71,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Mon Coeur (IRE),G. F. Carroll,0,Joseph G. Murphy,2nd,1 3/4 l,7,10-2,80,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Last Ammo (IRE),J. Kearney,7,Richard John O'Brien,1st,N/A,4,9-12tp,76,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Immelmann (USA),Rachael Blackmore,0,W. P. Mullins,19th,7 l,5,10-0,78,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Dark Voyager (IRE),L. T. McAteer,0,Anthony McCann,18th,15 l,6,9-10,74,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Queen Of Seduction (IRE),Shane Foley,0,Mrs J. Harrington,17th,19 l,4,9-12p,76,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Chase The Dollar,L. F. Roche,0,David Loughnane,16th,2 3/4 l,5,9-13,77,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,No Thanks,J. Coen,5,Matthew J. Smith,15th,9 l,7,9-10h,74,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Never Do Nothing (IRE),R. C. Colgan,0,T. Gibney,14th,37 l,7,9-12,76,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Mr Escobar (IRE),C. D. Hayes,0,W. P. Mullins,13th,5 l,5,10-2t1,80,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,The Jam Man (IRE),R. P. Cleary,0,P. J. Rothwell,12th,16 l,10,9-11b,75,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Seattle Sound (IRE),Declan McDonogh,0,Luke Comer,11th,2 1/2 l,5,9-12,76,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Three Comets (GER),N. M. Crosse,0,Luke Comer,10th,4 1/4 l,7,9-9,73,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,En Or (FR),Ben Martin Coen,0,A. J. Martin,9th,2 l,5,10-2t,80,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Bal De Rio (FR),S. D. Bowen,7,Denis Hogan,8th,2 1/2 l,10,9-7,71,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Crassus (IRE),D. B. McMonagle,0,Noel Meade,7th,2 1/4 l,6,9-9,73,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Hallowed Star (IRE),G. M. Ryan,0,John Joseph Hanlon,6th,3/4 l,8,9-13p1,77,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Barnacullia (IRE),S. P. Bird,7,Michael Mulvany,5th,1 1/4 l,6,9-11,75,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Takarengo (IRE),C. Stone-Walsh,7,Thomas Mullins,4th,Head,7,9-9,73,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Walking On Glass (IRE),J. A. Powell,5,Padraig Roche,3rd,13 l,8,9-7p,71,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Mon Coeur (IRE),G. F. Carroll,0,Joseph G. Murphy,2nd,1 3/4 l,7,10-2,80,True,71,21
Galway Racing Results | 2nd August 2023 18:10,N/A,18:10,Yielding,2m 110y,Last Ammo (IRE),J. Kearney,7,Richard John O'Brien,1st,N/A,4,9-12tp,76,True,71,21
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Andy Dufresne (IRE),A. P. Kelly,5,Gordon Elliott,UR,N/A,9,10-9t,150,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Foxy Jacks (IRE),Gavin Peter Brouder,5,M. F. Morris,PU,N/A,9,10-6p,147,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Easy Game (FR),Mr P. W. Mullins,0,W. P. Mullins,20th,1 1/2 l,9,11-4,159,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Fury Road (IRE),J. W. Kennedy,0,Gordon Elliott,19th,65 l,9,11-0tp,155,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Final Orders,Sean Flanagan,0,Gavin Patrick Cromwell,18th,1 1/4 l,7,10-8,149,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Fighter Allen (FR),B. Hayes,0,W. P. Mullins,17th,9 1/2 l,8,10-1t,142,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Kilcruit (IRE),P. Townend,0,W. P. Mullins,16th,5 1/2 l,8,11-5t,160,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Lieutenant Command (FR),C. M. Quirke,5,Noel Meade,15th,25 l,9,10-0p,141,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Hewick (IRE),B. S. Hughes,0,John Joseph Hanlon,14th,1 1/4 l,8,11-12p,167,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Upping The Anti (IRE),D. J. O'Keeffe,0,Henry de Bromhead,13th,3 1/4 l,7,10-0,141,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Gabbys Cross (IRE),Rachael Blackmore,0,Henry de Bromhead,12th,Neck,8,10-2,143,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Born By The Sea (IRE),Phillip Enright,0,Paul John Gilligan,11th,1 3/4 l,9,10-0,141,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Lifetime Ambition (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,10th,1 3/4 l,8,11-0,155,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Hurricane Georgie (IRE),C. P. McNamara,0,Gordon Elliott,9th,Head,6,10-0,141,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,The Goffer (IRE),Donagh Meyler,0,Gordon Elliott,8th,1 1/4 l,6,10-5,146,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Enniskerry (IRE),M. J. M. O'Sullivan,0,Barry Connell,7th,3 l,9,10-7t,148,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Ciel De Neige (FR),M. P. Walsh,0,W. P. Mullins,6th,3 l,8,10-6b,147,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Visionarian (IRE),Denis O'Regan,0,Peter Fahey,5th,1 1/4 l,8,10-7,148,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,A Wave Of The Sea (IRE),S. D. Torrens,0,Joseph Patrick O'Brien,4th,3/4 l,7,10-2p,143,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Hollow Games (IRE),Sam Ewing,0,Gordon Elliott,3rd,7 l,7,10-1t,142,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Authorized Art (FR),D. E. Mullins,0,W. P. Mullins,2nd,2 1/2 l,8,10-5p,146,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Ash Tree Meadow (FR),D. J. Gilligan,7,Gordon Elliott,1st,N/A,7,10-4t,145,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Andy Dufresne (IRE),A. P. Kelly,5,Gordon Elliott,UR,N/A,9,10-9t,150,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Foxy Jacks (IRE),Gavin Peter Brouder,5,M. F. Morris,PU,N/A,9,10-6p,147,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Easy Game (FR),Mr P. W. Mullins,0,W. P. Mullins,20th,1 1/2 l,9,11-4,159,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Fury Road (IRE),J. W. Kennedy,0,Gordon Elliott,19th,65 l,9,11-0tp,155,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Final Orders,Sean Flanagan,0,Gavin Patrick Cromwell,18th,1 1/4 l,7,10-8,149,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Fighter Allen (FR),B. Hayes,0,W. P. Mullins,17th,9 1/2 l,8,10-1t,142,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Kilcruit (IRE),P. Townend,0,W. P. Mullins,16th,5 1/2 l,8,11-5t,160,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Lieutenant Command (FR),C. M. Quirke,5,Noel Meade,15th,25 l,9,10-0p,141,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Hewick (IRE),B. S. Hughes,0,John Joseph Hanlon,14th,1 1/4 l,8,11-12p,167,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Upping The Anti (IRE),D. J. O'Keeffe,0,Henry de Bromhead,13th,3 1/4 l,7,10-0,141,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Gabbys Cross (IRE),Rachael Blackmore,0,Henry de Bromhead,12th,Neck,8,10-2,143,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Born By The Sea (IRE),Phillip Enright,0,Paul John Gilligan,11th,1 3/4 l,9,10-0,141,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Lifetime Ambition (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,10th,1 3/4 l,8,11-0,155,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Hurricane Georgie (IRE),C. P. McNamara,0,Gordon Elliott,9th,Head,6,10-0,141,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,The Goffer (IRE),Donagh Meyler,0,Gordon Elliott,8th,1 1/4 l,6,10-5,146,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Enniskerry (IRE),M. J. M. O'Sullivan,0,Barry Connell,7th,3 l,9,10-7t,148,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Ciel De Neige (FR),M. P. Walsh,0,W. P. Mullins,6th,3 l,8,10-6b,147,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Visionarian (IRE),Denis O'Regan,0,Peter Fahey,5th,1 1/4 l,8,10-7,148,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,A Wave Of The Sea (IRE),S. D. Torrens,0,Joseph Patrick O'Brien,4th,3/4 l,7,10-2p,143,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Hollow Games (IRE),Sam Ewing,0,Gordon Elliott,3rd,7 l,7,10-1t,142,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Authorized Art (FR),D. E. Mullins,0,W. P. Mullins,2nd,2 1/2 l,8,10-5p,146,True,71,22
Galway Racing Results | 2nd August 2023 18:40,N/A,18:40,Good To Yielding,2m 6f 111y,Ash Tree Meadow (FR),D. J. Gilligan,7,Gordon Elliott,1st,N/A,7,10-4t,145,True,71,22
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Katherine (IRE),Mr H. E. Sexton,7,Adrian Sexton,UR,N/A,6,11-0,111,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Broomfield Hall (IRE),Keith Donoghue,0,J. P. Dempsey,17th,19 l,8,11-12t,123,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Frazel Express (IRE),G. B. Noonan,5,James M. Barcoe,16th,31 l,11,10-0,97,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,De Lady In Red (IRE),M. J. M. O'Sullivan,0,Barry Connell,15th,9 l,7,11-10,121,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Hope Des Blins (FR),Mr H. C. Swan,5,John Patrick Ryan,14th,3 l,6,10-7,104,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Delante (IRE),Sean Flanagan,0,Thomas Cooper,13th,1 3/4 l,5,11-0,111,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Calico (FR),D. J. Gilligan,7,Gordon Elliott,12th,Neck,4,11-9t,123,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Bynx (IRE),B. Hayes,0,Martin Hassett,11th,Head,5,10-11,108,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Feet Of A Dancer (FR),S. F. O'Keeffe,0,Paul Nolan,10th,1 1/4 l,4,10-13,113,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Influential Lady (IRE),Kieran Callaghan,5,James M. Barcoe,9th,1 3/4 l,9,10-8,105,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Ballybawn Belter (IRE),A. P. Kelly,5,Miss Elizabeth Doyle,8th,Nose,5,11-10,121,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Banntown Girl (IRE),P. Byrnes,5,Stephen Gerard Carey,7th,1 3/4 l,8,11-6tp,117,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Red Ball Of Fire (IRE),Phillip Enright,0,Mark McNiff,6th,1 1/4 l,6,11-3b,114,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Cottie (IRE),M. P. O'Connor,3,Henry de Bromhead,5th,4 l,8,11-1t,112,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Vischio (IRE),D. E. Mullins,0,R. Donohoe,4th,Head,6,11-1,112,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Royal Eagle (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,2 1/4 l,5,11-5,116,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Aurora Princess (IRE),Donagh Meyler,0,Emmet Mullins,2nd,Head,5,10-6p,103,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,A Law Of Her Own (IRE),Sam Ewing,0,Peter Fahey,1st,N/A,6,11-5v1,116,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Katherine (IRE),Mr H. E. Sexton,7,Adrian Sexton,UR,N/A,6,11-0,111,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Broomfield Hall (IRE),Keith Donoghue,0,J. P. Dempsey,17th,19 l,8,11-12t,123,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Frazel Express (IRE),G. B. Noonan,5,James M. Barcoe,16th,31 l,11,10-0,97,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,De Lady In Red (IRE),M. J. M. O'Sullivan,0,Barry Connell,15th,9 l,7,11-10,121,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Hope Des Blins (FR),Mr H. C. Swan,5,John Patrick Ryan,14th,3 l,6,10-7,104,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Delante (IRE),Sean Flanagan,0,Thomas Cooper,13th,1 3/4 l,5,11-0,111,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Calico (FR),D. J. Gilligan,7,Gordon Elliott,12th,Neck,4,11-9t,123,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Bynx (IRE),B. Hayes,0,Martin Hassett,11th,Head,5,10-11,108,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Feet Of A Dancer (FR),S. F. O'Keeffe,0,Paul Nolan,10th,1 1/4 l,4,10-13,113,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Influential Lady (IRE),Kieran Callaghan,5,James M. Barcoe,9th,1 3/4 l,9,10-8,105,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Ballybawn Belter (IRE),A. P. Kelly,5,Miss Elizabeth Doyle,8th,Nose,5,11-10,121,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Banntown Girl (IRE),P. Byrnes,5,Stephen Gerard Carey,7th,1 3/4 l,8,11-6tp,117,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Red Ball Of Fire (IRE),Phillip Enright,0,Mark McNiff,6th,1 1/4 l,6,11-3b,114,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Cottie (IRE),M. P. O'Connor,3,Henry de Bromhead,5th,4 l,8,11-1t,112,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Vischio (IRE),D. E. Mullins,0,R. Donohoe,4th,Head,6,11-1,112,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Royal Eagle (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,2 1/4 l,5,11-5,116,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,Aurora Princess (IRE),Donagh Meyler,0,Emmet Mullins,2nd,Head,5,10-6p,103,True,71,23
Galway Racing Results | 2nd August 2023 19:15,N/A,19:15,Good To Yielding,2m 110y,A Law Of Her Own (IRE),Sam Ewing,0,Peter Fahey,1st,N/A,6,11-5v1,116,True,71,23
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Righteous Ruane (IRE),D. J. Gilligan,7,Paul John Gilligan,PU,N/A,5,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Hollymount Dream (IRE),E. Walsh,3,Ciaran Murphy,PU,N/A,5,11-5ht1,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Mogo Man (IRE),A. P. Kelly,7,D. E. Fitzgerald,14th,10 l,5,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Josies Dylan (IRE),J. J. Slevin,0,Stuart Crawford,13th,1/2 l,6,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Truckers Fame (IRE),S. Fitzgerald,0,Declan Queally,12th,2 1/4 l,6,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Athgaine Monarch (IRE),Mr H. E. Sexton,7,Adrian Sexton,11th,1 3/4 l,8,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Farewellchancer (IRE),J. S. McGarvey,0,Gordon Elliott,10th,7 1/2 l,6,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Get It Right (IRE),Phillip Enright,0,Sean Aherne,9th,9 l,5,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Free Parking (IRE),Thomas Reilly,7,John McConnell,8th,1 3/4 l,6,11-12t,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Phoenix Cowboy (USA),Shane Fenelon,7,John Joseph Hanlon,7th,1 3/4 l,6,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Meyo,D. J. O'Keeffe,0,T. Gibney,6th,11 l,5,11-5,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Alvaniy (IRE),B. Hayes,0,W. P. Mullins,5th,10 l,5,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Arabian Diamond (IRE),J. W. Kennedy,0,Gordon Elliott,4th,5 l,5,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Black Bamboo (IRE),M. J. M. O'Sullivan,0,John Joseph Murphy,3rd,2 3/4 l,6,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Tag Man (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,2 1/4 l,7,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,High Class Hero,P. Townend,0,W. P. Mullins,1st,N/A,6,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Righteous Ruane (IRE),D. J. Gilligan,7,Paul John Gilligan,PU,N/A,5,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Hollymount Dream (IRE),E. Walsh,3,Ciaran Murphy,PU,N/A,5,11-5ht1,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Mogo Man (IRE),A. P. Kelly,7,D. E. Fitzgerald,14th,10 l,5,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Josies Dylan (IRE),J. J. Slevin,0,Stuart Crawford,13th,1/2 l,6,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Truckers Fame (IRE),S. Fitzgerald,0,Declan Queally,12th,2 1/4 l,6,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Athgaine Monarch (IRE),Mr H. E. Sexton,7,Adrian Sexton,11th,1 3/4 l,8,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Farewellchancer (IRE),J. S. McGarvey,0,Gordon Elliott,10th,7 1/2 l,6,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Get It Right (IRE),Phillip Enright,0,Sean Aherne,9th,9 l,5,11-12,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Free Parking (IRE),Thomas Reilly,7,John McConnell,8th,1 3/4 l,6,11-12t,-,True,71,24
Galway Racing Results | 2nd August 2023 19:50,N/A,19:50,Good To Yielding,2m 5f 11y,Phoenix Cowboy (USA),Shane Fenelon,7,John Joseph Hanlon,7th,1 3/4 l,6,11-12,-,True,71,24
