track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Tom the Second (IRE),Wesley Joyce,4,John Patrick Murtagh,12th,1 l,3,9-0t1,68,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Kodiac Prince (IRE),D. King,0,Thomas Cleary,11th,2 1/2 l,6,9-12p,73,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Wrecking Ball Paul (IRE),R. M. Mulligan,7,P. Mulligan,10th,5 l,5,9-12t,73,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Morning Soldier (IRE),M. W. Hassett,7,Thomas Mullins,9th,Head,4,9-11,72,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Safari Quest (IRE),H. J. Horgan,2,A. J. Martin,8th,1 3/4 l,5,9-7tp1,68,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Jomont (FR),C. J. MacRedmond,0,H. D. McGuigan,7th,1 1/4 l,6,9-0tb,61,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Banana Three (IRE),C. Horgan,4,G. M. Lyons,6th,3/4 l,3,9-7,75,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Neverfindanother U (IRE),R. Whearty,2,T. Gibney,5th,3/4 l,4,9-1,62,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Out On Friday (IRE),S. D. Bowen,2,Philip Michael Byrne,4th,2 3/4 l,7,9-11,72,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Arch Enemy (IRE),J. A. Powell,0,Patrick Magee,3rd,4 1/4 l,4,9-10,71,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Caulaincourt (IRE),J. Kearney,2,G. M. Lyons,2nd,Short Head,3,9-4,72,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Oriole,Adam Caffrey,0,Ian Patrick Donoghue,1st,N/A,4,10-1p1,76,True,76,25
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Matt Connor (IRE),J. A. Powell,5,Henry de Bromhead,9th,16 l,3,8-11t1,85,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Joupe (IRE),D. E. Sheehy,3,Peter Lawlor,8th,Neck,6,9-11t,92,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Migdam (FR),R. P. Whelan,0,Adrian McGuinness,7th,Neck,4,9-13,94,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Nibiru (IRE),C. T. Keane,0,A. J. Martin,6th,1/2 l,8,9-2tp,83,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Harsh,Declan McDonogh,0,Joseph Patrick O'Brien,5th,1 1/4 l,3,8-10,84,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Enfranchise (IRE),G. M. Ryan,0,John Joseph Hanlon,4th,1 3/4 l,5,10-0,95,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Galileo's Compass (IRE),N. M. Crosse,0,Mrs J. Harrington,3rd,1 1/2 l,3,8-7tp1,81,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Golden Spangle (IRE),R. P. Cleary,0,J. S. Bolger,2nd,1 3/4 l,3,8-7tp,81,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Take Heart (IRE),Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,3,8-10,84,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Matt Connor (IRE),J. A. Powell,5,Henry de Bromhead,9th,16 l,3,8-11t1,85,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Joupe (IRE),D. E. Sheehy,3,Peter Lawlor,8th,Neck,6,9-11t,92,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Migdam (FR),R. P. Whelan,0,Adrian McGuinness,7th,Neck,4,9-13,94,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Nibiru (IRE),C. T. Keane,0,A. J. Martin,6th,1/2 l,8,9-2tp,83,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Harsh,Declan McDonogh,0,Joseph Patrick O'Brien,5th,1 1/4 l,3,8-10,84,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Enfranchise (IRE),G. M. Ryan,0,John Joseph Hanlon,4th,1 3/4 l,5,10-0,95,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Galileo's Compass (IRE),N. M. Crosse,0,Mrs J. Harrington,3rd,1 1/2 l,3,8-7tp1,81,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Golden Spangle (IRE),R. P. Cleary,0,J. S. Bolger,2nd,1 3/4 l,3,8-7tp,81,True,76,26
Naas Racing Results | 27th August 2023 17:00,N/A,17:00,Good To Yielding,1m 2f 110y,Take Heart (IRE),Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,3,8-10,84,True,76,26
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,San Martino (IRE),Vivienne Connolly,0,Peter Fahey,12th,Short Head,5,12-0,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Share A Moment (IRE),Abigail Reilly,0,M Hourigan,11th,1/2 l,6,11-9,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Derby De Thaix (FR),Niamh Ashe,0,James Andrew Fahey,10th,Neck,10,12-0,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Lisamaria (IRE),Darren Dunne,0,P W Flynn,9th,2 l,4,11-9,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Movie King (IRE),Hazel Smith,0,A J Martin,8th,1 1/2 l,6,12-6t,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Mosaaheb,Anna Cropper,0,J J Hanlon,7th,Neck,5,12-0,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Alhaajeb (IRE),Eimear O'Gorman,0,J J Hanlon,6th,6 1/2 l,5,12-9t,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Fair Damsel (IRE),Martina Dempsey,0,R Brabazon,5th,1/2 l,5,11-9,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Mornington Bay (IRE),Aimee Murphy,0,Mrs S Dawson,4th,Nose,4,11-9,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Le Comte De Frou (IRE),Katy Brown,0,K Brown,3rd,6 l,6,12-0,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Lord Vader,Michael O'Neill,0,E Mullins,2nd,1/2 l,4,12-0t,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Noble Anthem (IRE),Damien Moore,0,A Keatley,1st,N/A,4,12-6t1,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,San Martino (IRE),Vivienne Connolly,0,Peter Fahey,12th,Short Head,5,12-0,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Share A Moment (IRE),Abigail Reilly,0,M Hourigan,11th,1/2 l,6,11-9,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Derby De Thaix (FR),Niamh Ashe,0,James Andrew Fahey,10th,Neck,10,12-0,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Lisamaria (IRE),Darren Dunne,0,P W Flynn,9th,2 l,4,11-9,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Movie King (IRE),Hazel Smith,0,A J Martin,8th,1 1/2 l,6,12-6t,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Mosaaheb,Anna Cropper,0,J J Hanlon,7th,Neck,5,12-0,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Alhaajeb (IRE),Eimear O'Gorman,0,J J Hanlon,6th,6 1/2 l,5,12-9t,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Fair Damsel (IRE),Martina Dempsey,0,R Brabazon,5th,1/2 l,5,11-9,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Mornington Bay (IRE),Aimee Murphy,0,Mrs S Dawson,4th,Nose,4,11-9,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Le Comte De Frou (IRE),Katy Brown,0,K Brown,3rd,6 l,6,12-0,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Lord Vader,Michael O'Neill,0,E Mullins,2nd,1/2 l,4,12-0t,-,True,76,27
Naas Racing Results | 27th August 2023 17:30,N/A,17:30,N/A,1m 2f,Noble Anthem (IRE),Damien Moore,0,A Keatley,1st,N/A,4,12-6t1,-,True,76,27
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Kalu Pande (IRE),R. A. Doyle,0,Denis Leahy,9th,50 l,5,11-12,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Truckers Fame (IRE),K. C. Sexton,0,Declan Queally,8th,2 1/2 l,6,11-12,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Fortuna Favente (IRE),M. J. M. O'Sullivan,0,Barry Connell,7th,16 l,5,11-5,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Bama Breeze (IRE),Mr M. E. McCrory,7,Noel C. Kelly,6th,1 3/4 l,5,11-5,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Josies Dylan (IRE),J. J. Slevin,0,Stuart Crawford,5th,2 1/2 l,6,11-12p1,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Signora Di Milano (IRE),Jordan Colin Gainford,0,Gordon Elliott,4th,23 l,5,11-5p,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Fathom Two (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,3rd,Head,6,11-12,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Kalanisi Flash (IRE),S. D. Torrens,0,John McConnell,2nd,2 l,6,11-12t,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Dubeyeracingcraic (IRE),P. Byrnes,5,Charles Byrnes,1st,N/A,4,11-2,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Kalu Pande (IRE),R. A. Doyle,0,Denis Leahy,9th,50 l,5,11-12,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Truckers Fame (IRE),K. C. Sexton,0,Declan Queally,8th,2 1/2 l,6,11-12,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Fortuna Favente (IRE),M. J. M. O'Sullivan,0,Barry Connell,7th,16 l,5,11-5,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Bama Breeze (IRE),Mr M. E. McCrory,7,Noel C. Kelly,6th,1 3/4 l,5,11-5,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Josies Dylan (IRE),J. J. Slevin,0,Stuart Crawford,5th,2 1/2 l,6,11-12p1,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Signora Di Milano (IRE),Jordan Colin Gainford,0,Gordon Elliott,4th,23 l,5,11-5p,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Fathom Two (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,3rd,Head,6,11-12,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Kalanisi Flash (IRE),S. D. Torrens,0,John McConnell,2nd,2 l,6,11-12t,-,True,76,28
N/A,N/A,14:05,Good (Good To Yielding In Places),2m 1f 165y,Dubeyeracingcraic (IRE),P. Byrnes,5,Charles Byrnes,1st,N/A,4,11-2,-,True,76,28
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Across The Ocean (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,UR,N/A,4,11-8,92,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Grizabella (IRE),J. S. McGarvey,0,John Joseph Hanlon,11th,3/4 l,4,11-5,89,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Wee Jerry (IRE),B. P. Kennedy,7,Neill McCluskey,10th,2 3/4 l,7,10-13t,80,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Blackberry Jack (IRE),Shane O'Callaghan,7,Denis Leahy,9th,6 1/2 l,6,11-12p1,93,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Georgie's Gal (IRE),S. D. Torrens,0,P. J. Rothwell,8th,1 1/4 l,5,11-2,83,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Greatmindstinkalik (IRE),J. Smith,7,Matthew J. Smith,7th,3/4 l,6,11-1ht1,82,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Charle Brune (FR),Jordan Colin Gainford,0,T. Shanahan,6th,6 l,10,10-13p,80,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Leading Flame (IRE),R. A. Doyle,0,Matthew J. Smith,5th,1/2 l,5,11-8,89,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Breagagh (IRE),Mr N. Gault,7,S. Michael Millar,4th,1 1/4 l,5,11-10p,91,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Tea It Is (IRE),Sean Flanagan,0,Vincent Carroll,3rd,6 1/2 l,6,11-10,91,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Gwan Tadhg (IRE),B. W. Harvey,3,E. J. O'Grady,2nd,8 1/2 l,6,12-0,95,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Anyway (GER),M. J. M. O'Sullivan,0,David Kenneth Budds,1st,N/A,5,11-9p1,90,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Across The Ocean (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,UR,N/A,4,11-8,92,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Grizabella (IRE),J. S. McGarvey,0,John Joseph Hanlon,11th,3/4 l,4,11-5,89,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Wee Jerry (IRE),B. P. Kennedy,7,Neill McCluskey,10th,2 3/4 l,7,10-13t,80,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Blackberry Jack (IRE),Shane O'Callaghan,7,Denis Leahy,9th,6 1/2 l,6,11-12p1,93,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Georgie's Gal (IRE),S. D. Torrens,0,P. J. Rothwell,8th,1 1/4 l,5,11-2,83,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Greatmindstinkalik (IRE),J. Smith,7,Matthew J. Smith,7th,3/4 l,6,11-1ht1,82,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Charle Brune (FR),Jordan Colin Gainford,0,T. Shanahan,6th,6 l,10,10-13p,80,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Leading Flame (IRE),R. A. Doyle,0,Matthew J. Smith,5th,1/2 l,5,11-8,89,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Breagagh (IRE),Mr N. Gault,7,S. Michael Millar,4th,1 1/4 l,5,11-10p,91,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Tea It Is (IRE),Sean Flanagan,0,Vincent Carroll,3rd,6 1/2 l,6,11-10,91,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Gwan Tadhg (IRE),B. W. Harvey,3,E. J. O'Grady,2nd,8 1/2 l,6,12-0,95,True,76,29
N/A,N/A,14:40,Good (Good To Yielding In Places),2m 1f 165y,Anyway (GER),M. J. M. O'Sullivan,0,David Kenneth Budds,1st,N/A,5,11-9p1,90,True,76,29
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Meadow Soprano (DEN),B. W. Harvey,3,John McConnell,9th,82 l,5,11-5,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Knocky (IRE),Mr N. McParlan,0,Gerald Stephen Quinn,8th,8 1/2 l,7,11-4t,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Rust To Riches (IRE),B. P. Kennedy,7,Neill McCluskey,7th,8 1/2 l,6,11-4,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Hardy Buck (IRE),J. S. McGarvey,0,John Joseph Hanlon,6th,4 l,5,11-4,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Farewellchancer (IRE),P. Cleary,7,Gordon Elliott,5th,2 3/4 l,6,11-4,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Knockaneleigh Girl (IRE),K. C. Sexton,0,Declan Queally,4th,20 l,6,10-11h,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Marv Michael (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,1 1/4 l,5,11-4t,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Ringdufferin (IRE),Jordan Colin Gainford,0,Gordon Elliott,2nd,8 1/2 l,5,11-4,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Reverend Hubert (IRE),P. Byrnes,5,Charles Byrnes,1st,N/A,5,11-12,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Meadow Soprano (DEN),B. W. Harvey,3,John McConnell,9th,82 l,5,11-5,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Knocky (IRE),Mr N. McParlan,0,Gerald Stephen Quinn,8th,8 1/2 l,7,11-4t,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Rust To Riches (IRE),B. P. Kennedy,7,Neill McCluskey,7th,8 1/2 l,6,11-4,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Hardy Buck (IRE),J. S. McGarvey,0,John Joseph Hanlon,6th,4 l,5,11-4,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Farewellchancer (IRE),P. Cleary,7,Gordon Elliott,5th,2 3/4 l,6,11-4,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Knockaneleigh Girl (IRE),K. C. Sexton,0,Declan Queally,4th,20 l,6,10-11h,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Marv Michael (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,1 1/4 l,5,11-4t,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Ringdufferin (IRE),Jordan Colin Gainford,0,Gordon Elliott,2nd,8 1/2 l,5,11-4,-,True,76,30
N/A,N/A,15:15,Good (Good To Yielding In Places),2m 5f 160y,Reverend Hubert (IRE),P. Byrnes,5,Charles Byrnes,1st,N/A,5,11-12,-,True,76,30
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Porky Rush (IRE),E. M. O'Sullivan,7,Ms M. Flynn,10th,99 l,8,10-0,81,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Snugsborough Benny (IRE),D. P. Maxwell,7,J. P. Broderick,9th,14 l,13,12-0p,109,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Glendars Mahler (IRE),K. C. Sexton,0,James Andrew Fahey,8th,25 l,7,11-10t,105,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Sargent Lightfoot (IRE),Sean Flanagan,0,Adrian Murray,7th,5 1/2 l,9,11-11,106,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Lighthouse Rose (IRE),C. M. Quirke,5,Mark McNiff,6th,1 1/4 l,8,11-10p,105,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Joshua Chamberlain (IRE),R. A. Doyle,0,Gerard Keane,5th,2 1/4 l,6,11-8,103,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,The Grey Monty (FR),B. W. Harvey,3,John McConnell,4th,16 l,6,11-4,99,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Moneynabane (IRE),B. P. Kennedy,7,Neill McCluskey,3rd,4 l,5,10-10,91,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Gladiatorial (IRE),Mr O. McGill,7,Noel C. Kelly,2nd,1 3/4 l,8,11-8t,103,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Paidi's Passion (IRE),Jordan Colin Gainford,0,David Christie,1st,N/A,7,11-2,97,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Porky Rush (IRE),E. M. O'Sullivan,7,Ms M. Flynn,10th,99 l,8,10-0,81,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Snugsborough Benny (IRE),D. P. Maxwell,7,J. P. Broderick,9th,14 l,13,12-0p,109,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Glendars Mahler (IRE),K. C. Sexton,0,James Andrew Fahey,8th,25 l,7,11-10t,105,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Sargent Lightfoot (IRE),Sean Flanagan,0,Adrian Murray,7th,5 1/2 l,9,11-11,106,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Lighthouse Rose (IRE),C. M. Quirke,5,Mark McNiff,6th,1 1/4 l,8,11-10p,105,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Joshua Chamberlain (IRE),R. A. Doyle,0,Gerard Keane,5th,2 1/4 l,6,11-8,103,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,The Grey Monty (FR),B. W. Harvey,3,John McConnell,4th,16 l,6,11-4,99,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Moneynabane (IRE),B. P. Kennedy,7,Neill McCluskey,3rd,4 l,5,10-10,91,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Gladiatorial (IRE),Mr O. McGill,7,Noel C. Kelly,2nd,1 3/4 l,8,11-8t,103,True,76,31
N/A,N/A,15:50,Good (Good To Yielding In Places),2m 5f 160y,Paidi's Passion (IRE),Jordan Colin Gainford,0,David Christie,1st,N/A,7,11-2,97,True,76,31
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Gentleman Joe,M. P. O'Connor,0,Henry de Bromhead,8th,21 l,5,11-12t,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Douglas Dc (IRE),Gavin Peter Brouder,2,Gordon Elliott,7th,6 1/2 l,5,11-12p,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Plains Indian (IRE),C. M. Quirke,2,A. Slattery,6th,10 l,7,11-12,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Grand Roi (FR),K. E. Buckley,0,Gordon Elliott,5th,1/2 l,7,11-12b,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Rexem (IRE),B. W. Harvey,0,John McConnell,4th,2 3/4 l,6,11-12,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Weddell Sea (IRE),Shane O'Callaghan,4,Andrew McNamara,3rd,1/2 l,5,11-12tp,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Typical Thomas (IRE),P. T. Smithers,4,James Andrew Fahey,2nd,3 3/4 l,6,11-12,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Grozni (FR),P. Byrnes,2,Charles Byrnes,1st,N/A,7,11-12p,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Gentleman Joe,M. P. O'Connor,0,Henry de Bromhead,8th,21 l,5,11-12t,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Douglas Dc (IRE),Gavin Peter Brouder,2,Gordon Elliott,7th,6 1/2 l,5,11-12p,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Plains Indian (IRE),C. M. Quirke,2,A. Slattery,6th,10 l,7,11-12,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Grand Roi (FR),K. E. Buckley,0,Gordon Elliott,5th,1/2 l,7,11-12b,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Rexem (IRE),B. W. Harvey,0,John McConnell,4th,2 3/4 l,6,11-12,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Weddell Sea (IRE),Shane O'Callaghan,4,Andrew McNamara,3rd,1/2 l,5,11-12tp,-,True,76,32
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Typical Thomas (IRE),P. T. Smithers,4,James Andrew Fahey,2nd,3 3/4 l,6,11-12,-,True,76,32
