track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 27th August 2023 13:30,N/A,13:30,Good (Good To Yielding In Places),7f,Fleur De Chine,Shane Foley,0,Mrs J. Harrington,5th,3/4 l,2,9-1,-,True,76,20
Naas Racing Results | 27th August 2023 13:30,N/A,13:30,Good (Good To Yielding In Places),7f,Prime Art (IRE),Ben Martin Coen,0,John Patrick Murtagh,4th,1 3/4 l,2,9-1,-,True,76,20
Naas Racing Results | 27th August 2023 13:30,N/A,13:30,Good (Good To Yielding In Places),7f,National Lady (IRE),C. T. Keane,0,G. M. Lyons,3rd,4 3/4 l,2,9-1,-,True,76,20
Naas Racing Results | 27th August 2023 13:30,N/A,13:30,Good (Good To Yielding In Places),7f,Tannola (IRE),C. D. Hayes,0,D. K. Weld,2nd,1 3/4 l,2,8-13,-,True,76,20
Naas Racing Results | 27th August 2023 13:30,N/A,13:30,Good (Good To Yielding In Places),7f,Kitty Rose,Seamie Heffernan,0,Miss Natalia Lupini,1st,N/A,2,9-1,-,True,76,20
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Edella (IRE),J. Kearney,7,Liam McAteer,11th,8 1/2 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,The Crafty Girl (IRE),R. P. Cleary,0,Barry Fitzgerald,10th,4 3/4 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Soar Beyond (IRE),C. D. Hayes,0,D. K. Weld,9th,7 1/2 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Avanti Avana,Andrew Joseph Slattery,0,John S. O'Donoghue,8th,Neck,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Back Down Under (IRE),L. F. Roche,0,Padraig Roche,7th,1 3/4 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Galel (IRE),Ben Martin Coen,0,John Patrick Murtagh,6th,2 1/2 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Bonbon (IRE),M. W. Hassett,7,Joseph Patrick O'Brien,5th,Head,2,9-2t1,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Heavenly Being (IRE),Shane Foley,0,Mrs J. Harrington,4th,1 1/4 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Vivienda,C. T. Keane,0,G. M. Lyons,3rd,1 3/4 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Sweetest (IRE),Seamie Heffernan,0,Aidan O'Brien,2nd,3/4 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Matter Of Fact (IRE),N. M. Crosse,0,Mrs J. Harrington,1st,N/A,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Edella (IRE),J. Kearney,7,Liam McAteer,11th,8 1/2 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,The Crafty Girl (IRE),R. P. Cleary,0,Barry Fitzgerald,10th,4 3/4 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Soar Beyond (IRE),C. D. Hayes,0,D. K. Weld,9th,7 1/2 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Avanti Avana,Andrew Joseph Slattery,0,John S. O'Donoghue,8th,Neck,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Back Down Under (IRE),L. F. Roche,0,Padraig Roche,7th,1 3/4 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Galel (IRE),Ben Martin Coen,0,John Patrick Murtagh,6th,2 1/2 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Bonbon (IRE),M. W. Hassett,7,Joseph Patrick O'Brien,5th,Head,2,9-2t1,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Heavenly Being (IRE),Shane Foley,0,Mrs J. Harrington,4th,1 1/4 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Vivienda,C. T. Keane,0,G. M. Lyons,3rd,1 3/4 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Sweetest (IRE),Seamie Heffernan,0,Aidan O'Brien,2nd,3/4 l,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:05,N/A,14:05,Good (Good To Yielding In Places),5f 205y,Matter Of Fact (IRE),N. M. Crosse,0,Mrs J. Harrington,1st,N/A,2,9-2,-,True,76,21
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Spanish Battleship (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,11th,1 1/2 l,2,9-3,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Mokotow Glory,R. P. Cleary,0,Kieran Patrick Cotter,10th,9 l,2,9-1,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Moltophino (IRE),C. D. Maxwell,0,John Andrew Kinsella,9th,3/4 l,2,9-1,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Smart Impression (IRE),N. G. McCullagh,0,Michael McCullagh,8th,Head,2,8-10,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Mapa (CAN),R. C. Colgan,0,Ms Sheila Lavery,7th,2 l,2,9-2,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Valentino Express (IRE),D. N. Curran,7,Darren Bunyan,6th,3/4 l,2,9-5t1,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Bergamasco (IRE),R. P. Whelan,0,Jack W. Davison,5th,1 1/2 l,2,9-1t1,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Wrestling Revenue (IRE),C. T. Keane,0,Sean Davis,4th,1 1/2 l,2,9-9,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Shes Scintillating (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,1 l,2,9-2,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Byzantine Empress,Seamie Heffernan,0,Kevin Thomas Coleman,2nd,2 l,2,8-10,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,McTenett (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,2,9-5,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Spanish Battleship (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,11th,1 1/2 l,2,9-3,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Mokotow Glory,R. P. Cleary,0,Kieran Patrick Cotter,10th,9 l,2,9-1,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Moltophino (IRE),C. D. Maxwell,0,John Andrew Kinsella,9th,3/4 l,2,9-1,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Smart Impression (IRE),N. G. McCullagh,0,Michael McCullagh,8th,Head,2,8-10,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Mapa (CAN),R. C. Colgan,0,Ms Sheila Lavery,7th,2 l,2,9-2,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Valentino Express (IRE),D. N. Curran,7,Darren Bunyan,6th,3/4 l,2,9-5t1,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Bergamasco (IRE),R. P. Whelan,0,Jack W. Davison,5th,1 1/2 l,2,9-1t1,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Wrestling Revenue (IRE),C. T. Keane,0,Sean Davis,4th,1 1/2 l,2,9-9,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Shes Scintillating (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,1 l,2,9-2,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,Byzantine Empress,Seamie Heffernan,0,Kevin Thomas Coleman,2nd,2 l,2,8-10,-,True,76,22
Naas Racing Results | 27th August 2023 14:40,N/A,14:40,Good (Good To Yielding In Places),5f 205y,McTenett (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,2,9-5,-,True,76,22
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Queen Maedbh (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,11th,4 1/2 l,3,9-5,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Honey Sweet (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,10th,2 1/4 l,4,9-7tb1,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Coralillo (IRE),C. D. Hayes,0,Eddie & Patrick Harty,9th,3 3/4 l,3,9-5tb1,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Apricot Twist (IRE),G. F. Carroll,0,G. M. Lyons,8th,1/2 l,3,9-5t,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Lady Tilbury,R. P. Whelan,0,David Marnane,7th,1 1/4 l,3,9-5,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Bellaphina (IRE),C. D. Maxwell,0,John Andrew Kinsella,6th,2 1/2 l,3,9-5p1,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Ocean Jewel (IRE),C. T. Keane,0,W. McCreery,5th,1 1/4 l,3,9-5h,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Clounmacon (IRE),Ben Martin Coen,0,John Patrick Murtagh,4th,Neck,3,9-5p,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Secret Angel (IRE),Sam James,0,K. R. Burke,3rd,1/2 l,3,9-5,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Aussie Girl (IRE),J. M. Sheridan,0,J. A. Stack,2nd,3 3/4 l,3,9-5,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Ocean Quest (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-5,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Queen Maedbh (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,11th,4 1/2 l,3,9-5,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Honey Sweet (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,10th,2 1/4 l,4,9-7tb1,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Coralillo (IRE),C. D. Hayes,0,Eddie & Patrick Harty,9th,3 3/4 l,3,9-5tb1,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Apricot Twist (IRE),G. F. Carroll,0,G. M. Lyons,8th,1/2 l,3,9-5t,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Lady Tilbury,R. P. Whelan,0,David Marnane,7th,1 1/4 l,3,9-5,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Bellaphina (IRE),C. D. Maxwell,0,John Andrew Kinsella,6th,2 1/2 l,3,9-5p1,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Ocean Jewel (IRE),C. T. Keane,0,W. McCreery,5th,1 1/4 l,3,9-5h,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Clounmacon (IRE),Ben Martin Coen,0,John Patrick Murtagh,4th,Neck,3,9-5p,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Secret Angel (IRE),Sam James,0,K. R. Burke,3rd,1/2 l,3,9-5,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Aussie Girl (IRE),J. M. Sheridan,0,J. A. Stack,2nd,3 3/4 l,3,9-5,-,True,76,23
Naas Racing Results | 27th August 2023 15:15,N/A,15:15,Good To Yielding,5f 205y,Ocean Quest (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-5,-,True,76,23
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Different Look (FR),D. B. McMonagle,0,Ian Patrick Donoghue,24th,3 1/4 l,4,9-13p,60,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Gidwa (IRE),D. W. O'Connor,0,John McConnell,23rd,2 l,4,9-2p,49,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Ceres Ring,Declan McDonogh,0,A. Slattery,22nd,Head,3,8-12,44,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Static Charge,M. W. Hassett,7,Desmond McDonogh,21st,1 1/2 l,3,9-2p,51,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Inishmot Prince (IRE),J. J. G. Ryan,7,T. G. McCourt,20th,1 1/4 l,5,10-2,63,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Sense Of Security,R. C. Colgan,0,John Larkin,19th,Neck,4,9-3,50,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Teddy Boy (IRE),D. E. Sheehy,3,Edward Lynam,18th,3/4 l,8,9-11,58,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Lisieux (IRE),R. P. Whelan,0,Adrian McGuinness,17th,1 l,3,9-10v1,59,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Stanhope (USA),Siobhan Rutledge,3,John McConnell,16th,1 1/4 l,9,9-5,52,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Jackie Brown (IRE),Ben Martin Coen,0,A. J. Martin,15th,Head,3,9-8t,57,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Plankton (IRE),J. Kearney,7,Richard John O'Brien,14th,Short Head,4,9-0p,43,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Storm Eric (IRE),C. D. Maxwell,0,Jamie Flynn,13th,Head,4,9-12,59,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Hell Left Loose,T. Marshall,7,Vincent Carroll,12th,Head,7,9-0tb1,43,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Sin E Shekells,C. Geerdharry,7,J. G. Murray,11th,3/4 l,6,9-0b,40,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Singe Anglais (IRE),Shane Foley,0,H. D. McGuigan,10th,1/2 l,6,9-4tv,51,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Senado Square,G. F. Carroll,0,A. Slattery,9th,1/2 l,3,9-5,54,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Giocoso (IRE),C. Horgan,7,A. Slattery,8th,Short Head,4,9-1,48,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Cherry Bloom (IRE),N. M. Crosse,0,Gillian Scott,7th,Neck,4,9-7,54,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Darcy's Rock,Wesley Joyce,7,J. J. Lambe,6th,Neck,4,9-0,45,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,My Girl Sioux (IRE),Andrew Joseph Slattery,0,A. Slattery,5th,3/4 l,3,9-1v,50,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Jazzy Dancer (IRE),C. T. Keane,0,W. J. Martin,4th,1/2 l,5,9-8tb,55,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Zig Zag Zyggy (IRE),C. J. MacRedmond,5,Adrian McGuinness,3rd,3/4 l,8,9-4,51,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Universally (IRE),C. D. Hayes,0,E. J. O'Neill,2nd,1/2 l,4,10-0b,61,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Distillate,Adam Caffrey,5,Adrian McGuinness,1st,N/A,3,9-9t,58,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Different Look (FR),D. B. McMonagle,0,Ian Patrick Donoghue,24th,3 1/4 l,4,9-13p,60,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Gidwa (IRE),D. W. O'Connor,0,John McConnell,23rd,2 l,4,9-2p,49,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Ceres Ring,Declan McDonogh,0,A. Slattery,22nd,Head,3,8-12,44,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Static Charge,M. W. Hassett,7,Desmond McDonogh,21st,1 1/2 l,3,9-2p,51,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Inishmot Prince (IRE),J. J. G. Ryan,7,T. G. McCourt,20th,1 1/4 l,5,10-2,63,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Sense Of Security,R. C. Colgan,0,John Larkin,19th,Neck,4,9-3,50,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Teddy Boy (IRE),D. E. Sheehy,3,Edward Lynam,18th,3/4 l,8,9-11,58,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Lisieux (IRE),R. P. Whelan,0,Adrian McGuinness,17th,1 l,3,9-10v1,59,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Stanhope (USA),Siobhan Rutledge,3,John McConnell,16th,1 1/4 l,9,9-5,52,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Jackie Brown (IRE),Ben Martin Coen,0,A. J. Martin,15th,Head,3,9-8t,57,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Plankton (IRE),J. Kearney,7,Richard John O'Brien,14th,Short Head,4,9-0p,43,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Storm Eric (IRE),C. D. Maxwell,0,Jamie Flynn,13th,Head,4,9-12,59,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Hell Left Loose,T. Marshall,7,Vincent Carroll,12th,Head,7,9-0tb1,43,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Sin E Shekells,C. Geerdharry,7,J. G. Murray,11th,3/4 l,6,9-0b,40,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Singe Anglais (IRE),Shane Foley,0,H. D. McGuigan,10th,1/2 l,6,9-4tv,51,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Senado Square,G. F. Carroll,0,A. Slattery,9th,1/2 l,3,9-5,54,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Giocoso (IRE),C. Horgan,7,A. Slattery,8th,Short Head,4,9-1,48,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Cherry Bloom (IRE),N. M. Crosse,0,Gillian Scott,7th,Neck,4,9-7,54,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Darcy's Rock,Wesley Joyce,7,J. J. Lambe,6th,Neck,4,9-0,45,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,My Girl Sioux (IRE),Andrew Joseph Slattery,0,A. Slattery,5th,3/4 l,3,9-1v,50,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Jazzy Dancer (IRE),C. T. Keane,0,W. J. Martin,4th,1/2 l,5,9-8tb,55,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Zig Zag Zyggy (IRE),C. J. MacRedmond,5,Adrian McGuinness,3rd,3/4 l,8,9-4,51,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Universally (IRE),C. D. Hayes,0,E. J. O'Neill,2nd,1/2 l,4,10-0b,61,True,76,24
Naas Racing Results | 27th August 2023 15:50,N/A,15:50,Good To Yielding,5f 205y,Distillate,Adam Caffrey,5,Adrian McGuinness,1st,N/A,3,9-9t,58,True,76,24
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Apprentice (IRE),A. C. Persse,2,Mark Cahill,16th,4 3/4 l,3,9-2,70,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,My Minervina (IRE),J. Coen,0,Peter Fahey,15th,26 l,5,9-11b,72,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Almost An Angel,Sorcha Woods,7,John Larkin,14th,2 3/4 l,5,8-7,54,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Shining Aitch,J. J. G. Ryan,2,T. G. McCourt,13th,1 1/4 l,6,8-11t,58,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Tom the Second (IRE),Wesley Joyce,4,John Patrick Murtagh,12th,1 l,3,9-0t1,68,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Kodiac Prince (IRE),D. King,0,Thomas Cleary,11th,2 1/2 l,6,9-12p,73,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Wrecking Ball Paul (IRE),R. M. Mulligan,7,P. Mulligan,10th,5 l,5,9-12t,73,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Morning Soldier (IRE),M. W. Hassett,7,Thomas Mullins,9th,Head,4,9-11,72,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Safari Quest (IRE),H. J. Horgan,2,A. J. Martin,8th,1 3/4 l,5,9-7tp1,68,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Jomont (FR),C. J. MacRedmond,0,H. D. McGuigan,7th,1 1/4 l,6,9-0tb,61,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Banana Three (IRE),C. Horgan,4,G. M. Lyons,6th,3/4 l,3,9-7,75,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Neverfindanother U (IRE),R. Whearty,2,T. Gibney,5th,3/4 l,4,9-1,62,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Out On Friday (IRE),S. D. Bowen,2,Philip Michael Byrne,4th,2 3/4 l,7,9-11,72,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Arch Enemy (IRE),J. A. Powell,0,Patrick Magee,3rd,4 1/4 l,4,9-10,71,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Caulaincourt (IRE),J. Kearney,2,G. M. Lyons,2nd,Short Head,3,9-4,72,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Oriole,Adam Caffrey,0,Ian Patrick Donoghue,1st,N/A,4,10-1p1,76,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Apprentice (IRE),A. C. Persse,2,Mark Cahill,16th,4 3/4 l,3,9-2,70,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,My Minervina (IRE),J. Coen,0,Peter Fahey,15th,26 l,5,9-11b,72,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Almost An Angel,Sorcha Woods,7,John Larkin,14th,2 3/4 l,5,8-7,54,True,76,25
Naas Racing Results | 27th August 2023 16:25,N/A,16:25,Good To Yielding,1m 2f 110y,Shining Aitch,J. J. G. Ryan,2,T. G. McCourt,13th,1 1/4 l,6,8-11t,58,True,76,25
