track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,14:48,Soft To Heavy,3m 1f,Coko Beach (FR),Mr R James,7,G Elliott,14th,18 l,10,11-12b,153,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Stuzzikini (IRE),C P Millar,5,G Elliott,13th,4 1/2 l,7,10-13b,140,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Largy Debut (IRE),D J O'Keeffe,0,H De Bromhead,12th,Head,10,10-4,131,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,My Immortal (IRE),S W Flanagan,0,B Connell,11th,4 1/4 l,9,10-4p,131,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Grandero Bello (FR),R A Doyle,0,E & P Harty,10th,8 l,9,11-3,144,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Klarc Kent (FR),S F O'Keeffe,0,W P Mullins,9th,1/2 l,9,10-2,129,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Macs Charm (IRE),B Hayes,0,Colm Murphy,8th,Head,10,10-8,135,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Spanish Harlem (FR),M J M O'Sullivan,0,W P Mullins,7th,1 1/4 l,7,10-10t,137,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Will Do (IRE),Sam Ewing,0,G Elliott,6th,5 1/2 l,8,10-0b,127,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Bushmans Pass (IRE),P T Enright,0,O McKiernan,5th,1 1/2 l,9,10-1,128,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Yeah Man (IRE),K M Donoghue,0,G P Cromwell,4th,9 l,8,11-1p,142,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Favori De Champdou (FR),Mr J H Williamson,7,G Elliott,3rd,13 l,10,11-3p,144,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Velvet Elvis (IRE),C Stone-Walsh,5,G P Cromwell,2nd,2 1/4 l,9,11-0p1,141,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Nick Rockett (IRE),P Townend,0,W P Mullins,1st,N/A,8,11-11,152,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Glengouly (FR),S Cleary-Farrell,7,W P Mullins,UR,N/A,9,11-1,142,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Macdermott (FR),D E Mullins,0,W P Mullins,UR,N/A,7,10-13,140,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Shannon Royale (IRE),M P Walsh,0,G Elliott,PU,N/A,7,10-13p,140,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Where It All Began (IRE),D J Gilligan,0,G Elliott,15th,22 l,9,10-6b,133,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Coko Beach (FR),Mr R James,7,G Elliott,14th,18 l,10,11-12b,153,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Stuzzikini (IRE),C P Millar,5,G Elliott,13th,4 1/2 l,7,10-13b,140,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Largy Debut (IRE),D J O'Keeffe,0,H De Bromhead,12th,Head,10,10-4,131,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,My Immortal (IRE),S W Flanagan,0,B Connell,11th,4 1/4 l,9,10-4p,131,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Grandero Bello (FR),R A Doyle,0,E & P Harty,10th,8 l,9,11-3,144,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Klarc Kent (FR),S F O'Keeffe,0,W P Mullins,9th,1/2 l,9,10-2,129,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Macs Charm (IRE),B Hayes,0,Colm Murphy,8th,Head,10,10-8,135,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Spanish Harlem (FR),M J M O'Sullivan,0,W P Mullins,7th,1 1/4 l,7,10-10t,137,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Will Do (IRE),Sam Ewing,0,G Elliott,6th,5 1/2 l,8,10-0b,127,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Bushmans Pass (IRE),P T Enright,0,O McKiernan,5th,1 1/2 l,9,10-1,128,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Yeah Man (IRE),K M Donoghue,0,G P Cromwell,4th,9 l,8,11-1p,142,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Favori De Champdou (FR),Mr J H Williamson,7,G Elliott,3rd,13 l,10,11-3p,144,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Velvet Elvis (IRE),C Stone-Walsh,5,G P Cromwell,2nd,2 1/4 l,9,11-0p1,141,True,159,36
N/A,N/A,14:48,Soft To Heavy,3m 1f,Nick Rockett (IRE),P Townend,0,W P Mullins,1st,N/A,8,11-11,152,True,159,36
N/A,N/A,15:23,Soft To Heavy,2m 4f,Implicit (FR),C M Quirke,5,S Curling,14th,4 3/4 l,7,11-5ht,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Spinning Web (IRE),R Deegan,0,Ms M Mullins,13th,22 l,5,11-6t1,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Lady Bresil (IRE),D J O'Keeffe,0,H De Bromhead,12th,20 l,7,11-5,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Beau Walking (IRE),D Meyler,0,Mrs J Harrington,11th,Neck,7,11-12p,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Musta Lovea Lovea (IRE),P T Enright,0,O McKiernan,10th,1 3/4 l,9,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Chigorin (IRE),Rachael Blackmore,0,H De Bromhead,9th,9 l,7,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Black Bamboo (IRE),S W Flanagan,0,J J Murphy,8th,3/4 l,8,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Cleatus Poolaw,Sam Ewing,0,G Elliott,7th,1 1/2 l,7,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Western Diego (IRE),B Hayes,0,W P Mullins,6th,7 l,8,11-12h,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Ocastle Des Mottes (FR),J J Slevin,0,W P Mullins,5th,1/2 l,6,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Union Station (IRE),K M Donoghue,0,G P Cromwell,4th,20 l,6,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Blizzard Of Oz (IRE),D E Mullins,0,W P Mullins,3rd,7 l,7,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Chapeau De Soleil (IRE),S F O'Keeffe,0,W P Mullins,2nd,1/2 l,7,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Quai De Bourbon (FR),P Townend,0,W P Mullins,1st,N/A,6,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Implicit (FR),C M Quirke,5,S Curling,14th,4 3/4 l,7,11-5ht,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Spinning Web (IRE),R Deegan,0,Ms M Mullins,13th,22 l,5,11-6t1,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Lady Bresil (IRE),D J O'Keeffe,0,H De Bromhead,12th,20 l,7,11-5,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Beau Walking (IRE),D Meyler,0,Mrs J Harrington,11th,Neck,7,11-12p,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Musta Lovea Lovea (IRE),P T Enright,0,O McKiernan,10th,1 3/4 l,9,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Chigorin (IRE),Rachael Blackmore,0,H De Bromhead,9th,9 l,7,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Black Bamboo (IRE),S W Flanagan,0,J J Murphy,8th,3/4 l,8,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Cleatus Poolaw,Sam Ewing,0,G Elliott,7th,1 1/2 l,7,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Western Diego (IRE),B Hayes,0,W P Mullins,6th,7 l,8,11-12h,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Ocastle Des Mottes (FR),J J Slevin,0,W P Mullins,5th,1/2 l,6,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Union Station (IRE),K M Donoghue,0,G P Cromwell,4th,20 l,6,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Blizzard Of Oz (IRE),D E Mullins,0,W P Mullins,3rd,7 l,7,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Chapeau De Soleil (IRE),S F O'Keeffe,0,W P Mullins,2nd,1/2 l,7,11-12,-,True,159,37
N/A,N/A,15:23,Soft To Heavy,2m 4f,Quai De Bourbon (FR),P Townend,0,W P Mullins,1st,N/A,6,11-12,-,True,159,37
N/A,N/A,15:58,Soft To Heavy,3m 70y,Muskerry Rock (IRE),J Coen,0,M F Morris,NR,N/A,6,10-0tp,94,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Kells Priory (IRE),R J Condon,2,Louise G Lyons,PU,N/A,8,10-11p,105,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Cosmo Renfro (IRE),T P Harney,4,S Nolan,PU,N/A,8,10-11p,105,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Getaway Charlie (IRE),R A Berry,4,T Doyle,PU,N/A,9,11-10,118,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Big Debates (FR),J Smith,2,R Tyner,PU,N/A,12,10-6,100,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Diamboy Des Carres (FR),P Hanlon,4,S Doyle,PU,N/A,9,11-4,112,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Doitforjane Sid (IRE),J P Shinnick,2,Donncha Duggan,13th,28 l,9,11-12,120,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Galon De Vauzelle (FR),T Power Roche,4,P J Rothwell,12th,4 l,9,10-13b,107,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Jeriko De Baune (FR),Niall Moore,4,P Fenton,11th,23 l,6,11-2p1,110,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Lep Around (IRE),P K Donovan,0,Miss M Harding,10th,6 1/2 l,7,11-5h,113,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Tranquil Sea (IRE),P T Smithers,4,P Nolan,9th,Short Head,5,11-7,115,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Spatman De Cerisy (FR),G Brouder,0,P Nolan,8th,6 l,6,10-0b,94,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Drop The Anchor (IRE),H E Sexton,4,P A Fahy,7th,11 l,11,11-6v1,114,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,So They Tell Me (IRE),A P Kelly,0,P Roche,6th,4 1/2 l,6,11-5,113,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Krabat (IRE),C M Quirke,0,M J McDonagh,5th,6 l,10,11-4,112,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Machismo (IRE),C P Millar,2,G Elliott,4th,2 1/2 l,6,11-12p1,120,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Therellbguddaysyet (IRE),J G Gilligan,2,M J O'Connor,3rd,5 l,9,11-0,108,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Heliko Conti (FR),L Quinlan,0,P Nolan,2nd,1 1/2 l,8,11-5,113,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Dancingondaceiling (IRE),C Stone-Walsh,0,G P Cromwell,1st,N/A,6,11-5,113,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Muskerry Rock (IRE),J Coen,0,M F Morris,NR,N/A,6,10-0tp,94,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Kells Priory (IRE),R J Condon,2,Louise G Lyons,PU,N/A,8,10-11p,105,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Cosmo Renfro (IRE),T P Harney,4,S Nolan,PU,N/A,8,10-11p,105,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Getaway Charlie (IRE),R A Berry,4,T Doyle,PU,N/A,9,11-10,118,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Big Debates (FR),J Smith,2,R Tyner,PU,N/A,12,10-6,100,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Diamboy Des Carres (FR),P Hanlon,4,S Doyle,PU,N/A,9,11-4,112,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Doitforjane Sid (IRE),J P Shinnick,2,Donncha Duggan,13th,28 l,9,11-12,120,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Galon De Vauzelle (FR),T Power Roche,4,P J Rothwell,12th,4 l,9,10-13b,107,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Jeriko De Baune (FR),Niall Moore,4,P Fenton,11th,23 l,6,11-2p1,110,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Lep Around (IRE),P K Donovan,0,Miss M Harding,10th,6 1/2 l,7,11-5h,113,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Tranquil Sea (IRE),P T Smithers,4,P Nolan,9th,Short Head,5,11-7,115,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Spatman De Cerisy (FR),G Brouder,0,P Nolan,8th,6 l,6,10-0b,94,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Drop The Anchor (IRE),H E Sexton,4,P A Fahy,7th,11 l,11,11-6v1,114,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,So They Tell Me (IRE),A P Kelly,0,P Roche,6th,4 1/2 l,6,11-5,113,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Krabat (IRE),C M Quirke,0,M J McDonagh,5th,6 l,10,11-4,112,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Machismo (IRE),C P Millar,2,G Elliott,4th,2 1/2 l,6,11-12p1,120,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Therellbguddaysyet (IRE),J G Gilligan,2,M J O'Connor,3rd,5 l,9,11-0,108,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Heliko Conti (FR),L Quinlan,0,P Nolan,2nd,1 1/2 l,8,11-5,113,True,159,38
N/A,N/A,15:58,Soft To Heavy,3m 70y,Dancingondaceiling (IRE),C Stone-Walsh,0,G P Cromwell,1st,N/A,6,11-5,113,True,159,38
N/A,N/A,16:28,Soft To Heavy,2m,Eastern Blue Bird (IRE),Mr C Mullins,7,P A Fahy,6th,53 l,4,11-10,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Silly Mongoose (IRE),Mr J L Gleeson,3,P T Foley,5th,1 1/4 l,4,11-10,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Reckless (FR),Mr H C Swan,0,G Elliott,4th,4 1/2 l,4,11-10,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Tradonthebay (IRE),Mr O T Gilligan,7,P J Gilligan,3rd,5 1/2 l,4,11-10,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Answer That (IRE),Miss A B O'Connor,0,A McCann,2nd,12 l,4,11-10,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Carrigmoorna Beech (IRE),Mr D L Queally,0,D Queally,1st,N/A,4,11-3,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Eastern Blue Bird (IRE),Mr C Mullins,7,P A Fahy,6th,53 l,4,11-10,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Silly Mongoose (IRE),Mr J L Gleeson,3,P T Foley,5th,1 1/4 l,4,11-10,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Reckless (FR),Mr H C Swan,0,G Elliott,4th,4 1/2 l,4,11-10,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Tradonthebay (IRE),Mr O T Gilligan,7,P J Gilligan,3rd,5 1/2 l,4,11-10,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Answer That (IRE),Miss A B O'Connor,0,A McCann,2nd,12 l,4,11-10,-,True,159,39
N/A,N/A,16:28,Soft To Heavy,2m,Carrigmoorna Beech (IRE),Mr D L Queally,0,D Queally,1st,N/A,4,11-3,-,True,159,39
N/A,N/A,12:28,Soft,2m 1f 30y,Splashing Out (IRE),S D Torrens,0,E Griffin,NR,N/A,7,11-7p,115,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Kazakh D'arthel (FR),S Fitzgerald,0,G P Cromwell,UR,N/A,5,10-10h,108,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Sainte Dona (FR),D E Mullins,0,T Cooper,PU,N/A,8,11-10,118,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Kilashee (IRE),D King,0,J P Ryan,8th,14 l,10,10-6,100,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Big Stage (IRE),Sam Ewing,0,G Elliott,7th,1 l,7,12-1,123,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Ernie From Nurney (IRE),P T Smithers,7,P Roche,6th,28 l,8,10-1t,95,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Battle Of Ridgeway (IRE),L A McKenna,5,M Hassett,5th,9 1/2 l,7,11-7t,115,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Money Heist (IRE),K M Donoghue,0,G P Cromwell,4th,1/2 l,8,11-12p,120,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Soloman Lane,S W Flanagan,0,M Hassett,3rd,1 3/4 l,10,11-2,110,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Champagne Mahler (IRE),Rachael Blackmore,0,H De Bromhead,2nd,1 1/4 l,7,11-4,112,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Don't Talk (GER),D Meyler,0,K Thornton,1st,N/A,8,10-9t,103,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Splashing Out (IRE),S D Torrens,0,E Griffin,NR,N/A,7,11-7p,115,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Kazakh D'arthel (FR),S Fitzgerald,0,G P Cromwell,UR,N/A,5,10-10h,108,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Sainte Dona (FR),D E Mullins,0,T Cooper,PU,N/A,8,11-10,118,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Kilashee (IRE),D King,0,J P Ryan,8th,14 l,10,10-6,100,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Big Stage (IRE),Sam Ewing,0,G Elliott,7th,1 l,7,12-1,123,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Ernie From Nurney (IRE),P T Smithers,7,P Roche,6th,28 l,8,10-1t,95,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Battle Of Ridgeway (IRE),L A McKenna,5,M Hassett,5th,9 1/2 l,7,11-7t,115,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Money Heist (IRE),K M Donoghue,0,G P Cromwell,4th,1/2 l,8,11-12p,120,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Soloman Lane,S W Flanagan,0,M Hassett,3rd,1 3/4 l,10,11-2,110,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Champagne Mahler (IRE),Rachael Blackmore,0,H De Bromhead,2nd,1 1/4 l,7,11-4,112,True,159,40
N/A,N/A,12:28,Soft,2m 1f 30y,Don't Talk (GER),D Meyler,0,K Thornton,1st,N/A,8,10-9t,103,True,159,40
N/A,N/A,13:03,Soft,3m 2f,Harvey's Quay (IRE),P T Smithers,7,E J O'Grady,PU,N/A,9,11-11,109,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Dorans Law (IRE),T Power Roche,7,P J Rothwell,PU,N/A,7,11-10p,108,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Eddies Pride (IRE),G B Noonan,5,N Lee,PU,N/A,11,10-2ht,86,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Bearwithmenow (IRE),C M Quirke,5,J P Flavin,PU,N/A,8,10-0tb,84,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Made In The Woods (IRE),S D Torrens,0,N Lee,PU,N/A,8,10-5h,89,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Cloudy Fountain (IRE),J P Shinnick,5,W J Burke,F,N/A,7,10-4h,88,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Atacanter (IRE),R A Doyle,0,R O'Sullivan,13th,4 1/4 l,8,11-8p,106,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Tullyhogue Fort (IRE),J J Slevin,0,John F O'Neill,12th,4 l,9,10-10,94,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Handsworth (IRE),K M Donoghue,0,J P Dempsey,11th,13 l,10,11-9,107,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Old Soul (FR),T P Harney,7,Liz Doyle,10th,1 3/4 l,8,11-11tp,109,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Dancing After Dark (IRE),P K Donovan,5,J G Bennett,9th,1/2 l,9,10-11t,95,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Rusheen (IRE),D E Mullins,0,J Dullea,8th,3 l,7,11-6,104,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Mahler Appeal (IRE),D J Gilligan,0,G J Power,7th,8 l,9,10-12p,96,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Tangental (IRE),C Stone-Walsh,5,Colm Murphy,6th,3 3/4 l,9,10-0p,84,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Wine An Dine,Sam Ewing,0,G Elliott,5th,2 l,8,11-12tb,110,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Danny The Fence (IRE),D Meyler,0,K Thornton,4th,4 l,8,10-6tb1,90,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Baldur's Gate (IRE),S W Flanagan,0,Miss D O'Shea,3rd,8 l,10,11-11,109,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Brandt (IRE),C P Millar,5,C Collins,2nd,3/4 l,7,11-8t,106,True,159,41
N/A,N/A,13:03,Soft,3m 2f,One Horse Army (IRE),A P Kelly,5,P Roche,1st,N/A,8,10-11,95,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Harvey's Quay (IRE),P T Smithers,7,E J O'Grady,PU,N/A,9,11-11,109,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Dorans Law (IRE),T Power Roche,7,P J Rothwell,PU,N/A,7,11-10p,108,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Eddies Pride (IRE),G B Noonan,5,N Lee,PU,N/A,11,10-2ht,86,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Bearwithmenow (IRE),C M Quirke,5,J P Flavin,PU,N/A,8,10-0tb,84,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Made In The Woods (IRE),S D Torrens,0,N Lee,PU,N/A,8,10-5h,89,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Cloudy Fountain (IRE),J P Shinnick,5,W J Burke,F,N/A,7,10-4h,88,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Atacanter (IRE),R A Doyle,0,R O'Sullivan,13th,4 1/4 l,8,11-8p,106,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Tullyhogue Fort (IRE),J J Slevin,0,John F O'Neill,12th,4 l,9,10-10,94,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Handsworth (IRE),K M Donoghue,0,J P Dempsey,11th,13 l,10,11-9,107,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Old Soul (FR),T P Harney,7,Liz Doyle,10th,1 3/4 l,8,11-11tp,109,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Dancing After Dark (IRE),P K Donovan,5,J G Bennett,9th,1/2 l,9,10-11t,95,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Rusheen (IRE),D E Mullins,0,J Dullea,8th,3 l,7,11-6,104,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Mahler Appeal (IRE),D J Gilligan,0,G J Power,7th,8 l,9,10-12p,96,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Tangental (IRE),C Stone-Walsh,5,Colm Murphy,6th,3 3/4 l,9,10-0p,84,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Wine An Dine,Sam Ewing,0,G Elliott,5th,2 l,8,11-12tb,110,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Danny The Fence (IRE),D Meyler,0,K Thornton,4th,4 l,8,10-6tb1,90,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Baldur's Gate (IRE),S W Flanagan,0,Miss D O'Shea,3rd,8 l,10,11-11,109,True,159,41
N/A,N/A,13:03,Soft,3m 2f,Brandt (IRE),C P Millar,5,C Collins,2nd,3/4 l,7,11-8t,106,True,159,41
N/A,N/A,13:03,Soft,3m 2f,One Horse Army (IRE),A P Kelly,5,P Roche,1st,N/A,8,10-11,95,True,159,41
N/A,N/A,13:38,Soft,2m 2f 50y,Queenie St Clair (IRE),K C Sexton,0,E Sheehy,8th,24 l,5,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Fancy Girl (IRE),D E Mullins,0,W P Mullins,7th,7 1/2 l,7,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Baby Kate (IRE),B Hayes,0,W P Mullins,6th,1/2 l,6,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Mongibello,J J Slevin,0,S R B Crawford,5th,1/2 l,7,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Mystical Goddess (IRE),Rachael Blackmore,0,H De Bromhead,4th,2 1/2 l,6,10-10t1,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Beauforts Storm (IRE),Mr D Doyle,0,T Doyle,3rd,6 1/2 l,6,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Dream On Baby (IRE),D Meyler,0,E Mullins,2nd,1 3/4 l,5,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Aurora Vega (IRE),P Townend,0,W P Mullins,1st,N/A,7,11-0,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Queenie St Clair (IRE),K C Sexton,0,E Sheehy,8th,24 l,5,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Fancy Girl (IRE),D E Mullins,0,W P Mullins,7th,7 1/2 l,7,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Baby Kate (IRE),B Hayes,0,W P Mullins,6th,1/2 l,6,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Mongibello,J J Slevin,0,S R B Crawford,5th,1/2 l,7,10-10,-,True,159,42
