track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Stiltellinemnuttin (IRE),S W Flanagan,0,M Mulvany,5th,2 l,4,11-0,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Drusilla,B W Harvey,0,C Collins,4th,3 l,4,11-0t1,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Kool One (SPA),Mr I Ryan,7,Conor Maxwell,3rd,1 1/2 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Holy See (IRE),P Byrnes,0,W Durkan,2nd,1 1/4 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Charlus (IRE),P Townend,0,W P Mullins,1st,N/A,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 14:00,N/A,14:00,Soft To Heavy,1m 7f 190y,Laafi (FR),P Byrnes,0,W Durkan,3rd,Neck,5,11-3,-,True,159,49
Naas Racing Results | 26th January 2025 14:00,N/A,14:00,Soft To Heavy,1m 7f 190y,Beacon Edge (IRE),D J Gilligan,0,G Elliott,2nd,11 l,11,11-12b,-,True,159,49
Naas Racing Results | 26th January 2025 14:00,N/A,14:00,Soft To Heavy,1m 7f 190y,Anzadam (FR),P Townend,0,W P Mullins,1st,N/A,5,11-10h,-,True,159,49
Naas Racing Results | 26th January 2025 14:00,N/A,14:00,Soft To Heavy,1m 7f 190y,Laafi (FR),P Byrnes,0,W Durkan,3rd,Neck,5,11-3,-,True,159,49
Naas Racing Results | 26th January 2025 14:00,N/A,14:00,Soft To Heavy,1m 7f 190y,Beacon Edge (IRE),D J Gilligan,0,G Elliott,2nd,11 l,11,11-12b,-,True,159,49
Naas Racing Results | 26th January 2025 14:00,N/A,14:00,Soft To Heavy,1m 7f 190y,Anzadam (FR),P Townend,0,W P Mullins,1st,N/A,5,11-10h,-,True,159,49
Naas Racing Results | 26th January 2025 14:30,N/A,14:30,Heavy,3m 175y,Fire Force (IRE),E Walsh,0,Ciaran Murphy,5th,86 l,6,10-7tp1,-,True,159,50
Naas Racing Results | 26th January 2025 14:30,N/A,14:30,Heavy,3m 175y,Dee Capo (FR),D J Gilligan,0,G Elliott,4th,24 l,6,11-0,-,True,159,50
Naas Racing Results | 26th January 2025 14:30,N/A,14:30,Heavy,3m 175y,Good Land (FR),Mr F Maguire,0,B Connell,3rd,2 1/2 l,9,11-0,-,True,159,50
Naas Racing Results | 26th January 2025 14:30,N/A,14:30,Heavy,3m 175y,Bioluminescence (IRE),M P Walsh,0,G P Cromwell,2nd,3 1/2 l,7,11-1,-,True,159,50
Naas Racing Results | 26th January 2025 14:30,N/A,14:30,Heavy,3m 175y,Dancing City (FR),P Townend,0,W P Mullins,1st,N/A,8,11-0,-,True,159,50
Naas Racing Results | 26th January 2025 14:30,N/A,14:30,Heavy,3m 175y,Fire Force (IRE),E Walsh,0,Ciaran Murphy,5th,86 l,6,10-7tp1,-,True,159,50
Naas Racing Results | 26th January 2025 14:30,N/A,14:30,Heavy,3m 175y,Dee Capo (FR),D J Gilligan,0,G Elliott,4th,24 l,6,11-0,-,True,159,50
Naas Racing Results | 26th January 2025 14:30,N/A,14:30,Heavy,3m 175y,Good Land (FR),Mr F Maguire,0,B Connell,3rd,2 1/2 l,9,11-0,-,True,159,50
Naas Racing Results | 26th January 2025 14:30,N/A,14:30,Heavy,3m 175y,Bioluminescence (IRE),M P Walsh,0,G P Cromwell,2nd,3 1/2 l,7,11-1,-,True,159,50
Naas Racing Results | 26th January 2025 14:30,N/A,14:30,Heavy,3m 175y,Dancing City (FR),P Townend,0,W P Mullins,1st,N/A,8,11-0,-,True,159,50
