track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Whiskey Lullaby (IRE),D. J. O'Keeffe,0,Henry de Bromhead,8th,40 l,8,10-7t,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Henning (IRE),D. King,0,Denis Hogan,7th,4 3/4 l,6,10-10t1,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Rexem (IRE),S. D. Torrens,0,John McConnell,6th,3 3/4 l,6,11-3,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Still Ciel (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,3 1/4 l,6,10-7,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Ifiwerearichman (IRE),S. F. O'Keeffe,0,Paul Nolan,4th,1/2 l,5,11-0h,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Knockanard Lady (IRE),Jack Doyle,0,P. M. J. Doyle,3rd,3 1/4 l,6,10-7t,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Buddy One (IRE),Jack G. Gilligan,0,Paul John Gilligan,2nd,Short Head,6,11-0,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Sa Fureur (IRE),Jordan Colin Gainford,0,Gordon Elliott,1st,N/A,6,11-3,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Whiskey Lullaby (IRE),D. J. O'Keeffe,0,Henry de Bromhead,8th,40 l,8,10-7t,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Henning (IRE),D. King,0,Denis Hogan,7th,4 3/4 l,6,10-10t1,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Rexem (IRE),S. D. Torrens,0,John McConnell,6th,3 3/4 l,6,11-3,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Still Ciel (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,3 1/4 l,6,10-7,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Ifiwerearichman (IRE),S. F. O'Keeffe,0,Paul Nolan,4th,1/2 l,5,11-0h,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Knockanard Lady (IRE),Jack Doyle,0,P. M. J. Doyle,3rd,3 1/4 l,6,10-7t,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Buddy One (IRE),Jack G. Gilligan,0,Paul John Gilligan,2nd,Short Head,6,11-0,-,True,43,1
Thurles Racing Results | 23rd February 2023 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 154y,Sa Fureur (IRE),Jordan Colin Gainford,0,Gordon Elliott,1st,N/A,6,11-3,-,True,43,1
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Dreamers Choice (IRE),S. D. Torrens,0,Patrick T. Foley,PU,N/A,6,11-4t1,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Soldier's Three (IRE),Sam Ewing,0,Ronald O'Leary,PU,N/A,5,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Joe's Turn (IRE),J. J. Slevin,0,R. P. Rath,PU,N/A,7,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Ozark Thunder (IRE),H. Morgan,3,Thomas Cleary,8th,38 l,6,11-4t1,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Carrig Hill (IRE),C. M. Quirke,7,E. Seymour,7th,4 l,10,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Monza Man (IRE),A. M. McCurtin,3,Timothy Doyle,6th,8 l,7,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Karuma Grey (GER),D. E. Mullins,0,Ellmarie Holden,5th,20 l,5,11-4h1,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Misty's Gift (IRE),Denis O'Regan,0,David Harry Kelly,4th,2 l,7,11-12,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,So Des Flos (FR),Jordan Colin Gainford,0,Gordon Elliott,3rd,1 1/4 l,6,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Sir Argus,P. Townend,0,W. P. Mullins,2nd,4 1/4 l,6,11-12,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Franciscan Rock (IRE),R. A. Doyle,0,M. F. Morris,1st,N/A,6,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Dreamers Choice (IRE),S. D. Torrens,0,Patrick T. Foley,PU,N/A,6,11-4t1,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Soldier's Three (IRE),Sam Ewing,0,Ronald O'Leary,PU,N/A,5,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Joe's Turn (IRE),J. J. Slevin,0,R. P. Rath,PU,N/A,7,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Ozark Thunder (IRE),H. Morgan,3,Thomas Cleary,8th,38 l,6,11-4t1,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Carrig Hill (IRE),C. M. Quirke,7,E. Seymour,7th,4 l,10,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Monza Man (IRE),A. M. McCurtin,3,Timothy Doyle,6th,8 l,7,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Karuma Grey (GER),D. E. Mullins,0,Ellmarie Holden,5th,20 l,5,11-4h1,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Misty's Gift (IRE),Denis O'Regan,0,David Harry Kelly,4th,2 l,7,11-12,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,So Des Flos (FR),Jordan Colin Gainford,0,Gordon Elliott,3rd,1 1/4 l,6,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Sir Argus,P. Townend,0,W. P. Mullins,2nd,4 1/4 l,6,11-12,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 7f 151y,Franciscan Rock (IRE),R. A. Doyle,0,M. F. Morris,1st,N/A,6,11-4,-,True,43,2
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Katzoff (IRE),Miss R. Murphy,4,J. Morrison,18th,1/2 l,6,10-11,85,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Knockraha Park (IRE),Ms H. Phillips,7,Ian Patrick Donoghue,17th,1 1/2 l,6,11-4t,92,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Pharisees (IRE),Miss C. O. O'Brien,7,Gavin Patrick Cromwell,16th,Head,5,11-4p1,92,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,True Destiny (USA),Miss A. McGuinness,7,J. J. Lambe,15th,2 3/4 l,8,11-9,97,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Danza Della Luna,Miss K. Reddington,7,Denis Hogan,14th,Head,4,10-10t1,96,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Callthebarman (IRE),Sarah Kavanagh,4,Neill McCluskey,13th,24 l,9,12-0t,102,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Tullyhogue Fort (IRE),Miss J. Walton,2,John F. O'Neill,12th,1 3/4 l,7,11-4,92,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Toms Courage (IRE),Miss E. Cody,7,John Michael Burke,11th,Neck,9,12-0h,102,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Ricky Langford (IRE),Miss P. Elvin,4,P. J. Rothwell,10th,1/2 l,9,11-1,89,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Toor Moment (IRE),Miss S. Ahern,4,Ms M. Flynn,9th,3 1/4 l,8,11-5,93,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Latest Model (IRE),Miss F. Leaney,7,John Joseph Hanlon,8th,Short Head,6,10-12t,86,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Must Be Dreaming (IRE),Miss M. O'Sullivan,0,G. Ahern,7th,1 1/4 l,6,11-10,98,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Alphonse Le Grande (IRE),Miss Sioned Whittle,4,A. J. Martin,6th,1/2 l,4,10-6,92,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Call Me Rocky (IRE),Miss S. M. Doyle,7,Denis Hogan,5th,3/4 l,6,11-11t,99,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Theonewedreamof (IRE),Miss A. B. O'Connor,0,Gavin Patrick Cromwell,4th,Neck,4,11-0,100,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Future Proof (IRE),Melanie Horsman,7,P. J. Rothwell,3rd,2 3/4 l,8,11-6p,94,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Dylan Lombardy (IRE),Miss F. Fox,7,Eoin Christopher McCarthy,2nd,1/2 l,7,11-3t,91,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Port Rashid (IRE),Miss J. Townend,0,Timothy Townend,1st,N/A,12,11-0,88,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Katzoff (IRE),Miss R. Murphy,4,J. Morrison,18th,1/2 l,6,10-11,85,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Knockraha Park (IRE),Ms H. Phillips,7,Ian Patrick Donoghue,17th,1 1/2 l,6,11-4t,92,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Pharisees (IRE),Miss C. O. O'Brien,7,Gavin Patrick Cromwell,16th,Head,5,11-4p1,92,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,True Destiny (USA),Miss A. McGuinness,7,J. J. Lambe,15th,2 3/4 l,8,11-9,97,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Danza Della Luna,Miss K. Reddington,7,Denis Hogan,14th,Head,4,10-10t1,96,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Callthebarman (IRE),Sarah Kavanagh,4,Neill McCluskey,13th,24 l,9,12-0t,102,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Tullyhogue Fort (IRE),Miss J. Walton,2,John F. O'Neill,12th,1 3/4 l,7,11-4,92,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Toms Courage (IRE),Miss E. Cody,7,John Michael Burke,11th,Neck,9,12-0h,102,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Ricky Langford (IRE),Miss P. Elvin,4,P. J. Rothwell,10th,1/2 l,9,11-1,89,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Toor Moment (IRE),Miss S. Ahern,4,Ms M. Flynn,9th,3 1/4 l,8,11-5,93,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Latest Model (IRE),Miss F. Leaney,7,John Joseph Hanlon,8th,Short Head,6,10-12t,86,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Must Be Dreaming (IRE),Miss M. O'Sullivan,0,G. Ahern,7th,1 1/4 l,6,11-10,98,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Alphonse Le Grande (IRE),Miss Sioned Whittle,4,A. J. Martin,6th,1/2 l,4,10-6,92,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Call Me Rocky (IRE),Miss S. M. Doyle,7,Denis Hogan,5th,3/4 l,6,11-11t,99,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Theonewedreamof (IRE),Miss A. B. O'Connor,0,Gavin Patrick Cromwell,4th,Neck,4,11-0,100,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Future Proof (IRE),Melanie Horsman,7,P. J. Rothwell,3rd,2 3/4 l,8,11-6p,94,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Dylan Lombardy (IRE),Miss F. Fox,7,Eoin Christopher McCarthy,2nd,1/2 l,7,11-3t,91,True,43,3
Thurles Racing Results | 23rd February 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 70y,Port Rashid (IRE),Miss J. Townend,0,Timothy Townend,1st,N/A,12,11-0,88,True,43,3
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Deise Bella (IRE),Mr A. P. Ryan,7,David J. Phelan,UR,N/A,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Broomfield Gale (IRE),Mr D. Kiely,7,Robert Murphy,14th,2 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Cast A Spell (IRE),Mr P. Lake,7,T. Hogan,13th,Head,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Too Cool (IRE),Mr J. C. Barry,3,Mrs Julie Cashin,12th,1 1/2 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Lorand (FR),Mr J. P. Murray,7,Mrs Prunella Dobbs,11th,6 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Ballerina Boxer (IRE),Mr A. Harvey,7,John McConnell,10th,6 1/2 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Thats All (IRE),Mr D. Doyle,7,Timothy Doyle,9th,4 l,6,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Milanaway (IRE),Mr J. L. Gleeson,7,Denis Hogan,8th,1 3/4 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Baby Chou (IRE),Mr T. Hamilton,0,Mrs J. Harrington,7th,3 1/4 l,5,11-11t1,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Holly Tree (IRE),Mr L. J. Carberry,7,W. P. Murphy,6th,Nose,6,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Mag Dillane (IRE),Mr R. W. Barron,7,Eric McNamara,5th,Neck,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Matilda Park (IRE),Mr Finian Maguire,0,G. Ahern,4th,5 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Final Decision,Miss A. B. O'Connor,3,Anthony McCann,3rd,1/2 l,4,10-13,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Silver Lark (IRE),Mr H. C. Swan,5,Gordon Elliott,2nd,1/2 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,West End Victory (IRE),Miss J. Townend,3,W. P. Mullins,1st,N/A,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Deise Bella (IRE),Mr A. P. Ryan,7,David J. Phelan,UR,N/A,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Broomfield Gale (IRE),Mr D. Kiely,7,Robert Murphy,14th,2 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Cast A Spell (IRE),Mr P. Lake,7,T. Hogan,13th,Head,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Too Cool (IRE),Mr J. C. Barry,3,Mrs Julie Cashin,12th,1 1/2 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Lorand (FR),Mr J. P. Murray,7,Mrs Prunella Dobbs,11th,6 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Ballerina Boxer (IRE),Mr A. Harvey,7,John McConnell,10th,6 1/2 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Thats All (IRE),Mr D. Doyle,7,Timothy Doyle,9th,4 l,6,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Milanaway (IRE),Mr J. L. Gleeson,7,Denis Hogan,8th,1 3/4 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Baby Chou (IRE),Mr T. Hamilton,0,Mrs J. Harrington,7th,3 1/4 l,5,11-11t1,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Holly Tree (IRE),Mr L. J. Carberry,7,W. P. Murphy,6th,Nose,6,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Mag Dillane (IRE),Mr R. W. Barron,7,Eric McNamara,5th,Neck,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Matilda Park (IRE),Mr Finian Maguire,0,G. Ahern,4th,5 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Final Decision,Miss A. B. O'Connor,3,Anthony McCann,3rd,1/2 l,4,10-13,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,Silver Lark (IRE),Mr H. C. Swan,5,Gordon Elliott,2nd,1/2 l,5,11-11,-,True,43,4
Thurles Racing Results | 23rd February 2023 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 70y,West End Victory (IRE),Miss J. Townend,3,W. P. Mullins,1st,N/A,5,11-11,-,True,43,4
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Jilmod (IRE),R. Whearty,7,James McAuley,NR,N/A,4,9-2,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Qaabil (IRE),Reserve,0,Peter Fahey,NR,N/A,7,9-6,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Pixie Evans (IRE),J. Kearney,7,Patrick Martin,14th,7 1/2 l,5,9-2,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Field Of Honour,K. S. McHugh,10,Denis Hogan,13th,5 1/2 l,4,9-6p1,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Roderick,C. T. Keane,0,James McAuley,12th,3 1/2 l,7,10-2,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Adatorio,S. D. Bowen,7,Denis Hogan,11th,7 1/2 l,4,8-10p,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Big Baby Bull (IRE),J. M. Sheridan,3,Denis Hogan,10th,1/2 l,7,10-2t,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Inflection Point (IRE),Cillian McConnell,7,John McConnell,9th,1 1/2 l,7,10-2,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Qasbaz (IRE),William James Lee,0,James McAuley,8th,3/4 l,6,9-6p,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Designer Cailin (IRE),W. M. Lordan,0,Patrick Martin,7th,1 1/2 l,5,8-10,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Chavajod,S. B. Kelly,0,John Patrick Murtagh,6th,3/4 l,5,9-10b,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Bringsty,C. D. Hayes,0,Patrick Downey,5th,Head,5,8-10t1,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Prince Of Abington (IRE),Jessica O'Gorman,7,John McConnell,4th,Neck,5,8-10b1,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Numoor,M. P. Sheehy,0,John McConnell,3rd,2 1/2 l,5,8-10tv,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Notforalongtime,J. J. G. Ryan,7,Laura Hourigan,2nd,1 1/4 l,6,9-10p,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Jaafel (IRE),D. King,5,Denis Hogan,1st,N/A,5,10-2t,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Jilmod (IRE),R. Whearty,7,James McAuley,NR,N/A,4,9-2,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Qaabil (IRE),Reserve,0,Peter Fahey,NR,N/A,7,9-6,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Pixie Evans (IRE),J. Kearney,7,Patrick Martin,14th,7 1/2 l,5,9-2,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Field Of Honour,K. S. McHugh,10,Denis Hogan,13th,5 1/2 l,4,9-6p1,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Roderick,C. T. Keane,0,James McAuley,12th,3 1/2 l,7,10-2,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Adatorio,S. D. Bowen,7,Denis Hogan,11th,7 1/2 l,4,8-10p,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Big Baby Bull (IRE),J. M. Sheridan,3,Denis Hogan,10th,1/2 l,7,10-2t,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Inflection Point (IRE),Cillian McConnell,7,John McConnell,9th,1 1/2 l,7,10-2,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Qasbaz (IRE),William James Lee,0,James McAuley,8th,3/4 l,6,9-6p,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Designer Cailin (IRE),W. M. Lordan,0,Patrick Martin,7th,1 1/2 l,5,8-10,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Chavajod,S. B. Kelly,0,John Patrick Murtagh,6th,3/4 l,5,9-10b,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Bringsty,C. D. Hayes,0,Patrick Downey,5th,Head,5,8-10t1,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Prince Of Abington (IRE),Jessica O'Gorman,7,John McConnell,4th,Neck,5,8-10b1,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Numoor,M. P. Sheehy,0,John McConnell,3rd,2 1/2 l,5,8-10tv,-,True,43,5
