track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 3rd March 2023 19:30,N/A,19:30,Standard,1m,Cairo (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-8,-,True,43,39
Dundalk Racing Results | 3rd March 2023 19:30,N/A,19:30,Standard,1m,Ti Amo Sempre (IRE),Ben Martin Coen,0,Adrian Murray,8th,8 1/2 l,3,9-0,-,True,43,39
Dundalk Racing Results | 3rd March 2023 19:30,N/A,19:30,Standard,1m,Tiverton,C. T. Keane,0,D. K. Weld,7th,2 1/2 l,3,9-5,-,True,43,39
Dundalk Racing Results | 3rd March 2023 19:30,N/A,19:30,Standard,1m,All Things Nice (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,6th,1 1/2 l,3,9-0t1,-,True,43,39
Dundalk Racing Results | 3rd March 2023 19:30,N/A,19:30,Standard,1m,Miss Caruso (IRE),R. P. Whelan,0,Adrian McGuinness,5th,2 l,3,9-0,-,True,43,39
Dundalk Racing Results | 3rd March 2023 19:30,N/A,19:30,Standard,1m,Cash Out (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,4th,1/2 l,3,9-5t,-,True,43,39
Dundalk Racing Results | 3rd March 2023 19:30,N/A,19:30,Standard,1m,Stormy Entry (USA),Seamie Heffernan,0,W. P. Browne,3rd,1 1/4 l,3,9-5,-,True,43,39
Dundalk Racing Results | 3rd March 2023 19:30,N/A,19:30,Standard,1m,News At Ten,William James Lee,0,M. D. O'Callaghan,2nd,2 l,3,9-5,-,True,43,39
Dundalk Racing Results | 3rd March 2023 19:30,N/A,19:30,Standard,1m,Cairo (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-8,-,True,43,39
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Gidwa (IRE),M. P. Sheehy,0,John McConnell,14th,1 3/4 l,4,8-13,70,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Shanghai Dragon (IRE),C. Geerdharry,10,John Patrick Murtagh,13th,1 1/4 l,4,10-0b,85,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Gobi Star (IRE),D. B. McMonagle,0,Patrick Martin,12th,Neck,5,9-1t,72,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Punk Poet (IRE),S. M. Crosse,0,Edward Lynam,11th,3 l,6,9-10t,81,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Admiral Nelson,K. Bailey,10,J. F. Levins,10th,Head,5,9-1t,72,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Rocky Dreams,W. M. Lordan,0,James McAuley,9th,1 1/4 l,6,9-3p,74,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Pulse Of Shanghai (IRE),J. A. Powell,5,James McAuley,8th,1/2 l,7,8-7tb1,64,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Jered Maddox,D. W. O'Connor,0,David Marnane,7th,1 1/2 l,7,9-1,72,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Solar Breeze (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,3/4 l,4,9-4,75,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Half Nutz (IRE),Adam Caffrey,7,Adrian McGuinness,5th,1/2 l,6,9-12,83,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Macadam's Rock (IRE),Declan McDonogh,0,Miss Hilary McLoughlin,4th,1/2 l,5,8-9,66,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Benavente,J. Kearney,7,Richard John O'Brien,3rd,1 1/4 l,5,9-6,77,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Free Solo (IRE),G. M. Ryan,0,P. J. F. Murphy,2nd,Neck,6,9-6tp,77,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Might And Mercy,C. T. Keane,0,Noel Meade,1st,N/A,4,9-3p,74,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Gidwa (IRE),M. P. Sheehy,0,John McConnell,14th,1 3/4 l,4,8-13,70,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Shanghai Dragon (IRE),C. Geerdharry,10,John Patrick Murtagh,13th,1 1/4 l,4,10-0b,85,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Gobi Star (IRE),D. B. McMonagle,0,Patrick Martin,12th,Neck,5,9-1t,72,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Punk Poet (IRE),S. M. Crosse,0,Edward Lynam,11th,3 l,6,9-10t,81,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Admiral Nelson,K. Bailey,10,J. F. Levins,10th,Head,5,9-1t,72,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Rocky Dreams,W. M. Lordan,0,James McAuley,9th,1 1/4 l,6,9-3p,74,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Pulse Of Shanghai (IRE),J. A. Powell,5,James McAuley,8th,1/2 l,7,8-7tb1,64,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Jered Maddox,D. W. O'Connor,0,David Marnane,7th,1 1/2 l,7,9-1,72,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Solar Breeze (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,3/4 l,4,9-4,75,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Half Nutz (IRE),Adam Caffrey,7,Adrian McGuinness,5th,1/2 l,6,9-12,83,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Macadam's Rock (IRE),Declan McDonogh,0,Miss Hilary McLoughlin,4th,1/2 l,5,8-9,66,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Benavente,J. Kearney,7,Richard John O'Brien,3rd,1 1/4 l,5,9-6,77,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Free Solo (IRE),G. M. Ryan,0,P. J. F. Murphy,2nd,Neck,6,9-6tp,77,True,43,40
Dundalk Racing Results | 3rd March 2023 20:00,N/A,20:00,Standard,7f,Might And Mercy,C. T. Keane,0,Noel Meade,1st,N/A,4,9-3p,74,True,43,40
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Twentynine Palms (USA),Declan McDonogh,0,Joseph Patrick O'Brien,14th,1 1/4 l,3,9-11tp1,69,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Gustav Ucicky (IRE),L. T. McAteer,0,Andrew Kinirons,13th,2 1/4 l,3,9-12t,70,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Amemri,A. J. Slattery,0,David Marnane,12th,1 1/2 l,3,8-7,51,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Thirtysecondstreet (IRE),Jack Cleary,7,Luke Comer,11th,Neck,3,9-0,58,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Barney's Joy (IRE),R. P. Whelan,0,M. Halford & T. Collins,10th,Head,3,8-13h,57,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Little Keilee (IRE),D. B. McMonagle,0,Ciaran Murphy,9th,1/2 l,3,9-8,66,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Lashes (IRE),J. A. Powell,5,Muredach Kelly,8th,1 l,3,8-10t,54,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Alfarida (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,7th,Neck,3,8-13,57,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Indian Outlaw (IRE),J. Kearney,7,Andrew McNamara,6th,Neck,3,9-0,58,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Havana Notion,G. F. Carroll,0,J. J. Feane,5th,Head,3,9-4,62,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Memorial Verse (IRE),Ben Martin Coen,0,Edward Lynam,4th,3/4 l,3,9-4h,62,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Bright Dick (IRE),N. M. Crosse,0,Luke Comer,3rd,3/4 l,3,9-11,69,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Knockmore Prince (IRE),L. F. Roche,0,Noel Meade,2nd,Nose,3,8-11,55,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Distillate,C. J. MacRedmond,5,Adrian McGuinness,1st,N/A,3,9-9t1,67,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Twentynine Palms (USA),Declan McDonogh,0,Joseph Patrick O'Brien,14th,1 1/4 l,3,9-11tp1,69,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Gustav Ucicky (IRE),L. T. McAteer,0,Andrew Kinirons,13th,2 1/4 l,3,9-12t,70,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Amemri,A. J. Slattery,0,David Marnane,12th,1 1/2 l,3,8-7,51,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Thirtysecondstreet (IRE),Jack Cleary,7,Luke Comer,11th,Neck,3,9-0,58,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Barney's Joy (IRE),R. P. Whelan,0,M. Halford & T. Collins,10th,Head,3,8-13h,57,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Little Keilee (IRE),D. B. McMonagle,0,Ciaran Murphy,9th,1/2 l,3,9-8,66,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Lashes (IRE),J. A. Powell,5,Muredach Kelly,8th,1 l,3,8-10t,54,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Alfarida (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,7th,Neck,3,8-13,57,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Indian Outlaw (IRE),J. Kearney,7,Andrew McNamara,6th,Neck,3,9-0,58,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Havana Notion,G. F. Carroll,0,J. J. Feane,5th,Head,3,9-4,62,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Memorial Verse (IRE),Ben Martin Coen,0,Edward Lynam,4th,3/4 l,3,9-4h,62,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Bright Dick (IRE),N. M. Crosse,0,Luke Comer,3rd,3/4 l,3,9-11,69,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Knockmore Prince (IRE),L. F. Roche,0,Noel Meade,2nd,Nose,3,8-11,55,True,43,41
Dundalk Racing Results | 3rd March 2023 20:30,N/A,20:30,Standard,7f,Distillate,C. J. MacRedmond,5,Adrian McGuinness,1st,N/A,3,9-9t1,67,True,43,41
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Adam's Angel (IRE),C. D. Maxwell,0,Francis Casey,UR,N/A,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Sovereignty (IRE),H. Morgan,3,J. J. Lambe,24th,84 l,4,11-7h,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Breakintheclouds (IRE),E. Walsh,5,Patrick Downey,23rd,2 1/4 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Brush Roscoe (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,22nd,11 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Carlton Gardens,L. P. Dempsey,0,Gavin Patrick Cromwell,21st,1 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,The Cooleen (IRE),Phillip Enright,0,J. P. Flavin,20th,Neck,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Vector Belle (IRE),R. A. Doyle,0,Gillian Scott,19th,8 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Okarito River (IRE),B. P. Kennedy,7,F. Flood,18th,3/4 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Uberrima Fides,Patrick O'Hanlon,5,Stuart Crawford,17th,1/2 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Aegirine (IRE),M. J. M. O'Sullivan,5,Eugene M. O'Sullivan,16th,3 1/2 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Always Force It (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,15th,8 1/2 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Zebos Beanos (IRE),B. W. Harvey,5,D. McNamara,14th,1/2 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Mont Athena,A. P. Kelly,7,Anthony McCann,13th,4 3/4 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Carslake,Cian Cullinan,7,Aengus King,12th,2 1/2 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,He Picked Us,Keith Donoghue,0,Gavin Patrick Cromwell,11th,4 1/2 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Gabbys Girl (IRE),Jack Foley,0,Thomas Mullins,10th,8 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Jeriko De Baune (FR),B. Hayes,0,Philip Fenton,9th,1 3/4 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Ossie's Lodge (IRE),Peter Carberry,0,A. J. Martin,8th,1 1/2 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Golden Nugget (IRE),Sam Ewing,0,Gordon Elliott,7th,2 1/2 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Winterscape,Richard Deegan,0,Paul Nolan,6th,8 l,4,11-7t,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Red Trail (IRE),S. F. O'Keeffe,0,Andrew McNamara,5th,1/2 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Como Park (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,Nose,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Samadabad (FR),D. E. Mullins,0,Ellmarie Holden,3rd,3 1/2 l,4,11-7t1,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Media Naranja (IRE),Jordan Colin Gainford,0,Gordon Elliott,2nd,Nose,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Grappa Nonino (IRE),D. J. O'Keeffe,0,D. K. Weld,1st,N/A,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Adam's Angel (IRE),C. D. Maxwell,0,Francis Casey,UR,N/A,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Sovereignty (IRE),H. Morgan,3,J. J. Lambe,24th,84 l,4,11-7h,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Breakintheclouds (IRE),E. Walsh,5,Patrick Downey,23rd,2 1/4 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Brush Roscoe (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,22nd,11 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Carlton Gardens,L. P. Dempsey,0,Gavin Patrick Cromwell,21st,1 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,The Cooleen (IRE),Phillip Enright,0,J. P. Flavin,20th,Neck,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Vector Belle (IRE),R. A. Doyle,0,Gillian Scott,19th,8 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Okarito River (IRE),B. P. Kennedy,7,F. Flood,18th,3/4 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Uberrima Fides,Patrick O'Hanlon,5,Stuart Crawford,17th,1/2 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Aegirine (IRE),M. J. M. O'Sullivan,5,Eugene M. O'Sullivan,16th,3 1/2 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Always Force It (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,15th,8 1/2 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Zebos Beanos (IRE),B. W. Harvey,5,D. McNamara,14th,1/2 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Mont Athena,A. P. Kelly,7,Anthony McCann,13th,4 3/4 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Carslake,Cian Cullinan,7,Aengus King,12th,2 1/2 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,He Picked Us,Keith Donoghue,0,Gavin Patrick Cromwell,11th,4 1/2 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Gabbys Girl (IRE),Jack Foley,0,Thomas Mullins,10th,8 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Jeriko De Baune (FR),B. Hayes,0,Philip Fenton,9th,1 3/4 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Ossie's Lodge (IRE),Peter Carberry,0,A. J. Martin,8th,1 1/2 l,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Golden Nugget (IRE),Sam Ewing,0,Gordon Elliott,7th,2 1/2 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Winterscape,Richard Deegan,0,Paul Nolan,6th,8 l,4,11-7t,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Red Trail (IRE),S. F. O'Keeffe,0,Andrew McNamara,5th,1/2 l,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Como Park (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,Nose,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Samadabad (FR),D. E. Mullins,0,Ellmarie Holden,3rd,3 1/2 l,4,11-7t1,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Media Naranja (IRE),Jordan Colin Gainford,0,Gordon Elliott,2nd,Nose,4,11-0,-,True,43,42
Navan Racing Results | 4th March 2023 14:00,N/A,14:00,Good To Yielding,2m,Grappa Nonino (IRE),D. J. O'Keeffe,0,D. K. Weld,1st,N/A,4,11-7,-,True,43,42
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Charity Barnum (IRE),Jordan Colin Gainford,0,Gordon Elliott,F,N/A,5,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Skipinyourstep (IRE),J. J. Slevin,0,Richard James Daniels,F,N/A,6,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Midnight Twinkle (IRE),A. M. McCurtin,0,J. P. Flavin,12th,69 l,5,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Sweet Bonnie (IRE),D. E. Mullins,0,J. P. Flavin,11th,6 1/2 l,5,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Assume Nothing (IRE),S. Fitzgerald,3,B. R. Hamilton,10th,24 l,6,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Destivelle (IRE),Sean Flanagan,0,Shane Kieran Ryder,9th,1/2 l,4,10-11,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Smallcashprize (IRE),S. F. O'Keeffe,0,Mrs Prunella Dobbs,8th,3/4 l,6,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Shesdoenwell (IRE),D. J. O'Keeffe,0,T. Gibney,7th,18 l,7,11-7t,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Presenting Beeper (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,6th,8 l,6,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Young Lucy (IRE),Peter Carberry,0,A. J. Martin,5th,18 l,4,10-11,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Chautuaqua (IRE),D. King,5,Denis Hogan,4th,2 l,5,11-7ht1,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Cash The Cheque (IRE),Denis O'Regan,0,Anthony McCann,3rd,2 l,5,11-7h,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Broomfield Bijou (IRE),L. P. Dempsey,0,J. P. Dempsey,2nd,1/2 l,5,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,We Got This (USA),Patrick Michael O'Brien,7,F. G. Hand,1st,N/A,5,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Charity Barnum (IRE),Jordan Colin Gainford,0,Gordon Elliott,F,N/A,5,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Skipinyourstep (IRE),J. J. Slevin,0,Richard James Daniels,F,N/A,6,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Midnight Twinkle (IRE),A. M. McCurtin,0,J. P. Flavin,12th,69 l,5,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Sweet Bonnie (IRE),D. E. Mullins,0,J. P. Flavin,11th,6 1/2 l,5,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Assume Nothing (IRE),S. Fitzgerald,3,B. R. Hamilton,10th,24 l,6,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Destivelle (IRE),Sean Flanagan,0,Shane Kieran Ryder,9th,1/2 l,4,10-11,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Smallcashprize (IRE),S. F. O'Keeffe,0,Mrs Prunella Dobbs,8th,3/4 l,6,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Shesdoenwell (IRE),D. J. O'Keeffe,0,T. Gibney,7th,18 l,7,11-7t,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Presenting Beeper (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,6th,8 l,6,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Young Lucy (IRE),Peter Carberry,0,A. J. Martin,5th,18 l,4,10-11,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Chautuaqua (IRE),D. King,5,Denis Hogan,4th,2 l,5,11-7ht1,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Cash The Cheque (IRE),Denis O'Regan,0,Anthony McCann,3rd,2 l,5,11-7h,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,Broomfield Bijou (IRE),L. P. Dempsey,0,J. P. Dempsey,2nd,1/2 l,5,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 14:35,N/A,14:35,Good To Yielding,2m,We Got This (USA),Patrick Michael O'Brien,7,F. G. Hand,1st,N/A,5,11-7,-,True,43,43
Navan Racing Results | 4th March 2023 15:10,N/A,15:10,Yielding,2m 4f,Callthebarman (IRE),Gearoid Patrick Brouder,5,Neill McCluskey,PU,N/A,9,10-9tb,97,True,43,44
Navan Racing Results | 4th March 2023 15:10,N/A,15:10,Yielding,2m 4f,Ashton Court (IRE),Sam Ewing,0,Gordon Elliott,PU,N/A,9,10-0,88,True,43,44
Navan Racing Results | 4th March 2023 15:10,N/A,15:10,Yielding,2m 4f,Simply Shabra (IRE),Miss A. B. O'Connor,3,Anthony McCann,F,N/A,8,11-1b1,103,True,43,44
Navan Racing Results | 4th March 2023 15:10,N/A,15:10,Yielding,2m 4f,Billable Grant (IRE),Gavin Peter Brouder,5,Colin A. McBratney,23rd,25 l,6,11-8,110,True,43,44
