track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Mousey Brown (IRE),P J O'Hanlon,3,D A McLoughlin,NR,N/A,7,10-11t,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Pebble Bleu (IRE),P T Enright,0,C Motherway,5th,3/4 l,5,10-11,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Good As Hell (IRE),Niall Moore,7,P Fenton,4th,8 l,9,10-11b,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Bonnie Kellie (IRE),C M Quirke,5,S Curling,3rd,6 l,7,10-11p1,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Bella Bliss (IRE),S D Torrens,0,J C McConnell,2nd,3/4 l,7,11-2t,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Hurricane Georgie (IRE),Sam Ewing,0,G Elliott,1st,N/A,7,10-11,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Mousey Brown (IRE),P J O'Hanlon,3,D A McLoughlin,NR,N/A,7,10-11t,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Pebble Bleu (IRE),P T Enright,0,C Motherway,5th,3/4 l,5,10-11,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Good As Hell (IRE),Niall Moore,7,P Fenton,4th,8 l,9,10-11b,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Bonnie Kellie (IRE),C M Quirke,5,S Curling,3rd,6 l,7,10-11p1,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Bella Bliss (IRE),S D Torrens,0,J C McConnell,2nd,3/4 l,7,11-2t,-,True,116,1
Limerick Racing Results | 23rd May 2024 17:55,N/A,17:55,Good (Good To Firm In Places),2m 3f 160y,Hurricane Georgie (IRE),Sam Ewing,0,G Elliott,1st,N/A,7,10-11,-,True,116,1
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Silent Flight (IRE),D J O'Keeffe,0,P Byrne,NR,N/A,8,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Cuta Des As (FR),B Hayes,0,W P Mullins,NR,N/A,7,11-5,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Brave Adam (IRE),M J M O'Sullivan,0,T Cooper,NR,N/A,6,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Whateys Quest (IRE),P T Enright,0,C Byrnes,11th,19 l,6,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Fathom Two (IRE),K M Donoghue,0,G P Cromwell,10th,54 l,7,11-12t,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Whatsavailable (IRE),G Brouder,5,M F Morris,9th,1 l,7,11-12t,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Aurea Fortuna (IRE),D King,0,G Keane,8th,6 l,5,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Maidenstreetprince (IRE),P Byrnes,3,C Byrnes,7th,1/2 l,7,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Fortunedefortunata (IRE),J C Gainford,0,G Elliott,6th,1/2 l,7,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,The Friday Man,D Meyler,0,M McCabe,5th,6 l,7,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,An Peann Dearg (IRE),S W Flanagan,0,P Nolan,4th,2 3/4 l,7,11-12ht,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Ambitious Fellow (IRE),Sam Ewing,0,Peter Fahey,3rd,4 3/4 l,8,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Moonovercloon (IRE),J Smith,7,M J Smith,2nd,1 3/4 l,7,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Mayor's Walk (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,5,11-5h,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Silent Flight (IRE),D J O'Keeffe,0,P Byrne,NR,N/A,8,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Cuta Des As (FR),B Hayes,0,W P Mullins,NR,N/A,7,11-5,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Brave Adam (IRE),M J M O'Sullivan,0,T Cooper,NR,N/A,6,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Whateys Quest (IRE),P T Enright,0,C Byrnes,11th,19 l,6,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Fathom Two (IRE),K M Donoghue,0,G P Cromwell,10th,54 l,7,11-12t,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Whatsavailable (IRE),G Brouder,5,M F Morris,9th,1 l,7,11-12t,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Aurea Fortuna (IRE),D King,0,G Keane,8th,6 l,5,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Maidenstreetprince (IRE),P Byrnes,3,C Byrnes,7th,1/2 l,7,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Fortunedefortunata (IRE),J C Gainford,0,G Elliott,6th,1/2 l,7,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,The Friday Man,D Meyler,0,M McCabe,5th,6 l,7,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,An Peann Dearg (IRE),S W Flanagan,0,P Nolan,4th,2 3/4 l,7,11-12ht,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Ambitious Fellow (IRE),Sam Ewing,0,Peter Fahey,3rd,4 3/4 l,8,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Moonovercloon (IRE),J Smith,7,M J Smith,2nd,1 3/4 l,7,11-12,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:25,N/A,18:25,Good (Good To Firm In Places),2m 3f 160y,Mayor's Walk (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,5,11-5h,-,True,116,2
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Junot (IRE),D J O'Keeffe,0,M Winters,NR,N/A,5,11-11tp,92,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Katzoff (IRE),T P Harney,7,J Morrison,NR,N/A,7,10-9,76,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Filon D'oudairies (FR),C G O'Dwyer,5,J P Broderick,UR,N/A,9,11-11p,92,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Gold Haven (IRE),K M Donoghue,0,P W Flynn,PU,N/A,6,12-0tb,95,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Rule Of June (IRE),S W Flanagan,0,L Casey,PU,N/A,10,11-3,84,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Coastguard Lady (IRE),J P O'Sullivan,0,P J Rothwell,PU,N/A,6,11-4tp,85,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Fly De Megaudais (FR),C M Quirke,5,M J McDonagh,F,N/A,11,10-4,71,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Out Of The Park (IRE),P T Enright,0,A O'Grady,10th,1 1/4 l,6,11-2p,83,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Kilashee (IRE),D King,0,J P Ryan,9th,7 l,9,11-1,82,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Gendarme (IRE),S O'Callaghan,5,C Coakley,8th,3 l,9,10-13,80,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Kate Ill Know (IRE),D J O'Keeffe,0,D Budds,7th,1/2 l,11,10-13t,80,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Clyde The Glide (IRE),P K Donovan,5,P G Kelly,6th,1/2 l,7,10-10t,77,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Ennemi Public (FR),J J Slevin,0,D Howard,5th,1 1/2 l,10,10-4tp,71,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Fr Gilligansvoyge,S F O'Keeffe,0,John G Carr,4th,2 1/2 l,11,10-0tb,67,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Tullyhogue Fort (IRE),Mr P J O'Neill,7,John F O'Neill,3rd,1 1/4 l,8,12-0,95,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Kilmacurkin (IRE),P Byrnes,3,James Andrew Fahey,2nd,3/4 l,8,11-2,83,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Crowsatedappletart (IRE),S Fitzgerald,0,M Winters,1st,N/A,7,11-0tp,81,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Junot (IRE),D J O'Keeffe,0,M Winters,NR,N/A,5,11-11tp,92,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Katzoff (IRE),T P Harney,7,J Morrison,NR,N/A,7,10-9,76,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Filon D'oudairies (FR),C G O'Dwyer,5,J P Broderick,UR,N/A,9,11-11p,92,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Gold Haven (IRE),K M Donoghue,0,P W Flynn,PU,N/A,6,12-0tb,95,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Rule Of June (IRE),S W Flanagan,0,L Casey,PU,N/A,10,11-3,84,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Coastguard Lady (IRE),J P O'Sullivan,0,P J Rothwell,PU,N/A,6,11-4tp,85,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Fly De Megaudais (FR),C M Quirke,5,M J McDonagh,F,N/A,11,10-4,71,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Out Of The Park (IRE),P T Enright,0,A O'Grady,10th,1 1/4 l,6,11-2p,83,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Kilashee (IRE),D King,0,J P Ryan,9th,7 l,9,11-1,82,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Gendarme (IRE),S O'Callaghan,5,C Coakley,8th,3 l,9,10-13,80,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Kate Ill Know (IRE),D J O'Keeffe,0,D Budds,7th,1/2 l,11,10-13t,80,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Clyde The Glide (IRE),P K Donovan,5,P G Kelly,6th,1/2 l,7,10-10t,77,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Ennemi Public (FR),J J Slevin,0,D Howard,5th,1 1/2 l,10,10-4tp,71,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Fr Gilligansvoyge,S F O'Keeffe,0,John G Carr,4th,2 1/2 l,11,10-0tb,67,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Tullyhogue Fort (IRE),Mr P J O'Neill,7,John F O'Neill,3rd,1 1/4 l,8,12-0,95,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Kilmacurkin (IRE),P Byrnes,3,James Andrew Fahey,2nd,3/4 l,8,11-2,83,True,116,3
Limerick Racing Results | 23rd May 2024 18:55,N/A,18:55,Good (Good To Firm In Places),2m 3f 160y,Crowsatedappletart (IRE),S Fitzgerald,0,M Winters,1st,N/A,7,11-0tp,81,True,116,3
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Givehimthehonour (IRE),S F O'Keeffe,0,P Nolan,NR,N/A,6,11-12,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Sam Magee (IRE),Rachael Blackmore,0,H De Bromhead,NR,N/A,7,11-12t,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,All In Montmartre (FR),D J O'Keeffe,0,H De Bromhead,NR,N/A,6,11-12t,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,West Is Awake (IRE),K M Donoghue,0,E Cawley,NR,N/A,8,11-12h,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Folcano (FR),J C Gainford,0,G Elliott,NR,N/A,9,11-12p,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Portnacoo (IRE),S Fitzgerald,0,Jamie Sloan,6th,89 l,6,11-12t1,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Chiefs Kingdom (IRE),R Deegan,0,P Nolan,5th,10 l,6,11-12t,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Caesar Rock (IRE),R A Doyle,0,M F Morris,4th,3 1/2 l,8,11-12,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,What Path (FR),D E Mullins,0,W P Mullins,3rd,5 1/2 l,7,11-12t,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Stuzzikini (IRE),Sam Ewing,0,G Elliott,2nd,6 l,6,11-12,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Reverend Hubert (IRE),P Byrnes,3,C Byrnes,1st,N/A,6,11-12,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Givehimthehonour (IRE),S F O'Keeffe,0,P Nolan,NR,N/A,6,11-12,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Sam Magee (IRE),Rachael Blackmore,0,H De Bromhead,NR,N/A,7,11-12t,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,All In Montmartre (FR),D J O'Keeffe,0,H De Bromhead,NR,N/A,6,11-12t,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,West Is Awake (IRE),K M Donoghue,0,E Cawley,NR,N/A,8,11-12h,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Folcano (FR),J C Gainford,0,G Elliott,NR,N/A,9,11-12p,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Portnacoo (IRE),S Fitzgerald,0,Jamie Sloan,6th,89 l,6,11-12t1,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Chiefs Kingdom (IRE),R Deegan,0,P Nolan,5th,10 l,6,11-12t,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Caesar Rock (IRE),R A Doyle,0,M F Morris,4th,3 1/2 l,8,11-12,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,What Path (FR),D E Mullins,0,W P Mullins,3rd,5 1/2 l,7,11-12t,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Stuzzikini (IRE),Sam Ewing,0,G Elliott,2nd,6 l,6,11-12,-,True,116,4
Limerick Racing Results | 23rd May 2024 19:25,N/A,19:25,Good To Firm,2m 6f 160y,Reverend Hubert (IRE),P Byrnes,3,C Byrnes,1st,N/A,6,11-12,-,True,116,4
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Carrolls Cottage (IRE),Niall Moore,7,P Fenton,NR,N/A,8,11-9tb,97,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Lilian Bland (IRE),R Deegan,0,N P Hennessy,NR,N/A,8,11-11h,99,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Eltico (IRE),G Brouder,5,J H Black,NR,N/A,11,10-3t,77,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Glenmalure Lodge (IRE),S D Torrens,0,P J Rothwell,NR,N/A,10,10-11p,85,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Song For My Father (IRE),J C Gainford,0,R O'Sullivan,NR,N/A,7,11-2,90,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Danesfort Mayfly (IRE),P T Enright,0,W J Lanigan,NR,N/A,7,10-3t,77,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Starlight Cato (IRE),D King,0,D Howard,NR,N/A,7,10-10,84,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Le Malin (FR),Mr N McParlan,0,S McParlan,NR,N/A,10,11-12,100,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Electric Dreamer (IRE),S W Flanagan,0,W J Burke,F,N/A,6,11-1p1,89,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Father Jed (IRE),S F O'Keeffe,0,J P Ryan,9th,7 l,13,10-1,75,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Getaway Master (IRE),D E Mullins,0,Richard Daniels,8th,18 l,7,11-5,93,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Stormy Master (IRE),L Quinlan,3,R Hackett,7th,5 l,10,10-13b,87,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Out The Gap,P K Donovan,5,P G Kelly,6th,6 l,8,11-9t,97,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Tuff Days (IRE),M P O'Connor,3,Michael Barry,5th,3 3/4 l,7,11-1,89,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Greenway Machine (IRE),Cian Cullinan,7,Ms H P Markham,4th,4 1/2 l,12,10-0,74,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Chainofconsequence (IRE),Mr A P Ryan,7,M J McDonagh,3rd,1 3/4 l,7,11-3b,91,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Cosmic Blizzard (IRE),P T Enright,0,S Curling,2nd,1/2 l,5,12-0,102,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Kilmurry Jj (IRE),J P Shinnick,7,T O'Brien,1st,N/A,7,11-13t,101,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Carrolls Cottage (IRE),Niall Moore,7,P Fenton,NR,N/A,8,11-9tb,97,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Lilian Bland (IRE),R Deegan,0,N P Hennessy,NR,N/A,8,11-11h,99,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Eltico (IRE),G Brouder,5,J H Black,NR,N/A,11,10-3t,77,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Glenmalure Lodge (IRE),S D Torrens,0,P J Rothwell,NR,N/A,10,10-11p,85,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Song For My Father (IRE),J C Gainford,0,R O'Sullivan,NR,N/A,7,11-2,90,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Danesfort Mayfly (IRE),P T Enright,0,W J Lanigan,NR,N/A,7,10-3t,77,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Starlight Cato (IRE),D King,0,D Howard,NR,N/A,7,10-10,84,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Le Malin (FR),Mr N McParlan,0,S McParlan,NR,N/A,10,11-12,100,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Electric Dreamer (IRE),S W Flanagan,0,W J Burke,F,N/A,6,11-1p1,89,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Father Jed (IRE),S F O'Keeffe,0,J P Ryan,9th,7 l,13,10-1,75,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Getaway Master (IRE),D E Mullins,0,Richard Daniels,8th,18 l,7,11-5,93,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Stormy Master (IRE),L Quinlan,3,R Hackett,7th,5 l,10,10-13b,87,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Out The Gap,P K Donovan,5,P G Kelly,6th,6 l,8,11-9t,97,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Tuff Days (IRE),M P O'Connor,3,Michael Barry,5th,3 3/4 l,7,11-1,89,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Greenway Machine (IRE),Cian Cullinan,7,Ms H P Markham,4th,4 1/2 l,12,10-0,74,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Chainofconsequence (IRE),Mr A P Ryan,7,M J McDonagh,3rd,1 3/4 l,7,11-3b,91,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Cosmic Blizzard (IRE),P T Enright,0,S Curling,2nd,1/2 l,5,12-0,102,True,116,5
Limerick Racing Results | 23rd May 2024 20:00,N/A,20:00,Good To Firm,2m 6f 160y,Kilmurry Jj (IRE),J P Shinnick,7,T O'Brien,1st,N/A,7,11-13t,101,True,116,5
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Grange Island (IRE),D J O'Keeffe,0,W J Burke,NR,N/A,8,11-13tp,114,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,He Fitz In (IRE),S O'Callaghan,5,D E Fitzgerald,NR,N/A,8,10-13v,100,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Bocelli's Voice (IRE),P J O'Hanlon,3,D A McLoughlin,NR,N/A,8,11-10tp,111,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Gateau De Miel (FR),Rachael Blackmore,0,H De Bromhead,NR,N/A,8,11-13t,114,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Favori Logique (FR),T P Harney,7,R O'Sullivan,NR,N/A,9,11-7,108,True,116,6
