track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Watch The Weather,C P Millar,7,R P Cody,7th,4 1/2 l,8,11-8t,129,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Cato's Revenge (IRE),S D Torrens,0,P J Rothwell,6th,2 1/4 l,7,10-11p,118,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Junior Rattler (IRE),P T Enright,0,O McKiernan,5th,Neck,9,10-5tp,112,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Winning Smut (IRE),D J O'Keeffe,0,M Hourigan,4th,3 1/4 l,5,10-7t1,114,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Linden Arden (IRE),B Hayes,0,M J Bowe,3rd,Head,6,10-9,116,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Western Walk (IRE),M J M O'Sullivan,0,Jonathan Sweeney,2nd,1 3/4 l,7,11-12,133,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Baltic Bird,O R Brown,5,W Durkan,1st,N/A,5,11-0h,121,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Brampton Belle,Rachael Blackmore,0,H De Bromhead,NR,N/A,8,10-13p,120,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,A Great View (IRE),C G O'Dwyer,5,D Cullen,F,N/A,13,10-5p,112,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,West Is Awake (IRE),D J Gilligan,3,E Cawley,F,N/A,8,10-11h,118,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Toto Too (IRE),K M Donoghue,0,G P Cromwell,BD,N/A,7,11-11,132,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Rock On Seamie (IRE),L Quinlan,3,R Hackett,12th,2 l,9,10-11,118,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Cozone,J Smith,7,M J Smith,11th,1 1/2 l,7,10-9b,116,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Influential Lady (IRE),K Callaghan,5,J Barcoe,10th,1 3/4 l,10,10-3,110,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Zolpharine (IRE),D King,0,J P Ryan,9th,1/2 l,6,10-3,110,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Vina Ardanza (IRE),Sam Ewing,0,G Elliott,8th,1/2 l,7,11-12,133,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Watch The Weather,C P Millar,7,R P Cody,7th,4 1/2 l,8,11-8t,129,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Cato's Revenge (IRE),S D Torrens,0,P J Rothwell,6th,2 1/4 l,7,10-11p,118,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Junior Rattler (IRE),P T Enright,0,O McKiernan,5th,Neck,9,10-5tp,112,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Winning Smut (IRE),D J O'Keeffe,0,M Hourigan,4th,3 1/4 l,5,10-7t1,114,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Linden Arden (IRE),B Hayes,0,M J Bowe,3rd,Head,6,10-9,116,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Western Walk (IRE),M J M O'Sullivan,0,Jonathan Sweeney,2nd,1 3/4 l,7,11-12,133,True,116,40
Ballinrobe Racing Results | 27th May 2024 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 6f 131y,Baltic Bird,O R Brown,5,W Durkan,1st,N/A,5,11-0h,121,True,116,40
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Splashing Out (IRE),S D Torrens,0,E Griffin,NR,N/A,6,11-5,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Zenta (FR),M P Walsh,0,W P Mullins,NR,N/A,5,11-5t1,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Maidenstreetprince (IRE),P Byrnes,3,C Byrnes,NR,N/A,7,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Dragon's Pass (IRE),Sam Ewing,0,Mrs D Foster,NR,N/A,8,11-5b,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Gainstown (IRE),N T Prendergast,7,C Keegan,PU,N/A,8,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Banada Bridge (IRE),S W Flanagan,0,Mrs D Foster,6th,7 l,7,11-5,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Chrisaldy (FR),D J O'Keeffe,0,D Cullen,5th,29 l,9,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Hypotenus,K M Donoghue,0,G P Cromwell,4th,3 1/2 l,5,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Banjaxed,R A Doyle,0,L Fowler,3rd,7 l,7,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Mighty Tom (IRE),D J Gilligan,3,C Collins,2nd,7 1/2 l,9,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Extrapolation (IRE),D E Mullins,0,R O'Brien,1st,N/A,7,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Splashing Out (IRE),S D Torrens,0,E Griffin,NR,N/A,6,11-5,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Zenta (FR),M P Walsh,0,W P Mullins,NR,N/A,5,11-5t1,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Maidenstreetprince (IRE),P Byrnes,3,C Byrnes,NR,N/A,7,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Dragon's Pass (IRE),Sam Ewing,0,Mrs D Foster,NR,N/A,8,11-5b,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Gainstown (IRE),N T Prendergast,7,C Keegan,PU,N/A,8,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Banada Bridge (IRE),S W Flanagan,0,Mrs D Foster,6th,7 l,7,11-5,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Chrisaldy (FR),D J O'Keeffe,0,D Cullen,5th,29 l,9,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Hypotenus,K M Donoghue,0,G P Cromwell,4th,3 1/2 l,5,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Banjaxed,R A Doyle,0,L Fowler,3rd,7 l,7,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Mighty Tom (IRE),D J Gilligan,3,C Collins,2nd,7 1/2 l,9,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 1f 54y,Extrapolation (IRE),D E Mullins,0,R O'Brien,1st,N/A,7,11-12,-,True,116,41
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Romeo Magico (IRE),Rachael Blackmore,0,E Mullins,PU,N/A,6,10-0ht1,127,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Idas Boy (IRE),S W Flanagan,0,N Meade,15th,1/2 l,10,11-8p,149,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Arrycan (IRE),J J Slevin,0,L P Cusack,14th,3 1/4 l,10,10-0,127,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Final Orders,K M Donoghue,0,G P Cromwell,13th,32 l,8,11-4t,145,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,We'llhavewan (IRE),K Callaghan,5,W P Mullins,12th,7 l,9,10-0tp,127,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Flanking Maneuver (IRE),M J M O'Sullivan,0,N Meade,11th,Neck,9,10-7t1,134,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Stealthy Tom (IRE),C G O'Dwyer,5,E Bolger,10th,2 1/4 l,9,11-2p,143,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Captains Nephew (IRE),Mr T Power Roche,7,P J Rothwell,9th,Neck,7,10-5,132,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Ballykeel (IRE),J C Gainford,0,G Elliott,8th,11 l,8,10-2t,129,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Aime Desjy (FR),D E Mullins,0,W P Mullins,7th,4 3/4 l,9,10-9,136,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Battle Of Mirbat (IRE),Mr A P Ryan,7,M J McDonagh,6th,1/2 l,7,10-0,127,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Tullybeg (IRE),D J Gilligan,3,G Elliott,5th,1 1/4 l,9,10-13t,140,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Toss Again (IRE),D J O'Keeffe,0,H De Bromhead,4th,1/2 l,7,10-11t,138,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Frontal Assault (IRE),D Meyler,0,G Elliott,3rd,2 3/4 l,9,10-8b,135,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Salvador Ziggy (IRE),C P Millar,7,G Elliott,2nd,8 l,8,11-12,153,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Duffle Coat (IRE),Sam Ewing,0,G Elliott,1st,N/A,7,10-2p,129,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Romeo Magico (IRE),Rachael Blackmore,0,E Mullins,PU,N/A,6,10-0ht1,127,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Idas Boy (IRE),S W Flanagan,0,N Meade,15th,1/2 l,10,11-8p,149,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Arrycan (IRE),J J Slevin,0,L P Cusack,14th,3 1/4 l,10,10-0,127,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Final Orders,K M Donoghue,0,G P Cromwell,13th,32 l,8,11-4t,145,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,We'llhavewan (IRE),K Callaghan,5,W P Mullins,12th,7 l,9,10-0tp,127,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Flanking Maneuver (IRE),M J M O'Sullivan,0,N Meade,11th,Neck,9,10-7t1,134,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Stealthy Tom (IRE),C G O'Dwyer,5,E Bolger,10th,2 1/4 l,9,11-2p,143,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Captains Nephew (IRE),Mr T Power Roche,7,P J Rothwell,9th,Neck,7,10-5,132,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Ballykeel (IRE),J C Gainford,0,G Elliott,8th,11 l,8,10-2t,129,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Aime Desjy (FR),D E Mullins,0,W P Mullins,7th,4 3/4 l,9,10-9,136,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Battle Of Mirbat (IRE),Mr A P Ryan,7,M J McDonagh,6th,1/2 l,7,10-0,127,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Tullybeg (IRE),D J Gilligan,3,G Elliott,5th,1 1/4 l,9,10-13t,140,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Toss Again (IRE),D J O'Keeffe,0,H De Bromhead,4th,1/2 l,7,10-11t,138,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Frontal Assault (IRE),D Meyler,0,G Elliott,3rd,2 3/4 l,9,10-8b,135,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Salvador Ziggy (IRE),C P Millar,7,G Elliott,2nd,8 l,8,11-12,153,True,116,42
Ballinrobe Racing Results | 27th May 2024 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 7f 89y,Duffle Coat (IRE),Sam Ewing,0,G Elliott,1st,N/A,7,10-2p,129,True,116,42
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Definite Plan (IRE),J C Gainford,0,G Elliott,UR,N/A,12,11-8b,120,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Ricky Langford (IRE),S D Torrens,0,P J Rothwell,UR,N/A,10,10-0p,98,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Mc Alpine (IRE),D J O'Keeffe,0,P J Rothwell,6th,21 l,10,10-10,108,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Jacksons Gold (IRE),J G Gilligan,7,Ms Alice Curran,5th,23 l,10,11-4,116,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Nobody Home (IRE),P T Enright,0,E Cawley,4th,4 l,14,10-9p,107,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Bythesametoken (IRE),K M Donoghue,0,R O'Sullivan,3rd,5 l,10,11-11tp,123,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Whatsafellatodo (IRE),J J Slevin,0,Richard Daniels,2nd,3 l,11,10-12,110,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,The Echo Boy (IRE),M J M O'Sullivan,0,D A McLoughlin,1st,N/A,11,11-12t,124,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Definite Plan (IRE),J C Gainford,0,G Elliott,UR,N/A,12,11-8b,120,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Ricky Langford (IRE),S D Torrens,0,P J Rothwell,UR,N/A,10,10-0p,98,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Mc Alpine (IRE),D J O'Keeffe,0,P J Rothwell,6th,21 l,10,10-10,108,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Jacksons Gold (IRE),J G Gilligan,7,Ms Alice Curran,5th,23 l,10,11-4,116,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Nobody Home (IRE),P T Enright,0,E Cawley,4th,4 l,14,10-9p,107,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Bythesametoken (IRE),K M Donoghue,0,R O'Sullivan,3rd,5 l,10,11-11tp,123,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,Whatsafellatodo (IRE),J J Slevin,0,Richard Daniels,2nd,3 l,11,10-12,110,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 3f 36y,The Echo Boy (IRE),M J M O'Sullivan,0,D A McLoughlin,1st,N/A,11,11-12t,124,True,116,43
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Hometomayo (IRE),Miss P Elvin,7,P J Rothwell,NR,N/A,4,11-3t1,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Golden Hill Gal (IRE),Mr F Maguire,0,M J Smith,NR,N/A,4,11-3p1,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Absolute Bliss,Mr S Tobin,7,Paul Tobin,10th,1 1/4 l,4,11-3,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Izoom (IRE),Mr L T Turner,7,Steve Jones,9th,3 3/4 l,4,11-10t1,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Lauro's Legend (IRE),Mr E Mahon,7,P A Fahy,8th,2 1/4 l,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Little Trilby,Mr A J Lord,7,G Elliott,7th,1 l,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Tedworth (IRE),Mr Alan O'Sullivan,7,Michael Barry,6th,5 1/2 l,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Bonnebosq (FR),Mr J P Sampson,7,D Hogan,5th,4 3/4 l,4,11-10p,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Tonaghneave Well (IRE),Mr J R Martin,7,G P Cromwell,4th,4 1/4 l,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,San Franco (IRE),Mr D McGill,7,D A McLoughlin,3rd,2 1/2 l,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Seo Linn (IRE),Mr J C Barry,3,P Twomey,2nd,2 3/4 l,4,11-3,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Kalix Delabarriere (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Hometomayo (IRE),Miss P Elvin,7,P J Rothwell,NR,N/A,4,11-3t1,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Golden Hill Gal (IRE),Mr F Maguire,0,M J Smith,NR,N/A,4,11-3p1,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Absolute Bliss,Mr S Tobin,7,Paul Tobin,10th,1 1/4 l,4,11-3,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Izoom (IRE),Mr L T Turner,7,Steve Jones,9th,3 3/4 l,4,11-10t1,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Lauro's Legend (IRE),Mr E Mahon,7,P A Fahy,8th,2 1/4 l,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Little Trilby,Mr A J Lord,7,G Elliott,7th,1 l,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Tedworth (IRE),Mr Alan O'Sullivan,7,Michael Barry,6th,5 1/2 l,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Bonnebosq (FR),Mr J P Sampson,7,D Hogan,5th,4 3/4 l,4,11-10p,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Tonaghneave Well (IRE),Mr J R Martin,7,G P Cromwell,4th,4 1/4 l,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,San Franco (IRE),Mr D McGill,7,D A McLoughlin,3rd,2 1/2 l,4,11-10,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Seo Linn (IRE),Mr J C Barry,3,P Twomey,2nd,2 3/4 l,4,11-3,-,True,116,44
Ballinrobe Racing Results | 27th May 2024 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 120y,Kalix Delabarriere (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-10,-,True,116,44
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Chica Linda (IRE),K C Sexton,0,James Andrew Fahey,NR,N/A,4,11-2,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Avandra (IRE),J P O'Sullivan,0,P J Rothwell,NR,N/A,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Evies Court (IRE),J S McGarvey,0,N C Kelly,15th,4 3/4 l,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Rhodesia (IRE),N T Prendergast,7,C Keegan,14th,27 l,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Curzon Queen (IRE),J P Shinnick,7,H Smyth,13th,3/4 l,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Artic Dais (IRE),C P Millar,7,D Budds,12th,1 l,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Celtic Crossing (IRE),G B Noonan,0,D Collins,11th,1 3/4 l,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Kp's Ladyofknock (IRE),S F O'Keeffe,0,Peter Maher,10th,3 1/4 l,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Mother Ship (IRE),P Hanlon,7,J J Hanlon,9th,7 1/2 l,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Cornamona Park (IRE),P M O'Brien,7,G P Cromwell,8th,1 1/4 l,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,I Dont Lie (IRE),J Coen,5,Mrs D Foster,7th,10 l,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,African Lady (IRE),S W Flanagan,0,G P Cromwell,6th,1 l,4,10-8,-,True,116,45
Ballinrobe Racing Results | 28th May 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 75y,Love Me (FR),Rachael Blackmore,0,H De Bromhead,5th,2 l,4,10-8,-,True,116,45
