track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Gers Gigi (IRE),J W Kennedy,0,G Elliott,6th,46 l,6,11-7,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Femme Magnifique (IRE),C M Quirke,0,P Kiely,5th,Head,7,11-7,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Long Gone (IRE),A Harvey,5,D Queally,4th,6 1/2 l,7,11-7,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Coole Cherry (IRE),P Townend,0,W P Mullins,3rd,3 3/4 l,7,11-7,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Littlebiggie (IRE),L Quinlan,0,R Hackett,2nd,6 1/2 l,8,11-7t1,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Cobra Queen (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,11-7,115,True,12,46
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,The Dasher Conway (IRE),K M Donoghue,0,Mrs G Callaghan,PU,N/A,10,11-10,118,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Hand Over Fist (FR),D J O'Keeffe,0,H De Bromhead,PU,N/A,8,10-13b,107,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Starzov (IRE),S D Torrens,0,P J Rothwell,PU,N/A,8,10-3p,97,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Wine An Dine,J W Kennedy,0,G Elliott,PU,N/A,8,11-2tb,110,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Big Island (IRE),C M Quirke,0,W J Lanigan,F,N/A,8,10-3,97,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Lake Chad (IRE),Niall Moore,5,P Fenton,6th,6 l,10,10-12b,106,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Rexem (IRE),A Harvey,5,J C McConnell,5th,21 l,8,11-12,120,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Ik's Man (FR),J P Shinnick,3,T O'Brien,4th,1/2 l,9,10-13t,107,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Gabriel Ranger (IRE),D E Mullins,0,J G Murphy,3rd,7 1/2 l,6,11-3,111,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Arrycan (IRE),R Deegan,0,L P Cusack,2nd,4 1/4 l,11,11-1,109,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Tullyveery Lad (IRE),D Meyler,0,R P Cody,1st,N/A,9,11-2,110,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,The Dasher Conway (IRE),K M Donoghue,0,Mrs G Callaghan,PU,N/A,10,11-10,118,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Hand Over Fist (FR),D J O'Keeffe,0,H De Bromhead,PU,N/A,8,10-13b,107,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Starzov (IRE),S D Torrens,0,P J Rothwell,PU,N/A,8,10-3p,97,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Wine An Dine,J W Kennedy,0,G Elliott,PU,N/A,8,11-2tb,110,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Big Island (IRE),C M Quirke,0,W J Lanigan,F,N/A,8,10-3,97,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Lake Chad (IRE),Niall Moore,5,P Fenton,6th,6 l,10,10-12b,106,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Rexem (IRE),A Harvey,5,J C McConnell,5th,21 l,8,11-12,120,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Ik's Man (FR),J P Shinnick,3,T O'Brien,4th,1/2 l,9,10-13t,107,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Gabriel Ranger (IRE),D E Mullins,0,J G Murphy,3rd,7 1/2 l,6,11-3,111,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Arrycan (IRE),R Deegan,0,L P Cusack,2nd,4 1/4 l,11,11-1,109,True,12,47
Tramore Racing Results | 17th August 2025 16:30,2025-08-17,16:30,Good,2m 6f,Tullyveery Lad (IRE),D Meyler,0,R P Cody,1st,N/A,9,11-2,110,True,12,47
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Ixigreczed (FR),C M Hogan,7,E Seymour,9th,8 l,7,11-3v1,89,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Hob's Angel (IRE),P T Smithers,7,J Barcoe,8th,4 1/2 l,9,10-2,74,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Special Protector (IRE),C M Quirke,0,E Doyle,7th,1 3/4 l,7,10-0tv1,72,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Katzoff (IRE),S F O'Keeffe,0,J Morrison,6th,11 l,8,10-0,67,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Baltinglass Hill (IRE),S D Torrens,0,P J Rothwell,5th,3 1/4 l,8,10-7b,79,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Applejack Poet (IRE),R Deegan,0,Liz Doyle,4th,3/4 l,8,11-1,87,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Mist On The Bog (IRE),S W Flanagan,0,L Casey,3rd,1/2 l,10,10-6,78,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Lady Rose Hackett,D J O'Keeffe,0,H De Bromhead,2nd,3/4 l,6,12-0,100,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Itsalonglongroad,S O'Callaghan,5,C Coakley,1st,N/A,11,11-13p,99,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Ixigreczed (FR),C M Hogan,7,E Seymour,9th,8 l,7,11-3v1,89,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Hob's Angel (IRE),P T Smithers,7,J Barcoe,8th,4 1/2 l,9,10-2,74,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Special Protector (IRE),C M Quirke,0,E Doyle,7th,1 3/4 l,7,10-0tv1,72,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Katzoff (IRE),S F O'Keeffe,0,J Morrison,6th,11 l,8,10-0,67,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Baltinglass Hill (IRE),S D Torrens,0,P J Rothwell,5th,3 1/4 l,8,10-7b,79,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Applejack Poet (IRE),R Deegan,0,Liz Doyle,4th,3/4 l,8,11-1,87,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Mist On The Bog (IRE),S W Flanagan,0,L Casey,3rd,1/2 l,10,10-6,78,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Lady Rose Hackett,D J O'Keeffe,0,H De Bromhead,2nd,3/4 l,6,12-0,100,True,12,48
Tramore Racing Results | 17th August 2025 17:00,2025-08-17,17:00,Good,1m 7f 140y,Itsalonglongroad,S O'Callaghan,5,C Coakley,1st,N/A,11,11-13p,99,True,12,48
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Miss Jm Reidy (IRE),Mr K P Healy,7,C Collins,10th,2 l,4,11-8,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Hunters Girl (IRE),Mr D M Russell,7,Frank Hayes,9th,2 1/4 l,5,11-11,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Chasing Crowns (IRE),Mr D M Moylan,7,E Sheehy,8th,9 l,5,11-11,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Shing Shang Lily (IRE),Mr J H Williamson,7,C Collins,7th,1 l,4,11-8,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Goforthespin (IRE),Mr D Doyle,7,D Budds,6th,1/2 l,4,11-8,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Maybe Someday (IRE),Mr J L Gleeson,0,M O Quigley,5th,1/2 l,4,11-8,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Sing My Story (IRE),Mr B Aherne,7,E F Gallagher,4th,3/4 l,6,11-11t,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,La Confiner (FR),Mr P W Mullins,0,W P Mullins,3rd,11 l,5,11-11,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Run For Mahler (IRE),Mr Alan O'Sullivan,7,C Byrnes,2nd,3/4 l,6,11-11t,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Something Fabulous (IRE),Mr F R Buckley,7,J C McConnell,1st,N/A,5,11-11,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Miss Jm Reidy (IRE),Mr K P Healy,7,C Collins,10th,2 l,4,11-8,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Hunters Girl (IRE),Mr D M Russell,7,Frank Hayes,9th,2 1/4 l,5,11-11,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Chasing Crowns (IRE),Mr D M Moylan,7,E Sheehy,8th,9 l,5,11-11,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Shing Shang Lily (IRE),Mr J H Williamson,7,C Collins,7th,1 l,4,11-8,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Goforthespin (IRE),Mr D Doyle,7,D Budds,6th,1/2 l,4,11-8,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Maybe Someday (IRE),Mr J L Gleeson,0,M O Quigley,5th,1/2 l,4,11-8,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Sing My Story (IRE),Mr B Aherne,7,E F Gallagher,4th,3/4 l,6,11-11t,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,La Confiner (FR),Mr P W Mullins,0,W P Mullins,3rd,11 l,5,11-11,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Run For Mahler (IRE),Mr Alan O'Sullivan,7,C Byrnes,2nd,3/4 l,6,11-11t,-,True,12,49
Tramore Racing Results | 17th August 2025 17:30,2025-08-17,17:30,Good,2m 140y,Something Fabulous (IRE),Mr F R Buckley,7,J C McConnell,1st,N/A,5,11-11,-,True,12,49
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Can I Kiss You (IRE),R M Mulligan,7,J M Barrett,10th,99 l,3,8-7,64,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Dun An Oir (IRE),S Foley,0,Mrs J Harrington,9th,2 1/2 l,3,9-9,74,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Sobriety Blue (IRE),A J Slattery,0,A Slattery,8th,Neck,4,9-0,48,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Oranzona (IRE),N M Crosse,0,S Lavery,7th,4 1/2 l,3,8-10,52,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Theophilos (IRE),C T Keane,0,G Keane,6th,Neck,6,9-8tv1,70,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Adial Kedo (IRE),P McGettigan,7,Rory Devine,5th,1/2 l,4,9-0p,-,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,La Tulipe Noire (IRE),J A Heffernan,0,Aengus King,4th,1 1/4 l,5,9-0,49,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Ozark Daze,J J G Ryan,0,J Davison,3rd,1 3/4 l,4,10-2t,73,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Powerful Hook Head (GER),D P McDonogh,0,J P O'Brien,2nd,3/4 l,4,10-2tp1,66,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Mono River (FR),J M Sheridan,0,D Hogan,1st,N/A,4,9-2tp,68,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Can I Kiss You (IRE),R M Mulligan,7,J M Barrett,10th,99 l,3,8-7,64,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Dun An Oir (IRE),S Foley,0,Mrs J Harrington,9th,2 1/2 l,3,9-9,74,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Sobriety Blue (IRE),A J Slattery,0,A Slattery,8th,Neck,4,9-0,48,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Oranzona (IRE),N M Crosse,0,S Lavery,7th,4 1/2 l,3,8-10,52,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Theophilos (IRE),C T Keane,0,G Keane,6th,Neck,6,9-8tv1,70,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Adial Kedo (IRE),P McGettigan,7,Rory Devine,5th,1/2 l,4,9-0p,-,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,La Tulipe Noire (IRE),J A Heffernan,0,Aengus King,4th,1 1/4 l,5,9-0,49,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Ozark Daze,J J G Ryan,0,J Davison,3rd,1 3/4 l,4,10-2t,73,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Powerful Hook Head (GER),D P McDonogh,0,J P O'Brien,2nd,3/4 l,4,10-2tp1,66,True,12,50
Roscommon Racing Results | 19th August 2025 17:20,2025-08-19,17:20,Good,1m 2f 95y,Mono River (FR),J M Sheridan,0,D Hogan,1st,N/A,4,9-2tp,68,True,12,50
