track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 16th August 2025 14:52,2025-08-16,14:52,Good,5f,Rosie Frith (IRE),P McGettigan,0,P Magee,7th,3 l,2,9-0,75,True,12,30
Curragh Racing Results | 16th August 2025 14:52,2025-08-16,14:52,Good,5f,Jack The Bachelor (IRE),J Kearney,0,Stephen Thorne,6th,4 1/4 l,2,9-5,92,True,12,30
Curragh Racing Results | 16th August 2025 14:52,2025-08-16,14:52,Good,5f,Whatchadoin (IRE),J A Heffernan,0,J Halley,5th,3/4 l,2,9-5,77,True,12,30
Curragh Racing Results | 16th August 2025 14:52,2025-08-16,14:52,Good,5f,Tertre Rouge (IRE),G F Carroll,0,G P Cromwell,4th,3 l,2,9-5,-,True,12,30
Curragh Racing Results | 16th August 2025 14:52,2025-08-16,14:52,Good,5f,Namiid (IRE),B M Coen,0,J P Murtagh,3rd,4 l,2,9-5,80,True,12,30
Curragh Racing Results | 16th August 2025 14:52,2025-08-16,14:52,Good,5f,Kansas (IRE),R L Moore,0,A P O'Brien,2nd,Head,2,9-5p,92,True,12,30
Curragh Racing Results | 16th August 2025 14:52,2025-08-16,14:52,Good,5f,Ipanema Queen (IRE),D McMonagle,0,A Murray,1st,N/A,2,9-0,90,True,12,30
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Rock Of Cashel (IRE),W M Lordan,0,A P O'Brien,6th,11 l,3,9-2b,103,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Crypto Force,C D Hayes,0,A Murray,5th,5 1/2 l,5,9-9,99,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Los Angeles (IRE),R L Moore,0,A P O'Brien,4th,1/2 l,4,10-0,122,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Galen,D McMonagle,0,J P O'Brien,3rd,1/2 l,4,9-12p,114,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Tangapour (IRE),J A Heffernan,0,J P Murtagh,2nd,2 l,3,9-2,80,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Zahrann (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-2,110,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Rock Of Cashel (IRE),W M Lordan,0,A P O'Brien,6th,11 l,3,9-2b,103,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Crypto Force,C D Hayes,0,A Murray,5th,5 1/2 l,5,9-9,99,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Los Angeles (IRE),R L Moore,0,A P O'Brien,4th,1/2 l,4,10-0,122,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Galen,D McMonagle,0,J P O'Brien,3rd,1/2 l,4,9-12p,114,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Tangapour (IRE),J A Heffernan,0,J P Murtagh,2nd,2 l,3,9-2,80,True,12,31
Curragh Racing Results | 16th August 2025 15:27,2025-08-16,15:27,Good (Good To Firm In Places),1m 2f,Zahrann (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-2,110,True,12,31
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Kings Time (IRE),S Foley,0,Mrs J Harrington,8th,22 l,5,9-2t,88,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Ja'marr,A J Slattery,0,D Marnane,7th,3 1/4 l,3,8-7,78,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Rappell (IRE),J S Dalton,10,P W Flynn,6th,3 1/4 l,4,8-7v1,72,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Brigid's Cloak,P McGettigan,7,J P Murtagh,5th,Nose,3,8-8,83,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Apache Outlaw (IRE),R P Cleary,0,A McGuinness,4th,1/2 l,5,8-7,79,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Jon Riggens (IRE),C D Hayes,0,E Lynam,3rd,1 1/4 l,7,8-7tp,78,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Heavenly Power (IRE),W M Lordan,0,E Lynam,2nd,2 l,7,9-7,93,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Queen Of Mougins (IRE),D McMonagle,0,A Murray,1st,N/A,4,10-1,101,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Kings Time (IRE),S Foley,0,Mrs J Harrington,8th,22 l,5,9-2t,88,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Ja'marr,A J Slattery,0,D Marnane,7th,3 1/4 l,3,8-7,78,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Rappell (IRE),J S Dalton,10,P W Flynn,6th,3 1/4 l,4,8-7v1,72,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Brigid's Cloak,P McGettigan,7,J P Murtagh,5th,Nose,3,8-8,83,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Apache Outlaw (IRE),R P Cleary,0,A McGuinness,4th,1/2 l,5,8-7,79,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Jon Riggens (IRE),C D Hayes,0,E Lynam,3rd,1 1/4 l,7,8-7tp,78,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Heavenly Power (IRE),W M Lordan,0,E Lynam,2nd,2 l,7,9-7,93,True,12,32
Curragh Racing Results | 16th August 2025 16:02,2025-08-16,16:02,Good,6f,Queen Of Mougins (IRE),D McMonagle,0,A Murray,1st,N/A,4,10-1,101,True,12,32
Curragh Racing Results | 16th August 2025 16:37,2025-08-16,16:37,Good (Good To Firm In Places),1m 6f,Puppet Master (IRE),R L Moore,0,A P O'Brien,4th,5 1/2 l,3,9-0,105,True,12,33
Curragh Racing Results | 16th August 2025 16:37,2025-08-16,16:37,Good (Good To Firm In Places),1m 6f,Absurde (FR),S Foley,0,W P Mullins,3rd,2 1/2 l,7,9-9,108,True,12,33
Curragh Racing Results | 16th August 2025 16:37,2025-08-16,16:37,Good (Good To Firm In Places),1m 6f,Dallas Star (FR),J A Heffernan,0,A Murray,2nd,4 1/4 l,4,9-9,100,True,12,33
Curragh Racing Results | 16th August 2025 16:37,2025-08-16,16:37,Good (Good To Firm In Places),1m 6f,Leinster (IRE),D McMonagle,0,J P O'Brien,1st,N/A,4,9-9,93,True,12,33
Curragh Racing Results | 16th August 2025 16:37,2025-08-16,16:37,Good (Good To Firm In Places),1m 6f,Puppet Master (IRE),R L Moore,0,A P O'Brien,4th,5 1/2 l,3,9-0,105,True,12,33
Curragh Racing Results | 16th August 2025 16:37,2025-08-16,16:37,Good (Good To Firm In Places),1m 6f,Absurde (FR),S Foley,0,W P Mullins,3rd,2 1/2 l,7,9-9,108,True,12,33
Curragh Racing Results | 16th August 2025 16:37,2025-08-16,16:37,Good (Good To Firm In Places),1m 6f,Dallas Star (FR),J A Heffernan,0,A Murray,2nd,4 1/4 l,4,9-9,100,True,12,33
Curragh Racing Results | 16th August 2025 16:37,2025-08-16,16:37,Good (Good To Firm In Places),1m 6f,Leinster (IRE),D McMonagle,0,J P O'Brien,1st,N/A,4,9-9,93,True,12,33
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Eutropia,R C Colgan,0,Kevin Coleman,21st,2 3/4 l,3,9-3t1,65,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Saxon Kingdom (IRE),J A Powell,3,Thomas Dowling,20th,Neck,4,8-7tb,49,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Calamint (IRE),A J Slattery,0,A Murray,19th,1 l,5,9-4t1,60,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Limestone Red (IRE),G M Ryan,0,T Collins,18th,2 l,5,8-11b,53,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Zabeir (IRE),N G McCullagh,0,D Kinsella,17th,1 1/4 l,6,9-8t,64,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Cordouan (FR),L T McAteer,0,P Sweeney,16th,1 1/4 l,7,9-6,62,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Vivacious Lady (IRE),R P Cleary,0,T Collins,15th,3/4 l,4,9-9,65,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Justenzia (IRE),T P O'Shea,0,D Hogan,14th,1 3/4 l,3,8-13,61,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Heliogabalus (IRE),S Foley,0,S Byrne,13th,Short Head,4,10-1b,71,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Withoutfurtherado (IRE),W M Lordan,0,A L T Moore,12th,Neck,3,9-2,64,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,The Bog Bank (IRE),Alyse Jane Clarke,7,T G McCourt,11th,3/4 l,8,9-5tp,61,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Mono River (FR),M T Sheridan,10,D Hogan,10th,Neck,4,9-12t,68,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Spanish Temptress (IRE),C D Hayes,0,R O'Brien,9th,Head,3,9-7,69,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,El Bello,Taylor Kingsley,7,R Hurley,8th,1/2 l,6,9-5p,61,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Purring Along (IRE),S B Kelly,0,P G Fahey,7th,Neck,6,9-5,61,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Lohengrin,D P McDonogh,0,E D Delany,6th,1/2 l,5,9-3t,59,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,God Knows (IRE),J A Heffernan,0,P Sweeney,5th,2 l,6,9-10,66,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Auburn Avenue (IRE),B M Coen,0,C Timmons,4th,Head,4,9-9tp,65,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Green Icon (FR),J M Sheridan,0,D Hogan,3rd,2 1/4 l,3,9-9p,71,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Goldmoyne (IRE),J Pietropaolo,7,T Doyle,2nd,Head,5,8-7,48,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Tofino (IRE),G F Carroll,0,G P Cromwell,1st,N/A,3,8-13,61,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Eutropia,R C Colgan,0,Kevin Coleman,21st,2 3/4 l,3,9-3t1,65,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Saxon Kingdom (IRE),J A Powell,3,Thomas Dowling,20th,Neck,4,8-7tb,49,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Calamint (IRE),A J Slattery,0,A Murray,19th,1 l,5,9-4t1,60,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Limestone Red (IRE),G M Ryan,0,T Collins,18th,2 l,5,8-11b,53,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Zabeir (IRE),N G McCullagh,0,D Kinsella,17th,1 1/4 l,6,9-8t,64,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Cordouan (FR),L T McAteer,0,P Sweeney,16th,1 1/4 l,7,9-6,62,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Vivacious Lady (IRE),R P Cleary,0,T Collins,15th,3/4 l,4,9-9,65,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Justenzia (IRE),T P O'Shea,0,D Hogan,14th,1 3/4 l,3,8-13,61,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Heliogabalus (IRE),S Foley,0,S Byrne,13th,Short Head,4,10-1b,71,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Withoutfurtherado (IRE),W M Lordan,0,A L T Moore,12th,Neck,3,9-2,64,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,The Bog Bank (IRE),Alyse Jane Clarke,7,T G McCourt,11th,3/4 l,8,9-5tp,61,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Mono River (FR),M T Sheridan,10,D Hogan,10th,Neck,4,9-12t,68,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Spanish Temptress (IRE),C D Hayes,0,R O'Brien,9th,Head,3,9-7,69,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,El Bello,Taylor Kingsley,7,R Hurley,8th,1/2 l,6,9-5p,61,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Purring Along (IRE),S B Kelly,0,P G Fahey,7th,Neck,6,9-5,61,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Lohengrin,D P McDonogh,0,E D Delany,6th,1/2 l,5,9-3t,59,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,God Knows (IRE),J A Heffernan,0,P Sweeney,5th,2 l,6,9-10,66,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Auburn Avenue (IRE),B M Coen,0,C Timmons,4th,Head,4,9-9tp,65,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Green Icon (FR),J M Sheridan,0,D Hogan,3rd,2 1/4 l,3,9-9p,71,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Goldmoyne (IRE),J Pietropaolo,7,T Doyle,2nd,Head,5,8-7,48,True,12,34
Curragh Racing Results | 16th August 2025 17:10,2025-08-16,17:10,Good (Good To Firm In Places),1m,Tofino (IRE),G F Carroll,0,G P Cromwell,1st,N/A,3,8-13,61,True,12,34
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Cu Chulainn,W M Lordan,0,Laura Hourigan,13th,1 1/2 l,7,8-7tp,43,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Von Krolock (IRE),G M Ryan,0,T Doyle,12th,Head,6,8-13p,55,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Jered Maddox,L T McAteer,0,D Marnane,11th,1 1/4 l,9,10-3,73,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Annie Lavinia (IRE),Sorcha Woods,7,E Lynam,10th,1/2 l,3,9-3tp,62,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Hell Left Loose,T P O'Shea,0,D Hogan,9th,1 3/4 l,9,8-7tp,38,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,American In Paris (IRE),J S Dalton,10,P W Flynn,8th,1 l,5,8-11tv,53,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Devil's Angel,Taylor Kingsley,7,R Hurley,7th,1 l,9,9-7,63,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Hero Of The Hour,J J G Ryan,0,T G McCourt,6th,Head,8,9-5v,61,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Irish Rumour (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,5th,2 1/2 l,5,9-10t,66,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Nammos,B M Coen,0,A McGuinness,4th,1 l,5,9-6,62,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Send Harry (IRE),J A Heffernan,0,Miss E McCutcheon,3rd,2 l,3,9-8h,67,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Carrigans Grove (IRE),G F Carroll,0,P J Flynn,2nd,Neck,4,9-8,64,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Nezeeh (IRE),J M Sheridan,0,D Hogan,1st,N/A,4,9-11b,67,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Cu Chulainn,W M Lordan,0,Laura Hourigan,13th,1 1/2 l,7,8-7tp,43,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Von Krolock (IRE),G M Ryan,0,T Doyle,12th,Head,6,8-13p,55,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Jered Maddox,L T McAteer,0,D Marnane,11th,1 1/4 l,9,10-3,73,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Annie Lavinia (IRE),Sorcha Woods,7,E Lynam,10th,1/2 l,3,9-3tp,62,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Hell Left Loose,T P O'Shea,0,D Hogan,9th,1 3/4 l,9,8-7tp,38,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,American In Paris (IRE),J S Dalton,10,P W Flynn,8th,1 l,5,8-11tv,53,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Devil's Angel,Taylor Kingsley,7,R Hurley,7th,1 l,9,9-7,63,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Hero Of The Hour,J J G Ryan,0,T G McCourt,6th,Head,8,9-5v,61,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Irish Rumour (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,5th,2 1/2 l,5,9-10t,66,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Nammos,B M Coen,0,A McGuinness,4th,1 l,5,9-6,62,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Send Harry (IRE),J A Heffernan,0,Miss E McCutcheon,3rd,2 l,3,9-8h,67,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Carrigans Grove (IRE),G F Carroll,0,P J Flynn,2nd,Neck,4,9-8,64,True,12,35
Curragh Racing Results | 16th August 2025 17:45,2025-08-16,17:45,Good,6f,Nezeeh (IRE),J M Sheridan,0,D Hogan,1st,N/A,4,9-11b,67,True,12,35
Tramore Racing Results | 16th August 2025 17:00,2025-08-16,17:00,Good To Yielding,1m 4f,Smell Of Rain (IRE),L F Roche,0,M O'Callaghan,5th,32 l,3,9-3t1,-,True,12,36
Tramore Racing Results | 16th August 2025 17:00,2025-08-16,17:00,Good To Yielding,1m 4f,Go Flo Jo (IRE),D S O'Sullivan,7,P G Fahey,4th,1 1/2 l,3,9-3,-,True,12,36
Tramore Racing Results | 16th August 2025 17:00,2025-08-16,17:00,Good To Yielding,1m 4f,Monntie (IRE),K J Leonard,0,E & P Harty,3rd,3 l,3,9-3,-,True,12,36
Tramore Racing Results | 16th August 2025 17:00,2025-08-16,17:00,Good To Yielding,1m 4f,Matrice (IRE),M P Sheehy,0,J P O'Brien,2nd,4 1/2 l,3,9-3t1,77,True,12,36
Tramore Racing Results | 16th August 2025 17:00,2025-08-16,17:00,Good To Yielding,1m 4f,Ledecky (IRE),Nicola Burns,7,P Twomey,1st,N/A,3,9-3,-,True,12,36
Tramore Racing Results | 16th August 2025 17:00,2025-08-16,17:00,Good To Yielding,1m 4f,Smell Of Rain (IRE),L F Roche,0,M O'Callaghan,5th,32 l,3,9-3t1,-,True,12,36
Tramore Racing Results | 16th August 2025 17:00,2025-08-16,17:00,Good To Yielding,1m 4f,Go Flo Jo (IRE),D S O'Sullivan,7,P G Fahey,4th,1 1/2 l,3,9-3,-,True,12,36
Tramore Racing Results | 16th August 2025 17:00,2025-08-16,17:00,Good To Yielding,1m 4f,Monntie (IRE),K J Leonard,0,E & P Harty,3rd,3 l,3,9-3,-,True,12,36
Tramore Racing Results | 16th August 2025 17:00,2025-08-16,17:00,Good To Yielding,1m 4f,Matrice (IRE),M P Sheehy,0,J P O'Brien,2nd,4 1/2 l,3,9-3t1,77,True,12,36
Tramore Racing Results | 16th August 2025 17:00,2025-08-16,17:00,Good To Yielding,1m 4f,Ledecky (IRE),Nicola Burns,7,P Twomey,1st,N/A,3,9-3,-,True,12,36
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Suil Curuil (IRE),D King,0,T Hogan,8th,12 l,4,9-12t,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Kasgani (IRE),L F Roche,0,D K Weld,7th,20 l,3,9-8p1,73,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Jurado (IRE),D J O'Keeffe,0,H De Bromhead,6th,3 1/4 l,7,10-3,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Whosethebestboy (IRE),S F O'Keeffe,0,C Byrnes,5th,1 1/2 l,5,10-3,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Mountain Port (IRE),H J Horgan,5,Debbie Cody,4th,11 l,6,10-3tp,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,So Golden,D W O'Connor,0,K J Condon,3rd,4 1/2 l,4,9-12,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Dream On Baby (IRE),Conor Clarke,7,E Mullins,2nd,3 l,5,9-12,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Kingstonian,K G Kennedy,5,Mrs J Harrington,1st,N/A,3,9-8,79,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Suil Curuil (IRE),D King,0,T Hogan,8th,12 l,4,9-12t,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Kasgani (IRE),L F Roche,0,D K Weld,7th,20 l,3,9-8p1,73,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Jurado (IRE),D J O'Keeffe,0,H De Bromhead,6th,3 1/4 l,7,10-3,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Whosethebestboy (IRE),S F O'Keeffe,0,C Byrnes,5th,1 1/2 l,5,10-3,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Mountain Port (IRE),H J Horgan,5,Debbie Cody,4th,11 l,6,10-3tp,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,So Golden,D W O'Connor,0,K J Condon,3rd,4 1/2 l,4,9-12,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Dream On Baby (IRE),Conor Clarke,7,E Mullins,2nd,3 l,5,9-12,-,True,12,37
Tramore Racing Results | 16th August 2025 17:30,2025-08-16,17:30,Good To Yielding,1m 4f,Kingstonian,K G Kennedy,5,Mrs J Harrington,1st,N/A,3,9-8,79,True,12,37
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Galaxy Wonder (IRE),Nicola Burns,7,A McNamara,9th,1/2 l,3,9-4v,58,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Electric Beauty (IRE),Sam Coen,7,M Mulvany,8th,9 l,3,9-12,66,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Midnight Stagger (IRE),K G Kennedy,5,M Fahey,7th,Neck,3,9-1,55,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Flynn Ryder,D W O'Connor,0,Eoghan O'Neill,6th,2 1/4 l,3,9-11p,65,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Drucker (USA),A Browne-Souza,7,A Slattery,5th,4 3/4 l,3,9-11,65,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Baila Conmigo (IRE),J Cleary,5,A Murray,4th,1/2 l,3,9-7,61,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Boyne Valley (IRE),R Whearty,3,M Mulvany,3rd,4 1/2 l,3,9-6,60,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Enziya (IRE),M W Hassett,3,R P Cody,2nd,2 1/4 l,3,9-10tp,64,True,12,38
