track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Weston (GER),S W Flanagan,0,H Rogers,NR,N/A,6,11-12,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Arnacoeur (FR),C G O'Dwyer,5,C O'Dwyer,NR,N/A,7,11-4,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Klap (FR),J G Gilligan,5,P J Gilligan,PU,N/A,5,11-4,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Morse (IRE),R A Doyle,0,Charles Weld,PU,N/A,5,11-12,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Mollys Dolly (IRE),R P Treacy,0,D M O'Brien,10th,9 1/2 l,5,10-11,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Quantum Leap,P Hanlon,0,Miss T L Cogan,9th,45 l,6,11-12h,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,I'm Flattered (IRE),A P Kelly,0,P Roche,8th,19 l,5,10-11t,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Nukie's Artic (IRE),P T Enright,0,E McCarthy,7th,10 l,5,11-4,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Adaliz (GER),Rachael Blackmore,0,H De Bromhead,6th,9 1/2 l,5,10-11,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Asisaid (IRE),D King,0,D Hogan,5th,3 3/4 l,6,11-12,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Sioux Eagle (IRE),S D Torrens,0,P T Foley,4th,3 1/2 l,6,11-4,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Paul Collins (IRE),Sam Ewing,0,G Elliott,3rd,21 l,5,11-4,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Whimsy,O R Brown,5,A McCann,2nd,1/2 l,6,11-5,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Adela Icon (IRE),B Hayes,0,W P Mullins,1st,N/A,7,10-11h1,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Weston (GER),S W Flanagan,0,H Rogers,NR,N/A,6,11-12,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Arnacoeur (FR),C G O'Dwyer,5,C O'Dwyer,NR,N/A,7,11-4,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Klap (FR),J G Gilligan,5,P J Gilligan,PU,N/A,5,11-4,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Morse (IRE),R A Doyle,0,Charles Weld,PU,N/A,5,11-12,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Mollys Dolly (IRE),R P Treacy,0,D M O'Brien,10th,9 1/2 l,5,10-11,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Quantum Leap,P Hanlon,0,Miss T L Cogan,9th,45 l,6,11-12h,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,I'm Flattered (IRE),A P Kelly,0,P Roche,8th,19 l,5,10-11t,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Nukie's Artic (IRE),P T Enright,0,E McCarthy,7th,10 l,5,11-4,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Adaliz (GER),Rachael Blackmore,0,H De Bromhead,6th,9 1/2 l,5,10-11,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Asisaid (IRE),D King,0,D Hogan,5th,3 3/4 l,6,11-12,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Sioux Eagle (IRE),S D Torrens,0,P T Foley,4th,3 1/2 l,6,11-4,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Paul Collins (IRE),Sam Ewing,0,G Elliott,3rd,21 l,5,11-4,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Whimsy,O R Brown,5,A McCann,2nd,1/2 l,6,11-5,-,True,163,1
N/A,N/A,13:30,Heavy (Soft To Heavy In Places),2m 157y,Adela Icon (IRE),B Hayes,0,W P Mullins,1st,N/A,7,10-11h1,-,True,163,1
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,San Aer (IRE),D E Mullins,0,T Mullins,NR,N/A,7,11-12t,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Underhercontrol (IRE),S Fitzgerald,0,Brendan Walsh,NR,N/A,5,10-11,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Welcome Aboard (IRE),S D Torrens,0,A A Howard,NR,N/A,5,11-4t,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Summer Is Here (IRE),D Robinson,0,P J Rothwell,11th,7 l,5,11-4,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Vallon Du Plessis (FR),Mr I Ryan,7,Tom Dreaper,10th,25 l,5,11-4t,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Spread Your Wings (IRE),P T Smithers,7,P Roche,9th,6 l,5,10-11h1,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Regards To Rose (IRE),G B Noonan,5,E McCarthy,8th,2 3/4 l,6,10-11t,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,High Court Cave (IRE),J S McGarvey,0,N C Kelly,7th,15 l,5,11-12,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Come On The Lads (IRE),K M Donoghue,0,G P Cromwell,6th,1 l,5,11-12h,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Fortunate Lighting (IRE),P Byrnes,0,C Byrnes,5th,1/2 l,7,11-5,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Lambay Island (IRE),D J O'Keeffe,0,H De Bromhead,4th,1 1/4 l,5,11-4,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Free Flow (USA),D Meyler,0,R O'Sullivan,3rd,25 l,5,11-4,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Grey Pharoh (IRE),D J Gilligan,0,G Elliott,2nd,1 1/2 l,5,11-4,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Runcok (FR),P Townend,0,W P Mullins,1st,N/A,5,11-4,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,San Aer (IRE),D E Mullins,0,T Mullins,NR,N/A,7,11-12t,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Underhercontrol (IRE),S Fitzgerald,0,Brendan Walsh,NR,N/A,5,10-11,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Welcome Aboard (IRE),S D Torrens,0,A A Howard,NR,N/A,5,11-4t,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Summer Is Here (IRE),D Robinson,0,P J Rothwell,11th,7 l,5,11-4,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Vallon Du Plessis (FR),Mr I Ryan,7,Tom Dreaper,10th,25 l,5,11-4t,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Spread Your Wings (IRE),P T Smithers,7,P Roche,9th,6 l,5,10-11h1,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Regards To Rose (IRE),G B Noonan,5,E McCarthy,8th,2 3/4 l,6,10-11t,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,High Court Cave (IRE),J S McGarvey,0,N C Kelly,7th,15 l,5,11-12,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Come On The Lads (IRE),K M Donoghue,0,G P Cromwell,6th,1 l,5,11-12h,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Fortunate Lighting (IRE),P Byrnes,0,C Byrnes,5th,1/2 l,7,11-5,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Lambay Island (IRE),D J O'Keeffe,0,H De Bromhead,4th,1 1/4 l,5,11-4,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Free Flow (USA),D Meyler,0,R O'Sullivan,3rd,25 l,5,11-4,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Grey Pharoh (IRE),D J Gilligan,0,G Elliott,2nd,1 1/2 l,5,11-4,-,True,163,2
N/A,N/A,14:00,Heavy (Soft To Heavy In Places),2m 157y,Runcok (FR),P Townend,0,W P Mullins,1st,N/A,5,11-4,-,True,163,2
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Pookie Holler,Mr David Maxwell,0,H De Bromhead,NR,N/A,5,11-4,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Bitofajokelike (IRE),C P McNamara,0,E McNamara,PU,N/A,5,11-4,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Leaky Cauldron (IRE),D E Mullins,0,W P Mullins,PU,N/A,6,11-4,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,The Mail Train (IRE),R P Treacy,0,D H Kelly,8th,43 l,6,11-4,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Sir Carnegie (IRE),P Hanlon,7,Miss T L Cogan,7th,2 3/4 l,5,11-4,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Game On,D Meyler,0,N Meade,6th,8 l,5,11-4t1,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Milanova (IRE),Niall Moore,5,D A McLoughlin,5th,17 l,6,11-4,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Westandtogether (IRE),D J Gilligan,0,Mrs D Foster,4th,8 1/2 l,5,10-11,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Our Soldier (IRE),M M McDonagh,0,E J O'Grady,3rd,23 l,6,11-4,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Toad Hall (IRE),P Townend,0,W P Mullins,2nd,3/4 l,8,11-4,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Familiar Dreams,Sam Ewing,0,G Elliott,1st,N/A,6,11-5,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Pookie Holler,Mr David Maxwell,0,H De Bromhead,NR,N/A,5,11-4,-,True,163,3
N/A,N/A,14:35,Heavy (Soft To Heavy In Places),2m 4f 23y,Bitofajokelike (IRE),C P McNamara,0,E McNamara,PU,N/A,5,11-4,-,True,163,3
