track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Doctor Grace (IRE),J Kearney,0,A McGuinness,4th,Neck,5,9-11p,60,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Latin (IRE),D J O'Connor,7,D Hogan,3rd,3/4 l,4,9-4p,53,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Ranko Express (IRE),S Coen,7,A Slattery,2nd,4 1/4 l,5,10-0,63,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Darkened (IRE),D S O'Sullivan,7,N C Kelly,1st,N/A,9,9-7tb,56,True,162,34
Dundalk Racing Results | 21st February 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Spicy Margarita (IRE),C T Keane,0,A Murray,NR,N/A,3,9-12,-,True,162,35
Dundalk Racing Results | 21st February 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Just Before (USA),J A Heffernan,0,W P Browne,4th,3/4 l,3,9-6,-,True,162,35
Dundalk Racing Results | 21st February 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Iowntheball,C D Hayes,0,K Prendergast,3rd,1 1/4 l,3,9-4,-,True,162,35
Dundalk Racing Results | 21st February 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Jaliyah (IRE),W M Lordan,0,A Murray,2nd,2 1/4 l,3,9-4,-,True,162,35
Dundalk Racing Results | 21st February 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Carolina Jetstream,W J Lee,0,A Murray,1st,N/A,3,9-5,-,True,162,35
Dundalk Racing Results | 21st February 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Spicy Margarita (IRE),C T Keane,0,A Murray,NR,N/A,3,9-12,-,True,162,35
Dundalk Racing Results | 21st February 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Just Before (USA),J A Heffernan,0,W P Browne,4th,3/4 l,3,9-6,-,True,162,35
Dundalk Racing Results | 21st February 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Iowntheball,C D Hayes,0,K Prendergast,3rd,1 1/4 l,3,9-4,-,True,162,35
Dundalk Racing Results | 21st February 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Jaliyah (IRE),W M Lordan,0,A Murray,2nd,2 1/4 l,3,9-4,-,True,162,35
Dundalk Racing Results | 21st February 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Carolina Jetstream,W J Lee,0,A Murray,1st,N/A,3,9-5,-,True,162,35
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Aird,W J Lee,0,H De Bromhead,NR,N/A,5,9-6t,72,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Redwood Queen (IRE),S P Davis,0,C Byrnes,7th,9 l,8,9-3,69,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Rene Artois (IRE),Rebecca Parsons,10,J Nash,6th,2 1/2 l,6,8-12,64,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Satono Chevalier (IRE),B M Coen,0,R O'Brien,5th,4 1/2 l,7,10-4,84,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Pavilion End,J Kearney,5,C O'Brien,4th,1 1/2 l,5,10-0,80,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Solar Breeze (IRE),S Coen,7,Daniel McLoughlin,3rd,1 1/4 l,6,9-11,77,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Theophilos (IRE),J J G Ryan,3,G Keane,2nd,Nose,6,9-4t,70,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Sir Callisto (IRE),J A Heffernan,0,A J Martin,1st,N/A,5,9-8t,74,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Aird,W J Lee,0,H De Bromhead,NR,N/A,5,9-6t,72,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Redwood Queen (IRE),S P Davis,0,C Byrnes,7th,9 l,8,9-3,69,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Rene Artois (IRE),Rebecca Parsons,10,J Nash,6th,2 1/2 l,6,8-12,64,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Satono Chevalier (IRE),B M Coen,0,R O'Brien,5th,4 1/2 l,7,10-4,84,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Pavilion End,J Kearney,5,C O'Brien,4th,1 1/2 l,5,10-0,80,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Solar Breeze (IRE),S Coen,7,Daniel McLoughlin,3rd,1 1/4 l,6,9-11,77,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Theophilos (IRE),J J G Ryan,3,G Keane,2nd,Nose,6,9-4t,70,True,162,36
Dundalk Racing Results | 21st February 2025 20:30,N/A,20:30,Standard,1m 4f,Sir Callisto (IRE),J A Heffernan,0,A J Martin,1st,N/A,5,9-8t,74,True,162,36
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Ufouria (IRE),C Stone-Walsh,5,P Nolan,F,N/A,7,11-3,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Quality Control (IRE),D J Gilligan,0,G Elliott,11th,37 l,5,11-12,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Reliable Prince (FR),Mr J L Gleeson,3,E Bolger,10th,4 1/4 l,5,11-8,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Hay Baby (IRE),S W Flanagan,0,Peter Fahey,9th,4 3/4 l,6,11-5,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Tennesse Boy (IRE),P T Enright,0,R Tyner,8th,Neck,6,11-8,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Annie Button (IRE),R A Doyle,0,P Flood,7th,9 1/2 l,5,10-11,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Arch Hall (IRE),B W Harvey,0,Joseph Murray,6th,16 l,5,11-4t,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Johanna'sjean (IRE),C P Millar,5,Thomas Coyle,5th,8 l,6,10-11,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,De Temps En Temps (IRE),K M Donoghue,0,G P Cromwell,4th,1/2 l,6,11-10,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Watchful Protector (IRE),D Meyler,0,E Mullins,3rd,15 l,5,11-8,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Kish Bank (IRE),Sam Ewing,0,G Elliott,2nd,5 1/2 l,6,11-12,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Great Attitude (GER),T Power Roche,5,T Cleary,1st,N/A,6,11-12,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Ufouria (IRE),C Stone-Walsh,5,P Nolan,F,N/A,7,11-3,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Quality Control (IRE),D J Gilligan,0,G Elliott,11th,37 l,5,11-12,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Reliable Prince (FR),Mr J L Gleeson,3,E Bolger,10th,4 1/4 l,5,11-8,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Hay Baby (IRE),S W Flanagan,0,Peter Fahey,9th,4 3/4 l,6,11-5,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Tennesse Boy (IRE),P T Enright,0,R Tyner,8th,Neck,6,11-8,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Annie Button (IRE),R A Doyle,0,P Flood,7th,9 1/2 l,5,10-11,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Arch Hall (IRE),B W Harvey,0,Joseph Murray,6th,16 l,5,11-4t,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Johanna'sjean (IRE),C P Millar,5,Thomas Coyle,5th,8 l,6,10-11,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,De Temps En Temps (IRE),K M Donoghue,0,G P Cromwell,4th,1/2 l,6,11-10,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Watchful Protector (IRE),D Meyler,0,E Mullins,3rd,15 l,5,11-8,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Kish Bank (IRE),Sam Ewing,0,G Elliott,2nd,5 1/2 l,6,11-12,-,True,162,37
N/A,N/A,13:05,Soft (Soft To Heavy In Places),2m,Great Attitude (GER),T Power Roche,5,T Cleary,1st,N/A,6,11-12,-,True,162,37
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Kaptain Bay (IRE),D Meyler,0,N Meade,PU,N/A,4,11-6t,109,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Set The Tone (IRE),S W Flanagan,0,D M O'Brien,6th,1 1/4 l,4,10-9t1,98,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Chortal,D J Gilligan,0,G Elliott,5th,15 l,4,11-9t,112,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Lakota Blue (FR),C P Millar,5,G Elliott,4th,18 l,4,11-6b,109,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Butter Fingers (IRE),T P Harney,7,R O'Sullivan,3rd,7 1/2 l,4,11-12,115,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Janes Harbour (IRE),M P Walsh,0,J P O'Brien,2nd,2 l,4,11-2ht1,105,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Maxios Prime (IRE),T Power Roche,5,P J Rothwell,1st,N/A,4,10-4,93,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Kaptain Bay (IRE),D Meyler,0,N Meade,PU,N/A,4,11-6t,109,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Set The Tone (IRE),S W Flanagan,0,D M O'Brien,6th,1 1/4 l,4,10-9t1,98,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Chortal,D J Gilligan,0,G Elliott,5th,15 l,4,11-9t,112,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Lakota Blue (FR),C P Millar,5,G Elliott,4th,18 l,4,11-6b,109,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Butter Fingers (IRE),T P Harney,7,R O'Sullivan,3rd,7 1/2 l,4,11-12,115,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Janes Harbour (IRE),M P Walsh,0,J P O'Brien,2nd,2 l,4,11-2ht1,105,True,162,38
N/A,N/A,13:40,Soft (Soft To Heavy In Places),2m,Maxios Prime (IRE),T Power Roche,5,P J Rothwell,1st,N/A,4,10-4,93,True,162,38
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Glen Kiln (IRE),B Hayes,0,M J Bowe,PU,N/A,6,11-1,124,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Kings Hill (IRE),J G Gilligan,5,P J Gilligan,PU,N/A,6,11-7,130,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Alpesh Amin (IRE),C P McNamara,0,E McNamara,PU,N/A,8,11-1,124,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Starzov (IRE),T Power Roche,5,P J Rothwell,PU,N/A,8,10-8p,117,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Dancing Jeremy (IRE),P K Donovan,5,James Andrew Fahey,F,N/A,10,10-9,118,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Sporting Glory (IRE),Sam Ewing,0,G Elliott,11th,6 1/2 l,9,11-7,130,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,No Looking Back (IRE),P T Enright,0,O McKiernan,10th,1 1/2 l,7,11-7t,130,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Thornleigh Frank (IRE),R A Doyle,0,M Fahey,9th,4 1/2 l,8,11-1h1,124,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Attaboyarchie (IRE),Miss E J Sweeney,7,K Thornton,8th,11 l,8,10-1,110,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Donnie Devito (IRE),T P Harney,7,R O'Sullivan,7th,11 l,6,11-4ht,127,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Shadow Rider (FR),P T Smithers,7,P Roche,6th,18 l,11,11-11,134,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Whatcouldhavebeen (IRE),A P Kelly,5,J P Fahey,5th,1 1/2 l,7,11-12p,135,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Prends Garde A Toi (FR),D J Gilligan,0,G Elliott,4th,4 1/2 l,6,11-2,125,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Slane Hill (IRE),S W Flanagan,0,B Connell,3rd,2 1/4 l,8,11-2b,125,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Beckett Rock (IRE),Rachael Blackmore,0,H De Bromhead,2nd,2 1/2 l,6,11-12,135,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Barry Lyndon (IRE),L A McKenna,5,D A McLoughlin,1st,N/A,7,11-5tp1,128,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Glen Kiln (IRE),B Hayes,0,M J Bowe,PU,N/A,6,11-1,124,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Kings Hill (IRE),J G Gilligan,5,P J Gilligan,PU,N/A,6,11-7,130,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Alpesh Amin (IRE),C P McNamara,0,E McNamara,PU,N/A,8,11-1,124,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Starzov (IRE),T Power Roche,5,P J Rothwell,PU,N/A,8,10-8p,117,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Dancing Jeremy (IRE),P K Donovan,5,James Andrew Fahey,F,N/A,10,10-9,118,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Sporting Glory (IRE),Sam Ewing,0,G Elliott,11th,6 1/2 l,9,11-7,130,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,No Looking Back (IRE),P T Enright,0,O McKiernan,10th,1 1/2 l,7,11-7t,130,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Thornleigh Frank (IRE),R A Doyle,0,M Fahey,9th,4 1/2 l,8,11-1h1,124,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Attaboyarchie (IRE),Miss E J Sweeney,7,K Thornton,8th,11 l,8,10-1,110,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Donnie Devito (IRE),T P Harney,7,R O'Sullivan,7th,11 l,6,11-4ht,127,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Shadow Rider (FR),P T Smithers,7,P Roche,6th,18 l,11,11-11,134,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Whatcouldhavebeen (IRE),A P Kelly,5,J P Fahey,5th,1 1/2 l,7,11-12p,135,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Prends Garde A Toi (FR),D J Gilligan,0,G Elliott,4th,4 1/2 l,6,11-2,125,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Slane Hill (IRE),S W Flanagan,0,B Connell,3rd,2 1/4 l,8,11-2b,125,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Beckett Rock (IRE),Rachael Blackmore,0,H De Bromhead,2nd,2 1/2 l,6,11-12,135,True,162,39
N/A,N/A,14:15,Soft (Soft To Heavy In Places),2m 4f,Barry Lyndon (IRE),L A McKenna,5,D A McLoughlin,1st,N/A,7,11-5tp1,128,True,162,39
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Nephin Beg (IRE),Non Runner,0,P J Rothwell,NR,N/A,7,10-12b1,95,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,One And Only (IRE),J I Duggan,7,O McKiernan,NR,N/A,7,11-0tp,97,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Kingkong Ciergues (FR),T Power Roche,5,P J Rothwell,NR,N/A,5,10-8,91,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Annamaymurt (IRE),J G Gilligan,5,P J Gilligan,PU,N/A,8,11-2t,99,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,In For The Night (IRE),M P Walsh,0,D McDonogh,PU,N/A,7,11-11,108,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Wardens Whisper (IRE),T Power Roche,5,P J Rothwell,PU,N/A,6,11-3p,100,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Rajsalad (FR),C G O'Dwyer,5,C O'Dwyer,PU,N/A,9,11-3,100,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Simpletwistoffaith (IRE),R A Doyle,0,Patrick J Hassett,PU,N/A,8,11-6p1,103,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Kilbarry Ce Ce (IRE),C M Quirke,3,C O'Keeffe,PU,N/A,5,11-7h1,104,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Aswellasabentley (IRE),S D Torrens,0,L Lennon,PU,N/A,4,10-3,100,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Whale Harbour (IRE),K M Donoghue,0,Ian Donoghue,PU,N/A,6,11-12t1,109,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Way Down South (IRE),S W Flanagan,0,G Scott,PU,N/A,6,11-9,106,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Leah's Contessa (IRE),D J Gilligan,0,C Collins,PU,N/A,5,11-5h1,102,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Lord Lariat (IRE),P J O'Hanlon,0,D A McLoughlin,PU,N/A,10,11-9t,106,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Real Empire,R P Treacy,0,Miss T L Cogan,12th,45 l,5,10-12h,95,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Kobalt St Georges (FR),P T Enright,0,R Tyner,11th,4 3/4 l,5,10-10,93,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Brianna Lily (IRE),K Callaghan,5,J Barcoe,10th,3 1/4 l,8,11-5,102,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Glenetty (IRE),P M O'Brien,7,C O'Connell,9th,5 1/2 l,8,10-11,94,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Read To Return (IRE),D King,0,A J Martin,8th,3 1/2 l,8,11-2t,99,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Glorytogod Tom (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,7th,4 3/4 l,8,11-5h,102,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Elusive Guy (IRE),P T Smithers,7,J P Fahey,6th,1 3/4 l,7,11-7,104,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Chosen Shant (IRE),D Meyler,0,N Meade,5th,8 1/2 l,9,10-7t,90,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Nettuno Italia (IRE),S R Markey,7,R O'Sullivan,4th,Head,5,10-6,89,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Nelson County (IRE),D J O'Keeffe,0,R O'Sullivan,3rd,1 1/4 l,5,11-7,104,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Joya Del Mar (IRE),L A McKenna,5,D A McLoughlin,2nd,4 1/4 l,7,11-3,100,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Westernersunrise (IRE),P K Donovan,5,James Andrew Fahey,1st,N/A,6,10-12t,95,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Nephin Beg (IRE),Non Runner,0,P J Rothwell,NR,N/A,7,10-12b1,95,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,One And Only (IRE),J I Duggan,7,O McKiernan,NR,N/A,7,11-0tp,97,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Kingkong Ciergues (FR),T Power Roche,5,P J Rothwell,NR,N/A,5,10-8,91,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Annamaymurt (IRE),J G Gilligan,5,P J Gilligan,PU,N/A,8,11-2t,99,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,In For The Night (IRE),M P Walsh,0,D McDonogh,PU,N/A,7,11-11,108,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Wardens Whisper (IRE),T Power Roche,5,P J Rothwell,PU,N/A,6,11-3p,100,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Rajsalad (FR),C G O'Dwyer,5,C O'Dwyer,PU,N/A,9,11-3,100,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Simpletwistoffaith (IRE),R A Doyle,0,Patrick J Hassett,PU,N/A,8,11-6p1,103,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Kilbarry Ce Ce (IRE),C M Quirke,3,C O'Keeffe,PU,N/A,5,11-7h1,104,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Aswellasabentley (IRE),S D Torrens,0,L Lennon,PU,N/A,4,10-3,100,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Whale Harbour (IRE),K M Donoghue,0,Ian Donoghue,PU,N/A,6,11-12t1,109,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Way Down South (IRE),S W Flanagan,0,G Scott,PU,N/A,6,11-9,106,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Leah's Contessa (IRE),D J Gilligan,0,C Collins,PU,N/A,5,11-5h1,102,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Lord Lariat (IRE),P J O'Hanlon,0,D A McLoughlin,PU,N/A,10,11-9t,106,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Real Empire,R P Treacy,0,Miss T L Cogan,12th,45 l,5,10-12h,95,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Kobalt St Georges (FR),P T Enright,0,R Tyner,11th,4 3/4 l,5,10-10,93,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Brianna Lily (IRE),K Callaghan,5,J Barcoe,10th,3 1/4 l,8,11-5,102,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Glenetty (IRE),P M O'Brien,7,C O'Connell,9th,5 1/2 l,8,10-11,94,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Read To Return (IRE),D King,0,A J Martin,8th,3 1/2 l,8,11-2t,99,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Glorytogod Tom (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,7th,4 3/4 l,8,11-5h,102,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Elusive Guy (IRE),P T Smithers,7,J P Fahey,6th,1 3/4 l,7,11-7,104,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Chosen Shant (IRE),D Meyler,0,N Meade,5th,8 1/2 l,9,10-7t,90,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Nettuno Italia (IRE),S R Markey,7,R O'Sullivan,4th,Head,5,10-6,89,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Nelson County (IRE),D J O'Keeffe,0,R O'Sullivan,3rd,1 1/4 l,5,11-7,104,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Joya Del Mar (IRE),L A McKenna,5,D A McLoughlin,2nd,4 1/4 l,7,11-3,100,True,162,40
N/A,N/A,14:50,Soft (Soft To Heavy In Places),2m 4f,Westernersunrise (IRE),P K Donovan,5,James Andrew Fahey,1st,N/A,6,10-12t,95,True,162,40
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,I Am Maximus (FR),P Townend,0,W P Mullins,NR,N/A,9,11-12,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Affordale Fury (IRE),D Meyler,0,N Meade,NR,N/A,7,11-0,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Clonmeen (IRE),S D Torrens,0,William P Murphy,6th,87 l,10,11-0tp1,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,French Dynamite (FR),D J O'Keeffe,0,M F Morris,5th,6 l,10,11-6tp,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Minella Cocooner (IRE),D E Mullins,0,W P Mullins,4th,1 1/2 l,9,11-0,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Capodanno (FR),M P Walsh,0,W P Mullins,3rd,6 l,9,11-8t,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Intense Raffles (FR),J J Slevin,0,T Gibney,2nd,3/4 l,7,11-3,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Nick Rockett (IRE),P Townend,0,W P Mullins,1st,N/A,8,11-0,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,I Am Maximus (FR),P Townend,0,W P Mullins,NR,N/A,9,11-12,-,True,162,41
