track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 31st October 2023 13:57,N/A,13:57,Heavy,7f,Merisi Diamond (IRE),R. P. Whelan,0,Ms Joanna Morgan,1st,N/A,4,8-12t1,47,True,88,39
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Dugort Bay (IRE),J. J. G. Ryan,5,Paul Stafford,14th,31 l,5,9-9,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Marys Call (IRE),G. P. Halpin,0,Paul Hennessy,13th,2 3/4 l,4,9-9,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Irredentist (IRE),C. D. Hayes,0,P. J. F. Murphy,12th,29 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Marians Gal (IRE),G. F. Carroll,0,Kevin Michael Smith,11th,7 1/2 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Promises to Keep (IRE),Seamie Heffernan,0,Aidan O'Brien,10th,7 1/2 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Mollys Glory (IRE),William James Lee,0,M. C. Grassick,9th,14 l,8,9-9p1,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Struck By Churchil,Ben Martin Coen,0,A. Slattery,8th,2 3/4 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Only In Dreams (FR),M. P. Sheehy,0,Joseph Patrick O'Brien,7th,12 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Delicate Girl (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,3 3/4 l,3,9-3b1,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Diyaba (IRE),R. P. Whelan,0,M. Halford & T. Collins,5th,1/2 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Hey Whatever (IRE),C. T. Keane,0,Noel Meade,4th,2 3/4 l,3,9-3b,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Johanna Whitty (IRE),R. P. Cleary,0,J. S. Bolger,3rd,8 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Time to Tell (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,2nd,4 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Alalcance,N. M. Crosse,0,Mrs J. Harrington,1st,N/A,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Dugort Bay (IRE),J. J. G. Ryan,5,Paul Stafford,14th,31 l,5,9-9,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Marys Call (IRE),G. P. Halpin,0,Paul Hennessy,13th,2 3/4 l,4,9-9,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Irredentist (IRE),C. D. Hayes,0,P. J. F. Murphy,12th,29 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Marians Gal (IRE),G. F. Carroll,0,Kevin Michael Smith,11th,7 1/2 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Promises to Keep (IRE),Seamie Heffernan,0,Aidan O'Brien,10th,7 1/2 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Mollys Glory (IRE),William James Lee,0,M. C. Grassick,9th,14 l,8,9-9p1,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Struck By Churchil,Ben Martin Coen,0,A. Slattery,8th,2 3/4 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Only In Dreams (FR),M. P. Sheehy,0,Joseph Patrick O'Brien,7th,12 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Delicate Girl (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,3 3/4 l,3,9-3b1,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Diyaba (IRE),R. P. Whelan,0,M. Halford & T. Collins,5th,1/2 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Hey Whatever (IRE),C. T. Keane,0,Noel Meade,4th,2 3/4 l,3,9-3b,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Johanna Whitty (IRE),R. P. Cleary,0,J. S. Bolger,3rd,8 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Time to Tell (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,2nd,4 l,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 14:32,N/A,14:32,Heavy,1m 4f,Alalcance,N. M. Crosse,0,Mrs J. Harrington,1st,N/A,3,9-3,-,True,88,40
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Wayne R Walker,Ms L. Dowdall,7,Donal Kinsella,11th,6 1/2 l,4,11-4t,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Power to Love (IRE),Mr F. J. Gillen,0,Miss Katy Brown,10th,2 1/4 l,4,10-13,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Encore De Mer (IRE),Miss K. Lawless,7,S. M. Duffy,9th,10 l,4,10-13,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Applejack Poet (IRE),Mr A. O. Harrington,7,Miss Elizabeth Doyle,8th,2 1/2 l,6,11-4,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Balaclava (IRE),Ms M. Kelly,7,D. J. Bunyan & G. O'Leary,7th,5 1/2 l,10,11-4,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Ally Cay (IRE),Mr K. P. Healy,7,Paul W. Flynn,6th,1/2 l,7,11-2p,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Kottayam (IRE),Mr S. P. Queally,7,John Queally,5th,1 3/4 l,8,11-7,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Cafe Con Leche (IRE),Mr A. D. Bustin,7,Charles Byrnes,4th,11 l,7,11-4,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Lord Erskine (IRE),Miss M. Walsh,7,Harry Rogers,3rd,1 3/4 l,10,12-0b,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Coeur Sublime (IRE),Mr A. Jones,0,Henry de Bromhead,2nd,3/4 l,8,12-0t,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Helvic Dream (IRE),Mr P. W. Mullins,0,Noel Meade,1st,N/A,6,11-7,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Wayne R Walker,Ms L. Dowdall,7,Donal Kinsella,11th,6 1/2 l,4,11-4t,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Power to Love (IRE),Mr F. J. Gillen,0,Miss Katy Brown,10th,2 1/4 l,4,10-13,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Encore De Mer (IRE),Miss K. Lawless,7,S. M. Duffy,9th,10 l,4,10-13,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Applejack Poet (IRE),Mr A. O. Harrington,7,Miss Elizabeth Doyle,8th,2 1/2 l,6,11-4,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Balaclava (IRE),Ms M. Kelly,7,D. J. Bunyan & G. O'Leary,7th,5 1/2 l,10,11-4,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Ally Cay (IRE),Mr K. P. Healy,7,Paul W. Flynn,6th,1/2 l,7,11-2p,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Kottayam (IRE),Mr S. P. Queally,7,John Queally,5th,1 3/4 l,8,11-7,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Cafe Con Leche (IRE),Mr A. D. Bustin,7,Charles Byrnes,4th,11 l,7,11-4,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Lord Erskine (IRE),Miss M. Walsh,7,Harry Rogers,3rd,1 3/4 l,10,12-0b,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Coeur Sublime (IRE),Mr A. Jones,0,Henry de Bromhead,2nd,3/4 l,8,12-0t,-,True,88,41
Curragh Racing Results | 31st October 2023 15:07,N/A,15:07,Heavy,1m 4f,Helvic Dream (IRE),Mr P. W. Mullins,0,Noel Meade,1st,N/A,6,11-7,-,True,88,41
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Awqaat (IRE),D. W. O'Connor,0,John McConnell,19th,22 l,4,9-9t,63,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Catwalk Couture (IRE),L. F. Roche,0,Eddie & Patrick Harty,18th,9 1/2 l,3,9-5,63,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Magic Charm (IRE),C. Horgan,7,Martin Hassett,17th,19 l,7,9-9b,63,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Evening's Empire (IRE),C. D. Hayes,0,Eddie & Patrick Harty,16th,6 1/2 l,3,9-8,66,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Speckled Meadow (IRE),Adam Caffrey,5,Don Browne,15th,Neck,6,9-7,61,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,La Dame Blanche (IRE),S. P. Bird,7,Michael Mulvany,14th,4 1/4 l,4,9-11h,65,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Patrick Street,J. Kearney,5,Patrick Martin,13th,Short Head,4,9-9tp,63,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Slamadoor (IRE),R. P. Whelan,0,Jarlath P. Fahey,12th,2 l,4,9-9,63,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Fashion Flair,Wesley Joyce,5,John S. O'Donoghue,11th,1 1/4 l,4,9-12,66,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Giselles Defence (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,10th,Head,3,9-8,66,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Douglas Dc (IRE),J. Coen,5,Gordon Elliott,9th,3/4 l,5,10-0p,68,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Inchiquin Maid (IRE),C. Stone-Walsh,7,David Kenneth Budds,8th,Nose,4,9-11t,65,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Snowhaven (IRE),K. G. Kennedy,7,Mrs J. Harrington,7th,Head,3,9-4p,62,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,New Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,2 l,5,10-2,70,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Team Of Firsts,C. T. Keane,0,Patrick J. Flynn,5th,1 l,5,9-13b,67,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Bridge Of Dawn (IRE),R. P. Cleary,0,J. S. Bolger,4th,1 3/4 l,4,10-0p,68,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Stormy Jenn (IRE),R. Whearty,5,Peter Cluskey,3rd,5 1/2 l,6,10-0,68,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Alfalfa (IRE),M. W. Hassett,7,Timothy Doyle,2nd,N/A,5,9-13,67,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Kermiya (IRE),Ben Martin Coen,0,John Patrick Murtagh,1st,Neck,3,9-12,70,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Awqaat (IRE),D. W. O'Connor,0,John McConnell,19th,22 l,4,9-9t,63,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Catwalk Couture (IRE),L. F. Roche,0,Eddie & Patrick Harty,18th,9 1/2 l,3,9-5,63,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Magic Charm (IRE),C. Horgan,7,Martin Hassett,17th,19 l,7,9-9b,63,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Evening's Empire (IRE),C. D. Hayes,0,Eddie & Patrick Harty,16th,6 1/2 l,3,9-8,66,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Speckled Meadow (IRE),Adam Caffrey,5,Don Browne,15th,Neck,6,9-7,61,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,La Dame Blanche (IRE),S. P. Bird,7,Michael Mulvany,14th,4 1/4 l,4,9-11h,65,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Patrick Street,J. Kearney,5,Patrick Martin,13th,Short Head,4,9-9tp,63,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Slamadoor (IRE),R. P. Whelan,0,Jarlath P. Fahey,12th,2 l,4,9-9,63,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Fashion Flair,Wesley Joyce,5,John S. O'Donoghue,11th,1 1/4 l,4,9-12,66,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Giselles Defence (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,10th,Head,3,9-8,66,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Douglas Dc (IRE),J. Coen,5,Gordon Elliott,9th,3/4 l,5,10-0p,68,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Inchiquin Maid (IRE),C. Stone-Walsh,7,David Kenneth Budds,8th,Nose,4,9-11t,65,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Snowhaven (IRE),K. G. Kennedy,7,Mrs J. Harrington,7th,Head,3,9-4p,62,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,New Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,2 l,5,10-2,70,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Team Of Firsts,C. T. Keane,0,Patrick J. Flynn,5th,1 l,5,9-13b,67,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Bridge Of Dawn (IRE),R. P. Cleary,0,J. S. Bolger,4th,1 3/4 l,4,10-0p,68,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Stormy Jenn (IRE),R. Whearty,5,Peter Cluskey,3rd,5 1/2 l,6,10-0,68,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Alfalfa (IRE),M. W. Hassett,7,Timothy Doyle,2nd,N/A,5,9-13,67,True,88,42
Curragh Racing Results | 31st October 2023 15:37,N/A,15:37,Heavy,1m 2f,Kermiya (IRE),Ben Martin Coen,0,John Patrick Murtagh,1st,Neck,3,9-12,70,True,88,42
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Peddler's Lane (IRE),R. C. Colgan,0,A. J. Martin,20th,63 l,5,9-9b1,69,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Yamalia Star (IRE),J. J. G. Ryan,5,Jack W. Davison,19th,1 l,3,9-10,77,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Three Comets (GER),N. M. Crosse,0,Luke Comer,18th,14 l,7,9-9p,69,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Red Secret (CAN),G. F. Carroll,0,Kevin Michael Smith,17th,1/2 l,7,9-8tb,68,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Nostra Casa (IRE),L. T. McAteer,0,Paul W. Flynn,16th,2 3/4 l,7,10-0tp,74,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Play the Game (IRE),D. W. O'Connor,0,John McConnell,15th,3 1/2 l,10,9-9ht,69,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Dubai Clover (IRE),Siobhan Rutledge,3,John McConnell,14th,2 3/4 l,4,8-12,58,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Killeemore Lad (IRE),Amy Jo Hayes,7,A. Slattery,13th,1 l,5,9-9,69,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Firm Belief (IRE),Seamie Heffernan,0,Rodger Sweeney,12th,2 3/4 l,5,9-5,65,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Penny Jar (IRE),C. T. Keane,0,Patrick Downey,11th,1 l,7,9-7t,67,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Whatcouldhavebeen (IRE),R. P. Whelan,0,Jarlath P. Fahey,10th,3 l,5,9-12,72,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Master Dunraven (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1 3/4 l,3,9-1,68,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Paradise Lost (IRE),R. Whearty,5,Charles O'Brien,8th,2 3/4 l,4,9-4,64,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Beautiful Chaos (IRE),J. A. Powell,3,Ross O'Sullivan,7th,2 1/2 l,5,9-10,70,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Rain (GER),William James Lee,0,James M. Barcoe,6th,4 1/2 l,4,9-5,65,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Plains Indian (IRE),C. Horgan,7,A. Slattery,5th,1/2 l,7,9-9,69,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Ricky Bobby (IRE),M. W. Hassett,7,Timothy Doyle,4th,1/2 l,8,8-12,58,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Ellaat,S. P. Davis,0,Charles Byrnes,3rd,1 1/4 l,7,9-2,62,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Make Good (IRE),C. D. Hayes,0,Shane Crawley,2nd,Short Head,8,9-2t,62,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Rodney Bay (IRE),L. F. Roche,0,Joseph Anthony Murray,1st,N/A,6,8-13,59,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Peddler's Lane (IRE),R. C. Colgan,0,A. J. Martin,20th,63 l,5,9-9b1,69,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Yamalia Star (IRE),J. J. G. Ryan,5,Jack W. Davison,19th,1 l,3,9-10,77,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Three Comets (GER),N. M. Crosse,0,Luke Comer,18th,14 l,7,9-9p,69,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Red Secret (CAN),G. F. Carroll,0,Kevin Michael Smith,17th,1/2 l,7,9-8tb,68,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Nostra Casa (IRE),L. T. McAteer,0,Paul W. Flynn,16th,2 3/4 l,7,10-0tp,74,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Play the Game (IRE),D. W. O'Connor,0,John McConnell,15th,3 1/2 l,10,9-9ht,69,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Dubai Clover (IRE),Siobhan Rutledge,3,John McConnell,14th,2 3/4 l,4,8-12,58,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Killeemore Lad (IRE),Amy Jo Hayes,7,A. Slattery,13th,1 l,5,9-9,69,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Firm Belief (IRE),Seamie Heffernan,0,Rodger Sweeney,12th,2 3/4 l,5,9-5,65,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Penny Jar (IRE),C. T. Keane,0,Patrick Downey,11th,1 l,7,9-7t,67,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Whatcouldhavebeen (IRE),R. P. Whelan,0,Jarlath P. Fahey,10th,3 l,5,9-12,72,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Master Dunraven (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1 3/4 l,3,9-1,68,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Paradise Lost (IRE),R. Whearty,5,Charles O'Brien,8th,2 3/4 l,4,9-4,64,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Beautiful Chaos (IRE),J. A. Powell,3,Ross O'Sullivan,7th,2 1/2 l,5,9-10,70,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Rain (GER),William James Lee,0,James M. Barcoe,6th,4 1/2 l,4,9-5,65,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Plains Indian (IRE),C. Horgan,7,A. Slattery,5th,1/2 l,7,9-9,69,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Ricky Bobby (IRE),M. W. Hassett,7,Timothy Doyle,4th,1/2 l,8,8-12,58,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Ellaat,S. P. Davis,0,Charles Byrnes,3rd,1 1/4 l,7,9-2,62,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Make Good (IRE),C. D. Hayes,0,Shane Crawley,2nd,Short Head,8,9-2t,62,True,88,43
Curragh Racing Results | 31st October 2023 16:07,N/A,16:07,Heavy,1m 6f,Rodney Bay (IRE),L. F. Roche,0,Joseph Anthony Murray,1st,N/A,6,8-13,59,True,88,43
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Ertikaaz (IRE),J. E. Harnett,10,John S. O'Donoghue,13th,4 3/4 l,5,10-0,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Johnny The Star (IRE),J. Kearney,5,M. M. Rice,12th,4 1/2 l,3,9-9,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Zahee (IRE),D. W. O'Connor,0,John McConnell,11th,3/4 l,8,9-11ht,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Roderick,J. M. Sheridan,0,Philip Michael Byrne,10th,5 l,7,9-11,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Big Baby Bull (IRE),D. King,5,James McAuley,9th,Nose,7,10-2tb,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Dumb Love (IRE),C. T. Keane,0,G. M. Lyons,8th,1 1/4 l,3,10-0b,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Comfort Line (IRE),C. J. MacRedmond,5,Adrian McGuinness,7th,1 l,6,9-9v,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Invincible Larne (IRE),Siobhan Rutledge,3,John McConnell,6th,Head,7,9-8,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Rocky Dreams,William James Lee,0,James McAuley,5th,1/2 l,6,10-2b,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Mads Black Eights (IRE),Declan McDonogh,0,Matthew J. Smith,4th,3/4 l,7,10-2,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Spirit Of Paradise (IRE),N. M. Crosse,0,Mrs J. Harrington,3rd,1 1/4 l,3,9-4,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Pinball Wizard (IRE),S. D. Bowen,5,John J. Nallen,2nd,8 l,5,9-11,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Brains (IRE),Seamie Heffernan,0,Eric McNamara,1st,N/A,7,10-2tb,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Ertikaaz (IRE),J. E. Harnett,10,John S. O'Donoghue,13th,4 3/4 l,5,10-0,-,True,88,44
Dundalk Racing Results | 1st November 2023 14:00,N/A,14:00,Standard,1m,Johnny The Star (IRE),J. Kearney,5,M. M. Rice,12th,4 1/2 l,3,9-9,-,True,88,44
