track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Rossies Tara,J. J. Slevin,0,Mark McNiff,14th,10 l,7,10-13t,80,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Master Breffni (IRE),Peter Carberry,0,J. T. R. Dreaper,13th,35 l,5,11-7,88,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Father Jed (IRE),D. King,3,John Patrick Ryan,12th,1/2 l,12,11-1b,82,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Wild Caprice (IRE),Liam Quinlan,5,John Patrick Ryan,11th,9 l,9,11-4,85,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Onefortheditch (IRE),T. P. Harney,7,Eamonn Francis Gallagher,10th,Short Head,5,11-6,87,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Gamigin (IRE),J. S. McGarvey,0,Noel C. Kelly,9th,1 1/2 l,5,11-4,85,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Inchidaly Robin (IRE),Mr A. Burke-Ott,7,Alexander Ott,8th,1 1/4 l,6,11-7tp,88,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Frazel Express (IRE),C. Brassil,5,James M. Barcoe,7th,7 l,11,11-8t,89,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Up She Flew (IRE),Kieran Callaghan,5,Liam P. Cusack,6th,6 l,6,10-13p,80,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Stowaway Lass (IRE),Phillip Enright,0,S. Curling,5th,12 l,9,10-13,80,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Reserve Judgement (IRE),B. W. Harvey,3,John McConnell,4th,4 1/4 l,7,11-11b,92,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Billies Filly (IRE),R. A. Doyle,0,Martin Brassil,3rd,4 1/4 l,5,11-0p1,81,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Breagagh (IRE),Mr N. Gault,7,S. Michael Millar,2nd,1 1/2 l,5,11-10p,91,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Any Day Now (IRE),S. F. O'Keeffe,0,Edward Cawley,1st,N/A,8,10-13b,80,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Rossies Tara,J. J. Slevin,0,Mark McNiff,14th,10 l,7,10-13t,80,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Master Breffni (IRE),Peter Carberry,0,J. T. R. Dreaper,13th,35 l,5,11-7,88,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Father Jed (IRE),D. King,3,John Patrick Ryan,12th,1/2 l,12,11-1b,82,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Wild Caprice (IRE),Liam Quinlan,5,John Patrick Ryan,11th,9 l,9,11-4,85,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Onefortheditch (IRE),T. P. Harney,7,Eamonn Francis Gallagher,10th,Short Head,5,11-6,87,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Gamigin (IRE),J. S. McGarvey,0,Noel C. Kelly,9th,1 1/2 l,5,11-4,85,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Inchidaly Robin (IRE),Mr A. Burke-Ott,7,Alexander Ott,8th,1 1/4 l,6,11-7tp,88,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Frazel Express (IRE),C. Brassil,5,James M. Barcoe,7th,7 l,11,11-8t,89,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Up She Flew (IRE),Kieran Callaghan,5,Liam P. Cusack,6th,6 l,6,10-13p,80,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Stowaway Lass (IRE),Phillip Enright,0,S. Curling,5th,12 l,9,10-13,80,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Reserve Judgement (IRE),B. W. Harvey,3,John McConnell,4th,4 1/4 l,7,11-11b,92,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Billies Filly (IRE),R. A. Doyle,0,Martin Brassil,3rd,4 1/4 l,5,11-0p1,81,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Breagagh (IRE),Mr N. Gault,7,S. Michael Millar,2nd,1 1/2 l,5,11-10p,91,True,88,1
Sligo Racing Results | 27th October 2023 15:35,N/A,15:35,Soft,2m 4f,Any Day Now (IRE),S. F. O'Keeffe,0,Edward Cawley,1st,N/A,8,10-13b,80,True,88,1
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Ivy Hall (IRE),Liam Quinlan,5,John Patrick Ryan,F,N/A,5,10-11,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Rockon Henry (IRE),A. M. King,7,Fintan Feeney,6th,99 l,8,11-4,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Just Three (IRE),Jack G. Gilligan,7,Paul John Gilligan,5th,82 l,6,11-4,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Silver Gazette (IRE),S. F. O'Keeffe,0,A. Slattery,4th,13 l,6,11-4,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Rowdy Romeo (IRE),J. J. Slevin,0,Mrs Caroline McCaldin,3rd,3 1/4 l,6,11-4,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Insouciant Dallier (FR),Sean Flanagan,0,Miss Elizabeth Doyle,2nd,6 1/2 l,5,11-4,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Will Do (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,6,11-12,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Ivy Hall (IRE),Liam Quinlan,5,John Patrick Ryan,F,N/A,5,10-11,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Rockon Henry (IRE),A. M. King,7,Fintan Feeney,6th,99 l,8,11-4,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Just Three (IRE),Jack G. Gilligan,7,Paul John Gilligan,5th,82 l,6,11-4,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Silver Gazette (IRE),S. F. O'Keeffe,0,A. Slattery,4th,13 l,6,11-4,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Rowdy Romeo (IRE),J. J. Slevin,0,Mrs Caroline McCaldin,3rd,3 1/4 l,6,11-4,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Insouciant Dallier (FR),Sean Flanagan,0,Miss Elizabeth Doyle,2nd,6 1/2 l,5,11-4,-,True,88,2
Sligo Racing Results | 27th October 2023 16:10,N/A,16:10,Soft,3m 1f 90y,Will Do (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,6,11-12,-,True,88,2
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Old Chap (IRE),Jack G. Gilligan,7,Paul John Gilligan,PU,N/A,5,11-4,98,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Gigantamax Eevee (IRE),Shane O'Callaghan,5,Matthew J. Smith,7th,6 1/2 l,5,10-0p,80,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Goodnightngodbless (USA),C. G. O'Dwyer,5,J. D. Motherway,6th,23 l,10,11-8tp,102,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Clonbury Bridge (IRE),J. P. O'Sullivan,3,J. P. Dempsey,5th,8 l,7,11-10tb,104,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Mick Charlie (IRE),Mr J. W. Hendrick,7,Declan Queally,4th,3 l,11,11-5ht,99,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Influential Lady (IRE),J. J. Slevin,0,James M. Barcoe,3rd,4 l,9,11-11,105,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Mustameet Secret (IRE),Gavin Peter Brouder,5,Hugh P. Finegan,2nd,3/4 l,6,10-6,86,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Drumcliff (IRE),Miss A. B. O'Connor,3,Padraig Roche,1st,N/A,12,11-13tp,107,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Old Chap (IRE),Jack G. Gilligan,7,Paul John Gilligan,PU,N/A,5,11-4,98,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Gigantamax Eevee (IRE),Shane O'Callaghan,5,Matthew J. Smith,7th,6 1/2 l,5,10-0p,80,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Goodnightngodbless (USA),C. G. O'Dwyer,5,J. D. Motherway,6th,23 l,10,11-8tp,102,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Clonbury Bridge (IRE),J. P. O'Sullivan,3,J. P. Dempsey,5th,8 l,7,11-10tb,104,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Mick Charlie (IRE),Mr J. W. Hendrick,7,Declan Queally,4th,3 l,11,11-5ht,99,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Influential Lady (IRE),J. J. Slevin,0,James M. Barcoe,3rd,4 l,9,11-11,105,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Mustameet Secret (IRE),Gavin Peter Brouder,5,Hugh P. Finegan,2nd,3/4 l,6,10-6,86,True,88,3
Sligo Racing Results | 27th October 2023 16:45,N/A,16:45,Soft,3m 1f 90y,Drumcliff (IRE),Miss A. B. O'Connor,3,Padraig Roche,1st,N/A,12,11-13tp,107,True,88,3
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Keeptheoldmanout (IRE),Mr J. Costello,7,A. J. Martin,9th,99 l,7,12-0,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Locorotondo (IRE),Mr P. W. Mullins,0,Martin Brassil,8th,6 1/2 l,5,12-0t,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Rising Dust (IRE),Mr A. Burke-Ott,7,M. Hourigan,7th,1/2 l,5,12-0,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Mister Vic (IRE),Mr L. T. Turner,7,Noel C. Kelly,6th,1/2 l,5,12-0,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Dorans Law (IRE),Mr Alan O'Sullivan,7,M. Hourigan,5th,24 l,5,12-0,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,His Nibs (IRE),Miss Georgie Benson,7,Peter John Flood,4th,6 l,4,11-13,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Donnie Devito (IRE),Mr J. C. Barry,3,Ms M. M. Gannon,3rd,2 1/4 l,4,11-13t1,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Bleu De Vassy (FR),Mr J. H. Williamson,7,Gordon Elliott,2nd,2 1/2 l,4,11-13,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Will Wilde (FR),Mr J. L. Gleeson,5,Miss Elizabeth Doyle,1st,N/A,4,11-13,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Keeptheoldmanout (IRE),Mr J. Costello,7,A. J. Martin,9th,99 l,7,12-0,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Locorotondo (IRE),Mr P. W. Mullins,0,Martin Brassil,8th,6 1/2 l,5,12-0t,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Rising Dust (IRE),Mr A. Burke-Ott,7,M. Hourigan,7th,1/2 l,5,12-0,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Mister Vic (IRE),Mr L. T. Turner,7,Noel C. Kelly,6th,1/2 l,5,12-0,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Dorans Law (IRE),Mr Alan O'Sullivan,7,M. Hourigan,5th,24 l,5,12-0,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,His Nibs (IRE),Miss Georgie Benson,7,Peter John Flood,4th,6 l,4,11-13,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Donnie Devito (IRE),Mr J. C. Barry,3,Ms M. M. Gannon,3rd,2 1/4 l,4,11-13t1,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Bleu De Vassy (FR),Mr J. H. Williamson,7,Gordon Elliott,2nd,2 1/2 l,4,11-13,-,True,88,4
Sligo Racing Results | 27th October 2023 17:20,N/A,17:20,Soft,2m 2f,Will Wilde (FR),Mr J. L. Gleeson,5,Miss Elizabeth Doyle,1st,N/A,4,11-13,-,True,88,4
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Beachbabebiddy (IRE),R. Whearty,5,Francis Casey,14th,3 1/4 l,3,9-1,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Ciorcal (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,13th,14 l,3,10-0,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Un Bacio Ancora (IRE),Siobhan Rutledge,3,C. W. J. Farrell,12th,Short Head,4,9-9tp,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Starnight (IRE),J. A. Powell,3,John Patrick Murtagh,11th,5 1/2 l,3,8-13,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Chestnutter (IRE),C. T. Keane,0,Noel Meade,10th,Neck,4,9-8,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Clarinbridge (IRE),Seamie Heffernan,0,Noel C. Kelly,9th,3/4 l,4,9-1,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Berlina (IRE),J. Kearney,5,G. M. Lyons,8th,1 l,3,8-13,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Madakasham Jam (IRE),J. J. G. Ryan,5,Jack W. Davison,7th,1 l,3,8-13,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Andrassy (IRE),Wesley Joyce,7,John Patrick Murtagh,6th,3/4 l,3,8-13,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,One Boss,Shane Foley,0,Mrs J. Harrington,5th,Neck,3,9-9p,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Iva Batt (IRE),Adam Caffrey,5,Adrian McGuinness,4th,1 1/2 l,5,9-6,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Hasten Slowly (IRE),Cillian McConnell,7,John McConnell,3rd,2 1/2 l,3,9-9,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Dumb Love (IRE),G. F. Carroll,0,G. M. Lyons,2nd,1 1/4 l,3,9-9b,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Chica Power (IRE),William James Lee,0,Cian Michael Collins,1st,N/A,5,9-4p,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Beachbabebiddy (IRE),R. Whearty,5,Francis Casey,14th,3 1/4 l,3,9-1,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Ciorcal (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,13th,14 l,3,10-0,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Un Bacio Ancora (IRE),Siobhan Rutledge,3,C. W. J. Farrell,12th,Short Head,4,9-9tp,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Starnight (IRE),J. A. Powell,3,John Patrick Murtagh,11th,5 1/2 l,3,8-13,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Chestnutter (IRE),C. T. Keane,0,Noel Meade,10th,Neck,4,9-8,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Clarinbridge (IRE),Seamie Heffernan,0,Noel C. Kelly,9th,3/4 l,4,9-1,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Berlina (IRE),J. Kearney,5,G. M. Lyons,8th,1 l,3,8-13,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Madakasham Jam (IRE),J. J. G. Ryan,5,Jack W. Davison,7th,1 l,3,8-13,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Andrassy (IRE),Wesley Joyce,7,John Patrick Murtagh,6th,3/4 l,3,8-13,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,One Boss,Shane Foley,0,Mrs J. Harrington,5th,Neck,3,9-9p,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Iva Batt (IRE),Adam Caffrey,5,Adrian McGuinness,4th,1 1/2 l,5,9-6,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Hasten Slowly (IRE),Cillian McConnell,7,John McConnell,3rd,2 1/2 l,3,9-9,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Dumb Love (IRE),G. F. Carroll,0,G. M. Lyons,2nd,1 1/4 l,3,9-9b,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:00,N/A,17:00,Standard,7f,Chica Power (IRE),William James Lee,0,Cian Michael Collins,1st,N/A,5,9-4p,-,True,88,5
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Boadicea Belle (IRE),Siobhan Rutledge,0,Matthew J. Smith,14th,3 3/4 l,4,8-13b,53,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Play It Again Zaam (IRE),S. D. Bowen,2,John Andrew Kinsella,13th,7 l,3,9-6p,62,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Corballis Flyer (IRE),M. W. Hassett,4,John Joseph Hanlon,12th,1 1/4 l,5,8-8,48,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Bobby K (IRE),Jamie-Lee Gonet,7,Michael O'Meara,11th,1 1/4 l,8,9-10,64,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Harbanaker (IRE),J. A. Powell,0,James McAuley,10th,1 1/2 l,6,9-0t,54,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Is That Love (IRE),S. McCullagh,0,H. D. McGuigan,9th,Head,6,10-1,69,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Princess Rajj (IRE),C. Geerdharry,7,Mrs J. Harrington,8th,Neck,4,9-2p,56,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Rocky Dreams,C. Stone-Walsh,4,James McAuley,7th,Head,6,10-2b1,70,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Elephant John (IRE),J. Kearney,2,Eoin Christopher McCarthy,5th,Head,5,9-6b1,60,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Lasting Peace (IRE),R. Whearty,2,Noel Meade,5th,Dead Heat,3,9-2p1,58,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Blackcastle Storm,J. Coen,0,Matthew J. Smith,4th,2 1/4 l,6,9-11t,65,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,The Bog Bank (IRE),J. J. G. Ryan,2,T. G. McCourt,3rd,2 1/2 l,6,9-5tp,59,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,International Lady (IRE),Wesley Joyce,4,Kevin Michael Smith,2nd,Head,5,9-3b,57,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Exquisite Acclaim (IRE),Adam Caffrey,2,Adrian McGuinness,1st,N/A,4,9-13p,67,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Boadicea Belle (IRE),Siobhan Rutledge,0,Matthew J. Smith,14th,3 3/4 l,4,8-13b,53,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Play It Again Zaam (IRE),S. D. Bowen,2,John Andrew Kinsella,13th,7 l,3,9-6p,62,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Corballis Flyer (IRE),M. W. Hassett,4,John Joseph Hanlon,12th,1 1/4 l,5,8-8,48,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Bobby K (IRE),Jamie-Lee Gonet,7,Michael O'Meara,11th,1 1/4 l,8,9-10,64,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Harbanaker (IRE),J. A. Powell,0,James McAuley,10th,1 1/2 l,6,9-0t,54,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Is That Love (IRE),S. McCullagh,0,H. D. McGuigan,9th,Head,6,10-1,69,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Princess Rajj (IRE),C. Geerdharry,7,Mrs J. Harrington,8th,Neck,4,9-2p,56,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Rocky Dreams,C. Stone-Walsh,4,James McAuley,7th,Head,6,10-2b1,70,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Elephant John (IRE),J. Kearney,2,Eoin Christopher McCarthy,5th,Head,5,9-6b1,60,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Lasting Peace (IRE),R. Whearty,2,Noel Meade,5th,Dead Heat,3,9-2p1,58,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Blackcastle Storm,J. Coen,0,Matthew J. Smith,4th,2 1/4 l,6,9-11t,65,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,The Bog Bank (IRE),J. J. G. Ryan,2,T. G. McCourt,3rd,2 1/2 l,6,9-5tp,59,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,International Lady (IRE),Wesley Joyce,4,Kevin Michael Smith,2nd,Head,5,9-3b,57,True,88,6
Dundalk Racing Results | 27th October 2023 17:30,N/A,17:30,Standard,7f,Exquisite Acclaim (IRE),Adam Caffrey,2,Adrian McGuinness,1st,N/A,4,9-13p,67,True,88,6
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Eruption (IRE),L. F. Roche,0,Matthew J. Smith,13th,4 3/4 l,4,8-13b,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Sister Lola (IRE),J. M. Sheridan,0,James McAuley,12th,1 1/4 l,6,8-13tp,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Ever Rock (IRE),Declan McDonogh,0,J. J. Lambe,11th,Neck,7,9-0,48,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,My Little Tip (IRE),Shane Foley,0,James McAuley,10th,1/2 l,4,9-7tp,55,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Miltonia (USA),R. Whearty,5,M. Halford & T. Collins,9th,Head,4,8-13t1,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Catherine Chroi (IRE),G. P. Halpin,0,Ms Claire O'Connell,8th,1 1/4 l,5,8-13b,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Adams Barbour (IRE),Siobhan Rutledge,3,L. Smyth,7th,Head,6,10-2tb,64,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Darcy's Rock,Seamie Heffernan,0,J. J. Lambe,6th,1/2 l,4,8-13,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Kuwait Direction (IRE),G. M. Ryan,0,Keith Henry Clarke,5th,1 1/4 l,6,9-0,48,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Hero Of The Hour,C. D. Hayes,0,G. A. Kingston,4th,3/4 l,6,9-9b,57,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Pulse Of Shanghai (IRE),C. T. Keane,0,James McAuley,3rd,1 1/4 l,7,9-4tb,52,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Lockdown,S. R. Markey,10,Anthony McCann,2nd,Head,5,9-12t,60,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Empress Of Bough (IRE),R. P. Cleary,0,Anthony McCann,1st,N/A,4,8-13,47,True,88,7
