track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Yours Sincerely (IRE),R P Cleary,0,A McGuinness,3rd,7 1/2 l,2,8-9,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Fresh Fade (IRE),C T Keane,0,M O'Callaghan,2nd,3/4 l,2,9-2,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Gavoo (IRE),L T McAteer,0,D Marnane,1st,N/A,2,9-0,-,True,178,31
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Closely (IRE),J Cleary,5,A P O'Brien,6th,6 1/2 l,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Award Ceremony (IRE),G M Ryan,0,Donnacha O'Brien,5th,2 1/2 l,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Femme Beauty (IRE),S Foley,0,K J Condon,4th,Neck,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Dreamy Skies (IRE),W J Lee,0,P Twomey,3rd,2 3/4 l,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Luna Mia,C T Keane,0,M O'Callaghan,2nd,Head,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Magny Cours (IRE),B M Coen,0,Daniel McLoughlin,1st,N/A,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Closely (IRE),J Cleary,5,A P O'Brien,6th,6 1/2 l,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Award Ceremony (IRE),G M Ryan,0,Donnacha O'Brien,5th,2 1/2 l,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Femme Beauty (IRE),S Foley,0,K J Condon,4th,Neck,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Dreamy Skies (IRE),W J Lee,0,P Twomey,3rd,2 3/4 l,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Luna Mia,C T Keane,0,M O'Callaghan,2nd,Head,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 14:37,N/A,14:37,Good To Yielding (Yielding In Places),6f 60y,Magny Cours (IRE),B M Coen,0,Daniel McLoughlin,1st,N/A,2,9-2,-,True,178,32
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Nezeeh (IRE),J M Sheridan,0,D Hogan,13th,Neck,4,9-2b,65,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Mercurial (IRE),A J Casey,10,J Nallen,12th,3 1/4 l,6,10-0,77,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Ramiro (IRE),J J G Ryan,3,Miss H McLoughlin,11th,Head,9,9-13h,76,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Gerrit's Gem (IRE),S T McCullagh,0,K P Cotter,10th,3/4 l,5,9-10,73,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Linger For Longer (IRE),D McMonagle,0,A Leahy,9th,Short Head,6,9-4,67,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Velvet Skies (IRE),T Casey,10,M Mulvany,8th,1/2 l,4,9-6,69,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Tawaazon (IRE),K G Kennedy,5,J A Kinsella,7th,Head,7,9-3tb,66,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Rappell (IRE),W J Lee,0,P W Flynn,6th,Head,4,9-9,72,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Skillman Ave (IRE),R Whearty,3,G P Cromwell,5th,Short Head,3,8-11v1,68,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Kilmood Susan (IRE),S Foley,0,Daniel Murphy,4th,Head,3,9-1,72,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Facethepuckout (IRE),C T Keane,0,M O'Callaghan,3rd,3/4 l,9,9-13,76,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Never Shout Never (IRE),J Kearney,3,Stephen Thorne,2nd,1/2 l,5,9-9t,72,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,White Clover (IRE),G F Carroll,0,J G Murphy,1st,N/A,4,9-5,68,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Nezeeh (IRE),J M Sheridan,0,D Hogan,13th,Neck,4,9-2b,65,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Mercurial (IRE),A J Casey,10,J Nallen,12th,3 1/4 l,6,10-0,77,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Ramiro (IRE),J J G Ryan,3,Miss H McLoughlin,11th,Head,9,9-13h,76,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Gerrit's Gem (IRE),S T McCullagh,0,K P Cotter,10th,3/4 l,5,9-10,73,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Linger For Longer (IRE),D McMonagle,0,A Leahy,9th,Short Head,6,9-4,67,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Velvet Skies (IRE),T Casey,10,M Mulvany,8th,1/2 l,4,9-6,69,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Tawaazon (IRE),K G Kennedy,5,J A Kinsella,7th,Head,7,9-3tb,66,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Rappell (IRE),W J Lee,0,P W Flynn,6th,Head,4,9-9,72,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Skillman Ave (IRE),R Whearty,3,G P Cromwell,5th,Short Head,3,8-11v1,68,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Kilmood Susan (IRE),S Foley,0,Daniel Murphy,4th,Head,3,9-1,72,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Facethepuckout (IRE),C T Keane,0,M O'Callaghan,3rd,3/4 l,9,9-13,76,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,Never Shout Never (IRE),J Kearney,3,Stephen Thorne,2nd,1/2 l,5,9-9t,72,True,178,33
Listowel Racing Results | 1st June 2025 15:07,N/A,15:07,Good To Yielding (Yielding In Places),6f 60y,White Clover (IRE),G F Carroll,0,J G Murphy,1st,N/A,4,9-5,68,True,178,33
Listowel Racing Results | 1st June 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m,Kilt (IRE),J A Heffernan,0,N Lupini,4th,3 1/4 l,4,10-2,91,True,178,34
Listowel Racing Results | 1st June 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m,Chazzesmee (IRE),J M Sheridan,0,J A Stack,3rd,1/2 l,7,10-2h,95,True,178,34
Listowel Racing Results | 1st June 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m,Nobler (GER),M W Hassett,5,J P O'Brien,2nd,3 1/4 l,3,9-2,81,True,178,34
Listowel Racing Results | 1st June 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m,Admiral Churchill,W J Lee,0,P Twomey,1st,N/A,3,9-10b,87,True,178,34
Listowel Racing Results | 1st June 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m,Kilt (IRE),J A Heffernan,0,N Lupini,4th,3 1/4 l,4,10-2,91,True,178,34
Listowel Racing Results | 1st June 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m,Chazzesmee (IRE),J M Sheridan,0,J A Stack,3rd,1/2 l,7,10-2h,95,True,178,34
Listowel Racing Results | 1st June 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m,Nobler (GER),M W Hassett,5,J P O'Brien,2nd,3 1/4 l,3,9-2,81,True,178,34
Listowel Racing Results | 1st June 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m,Admiral Churchill,W J Lee,0,P Twomey,1st,N/A,3,9-10b,87,True,178,34
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Seven Eleven,D J O'Connor,10,M J O'Connor,14th,1 1/4 l,4,9-9,53,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Dark Enigma,T Casey,10,J G Murray,13th,4 1/4 l,4,9-0,44,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Han Solo,D McMonagle,0,A Leahy,12th,Neck,9,9-3tp,47,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Hell Left Loose,M T Sheridan,10,D Hogan,11th,3 1/4 l,9,8-10tp,40,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Manhattan Dandy (IRE),J J G Ryan,3,Thomas Coyle,10th,3/4 l,8,9-1p,45,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Still She Blooms,C T Keane,0,C Timmons,9th,3/4 l,4,9-10h,54,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Distillate,Adam Caffrey,0,A McGuinness,8th,1/2 l,5,9-13t,57,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,El Bello,J M Sheridan,0,D Hogan,7th,Neck,6,10-2p,60,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Browned Off (IRE),L T McAteer,0,P W Flynn,6th,1/2 l,4,9-0,44,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Eagles Whistle (IRE),C D Hayes,0,P J F Murphy,5th,Neck,5,8-10t,40,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Cu Chulainn,J A Heffernan,0,Laura Hourigan,4th,1 1/4 l,7,9-1t,45,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Are You In Or Out (IRE),W J Lee,0,P Stafford,3rd,1/2 l,4,9-9,53,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Dinamine (IRE),W Joyce,3,M Mulvany,2nd,3/4 l,7,9-3,47,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Liamo (IRE),M W Hassett,5,Brendan Walsh,1st,N/A,4,8-10tb,40,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Seven Eleven,D J O'Connor,10,M J O'Connor,14th,1 1/4 l,4,9-9,53,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Dark Enigma,T Casey,10,J G Murray,13th,4 1/4 l,4,9-0,44,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Han Solo,D McMonagle,0,A Leahy,12th,Neck,9,9-3tp,47,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Hell Left Loose,M T Sheridan,10,D Hogan,11th,3 1/4 l,9,8-10tp,40,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Manhattan Dandy (IRE),J J G Ryan,3,Thomas Coyle,10th,3/4 l,8,9-1p,45,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Still She Blooms,C T Keane,0,C Timmons,9th,3/4 l,4,9-10h,54,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Distillate,Adam Caffrey,0,A McGuinness,8th,1/2 l,5,9-13t,57,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,El Bello,J M Sheridan,0,D Hogan,7th,Neck,6,10-2p,60,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Browned Off (IRE),L T McAteer,0,P W Flynn,6th,1/2 l,4,9-0,44,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Eagles Whistle (IRE),C D Hayes,0,P J F Murphy,5th,Neck,5,8-10t,40,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Cu Chulainn,J A Heffernan,0,Laura Hourigan,4th,1 1/4 l,7,9-1t,45,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Are You In Or Out (IRE),W J Lee,0,P Stafford,3rd,1/2 l,4,9-9,53,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Dinamine (IRE),W Joyce,3,M Mulvany,2nd,3/4 l,7,9-3,47,True,178,35
Listowel Racing Results | 1st June 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),7f,Liamo (IRE),M W Hassett,5,Brendan Walsh,1st,N/A,4,8-10tb,40,True,178,35
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,The Dubliner (FR),S T McCullagh,0,Colm Ryan,14th,72 l,4,9-8,64,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Autumn Twist (IRE),D J O'Connor,10,D Hogan,13th,7 l,4,10-5p,75,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Allo Al Khawaneej,J J G Ryan,3,C Byrnes,12th,1/2 l,5,9-9p,65,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Saga Des Aigles (IRE),L P Keniry,0,D Queally,11th,1/2 l,5,9-2v1,58,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Inchiquin Star (IRE),B M Coen,0,P Kiely,10th,5 1/2 l,6,9-7,63,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Say It So (IRE),P A Harnett,5,E McNamara,9th,4 3/4 l,6,10-0t,70,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Empress Alma (IRE),G F Carroll,0,G P Cromwell,8th,1 l,4,10-2,72,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Dumb Love (IRE),S Foley,0,Gerard O'Leary,7th,Short Head,5,9-2p,58,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Quiz Test (IRE),K G Kennedy,5,S Byrne,6th,3/4 l,5,10-0,70,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Fianna (IRE),W J Lee,0,W McCreery,5th,1 1/2 l,4,9-10,66,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Make Good (IRE),C D Hayes,0,Joseph Murray,4th,3/4 l,10,9-6tp,62,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Dark Note,A J Slattery,0,A Slattery,3rd,1 1/2 l,6,10-1,71,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Chatterbox (IRE),J A Heffernan,0,J J Murphy,2nd,3 3/4 l,6,9-7,63,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Ifitwasme (IRE),R Whearty,3,E McNamara,1st,N/A,5,8-12t,54,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,The Dubliner (FR),S T McCullagh,0,Colm Ryan,14th,72 l,4,9-8,64,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Autumn Twist (IRE),D J O'Connor,10,D Hogan,13th,7 l,4,10-5p,75,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Allo Al Khawaneej,J J G Ryan,3,C Byrnes,12th,1/2 l,5,9-9p,65,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Saga Des Aigles (IRE),L P Keniry,0,D Queally,11th,1/2 l,5,9-2v1,58,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Inchiquin Star (IRE),B M Coen,0,P Kiely,10th,5 1/2 l,6,9-7,63,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Say It So (IRE),P A Harnett,5,E McNamara,9th,4 3/4 l,6,10-0t,70,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Empress Alma (IRE),G F Carroll,0,G P Cromwell,8th,1 l,4,10-2,72,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Dumb Love (IRE),S Foley,0,Gerard O'Leary,7th,Short Head,5,9-2p,58,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Quiz Test (IRE),K G Kennedy,5,S Byrne,6th,3/4 l,5,10-0,70,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Fianna (IRE),W J Lee,0,W McCreery,5th,1 1/2 l,4,9-10,66,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Make Good (IRE),C D Hayes,0,Joseph Murray,4th,3/4 l,10,9-6tp,62,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Dark Note,A J Slattery,0,A Slattery,3rd,1 1/2 l,6,10-1,71,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Chatterbox (IRE),J A Heffernan,0,J J Murphy,2nd,3 3/4 l,6,9-7,63,True,178,36
Listowel Racing Results | 1st June 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 40y,Ifitwasme (IRE),R Whearty,3,E McNamara,1st,N/A,5,8-12t,54,True,178,36
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Zentopia (IRE),Mr J Younge,7,S M Duffy,9th,9 l,5,11-0,35,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Duke Silver (IRE),Mr P J Smullen,7,J P O'Brien,8th,1/2 l,5,11-0,-,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Talking Tough (IRE),Kerrie Gillespie,7,S M Duffy,7th,2 l,8,11-0,40,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Goin',Mr J Costello,7,A J Martin,6th,4 3/4 l,5,11-0,78,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Toto Too (IRE),Mr A P Ryan,7,J M Barrett,5th,1/2 l,8,11-0,-,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Jet Setting Jim (IRE),Mr Alan O'Sullivan,7,J Queally,4th,3 3/4 l,8,11-0,-,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Lark In The Mornin (GER),Miss A B O'Connor,0,J P O'Brien,3rd,Neck,5,11-0,93,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Sorrentino (IRE),Miss J Townend,0,W P Mullins,2nd,1/2 l,7,11-0,-,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Gentleman Joe,Mr J L Gleeson,0,H De Bromhead,1st,N/A,7,11-0t,94,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Zentopia (IRE),Mr J Younge,7,S M Duffy,9th,9 l,5,11-0,35,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Duke Silver (IRE),Mr P J Smullen,7,J P O'Brien,8th,1/2 l,5,11-0,-,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Talking Tough (IRE),Kerrie Gillespie,7,S M Duffy,7th,2 l,8,11-0,40,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Goin',Mr J Costello,7,A J Martin,6th,4 3/4 l,5,11-0,78,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Toto Too (IRE),Mr A P Ryan,7,J M Barrett,5th,1/2 l,8,11-0,-,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Jet Setting Jim (IRE),Mr Alan O'Sullivan,7,J Queally,4th,3 3/4 l,8,11-0,-,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Lark In The Mornin (GER),Miss A B O'Connor,0,J P O'Brien,3rd,Neck,5,11-0,93,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Sorrentino (IRE),Miss J Townend,0,W P Mullins,2nd,1/2 l,7,11-0,-,True,178,37
Listowel Racing Results | 1st June 2025 17:10,N/A,17:10,Good (Good To Yielding In Places) Turf),1m 5f 80y,Gentleman Joe,Mr J L Gleeson,0,H De Bromhead,1st,N/A,7,11-0t,94,True,178,37
Kilbeggan Racing Results | 1st June 2025 14:12,N/A,14:12,Good ( Good To Yielding In Places),2m 4f,Western Note (IRE),J Coen,0,G Elliott,PU,N/A,5,11-12,-,True,178,38
Kilbeggan Racing Results | 1st June 2025 14:12,N/A,14:12,Good ( Good To Yielding In Places),2m 4f,Belle Of Boston (IRE),T P Harney,4,Ciaran Murphy,PU,N/A,5,11-5,-,True,178,38
Kilbeggan Racing Results | 1st June 2025 14:12,N/A,14:12,Good ( Good To Yielding In Places),2m 4f,Twelve Tribes (IRE),O R Brown,2,J C McConnell,14th,1 3/4 l,7,11-12t,-,True,178,38
Kilbeggan Racing Results | 1st June 2025 14:12,N/A,14:12,Good ( Good To Yielding In Places),2m 4f,Belle Coko (IRE),D A Kidd,4,G B Caldwell,13th,3 l,4,10-13h1,-,True,178,38
Kilbeggan Racing Results | 1st June 2025 14:12,N/A,14:12,Good ( Good To Yielding In Places),2m 4f,Damoso (IRE),T Power Roche,2,P J Rothwell,12th,21 l,4,11-6,-,True,178,38
Kilbeggan Racing Results | 1st June 2025 14:12,N/A,14:12,Good ( Good To Yielding In Places),2m 4f,Eye On The Ball (IRE),G Brouder,0,J Nash,11th,9 1/2 l,5,11-12,-,True,178,38
