track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Lockdown Daisy (IRE),Sarah Kavanagh,7,J. J. Lambe,15th,36 l,5,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Nurse Garvey (IRE),Ms K. M. Lee,7,Muredach Kelly,14th,1/2 l,4,11-7t1,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Dirha Lady (IRE),Ms S. C. McNamara,7,Thomas P. O'Connor,13th,7 l,5,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Valamar (IRE),Miss L. S. Howard,7,Timothy Townend,12th,2 3/4 l,6,11-11ht,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Rouge Ruby (IRE),Miss L. Costello,7,Roy W. Tector,11th,6 l,4,11-7,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Ellaria Moon (IRE),Miss Georgie Benson,7,Gordon Elliott,10th,7 1/2 l,4,11-7,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Bint Freya (IRE),Miss M. O'Sullivan,5,Thomas Cooper,9th,5 1/2 l,5,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Gaudriole (FR),Ms C. S. Crozier,7,Nigel Slevin,8th,5 1/2 l,6,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Ah Fuhgeddaboudit (IRE),Miss J. Townend,5,Denis Hogan,7th,3/4 l,4,11-7,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Drumderry Harlem (IRE),Miss T. Quail,7,Mark John Scallan,6th,1 1/2 l,6,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Free View (IRE),Ms K Hynes,7,Paul Nolan,5th,Head,6,11-11t,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Hob's Angel (IRE),Miss S. Ahern,7,Martin Gerard McGuane,4th,5 1/2 l,6,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Toucan Do (IRE),Miss E. Cody,7,John Michael Burke,3rd,3 l,4,11-7,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Phils Choice (IRE),Miss P. Elvin,7,P. J. Rothwell,2nd,6 l,4,11-7,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Rockstown Girl (IRE),Miss A. B. O'Connor,5,Anthony McCann,1st,N/A,4,11-7h1,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Lockdown Daisy (IRE),Sarah Kavanagh,7,J. J. Lambe,15th,36 l,5,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Nurse Garvey (IRE),Ms K. M. Lee,7,Muredach Kelly,14th,1/2 l,4,11-7t1,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Dirha Lady (IRE),Ms S. C. McNamara,7,Thomas P. O'Connor,13th,7 l,5,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Valamar (IRE),Miss L. S. Howard,7,Timothy Townend,12th,2 3/4 l,6,11-11ht,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Rouge Ruby (IRE),Miss L. Costello,7,Roy W. Tector,11th,6 l,4,11-7,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Ellaria Moon (IRE),Miss Georgie Benson,7,Gordon Elliott,10th,7 1/2 l,4,11-7,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Bint Freya (IRE),Miss M. O'Sullivan,5,Thomas Cooper,9th,5 1/2 l,5,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Gaudriole (FR),Ms C. S. Crozier,7,Nigel Slevin,8th,5 1/2 l,6,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Ah Fuhgeddaboudit (IRE),Miss J. Townend,5,Denis Hogan,7th,3/4 l,4,11-7,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Drumderry Harlem (IRE),Miss T. Quail,7,Mark John Scallan,6th,1 1/2 l,6,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Free View (IRE),Ms K Hynes,7,Paul Nolan,5th,Head,6,11-11t,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Hob's Angel (IRE),Miss S. Ahern,7,Martin Gerard McGuane,4th,5 1/2 l,6,11-11,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Toucan Do (IRE),Miss E. Cody,7,John Michael Burke,3rd,3 l,4,11-7,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Phils Choice (IRE),Miss P. Elvin,7,P. J. Rothwell,2nd,6 l,4,11-7,-,True,7,1
Roscommon Racing Results | 4th July 2022 20:30,N/A,20:30,Good  Flat (Turf),1m 7f 90y,Rockstown Girl (IRE),Miss A. B. O'Connor,5,Anthony McCann,1st,N/A,4,11-7h1,-,True,7,1
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Shaky Operator (USA),D. B. McMonagle,0,G. O'Leary,8th,4 1/4 l,3,9-9p,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Lightly Spiced (IRE),Shane Foley,0,John McConnell,7th,Nose,3,8-13tp,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Arktikos (IRE),K. K. Hennessy,7,Gearoid O'Loughlin,6th,1/2 l,3,9-12t1,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Carlton Gardens,S. M. Crosse,0,Joseph Patrick O'Brien,5th,5 l,3,10-0,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Golden Ticket (IRE),R. P. Whelan,0,Andrew Oliver,4th,1/2 l,3,8-13h,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Sovereignty (IRE),K. J. Leonard,0,P. J. McKenna,3rd,1 1/4 l,3,9-1h,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Brown Eagle (IRE),William James Lee,0,M. C. Grassick,2nd,1/2 l,3,10-0b,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Grizabella (IRE),C. T. Keane,0,Jack W. Davison,1st,N/A,3,9-4t,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Shaky Operator (USA),D. B. McMonagle,0,G. O'Leary,8th,4 1/4 l,3,9-9p,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Lightly Spiced (IRE),Shane Foley,0,John McConnell,7th,Nose,3,8-13tp,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Arktikos (IRE),K. K. Hennessy,7,Gearoid O'Loughlin,6th,1/2 l,3,9-12t1,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Carlton Gardens,S. M. Crosse,0,Joseph Patrick O'Brien,5th,5 l,3,10-0,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Golden Ticket (IRE),R. P. Whelan,0,Andrew Oliver,4th,1/2 l,3,8-13h,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Sovereignty (IRE),K. J. Leonard,0,P. J. McKenna,3rd,1 1/4 l,3,9-1h,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Brown Eagle (IRE),William James Lee,0,M. C. Grassick,2nd,1/2 l,3,10-0b,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 16:55,N/A,16:55,Good (Good To Firm In Places),1m 2f,Grizabella (IRE),C. T. Keane,0,Jack W. Davison,1st,N/A,3,9-4t,-,True,7,2
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,An Madra Mor (IRE),K. J. Leonard,0,Tom McGuinness,9th,66 l,4,9-1t1,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,The Jam Man (IRE),D. J. Gilligan,10,Ronan M. P. McNally,8th,6 1/2 l,9,9-7p,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Meritorious,D. W. O'Connor,0,John McConnell,7th,3/4 l,4,9-9,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,The Mouse Doctor (IRE),J. Coen,7,A. J. Martin,6th,7 l,9,9-1t,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Ebendi (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,5th,5 l,5,9-13p,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Dollar Value (USA),C. T. Keane,0,T. G. McCourt,4th,2 1/4 l,7,9-1,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Harriet's Force (IRE),M. A. Enright,0,Keith Henry Clarke,3rd,3 1/2 l,6,9-1h,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Stellium (IRE),William James Lee,0,M. C. Grassick,2nd,2 l,4,9-10h1,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Nibiru (IRE),G. M. Ryan,0,A. J. Martin,1st,N/A,7,9-1tp,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,An Madra Mor (IRE),K. J. Leonard,0,Tom McGuinness,9th,66 l,4,9-1t1,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,The Jam Man (IRE),D. J. Gilligan,10,Ronan M. P. McNally,8th,6 1/2 l,9,9-7p,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Meritorious,D. W. O'Connor,0,John McConnell,7th,3/4 l,4,9-9,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,The Mouse Doctor (IRE),J. Coen,7,A. J. Martin,6th,7 l,9,9-1t,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Ebendi (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,5th,5 l,5,9-13p,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Dollar Value (USA),C. T. Keane,0,T. G. McCourt,4th,2 1/4 l,7,9-1,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Harriet's Force (IRE),M. A. Enright,0,Keith Henry Clarke,3rd,3 1/2 l,6,9-1h,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Stellium (IRE),William James Lee,0,M. C. Grassick,2nd,2 l,4,9-10h1,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:25,N/A,17:25,Good (Good To Firm In Places),1m 5f 140y,Nibiru (IRE),G. M. Ryan,0,A. J. Martin,1st,N/A,7,9-1tp,-,True,7,3
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Blindsided (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,9th,2 3/4 l,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Desert Haven,C. T. Keane,0,Noel Meade,8th,1 3/4 l,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Borletti (IRE),Ben Martin Coen,0,A. Slattery,7th,Neck,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Belatucadros (IRE),P. A. Harnett,7,Donnacha Aidan O'Brien,6th,1 1/4 l,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Jackstaff (IRE),G. F. Carroll,0,Joseph G. Murphy,5th,1/2 l,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Blanc De Noir (IRE),Shane Foley,0,Mrs J. Harrington,4th,Neck,2,9-5b1,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Dontspoilasale (IRE),W. M. Lordan,0,Miss Natalia Lupini,3rd,1 1/4 l,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Paulliac (IRE),William James Lee,0,K. J. Condon,2nd,Neck,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Kodi Noir (IRE),Seamie Heffernan,0,Adrian Murray,1st,N/A,2,9-5t1,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Blindsided (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,9th,2 3/4 l,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Desert Haven,C. T. Keane,0,Noel Meade,8th,1 3/4 l,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Borletti (IRE),Ben Martin Coen,0,A. Slattery,7th,Neck,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Belatucadros (IRE),P. A. Harnett,7,Donnacha Aidan O'Brien,6th,1 1/4 l,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Jackstaff (IRE),G. F. Carroll,0,Joseph G. Murphy,5th,1/2 l,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Blanc De Noir (IRE),Shane Foley,0,Mrs J. Harrington,4th,Neck,2,9-5b1,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Dontspoilasale (IRE),W. M. Lordan,0,Miss Natalia Lupini,3rd,1 1/4 l,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Paulliac (IRE),William James Lee,0,K. J. Condon,2nd,Neck,2,9-5,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 17:55,N/A,17:55,Good (Good To Firm In Places)  (Turf),6f,Kodi Noir (IRE),Seamie Heffernan,0,Adrian Murray,1st,N/A,2,9-5t1,-,True,7,4
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,It'll Do My Day (IRE),Wesley Joyce,7,Michael Mulvany,13th,3/4 l,3,10-1,71,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Bella Rosetta,K. J. Leonard,0,Tom McGuinness,12th,1 1/2 l,3,8-12,54,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Joyous Moment (IRE),L. T. McAteer,3,Jack W. Davison,11th,1 1/2 l,3,10-0,70,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Juno Beach (IRE),R. P. Whelan,0,Charles O'Brien,10th,1 1/4 l,3,9-7,63,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Wayne R Walker,Seamie Heffernan,0,Donal Kinsella,9th,Head,3,9-0,56,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Carla's Kodi Bear (IRE),Siobhan Rutledge,5,Mrs Sarah Dawson,8th,1 1/2 l,3,9-4p,60,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Super Cub,Ben Martin Coen,0,Denis Hogan,7th,3/4 l,3,9-12,68,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,It Might Be You (IRE),G. F. Carroll,0,Michael Mulvany,6th,1/2 l,3,9-4,60,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Tiny Bit (IRE),C. T. Keane,0,Kieran Patrick Cotter,5th,Short Head,3,9-12b,68,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Walking On Clouds (IRE),Declan McDonogh,0,Padraig Roche,4th,1 1/2 l,3,9-8tp,64,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Jupiter Express (IRE),William James Lee,0,K. J. Condon,3rd,Head,3,9-13,69,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Jedi Power (IRE),M. P. Sheehy,3,Edward Lynam,2nd,Neck,3,9-1tv,57,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Cailin Cliste (IRE),C. D. Hayes,0,John Stephen O'Donoghue,1st,N/A,3,9-13,69,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,It'll Do My Day (IRE),Wesley Joyce,7,Michael Mulvany,13th,3/4 l,3,10-1,71,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Bella Rosetta,K. J. Leonard,0,Tom McGuinness,12th,1 1/2 l,3,8-12,54,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Joyous Moment (IRE),L. T. McAteer,3,Jack W. Davison,11th,1 1/2 l,3,10-0,70,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Juno Beach (IRE),R. P. Whelan,0,Charles O'Brien,10th,1 1/4 l,3,9-7,63,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Wayne R Walker,Seamie Heffernan,0,Donal Kinsella,9th,Head,3,9-0,56,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Carla's Kodi Bear (IRE),Siobhan Rutledge,5,Mrs Sarah Dawson,8th,1 1/2 l,3,9-4p,60,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Super Cub,Ben Martin Coen,0,Denis Hogan,7th,3/4 l,3,9-12,68,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,It Might Be You (IRE),G. F. Carroll,0,Michael Mulvany,6th,1/2 l,3,9-4,60,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Tiny Bit (IRE),C. T. Keane,0,Kieran Patrick Cotter,5th,Short Head,3,9-12b,68,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Walking On Clouds (IRE),Declan McDonogh,0,Padraig Roche,4th,1 1/2 l,3,9-8tp,64,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Jupiter Express (IRE),William James Lee,0,K. J. Condon,3rd,Head,3,9-13,69,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Jedi Power (IRE),M. P. Sheehy,3,Edward Lynam,2nd,Neck,3,9-1tv,57,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:25,N/A,18:25,Good (Good To Firm In Places),6f,Cailin Cliste (IRE),C. D. Hayes,0,John Stephen O'Donoghue,1st,N/A,3,9-13,69,True,7,5
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Coushty (IRE),Seamie Heffernan,0,Andrew McNamara,18th,Head,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Lottie Go Lightly (IRE),D. B. McMonagle,0,Edward Lynam,17th,6 1/2 l,3,9-3,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Ballybeg Boy (IRE),D. W. O'Connor,0,John McConnell,16th,Neck,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Upward Curve,R. P. Whelan,0,Andrew Oliver,15th,2 l,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Selective Power (IRE),C. P. Hoban,0,Edward Lynam,14th,Neck,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Raleigh Bridge (FR),N. G. McCullagh,0,G. O'Leary,13th,1 3/4 l,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Mi Sueno (IRE),L. F. Roche,0,Andrew Kinsella,12th,Nose,3,9-8b1,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Finke River,Shane Foley,0,James McAuley,11th,Neck,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Barney Rubbles (IRE),G. F. Carroll,0,James McAuley,10th,Neck,4,10-2,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Gig Harbor (IRE),J. Kearney,7,Noel Meade,9th,1 3/4 l,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Lady Tanzanite (FR),C. D. Hayes,0,D. K. Weld,8th,3/4 l,3,9-3h1,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Grant Wood (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,3/4 l,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Holding Aces (IRE),J. J. Slevin,0,Anthony McCann,6th,1/2 l,4,10-2,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Baalbec Beauty (IRE),William James Lee,0,Miss Hilary McLoughlin,5th,2 l,4,9-11,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Solar Breeze (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,1 1/2 l,3,9-3,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Empress Of Bough (IRE),S. R. Markey,10,Anthony McCann,3rd,2 l,3,9-3,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Elephant John (IRE),L. T. McAteer,3,Barry Fitzgerald,2nd,5 1/2 l,4,10-2,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Hotrocket (IRE),C. T. Keane,0,John Joseph Murphy,1st,N/A,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Coushty (IRE),Seamie Heffernan,0,Andrew McNamara,18th,Head,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Lottie Go Lightly (IRE),D. B. McMonagle,0,Edward Lynam,17th,6 1/2 l,3,9-3,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Ballybeg Boy (IRE),D. W. O'Connor,0,John McConnell,16th,Neck,3,9-8,-,True,7,6
Fairyhouse Racing Results | 6th July 2022 18:55,N/A,18:55,Good (Good To Firm In Places),7f,Upward Curve,R. P. Whelan,0,Andrew Oliver,15th,2 l,3,9-8,-,True,7,6
