track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,La La Lucrative (IRE),R C Colgan,0,M J Smith,10th,1/2 l,4,10-1h,59,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Crypto Crash,L T McAteer,0,D Marnane,9th,Neck,4,9-1v1,45,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Miqdaad (IRE),R Coakley,0,J C McConnell,8th,Neck,5,9-2v,46,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Tynamite (IRE),Rebecca Parsons,10,D Marnane,7th,Neck,11,9-2,46,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Sobriety Blue (IRE),A J Slattery,0,A Slattery,6th,1/2 l,4,9-5,49,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Hasiyna (IRE),C D Hayes,0,J C McConnell,5th,1 1/2 l,5,9-4,48,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Lorr's Girl (IRE),K J Leonard,0,R Sweeney,4th,1/2 l,4,9-10,54,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Liamo (IRE),P A Harnett,5,Brendan Walsh,3rd,1 1/4 l,4,9-4tb,48,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Shelbourne Flyer (IRE),D McMonagle,0,J C McConnell,2nd,1 l,4,9-12t,56,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Altimara (IRE),D W O'Connor,0,R O'Sullivan,1st,N/A,4,10-2h,60,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Akeela,C T Keane,0,Ian Donoghue,PU,N/A,5,9-2t,46,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Goldmoyne (IRE),R P Whelan,0,T Doyle,17th,3/4 l,5,9-7,51,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Cherry Pink (IRE),J A Orr,10,W Durkan,16th,1/2 l,5,10-2v,60,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,La Tulipe Noire (IRE),J A Heffernan,0,Aengus King,15th,Neck,5,9-8p,52,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Rock Etoile (IRE),A Browne-Souza,7,A Slattery,14th,1 l,7,10-2,60,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Draiocht (IRE),W M Lordan,0,T J O'Mara,13th,Head,5,8-13,43,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Amanirenas (IRE),G M Ryan,0,M C Grassick,12th,2 l,6,9-4b1,48,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Carrickfinn,W Joyce,3,Shane Gallagher,11th,Head,6,9-3tb,47,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,La La Lucrative (IRE),R C Colgan,0,M J Smith,10th,1/2 l,4,10-1h,59,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Crypto Crash,L T McAteer,0,D Marnane,9th,Neck,4,9-1v1,45,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Miqdaad (IRE),R Coakley,0,J C McConnell,8th,Neck,5,9-2v,46,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Tynamite (IRE),Rebecca Parsons,10,D Marnane,7th,Neck,11,9-2,46,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Sobriety Blue (IRE),A J Slattery,0,A Slattery,6th,1/2 l,4,9-5,49,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Hasiyna (IRE),C D Hayes,0,J C McConnell,5th,1 1/2 l,5,9-4,48,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Lorr's Girl (IRE),K J Leonard,0,R Sweeney,4th,1/2 l,4,9-10,54,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Liamo (IRE),P A Harnett,5,Brendan Walsh,3rd,1 1/4 l,4,9-4tb,48,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Shelbourne Flyer (IRE),D McMonagle,0,J C McConnell,2nd,1 l,4,9-12t,56,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Altimara (IRE),D W O'Connor,0,R O'Sullivan,1st,N/A,4,10-2h,60,True,10,45
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Summer Island (USA),D McMonagle,0,J C McConnell,21st,8 l,3,9-1,65,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Smaoineamh Sile,J J G Ryan,0,Conor Maxwell,20th,Neck,7,9-6,62,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Eighty Eight (IRE),J A Heffernan,0,J Feane,19th,1/2 l,6,9-9,65,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Church Mountain (IRE),J M Sheridan,0,D Hogan,18th,1 l,7,9-4tp,60,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Silkies Sib (IRE),R P Whelan,0,T Doyle,17th,Neck,5,9-5h,61,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Moondharrig (IRE),B M Coen,0,E Doyle,16th,1/2 l,5,9-6t,62,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Electric Beauty (IRE),W Joyce,3,M Mulvany,15th,Neck,3,9-3,67,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Limbocall (IRE),L F Roche,0,M O'Callaghan,14th,3/4 l,3,8-9,59,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,The Bog Bank (IRE),Alyse Jane Clarke,7,T G McCourt,13th,1/2 l,8,9-6tp,62,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Beauty Generation (IRE),S Foley,0,Mrs J Harrington,12th,Nose,4,9-11v,67,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Zabeir (IRE),D P McDonogh,0,D Kinsella,11th,Neck,6,9-9tp,65,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Colugo (IRE),Adam Caffrey,0,Ian Donoghue,10th,1 3/4 l,4,9-6h,62,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Galician Girl (IRE),N M Crosse,0,J C McConnell,9th,1/2 l,4,8-9t,51,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Rockbury Lad,C T Keane,0,M O'Callaghan,8th,Head,6,9-10tp,66,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Boyne Valley (IRE),T Casey,10,M Mulvany,7th,Neck,3,8-11,61,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Four White Fury,L T McAteer,0,D Marnane,6th,1/2 l,3,8-12,62,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Harry The Rogue (IRE),S Coen,7,A Slattery,5th,3/4 l,4,10-3,73,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Cooley's Mist (IRE),W M Lordan,0,N Lupini,4th,Short Head,3,9-3,67,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Rampage (IRE),R Whearty,3,T G McCourt,3rd,3 1/4 l,6,9-10tv,66,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Medieval Night (IRE),C D Hayes,0,D K Weld,2nd,1 1/2 l,3,9-1v1,65,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Sinbad My Dad (IRE),J E Harnett,10,S Fahey,1st,N/A,4,9-9,65,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Summer Island (USA),D McMonagle,0,J C McConnell,21st,8 l,3,9-1,65,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Smaoineamh Sile,J J G Ryan,0,Conor Maxwell,20th,Neck,7,9-6,62,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Eighty Eight (IRE),J A Heffernan,0,J Feane,19th,1/2 l,6,9-9,65,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Church Mountain (IRE),J M Sheridan,0,D Hogan,18th,1 l,7,9-4tp,60,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Silkies Sib (IRE),R P Whelan,0,T Doyle,17th,Neck,5,9-5h,61,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Moondharrig (IRE),B M Coen,0,E Doyle,16th,1/2 l,5,9-6t,62,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Electric Beauty (IRE),W Joyce,3,M Mulvany,15th,Neck,3,9-3,67,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Limbocall (IRE),L F Roche,0,M O'Callaghan,14th,3/4 l,3,8-9,59,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,The Bog Bank (IRE),Alyse Jane Clarke,7,T G McCourt,13th,1/2 l,8,9-6tp,62,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Beauty Generation (IRE),S Foley,0,Mrs J Harrington,12th,Nose,4,9-11v,67,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Zabeir (IRE),D P McDonogh,0,D Kinsella,11th,Neck,6,9-9tp,65,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Colugo (IRE),Adam Caffrey,0,Ian Donoghue,10th,1 3/4 l,4,9-6h,62,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Galician Girl (IRE),N M Crosse,0,J C McConnell,9th,1/2 l,4,8-9t,51,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Rockbury Lad,C T Keane,0,M O'Callaghan,8th,Head,6,9-10tp,66,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Boyne Valley (IRE),T Casey,10,M Mulvany,7th,Neck,3,8-11,61,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Four White Fury,L T McAteer,0,D Marnane,6th,1/2 l,3,8-12,62,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Harry The Rogue (IRE),S Coen,7,A Slattery,5th,3/4 l,4,10-3,73,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Cooley's Mist (IRE),W M Lordan,0,N Lupini,4th,Short Head,3,9-3,67,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Rampage (IRE),R Whearty,3,T G McCourt,3rd,3 1/4 l,6,9-10tv,66,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Medieval Night (IRE),C D Hayes,0,D K Weld,2nd,1 1/2 l,3,9-1v1,65,True,10,46
N/A,2025-08-07,19:53,Good (Good To Firm In Places),1m 1f,Sinbad My Dad (IRE),J E Harnett,10,S Fahey,1st,N/A,4,9-9,65,True,10,46
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Lady Kai (IRE),Mr J H Williamson,7,R O'Sullivan,UR,N/A,5,11-3p,64,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Supreme Law (IRE),Ms M Kelly,7,Miss S J Harty,10th,24 l,6,10-7,43,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Friary Road (IRE),Mr J M Halford,7,T M Walsh,9th,5 1/2 l,5,12-1,76,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Takarengo (IRE),Ms M Barcoe,7,J Barcoe,8th,2 1/4 l,9,11-2,63,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Rich Belief,Mrs C Schnyder,7,K Thornton,7th,3 1/4 l,8,11-10tb,71,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Curious Bride (IRE),Thuva Hjalmarsson,7,E O'Connell,6th,4 1/4 l,8,12-2t,77,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,The Truant (IRE),Mr F Maguire,0,P W Flynn,5th,Neck,8,11-5t,66,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Walking On Glass (IRE),Miss A B O'Connor,0,P Roche,4th,4 1/2 l,10,11-6p,67,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Grappa Nonino (IRE),Sara Horcajada,7,D K Weld,3rd,1 3/4 l,6,11-11v,72,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Party Dress (IRE),Noemi Pulcini,7,W McCreery,2nd,3 l,5,11-12p1,73,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Louiescall (IRE),Miss Teagan Padgett,7,D H Kelly,1st,N/A,4,11-8,69,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Lady Kai (IRE),Mr J H Williamson,7,R O'Sullivan,UR,N/A,5,11-3p,64,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Supreme Law (IRE),Ms M Kelly,7,Miss S J Harty,10th,24 l,6,10-7,43,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Friary Road (IRE),Mr J M Halford,7,T M Walsh,9th,5 1/2 l,5,12-1,76,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Takarengo (IRE),Ms M Barcoe,7,J Barcoe,8th,2 1/4 l,9,11-2,63,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Rich Belief,Mrs C Schnyder,7,K Thornton,7th,3 1/4 l,8,11-10tb,71,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Curious Bride (IRE),Thuva Hjalmarsson,7,E O'Connell,6th,4 1/4 l,8,12-2t,77,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,The Truant (IRE),Mr F Maguire,0,P W Flynn,5th,Neck,8,11-5t,66,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Walking On Glass (IRE),Miss A B O'Connor,0,P Roche,4th,4 1/2 l,10,11-6p,67,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Grappa Nonino (IRE),Sara Horcajada,7,D K Weld,3rd,1 3/4 l,6,11-11v,72,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Party Dress (IRE),Noemi Pulcini,7,W McCreery,2nd,3 l,5,11-12p1,73,True,10,47
N/A,2025-08-07,20:25,Good (Good To Firm In Places) ap (Turf),1m 7f,Louiescall (IRE),Miss Teagan Padgett,7,D H Kelly,1st,N/A,4,11-8,69,True,10,47
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Willuhaveamineral (IRE),S Fitzgerald,0,M Winters,14th,27 l,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Hale Bopp (IRE),C Owens,7,R Donohoe,13th,9 l,7,11-12h1,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Dark Berkshire (IRE),C M Hogan,7,P J Rothwell,12th,14 l,5,11-4,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,An Capall Liath (IRE),C Stone-Walsh,0,R P Rath,11th,18 l,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Abitlikethat (IRE),R A Doyle,0,P J Rothwell,10th,18 l,5,11-4,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,The Happy Huntsman (IRE),E Finegan,7,A Ott,9th,1 1/2 l,5,11-4,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Little Miss Chief (IRE),T E O'Connor,7,S Fahey,8th,10 l,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Prince Inger (FR),S D Torrens,0,P J Rothwell,7th,4 1/2 l,5,11-4,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Complete Fiction (IRE),P T Smithers,7,J P Fahey,6th,1/2 l,8,11-12,108,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Chasing Crowns (IRE),H E Sexton,7,E Sheehy,5th,4 l,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Fool Me Once (IRE),E Staples,7,G P Cromwell,4th,1 1/2 l,5,11-4,109,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Kara De Thaix (FR),P Townend,0,W P Mullins,3rd,1/2 l,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,The Monkey Pole (IRE),Ms E L Herbison,7,N Dooly,2nd,1/2 l,5,11-4,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Lady Doyanne (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Willuhaveamineral (IRE),S Fitzgerald,0,M Winters,14th,27 l,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Hale Bopp (IRE),C Owens,7,R Donohoe,13th,9 l,7,11-12h1,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Dark Berkshire (IRE),C M Hogan,7,P J Rothwell,12th,14 l,5,11-4,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,An Capall Liath (IRE),C Stone-Walsh,0,R P Rath,11th,18 l,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Abitlikethat (IRE),R A Doyle,0,P J Rothwell,10th,18 l,5,11-4,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,The Happy Huntsman (IRE),E Finegan,7,A Ott,9th,1 1/2 l,5,11-4,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Little Miss Chief (IRE),T E O'Connor,7,S Fahey,8th,10 l,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Prince Inger (FR),S D Torrens,0,P J Rothwell,7th,4 1/2 l,5,11-4,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Complete Fiction (IRE),P T Smithers,7,J P Fahey,6th,1/2 l,8,11-12,108,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Chasing Crowns (IRE),H E Sexton,7,E Sheehy,5th,4 l,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Fool Me Once (IRE),E Staples,7,G P Cromwell,4th,1 1/2 l,5,11-4,109,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Kara De Thaix (FR),P Townend,0,W P Mullins,3rd,1/2 l,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,The Monkey Pole (IRE),Ms E L Herbison,7,N Dooly,2nd,1/2 l,5,11-4,-,True,10,48
Wexford Racing Results | 8th August 2025 16:18,2025-08-08,16:18,Good To Yielding,2m 180y,Lady Doyanne (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,5,10-11,-,True,10,48
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Emily's Light (IRE),Mr E P O'Brien,5,Miss M Harding,PU,N/A,6,11-5b,91,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Veras Bar (IRE),M P O'Connor,0,Michael Barry,13th,5 l,5,10-11,83,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Keep D Change (IRE),S Cleary-Farrell,7,Stephanie Ocsko-Moore,12th,3 1/2 l,8,10-0,72,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Stormy Jenn (IRE),L A McKenna,5,P Cluskey,11th,30 l,8,10-11p,83,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Sidiriya (IRE),S D Torrens,0,P J Rothwell,10th,2 1/2 l,6,11-2,88,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Stoneyford Lady (IRE),D J O'Keeffe,0,H De Bromhead,9th,2 1/4 l,6,12-0,100,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Auntie Lacey (IRE),E Staples,7,P Nolan,8th,4 3/4 l,5,11-9,95,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Ballycommon Chapel (IRE),C Owens,7,R Donohoe,7th,3/4 l,7,10-11p,83,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Gerrys Wish (IRE),Sam Ewing,0,G Elliott,6th,Neck,4,11-2,91,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Polly Poppins (IRE),G Brouder,3,Bernard Crowley,5th,7 l,5,11-5h,91,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Paul's Dream (IRE),D E Mullins,0,A Mullins,4th,1/2 l,6,11-6,92,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Onebrightbluerose (IRE),D King,0,Patrick Cronin,3rd,1 3/4 l,6,11-4,90,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Influential Lady (IRE),K Callaghan,5,J Barcoe,2nd,1 3/4 l,11,11-6,92,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Chosen Shant (IRE),P T Enright,0,Aengus King,1st,N/A,9,12-0,100,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Emily's Light (IRE),Mr E P O'Brien,5,Miss M Harding,PU,N/A,6,11-5b,91,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Veras Bar (IRE),M P O'Connor,0,Michael Barry,13th,5 l,5,10-11,83,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Keep D Change (IRE),S Cleary-Farrell,7,Stephanie Ocsko-Moore,12th,3 1/2 l,8,10-0,72,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Stormy Jenn (IRE),L A McKenna,5,P Cluskey,11th,30 l,8,10-11p,83,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Sidiriya (IRE),S D Torrens,0,P J Rothwell,10th,2 1/2 l,6,11-2,88,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Stoneyford Lady (IRE),D J O'Keeffe,0,H De Bromhead,9th,2 1/4 l,6,12-0,100,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Auntie Lacey (IRE),E Staples,7,P Nolan,8th,4 3/4 l,5,11-9,95,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Ballycommon Chapel (IRE),C Owens,7,R Donohoe,7th,3/4 l,7,10-11p,83,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Gerrys Wish (IRE),Sam Ewing,0,G Elliott,6th,Neck,4,11-2,91,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Polly Poppins (IRE),G Brouder,3,Bernard Crowley,5th,7 l,5,11-5h,91,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Paul's Dream (IRE),D E Mullins,0,A Mullins,4th,1/2 l,6,11-6,92,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Onebrightbluerose (IRE),D King,0,Patrick Cronin,3rd,1 3/4 l,6,11-4,90,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Influential Lady (IRE),K Callaghan,5,J Barcoe,2nd,1 3/4 l,11,11-6,92,True,10,49
Wexford Racing Results | 8th August 2025 16:53,2025-08-08,16:53,Good To Yielding,2m 180y,Chosen Shant (IRE),P T Enright,0,Aengus King,1st,N/A,9,12-0,100,True,10,49
Wexford Racing Results | 8th August 2025 17:28,2025-08-08,17:28,Good To Yielding,2m 180y,The Blaggard (IRE),G B Noonan,5,E McCarthy,PU,N/A,5,10-3,107,True,10,50
Wexford Racing Results | 8th August 2025 17:28,2025-08-08,17:28,Good To Yielding,2m 180y,First Dare (IRE),E Staples,7,Liz Doyle,F,N/A,7,11-0,118,True,10,50
Wexford Racing Results | 8th August 2025 17:28,2025-08-08,17:28,Good To Yielding,2m 180y,Inchiquin Star (IRE),C M Quirke,0,P Kiely,8th,7 1/2 l,6,10-9p,113,True,10,50
Wexford Racing Results | 8th August 2025 17:28,2025-08-08,17:28,Good To Yielding,2m 180y,Moonovercloon (IRE),J Smith,5,M J Smith,7th,1 l,8,11-8t,126,True,10,50
