track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Kasper Blou (FR),R J Condon,5,E Doyle,16th,3/4 l,5,11-12t,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Trooper Lewis (IRE),L A McKenna,5,Ms M Blake,15th,12 l,8,11-12tp1,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Simple Old Game (IRE),C P Millar,5,D Budds,14th,9 l,5,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Tantrum Boy (IRE),A McCurtin,0,B McMahon,13th,2 3/4 l,5,11-12h1,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Corbally Cross (IRE),L Quinlan,3,Con McSweeney,12th,Neck,6,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Raleagh Scope,G B Noonan,5,C A McBratney,11th,1 l,4,11-7,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Tactical Mission (IRE),B P Kennedy,7,Peter Maher,10th,38 l,7,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Dr Kapoor (IRE),Cian Cullinan,7,M Magnussen,9th,6 l,4,11-7t,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Annilogs Flame (IRE),O R Brown,5,R Dunne,8th,1 l,5,11-5,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Leave In Secret (IRE),K E Buckley,0,T Gibney,7th,13 l,6,11-12,113,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,South Of Killerig (IRE),T P Harney,5,R O'Sullivan,6th,5 l,5,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,County Final (IRE),C M Hogan,7,E McNamara,5th,1 1/2 l,5,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Le Kap (FR),M P O'Connor,0,H De Bromhead,4th,Head,5,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Bective Bridge (IRE),B W Harvey,0,C Collins,3rd,9 1/2 l,8,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Son Of Anarchy (IRE),K C Sexton,0,G Elliott,2nd,1 1/4 l,6,11-12,115,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Sysko (FR),S Cleary-Farrell,7,W P Mullins,1st,N/A,5,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Imperial Miss (IRE),G Brouder,3,T Gibney,UR,N/A,4,11-0,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Tuffliketiger (IRE),Aaron Anderson,5,P G Kelly,PU,N/A,7,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Elusive Ruby (IRE),Conor Clarke,7,P A Fahy,PU,N/A,5,11-5,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Chase The Sunset,P Hanlon,7,J J Hanlon,PU,N/A,4,11-0,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Relax To The Max (IRE),J P O'Sullivan,0,C A McBratney,F,N/A,8,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Kasper Blou (FR),R J Condon,5,E Doyle,16th,3/4 l,5,11-12t,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Trooper Lewis (IRE),L A McKenna,5,Ms M Blake,15th,12 l,8,11-12tp1,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Simple Old Game (IRE),C P Millar,5,D Budds,14th,9 l,5,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Tantrum Boy (IRE),A McCurtin,0,B McMahon,13th,2 3/4 l,5,11-12h1,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Corbally Cross (IRE),L Quinlan,3,Con McSweeney,12th,Neck,6,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Raleagh Scope,G B Noonan,5,C A McBratney,11th,1 l,4,11-7,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Tactical Mission (IRE),B P Kennedy,7,Peter Maher,10th,38 l,7,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Dr Kapoor (IRE),Cian Cullinan,7,M Magnussen,9th,6 l,4,11-7t,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Annilogs Flame (IRE),O R Brown,5,R Dunne,8th,1 l,5,11-5,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Leave In Secret (IRE),K E Buckley,0,T Gibney,7th,13 l,6,11-12,113,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,South Of Killerig (IRE),T P Harney,5,R O'Sullivan,6th,5 l,5,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,County Final (IRE),C M Hogan,7,E McNamara,5th,1 1/2 l,5,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Le Kap (FR),M P O'Connor,0,H De Bromhead,4th,Head,5,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Bective Bridge (IRE),B W Harvey,0,C Collins,3rd,9 1/2 l,8,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Son Of Anarchy (IRE),K C Sexton,0,G Elliott,2nd,1 1/4 l,6,11-12,115,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Sysko (FR),S Cleary-Farrell,7,W P Mullins,1st,N/A,5,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Fortune The Brave (IRE),K E Buckley,0,J C McConnell,UR,N/A,5,11-9p1,95,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Bob The Builder (IRE),P Hanlon,7,R P Rath,PU,N/A,8,12-0,100,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Mullanour (IRE),Anna McGuinness,7,W J Martin,PU,N/A,6,11-7,93,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Diamond Steel (IRE),B W Harvey,0,T O'Connor,PU,N/A,5,10-11,83,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Mister Persistence (IRE),M M McDonagh,0,S O O'Brien,PU,N/A,5,10-12,84,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Oogum Boogum (IRE),C P Millar,5,D Budds,PU,N/A,7,10-13t,85,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Ranger Billy (IRE),P M O'Brien,7,E Doyle,PU,N/A,9,11-7,93,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Ixigreczed (FR),G Brouder,3,E Seymour,13th,36 l,7,11-4,90,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Kalaroun (IRE),C G O'Dwyer,5,C O'Dwyer,12th,4 3/4 l,7,11-9t,95,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Weather Alert (IRE),Cian Cullinan,7,T Mullins,11th,16 l,9,10-8,80,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Knockraha Eagle (IRE),P J O'Hanlon,0,Ian Donoghue,10th,2 1/2 l,5,11-1tp1,87,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Ashdale Flyer (IRE),C D Smithers,7,Mrs J Harrington,9th,1/2 l,6,11-9p,95,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Butchers Bill,F Brickley,7,G Elliott,8th,3 1/2 l,5,11-12p,98,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Twoplustwo Equals (IRE),M P O'Connor,0,Paul Tobin,7th,3 3/4 l,8,11-1tp,87,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Perfectway (IRE),G B Noonan,5,E Griffin,6th,4 l,8,10-0p1,72,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Kalnoo (IRE),L Quinlan,3,P Kiely,5th,Neck,8,10-6b,78,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Look Dont Touch (IRE),I Ryan,7,Conor Maxwell,4th,1/2 l,10,11-8tv,94,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Welcome Aboard (IRE),P T Smithers,7,A A Howard,3rd,1 1/2 l,5,11-7t,93,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Barryroe Madam (FR),J Smith,5,B McMahon,2nd,1/2 l,6,11-7h,93,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Smackwater Jack (IRE),E Walsh,0,Mrs D Foster,1st,N/A,11,11-6,92,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Fortune The Brave (IRE),K E Buckley,0,J C McConnell,UR,N/A,5,11-9p1,95,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Bob The Builder (IRE),P Hanlon,7,R P Rath,PU,N/A,8,12-0,100,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Mullanour (IRE),Anna McGuinness,7,W J Martin,PU,N/A,6,11-7,93,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Diamond Steel (IRE),B W Harvey,0,T O'Connor,PU,N/A,5,10-11,83,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Mister Persistence (IRE),M M McDonagh,0,S O O'Brien,PU,N/A,5,10-12,84,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Oogum Boogum (IRE),C P Millar,5,D Budds,PU,N/A,7,10-13t,85,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Ranger Billy (IRE),P M O'Brien,7,E Doyle,PU,N/A,9,11-7,93,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Ixigreczed (FR),G Brouder,3,E Seymour,13th,36 l,7,11-4,90,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Kalaroun (IRE),C G O'Dwyer,5,C O'Dwyer,12th,4 3/4 l,7,11-9t,95,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Weather Alert (IRE),Cian Cullinan,7,T Mullins,11th,16 l,9,10-8,80,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Knockraha Eagle (IRE),P J O'Hanlon,0,Ian Donoghue,10th,2 1/2 l,5,11-1tp1,87,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Ashdale Flyer (IRE),C D Smithers,7,Mrs J Harrington,9th,1/2 l,6,11-9p,95,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Butchers Bill,F Brickley,7,G Elliott,8th,3 1/2 l,5,11-12p,98,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Twoplustwo Equals (IRE),M P O'Connor,0,Paul Tobin,7th,3 3/4 l,8,11-1tp,87,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Perfectway (IRE),G B Noonan,5,E Griffin,6th,4 l,8,10-0p1,72,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Kalnoo (IRE),L Quinlan,3,P Kiely,5th,Neck,8,10-6b,78,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Look Dont Touch (IRE),I Ryan,7,Conor Maxwell,4th,1/2 l,10,11-8tv,94,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Welcome Aboard (IRE),P T Smithers,7,A A Howard,3rd,1 1/2 l,5,11-7t,93,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Barryroe Madam (FR),J Smith,5,B McMahon,2nd,1/2 l,6,11-7h,93,True,179,46
Punchestown Racing Results | 7th June 2025 16:10,N/A,16:10,Good To Yielding,2m 7f 180y,Smackwater Jack (IRE),E Walsh,0,Mrs D Foster,1st,N/A,11,11-6,92,True,179,46
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Coole Cottage (IRE),E Walsh,0,D Budds,PU,N/A,6,11-12,98,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Head For Home (IRE),G Brouder,3,O McKiernan,18th,16 l,5,10-12,84,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Getaway Erin (IRE),S Cleary-Farrell,7,C A McBratney,17th,33 l,6,10-3p1,75,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Lady Nightingale (IRE),L Quinlan,3,P Kiely,16th,6 1/2 l,6,11-9p1,95,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Kelly's Birr (IRE),A McCurtin,0,T Doyle,15th,16 l,8,11-6b,92,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Intersky Sunset (IRE),J P O'Sullivan,0,D Queally,14th,13 l,8,11-7v1,93,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Hangry (IRE),K E Buckley,0,J C McConnell,13th,6 l,5,11-6h1,92,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Harley Street (IRE),P F Kavanagh,7,E Bolger,12th,1 1/2 l,6,11-12,98,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Rebelle Chaud (IRE),C M Hogan,7,A Donoghue,11th,1/2 l,9,10-6ht,78,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Gali Flight (FR),Niall Moore,5,P Fenton,10th,1/2 l,9,11-10,96,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Irish Envoy (IRE),Anna McGuinness,7,Liz Doyle,9th,2 3/4 l,7,12-0b,100,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Driveonwill (IRE),T P Harney,5,R O'Sullivan,8th,2 l,5,11-9,95,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Mr Mcwhinny (IRE),M P O'Connor,0,P J Gilligan,7th,Head,7,10-8t,80,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Nazine (IRE),M M McDonagh,0,M J McDonagh,6th,1/2 l,8,11-1b,87,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Rideau Canal (IRE),K C Sexton,0,Mrs D Foster,5th,4 1/2 l,10,10-5tb1,77,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,It's Never Simple (IRE),P T Smithers,7,M Brassil,4th,5 1/2 l,7,11-4t,90,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Native Dream (IRE),G B Noonan,5,W J Burke,3rd,1 1/4 l,7,12-0h1,100,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,County Champs (IRE),J Smith,5,B McMahon,2nd,1 3/4 l,6,10-8p,80,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Ballerina Boxer (IRE),B W Harvey,0,William Harvey,1st,N/A,7,10-13h,85,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Coole Cottage (IRE),E Walsh,0,D Budds,PU,N/A,6,11-12,98,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Head For Home (IRE),G Brouder,3,O McKiernan,18th,16 l,5,10-12,84,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Getaway Erin (IRE),S Cleary-Farrell,7,C A McBratney,17th,33 l,6,10-3p1,75,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Lady Nightingale (IRE),L Quinlan,3,P Kiely,16th,6 1/2 l,6,11-9p1,95,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Kelly's Birr (IRE),A McCurtin,0,T Doyle,15th,16 l,8,11-6b,92,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Intersky Sunset (IRE),J P O'Sullivan,0,D Queally,14th,13 l,8,11-7v1,93,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Hangry (IRE),K E Buckley,0,J C McConnell,13th,6 l,5,11-6h1,92,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Harley Street (IRE),P F Kavanagh,7,E Bolger,12th,1 1/2 l,6,11-12,98,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Rebelle Chaud (IRE),C M Hogan,7,A Donoghue,11th,1/2 l,9,10-6ht,78,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Gali Flight (FR),Niall Moore,5,P Fenton,10th,1/2 l,9,11-10,96,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Irish Envoy (IRE),Anna McGuinness,7,Liz Doyle,9th,2 3/4 l,7,12-0b,100,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Driveonwill (IRE),T P Harney,5,R O'Sullivan,8th,2 l,5,11-9,95,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Mr Mcwhinny (IRE),M P O'Connor,0,P J Gilligan,7th,Head,7,10-8t,80,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Nazine (IRE),M M McDonagh,0,M J McDonagh,6th,1/2 l,8,11-1b,87,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Rideau Canal (IRE),K C Sexton,0,Mrs D Foster,5th,4 1/2 l,10,10-5tb1,77,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,It's Never Simple (IRE),P T Smithers,7,M Brassil,4th,5 1/2 l,7,11-4t,90,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Native Dream (IRE),G B Noonan,5,W J Burke,3rd,1 1/4 l,7,12-0h1,100,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,County Champs (IRE),J Smith,5,B McMahon,2nd,1 3/4 l,6,10-8p,80,True,179,47
Punchestown Racing Results | 7th June 2025 16:45,N/A,16:45,Good To Yielding,2m 7f 180y,Ballerina Boxer (IRE),B W Harvey,0,William Harvey,1st,N/A,7,10-13h,85,True,179,47
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Muted Melody (IRE),Miss J Townend,0,A Mullins,NR,N/A,4,10-12,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Our Sonny (IRE),Mr A P Ryan,7,T Mullins,10th,28 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Jules Winfield (FR),Mr B M Coonan,7,A J Martin,9th,14 l,4,11-12t,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Coolnav (IRE),Mr M J McGrath,7,R J McGrath,8th,1 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Morning Mayhem,Miss G Benson,7,P Flood,7th,1/2 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Hopeful Hero (IRE),Mr J L Gleeson,0,T Hogan,6th,13 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Coolboy Christy (IRE),Miss P Elvin,7,P J Rothwell,5th,13 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Lexington Wood (FR),Mr H C Swan,0,P Fenton,4th,1 1/2 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,I'm A Rocket Man (IRE),Mr M N Sharpe,7,Stephen Gerard Carey,3rd,1 1/4 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Maskarvel (FR),Mr Alan O'Sullivan,7,D H Kelly,2nd,9 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Davy Crockett (IRE),Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Muted Melody (IRE),Miss J Townend,0,A Mullins,NR,N/A,4,10-12,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Our Sonny (IRE),Mr A P Ryan,7,T Mullins,10th,28 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Jules Winfield (FR),Mr B M Coonan,7,A J Martin,9th,14 l,4,11-12t,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Coolnav (IRE),Mr M J McGrath,7,R J McGrath,8th,1 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Morning Mayhem,Miss G Benson,7,P Flood,7th,1/2 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Hopeful Hero (IRE),Mr J L Gleeson,0,T Hogan,6th,13 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Coolboy Christy (IRE),Miss P Elvin,7,P J Rothwell,5th,13 l,4,11-5,-,True,179,48
Punchestown Racing Results | 7th June 2025 17:20,N/A,17:20,Good To Yielding ace (Turf),2m 100y,Lexington Wood (FR),Mr H C Swan,0,P Fenton,4th,1 1/2 l,4,11-5,-,True,179,48
