track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 15th August 2022 16:40,N/A,16:40,Standard,1m 2f 150y,Bowerman,J. M. Sheridan,3,Adrian McGuinness,9th,1 l,8,9-7,87,True,15,13
Dundalk Racing Results | 15th August 2022 16:40,N/A,16:40,Standard,1m 2f 150y,Saraqael (IRE),G. M. Ryan,0,R. P. Cody,8th,1 l,3,8-13,87,True,15,13
Dundalk Racing Results | 15th August 2022 16:40,N/A,16:40,Standard,1m 2f 150y,Isle Of Sark (USA),J. Coen,5,Joseph Patrick O'Brien,7th,Neck,4,10-0t,94,True,15,13
Dundalk Racing Results | 15th August 2022 16:40,N/A,16:40,Standard,1m 2f 150y,Snag It (IRE),L. F. Roche,0,Matthew J. Smith,6th,1 3/4 l,5,8-12,78,True,15,13
Dundalk Racing Results | 15th August 2022 16:40,N/A,16:40,Standard,1m 2f 150y,Pierre Lapin (IRE),Adam Caffrey,7,Adrian McGuinness,5th,1/2 l,5,9-10,90,True,15,13
Dundalk Racing Results | 15th August 2022 16:40,N/A,16:40,Standard,1m 2f 150y,Finans Bay (IRE),R. P. Whelan,0,M. Halford,4th,2 1/2 l,5,9-12p1,92,True,15,13
Dundalk Racing Results | 15th August 2022 16:40,N/A,16:40,Standard,1m 2f 150y,Eighty Eight (IRE),D. E. Sheehy,3,John Patrick Murtagh,3rd,2 3/4 l,3,8-8,82,True,15,13
Dundalk Racing Results | 15th August 2022 16:40,N/A,16:40,Standard,1m 2f 150y,Ides Of August (USA),M. A. Enright,0,G. M. Lyons,2nd,2 3/4 l,4,9-8b1,88,True,15,13
Dundalk Racing Results | 15th August 2022 16:40,N/A,16:40,Standard,1m 2f 150y,Golden Twilight (IRE),D. B. McMonagle,0,M. Halford,1st,N/A,5,9-0t,80,True,15,13
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Flier,W. M. Lordan,0,Mrs Denise Foster,14th,1 l,3,9-6t1,63,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Magical Lips (IRE),A. C. Persse,7,Liam Treacy,13th,Neck,6,9-11h,60,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Party Moon (GER),S. P. Davis,0,David Peter Dunne,12th,8 1/2 l,6,9-11t,60,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Nelly Murphy (IRE),S. R. Markey,10,Anthony McCann,11th,1 1/4 l,3,9-0b1,57,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Pride of Pimlico (IRE),Gearoid Patrick Brouder,5,Brendan Duke,10th,Neck,6,9-3p,52,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Katzoff (IRE),Amy Jo Hayes,7,J. Morrison,9th,2 1/4 l,5,9-1,50,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Persian Wolf (IRE),G. M. Ryan,0,J. J. Lambe,8th,3/4 l,4,9-7,56,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Wrapitup (IRE),L. T. McAteer,3,Denis W. Cullen,7th,Short Head,4,8-12,47,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Uberrima Fides,N. M. Crosse,3,Richard John O'Brien,6th,1/2 l,3,9-6,63,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Kampala Beach (IRE),R. P. Whelan,0,M. Halford,5th,1 l,3,8-10,53,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Wish Me (IRE),R. P. Cleary,0,Keith Henry Clarke,4th,2 1/2 l,6,8-12,47,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Stratacaster,K. J. Leonard,0,Miss Amanda Mooney,3rd,1/2 l,5,8-13ht1,48,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Aleksey Tolstoy (IRE),D. B. McMonagle,0,James McAuley,2nd,3 3/4 l,4,9-5p,54,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Ghumama (IRE),J. M. Sheridan,3,Denis Hogan,1st,N/A,4,10-2tp,65,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Flier,W. M. Lordan,0,Mrs Denise Foster,14th,1 l,3,9-6t1,63,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Magical Lips (IRE),A. C. Persse,7,Liam Treacy,13th,Neck,6,9-11h,60,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Party Moon (GER),S. P. Davis,0,David Peter Dunne,12th,8 1/2 l,6,9-11t,60,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Nelly Murphy (IRE),S. R. Markey,10,Anthony McCann,11th,1 1/4 l,3,9-0b1,57,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Pride of Pimlico (IRE),Gearoid Patrick Brouder,5,Brendan Duke,10th,Neck,6,9-3p,52,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Katzoff (IRE),Amy Jo Hayes,7,J. Morrison,9th,2 1/4 l,5,9-1,50,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Persian Wolf (IRE),G. M. Ryan,0,J. J. Lambe,8th,3/4 l,4,9-7,56,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Wrapitup (IRE),L. T. McAteer,3,Denis W. Cullen,7th,Short Head,4,8-12,47,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Uberrima Fides,N. M. Crosse,3,Richard John O'Brien,6th,1/2 l,3,9-6,63,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Kampala Beach (IRE),R. P. Whelan,0,M. Halford,5th,1 l,3,8-10,53,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Wish Me (IRE),R. P. Cleary,0,Keith Henry Clarke,4th,2 1/2 l,6,8-12,47,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Stratacaster,K. J. Leonard,0,Miss Amanda Mooney,3rd,1/2 l,5,8-13ht1,48,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Aleksey Tolstoy (IRE),D. B. McMonagle,0,James McAuley,2nd,3 3/4 l,4,9-5p,54,True,15,14
Dundalk Racing Results | 15th August 2022 17:15,N/A,17:15,Standard,1m 2f 150y,Ghumama (IRE),J. M. Sheridan,3,Denis Hogan,1st,N/A,4,10-2tp,65,True,15,14
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Monsieur Piquer (FR),A. C. Persse,7,Christian Delcros,14th,8 l,6,8-12b,47,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Boing,L. T. McAteer,3,Paul Traynor,13th,2 1/2 l,7,8-12,47,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Polar Peak (IRE),L. F. Roche,0,P. A. Fahy,12th,1/2 l,6,9-2t1,51,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Futurum Regem (IRE),N. M. Crosse,3,Hugh P. Finegan,11th,3 1/2 l,6,8-12,47,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,El C Wells (IRE),J. Coen,5,Patrick Martin,10th,2 l,4,10-2h,65,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Shining Aitch,J. J. G. Ryan,7,T. G. McCourt,9th,3/4 l,5,10-1,64,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Gift of Kings,D. B. McMonagle,0,Gordon Elliott,8th,Neck,5,9-13p1,62,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Chateau Musar (IRE),G. P. Halpin,0,John Geoghegan,7th,1/2 l,5,9-8tp,57,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Mosaaheb,M. A. Enright,0,Denis Hogan,6th,1 l,4,9-12b,61,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Chally Chute (IRE),R. P. Whelan,0,M. Halford,5th,3/4 l,4,9-13,62,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Portville (IRE),A. J. Slattery,0,Kieran Patrick Cotter,4th,Neck,3,8-131,56,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Fryda,W. M. Lordan,0,Miss Natalia Lupini,3rd,Nose,3,8-12,55,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Spirituoso,James J. Doyle,0,L. Smyth,2nd,1 1/4 l,4,8-13b,48,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Ragtime Red (IRE),K. J. Leonard,0,Anthony McCann,1st,N/A,7,8-12tp1,47,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Monsieur Piquer (FR),A. C. Persse,7,Christian Delcros,14th,8 l,6,8-12b,47,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Boing,L. T. McAteer,3,Paul Traynor,13th,2 1/2 l,7,8-12,47,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Polar Peak (IRE),L. F. Roche,0,P. A. Fahy,12th,1/2 l,6,9-2t1,51,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Futurum Regem (IRE),N. M. Crosse,3,Hugh P. Finegan,11th,3 1/2 l,6,8-12,47,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,El C Wells (IRE),J. Coen,5,Patrick Martin,10th,2 l,4,10-2h,65,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Shining Aitch,J. J. G. Ryan,7,T. G. McCourt,9th,3/4 l,5,10-1,64,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Gift of Kings,D. B. McMonagle,0,Gordon Elliott,8th,Neck,5,9-13p1,62,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Chateau Musar (IRE),G. P. Halpin,0,John Geoghegan,7th,1/2 l,5,9-8tp,57,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Mosaaheb,M. A. Enright,0,Denis Hogan,6th,1 l,4,9-12b,61,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Chally Chute (IRE),R. P. Whelan,0,M. Halford,5th,3/4 l,4,9-13,62,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Portville (IRE),A. J. Slattery,0,Kieran Patrick Cotter,4th,Neck,3,8-131,56,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Fryda,W. M. Lordan,0,Miss Natalia Lupini,3rd,Nose,3,8-12,55,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Spirituoso,James J. Doyle,0,L. Smyth,2nd,1 1/4 l,4,8-13b,48,True,15,15
Dundalk Racing Results | 15th August 2022 17:45,N/A,17:45,Standard,1m 2f 150y,Ragtime Red (IRE),K. J. Leonard,0,Anthony McCann,1st,N/A,7,8-12tp1,47,True,15,15
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Delta Romeo (IRE),Ben Martin Coen,0,G. O'Leary,14th,6 l,4,9-8t1,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Cornish Rock (IRE),R. C. Colgan,0,David Peter Nagle,13th,4 1/2 l,4,9-8t,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Ideal Pal (IRE),G. F. Carroll,0,Michael Mulvany,12th,1/2 l,6,9-11t,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Sandyman,D. W. O'Connor,0,James McAuley,11th,1 l,6,9-8,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Colonel Slade (IRE),William James Lee,0,Gillian Scott,10th,2 l,6,9-4tp,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Auriela,T. P. Madden,0,Eoin Joseph McDonagh,9th,Neck,3,8-12h,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Prince of Verona (USA),S. D. Bowen,7,Denis Hogan,8th,1 3/4 l,4,9-6h1,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Crystal Pool (IRE),M. P. Sheehy,3,Patrick Martin,7th,2 1/2 l,7,9-6t,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Maricruz (IRE),Siobhan Rutledge,5,John McConnell,6th,3/4 l,7,9-4t,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Sevenal,D. King,7,Denis Hogan,5th,1 1/2 l,4,9-11,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Mischief Star,C. D. Hayes,0,James McAuley,4th,2 1/4 l,5,9-11tp,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Elusive Gigolo (IRE),Declan McDonogh,0,Gordon Elliott,3rd,1 1/2 l,6,9-1,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Bringbackmemories (FR),C. T. Keane,0,G. M. Lyons,2nd,1 3/4 l,3,9-8,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Supposedtobe (IRE),Seamie Heffernan,0,Gavin Patrick Cromwell,1st,N/A,4,9-2,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Delta Romeo (IRE),Ben Martin Coen,0,G. O'Leary,14th,6 l,4,9-8t1,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Cornish Rock (IRE),R. C. Colgan,0,David Peter Nagle,13th,4 1/2 l,4,9-8t,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Ideal Pal (IRE),G. F. Carroll,0,Michael Mulvany,12th,1/2 l,6,9-11t,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Sandyman,D. W. O'Connor,0,James McAuley,11th,1 l,6,9-8,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Colonel Slade (IRE),William James Lee,0,Gillian Scott,10th,2 l,6,9-4tp,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Auriela,T. P. Madden,0,Eoin Joseph McDonagh,9th,Neck,3,8-12h,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Prince of Verona (USA),S. D. Bowen,7,Denis Hogan,8th,1 3/4 l,4,9-6h1,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Crystal Pool (IRE),M. P. Sheehy,3,Patrick Martin,7th,2 1/2 l,7,9-6t,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Maricruz (IRE),Siobhan Rutledge,5,John McConnell,6th,3/4 l,7,9-4t,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Sevenal,D. King,7,Denis Hogan,5th,1 1/2 l,4,9-11,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Mischief Star,C. D. Hayes,0,James McAuley,4th,2 1/4 l,5,9-11tp,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Elusive Gigolo (IRE),Declan McDonogh,0,Gordon Elliott,3rd,1 1/2 l,6,9-1,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Bringbackmemories (FR),C. T. Keane,0,G. M. Lyons,2nd,1 3/4 l,3,9-8,-,True,15,16
Roscommon Racing Results | 15th August 2022 17:30,N/A,17:30,Good,1m 2f 47y,Supposedtobe (IRE),Seamie Heffernan,0,Gavin Patrick Cromwell,1st,N/A,4,9-2,-,True,15,16
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Royal Reba (IRE),M. P. Sheehy,3,E. Sheehy,11th,22 l,2,9-2,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Union Flag (IRE),C. D. Hayes,0,Noel Meade,10th,4 3/4 l,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Long Count (IRE),K. J. Manning,0,J. S. Bolger,9th,Neck,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Majestic Hills (IRE),Emmet McNamara,0,David Henry Bergin,8th,1 1/4 l,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,View Taken,C. T. Keane,0,G. M. Lyons,7th,1 3/4 l,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Devore (IRE),N. G. McCullagh,0,John Patrick Murtagh,6th,3 1/2 l,2,9-2,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Magnetar (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,5th,1/2 l,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Boy Scout,Seamie Heffernan,0,Aidan O'Brien,4th,1/2 l,2,9-7t,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Tiymara (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,1 1/2 l,2,9-2,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Betterdaysrcoming (IRE),William James Lee,0,Andrew Oliver,2nd,3/4 l,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Spirit Genie (IRE),C. P. Hoban,0,Mrs J. Harrington,1st,N/A,2,9-7t1,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Royal Reba (IRE),M. P. Sheehy,3,E. Sheehy,11th,22 l,2,9-2,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Union Flag (IRE),C. D. Hayes,0,Noel Meade,10th,4 3/4 l,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Long Count (IRE),K. J. Manning,0,J. S. Bolger,9th,Neck,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Majestic Hills (IRE),Emmet McNamara,0,David Henry Bergin,8th,1 1/4 l,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,View Taken,C. T. Keane,0,G. M. Lyons,7th,1 3/4 l,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Devore (IRE),N. G. McCullagh,0,John Patrick Murtagh,6th,3 1/2 l,2,9-2,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Magnetar (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,5th,1/2 l,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Boy Scout,Seamie Heffernan,0,Aidan O'Brien,4th,1/2 l,2,9-7t,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Tiymara (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,1 1/2 l,2,9-2,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Betterdaysrcoming (IRE),William James Lee,0,Andrew Oliver,2nd,3/4 l,2,9-7,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:00,N/A,18:00,Good,7f 80y,Spirit Genie (IRE),C. P. Hoban,0,Mrs J. Harrington,1st,N/A,2,9-7t1,-,True,15,17
Roscommon Racing Results | 15th August 2022 18:30,N/A,18:30,Good,7f 80y,Parish Green (IRE),K. J. Manning,0,J. S. Bolger,5th,4 3/4 l,2,9-7,-,True,15,18
Roscommon Racing Results | 15th August 2022 18:30,N/A,18:30,Good,7f 80y,San Anton (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,4th,1/2 l,2,9-3,-,True,15,18
Roscommon Racing Results | 15th August 2022 18:30,N/A,18:30,Good,7f 80y,Grange Lady,C. D. Hayes,0,Noel Meade,3rd,6 l,2,8-8,-,True,15,18
Roscommon Racing Results | 15th August 2022 18:30,N/A,18:30,Good,7f 80y,Goa Gajah (USA),M. P. Sheehy,3,Joseph Patrick O'Brien,2nd,1/2 l,2,9-6,-,True,15,18
Roscommon Racing Results | 15th August 2022 18:30,N/A,18:30,Good,7f 80y,Impact Warrior (IRE),William James Lee,0,P. Twomey,1st,N/A,2,9-2,-,True,15,18
Roscommon Racing Results | 15th August 2022 18:30,N/A,18:30,Good,7f 80y,Parish Green (IRE),K. J. Manning,0,J. S. Bolger,5th,4 3/4 l,2,9-7,-,True,15,18
Roscommon Racing Results | 15th August 2022 18:30,N/A,18:30,Good,7f 80y,San Anton (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,4th,1/2 l,2,9-3,-,True,15,18
Roscommon Racing Results | 15th August 2022 18:30,N/A,18:30,Good,7f 80y,Grange Lady,C. D. Hayes,0,Noel Meade,3rd,6 l,2,8-8,-,True,15,18
Roscommon Racing Results | 15th August 2022 18:30,N/A,18:30,Good,7f 80y,Goa Gajah (USA),M. P. Sheehy,3,Joseph Patrick O'Brien,2nd,1/2 l,2,9-6,-,True,15,18
Roscommon Racing Results | 15th August 2022 18:30,N/A,18:30,Good,7f 80y,Impact Warrior (IRE),William James Lee,0,P. Twomey,1st,N/A,2,9-2,-,True,15,18
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Fastnet Breeze (IRE),C. Horgan,7,A. Slattery,11th,3/4 l,3,9-8,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Belle Femme (IRE),T. P. Madden,0,Thomas Cleary,10th,2 1/2 l,4,9-9,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Ballykeeran (IRE),D. King,7,Gerard Michael Hussey,9th,4 1/2 l,7,10-0,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Bambeano (IRE),C. P. Hoban,0,Mark Fahey,8th,3 3/4 l,5,9-9t,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Ballybeg Boy (IRE),Emmet McNamara,0,Mervyn Torrens,7th,3 1/2 l,3,9-8,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Albatala (IRE),Siobhan Rutledge,5,John McConnell,6th,2 3/4 l,3,9-3,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Suityourselfboss (IRE),Seamie Heffernan,0,Michael J. Browne,5th,4 1/4 l,3,9-3,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Solar Breeze (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,2 1/2 l,3,9-3,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,I Know I Can,J. Kearney,7,F. Birrane,3rd,1 3/4 l,5,10-0,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Relevant Range (IRE),William James Lee,0,P. Twomey,2nd,6 l,3,9-8v,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Moe Sedway (IRE),C. T. Keane,0,Noel Meade,1st,N/A,3,9-8,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Fastnet Breeze (IRE),C. Horgan,7,A. Slattery,11th,3/4 l,3,9-8,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Belle Femme (IRE),T. P. Madden,0,Thomas Cleary,10th,2 1/2 l,4,9-9,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Ballykeeran (IRE),D. King,7,Gerard Michael Hussey,9th,4 1/2 l,7,10-0,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Bambeano (IRE),C. P. Hoban,0,Mark Fahey,8th,3 3/4 l,5,9-9t,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Ballybeg Boy (IRE),Emmet McNamara,0,Mervyn Torrens,7th,3 1/2 l,3,9-8,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Albatala (IRE),Siobhan Rutledge,5,John McConnell,6th,2 3/4 l,3,9-3,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Suityourselfboss (IRE),Seamie Heffernan,0,Michael J. Browne,5th,4 1/4 l,3,9-3,-,True,15,19
Roscommon Racing Results | 15th August 2022 19:00,N/A,19:00,Good,7f 80y,Solar Breeze (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,2 1/2 l,3,9-3,-,True,15,19
