track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,La Scala Note (IRE),J. J. Slevin,0,Miss J. M. Lee,11th,4 1/4 l,6,10-11,83,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Ciankyle (IRE),E. Walsh,5,Peter Cluskey,10th,27 l,11,12-0,100,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Zagnzig (IRE),D. J. O'Keeffe,0,Harry Smyth,9th,20 l,11,10-8p,80,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Zaccarela (FR),Niall Moore,7,Philip Fenton,8th,Short Head,6,11-8t1,94,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Anseo (IRE),Peter Carberry,0,J. T. R. Dreaper,7th,5 1/2 l,6,11-0,86,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,It's Time Again (IRE),A. M. McCurtin,3,David Richard Barry,6th,8 l,6,11-12,98,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Ballinlough Gale (IRE),Patrick O'Hanlon,5,Patrick Martin,5th,1/2 l,5,12-0ht,100,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Beat of the Sea (IRE),B. P. Kennedy,7,Seamus Fahey,4th,9 l,8,10-12b,84,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Pour The Wine (IRE),K. C. Sexton,0,Peter Fahey,3rd,2 l,6,11-6,92,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Sphagnum (IRE),Denis O'Regan,0,J. P. Broderick,2nd,1 1/4 l,5,12-0t,100,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,He's Leading Me on (IRE),Sean Flanagan,0,L. Young,1st,N/A,5,11-11t,97,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Massons Castle,M. J. Molloy,7,Dermot Anthony McLoughlin,PU,N/A,7,11-8t1,94,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Go Large (IRE),L. P. Dempsey,0,William Durkan,PU,N/A,4,10-12,88,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,La Scala Note (IRE),J. J. Slevin,0,Miss J. M. Lee,11th,4 1/4 l,6,10-11,83,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Ciankyle (IRE),E. Walsh,5,Peter Cluskey,10th,27 l,11,12-0,100,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Zagnzig (IRE),D. J. O'Keeffe,0,Harry Smyth,9th,20 l,11,10-8p,80,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Zaccarela (FR),Niall Moore,7,Philip Fenton,8th,Short Head,6,11-8t1,94,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Anseo (IRE),Peter Carberry,0,J. T. R. Dreaper,7th,5 1/2 l,6,11-0,86,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,It's Time Again (IRE),A. M. McCurtin,3,David Richard Barry,6th,8 l,6,11-12,98,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Ballinlough Gale (IRE),Patrick O'Hanlon,5,Patrick Martin,5th,1/2 l,5,12-0ht,100,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Beat of the Sea (IRE),B. P. Kennedy,7,Seamus Fahey,4th,9 l,8,10-12b,84,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Pour The Wine (IRE),K. C. Sexton,0,Peter Fahey,3rd,2 l,6,11-6,92,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,Sphagnum (IRE),Denis O'Regan,0,J. P. Broderick,2nd,1 1/4 l,5,12-0t,100,True,15,26
Sligo Racing Results | 17th August 2022 19:00,N/A,19:00,Good To Yielding (( Good In Places)),2m 4f 141y,He's Leading Me on (IRE),Sean Flanagan,0,L. Young,1st,N/A,5,11-11t,97,True,15,26
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Fassbender (IRE),J. P. O'Sullivan,5,Mark McNiff,PU,N/A,6,11-8t,107,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Hophornbeam (IRE),Jordan Colin Gainford,0,Gordon Elliott,7th,55 l,7,11-13t,112,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,The Grey Lad (IRE),G. B. Noonan,7,Paul W. Flynn,6th,19 l,6,12-0,113,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Innisfree Beauty (IRE),R. J. Condon,7,Ciaran Murphy,5th,1/2 l,6,10-11,96,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Guido Reni (IRE),Rachael Blackmore,0,Karl Thornton,4th,1/2 l,8,11-0t,99,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Abraham (IRE),C. Brassil,0,Martin Brassil,3rd,4 1/2 l,10,11-12tv,111,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Snugsborough Benny (IRE),D. P. Maxwell,7,J. P. Broderick,2nd,1 1/2 l,12,11-10,109,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Story Rory (IRE),D. J. O'Keeffe,0,T. Gibney,1st,N/A,7,11-4t,103,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Fassbender (IRE),J. P. O'Sullivan,5,Mark McNiff,PU,N/A,6,11-8t,107,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Hophornbeam (IRE),Jordan Colin Gainford,0,Gordon Elliott,7th,55 l,7,11-13t,112,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,The Grey Lad (IRE),G. B. Noonan,7,Paul W. Flynn,6th,19 l,6,12-0,113,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Innisfree Beauty (IRE),R. J. Condon,7,Ciaran Murphy,5th,1/2 l,6,10-11,96,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Guido Reni (IRE),Rachael Blackmore,0,Karl Thornton,4th,1/2 l,8,11-0t,99,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Abraham (IRE),C. Brassil,0,Martin Brassil,3rd,4 1/2 l,10,11-12tv,111,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Snugsborough Benny (IRE),D. P. Maxwell,7,J. P. Broderick,2nd,1 1/2 l,12,11-10,109,True,15,27
Sligo Racing Results | 17th August 2022 19:30,N/A,19:30,Good To Yielding (( Good In Places)),2m 4f 141y,Story Rory (IRE),D. J. O'Keeffe,0,T. Gibney,1st,N/A,7,11-4t,103,True,15,27
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Drimsree Lad (IRE),Aileen O'Sullivan,4,S. Michael Millar,12th,9 1/2 l,11,10-3t,80,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Force of Forces (FR),D. King,4,I. Madden,11th,33 l,9,10-6,83,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Memorable Daise (IRE),Jack Foley,0,W. P. Mullins,10th,2 l,7,11-5t,96,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Back to Bataan (IRE),Jennifer Torrens,4,Mervyn Torrens,9th,Neck,10,10-3p,80,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Moakland (IRE),Patrick O'Hanlon,2,John Patrick Ryan,8th,16 l,7,11-2,93,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Gali Flight (FR),Niall Moore,0,Philip Fenton,7th,3/4 l,6,12-0t,105,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Nuttorridge (IRE),J. P. O'Sullivan,0,Mark McNiff,6th,3/4 l,7,11-1t,92,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Happy Lad (IRE),D. P. Maxwell,4,Hugh P. Finegan,5th,2 1/2 l,10,11-1tb,92,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Ask Dee (IRE),Eoin G. Kelly,4,Paul W. Flynn,4th,1 1/2 l,10,10-7h,84,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,I Don't Get It (IRE),Gearoid Patrick Brouder,2,Neill McCluskey,3rd,6 1/2 l,8,10-11,88,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Frazel Express (IRE),C. M. Quirke,4,James M. Barcoe,2nd,7 l,10,11-12,103,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Hascoeur Clermont (FR),K. E. Buckley,2,Gavin Patrick Cromwell,1st,N/A,5,11-12,103,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Drimsree Lad (IRE),Aileen O'Sullivan,4,S. Michael Millar,12th,9 1/2 l,11,10-3t,80,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Force of Forces (FR),D. King,4,I. Madden,11th,33 l,9,10-6,83,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Memorable Daise (IRE),Jack Foley,0,W. P. Mullins,10th,2 l,7,11-5t,96,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Back to Bataan (IRE),Jennifer Torrens,4,Mervyn Torrens,9th,Neck,10,10-3p,80,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Moakland (IRE),Patrick O'Hanlon,2,John Patrick Ryan,8th,16 l,7,11-2,93,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Gali Flight (FR),Niall Moore,0,Philip Fenton,7th,3/4 l,6,12-0t,105,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Nuttorridge (IRE),J. P. O'Sullivan,0,Mark McNiff,6th,3/4 l,7,11-1t,92,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Happy Lad (IRE),D. P. Maxwell,4,Hugh P. Finegan,5th,2 1/2 l,10,11-1tb,92,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Ask Dee (IRE),Eoin G. Kelly,4,Paul W. Flynn,4th,1 1/2 l,10,10-7h,84,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,I Don't Get It (IRE),Gearoid Patrick Brouder,2,Neill McCluskey,3rd,6 1/2 l,8,10-11,88,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Frazel Express (IRE),C. M. Quirke,4,James M. Barcoe,2nd,7 l,10,11-12,103,True,15,28
Sligo Racing Results | 17th August 2022 20:00,N/A,20:00,Good To Yielding (( Good In Places)),3m 1f 119y,Hascoeur Clermont (FR),K. E. Buckley,2,Gavin Patrick Cromwell,1st,N/A,5,11-12,103,True,15,28
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Monarch of Tara (IRE),Mr T. P. Harney,7,P. Mulligan,9th,3/4 l,4,11-0,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Our Girl Sal (IRE),Mr D. O'Connor,0,Peter Fahey,8th,16 l,4,11-0,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Grace Faraday (IRE),Miss A. B. O'Connor,5,Anthony McCann,7th,1 1/2 l,4,11-0,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Locorotondo (IRE),Mr P. A. King,5,Martin Brassil,6th,2 3/4 l,4,11-7t1,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Liberty Flame (IRE),Miss Georgie Benson,7,Peter John Flood,5th,1/2 l,4,11-7,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Unbridled Power (IRE),Mr P. W. Mullins,0,W. P. Mullins,4th,3/4 l,4,11-7,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Sean Og (IRE),Mr T. Hamilton,0,Ms Margaret Mullins,3rd,2 1/2 l,4,11-7,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Western Comandor (IRE),Mr M. J. M. O'Sullivan,7,John Patrick Ryan,2nd,1/2 l,4,11-7,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Ginnets Girl (IRE),Mr J. L. Gleeson,7,Gordon Elliott,1st,N/A,4,11-0,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Monarch of Tara (IRE),Mr T. P. Harney,7,P. Mulligan,9th,3/4 l,4,11-0,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Our Girl Sal (IRE),Mr D. O'Connor,0,Peter Fahey,8th,16 l,4,11-0,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Grace Faraday (IRE),Miss A. B. O'Connor,5,Anthony McCann,7th,1 1/2 l,4,11-0,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Locorotondo (IRE),Mr P. A. King,5,Martin Brassil,6th,2 3/4 l,4,11-7t1,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Liberty Flame (IRE),Miss Georgie Benson,7,Peter John Flood,5th,1/2 l,4,11-7,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Unbridled Power (IRE),Mr P. W. Mullins,0,W. P. Mullins,4th,3/4 l,4,11-7,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Sean Og (IRE),Mr T. Hamilton,0,Ms Margaret Mullins,3rd,2 1/2 l,4,11-7,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Western Comandor (IRE),Mr M. J. M. O'Sullivan,7,John Patrick Ryan,2nd,1/2 l,4,11-7,-,True,15,29
Sligo Racing Results | 17th August 2022 20:30,N/A,20:30,Good To Yielding (( Good In Places)),2m 2f,Ginnets Girl (IRE),Mr J. L. Gleeson,7,Gordon Elliott,1st,N/A,4,11-0,-,True,15,29
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Calgary Mounty (IRE),C. D. Hayes,0,Damian Joseph English,6th,2 1/4 l,2,8-7,56,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Blindsided (IRE),P. A. Harnett,7,Donnacha Aidan O'Brien,5th,4 1/2 l,2,9-12,75,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Pub Talk (IRE),J. M. Sheridan,3,Noel Meade,4th,1 3/4 l,2,9-4,67,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Slaney Tide (IRE),K. J. Manning,0,J. S. Bolger,3rd,1 3/4 l,2,9-2t,65,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Approaching Bear (IRE),J. Coen,5,Joseph Patrick O'Brien,2nd,Nose,2,9-6t1,69,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Malbay Madness (IRE),W. M. Lordan,0,E. D. Linehan,1st,N/A,2,8-7,56,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Calgary Mounty (IRE),C. D. Hayes,0,Damian Joseph English,6th,2 1/4 l,2,8-7,56,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Blindsided (IRE),P. A. Harnett,7,Donnacha Aidan O'Brien,5th,4 1/2 l,2,9-12,75,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Pub Talk (IRE),J. M. Sheridan,3,Noel Meade,4th,1 3/4 l,2,9-4,67,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Slaney Tide (IRE),K. J. Manning,0,J. S. Bolger,3rd,1 3/4 l,2,9-2t,65,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Approaching Bear (IRE),J. Coen,5,Joseph Patrick O'Brien,2nd,Nose,2,9-6t1,69,True,15,30
Killarney Racing Results | 18th August 2022 16:30,N/A,16:30,Yielding (Yielding To Soft In Places),1m 30y,Malbay Madness (IRE),W. M. Lordan,0,E. D. Linehan,1st,N/A,2,8-7,56,True,15,30
Killarney Racing Results | 18th August 2022 17:05,N/A,17:05,Yielding (Yielding To Soft In Places),1m 30y,Hale Bopp (IRE),M. A. Enright,0,G. M. Lyons,4th,2 1/4 l,4,10-0,-,True,15,31
Killarney Racing Results | 18th August 2022 17:05,N/A,17:05,Yielding (Yielding To Soft In Places),1m 30y,Entropy (IRE),J. Coen,5,Joseph Patrick O'Brien,3rd,1 1/4 l,4,10-0t,-,True,15,31
Killarney Racing Results | 18th August 2022 17:05,N/A,17:05,Yielding (Yielding To Soft In Places),1m 30y,Desert Wind (IRE),N. M. Crosse,3,Luke Comer,2nd,1/2 l,7,9-6tp1,-,True,15,31
Killarney Racing Results | 18th August 2022 17:05,N/A,17:05,Yielding (Yielding To Soft In Places),1m 30y,Mudamer (IRE),C. D. Hayes,0,Kevin Prendergast,1st,N/A,3,9-2tv,-,True,15,31
Killarney Racing Results | 18th August 2022 17:05,N/A,17:05,Yielding (Yielding To Soft In Places),1m 30y,Hale Bopp (IRE),M. A. Enright,0,G. M. Lyons,4th,2 1/4 l,4,10-0,-,True,15,31
Killarney Racing Results | 18th August 2022 17:05,N/A,17:05,Yielding (Yielding To Soft In Places),1m 30y,Entropy (IRE),J. Coen,5,Joseph Patrick O'Brien,3rd,1 1/4 l,4,10-0t,-,True,15,31
Killarney Racing Results | 18th August 2022 17:05,N/A,17:05,Yielding (Yielding To Soft In Places),1m 30y,Desert Wind (IRE),N. M. Crosse,3,Luke Comer,2nd,1/2 l,7,9-6tp1,-,True,15,31
Killarney Racing Results | 18th August 2022 17:05,N/A,17:05,Yielding (Yielding To Soft In Places),1m 30y,Mudamer (IRE),C. D. Hayes,0,Kevin Prendergast,1st,N/A,3,9-2tv,-,True,15,31
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Benitoite (IRE),C. P. Hoban,0,Mrs J. Harrington,12th,1 3/4 l,3,8-12,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Freedom of Speech (IRE),K. J. Manning,0,J. S. Bolger,11th,8 l,3,8-12,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Emilie Gray (IRE),C. D. Hayes,0,D. K. Weld,10th,4 3/4 l,4,9-4b,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,West Coast (IRE),Seamie Heffernan,0,Aidan O'Brien,9th,Neck,3,8-12,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Show of Stars,R. C. Colgan,0,P. Twomey,8th,Head,3,8-12v1,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Neptune Rock (IRE),G. P. Halpin,0,Joseph Patrick O'Brien,7th,3/4 l,4,9-4,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Contarelli Chapel (IRE),W. M. Lordan,0,Aidan O'Brien,6th,1 3/4 l,3,8-12,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Karkiyna (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,1 l,3,8-12b,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Emphatic Answer (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,3/4 l,4,9-4,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Haziya (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,Head,4,9-4,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Panama Red (IRE),M. A. Enright,0,G. M. Lyons,2nd,1 1/4 l,3,8-12,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Charterhouse,S. McCullagh,0,John Joseph Murphy,1st,N/A,4,9-9b,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Benitoite (IRE),C. P. Hoban,0,Mrs J. Harrington,12th,1 3/4 l,3,8-12,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Freedom of Speech (IRE),K. J. Manning,0,J. S. Bolger,11th,8 l,3,8-12,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Emilie Gray (IRE),C. D. Hayes,0,D. K. Weld,10th,4 3/4 l,4,9-4b,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,West Coast (IRE),Seamie Heffernan,0,Aidan O'Brien,9th,Neck,3,8-12,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Show of Stars,R. C. Colgan,0,P. Twomey,8th,Head,3,8-12v1,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Neptune Rock (IRE),G. P. Halpin,0,Joseph Patrick O'Brien,7th,3/4 l,4,9-4,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Contarelli Chapel (IRE),W. M. Lordan,0,Aidan O'Brien,6th,1 3/4 l,3,8-12,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Karkiyna (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,1 l,3,8-12b,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Emphatic Answer (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,3/4 l,4,9-4,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Haziya (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,Head,4,9-4,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Panama Red (IRE),M. A. Enright,0,G. M. Lyons,2nd,1 1/4 l,3,8-12,-,True,15,32
Killarney Racing Results | 18th August 2022 17:35,N/A,17:35,Yielding (Yielding To Soft In Places),1m 30y,Charterhouse,S. McCullagh,0,John Joseph Murphy,1st,N/A,4,9-9b,-,True,15,32
