track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-08-29,16:50,Good (Good To Firm In Places),2m 1f 87y,Cinammon Coco (IRE),D E Mullins,0,J P O'Brien,1st,N/A,3,10-12,-,True,15,10
N/A,2025-08-29,16:50,Good (Good To Firm In Places),2m 1f 87y,Jr Mahon (IRE),Sam Ewing,0,Ian Donoghue,7th,28 l,3,10-12p,-,True,15,10
N/A,2025-08-29,16:50,Good (Good To Firm In Places),2m 1f 87y,National Voice (IRE),Aaron Anderson,5,J Bedi,6th,Neck,3,10-11t,-,True,15,10
N/A,2025-08-29,16:50,Good (Good To Firm In Places),2m 1f 87y,Masego (IRE),Anna McGuinness,7,Ms M Mullins,5th,7 l,3,10-12,-,True,15,10
N/A,2025-08-29,16:50,Good (Good To Firm In Places),2m 1f 87y,Your Call (IRE),Caragh Monaghan,7,L Lennon,4th,1 1/4 l,3,10-12,-,True,15,10
N/A,2025-08-29,16:50,Good (Good To Firm In Places),2m 1f 87y,Hopes Are High (IRE),P Byrnes,0,W Durkan,3rd,5 l,3,11-4,-,True,15,10
N/A,2025-08-29,16:50,Good (Good To Firm In Places),2m 1f 87y,Combs (IRE),J W Kennedy,0,G Elliott,2nd,9 1/2 l,3,10-12,-,True,15,10
N/A,2025-08-29,16:50,Good (Good To Firm In Places),2m 1f 87y,Cinammon Coco (IRE),D E Mullins,0,J P O'Brien,1st,N/A,3,10-12,-,True,15,10
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Fraher Field (IRE),D E Mullins,0,John E & Kiely,7th,78 l,5,11-7,-,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Run For The Border (IRE),D Meyler,0,J P Ryan,6th,9 1/2 l,5,10-13,-,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Wonderwalk (IRE),Mr B M Coonan,7,V C Ward,5th,1 3/4 l,4,10-10h,-,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Crossbar Getaway (IRE),J W Kennedy,0,G Elliott,4th,8 1/2 l,5,10-13,-,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Keilah (IRE),D J Gilligan,0,W McCreery,3rd,8 1/2 l,5,11-7,-,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Astelia (IRE),Sam Ewing,0,Peter Fahey,2nd,2 3/4 l,6,10-13,110,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Arctic Flame (IRE),S D Torrens,0,P T Foley,1st,N/A,5,10-13t,109,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Fraher Field (IRE),D E Mullins,0,John E & Kiely,7th,78 l,5,11-7,-,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Run For The Border (IRE),D Meyler,0,J P Ryan,6th,9 1/2 l,5,10-13,-,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Wonderwalk (IRE),Mr B M Coonan,7,V C Ward,5th,1 3/4 l,4,10-10h,-,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Crossbar Getaway (IRE),J W Kennedy,0,G Elliott,4th,8 1/2 l,5,10-13,-,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Keilah (IRE),D J Gilligan,0,W McCreery,3rd,8 1/2 l,5,11-7,-,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Astelia (IRE),Sam Ewing,0,Peter Fahey,2nd,2 3/4 l,6,10-13,110,True,15,11
N/A,2025-08-29,17:23,Good (Good To Firm In Places),2m 1f 87y,Arctic Flame (IRE),S D Torrens,0,P T Foley,1st,N/A,5,10-13t,109,True,15,11
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Bid Up (IRE),J G Gilligan,5,P J Gilligan,13th,4 1/2 l,4,11-1,102,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Cathryns Ruby (IRE),S D Torrens,0,P T Foley,12th,8 1/2 l,8,11-5t,103,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Fathom Two (IRE),T E O'Connor,7,M Fahey,11th,3/4 l,8,11-9,107,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Swelltime (IRE),D J Gilligan,0,W J O'Doherty,10th,3 l,9,11-7,105,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Agent Tequila (IRE),A Harvey,3,J C McConnell,9th,1 3/4 l,7,10-6,90,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Duke Otto (IRE),P T Smithers,7,P J Flynn,8th,3/4 l,7,11-9,107,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Bannow Blaze (IRE),D E Mullins,0,J Fogarty,7th,Head,5,11-3t,101,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Burru (IRE),Mr R Sugrue,7,L Kenny,6th,3/4 l,7,11-10h,108,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Dunkerque (DEN),K M Donoghue,0,G P Cromwell,5th,1 3/4 l,5,12-0,112,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Stoneyford Lady (IRE),J C Gainford,0,H De Bromhead,4th,1/2 l,6,10-13,97,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Avalo (IRE),J Coen,0,Peter Fahey,3rd,3/4 l,6,11-10,108,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Desert Haven,D Meyler,0,N Meade,2nd,Neck,5,11-4t,102,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Eastmore,P Byrnes,0,C Byrnes,1st,N/A,5,10-6t,90,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Bid Up (IRE),J G Gilligan,5,P J Gilligan,13th,4 1/2 l,4,11-1,102,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Cathryns Ruby (IRE),S D Torrens,0,P T Foley,12th,8 1/2 l,8,11-5t,103,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Fathom Two (IRE),T E O'Connor,7,M Fahey,11th,3/4 l,8,11-9,107,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Swelltime (IRE),D J Gilligan,0,W J O'Doherty,10th,3 l,9,11-7,105,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Agent Tequila (IRE),A Harvey,3,J C McConnell,9th,1 3/4 l,7,10-6,90,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Duke Otto (IRE),P T Smithers,7,P J Flynn,8th,3/4 l,7,11-9,107,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Bannow Blaze (IRE),D E Mullins,0,J Fogarty,7th,Head,5,11-3t,101,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Burru (IRE),Mr R Sugrue,7,L Kenny,6th,3/4 l,7,11-10h,108,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Dunkerque (DEN),K M Donoghue,0,G P Cromwell,5th,1 3/4 l,5,12-0,112,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Stoneyford Lady (IRE),J C Gainford,0,H De Bromhead,4th,1/2 l,6,10-13,97,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Avalo (IRE),J Coen,0,Peter Fahey,3rd,3/4 l,6,11-10,108,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Desert Haven,D Meyler,0,N Meade,2nd,Neck,5,11-4t,102,True,15,12
N/A,2025-08-29,17:53,Good To Firm,2m 1f 87y,Eastmore,P Byrnes,0,C Byrnes,1st,N/A,5,10-6t,90,True,15,12
N/A,2025-08-29,18:23,Good To Firm,2m 4f,George's Angel (IRE),P T Smithers,7,R K Watson,7th,57 l,4,10-6,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,That's So True (IRE),D E Mullins,0,Ms M Mullins,6th,1/2 l,4,10-6,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,Garnetot (FR),Sam Ewing,0,G Elliott,5th,1/2 l,4,10-13t1,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,North Winterfell,P Byrnes,0,C Byrnes,4th,5 l,4,10-13,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,Sharing Is Caring (IRE),A Harvey,3,J J Hanlon,3rd,3 l,4,10-13,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,Hobart (IRE),D J Gilligan,0,J Nash,2nd,Short Head,4,10-13,99,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,Coutach,J W Kennedy,0,G Elliott,1st,N/A,4,11-7h,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,George's Angel (IRE),P T Smithers,7,R K Watson,7th,57 l,4,10-6,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,That's So True (IRE),D E Mullins,0,Ms M Mullins,6th,1/2 l,4,10-6,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,Garnetot (FR),Sam Ewing,0,G Elliott,5th,1/2 l,4,10-13t1,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,North Winterfell,P Byrnes,0,C Byrnes,4th,5 l,4,10-13,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,Sharing Is Caring (IRE),A Harvey,3,J J Hanlon,3rd,3 l,4,10-13,-,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,Hobart (IRE),D J Gilligan,0,J Nash,2nd,Short Head,4,10-13,99,True,15,13
N/A,2025-08-29,18:23,Good To Firm,2m 4f,Coutach,J W Kennedy,0,G Elliott,1st,N/A,4,11-7h,-,True,15,13
N/A,2025-08-29,18:53,Good To Firm,3m,Building Bridges,Sam Ewing,0,Gary McGill,5th,30 l,9,11-10,128,True,15,14
N/A,2025-08-29,18:53,Good To Firm,3m,Prairie Dancer (IRE),D E Mullins,0,J P O'Brien,4th,5 l,7,11-0,129,True,15,14
N/A,2025-08-29,18:53,Good To Firm,3m,Reverend Hubert (IRE),P Byrnes,0,C Byrnes,3rd,1 3/4 l,7,11-5,138,True,15,14
N/A,2025-08-29,18:53,Good To Firm,3m,Tullybeg (IRE),J W Kennedy,0,G Elliott,2nd,Neck,10,11-0t,136,True,15,14
N/A,2025-08-29,18:53,Good To Firm,3m,Happy Jacky (IRE),P T Smithers,7,M Fahey,1st,N/A,11,11-10,143,True,15,14
N/A,2025-08-29,18:53,Good To Firm,3m,Building Bridges,Sam Ewing,0,Gary McGill,5th,30 l,9,11-10,128,True,15,14
N/A,2025-08-29,18:53,Good To Firm,3m,Prairie Dancer (IRE),D E Mullins,0,J P O'Brien,4th,5 l,7,11-0,129,True,15,14
N/A,2025-08-29,18:53,Good To Firm,3m,Reverend Hubert (IRE),P Byrnes,0,C Byrnes,3rd,1 3/4 l,7,11-5,138,True,15,14
N/A,2025-08-29,18:53,Good To Firm,3m,Tullybeg (IRE),J W Kennedy,0,G Elliott,2nd,Neck,10,11-0t,136,True,15,14
N/A,2025-08-29,18:53,Good To Firm,3m,Happy Jacky (IRE),P T Smithers,7,M Fahey,1st,N/A,11,11-10,143,True,15,14
N/A,2025-08-29,19:23,Good To Firm,3m,Sionainn (FR),J C Gainford,0,Aidan Melia,PU,N/A,5,11-4t,90,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Feast (IRE),Anna McGuinness,7,P J McKenna,10th,2 l,8,10-9,81,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Oscar Tonic (IRE),D J Power,7,S Aherne,9th,1 l,10,10-1,73,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Riggs (IRE),K M Donoghue,0,P Cluskey,8th,1 l,10,12-0p,100,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Bigira (FR),J W Kennedy,0,M Fahey,7th,4 1/2 l,6,11-12t,98,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Whatyouwant (IRE),G B Noonan,3,Gerard Kyne,6th,9 1/2 l,7,10-8,80,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Zolpharine (IRE),D J Gilligan,0,J P Ryan,5th,10 l,7,10-9,81,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Live To Laugh (IRE),Sam Ewing,0,Peter Fahey,4th,3/4 l,6,11-7,93,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Georgia Celena (IRE),D A Kidd,7,J C McConnell,3rd,1 1/4 l,7,11-2,88,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Schiehallion (IRE),P J O'Hanlon,0,D A McLoughlin,2nd,2 1/2 l,8,11-11p,97,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Fire Coral,D E Mullins,0,S Curling,1st,N/A,6,10-10t,82,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Sionainn (FR),J C Gainford,0,Aidan Melia,PU,N/A,5,11-4t,90,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Feast (IRE),Anna McGuinness,7,P J McKenna,10th,2 l,8,10-9,81,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Oscar Tonic (IRE),D J Power,7,S Aherne,9th,1 l,10,10-1,73,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Riggs (IRE),K M Donoghue,0,P Cluskey,8th,1 l,10,12-0p,100,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Bigira (FR),J W Kennedy,0,M Fahey,7th,4 1/2 l,6,11-12t,98,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Whatyouwant (IRE),G B Noonan,3,Gerard Kyne,6th,9 1/2 l,7,10-8,80,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Zolpharine (IRE),D J Gilligan,0,J P Ryan,5th,10 l,7,10-9,81,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Live To Laugh (IRE),Sam Ewing,0,Peter Fahey,4th,3/4 l,6,11-7,93,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Georgia Celena (IRE),D A Kidd,7,J C McConnell,3rd,1 1/4 l,7,11-2,88,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Schiehallion (IRE),P J O'Hanlon,0,D A McLoughlin,2nd,2 1/2 l,8,11-11p,97,True,15,15
N/A,2025-08-29,19:23,Good To Firm,3m,Fire Coral,D E Mullins,0,S Curling,1st,N/A,6,10-10t,82,True,15,15
N/A,2025-08-29,19:53,Good To Firm Flat Race (Turf),2m 1f 87y,Noble Name (IRE),Mr D O'Sullivan,7,C O'Connell,4th,7 l,5,11-11ht,-,True,15,16
N/A,2025-08-29,19:53,Good To Firm Flat Race (Turf),2m 1f 87y,Clarnagh Maid (IRE),Mr J H Williamson,7,G Elliott,3rd,7 1/2 l,5,11-4,-,True,15,16
N/A,2025-08-29,19:53,Good To Firm Flat Race (Turf),2m 1f 87y,Good Girl Kathleen (IRE),Miss M O'Sullivan,5,E Mullins,2nd,Neck,5,11-11t,-,True,15,16
N/A,2025-08-29,19:53,Good To Firm Flat Race (Turf),2m 1f 87y,Run For Mahler (IRE),Mr Alan O'Sullivan,7,C Byrnes,1st,N/A,6,11-4t,-,True,15,16
N/A,2025-08-29,19:53,Good To Firm Flat Race (Turf),2m 1f 87y,Noble Name (IRE),Mr D O'Sullivan,7,C O'Connell,4th,7 l,5,11-11ht,-,True,15,16
N/A,2025-08-29,19:53,Good To Firm Flat Race (Turf),2m 1f 87y,Clarnagh Maid (IRE),Mr J H Williamson,7,G Elliott,3rd,7 1/2 l,5,11-4,-,True,15,16
N/A,2025-08-29,19:53,Good To Firm Flat Race (Turf),2m 1f 87y,Good Girl Kathleen (IRE),Miss M O'Sullivan,5,E Mullins,2nd,Neck,5,11-11t,-,True,15,16
N/A,2025-08-29,19:53,Good To Firm Flat Race (Turf),2m 1f 87y,Run For Mahler (IRE),Mr Alan O'Sullivan,7,C Byrnes,1st,N/A,6,11-4t,-,True,15,16
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Tiyadal (IRE),B M Coen,0,J P Murtagh,7th,12 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Adel (GER),R P Whelan,0,M O'Callaghan,6th,3/4 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Perisher (IRE),D Browne McMonagle,0,J P O'Brien,5th,3/4 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Star Chamber,G F Carroll,0,G M Lyons,4th,1/2 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Port Of Spain (IRE),J Cleary,5,A P O'Brien,3rd,3 1/2 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Mr Vettori (IRE),S T McCullagh,0,Mrs J Harrington,2nd,1 1/2 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Hawk Mountain (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Tiyadal (IRE),B M Coen,0,J P Murtagh,7th,12 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Adel (GER),R P Whelan,0,M O'Callaghan,6th,3/4 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Perisher (IRE),D Browne McMonagle,0,J P O'Brien,5th,3/4 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Star Chamber,G F Carroll,0,G M Lyons,4th,1/2 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Port Of Spain (IRE),J Cleary,5,A P O'Brien,3rd,3 1/2 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Mr Vettori (IRE),S T McCullagh,0,Mrs J Harrington,2nd,1 1/2 l,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 13:45,2025-08-30,13:45,Good (Good To Yielding In Places)  (Turf),1m,Hawk Mountain (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5,-,True,15,17
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,Cape Sounion (IRE),G M Ryan,0,Donnacha O'Brien,6th,1/2 l,2,9-2h,89,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,Sugar Island (IRE),W M Lordan,0,A P O'Brien,5th,3/4 l,2,9-2,-,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,La Fogata (IRE),G F Carroll,0,G M Lyons,4th,1/2 l,2,9-2,-,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,Ridersinthesky (GER),N M Crosse,0,Mrs J Harrington,3rd,2 1/4 l,2,9-2p,-,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,Moments Of Joy (USA),R P Whelan,0,A P O'Brien,2nd,2 1/4 l,2,9-2,-,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,Queen Of Hawaii (IRE),D Browne McMonagle,0,J P O'Brien,1st,N/A,2,9-2,-,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,Cape Sounion (IRE),G M Ryan,0,Donnacha O'Brien,6th,1/2 l,2,9-2h,89,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,Sugar Island (IRE),W M Lordan,0,A P O'Brien,5th,3/4 l,2,9-2,-,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,La Fogata (IRE),G F Carroll,0,G M Lyons,4th,1/2 l,2,9-2,-,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,Ridersinthesky (GER),N M Crosse,0,Mrs J Harrington,3rd,2 1/4 l,2,9-2p,-,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,Moments Of Joy (USA),R P Whelan,0,A P O'Brien,2nd,2 1/4 l,2,9-2,-,True,15,18
Curragh Racing Results | 30th August 2025 14:20,2025-08-30,14:20,Good (Good To Yielding In Places),1m,Queen Of Hawaii (IRE),D Browne McMonagle,0,J P O'Brien,1st,N/A,2,9-2,-,True,15,18
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Red Earth (IRE),J A Heffernan,0,J A Stack,10th,17 l,2,9-5,-,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,First Approach (IRE),G M Ryan,0,A P O'Brien,9th,1 l,2,9-5p,91,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Magny Cours (IRE),N M Crosse,0,Daniel McLoughlin,8th,1 3/4 l,2,9-2,90,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Arugam Bay (IRE),C D Hayes,0,E & P Harty,7th,2 1/2 l,2,9-2,93,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Chicago Call (IRE),B M Coen,0,J P Murtagh,6th,2 l,2,9-5,96,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Ipanema Queen (IRE),D P McDonogh,0,A Murray,5th,1/2 l,2,9-2,95,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Mushaffar (FR),D Browne McMonagle,0,J P O'Brien,4th,Nose,2,9-5,-,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Learntodiscover,G F Carroll,0,G M Lyons,3rd,1 1/2 l,2,9-5p1,93,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,The Publican's Son (USA),R P Whelan,0,J P O'Brien,2nd,3/4 l,2,9-5,-,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Mission Central (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5,-,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Red Earth (IRE),J A Heffernan,0,J A Stack,10th,17 l,2,9-5,-,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,First Approach (IRE),G M Ryan,0,A P O'Brien,9th,1 l,2,9-5p,91,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Magny Cours (IRE),N M Crosse,0,Daniel McLoughlin,8th,1 3/4 l,2,9-2,90,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Arugam Bay (IRE),C D Hayes,0,E & P Harty,7th,2 1/2 l,2,9-2,93,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Chicago Call (IRE),B M Coen,0,J P Murtagh,6th,2 l,2,9-5,96,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Ipanema Queen (IRE),D P McDonogh,0,A Murray,5th,1/2 l,2,9-2,95,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Mushaffar (FR),D Browne McMonagle,0,J P O'Brien,4th,Nose,2,9-5,-,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Learntodiscover,G F Carroll,0,G M Lyons,3rd,1 1/2 l,2,9-5p1,93,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,The Publican's Son (USA),R P Whelan,0,J P O'Brien,2nd,3/4 l,2,9-5,-,True,15,19
Curragh Racing Results | 30th August 2025 14:52,2025-08-30,14:52,Good To Yielding,6f,Mission Central (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5,-,True,15,19
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Easy Mover (IRE),W M Lordan,0,A P O'Brien,7th,7 l,3,9-0tp,95,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,And So To Bed (IRE),D Browne McMonagle,0,J P O'Brien,6th,4 1/2 l,3,9-0tp1,90,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Spicy Margarita (IRE),D P McDonogh,0,A Murray,5th,7 1/2 l,3,9-0,88,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Azada (IRE),C D Hayes,0,D K Weld,4th,2 3/4 l,4,9-7p1,103,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Barnavara (IRE),J A Heffernan,0,Mrs J Harrington,3rd,1 3/4 l,3,9-3,102,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Sand Gazelle,D Tudhope,0,J & T Gosden,2nd,1 1/2 l,3,9-0,105,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Red Letter,G F Carroll,0,G M Lyons,1st,N/A,3,9-0,107,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Easy Mover (IRE),W M Lordan,0,A P O'Brien,7th,7 l,3,9-0tp,95,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,And So To Bed (IRE),D Browne McMonagle,0,J P O'Brien,6th,4 1/2 l,3,9-0tp1,90,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Spicy Margarita (IRE),D P McDonogh,0,A Murray,5th,7 1/2 l,3,9-0,88,True,15,20
