track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Azada (IRE),C D Hayes,0,D K Weld,4th,2 3/4 l,4,9-7p1,103,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Barnavara (IRE),J A Heffernan,0,Mrs J Harrington,3rd,1 3/4 l,3,9-3,102,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Sand Gazelle,D Tudhope,0,J & T Gosden,2nd,1 1/2 l,3,9-0,105,True,15,20
Curragh Racing Results | 30th August 2025 15:27,2025-08-30,15:27,Good To Yielding,1m 1f,Red Letter,G F Carroll,0,G M Lyons,1st,N/A,3,9-0,107,True,15,20
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Profit Centre,R P Whelan,0,K J Condon,8th,3 l,2,9-3t1,71,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Nazario (IRE),J A Heffernan,0,N Lupini,7th,Head,2,9-9t,77,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Oh Cecelia (IRE),J J G Ryan,0,J Davison,6th,1 1/2 l,2,9-10h1,78,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Quinn's Charm (IRE),W Joyce,3,M Mulvany,5th,1/2 l,2,8-8t,62,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Servare (USA),A J Slattery,0,A Slattery,4th,Neck,2,8-7,60,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Invincible Will (IRE),G F Carroll,0,G P Cromwell,3rd,1/2 l,2,9-8h1,76,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Which Wolf Wins (IRE),D Browne McMonagle,0,J P O'Brien,2nd,1 1/4 l,2,9-13,81,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Jordi Bear (IRE),J M Sheridan,0,J A Stack,1st,N/A,2,9-7tp1,75,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Profit Centre,R P Whelan,0,K J Condon,8th,3 l,2,9-3t1,71,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Nazario (IRE),J A Heffernan,0,N Lupini,7th,Head,2,9-9t,77,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Oh Cecelia (IRE),J J G Ryan,0,J Davison,6th,1 1/2 l,2,9-10h1,78,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Quinn's Charm (IRE),W Joyce,3,M Mulvany,5th,1/2 l,2,8-8t,62,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Servare (USA),A J Slattery,0,A Slattery,4th,Neck,2,8-7,60,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Invincible Will (IRE),G F Carroll,0,G P Cromwell,3rd,1/2 l,2,9-8h1,76,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Which Wolf Wins (IRE),D Browne McMonagle,0,J P O'Brien,2nd,1 1/4 l,2,9-13,81,True,15,21
Curragh Racing Results | 30th August 2025 16:02,2025-08-30,16:02,Good To Yielding,7f,Jordi Bear (IRE),J M Sheridan,0,J A Stack,1st,N/A,2,9-7tp1,75,True,15,21
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Pink Oxalis (IRE),W M Lordan,0,Stephen Thorne,15th,Head,4,8-10b,87,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Godwinson,D Tudhope,0,W J Haggas,14th,1 1/4 l,5,9-13,104,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Howyoulikethat (IRE),P McGettigan,7,Miss H McLoughlin,13th,3/4 l,8,9-4,95,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Bear Profit (IRE),Nicola Burns,7,Gerard O'Leary,12th,1/2 l,6,9-2,93,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Blues Emperor (IRE),B M Coen,0,J P Murtagh,11th,Neck,6,9-4p,95,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Independent Expert (IRE),J Kearney,3,Stephen Thorne,10th,Short Head,6,9-1p1,92,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,I Am Superman (IRE),J A Powell,3,M O'Callaghan,9th,1/2 l,9,8-13t,90,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Big Gossey (IRE),R P Whelan,0,C O'Brien,8th,Short Head,8,10-0t,105,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Tokenomics (FR),L T McAteer,0,D Marnane,7th,Neck,4,9-3,94,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Booyea (IRE),G M Ryan,0,T Gibney,6th,1/2 l,5,9-0p,91,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,State Actor (IRE),D Browne McMonagle,0,W T Farrell,5th,Neck,5,9-2,93,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Coeur d'Or (IRE),C D Hayes,0,D K Weld,4th,1/2 l,9,9-6tv1,97,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Engines On (IRE),K G Kennedy,5,J A Kinsella,3rd,Neck,5,8-7tp1,78,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Genuine Article,J A Heffernan,0,G Keane,2nd,Short Head,5,8-13tp,90,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Jagged Edge (IRE),M W Hassett,3,D K Weld,1st,N/A,3,8-7,88,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Pink Oxalis (IRE),W M Lordan,0,Stephen Thorne,15th,Head,4,8-10b,87,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Godwinson,D Tudhope,0,W J Haggas,14th,1 1/4 l,5,9-13,104,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Howyoulikethat (IRE),P McGettigan,7,Miss H McLoughlin,13th,3/4 l,8,9-4,95,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Bear Profit (IRE),Nicola Burns,7,Gerard O'Leary,12th,1/2 l,6,9-2,93,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Blues Emperor (IRE),B M Coen,0,J P Murtagh,11th,Neck,6,9-4p,95,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Independent Expert (IRE),J Kearney,3,Stephen Thorne,10th,Short Head,6,9-1p1,92,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,I Am Superman (IRE),J A Powell,3,M O'Callaghan,9th,1/2 l,9,8-13t,90,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Big Gossey (IRE),R P Whelan,0,C O'Brien,8th,Short Head,8,10-0t,105,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Tokenomics (FR),L T McAteer,0,D Marnane,7th,Neck,4,9-3,94,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Booyea (IRE),G M Ryan,0,T Gibney,6th,1/2 l,5,9-0p,91,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,State Actor (IRE),D Browne McMonagle,0,W T Farrell,5th,Neck,5,9-2,93,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Coeur d'Or (IRE),C D Hayes,0,D K Weld,4th,1/2 l,9,9-6tv1,97,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Engines On (IRE),K G Kennedy,5,J A Kinsella,3rd,Neck,5,8-7tp1,78,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Genuine Article,J A Heffernan,0,G Keane,2nd,Short Head,5,8-13tp,90,True,15,22
Curragh Racing Results | 30th August 2025 16:37,2025-08-30,16:37,Good To Yielding,1m,Jagged Edge (IRE),M W Hassett,3,D K Weld,1st,N/A,3,8-7,88,True,15,22
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Catherine Chroi (IRE),C Cusack,7,C O'Connell,21st,2 3/4 l,7,9-6tb,61,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Just Jump (IRE),D A Kidd,7,A Slattery,20th,1 l,3,9-11,69,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Gordon Bennett (IRE),P A Harnett,0,R Brabazon,19th,2 l,7,10-0,69,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Kayamite (IRE),T Casey,7,C Timmons,18th,1 1/2 l,3,9-0t,58,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Moonhall Lass (IRE),H J Horgan,0,P J F Murphy,17th,1 1/4 l,3,9-5,63,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Annie Lavinia (IRE),Sorcha Woods,4,E Lynam,16th,Neck,3,9-3tp,61,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Zabeir (IRE),Rebecca Parsons,7,D Kinsella,15th,Neck,6,9-7t,62,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,El Fontenaro (IRE),J Cleary,0,J P Fahey,14th,1/2 l,3,9-0,58,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Run Forrest Run (IRE),D S O'Sullivan,4,Thomas Coyle,13th,1/2 l,7,9-6tb,61,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Gegenpressing,Jessica O'Gorman,7,E & P Harty,12th,Head,7,9-0t,55,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Undefeatable (IRE),Nicola Burns,2,K Smith,11th,Neck,3,8-12,56,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Sunday Sovereign,A S Grant,7,G A Kingston,10th,Head,8,9-3p,58,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Yaxchilan (IRE),J S Dalton,7,Gerard O'Leary,9th,1 3/4 l,4,9-3tp,58,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Nouvel Espoir (IRE),S A Wallace,7,J Barcoe,8th,Neck,5,9-11,66,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Only Spoofing (IRE),A Browne-Souza,7,Kevin Coleman,7th,1/2 l,11,9-4,59,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,She's Smart (IRE),J Pietropaolo,7,A McGuinness,6th,Short Head,4,9-6,61,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Nammos,Sadhbh Tormey,7,A McGuinness,5th,3/4 l,5,9-7,62,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Rosato (IRE),R M Mulligan,2,Charles Weld,4th,3/4 l,4,9-10,65,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Send Harry (IRE),P McGettigan,4,Miss E McCutcheon,3rd,Neck,3,9-9h,67,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Amicitia (IRE),C Geerdharry,7,J P Murtagh,2nd,1/2 l,3,9-6,64,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Carrigans Grove (IRE),R Donaghue-Leahy,4,P J Flynn,1st,N/A,4,9-12p1,67,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Catherine Chroi (IRE),C Cusack,7,C O'Connell,21st,2 3/4 l,7,9-6tb,61,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Just Jump (IRE),D A Kidd,7,A Slattery,20th,1 l,3,9-11,69,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Gordon Bennett (IRE),P A Harnett,0,R Brabazon,19th,2 l,7,10-0,69,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Kayamite (IRE),T Casey,7,C Timmons,18th,1 1/2 l,3,9-0t,58,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Moonhall Lass (IRE),H J Horgan,0,P J F Murphy,17th,1 1/4 l,3,9-5,63,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Annie Lavinia (IRE),Sorcha Woods,4,E Lynam,16th,Neck,3,9-3tp,61,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Zabeir (IRE),Rebecca Parsons,7,D Kinsella,15th,Neck,6,9-7t,62,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,El Fontenaro (IRE),J Cleary,0,J P Fahey,14th,1/2 l,3,9-0,58,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Run Forrest Run (IRE),D S O'Sullivan,4,Thomas Coyle,13th,1/2 l,7,9-6tb,61,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Gegenpressing,Jessica O'Gorman,7,E & P Harty,12th,Head,7,9-0t,55,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Undefeatable (IRE),Nicola Burns,2,K Smith,11th,Neck,3,8-12,56,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Sunday Sovereign,A S Grant,7,G A Kingston,10th,Head,8,9-3p,58,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Yaxchilan (IRE),J S Dalton,7,Gerard O'Leary,9th,1 3/4 l,4,9-3tp,58,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Nouvel Espoir (IRE),S A Wallace,7,J Barcoe,8th,Neck,5,9-11,66,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Only Spoofing (IRE),A Browne-Souza,7,Kevin Coleman,7th,1/2 l,11,9-4,59,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,She's Smart (IRE),J Pietropaolo,7,A McGuinness,6th,Short Head,4,9-6,61,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Nammos,Sadhbh Tormey,7,A McGuinness,5th,3/4 l,5,9-7,62,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Rosato (IRE),R M Mulligan,2,Charles Weld,4th,3/4 l,4,9-10,65,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Send Harry (IRE),P McGettigan,4,Miss E McCutcheon,3rd,Neck,3,9-9h,67,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Amicitia (IRE),C Geerdharry,7,J P Murtagh,2nd,1/2 l,3,9-6,64,True,15,23
Curragh Racing Results | 30th August 2025 17:12,2025-08-30,17:12,Good To Yielding,6f,Carrigans Grove (IRE),R Donaghue-Leahy,4,P J Flynn,1st,N/A,4,9-12p1,67,True,15,23
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Shabra Diya (IRE),Jennifer Babington,0,A McCann,21st,58 l,4,12-0,-,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Maharajjah (IRE),Cian Fenelon,0,L Young,20th,2 3/4 l,4,12-0t,58,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Serafina (IRE),Barry Lacy,0,D K Weld,19th,8 1/2 l,6,11-9,50,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Hardy Diamond (IRE),Lucy Kayes,0,G Elliott,18th,2 1/4 l,6,12-1,-,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Silent Guardian,David Ryan,0,E Mullins,17th,1/2 l,4,12-0,74,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Fascinating Shadow (IRE),Christopher Brabston,0,J J Hanlon,16th,3 l,7,12-0t,54,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Cut The Rope (FR),Brian Whelan,0,E & P Harty,15th,3 1/4 l,6,12-0,-,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Fireworks (FR),Ben Cusack,0,J J Hanlon,14th,4 3/4 l,7,12-0,82,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Preparations (IRE),Sam Austin,0,A Slattery,13th,Neck,4,12-1,66,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Lightning Legs (IRE),Ella Budds,0,G Elliott,12th,4 3/4 l,4,11-9,42,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Dunkerque (DEN),Bartosz Barty Walczak,0,G P Cromwell,11th,4 1/2 l,5,12-3,-,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Jungle Cove (IRE),Claire O'Ryan,0,Mrs J Harrington,10th,1 1/4 l,8,12-6,79,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Eagles Reign (IRE),Gary Dowling,0,R O'Sullivan,9th,6 l,5,12-6,52,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Red Glory (IRE),Jessica Kinsella,0,H De Bromhead,8th,Neck,7,12-6,62,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Explorers Way (IRE),Katie Timmons,0,A Kinirons,7th,1/2 l,6,12-9,56,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Redwood Queen (IRE),D J Condon,0,C Collins,6th,3 1/4 l,8,12-4,67,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Hell Left Loose,Aaron Smullen,0,D Hogan,5th,Nose,9,12-0t,38,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,The Mediator (IRE),Tara Moneypenny,0,G Elliott,4th,2 l,8,12-3,67,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Sacred Oath (IRE),P Shanahan,0,D K Weld,3rd,9 1/2 l,4,11-11,74,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Mordor (FR),William Kennedy,0,G Elliott,2nd,4 1/2 l,5,12-9,88,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Mo Ghille Mar (IRE),Olivia Marnane,0,Mrs J Harrington,1st,N/A,4,12-4,90,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Shabra Diya (IRE),Jennifer Babington,0,A McCann,21st,58 l,4,12-0,-,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Maharajjah (IRE),Cian Fenelon,0,L Young,20th,2 3/4 l,4,12-0t,58,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Serafina (IRE),Barry Lacy,0,D K Weld,19th,8 1/2 l,6,11-9,50,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Hardy Diamond (IRE),Lucy Kayes,0,G Elliott,18th,2 1/4 l,6,12-1,-,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Silent Guardian,David Ryan,0,E Mullins,17th,1/2 l,4,12-0,74,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Fascinating Shadow (IRE),Christopher Brabston,0,J J Hanlon,16th,3 l,7,12-0t,54,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Cut The Rope (FR),Brian Whelan,0,E & P Harty,15th,3 1/4 l,6,12-0,-,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Fireworks (FR),Ben Cusack,0,J J Hanlon,14th,4 3/4 l,7,12-0,82,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Preparations (IRE),Sam Austin,0,A Slattery,13th,Neck,4,12-1,66,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Lightning Legs (IRE),Ella Budds,0,G Elliott,12th,4 3/4 l,4,11-9,42,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Dunkerque (DEN),Bartosz Barty Walczak,0,G P Cromwell,11th,4 1/2 l,5,12-3,-,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Jungle Cove (IRE),Claire O'Ryan,0,Mrs J Harrington,10th,1 1/4 l,8,12-6,79,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Eagles Reign (IRE),Gary Dowling,0,R O'Sullivan,9th,6 l,5,12-6,52,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Red Glory (IRE),Jessica Kinsella,0,H De Bromhead,8th,Neck,7,12-6,62,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Explorers Way (IRE),Katie Timmons,0,A Kinirons,7th,1/2 l,6,12-9,56,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Redwood Queen (IRE),D J Condon,0,C Collins,6th,3 1/4 l,8,12-4,67,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Hell Left Loose,Aaron Smullen,0,D Hogan,5th,Nose,9,12-0t,38,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,The Mediator (IRE),Tara Moneypenny,0,G Elliott,4th,2 l,8,12-3,67,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Sacred Oath (IRE),P Shanahan,0,D K Weld,3rd,9 1/2 l,4,11-11,74,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Mordor (FR),William Kennedy,0,G Elliott,2nd,4 1/2 l,5,12-9,88,True,15,24
Curragh Racing Results | 30th August 2025 17:47,2025-08-30,17:47,Good,1m 4f,Mo Ghille Mar (IRE),Olivia Marnane,0,Mrs J Harrington,1st,N/A,4,12-4,90,True,15,24
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Party With Marty (IRE),M P Sheehy,0,J P O'Brien,12th,23 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Sunrise Angel (IRE),A J Slattery,0,A Slattery,11th,1 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Echo Inferno,S T McCullagh,0,Mrs J Harrington,10th,1 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Nicky Larson (FR),R P Whelan,0,P Nolan,9th,Neck,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Admiral Will Brown,B M Coen,0,Daniel McLoughlin,8th,3/4 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Utmost Good Faith,J M Sheridan,0,J A Stack,7th,2 l,2,9-7h,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,South Island (IRE),P A Harnett,5,Donnacha O'Brien,6th,3 1/4 l,2,9-7p1,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Christmas Day (IRE),J Cleary,5,A P O'Brien,5th,3 1/2 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Genchev,C T Keane,0,G M Lyons,4th,Neck,2,9-7p1,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Winday (FR),G F Carroll,0,E Mullins,3rd,1 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Limestone (IRE),D Browne McMonagle,0,J P O'Brien,2nd,1 3/4 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Endorsement (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,15,25
