track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Bright Blue (IRE),M. J. M. O'Sullivan,5,Eugene M. O'Sullivan,8th,16 l,3,11-0t,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Thetys (FR),Peter Carberry,0,A. J. Martin,7th,5 1/2 l,3,10-7,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Gig Harbor (IRE),Jonathan Moore,0,Noel Meade,6th,1/2 l,3,11-0b1,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Mr Globalist (IRE),J. P. O'Sullivan,5,P. J. Rothwell,5th,2 1/4 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Calico (FR),Denis O'Regan,0,Gordon Elliott,4th,Neck,3,10-7,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Circus Act (IRE),Gavin Peter Brouder,0,James A. Nash,3rd,1/2 l,3,10-7,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Impero (IRE),B. Hayes,0,Thomas Cooper,2nd,3 1/2 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Common Practice (IRE),M. P. Walsh,0,Joseph Patrick O'Brien,1st,N/A,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Tell Her Nothing (IRE),D. J. O'Keeffe,0,Brendan Duke,14th,11 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Poets Cottage (IRE),B. J. Cooper,0,Noel Meade,13th,16 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Donbass (IRE),B. P. Kennedy,7,Paul W. Flynn,12th,6 1/2 l,3,11-0p,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Cornmarket (IRE),D. Moloney,7,Michael Flannery,11th,4 1/2 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Pont Audemer (FR),L. P. Dempsey,0,Gavin Patrick Cromwell,10th,2 3/4 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Too Sharp (IRE),S. F. O'Keeffe,0,Vincent Laurence Halley,9th,Nose,3,11-0t1,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Bright Blue (IRE),M. J. M. O'Sullivan,5,Eugene M. O'Sullivan,8th,16 l,3,11-0t,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Thetys (FR),Peter Carberry,0,A. J. Martin,7th,5 1/2 l,3,10-7,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Gig Harbor (IRE),Jonathan Moore,0,Noel Meade,6th,1/2 l,3,11-0b1,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Mr Globalist (IRE),J. P. O'Sullivan,5,P. J. Rothwell,5th,2 1/4 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Calico (FR),Denis O'Regan,0,Gordon Elliott,4th,Neck,3,10-7,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Circus Act (IRE),Gavin Peter Brouder,0,James A. Nash,3rd,1/2 l,3,10-7,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Impero (IRE),B. Hayes,0,Thomas Cooper,2nd,3 1/2 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Common Practice (IRE),M. P. Walsh,0,Joseph Patrick O'Brien,1st,N/A,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Captains Nephew (IRE),Jack Foley,0,P. J. Rothwell,8th,3 3/4 l,5,11-10,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,The Bog Garden (IRE),Keith Donoghue,0,M. Hourigan,7th,6 l,4,11-7,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Deep Pockets (FR),Richard Deegan,0,Eoin Christopher McCarthy,6th,15 l,4,11-7,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,McGrath From Clune (IRE),Phillip Enright,0,Robert Tyner,5th,15 l,6,11-12,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Green Glory (IRE),P. Byrnes,7,Charles Byrnes,4th,6 1/2 l,5,11-10,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Nucky Johnson (IRE),B. J. Cooper,0,Noel Meade,3rd,1/2 l,4,11-7,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Sandor Clegane (IRE),S. F. O'Keeffe,0,Paul Nolan,2nd,6 1/2 l,5,11-10,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Three Card Brag (IRE),Davy Russell,0,Gordon Elliott,1st,N/A,5,11-10,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Captains Nephew (IRE),Jack Foley,0,P. J. Rothwell,8th,3 3/4 l,5,11-10,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,The Bog Garden (IRE),Keith Donoghue,0,M. Hourigan,7th,6 l,4,11-7,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Deep Pockets (FR),Richard Deegan,0,Eoin Christopher McCarthy,6th,15 l,4,11-7,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,McGrath From Clune (IRE),Phillip Enright,0,Robert Tyner,5th,15 l,6,11-12,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Green Glory (IRE),P. Byrnes,7,Charles Byrnes,4th,6 1/2 l,5,11-10,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Nucky Johnson (IRE),B. J. Cooper,0,Noel Meade,3rd,1/2 l,4,11-7,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Sandor Clegane (IRE),S. F. O'Keeffe,0,Paul Nolan,2nd,6 1/2 l,5,11-10,-,True,28,31
Galway Racing Results | 29th October 2022 13:43,N/A,13:43,Soft To Heavy,2m 90y,Three Card Brag (IRE),Davy Russell,0,Gordon Elliott,1st,N/A,5,11-10,-,True,28,31
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Ozark Thunder (IRE),S. Cleary-Farrell,7,Thomas Cleary,PU,N/A,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Baby Zeus (IRE),D. E. Mullins,0,W. P. Mullins,F,N/A,5,11-12t,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Parnell One (IRE),A. M. King,7,Paul John Gilligan,18th,99 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Ormond Poet (IRE),D. G. Hogan,0,Denis Hogan,17th,Short Head,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,As Na Scamaill (IRE),Phillip Enright,0,Leonard Paul Flynn,16th,5 1/2 l,6,11-12t,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Somethingaboutcian,L. P. Dempsey,0,Shane Nolan,15th,15 l,6,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,House of Glory (IRE),Richard Deegan,0,Edward Cawley,14th,4 1/2 l,5,11-5h1,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Enchanted One (IRE),J. P. Kirwan,7,John Patrick Ryan,13th,17 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Atlantic Wonder (IRE),Peter Carberry,0,A. J. Martin,12th,1/2 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Whatdoyouknow (IRE),M. P. Walsh,0,J. D. Motherway,11th,Head,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Courthill (IRE),C. A. Landers,0,Michael E. Hallinan,10th,1/2 l,6,11-12t,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Celebrating Katie (IRE),S. D. Torrens,0,Noel C. Kelly,9th,3 l,5,11-5,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Anstand (GER),Jordan Colin Gainford,0,Paul Nolan,8th,7 1/2 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Buddy One (IRE),Jack Foley,0,Paul John Gilligan,7th,6 1/2 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Must Go Now (IRE),S. F. O'Keeffe,0,Edward Cawley,6th,2 1/4 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Secret Artist (IRE),P. Byrnes,7,Charles Byrnes,5th,8 1/2 l,6,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Castlehill Boy (IRE),A. M. McCurtin,3,John J. Walsh,4th,11 l,7,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,A Million Bucks (IRE),D. J. O'Keeffe,0,T. Gibney,3rd,4 3/4 l,6,11-12t,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Itswhatunitesus (IRE),Davy Russell,0,Gordon Elliott,2nd,4 1/2 l,5,11-12h1,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Path D'oroux (FR),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,5,11-12t1,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Ozark Thunder (IRE),S. Cleary-Farrell,7,Thomas Cleary,PU,N/A,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Baby Zeus (IRE),D. E. Mullins,0,W. P. Mullins,F,N/A,5,11-12t,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Parnell One (IRE),A. M. King,7,Paul John Gilligan,18th,99 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Ormond Poet (IRE),D. G. Hogan,0,Denis Hogan,17th,Short Head,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,As Na Scamaill (IRE),Phillip Enright,0,Leonard Paul Flynn,16th,5 1/2 l,6,11-12t,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Somethingaboutcian,L. P. Dempsey,0,Shane Nolan,15th,15 l,6,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,House of Glory (IRE),Richard Deegan,0,Edward Cawley,14th,4 1/2 l,5,11-5h1,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Enchanted One (IRE),J. P. Kirwan,7,John Patrick Ryan,13th,17 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Atlantic Wonder (IRE),Peter Carberry,0,A. J. Martin,12th,1/2 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Whatdoyouknow (IRE),M. P. Walsh,0,J. D. Motherway,11th,Head,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Courthill (IRE),C. A. Landers,0,Michael E. Hallinan,10th,1/2 l,6,11-12t,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Celebrating Katie (IRE),S. D. Torrens,0,Noel C. Kelly,9th,3 l,5,11-5,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Anstand (GER),Jordan Colin Gainford,0,Paul Nolan,8th,7 1/2 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Buddy One (IRE),Jack Foley,0,Paul John Gilligan,7th,6 1/2 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Must Go Now (IRE),S. F. O'Keeffe,0,Edward Cawley,6th,2 1/4 l,5,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Secret Artist (IRE),P. Byrnes,7,Charles Byrnes,5th,8 1/2 l,6,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Castlehill Boy (IRE),A. M. McCurtin,3,John J. Walsh,4th,11 l,7,11-12,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,A Million Bucks (IRE),D. J. O'Keeffe,0,T. Gibney,3rd,4 3/4 l,6,11-12t,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Itswhatunitesus (IRE),Davy Russell,0,Gordon Elliott,2nd,4 1/2 l,5,11-12h1,-,True,28,32
Galway Racing Results | 29th October 2022 14:18,N/A,14:18,Soft To Heavy,2m 90y,Path D'oroux (FR),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,5,11-12t1,-,True,28,32
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Guily Billy (FR),Rachael Blackmore,0,Henry de Bromhead,F,N/A,6,11-5,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Alko Rouge (FR),D. J. O'Keeffe,0,T. Gibney,6th,Head,8,11-5,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Ferdia (IRE),M. M. McDonagh,5,John Patrick Ryan,5th,29 l,6,11-9,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Snake Oil (IRE),M. J. M. O'Sullivan,5,Barry Connell,4th,14 l,7,11-5,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Broomfields Jeremy (IRE),L. P. Dempsey,0,J. P. Dempsey,3rd,7 l,7,11-5,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Punitive (IRE),Jordan Colin Gainford,0,Gordon Elliott,2nd,1 1/4 l,8,11-5b,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Barnacullia (IRE),Keith Donoghue,0,Michael Mulvany,1st,N/A,5,11-5,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Guily Billy (FR),Rachael Blackmore,0,Henry de Bromhead,F,N/A,6,11-5,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Alko Rouge (FR),D. J. O'Keeffe,0,T. Gibney,6th,Head,8,11-5,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Ferdia (IRE),M. M. McDonagh,5,John Patrick Ryan,5th,29 l,6,11-9,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Snake Oil (IRE),M. J. M. O'Sullivan,5,Barry Connell,4th,14 l,7,11-5,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Broomfields Jeremy (IRE),L. P. Dempsey,0,J. P. Dempsey,3rd,7 l,7,11-5,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Punitive (IRE),Jordan Colin Gainford,0,Gordon Elliott,2nd,1 1/4 l,8,11-5b,-,True,28,33
Galway Racing Results | 29th October 2022 14:53,N/A,14:53,Soft To Heavy,2m 2f 54y,Barnacullia (IRE),Keith Donoghue,0,Michael Mulvany,1st,N/A,5,11-5,-,True,28,33
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Prengarde (FR),D. J. O'Keeffe,0,Enda Bolger,PU,N/A,6,11-7,125,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Young Dev (IRE),D. E. Mullins,0,Denis Hogan,15th,31 l,8,11-3,121,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Minella Escape (IRE),Rachael Blackmore,0,Henry de Bromhead,14th,8 l,7,11-12p1,130,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Champagne Platinum (IRE),S. D. Torrens,0,Enda Bolger,13th,1/2 l,8,11-12,130,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Wild Hunt,D. G. Hogan,0,Denis Hogan,12th,6 1/2 l,5,10-12,116,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Desertmore House (IRE),R. A. Doyle,0,Martin Brassil,11th,3 3/4 l,7,11-4t,122,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Futurum Regem (IRE),E. Walsh,5,Hugh P. Finegan,10th,1 l,6,11-4,122,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Damalisque (FR),L. P. Dempsey,0,Eddie & Patrick Harty,9th,1/2 l,9,11-9,127,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Starzov (IRE),Jack Foley,0,P. J. Rothwell,8th,2 1/2 l,5,11-0,118,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Bold Getaway (IRE),C. G. O'Dwyer,7,Gordon Elliott,7th,Neck,6,11-7,125,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Mercury Lane (IRE),Jordan Colin Gainford,0,Paul Nolan,6th,1 l,8,11-1tp,119,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Espanito Bello (FR),M. J. M. O'Sullivan,5,Barry Connell,5th,8 1/2 l,8,11-11,129,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Merlin Giant (FR),B. Hayes,0,Emmet Mullins,4th,3 1/2 l,5,11-9,127,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Coventry (IRE),Davy Russell,0,Gordon Elliott,3rd,1/2 l,5,11-5p,123,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Moving Water (IRE),M. P. Walsh,0,Desmond McDonogh,2nd,4 1/2 l,5,11-4,122,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Ballyadam Destiny,D. King,7,Denis Hogan,1st,N/A,8,10-5tp,109,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Prengarde (FR),D. J. O'Keeffe,0,Enda Bolger,PU,N/A,6,11-7,125,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Young Dev (IRE),D. E. Mullins,0,Denis Hogan,15th,31 l,8,11-3,121,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Minella Escape (IRE),Rachael Blackmore,0,Henry de Bromhead,14th,8 l,7,11-12p1,130,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Champagne Platinum (IRE),S. D. Torrens,0,Enda Bolger,13th,1/2 l,8,11-12,130,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Wild Hunt,D. G. Hogan,0,Denis Hogan,12th,6 1/2 l,5,10-12,116,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Desertmore House (IRE),R. A. Doyle,0,Martin Brassil,11th,3 3/4 l,7,11-4t,122,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Futurum Regem (IRE),E. Walsh,5,Hugh P. Finegan,10th,1 l,6,11-4,122,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Damalisque (FR),L. P. Dempsey,0,Eddie & Patrick Harty,9th,1/2 l,9,11-9,127,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Starzov (IRE),Jack Foley,0,P. J. Rothwell,8th,2 1/2 l,5,11-0,118,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Bold Getaway (IRE),C. G. O'Dwyer,7,Gordon Elliott,7th,Neck,6,11-7,125,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Mercury Lane (IRE),Jordan Colin Gainford,0,Paul Nolan,6th,1 l,8,11-1tp,119,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Espanito Bello (FR),M. J. M. O'Sullivan,5,Barry Connell,5th,8 1/2 l,8,11-11,129,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Merlin Giant (FR),B. Hayes,0,Emmet Mullins,4th,3 1/2 l,5,11-9,127,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Coventry (IRE),Davy Russell,0,Gordon Elliott,3rd,1/2 l,5,11-5p,123,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Moving Water (IRE),M. P. Walsh,0,Desmond McDonogh,2nd,4 1/2 l,5,11-4,122,True,28,34
Galway Racing Results | 29th October 2022 15:28,N/A,15:28,Soft To Heavy,2m 6f,Ballyadam Destiny,D. King,7,Denis Hogan,1st,N/A,8,10-5tp,109,True,28,34
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Corbin (GER),N. T. Prendergast,7,S. M. Duffy,PU,N/A,8,11-4,85,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Citizen's Army (IRE),Mr Alan O'Sullivan,7,Eugene M. O'Sullivan,PU,N/A,7,11-6p,87,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Fongs Way (IRE),A. M. McCurtin,3,T. J. Nagle Jnr,PU,N/A,7,11-12tb1,93,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Bugscuffle (IRE),L. P. Dempsey,0,John Neilan,PU,N/A,7,11-5,86,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Made In The Woods (IRE),Richard Deegan,0,Norman Lee,PU,N/A,5,11-4h,85,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Likable Chancer (IRE),D. J. Howard,0,Daniel John Howard,15th,43 l,8,11-5p,86,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Fortune Cookie (IRE),Phillip Enright,0,S. Curling,14th,4 1/4 l,5,11-4,85,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Rudy Catrail (IRE),Shane Fenelon,7,E. Sheehy,13th,38 l,11,11-4,85,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Kaytana (IRE),C. A. Landers,0,Michael J. McDonagh,12th,2 1/4 l,5,11-3b,84,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Kopon (IRE),C. G. O'Dwyer,7,Gearoid O'Loughlin,11th,2 1/4 l,7,10-13t,80,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Bearwithmenow (IRE),M. J. M. O'Sullivan,5,J. P. Flavin,10th,12 l,5,11-7,88,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Kilgorey (IRE),P. J. Cawley,7,Mrs Yvonne Dunleavy,9th,1 l,8,11-5t,86,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Ben Vrackie,Ned Fox,7,John F. Gleeson,8th,2 1/4 l,7,11-7b,88,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Helly Hansum (IRE),S. D. Torrens,0,Noel C. Kelly,7th,Neck,8,10-13,80,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Costalita (IRE),J. P. O'Sullivan,5,P. J. Rothwell,6th,7 l,8,11-0p,81,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Carbon King (IRE),D. L. Queally,0,Declan Queally,5th,2 3/4 l,5,11-2t1,83,True,28,35
Galway Racing Results | 29th October 2022 16:03,N/A,16:03,Soft To Heavy,3m,Two for the Road (IRE),Keith Donoghue,0,Edward Cawley,4th,4 1/2 l,8,11-5,86,True,28,35
