track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Ainm Bentley,Nicola Burns,7,K Purcell,15th,Neck,3,9-4,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Handmedownmybible (IRE),J Kearney,0,P Magee,14th,6 l,3,9-4t,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Breath Of You (FR),D S O'Sullivan,7,Conor Maxwell,13th,4 3/4 l,3,9-12,60,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Dowth (IRE),J A Powell,0,N Meade,12th,2 l,3,9-8t,56,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Academe (IRE),K G Kennedy,2,Mrs J Harrington,11th,Head,3,9-11p1,59,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Weegeebear (IRE),S Coen,7,A McGuinness,10th,3/4 l,3,9-12v,60,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Dancing Bay (IRE),R M Mulligan,4,John O'Donoghue,9th,1 l,3,9-10,58,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Letters Of Love (IRE),M W Hassett,0,J P O'Brien,8th,Nose,3,9-4,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Therussiancomposer,J Cleary,2,Ciaran Murphy,7th,1 3/4 l,3,9-1,49,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Elvetham (IRE),J J G Ryan,0,D K Weld,6th,Neck,3,9-12,60,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Endless Dawn,J Pietropaolo,7,A McGuinness,5th,1/2 l,3,9-4tp,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,James The Second (IRE),T Casey,7,M Mulvany,4th,Short Head,3,9-4,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Gold Dublooms (IRE),P A Harnett,2,E O'Connell,3rd,4 1/2 l,3,9-2t,50,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Clever And Classy (IRE),Gabriella Hill,7,J S Bolger,2nd,1 l,3,9-4,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Cala Bonita (IRE),R Whearty,0,M J Smith,1st,N/A,3,9-9t,57,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Ainm Bentley,Nicola Burns,7,K Purcell,15th,Neck,3,9-4,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Handmedownmybible (IRE),J Kearney,0,P Magee,14th,6 l,3,9-4t,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Breath Of You (FR),D S O'Sullivan,7,Conor Maxwell,13th,4 3/4 l,3,9-12,60,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Dowth (IRE),J A Powell,0,N Meade,12th,2 l,3,9-8t,56,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Academe (IRE),K G Kennedy,2,Mrs J Harrington,11th,Head,3,9-11p1,59,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Weegeebear (IRE),S Coen,7,A McGuinness,10th,3/4 l,3,9-12v,60,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Dancing Bay (IRE),R M Mulligan,4,John O'Donoghue,9th,1 l,3,9-10,58,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Letters Of Love (IRE),M W Hassett,0,J P O'Brien,8th,Nose,3,9-4,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Therussiancomposer,J Cleary,2,Ciaran Murphy,7th,1 3/4 l,3,9-1,49,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Elvetham (IRE),J J G Ryan,0,D K Weld,6th,Neck,3,9-12,60,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Endless Dawn,J Pietropaolo,7,A McGuinness,5th,1/2 l,3,9-4tp,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,James The Second (IRE),T Casey,7,M Mulvany,4th,Short Head,3,9-4,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Gold Dublooms (IRE),P A Harnett,2,E O'Connell,3rd,4 1/2 l,3,9-2t,50,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Clever And Classy (IRE),Gabriella Hill,7,J S Bolger,2nd,1 l,3,9-4,52,True,173,13
Gowran Park Racing Results | 7th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),1m,Cala Bonita (IRE),R Whearty,0,M J Smith,1st,N/A,3,9-9t,57,True,173,13
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Asisaid (IRE),J M Sheridan,0,D Hogan,NR,N/A,6,9-8b,52,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Escape Act (IRE),J Kearney,5,R O'Brien,NR,N/A,4,10-2,60,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Harseva (IRE),R Whearty,3,P Magee,14th,Head,5,9-9h,53,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,May Night,K G Kennedy,5,S M Duffy,13th,5 1/2 l,7,10-0b,58,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Harriet Eagle (IRE),W J Lee,0,P J Flynn,12th,4 1/4 l,5,10-0,58,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Gatsby Cap (IRE),D W O'Connor,0,J C McConnell,11th,Neck,9,9-2tp,46,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Sayfa Fad (IRE),C T Keane,0,J Geoghegan,10th,3/4 l,4,9-5b,49,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Higher Kingdom,Adam Caffrey,0,A McGuinness,9th,1 3/4 l,8,9-10t,54,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Suityourselfboss (IRE),M W Hassett,5,M J Browne,8th,2 1/4 l,6,9-8p,52,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,So Messi (IRE),J J G Ryan,3,T G McCourt,7th,Neck,5,9-0t,44,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Harry The Rogue (IRE),S Coen,7,A Slattery,6th,1/2 l,4,9-10,54,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Famous Enough (IRE),N G McCullagh,0,P T Foley,5th,1/2 l,5,8-10h1,40,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Jurality,D McMonagle,0,P W Flynn,4th,1 1/2 l,4,9-8,52,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Sierra De Gredos,B M Coen,0,A Oliver,3rd,Neck,4,9-2,46,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Gianh River (IRE),Jessica O'Gorman,7,P G Fahey,2nd,1/2 l,5,8-10t1,40,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Mogwli (IRE),Megan Telford-Kelly,10,W McCreery,1st,N/A,8,9-13,57,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Asisaid (IRE),J M Sheridan,0,D Hogan,NR,N/A,6,9-8b,52,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Escape Act (IRE),J Kearney,5,R O'Brien,NR,N/A,4,10-2,60,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Harseva (IRE),R Whearty,3,P Magee,14th,Head,5,9-9h,53,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,May Night,K G Kennedy,5,S M Duffy,13th,5 1/2 l,7,10-0b,58,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Harriet Eagle (IRE),W J Lee,0,P J Flynn,12th,4 1/4 l,5,10-0,58,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Gatsby Cap (IRE),D W O'Connor,0,J C McConnell,11th,Neck,9,9-2tp,46,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Sayfa Fad (IRE),C T Keane,0,J Geoghegan,10th,3/4 l,4,9-5b,49,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Higher Kingdom,Adam Caffrey,0,A McGuinness,9th,1 3/4 l,8,9-10t,54,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Suityourselfboss (IRE),M W Hassett,5,M J Browne,8th,2 1/4 l,6,9-8p,52,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,So Messi (IRE),J J G Ryan,3,T G McCourt,7th,Neck,5,9-0t,44,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Harry The Rogue (IRE),S Coen,7,A Slattery,6th,1/2 l,4,9-10,54,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Famous Enough (IRE),N G McCullagh,0,P T Foley,5th,1/2 l,5,8-10h1,40,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Jurality,D McMonagle,0,P W Flynn,4th,1 1/2 l,4,9-8,52,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Sierra De Gredos,B M Coen,0,A Oliver,3rd,Neck,4,9-2,46,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Gianh River (IRE),Jessica O'Gorman,7,P G Fahey,2nd,1/2 l,5,8-10t1,40,True,173,14
Gowran Park Racing Results | 7th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m,Mogwli (IRE),Megan Telford-Kelly,10,W McCreery,1st,N/A,8,9-13,57,True,173,14
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Second Fiddle (IRE),W M Lordan,0,C P Donoghue,NR,N/A,6,8-10t,40,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Seven Eleven,D J O'Connor,10,M J O'Connor,15th,25 l,4,9-12,56,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Eponine Etoile (IRE),D McMonagle,0,Ciaran Murphy,14th,3 1/2 l,4,9-6p1,50,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Eagles Whistle (IRE),C D Hayes,0,P J F Murphy,13th,Head,5,9-1tp1,45,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,The Fog Horn (IRE),D S O'Sullivan,7,S G O'Donnell,12th,1 l,5,9-11,55,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Limestone Red (IRE),G M Ryan,0,T Collins,11th,1 1/4 l,5,10-1p,59,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Jarvis Brook (IRE),B M Coen,0,P Nolan,10th,1 1/2 l,5,9-13,57,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Dinamine (IRE),W Joyce,5,M Mulvany,9th,Head,7,9-5,49,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,La La Lucrative (IRE),R C Colgan,0,M J Smith,8th,1 1/4 l,4,9-13h,57,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Celtic Druid (IRE),Alyse Jane Clarke,10,T G McCourt,7th,1 l,4,8-13,43,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Man Is King (IRE),S O'Callaghan,5,Thomas Dowling,6th,1 1/4 l,6,9-10t,54,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Fleetfootsoldier (IRE),R Coakley,0,J C McConnell,5th,1 1/4 l,5,9-11t,55,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Glencullen (IRE),W J Lee,0,Ms J Morgan,4th,4 l,5,9-3h,47,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Cherry Pink (IRE),Adam Caffrey,0,A McGuinness,3rd,3/4 l,5,9-13v,57,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Bucky Larson (IRE),S Foley,0,R Donohoe,2nd,1 3/4 l,10,9-0,44,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Hemight (IRE),Sylvia O'Donnell,10,P F O'Donnell,1st,N/A,4,10-1,59,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Second Fiddle (IRE),W M Lordan,0,C P Donoghue,NR,N/A,6,8-10t,40,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Seven Eleven,D J O'Connor,10,M J O'Connor,15th,25 l,4,9-12,56,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Eponine Etoile (IRE),D McMonagle,0,Ciaran Murphy,14th,3 1/2 l,4,9-6p1,50,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Eagles Whistle (IRE),C D Hayes,0,P J F Murphy,13th,Head,5,9-1tp1,45,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,The Fog Horn (IRE),D S O'Sullivan,7,S G O'Donnell,12th,1 l,5,9-11,55,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Limestone Red (IRE),G M Ryan,0,T Collins,11th,1 1/4 l,5,10-1p,59,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Jarvis Brook (IRE),B M Coen,0,P Nolan,10th,1 1/2 l,5,9-13,57,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Dinamine (IRE),W Joyce,5,M Mulvany,9th,Head,7,9-5,49,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,La La Lucrative (IRE),R C Colgan,0,M J Smith,8th,1 1/4 l,4,9-13h,57,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Celtic Druid (IRE),Alyse Jane Clarke,10,T G McCourt,7th,1 l,4,8-13,43,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Man Is King (IRE),S O'Callaghan,5,Thomas Dowling,6th,1 1/4 l,6,9-10t,54,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Fleetfootsoldier (IRE),R Coakley,0,J C McConnell,5th,1 1/4 l,5,9-11t,55,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Glencullen (IRE),W J Lee,0,Ms J Morgan,4th,4 l,5,9-3h,47,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Cherry Pink (IRE),Adam Caffrey,0,A McGuinness,3rd,3/4 l,5,9-13v,57,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Bucky Larson (IRE),S Foley,0,R Donohoe,2nd,1 3/4 l,10,9-0,44,True,173,15
Gowran Park Racing Results | 7th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m,Hemight (IRE),Sylvia O'Donnell,10,P F O'Donnell,1st,N/A,4,10-1,59,True,173,15
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Maidenstreetprince (IRE),P Byrnes,0,C Byrnes,F,N/A,8,11-12,127,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Harsh,J Smith,5,G Elliott,13th,2 1/4 l,5,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Pride Of Place (IRE),C G O'Dwyer,5,E Bolger,12th,6 1/2 l,6,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Woodstream Lad (IRE),D Robinson,0,P J Rothwell,11th,2 1/2 l,8,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Ceroc (IRE),K C Sexton,0,E J O'Grady,10th,3/4 l,7,11-12p,113,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Belle The Lioness (IRE),P T Enright,0,S Curling,9th,7 1/2 l,8,11-5,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Wonleg (IRE),D J O'Keeffe,0,H De Bromhead,8th,2 l,5,11-12h1,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Karafon (FR),S F O'Keeffe,0,W P Mullins,7th,2 1/4 l,5,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Nowwhatdoyouthink (IRE),L Quinlan,3,R Hackett,6th,4 1/4 l,6,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Itsalladream (IRE),J G Gilligan,5,P J Gilligan,5th,2 1/4 l,6,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Talk In The Park (IRE),D Meyler,0,R O'Sullivan,4th,1 1/4 l,7,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Aeros Luck (IRE),K M Donoghue,0,G P Cromwell,3rd,9 l,6,11-12t,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Le Coq Hardi (IRE),Rachael Blackmore,0,H De Bromhead,2nd,4 l,6,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Gold Dancer (FR),P Townend,0,W P Mullins,1st,N/A,6,11-12t,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Maidenstreetprince (IRE),P Byrnes,0,C Byrnes,F,N/A,8,11-12,127,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Harsh,J Smith,5,G Elliott,13th,2 1/4 l,5,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Pride Of Place (IRE),C G O'Dwyer,5,E Bolger,12th,6 1/2 l,6,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Woodstream Lad (IRE),D Robinson,0,P J Rothwell,11th,2 1/2 l,8,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Ceroc (IRE),K C Sexton,0,E J O'Grady,10th,3/4 l,7,11-12p,113,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Belle The Lioness (IRE),P T Enright,0,S Curling,9th,7 1/2 l,8,11-5,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Wonleg (IRE),D J O'Keeffe,0,H De Bromhead,8th,2 l,5,11-12h1,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Karafon (FR),S F O'Keeffe,0,W P Mullins,7th,2 1/4 l,5,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Nowwhatdoyouthink (IRE),L Quinlan,3,R Hackett,6th,4 1/4 l,6,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Itsalladream (IRE),J G Gilligan,5,P J Gilligan,5th,2 1/4 l,6,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Talk In The Park (IRE),D Meyler,0,R O'Sullivan,4th,1 1/4 l,7,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Aeros Luck (IRE),K M Donoghue,0,G P Cromwell,3rd,9 l,6,11-12t,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Le Coq Hardi (IRE),Rachael Blackmore,0,H De Bromhead,2nd,4 l,6,11-12,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:05,N/A,17:05,Good To Yielding,2m 130y,Gold Dancer (FR),P Townend,0,W P Mullins,1st,N/A,6,11-12t,-,True,173,16
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Mount Ferns (IRE),C P McNamara,0,E McNamara,PU,N/A,7,11-2,100,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Midnight Eagle (IRE),J P Shinnick,5,Aengus King,PU,N/A,5,10-11,95,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Keep Me Posted (IRE),Miss L Costello,7,T Costello,11th,11 l,8,10-0t,83,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,The Eye Of Tulla (IRE),P K Donovan,3,B McMahon,10th,1 3/4 l,9,10-0p,77,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Added Bonus (IRE),P T Enright,0,Brendan Walsh,9th,4 1/2 l,11,10-0tp,80,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Elusive Prince (IRE),Rachael Blackmore,0,H De Bromhead,8th,1 1/2 l,6,11-3,101,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Warm In Gorey (IRE),G B Noonan,5,P J Rothwell,7th,1 l,7,11-0p,98,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Big Island (IRE),C M Quirke,3,W J Lanigan,6th,3 3/4 l,8,11-5,103,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Itsalonglongroad,S O'Callaghan,5,C Coakley,5th,8 l,11,11-4v,102,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Onebrightbluerose (IRE),Kevin A Murphy,7,Patrick Cronin,4th,2 1/2 l,6,10-0,82,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Charlies Pride (IRE),S F O'Keeffe,0,Paul Power,3rd,4 1/4 l,6,10-8,92,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,In The Trenches,K M Donoghue,0,G P Cromwell,2nd,Neck,5,11-12,110,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Inchidaly Copper (IRE),Mr L Burke-Ott,7,A Ott,1st,N/A,9,11-3,101,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Mount Ferns (IRE),C P McNamara,0,E McNamara,PU,N/A,7,11-2,100,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Midnight Eagle (IRE),J P Shinnick,5,Aengus King,PU,N/A,5,10-11,95,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Keep Me Posted (IRE),Miss L Costello,7,T Costello,11th,11 l,8,10-0t,83,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,The Eye Of Tulla (IRE),P K Donovan,3,B McMahon,10th,1 3/4 l,9,10-0p,77,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Added Bonus (IRE),P T Enright,0,Brendan Walsh,9th,4 1/2 l,11,10-0tp,80,True,173,17
Tipperary Racing Results | 8th May 2025 17:35,N/A,17:35,Good To Yielding,2m 130y,Elusive Prince (IRE),Rachael Blackmore,0,H De Bromhead,8th,1 1/2 l,6,11-3,101,True,173,17
