track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Frankton (FR),N G McCullagh,0,K J Condon,10th,Short Head,3,9-8t,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Yquem (IRE),A J Slattery,0,John O'Donoghue,9th,1/2 l,3,9-3,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Arcoiris,N M Crosse,0,M J Browne,8th,1/2 l,4,9-13,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Starford (IRE),D McMonagle,0,J P O'Brien,7th,3/4 l,3,9-8,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Turners Cross (IRE),S Foley,0,Mrs J Harrington,6th,1 1/2 l,3,9-8,85,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Cecco (USA),J M Sheridan,0,J A Stack,5th,3 1/4 l,3,9-8,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Suerte (IRE),R C Colgan,0,S Lavery,4th,Nose,3,9-3,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Sapphire Princess,C T Keane,0,G M Lyons,3rd,3 1/4 l,3,9-3,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Bonus Time (IRE),G F Carroll,0,G P Cromwell,2nd,2 3/4 l,3,9-3,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,City Of Memphis (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-3,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Frankton (FR),N G McCullagh,0,K J Condon,10th,Short Head,3,9-8t,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Yquem (IRE),A J Slattery,0,John O'Donoghue,9th,1/2 l,3,9-3,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Arcoiris,N M Crosse,0,M J Browne,8th,1/2 l,4,9-13,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Starford (IRE),D McMonagle,0,J P O'Brien,7th,3/4 l,3,9-8,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Turners Cross (IRE),S Foley,0,Mrs J Harrington,6th,1 1/2 l,3,9-8,85,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Cecco (USA),J M Sheridan,0,J A Stack,5th,3 1/4 l,3,9-8,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Suerte (IRE),R C Colgan,0,S Lavery,4th,Nose,3,9-3,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Sapphire Princess,C T Keane,0,G M Lyons,3rd,3 1/4 l,3,9-3,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,Bonus Time (IRE),G F Carroll,0,G P Cromwell,2nd,2 3/4 l,3,9-3,-,True,173,1
Cork Racing Results | 6th May 2025 17:08,N/A,17:08,Good (Good To Firm In Places),6f,City Of Memphis (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-3,-,True,173,1
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Usuario Amigo,G F Carroll,0,R O'Brien,9th,3/4 l,4,9-1,85,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Cheers Again,W J Lee,0,P W Flynn,8th,2 1/4 l,6,9-1,85,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Mallavelly (IRE),C T Keane,0,G M Lyons,7th,1 1/4 l,4,8-12ht,82,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Chicago Fireball (IRE),B M Coen,0,J P Murtagh,6th,1 l,4,9-7p1,91,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Ohailbhic (IRE),J A Powell,3,J Feane,5th,Short Head,4,8-10,80,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Dance Night Andday (IRE),D McMonagle,0,R O'Sullivan,4th,Short Head,5,10-0,98,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Serialise (IRE),N M Crosse,0,Mrs J Harrington,3rd,1 1/4 l,4,9-1,85,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Kings Time (IRE),S Foley,0,Mrs J Harrington,2nd,1/2 l,5,9-5t,89,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Tokenomics (FR),L T McAteer,0,D Marnane,1st,N/A,4,9-6,90,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Usuario Amigo,G F Carroll,0,R O'Brien,9th,3/4 l,4,9-1,85,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Cheers Again,W J Lee,0,P W Flynn,8th,2 1/4 l,6,9-1,85,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Mallavelly (IRE),C T Keane,0,G M Lyons,7th,1 1/4 l,4,8-12ht,82,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Chicago Fireball (IRE),B M Coen,0,J P Murtagh,6th,1 l,4,9-7p1,91,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Ohailbhic (IRE),J A Powell,3,J Feane,5th,Short Head,4,8-10,80,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Dance Night Andday (IRE),D McMonagle,0,R O'Sullivan,4th,Short Head,5,10-0,98,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Serialise (IRE),N M Crosse,0,Mrs J Harrington,3rd,1 1/4 l,4,9-1,85,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Kings Time (IRE),S Foley,0,Mrs J Harrington,2nd,1/2 l,5,9-5t,89,True,173,2
Cork Racing Results | 6th May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),7f,Tokenomics (FR),L T McAteer,0,D Marnane,1st,N/A,4,9-6,90,True,173,2
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Fregada (IRE),N M Crosse,0,J Feane,NR,N/A,3,9-2,-,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Li Ban (IRE),D Egan,0,A Murray,NR,N/A,3,9-2,84,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Likedbymike (IRE),D McMonagle,0,M J Byrne,12th,4 1/2 l,3,9-2,90,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Saratoga Special (IRE),S Foley,0,Mrs J Harrington,11th,5 1/2 l,3,9-2,93,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Truly Enchanting (IRE),W M Lordan,0,A P O'Brien,10th,Neck,3,9-7,101,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Revoke,G F Carroll,0,G M Lyons,9th,1/2 l,3,9-2,-,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Usdi Atohi (IRE),G M Ryan,0,Donnacha O'Brien,8th,1/2 l,3,9-2,95,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Beauty Queen (IRE),D P McDonogh,0,Gerard O'Leary,7th,1 1/2 l,3,9-2,90,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Maw Lam (IRE),Harrison Shaw,0,Adrian Nicholls,6th,2 3/4 l,3,9-2,99,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Grande Marques (IRE),J A Heffernan,0,J A Stack,5th,1/2 l,3,9-2,104,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Babouche,C T Keane,0,G M Lyons,4th,1/2 l,3,9-7t1,113,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Songhai (IRE),B M Coen,0,J P Murtagh,3rd,1/2 l,3,9-2,-,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Town And Country (IRE),W J Lee,0,H De Bromhead,2nd,Head,3,9-2,87,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,First Instinct,C D Hayes,0,W J Haggas,1st,N/A,3,9-2,98,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Fregada (IRE),N M Crosse,0,J Feane,NR,N/A,3,9-2,-,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Li Ban (IRE),D Egan,0,A Murray,NR,N/A,3,9-2,84,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Likedbymike (IRE),D McMonagle,0,M J Byrne,12th,4 1/2 l,3,9-2,90,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Saratoga Special (IRE),S Foley,0,Mrs J Harrington,11th,5 1/2 l,3,9-2,93,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Truly Enchanting (IRE),W M Lordan,0,A P O'Brien,10th,Neck,3,9-7,101,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Revoke,G F Carroll,0,G M Lyons,9th,1/2 l,3,9-2,-,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Usdi Atohi (IRE),G M Ryan,0,Donnacha O'Brien,8th,1/2 l,3,9-2,95,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Beauty Queen (IRE),D P McDonogh,0,Gerard O'Leary,7th,1 1/2 l,3,9-2,90,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Maw Lam (IRE),Harrison Shaw,0,Adrian Nicholls,6th,2 3/4 l,3,9-2,99,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Grande Marques (IRE),J A Heffernan,0,J A Stack,5th,1/2 l,3,9-2,104,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Babouche,C T Keane,0,G M Lyons,4th,1/2 l,3,9-7t1,113,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Songhai (IRE),B M Coen,0,J P Murtagh,3rd,1/2 l,3,9-2,-,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,Town And Country (IRE),W J Lee,0,H De Bromhead,2nd,Head,3,9-2,87,True,173,3
Cork Racing Results | 6th May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),5f 110y,First Instinct,C D Hayes,0,W J Haggas,1st,N/A,3,9-2,98,True,173,3
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Westminster Moon (IRE),J A Heffernan,0,A J Martin,NR,N/A,5,10-7,107,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Satono Chevalier (IRE),N M Crosse,0,R O'Brien,9th,1 1/2 l,7,8-11,83,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Saturn (IRE),S Foley,0,Mrs J Harrington,8th,Neck,5,9-8t,94,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Polemon,A J Slattery,0,D Hogan,7th,Short Head,6,8-7tp,78,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Dark Oak (IRE),W M Lordan,0,J G Murphy,6th,4 1/4 l,4,8-8,80,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Dutch Gold (IRE),C T Keane,0,N Meade,5th,Short Head,5,9-0,86,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Star Harbour (IRE),Adam Caffrey,0,A McGuinness,4th,Head,7,9-12v,98,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Razdan (IRE),C D Hayes,0,C Timmons,3rd,Short Head,7,8-7t,75,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Satin,K G Kennedy,5,Mrs J Harrington,2nd,Neck,5,9-8p,94,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Ascending (IRE),W J Lee,0,H De Bromhead,1st,N/A,6,9-7,93,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Westminster Moon (IRE),J A Heffernan,0,A J Martin,NR,N/A,5,10-7,107,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Satono Chevalier (IRE),N M Crosse,0,R O'Brien,9th,1 1/2 l,7,8-11,83,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Saturn (IRE),S Foley,0,Mrs J Harrington,8th,Neck,5,9-8t,94,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Polemon,A J Slattery,0,D Hogan,7th,Short Head,6,8-7tp,78,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Dark Oak (IRE),W M Lordan,0,J G Murphy,6th,4 1/4 l,4,8-8,80,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Dutch Gold (IRE),C T Keane,0,N Meade,5th,Short Head,5,9-0,86,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Star Harbour (IRE),Adam Caffrey,0,A McGuinness,4th,Head,7,9-12v,98,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Razdan (IRE),C D Hayes,0,C Timmons,3rd,Short Head,7,8-7t,75,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Satin,K G Kennedy,5,Mrs J Harrington,2nd,Neck,5,9-8p,94,True,173,4
Cork Racing Results | 6th May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),1m 4f,Ascending (IRE),W J Lee,0,H De Bromhead,1st,N/A,6,9-7,93,True,173,4
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Una Matata (IRE),P A Harnett,0,C Timmons,NR,N/A,4,9-8t,74,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,El Bello,A J Casey,7,D Hogan,NR,N/A,6,8-13p,65,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Tortola (IRE),J S Dalton,7,J Halley,14th,2 3/4 l,3,8-7,65,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Eagles Dream (IRE),W Joyce,0,J J Murphy,13th,Short Head,3,8-7,71,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Rock Etoile (IRE),Orla Tynan,7,A Slattery,12th,Neck,7,9-4,70,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Dubai Leader,P McGettigan,7,D Kinsella,11th,1/2 l,6,9-13ht,79,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Shigar (IRE),J A Orr,7,W Durkan,10th,Short Head,6,10-4h,84,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Oriole,J E Harnett,7,M Fahey,9th,3 1/4 l,6,10-1,81,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Comfort Line (IRE),S Coen,4,A McGuinness,8th,1 3/4 l,8,9-11v,77,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Zipster (IRE),Nicola Burns,4,Gerard O'Leary,7th,Neck,4,9-8,74,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Hurricane Helen,J Cleary,0,C Timmons,6th,Short Head,7,9-6,72,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Ja'marr,D S O'Sullivan,4,D Marnane,5th,3/4 l,3,9-1,80,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Moyassr (IRE),J Kearney,0,John E & Kiely,4th,3/4 l,4,9-6t,72,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Lough Leane (IRE),J Pietropaolo,7,Maurice Ahern,3rd,Short Head,5,10-0,80,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Unterberg (IRE),R M Mulligan,2,Laura Hourigan,2nd,1 l,6,8-11,63,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Port Louis (IRE),M W Hassett,0,N Meade,1st,N/A,4,9-4,70,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Una Matata (IRE),P A Harnett,0,C Timmons,NR,N/A,4,9-8t,74,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,El Bello,A J Casey,7,D Hogan,NR,N/A,6,8-13p,65,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Tortola (IRE),J S Dalton,7,J Halley,14th,2 3/4 l,3,8-7,65,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Eagles Dream (IRE),W Joyce,0,J J Murphy,13th,Short Head,3,8-7,71,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Rock Etoile (IRE),Orla Tynan,7,A Slattery,12th,Neck,7,9-4,70,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Dubai Leader,P McGettigan,7,D Kinsella,11th,1/2 l,6,9-13ht,79,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Shigar (IRE),J A Orr,7,W Durkan,10th,Short Head,6,10-4h,84,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Oriole,J E Harnett,7,M Fahey,9th,3 1/4 l,6,10-1,81,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Comfort Line (IRE),S Coen,4,A McGuinness,8th,1 3/4 l,8,9-11v,77,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Zipster (IRE),Nicola Burns,4,Gerard O'Leary,7th,Neck,4,9-8,74,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Hurricane Helen,J Cleary,0,C Timmons,6th,Short Head,7,9-6,72,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Ja'marr,D S O'Sullivan,4,D Marnane,5th,3/4 l,3,9-1,80,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Moyassr (IRE),J Kearney,0,John E & Kiely,4th,3/4 l,4,9-6t,72,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Lough Leane (IRE),J Pietropaolo,7,Maurice Ahern,3rd,Short Head,5,10-0,80,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Unterberg (IRE),R M Mulligan,2,Laura Hourigan,2nd,1 l,6,8-11,63,True,173,5
Cork Racing Results | 6th May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),1m,Port Louis (IRE),M W Hassett,0,N Meade,1st,N/A,4,9-4,70,True,173,5
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Tenoya (FR),D W O'Connor,0,P Twomey,NR,N/A,3,9-3h1,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Bella Sheila (IRE),S Foley,0,Mrs J Harrington,16th,11 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Power Of Prayer (GER),H J Horgan,5,J P O'Brien,15th,1/2 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Missing Socks (IRE),R C Colgan,0,Kevin Coleman,14th,1 l,3,9-3p1,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Kashel Spring (IRE),D P McDonogh,0,J P O'Brien,13th,2 3/4 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Red Scarlet (IRE),B M Coen,0,R P Cody,12th,2 3/4 l,3,9-3,75,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Ethereal Star (IRE),J A Heffernan,0,M Hassett,11th,Neck,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Alexa Next (IRE),M W Hassett,5,M Hassett,10th,1 1/4 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,You Are Mine (IRE),D S O'Sullivan,7,J A Stack,9th,1 1/2 l,3,9-3,73,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Laoise Eile (IRE),C T Keane,0,G M Lyons,8th,1 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Urgent Whisper (IRE),G F Carroll,0,H De Bromhead,7th,Neck,3,9-3h1,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Ballyshannon Lilly (IRE),G M Ryan,0,M Fahey,6th,2 1/4 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Made U Blush,N M Crosse,0,W McCreery,5th,Neck,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Adrienne (IRE),C D Hayes,0,T M Walsh,4th,3 1/4 l,3,9-3b,84,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Siorai (IRE),R Coakley,0,J S Bolger,3rd,3 3/4 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Inventress (IRE),W J Lee,0,P Twomey,2nd,3 1/4 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Dawn Spirit (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Tenoya (FR),D W O'Connor,0,P Twomey,NR,N/A,3,9-3h1,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Bella Sheila (IRE),S Foley,0,Mrs J Harrington,16th,11 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Power Of Prayer (GER),H J Horgan,5,J P O'Brien,15th,1/2 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Missing Socks (IRE),R C Colgan,0,Kevin Coleman,14th,1 l,3,9-3p1,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Kashel Spring (IRE),D P McDonogh,0,J P O'Brien,13th,2 3/4 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Red Scarlet (IRE),B M Coen,0,R P Cody,12th,2 3/4 l,3,9-3,75,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Ethereal Star (IRE),J A Heffernan,0,M Hassett,11th,Neck,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,Alexa Next (IRE),M W Hassett,5,M Hassett,10th,1 1/4 l,3,9-3,-,True,173,6
Cork Racing Results | 6th May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),1m 2f 90y,You Are Mine (IRE),D S O'Sullivan,7,J A Stack,9th,1 1/2 l,3,9-3,73,True,173,6
