track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-09-23,14:50,Heavy,7f 15y,Kitty Bear (IRE),Orla Tynan,10,A Slattery,11th,Head,3,9-8,54,True,19,1
N/A,2025-09-23,14:50,Heavy,7f 15y,Shuyak (IRE),Wayne Hassett,3,P J F Murphy,10th,1 3/4 l,3,8-8,40,True,19,1
N/A,2025-09-23,14:50,Heavy,7f 15y,Relevant Range (IRE),D J O'sullivan,7,G Scott,9th,Head,6,9-11p,54,True,19,1
N/A,2025-09-23,14:50,Heavy,7f 15y,Alex Belardo (IRE),D J O'Connor,0,J C McConnell,8th,3/4 l,4,9-11v,54,True,19,1
N/A,2025-09-23,14:50,Heavy,7f 15y,Beat The Devil (IRE),C T Keane,0,P Magee,7th,1 1/4 l,3,9-6t,52,True,19,1
N/A,2025-09-23,14:50,Heavy,7f 15y,Micasso (IRE),R C Colgan,0,D Kinsella,6th,Neck,3,9-1tp1,47,True,19,1
N/A,2025-09-23,14:50,Heavy,7f 15y,Mogwli (IRE),Jessica Maye,7,W McCreery,5th,2 1/4 l,8,9-13,56,True,19,1
N/A,2025-09-23,14:50,Heavy,7f 15y,Half Nutz (IRE),R P Whelan,0,T O'Brien,4th,3 l,8,9-4,47,True,19,1
N/A,2025-09-23,14:50,Heavy,7f 15y,Liamo (IRE),P A Harnett,5,Brendan Walsh,3rd,Neck,4,9-3tb,46,True,19,1
N/A,2025-09-23,14:50,Heavy,7f 15y,Nibras Rainbow (IRE),G F Carroll,0,G P Cromwell,2nd,3 1/4 l,5,9-2v,45,True,19,1
N/A,2025-09-23,14:50,Heavy,7f 15y,The Blue Panther (IRE),Nicola Burns,7,R P Burns,1st,N/A,7,9-9p,52,True,19,1
N/A,2025-09-23,15:20,Heavy,7f 15y,I Bid You Ajou (FR),J E Harnett,7,M Fahey,UR,N/A,4,9-11,77,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Goldrush Kid (IRE),J Kearney,3,P Magee,13th,2 1/2 l,4,9-3tb,69,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Mile End,P McGettigan,7,Ciaran Murphy,12th,3/4 l,5,9-10b,76,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Miss Abby Jools (IRE),Nicola Burns,7,T Doyle,11th,1 1/2 l,6,8-10,62,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Zabriskie Point,R P Whelan,0,A McGuinness,10th,1/2 l,4,9-10p,76,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Dmaniac,Wayne Hassett,3,M Hassett,9th,Head,3,9-3t1,72,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Earls (IRE),G F Carroll,0,G P Cromwell,8th,Short Head,8,10-2tb,82,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Ramiro (IRE),Oisin Murphy,0,Miss H McLoughlin,7th,1 1/4 l,9,9-5h,71,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Facethepuckout (IRE),C T Keane,0,M O'Callaghan,6th,1/2 l,9,9-10,76,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Red Hugh O'Donnell (IRE),J M Sheridan,0,G Scott,5th,3/4 l,4,9-5tb,71,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Mercurial (IRE),Seamie Heffernan,0,J Nallen,4th,Neck,6,9-4p,70,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Highbury See See (IRE),Andrew Slattery,0,A Slattery,3rd,3/4 l,3,9-5,74,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Mathan (IRE),D Browne McMonagle,0,J P O'Brien,2nd,5 l,3,10-0,83,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Dragon Of Malta (IRE),J Pietropaolo,7,P F O'Donnell,1st,N/A,8,9-7tb,73,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,I Bid You Ajou (FR),J E Harnett,7,M Fahey,UR,N/A,4,9-11,77,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Goldrush Kid (IRE),J Kearney,3,P Magee,13th,2 1/2 l,4,9-3tb,69,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Mile End,P McGettigan,7,Ciaran Murphy,12th,3/4 l,5,9-10b,76,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Miss Abby Jools (IRE),Nicola Burns,7,T Doyle,11th,1 1/2 l,6,8-10,62,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Zabriskie Point,R P Whelan,0,A McGuinness,10th,1/2 l,4,9-10p,76,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Dmaniac,Wayne Hassett,3,M Hassett,9th,Head,3,9-3t1,72,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Earls (IRE),G F Carroll,0,G P Cromwell,8th,Short Head,8,10-2tb,82,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Ramiro (IRE),Oisin Murphy,0,Miss H McLoughlin,7th,1 1/4 l,9,9-5h,71,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Facethepuckout (IRE),C T Keane,0,M O'Callaghan,6th,1/2 l,9,9-10,76,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Red Hugh O'Donnell (IRE),J M Sheridan,0,G Scott,5th,3/4 l,4,9-5tb,71,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Mercurial (IRE),Seamie Heffernan,0,J Nallen,4th,Neck,6,9-4p,70,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Highbury See See (IRE),Andrew Slattery,0,A Slattery,3rd,3/4 l,3,9-5,74,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Mathan (IRE),D Browne McMonagle,0,J P O'Brien,2nd,5 l,3,10-0,83,True,19,2
N/A,2025-09-23,15:20,Heavy,7f 15y,Dragon Of Malta (IRE),J Pietropaolo,7,P F O'Donnell,1st,N/A,8,9-7tb,73,True,19,2
N/A,2025-09-23,15:50,Heavy,1m,Lavender Breeze (IRE),Oisin Murphy,0,Mrs J Harrington,6th,3 3/4 l,3,9-0h,83,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Noli Timere (IRE),C T Keane,0,M O'Callaghan,5th,Neck,3,9-0p,90,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Evening Blossom (IRE),R P Whelan,0,J P O'Brien,4th,1/2 l,4,9-4t,96,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Soft Winds (IRE),D Browne McMonagle,0,J P O'Brien,3rd,2 l,4,9-4p,94,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Norwalk Havoc,Shane Foley,0,Mrs J Harrington,2nd,1 1/4 l,4,9-9tp,97,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Cristal Clere (IRE),Seamie Heffernan,0,J Nallen,1st,N/A,7,9-9,98,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Lavender Breeze (IRE),Oisin Murphy,0,Mrs J Harrington,6th,3 3/4 l,3,9-0h,83,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Noli Timere (IRE),C T Keane,0,M O'Callaghan,5th,Neck,3,9-0p,90,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Evening Blossom (IRE),R P Whelan,0,J P O'Brien,4th,1/2 l,4,9-4t,96,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Soft Winds (IRE),D Browne McMonagle,0,J P O'Brien,3rd,2 l,4,9-4p,94,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Norwalk Havoc,Shane Foley,0,Mrs J Harrington,2nd,1 1/4 l,4,9-9tp,97,True,19,3
N/A,2025-09-23,15:50,Heavy,1m,Cristal Clere (IRE),Seamie Heffernan,0,J Nallen,1st,N/A,7,9-9,98,True,19,3
N/A,2025-09-23,16:20,Heavy,1m,Red Autumn (IRE),P McGettigan,7,D K Weld,5th,5 l,2,9-9,87,True,19,4
N/A,2025-09-23,16:20,Heavy,1m,Extravagant (IRE),W M Lordan,0,A P O'Brien,4th,1/2 l,2,9-9,87,True,19,4
N/A,2025-09-23,16:20,Heavy,1m,Bellamano (IRE),B M Coen,0,J P Murtagh,3rd,7 1/2 l,2,9-1p1,79,True,19,4
N/A,2025-09-23,16:20,Heavy,1m,Redemption Road,L T McAteer,0,D Marnane,2nd,1/2 l,2,9-6h,84,True,19,4
N/A,2025-09-23,16:20,Heavy,1m,Limestone (IRE),D Browne McMonagle,0,J P O'Brien,1st,N/A,2,9-12,-,True,19,4
N/A,2025-09-23,16:20,Heavy,1m,Red Autumn (IRE),P McGettigan,7,D K Weld,5th,5 l,2,9-9,87,True,19,4
N/A,2025-09-23,16:20,Heavy,1m,Extravagant (IRE),W M Lordan,0,A P O'Brien,4th,1/2 l,2,9-9,87,True,19,4
N/A,2025-09-23,16:20,Heavy,1m,Bellamano (IRE),B M Coen,0,J P Murtagh,3rd,7 1/2 l,2,9-1p1,79,True,19,4
N/A,2025-09-23,16:20,Heavy,1m,Redemption Road,L T McAteer,0,D Marnane,2nd,1/2 l,2,9-6h,84,True,19,4
N/A,2025-09-23,16:20,Heavy,1m,Limestone (IRE),D Browne McMonagle,0,J P O'Brien,1st,N/A,2,9-12,-,True,19,4
N/A,2025-09-23,16:50,Heavy,1m,Noble Truth (FR),D J O'Connor,0,J C McConnell,9th,17 l,6,9-8h,83,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Firebrand (GER),Seamie Heffernan,0,J Nallen,8th,5 1/2 l,5,9-0tp,75,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Secret Magician (IRE),Wayne Hassett,3,M Hassett,7th,1/2 l,6,8-8tp,69,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Goal Exceeded,R P Whelan,0,A McGuinness,6th,4 l,4,8-13t,74,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,On A Session (USA),Oisin Murphy,0,K P Cotter,5th,Nose,9,9-8,83,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Midnight Strike (IRE),D Browne McMonagle,0,J P O'Brien,4th,Short Head,3,10-0,93,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Titanium (FR),P McGettigan,7,Ciaran Murphy,3rd,3/4 l,6,9-1tp,76,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Chazzesmee (IRE),J M Sheridan,0,J A Stack,2nd,5 l,7,9-13h,88,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Sunriseontheboyne (IRE),Wesley Joyce,3,M Mulvany,1st,N/A,3,8-11t,76,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Noble Truth (FR),D J O'Connor,0,J C McConnell,9th,17 l,6,9-8h,83,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Firebrand (GER),Seamie Heffernan,0,J Nallen,8th,5 1/2 l,5,9-0tp,75,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Secret Magician (IRE),Wayne Hassett,3,M Hassett,7th,1/2 l,6,8-8tp,69,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Goal Exceeded,R P Whelan,0,A McGuinness,6th,4 l,4,8-13t,74,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,On A Session (USA),Oisin Murphy,0,K P Cotter,5th,Nose,9,9-8,83,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Midnight Strike (IRE),D Browne McMonagle,0,J P O'Brien,4th,Short Head,3,10-0,93,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Titanium (FR),P McGettigan,7,Ciaran Murphy,3rd,3/4 l,6,9-1tp,76,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Chazzesmee (IRE),J M Sheridan,0,J A Stack,2nd,5 l,7,9-13h,88,True,19,5
N/A,2025-09-23,16:50,Heavy,1m,Sunriseontheboyne (IRE),Wesley Joyce,3,M Mulvany,1st,N/A,3,8-11t,76,True,19,5
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Walk The Highline (IRE),P McGettigan,7,J P Murtagh,6th,5 l,3,8-12,74,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Delta,Oisin Murphy,0,J P O'Brien,5th,Neck,3,10-2t,92,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Bryant (IRE),C T Keane,0,A Murray,4th,11 l,3,9-10,86,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Kingstonian,Shane Foley,0,Mrs J Harrington,3rd,2 l,3,9-9,85,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Kilmeaden (IRE),P A Harnett,5,Donnacha O'Brien,2nd,1 3/4 l,3,9-11p,87,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Saratoga (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-4,80,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Walk The Highline (IRE),P McGettigan,7,J P Murtagh,6th,5 l,3,8-12,74,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Delta,Oisin Murphy,0,J P O'Brien,5th,Neck,3,10-2t,92,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Bryant (IRE),C T Keane,0,A Murray,4th,11 l,3,9-10,86,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Kingstonian,Shane Foley,0,Mrs J Harrington,3rd,2 l,3,9-9,85,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Kilmeaden (IRE),P A Harnett,5,Donnacha O'Brien,2nd,1 3/4 l,3,9-11p,87,True,19,6
N/A,2025-09-23,17:22,Heavy,1m 6f 55y,Saratoga (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-4,80,True,19,6
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Paynes Lane (IRE),C M Quirke,0,T R Hughes,PU,N/A,7,11-12h1,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Keaner's Boy (IRE),P J O'Hanlon,0,V C Ward,17th,Neck,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Ikalimix (FR),Mr C J Shine,7,E M O'Sullivan,16th,17 l,7,11-12t,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,The Guinness Boys (IRE),Keith Donoghue,0,G P Cromwell,15th,21 l,6,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,The Mystery Man (IRE),John Shinnick,3,Miss M Harding,14th,Head,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Blinding Light (IRE),J C Gainford,0,P Byrne,13th,4 1/2 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Magnificent Era (IRE),Ryan Treacy,0,J F Gleeson,12th,1 3/4 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Lecale's Diamond (IRE),Conor Stone-Walsh,0,G P Cromwell,11th,2 3/4 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Soldier Saint (IRE),Alex Harvey,0,N C Kelly,10th,1/2 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Walkmethroughit (IRE),A S Murphy,7,J Motherway,9th,1 1/2 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Rowdy (IRE),Eoin Walsh,0,E M O'Sullivan,8th,34 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Astelia (IRE),Sam Ewing,0,Peter Fahey,7th,3/4 l,6,11-5,108,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Something Simple (IRE),P Hanlon,7,J J Hanlon,6th,5 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Night Moon (GER),P Townend,0,W P Mullins,5th,24 l,5,11-12ht1,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,I Started A Joke (IRE),Philip Byrnes,0,C Byrnes,4th,6 l,6,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Torps (IRE),Sean Flanagan,0,E McNamara,3rd,9 l,5,11-12t,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Wholelotofbusiness (IRE),Jack Kennedy,0,E McCarthy,2nd,13 l,6,11-12t,112,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,I'll Sort That (IRE),Mr D L Queally,0,D Queally,1st,N/A,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Paynes Lane (IRE),C M Quirke,0,T R Hughes,PU,N/A,7,11-12h1,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Keaner's Boy (IRE),P J O'Hanlon,0,V C Ward,17th,Neck,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Ikalimix (FR),Mr C J Shine,7,E M O'Sullivan,16th,17 l,7,11-12t,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,The Guinness Boys (IRE),Keith Donoghue,0,G P Cromwell,15th,21 l,6,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,The Mystery Man (IRE),John Shinnick,3,Miss M Harding,14th,Head,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Blinding Light (IRE),J C Gainford,0,P Byrne,13th,4 1/2 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Magnificent Era (IRE),Ryan Treacy,0,J F Gleeson,12th,1 3/4 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Lecale's Diamond (IRE),Conor Stone-Walsh,0,G P Cromwell,11th,2 3/4 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Soldier Saint (IRE),Alex Harvey,0,N C Kelly,10th,1/2 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Walkmethroughit (IRE),A S Murphy,7,J Motherway,9th,1 1/2 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Rowdy (IRE),Eoin Walsh,0,E M O'Sullivan,8th,34 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Astelia (IRE),Sam Ewing,0,Peter Fahey,7th,3/4 l,6,11-5,108,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Something Simple (IRE),P Hanlon,7,J J Hanlon,6th,5 l,5,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Night Moon (GER),P Townend,0,W P Mullins,5th,24 l,5,11-12ht1,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,I Started A Joke (IRE),Philip Byrnes,0,C Byrnes,4th,6 l,6,11-12,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Torps (IRE),Sean Flanagan,0,E McNamara,3rd,9 l,5,11-12t,-,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,Wholelotofbusiness (IRE),Jack Kennedy,0,E McCarthy,2nd,13 l,6,11-12t,112,True,19,7
N/A,2025-09-24,14:05,Yielding (Yielding To Soft In Places),2m,I'll Sort That (IRE),Mr D L Queally,0,D Queally,1st,N/A,5,11-12,-,True,19,7
N/A,2025-09-24,14:40,Yielding (Yielding To Soft In Places),2m,Captain Ryan Matt (IRE),Darragh O'Keeffe,0,H De Bromhead,5th,4 l,5,11-7,117,True,19,8
N/A,2025-09-24,14:40,Yielding (Yielding To Soft In Places),2m,La Note Verte,J J Slevin,0,W P Mullins,4th,6 l,5,11-5,-,True,19,8
N/A,2025-09-24,14:40,Yielding (Yielding To Soft In Places),2m,Sonnyboyliston (IRE),Philip Byrnes,0,C Byrnes,3rd,Neck,8,11-7,-,True,19,8
N/A,2025-09-24,14:40,Yielding (Yielding To Soft In Places),2m,Arch Empire (FR),Jack Kennedy,0,G Elliott,2nd,4 l,5,11-7,124,True,19,8
N/A,2025-09-24,14:40,Yielding (Yielding To Soft In Places),2m,Davy Crockett (IRE),P Townend,0,W P Mullins,1st,N/A,4,11-5,-,True,19,8
N/A,2025-09-24,14:40,Yielding (Yielding To Soft In Places),2m,Captain Ryan Matt (IRE),Darragh O'Keeffe,0,H De Bromhead,5th,4 l,5,11-7,117,True,19,8
N/A,2025-09-24,14:40,Yielding (Yielding To Soft In Places),2m,La Note Verte,J J Slevin,0,W P Mullins,4th,6 l,5,11-5,-,True,19,8
N/A,2025-09-24,14:40,Yielding (Yielding To Soft In Places),2m,Sonnyboyliston (IRE),Philip Byrnes,0,C Byrnes,3rd,Neck,8,11-7,-,True,19,8
N/A,2025-09-24,14:40,Yielding (Yielding To Soft In Places),2m,Arch Empire (FR),Jack Kennedy,0,G Elliott,2nd,4 l,5,11-7,124,True,19,8
N/A,2025-09-24,14:40,Yielding (Yielding To Soft In Places),2m,Davy Crockett (IRE),P Townend,0,W P Mullins,1st,N/A,4,11-5,-,True,19,8
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Added Bonus (IRE),J C Gainford,0,Brendan Walsh,15th,1/2 l,11,10-4tp,75,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Annie Hope Harriet (IRE),R Deegan,0,Dermot P O'Brien,14th,2 3/4 l,6,10-11,82,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Kir Royal Blou (FR),G Brouder,3,W J Burke,13th,20 l,5,10-1,72,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Bowgate Street (IRE),Darragh O'Keeffe,0,M Flannery,12th,2 3/4 l,6,11-3t,88,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Met Office (IRE),Sean Flanagan,0,E Doyle,11th,4 3/4 l,8,10-13,84,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Benzine,Shane Fitzgerald,0,J Morrison,10th,5 l,6,11-3,88,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Dontdooddson (FR),Sean O'Keeffe,0,D Collins,9th,1 1/4 l,12,10-6,77,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Diamond Approach (IRE),John Shinnick,3,Mary Ellen Doyle,8th,Head,5,11-4,89,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Alright Darling (IRE),Brian Hayes,0,D G Murphy,7th,Neck,6,10-9t,80,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Midnight Eagle (IRE),Anna McGuinness,7,Aengus King,6th,3 3/4 l,5,11-10,95,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Leroy Leroy,P Hanlon,7,J J Hanlon,5th,4 l,9,10-8,79,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Bearami Creek (IRE),Sam Ewing,0,Peter Fahey,4th,1 3/4 l,5,11-12,97,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Dunany Point (IRE),K E Buckley,0,Conor Maxwell,3rd,1/2 l,6,11-6p,91,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Eastmore,Philip Byrnes,0,C Byrnes,2nd,2 1/2 l,5,11-9t,94,True,19,9
N/A,2025-09-24,15:15,Yielding (Yielding To Soft In Places),2m 2f,Carla's Pet (IRE),Gary Noonan,3,E McCarthy,1st,N/A,6,11-0,85,True,19,9
