track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Moonhall Lass (IRE),N G McCullagh,0,Alan McIntyre,NR,N/A,2,9-1,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Glasheen Girl (IRE),W Joyce,5,F Birrane,13th,52 l,2,8-9,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Flash The Cash (IRE),N M Crosse,0,Mrs J Harrington,12th,4 3/4 l,2,9-1,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Six Thirty (IRE),L F Roche,0,N Lupini,11th,1 1/4 l,2,9-2,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Shamanka (IRE),W M Lordan,0,N Lupini,10th,1/2 l,2,8-13,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,I Am Me (IRE),S Coen,10,Donnacha O'Brien,9th,Neck,2,9-6p,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Georg Zhukov (IRE),R Whearty,3,N Meade,8th,Neck,2,9-0,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Vlhova,C D Hayes,0,Kevin Coleman,7th,Neck,2,8-13,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Dahoma (IRE),M P Sheehy,0,J P O'Brien,6th,1 1/2 l,2,9-6,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Amicitia (IRE),D E Sheehy,0,J P Murtagh,5th,1 3/4 l,2,8-11,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Brigadier Kakuru (IRE),G F Carroll,0,Daniel Murphy,4th,1 1/2 l,2,9-4,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,One Horse Town (IRE),D P McDonogh,0,J P O'Brien,3rd,1/2 l,2,9-2,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Aviatrice (IRE),L T McAteer,0,D Marnane,2nd,4 l,2,9-1,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Forza Toro,R P Whelan,0,J Feane,1st,N/A,2,9-2,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Moonhall Lass (IRE),N G McCullagh,0,Alan McIntyre,NR,N/A,2,9-1,-,True,151,1
Dundalk Racing Results | 13th November 2024 15:40,N/A,15:40,Standard,7f,Glasheen Girl (IRE),W Joyce,5,F Birrane,13th,52 l,2,8-9,-,True,151,1
